search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Género,Peso,Modelo alfanumérico
1522, Casco Torc T50 Negro Finale Xl Rider One ,"1,850",NA,5,1,18 meses,102.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,23,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-645524080-casco-torc-t50-negro-finale-xl-rider-one-_JM?searchVariation=28237393558,21,2,0,0,0,#645524080,NA,NA,Torc,T-50,Finale,Abierto,Simple,Mixto,ABS,Adultos,Unisex,NA,NA
1523, Casco Ls2 Ff353 Rapid Solid Matte Titanium ,"1,749",NA,8,1,18 meses,97.19,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/WONDERBIKES,https://articulo.mercadolibre.com.mx/MLM-644803754-casco-ls2-ff353-rapid-solid-matte-titanium-_JM?searchVariation=28040896746,2,0,0,0,0,#644803754,Titanio mate,L,LS2,FF353,Solid Matt Titanium,Integral,Simple,hipoalergenico,HPTT,Adultos,Masculino,NA,NA
1524, Casco Abierto 3/4 Immortale Ram Rider One ,"1,999",NA,1,4,18 meses,111.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,7,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-631736888-casco-abierto-34-immortale-ram-rider-one-_JM?searchVariation=25069494057,6,0,0,0,0,#631736888,Gris mate,"S,M,L,XL,XXL",Immortale,3/4,Ram,Abierto,NA,NA,ABS,NA,NA,NA,NA
1525, Casco Shaft Sh571 Maskbone Naranja ,"1,689",NA,1,6,18 meses,93.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-697295728-casco-shaft-sh571-maskbone-naranja-_JM?searchVariation=40115656141,NA,NA,NA,NA,NA,#697295728,NA,"S,M,L,XL",Shaft,NA,571,Integral,NA,NA,NA,NA,Unisex,NA,NA
1526, Audifonos Para Casco De Motociclista Adheribles ,229,NA,19,1,12 meses,22.62,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,1,https://perfil.mercadolibre.com.mx/RIVA+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-572404649-audifonos-para-casco-de-motociclista-adheribles-_JM?searchVariation=23491846168,0,1,0,0,0,#572404649,Negro,"Negro,NO APLICA",RIVA IMPORTACIONES,NA,Audífonos,NA,NA,NA,pvc,NA,NA,NA,NA
1527, Casco Integral R7 Ff830 C/lente Spiderman Gris/azul ,"1,689",NA,7,4,18 meses,93.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-619865681-casco-integral-r7-ff830-clente-spiderman-grisazul-_JM?searchVariation=32087634920,1,0,0,0,0,#619865681,Gris,"Azúl,M",R7,FF830,Spiderman,Integral,NA,NA,ABS,NA,Unisex,1300 g,NA
1528, Casco Shaft Sensei Blue + Regalos Rider One ,"1,799",NA,10,2,18 meses,99.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-587566691-casco-shaft-sensei-blue-regalos-rider-one-_JM?searchVariation=20632194354,2,0,0,0,0,#587566691,NA,NA,Shaft,CERRADO,Cerrado,Integral,Simple,Poliestireno,Policarbonato,Adultos,Unisex,1500 g,NA
1529, Casco Cross Ls2 Mx426 Dream Maker + Regalos Rider One ,"1,790",NA,2,1,18 meses,99.44,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-575920694-casco-cross-ls2-mx426-dream-maker-regalos-rider-one-_JM?searchVariation=25131279217,NA,NA,NA,NA,NA,#575920694,Naranja/Blanco,L,LS2,Doble Proposito,Stripe,Cross,NA,NA,ABS,NA,NA,NA,NA
1530," Casco Shaft Giant M, Xl, Certificado Msi Y Envío Gratis ","1,690",NA,5,1,18 meses,93.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-608874019-casco-shaft-giant-m-xl-certificado-msi-y-envio-gratis-_JM?searchVariation=40157667463,1,0,0,0,0,#608874019,Negro,-,Shaft,integral,Giant,Integral,Simple,Poliestireno,ABS,Adultos,Unisex,NA,NA
1531, Casco Joe Rocket Rkt 7 Hardcore Canadian Negro/cromo ,"1,899",NA,1,20,18 meses,105.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,6,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-689387288-casco-joe-rocket-rkt-7-hardcore-canadian-negrocromo-_JM?searchVariation=38803303132,5,0,0,0,0,#689387288,NA,"S,M,L,XL,XXL",Joe Rocket,RKT 7 Series,Rkt 7 Hardcore Canadian,Integral,Simple,NA,NA,Adultos,NA,NA,NA
1532, Agv Casco K1 Flavum Vr 46 Nuevo Con 3 Micas ,"6,200",NA,1,5,18 meses,344.44,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/F.O+VAZQUEZ,https://articulo.mercadolibre.com.mx/MLM-662443136-agv-casco-k1-flavum-vr-46-nuevo-con-3-micas-_JM,NA,NA,NA,NA,NA,#662443136,NA,NA,AGV,K-1,K1,Integral,NA,NA,NA,NA,NA,NA,NA
1533, Casco Abierto Ls2 Of562 Airflow Neg Mate/amarillo Rider One ,"1,583",NA,3,2,18 meses,87.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,29,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-614222630-casco-abierto-ls2-of562-airflow-neg-mateamarillo-rider-one-_JM?searchVariation=20971460123,22,6,0,0,0,#614222630,NA,NA,LS2,3/4,OF562,Abierto,Simple,Resina termoplástica,Policarbonato,Adultos,Unisex,NA,OF562
1534, Casco Cerrado Rookie Blanco Solido Ff352 Rider One ,"1,880",NA,1,1,18 meses,104.44,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-614245206-casco-cerrado-rookie-blanco-solido-ff352-rider-one-_JM?searchVariation=25131968429,NA,NA,NA,NA,NA,#614245206,Blanco,L,LS2,CERRADO,Rookie,Integral,NA,NA,Policarbonato,NA,NA,1.35 g,FF352
1535, Zamp Rz-58 Snell Sa2015 Casco Blanco Medio ,"5,289",NA,1,13,18 meses,293.84,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CBTPERFORMANCEMX,https://articulo.mercadolibre.com.mx/MLM-627736493-zamp-rz-58-snell-sa2015-casco-blanco-medio-_JM,NA,NA,NA,NA,NA,#627736493,NA,NA,Zamp,NA,H748001M,NA,NA,NA,NA,NA,NA,NA,NA
1535, Zamp Rz-58 Snell Sa2015 Casco Blanco Medio ,"5,289",NA,1,13,18 meses,293.84,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CBTPERFORMANCEMX,https://articulo.mercadolibre.com.mx/MLM-627736493-zamp-rz-58-snell-sa2015-casco-blanco-medio-_JM,NA,NA,NA,NA,NA,#627736493,NA,NA,Zamp,NA,H748001M,NA,NA,NA,NA,NA,NA,NA,NA
1535, Zamp Rz-58 Snell Sa2015 Casco Blanco Medio ,"5,289",NA,1,13,18 meses,293.84,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CBTPERFORMANCEMX,https://articulo.mercadolibre.com.mx/MLM-627736493-zamp-rz-58-snell-sa2015-casco-blanco-medio-_JM,NA,NA,NA,NA,NA,#627736493,NA,NA,Zamp,NA,H748001M,NA,NA,NA,NA,NA,NA,NA,NA
1536, Casco Shaft Katrine Fushia Neón Rider One ,"1,798",NA,1,1,18 meses,99.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-686644562-casco-shaft-katrine-fushia-neon-rider-one-_JM?searchVariation=38161012296,NA,NA,NA,NA,NA,#686644562,Fushia Neón Mate,S,Shaft,NA,Katrine,Integral,NA,NA,NA,NA,NA,1500 g,NA
1537, Casco Ls2 Ff353 Rapid Solid Blanco Ece Dot Sharp ,"1,749",NA,1,6,18 meses,97.19,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/ESNAKIZAR,https://articulo.mercadolibre.com.mx/MLM-658343895-casco-ls2-ff353-rapid-solid-blanco-ece-dot-sharp-_JM?searchVariation=31363181175,1,0,0,0,0,#658343895,NA,"M,L,XL",LS2,FF353 Rapid,Solid Blanco,Integral,Simple,Hipoalergénico,HPTT Certificada ECE 22.05,Adultos,Unisex,NA,NA
1538, Casco Cerrado Ls2 Rapid Solid L Negro Ff353 ,"1,649",NA,2,3,18 meses,91.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/POMISSHOP,https://articulo.mercadolibre.com.mx/MLM-688605849-casco-cerrado-ls2-rapid-solid-l-negro-ff353-_JM?searchVariation=38619944270,NA,NA,NA,NA,NA,#688605849,NA,"M,L",LS2,NA,Rapid Alex Barros,Integral,Simple,EPS,HPTT,Adultos,Unisex,1250 g,NA
1539, Casco Convertible Tech-x2 Tx-726 Plata/negro ,"1,599",NA,0,1,18 meses,88.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-693906723-casco-convertible-tech-x2-tx-726-platanegro-_JM?searchVariation=39546618799,NA,NA,NA,NA,NA,#693906723,Plateado,XL,Tech X2,NA,TX-726,Abierto,NA,NA,NA,NA,Unisex,NA,NA
1540, Casco Risky Cerrado Doble Certificacion Blanco Verde Funny ,"1,379",NA,4,13,18 meses,76.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-583217407-casco-risky-cerrado-doble-certificacion-blanco-verde-funny-_JM?searchVariation=30703909644,NA,NA,NA,NA,NA,#583217407,NA,"M,L,XL",Alessia,CAS-VC-26,Integral,Integral,NA,NA,NA,NA,NA,NA,NA
1541, Casco Cerrado Bkr Elite Trust S Rider One ,"1,799",NA,3,2,18 meses,99.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-610279177-casco-cerrado-bkr-elite-trust-s-rider-one-_JM?searchVariation=24128286822,NA,NA,NA,NA,NA,#610279177,Blanco/neg,S,BKR,Elite,Elite,Integral,Simple,NA,NA,Adultos,Unisex,NA,NA
1542, Casco Moto Deportivo Abatible Envió Gratis Sin Reexpedicion ,"1,199",NA,7,994,12 meses,118.45,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=VZL6MOJ8ERjV6WVyfop7USuDelfEzPnWAhd5Crt1CrZ8xhM9X6aEDAd9rdm8fCcwyCd8bIGVj580l1dqGsLU5%2FhBQD%2FaIx7x47UepsSkZlt32%2F2h%2FJT8mh3zFrYbZzrX3Br1zI3wrbTpc%2F4JHQsl4ahiJt%2FJM0v3s48JMlAIkRciPgEHbsW43bt2NrT1vXR%2FacBZkywi0EjeXANcx7HU7vT7TqoqSehjYD8w%2Fxr1GnWwCr8g8uhwaNCgpRPwv%2FeTHHQZJLQE5Gw1Hjd3XBPJlg1h5u7jaJEgLFkGqoGugHZssMvjwAN1y5wYsOmFCYoSFkcLhGavwuUGEGJE40MwndoRKKN1iW%2FZCTp8e8lS1coPDw6Ty2bWxcHjV%2FpHp6E0AoZ9a5rs4rMAhFud7Bsn7AW73xtvzZYit5u4uYUeRiCxrY05WIGIo2JKwJHPKwmHYASmcuEXQNAH43VnLJUy9%2BPNtg1%2Bu2TpFbuG89rd4G9OliJZNBa8otVoYKChHiPwNLRkx1RJPuqWMOhQbyyboy9p8WvcmIDH79deiyQU6zRKaRhfFWy9W5kH7yNpY%2FJH0zG%2F6vAei5RNrI%2F2tGeeSo2hq%2BaS2OS8lh9xLusbjAaqWH%2F%2BocqsaxQo%2BetBnsG3rULlAIJyQmzEfsL%2FMzOsbiPaMI5nOV40YYZN%2BM%2FWtyIkukrM8pvxg9dANiOjpLuxVuDmrCkFQfuruzoQC227jphkXDj8aH%2BgxM1cKXQHTGWOnrdy1g3joiUuOjDeaU6l0O6k8Lz77Ocv1ttDuxRJbeUbQBORdl%2FX1aOXGfRfSXiu7Ljov%2B1fZWfM4JdwW%2Ft7TstqGVQhVV%2BU5aXi8KOuIiXV2ac6hJcQCEGHcX7lV0OJAT1G9L6wzFC0NGVDg6LpfLxsraKy5Ik3mMzny9TBpLl3hIKMbyTTfKXYxlZwTA9AhQcGK8YUu2gUY71nK0f%2FEf%2BnJUGfbq1S93Tc7Ee9U6cW8WFoY%2B%2BEhU5xJ0L4YE5Yf9Uy%2Bd9QVJsdBkPJEKzlrP88umg7MW47HDmAJ09oLSqYB9z2yL2sr%2FIVtYiyp1%2Bp%2BJHIeU64jtfO0GMgzdNo2ud3%2FxRIGeS8pGLGVQPiOxZ%2BkD4RkY%2FNvq%2FeYWo0QTbXosqJup7jE3E8Bw%2B%2BpLFOM2IaD6lg74vqslPQ9XeDluF9KW3g4TOqU6E63TkFj6mIzosVbSymbzCFzRgHWkrtnbPX7xKHymJAquhBTuyrtSCplQ%2FtO1FZkai9aj7OSkQR26fTNKvCXUitID90Q9iT6e1j98gGrlAChmDVshfZB3mLJ5TQwrJQaW3gJOs%2B2i7z29mBBhOdmBb7%2BMANI7ekvpg6uRn37DPwl8oFLiuAK5YWWUty%2FP6xb5wQnfv%2FbIBltWUabnzwjKPG8InYEm2dfYaVsururTjqNXjWBBlYLPbZ0MD%2BQZRzXSNPng%2FcwnmrMqf5uGnySkSI5No6YTiqYU3VWLcVKBm4iRBadYpOr5p2tMT%2BUA8U1VnW89%2Fi2%2BOUbeLdJmLeVUWCOOCTyj30EI7jwArRSGdzYoLyG%2BTIrs%2BgfRODjLvZ37GpfxryWPblskCuaoGLje%2BPUZ3H0QrM8%2BwHiQaSbcqmf8gvG1G5k9cit36bZ9DRDN2L11bXovK8foMy2lh1%2Fute%2Fmq9CeAtXJjmZfzPxPXpiadV%2Fb0aWfmx6ZWNCpBVEVW%2FaM3o4hVwlQ9PnLeL8Hp%2FpqYTykJOgDtQzJ%2FeojsM4ii1Ljb7GN8pJMiS6YV%2FIXV%2Bt6ZDfXUAlNe9HCJWx81ykhWMCQMMFu0shmTj%2FxycVZEMB9E%2BjoKwLfiggbuwiAAJPTntlUT%2FqI1UYwimInBckBWUIsLnq9KX%2BCc%3D,NA,NA,NA,NA,NA,#604983496,NA,NA,innovando,NA,Casco,Integral,NA,NA,NA,NA,NA,NA,NA
1543, Base Porta Celular Para Moto Y Bici Contra Agua C Posiciones ,225,NA,37,NA,18 meses,12.50,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,2,https://perfil.mercadolibre.com.mx/BEEPMOTO,https://articulo.mercadolibre.com.mx/MLM-560138133-base-porta-celular-para-moto-y-bici-contra-agua-c-posiciones-_JM,1,1,0,0,0,#560138133,NA,NA,Qlink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544, Casco Gdr Ff-638 Abierto Jet Solid Titanium Rider One ,"1,780",NA,1,3,18 meses,98.89,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,19,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-658039566-casco-gdr-ff-638-abierto-jet-solid-titanium-rider-one-_JM?searchVariation=40101302987,14,5,0,0,0,#658039566,Mostaza,M,GDR,3/14,FF-638,Abierto,Simple,Poliestireno,Policarbonato,Adultos,Unisex,NA,NA
1545, Casco Integral Con Lentes Lazer Bayamo Reflex ,"2,519",NA,4,6,18 meses,139.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO+HOUSE,https://articulo.mercadolibre.com.mx/MLM-559704848-casco-integral-con-lentes-lazer-bayamo-reflex-_JM?searchVariation=22443821494,NA,NA,NA,NA,NA,#559704848,Amarillo,"Naranja,Si",Lazer,DEPORTIVO,Reflex,Integral,Simple,Poliestireno,TECNOPOLIMERO INYECTADO,Adultos,Unisex,1.55 g,NA
1546, Casco Agv Tartaruga K3sv Nuevo Con 3 Micas Gratis ,"5,900",NA,1,NA,12 meses,582.87,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,10,https://perfil.mercadolibre.com.mx/F.O+VAZQUEZ,https://articulo.mercadolibre.com.mx/MLM-677840578-casco-agv-tartaruga-k3sv-nuevo-con-3-micas-gratis-_JM,10,0,0,0,0,#677840578,NA,NA,AGV,K-3 SV,K-3 SV,Integral,Doble,NA,Termoplástico,Adultos,NA,NA,214811A
1547," Casco Tipo Cross Para Motocicleta Negro, Rojo O Azul ",969,NA,40,104,12 meses,95.73,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/SACHSOLUTIONS,https://articulo.mercadolibre.com.mx/MLM-618097435-casco-tipo-cross-para-motocicleta-negro-rojo-o-azul-_JM?searchVariation=21713533753,NA,NA,NA,NA,NA,#618097435,NA,"L,XL",Sach,Cross,NA,Cross,Simple,Poliestireno,Fibra de vidrio,Adultos,Unisex,NA,NA
1548, Cascos Moto Cachucha Negro Brilloso Lk ,230,NA,12,20,12 meses,22.72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/LAS+KALAVERAS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=anNUIz5jBiv4F0xSwlKJNKvYuVlkoJy5j3m4J3BZkRohYk6k3YbPIGnY0L5CXmQEUPxmcV8v2pVA0sSYPSLxPjufwAhiLwpDZlx25SX10WbHZuEQF8rLD%2Be%2Bc85iuQXSlt0JCWBWY9vbBzjIUXlAaYJlZxUEP%2FCsVEsZ4jKK67%2Fs5CBtXLfQTNdNX2dOU1tcYEf21R%2BvCwTa6QVoQ0Es1xTFQkuO9pZ%2BQ9MfEOMB0zacGiANZpauWrO3kFydTr4FvAb1vO2y%2FMUq5ia4OKKx%2Bm69aYYTjdJRXEaL5M8sLCoEUUsU4M3Ac4f%2F0brM4IC4NiElWWCVhN5kqn%2BwQULTmvijWfTM1EfTX4Dorrmt3en%2FDKDUBK%2BlmQE7I88%2F1%2BnFI8v7MVScSvXCDwfDL%2BGFuWCLelNPiAPWXPndYrrY6ez4IH7Vh77aCWsYiwgLV5aDD1EXoq0Nzz0HRqWWJkbGcLU2d%2FoMH6AjKt3%2B7gA4BhIjyRzwnSWVmgcXfJJfs8ColtzLMCbJGy4jrMbpE4wqgEx1aqAgt1Q1etaAkbbYn6rdqRifrpMaJp8qeIdlSAf1gHhXBJ7XHEZpq6Aw5d0UZO4FX3IapN4R%2BCgPPk9nNgS9GDDaJT0lHz4wntF0kSWrxOcBKkT7pDg5CpsU1fAxkE3AebjpTsK7c4T3cJPrI2jnAn%2BOvXY3xWkOEOJ8DFqGGeo%2BRIxH%2F6EzUQ31%2BYVxW%2FIgwKm8Uw9FqNYED%2FUB1fmMYCqQCQwa9lPLfQq0Iwdp9COLrwz%2FZd3RqXwU3Ub1HS84tqEJWxPYgfrRqd0TdDkZ259wQgCa0P0m8Uu9EdYKq%2FVZjaWlkUENU2u9cbqzODdKLLS1wfW9JIX7Lx130L0AaNJDyEQz0TUob6ddSjdVVlaWwReuJHMPylBlhLjR1QB%2F8ajzS6cNOcqqjROLDjL%2FvMHjY6Cu93Bzoff%2F0PmK%2Bcj8MpxnqShUoIBHFnAy19ox24Jh6bF3CePRwZNkmnPuWobXws1qWrsdu32wJH24EW6bIQ2TO64FH5%2BSomipoeXOzSERahg5wq4dxNkxNaD9zaH9U26bn%2BsR54jxgDN1Gt4tm%2FC%2Bh3%2BD6ozbdzJTcroPoiRiGB%2BB2ZEI50tPgBri0rgx3kGuzmG%2F%2B9lv%2FH5QpyYW2HUGEeyehRVWP1Lq2la2jtp9iEiOjNfcCuliK8TT6ooRtgE0o0oZ9Dw1TmiD63FGg%2BNyc3yVCSjN1jMRKmGsXMYGrn1%2FEKsTVGdzvuXe17fgO9vMAY8KI2YTZTlcJ2m3b6h1sqdI98VfOqJoNMLjv9xTcevXaOPTSawzSqFLFwtO2XPmcXyT8E5gVUoj2vqTe2FxkX5pCeA%2B90N9m0JBQHHFmImnnAsZPdGe3EqpnpKhaIsXFMXVC4OJQmUXkmrcGeAvFf3y%2BwDWm8M2OKsAKqlVVaLJeewLe8z4hZv2MlpIOINX4FJ4K4Z0O4ZPb%2Fl9YSNqEmN%2FokaZ5rWPvePJE7v71NWbn9amIZ9hxnLcV2hAg3g69lBwqP%2Buyxp5NhqFrekZ09OuAhFxfFOFHbLnBuvXnvV0gyg1d0gY3XZpaAc%2B%2BuOjWKe%2FGDpJjmxnZqjMBOadVbD%2BsRrmVxNhm2mZ2nQardzPMCYhHpF2h3h1Rxe2QfI6CLRqCyQj19O4ZRrzORVcETwK%2FAiqOunrkpsZVgQFbQsz%2BAHjjI%2B47%2BNnhHh3MweFlYtf4qua7i9STQI9HpBkrf%2FdDhw6HG45zFM7o%2FIvuopcmrQ0lNu%2BeZ%2Baqawh1do56rTp1ufhSwV1TANXV8vf5hsFOSo1cDyHVh5sCgHFA0j378MlmPNkyvKY,NA,NA,NA,NA,NA,#666845896,Negro,g,Las Kalaveras,NA,Open,cachuca,NA,NA,NA,NA,NA,NA,NA
1549, Casco Integral Moto Adulto 2 Micas + Regalo Gratis ,359,NA,13,3,12 meses,35.47,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3,2,https://perfil.mercadolibre.com.mx/GOLDENDUCK,https://articulo.mercadolibre.com.mx/MLM-661419331-casco-integral-moto-adulto-2-micas-regalo-gratis-_JM?searchVariation=40765179407,0,0,2,0,0,#661419331,Negro,Grande adulto estandar,Nhel,cerrado integrial,con doble mica protectora,Integral,Doble,Poliestireno,Tricomposite,Adultos,Unisex,NA,NA
1550, Casco Dama Motocicleta Cerrado C/lentes Talla M Cas Cer 104 ,"1,249",NA,3,1,12 meses,123.49,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/EVE+REFACCIONES,https://articulo.mercadolibre.com.mx/MLM-658336143-casco-dama-motocicleta-cerrado-clentes-talla-m-cas-cer-104-_JM?searchVariation=35281214933,NA,NA,NA,NA,NA,#658336143,Negro/Rosa,M,Rudos Biker,FMSS N°218,CAS CER 104,Integral,NA,NA,NA,NA,NA,NA,NA
1551, Cascos Shaft Mindtrix M Y L Certificado Envio Grats + Msi ,"1,690",NA,1,5,18 meses,93.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-609678176-cascos-shaft-mindtrix-m-y-l-certificado-envio-grats-msi-_JM?searchVariation=40158674993,NA,NA,NA,NA,NA,#609678176,Negro,-,Shaft,SH-569,SHAFT,Integral,Simple,Poliestireno,ABS,Adultos,Unisex,NA,NA
1552, Casco Cross Ls2 Mx433.40 Quake Azul ,"1,708",NA,2,2,12 meses,168.74,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-553946462-casco-cross-ls2-mx43340-quake-azul-_JM?searchVariation=32143125678,NA,NA,NA,NA,NA,#553946462,Azul,"BLANCO,M,L",LS2,MX 433,Quake,Cross,NA,Hipoalergénico,HPTT Composite,Adultos,Unisex,NA,NA
1553, Casco Cerrado Shaft Cherokee Gris Y Rojo Mate Rider One ,"1,798",NA,2,3,18 meses,99.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-620660736-casco-cerrado-shaft-cherokee-gris-y-rojo-mate-rider-one-_JM?searchVariation=34889928416,NA,NA,NA,NA,NA,#620660736,Gris/Rojo,M-L-XL,Shaft,SH-586,CHEROKEE GRIS ROJO,CERRADO,NA,NA,NA,NA,NA,1500 g,NA
