search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Género,Usos recomendados,Línea,Modelo alfanumérico,Peso
1468, Casco Motos Bell Qualifier Pista 2018 Mas Cuotas En Riderpro ,6170,NA,5,5,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/RIDER-PRO,https://articulo.mercadolibre.com.ar/MLA-725519526-casco-motos-bell-qualifier-pista-2018-mas-cuotas-en-riderpro-_JM,1,0,0,0,0,#725519526,Consultar - Consultar,Consultar,Bell,Qualifier,Integral,NA,NA,Policarbonato,NA,NA,NA,Integral,NA,NA
1469, Casco Mt Helmets Synchrony Duo Vintage Doble Visor Motodelta ,7644,NA,2,498,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOTO+DELTA,https://articulo.mercadolibre.com.ar/MLA-763291060-casco-mt-helmets-synchrony-duo-vintage-doble-visor-motodelta-_JM?searchVariation=31314643734,NA,NA,NA,NA,NA,#763291060,Vintage,"S,M,L,XL,XXL,no_warranty",MT,Vintage,Cross,Doble,Poliestireno,Policarbonato,Adultos,Unisex,NA,Synchrony,NA,NA
1470, Casco Integral Halcon H57 2019 Rosa Nuevo Acompañante Jm ,1402,NA,4,6,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,308,https://perfil.mercadolibre.com.ar/JM+MOTOSTESEI,https://articulo.mercadolibre.com.ar/MLA-760897058-casco-integral-halcon-h57-2019-rosa-nuevo-acompanante-jm-_JM?searchVariation=30777246401,194,67,32,12,3,#760897058,Magenta,"56,60,62",Halcon,H57,Integral,NA,NA,NA,NA,NA,NA,Integral,NA,NA
1471, Casco Cross Ls2 Mx436 Pioneer Trigger Black Titanium En Fas! ,13548,NA,15,4,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-653585693-casco-cross-ls2-mx436-pioneer-trigger-black-titanium-en-fas-_JM?searchVariation=24791826153,1,0,0,0,0,#653585693,Blanco,"S,M,L,XL",LS2,436 Pioneer Trigger,Cross,NA,Resina termoplástica,Policarbonato,NA,NA,MX,Cross,436 Pioneer Trigger,NA
1472, Casco Moto Integral Nzi Symbio Mega Doble Visor Negro-lima ,5650,NA,1,38,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/WAKEFIELD+ARGENTINA?brandId=1743,https://articulo.mercadolibre.com.ar/MLA-781742305-casco-moto-integral-nzi-symbio-mega-doble-visor-negro-lima-_JM?searchVariation=35424349235,NA,NA,NA,NA,NA,#781742305,Negro y Lima Brilloso,"S,M,L,XL",NZI,Symbio Mega,Integral,Doble,Poliestireno,ABS,Adultos,Unisex,NA,NA,NA,1500 g
1473, Casco Ls2 397 Razor Negro Mate Plateado L Xl Marelli ,15290,NA,2,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/MARELLI+SPORTS%21,https://articulo.mercadolibre.com.ar/MLA-719894025-casco-ls2-397-razor-negro-mate-plateado-l-xl-marelli-_JM?searchVariation=27367098191,1,0,0,0,0,#719894025,Negro - Plateado,"L 59-60 cm,XL 61-62 cm",LS2,397 Razor,Integral,Doble,Goma espuma forrada,Policarbonato,Adultos,Unisex,NA,397,NA,NA
1474, Casco Moto Rebatible Hawk Rs5 Negro Mate Modular Devotobikes ,3309,3999,50,89072,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,880,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-740307654-casco-moto-rebatible-hawk-rs5-negro-mate-modular-devotobikes-_JM?searchVariation=26063253839,557,237,57,14,15,#740307654,Negro mate,"S 56Cm,M - 58 cm,XL 62Cm",Hawk,RS5,Rebatible,Simple,Resina termoplástica,ABS,Adultos,Unisex,Urbana,rebatible,NA,NA
1475, Casco Moto Off Road Enduro Ruta Okn 7 Dual Motoscba. ,5012,NA,1,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/MOTOSCBA,https://articulo.mercadolibre.com.ar/MLA-750095083-casco-moto-off-road-enduro-ruta-okn-7-dual-motoscba-_JM?searchVariation=27939864094,0,1,0,0,0,#750095083,"Blanco,Rojo",XL,Okinoi,OKN3,Cross,Simple,polamida antialergica,Termoplástico,Adultos,Unisex,NA,DUAL ROAD,NA,NA
1476, Casco Moto Integral Ls2 320 Stream Evo Lux Negro Mate Rosa ,9390,NA,3,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/LS2-OFICIAL?brandId=157,https://articulo.mercadolibre.com.ar/MLA-719459774-casco-moto-integral-ls2-320-stream-evo-lux-negro-mate-rosa-_JM?searchVariation=33156416385,1,0,0,0,0,#719459774,Negro/Rosa,"XS,S,M,L",LS2,FF 320 Stream Evo Lux,Integral,Doble,Poliestireno,HPTT,Adultos,Femenino,NA,Stream,320,NA
1477, Casco Ls2 Pista 323 Arrow R Evo Mono Color + 1 Pinlock Free ,14507,19999,8,59993,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-647412863-casco-ls2-pista-323-arrow-r-evo-mono-color-1-pinlock-free-_JM?searchVariation=34680503560,0,1,0,0,0,#647412863,Negro mate,"M - 58 cm,L 60CM,XL 62CM,XXL 64CM,XS 54CM,S 56CM",LS2,FF 323 ARROW EVO,Integral,NA,NA,Fibra de vidrio,NA,NA,NA,ff323,NA,NA
1478, Casco Ls2 320 Stream Evo Kub / Axis Integral Doble Visor Fas ,9390,NA,131,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,16,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-612172937-casco-ls2-320-stream-evo-kub-axis-integral-doble-visor-fas-_JM?searchVariation=30929153747,14,2,0,0,0,#612172937,Evo Axis - Azul/Blanco/Negro,S,LS2,Atmos,Integral,NA,NA,Policarbonato,NA,NA,Road,Integral,320 Stream Evo Kub Axis,NA
1479, Casco Motos H5 Halcon Nacional Económico Color Negro Rojo ,1199,NA,1,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,255,https://perfil.mercadolibre.com.ar/OPENFACTORY,https://articulo.mercadolibre.com.ar/MLA-773138481-casco-motos-h5-halcon-nacional-economico-color-negro-rojo-_JM?searchVariation=33501044216,163,59,30,3,0,#773138481,Rojo - -,L - H5NL31,Halcon,H5 Adulto,Integral,NA,Resina termoplástica,Policarbonato,NA,NA,Carrera,NA,NA,NA
1480, Casco Moto Hawk Rs1 Nuevo Modelo Verde Camuflado Y Mas ,2955,NA,2,2,18 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,325,https://perfil.mercadolibre.com.ar/ZAUTOMOTORESSRL,https://articulo.mercadolibre.com.ar/MLA-801705922-casco-moto-hawk-rs1-nuevo-modelo-verde-camuflado-y-mas-_JM?searchVariation=40630616333,217,67,33,5,2,#801705922,SOPHIE BLANCO,"L,Hawk",Hawk,Hawk,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481, Casco Moto Hawk 721 Abierto Vintage Bobber Cafe Retro ,3185,NA,2,7,18 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,241,https://perfil.mercadolibre.com.ar/ZAUTOMOTORESSRL,https://articulo.mercadolibre.com.ar/MLA-801706312-casco-moto-hawk-721-abierto-vintage-bobber-cafe-retro-_JM?searchVariation=40630694181,166,65,8,1,0,#801706312,S,721,Hawk,721,Abierto,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482, Casco Hawk 721 Abierto Vintage Cafe Racer - Visera + Lentes ,3117,4675,5,9,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,241,https://perfil.mercadolibre.com.ar/GARIOTTI,https://articulo.mercadolibre.com.ar/MLA-767809318-casco-hawk-721-abierto-vintage-cafe-racer-visera-lentes-_JM?searchVariation=32243202087,166,65,8,1,0,#767809318,Negro mate,"S,M,L,XL",Hawk,721,Abierto,NA,NA,NA,NA,NA,NA,721,NA,NA
1483, Casco Moto Vértigo Hk7 Mate Talle M L Envío Gratis A Todo El País Azul Rojo Naranja Violeta Gris ,2499,NA,3,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,219,https://perfil.mercadolibre.com.ar/BLASTERPCROSARIO,https://articulo.mercadolibre.com.ar/MLA-760450438-casco-moto-vertigo-hk7-mate-talle-m-l-envio-gratis-a-todo-el-pais-azul-rojo-naranja-violeta-gris-_JM?searchVariation=30669289421,136,55,20,3,5,#760450438,Naranja,"M,L",Vértigo,HK7,Integral,Simple,Set Poliester,ABS,Adultos,Unisex,NA,Vértigo,NA,NA
1484, Casco Abierto Vertigo Vintage History + Mascara +guantes Cuo ,3199,4157,2,886,18 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,31,https://perfil.mercadolibre.com.ar/STIAHORA12,https://articulo.mercadolibre.com.ar/MLA-801883586-casco-abierto-vertigo-vintage-history-mascara-guantes-cuo-_JM?searchVariation=40656508426,22,5,3,0,0,#801883586,Negro mate,"XS,S,M,L",Vértigo,Vintage History 2,Abierto,Simple,Set Poliester,Termoplástico,Adultos,Unisex,NA,NA,NA,NA
1485, Casco Rebatible Ls2 Ff 324 Firefly Evo Luz Fluo Devotobikes ,14507,NA,8,31980,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,15,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-713279587-casco-rebatible-ls2-ff-324-firefly-evo-luz-fluo-devotobikes-_JM?searchVariation=21671148787,10,5,0,0,0,#713279587,Negro,"M - 58 cm,L 60CM,S 56CM,XL 62CM,XXL 63, 64CM",LS2,FF324 METRO FIREFLY Fluo,Rebatible,Doble,Poliestireno,Recina KPA,Adultos,Unisex,NA,Rookie,NA,NA
1486, Casco Mujer Niñas Rosa Magenta Halcon H57 En Stock! ,1890,NA,8,13,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,308,https://perfil.mercadolibre.com.ar/VARELA_MOTOS,https://articulo.mercadolibre.com.ar/MLA-762154485-casco-mujer-ninas-rosa-magenta-halcon-h57-en-stock-_JM,194,67,32,12,3,#762154485,NA,NA,Halcon,H57,Integral,Simple,eps,Polipropileno,Adultos,Unisex,NA,hawk,NA,NA
1487, Casco Motos Halcon H5 Integral_ Estilo Callejero. ,980,NA,22,2,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,255,https://perfil.mercadolibre.com.ar/SEGUROSDEMOTOS,https://articulo.mercadolibre.com.ar/MLA-608142381-casco-motos-halcon-h5-integral-estilo-callejero-_JM?searchVariation=41875362020,163,59,30,3,0,#608142381,"Azul,Blanco,Negro,Rojo",,Halcon,H5,Integral,Simple,Resina termoplástica,Policarbonato,Adultos,Unisex,Carrera,Integral,NA,NA
1488, Casco Ls2 Ff320 Doble Visor Negro Liso Brillo Pista Gp - Fas ,8790,NA,73,26,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-604229505-casco-ls2-ff320-doble-visor-negro-liso-brillo-pista-gp-fas-_JM?searchVariation=24795092754,7,2,0,0,0,#604229505,Brillo - Negro,"XS,S,M,L,XL,2XL",LS2,320 Stream,Integral,NA,Resina termoplástica,Policarbonato,NA,NA,Road,Integral,320 Stream,NA
1489, Casco Moto Airoh Rebatible Matisse Motoscba ,5601,NA,4,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOTOSCBA,https://articulo.mercadolibre.com.ar/MLA-613065036-casco-moto-airoh-rebatible-matisse-motoscba-_JM?searchVariation=34252474803,NA,NA,NA,NA,NA,#613065036,Negro,XXL,Airoh,MATISE,Rebatible,Doble,polamida antialergica,termoplástico HRT,Adultos,Unisex,NA,NA,NA,NA
1490, Casco Moto Rebatible Peels Doble Visor Urban Ultron ,4124,4583,42,12,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,20,NA,https://articulo.mercadolibre.com.ar/MLA-758227191-casco-moto-rebatible-peels-doble-visor-urban-ultron-_JM?searchVariation=30152582929,11,5,2,1,0,#758227191,"Negro mate/Azul,Negro-Plateado","56,58,62",Peels,Ultron,Rebatible,NA,NA,NA,NA,NA,NA,Urban,NA,1000 g
1491, Casco Abierto Ls2 570 Verso Technik Motos Miguel ,8500,NA,2,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MM+REPUESTOS,https://articulo.mercadolibre.com.ar/MLA-753964645-casco-abierto-ls2-570-verso-technik-motos-miguel-_JM?searchVariation=28844839146,NA,NA,NA,NA,NA,#753964645,Negro/Rojo/Blanco,"S,XL",LS2,Verso,Abierto,Simple,Resina termoplástica,HPTT,Adultos,Unisex,NA,570,NA,NA
1492, Casco Integral Con Anteojos Sol Max V127 Calidad Premium ,5517,NA,8,76,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,48,https://perfil.mercadolibre.com.ar/WSTANDARD+GROUP,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Bdk%2Bn6i6bMPCd70vbkxS4ENSWq2ONpX8A4I2kdvG2xu9QJ6X29hNBEIBYZ0%2B797ZpypJSv2fSkyv6vwRoD7cKwgSYjPiUEYa3rXDcNqm7qR8YNmUTF3FsKxKq0rAXmtAth%2BHT3kmczjypc%2FZeJ1NRazYY%2F%2FYms8F6Bz8Je0uk%2BopsMJbEy4QHtpBu2zhZGA0d2BIN%2Bg39x8qf6zIvnBSGtJuArx1yBL7mzDamGZ97%2BmayADtcjtYMFWgew1TG5vHdos0gqFpeRCC2eVuUaHxjOQA1j7MnWztICV7SEPQB%2BZstBWO3zG3iVTIovpIElXv6QLzJ5Yc5CNr9oosi5iPgfdoaJld6CBvYUBPy7RMuUgDToGx%2Bop6HSLBNjLuV6s2obFdW96vxHK%2BOzEVwUmIAP6pk6ZecAUtaIh45ca3XLt5c2O534XrihotoiGsyHgXK4jmBE%2B5G6gIAabSIoXsMx7i1783j4lmlFZZtXY9pmTR5IndBJ%2BT2Me2D89O2LvO2IjO2E5MriJ8Iqzc8rmVHR4vyREVKot0VSPbFFImfSCnMAtPACaQJeRbbkjRxDDX2CS7XwLcQJjxJVtJCVSa8kV8MsVnO67N8YB4DyV74j30mKyteOFQvcFX3tFwVMZifLo%2FqjVn%2F7LR3PNINwGvHJR3bbA%2BAkx9Ge%2BXPM%2B2vSe%2FK7vPVt5zBZo2OV0%2BD6oP%2FigphnSSsoBG4H2F6DrnTDfBmlOeDm2qpX%2BQji0Ipeaq8Vw%2FpdRuTM4EOJWEORkE1B6QgPkjSknrDOZz3aTZCfixCeLD6wjO6emCDxdkdEYy7N1pGF24k82gm%2F3iPvTBJr8mKSxi6l0in%2BocCG4qViiKKMR01T9V1F82spMW%2B5b7IwmoVgY0q%2Fa5YQFPFmvItfARwoa2SKIXfPRtGnKaU0db%2FHcwycwns7Gh%2BerNPYbSLAeqI1TBbvzotPRvqwnqHCGPJd5jf46CHlNBrtOKLBlN6UVZyD%2FgPJgC6EUxfJleVxqriW9%2BWnnweuJwG6MZ8UfOjuAyVOcSTeA5%2FMAze6anvQVmFIe7CqztQr5wQOt2jfdwgko0Fr0txNQ1w0IgiatTG%2BjsDKGY8RyD7pLQYifQaRIcDeM%2BKhJMtub9oa%2FCOSqeznaW9SF25vUct2j5SeIz40WrA3GpZviLgyqzm7b%2BKy5SJpDP0xJVvQbuCHxngOtuX70ZWk34qjfxYFDmTJRXxnHbskfMJcoQOHqZXDRnTt25OXGLjixsyNHceLXkZ9%2FpSf7%2BW3zMfTHovbl%2BE1xKjCE%2BZ3oEC39cE2iFbo1BehHqD3nTArtFXWyMwlHxefI3ve8G9u6AJDkLjAJc6%2BHk8cgwZUki0tPXyuGpdBEqoutxdmG1P5AQ7Mak%2FlEKGigx4SupfPLZt0vlDxnzH4Ll1dgNZ1Po1CXirjrx%2FG4d1TDxJY%2BjsGeuX86sm6yeHlmqnndwqS9wNOcS46K%2FTiCY4oC9GUMnRCDfpDQpc9ktUI97yz3Zw9X2mKZCN%2BA%2FM%2F5oDJNbbdzdBYgttbdW%2FbIgH5zBEgQT1phCJirv0S7uQtlZ%2FzVN7fN7MmCOrUg%2BC5CsiwQguV5Fn1as%2Fbk7N9KKeCu6TadnV3a6CAQEg0KIg8A0oXs%2BtkM%2Bv1AGTteSYE1dChvZKHxXHkpBaZZJtonymDn0VR7Mqnl7RfWNWWFPibP9feBEpdQdhWCuXNZ9XAGyIfDU3Sk8AtDOQpJYmUum5rQIwyDxbkxck2gwlv445rvQE%2BlkMaXBO89DvECAsh8IpIYYktjRDTrs0WQA%2BYjaHMpBpNmTvwxK8V%2F0nzWpCJGQ7X%2FnIGcBvXOm2WwUfoCIiWxIhX6M5RE4seYh0VRLHyUOGJbWNBDtmWGTwGmb%2BOX13rVclW3G3%2FkTVdE8f6EPnHdLga4p0knpIQ%3D%3D,39,8,0,0,0,#640163146,Azul,"S,M,L,XL",Max,V127,Integral,NA,NA,NA,NA,NA,NA,V127,NA,NA
1493, Casco Ls2 F320 Bang Doble Visor Envio Gratis - Cuotas ,9652,NA,4,4,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,7,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-686892161-casco-ls2-f320-bang-doble-visor-envio-gratis-cuotas-_JM?searchVariation=39612702682,5,2,0,0,0,#686892161,Amarillo,"L,XXL",LS2,320 Bang,Integral,NA,NA,HPTT,NA,NA,NA,Integral,320 Bang,NA
1494, Casco Rebatible Doble Visor V 210 V210 Can Max 2019 Motosfas ,4621,NA,41,24798,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,103,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-626805084-casco-rebatible-doble-visor-v-210-v210-can-max-2019-motosfas-_JM?searchVariation=24274461372,65,30,7,1,0,#626805084,"S,M,L,XL",NA,VCAN,V210,NA,NA,NA,NA,NA,Unisex,NA,Rebatible,NA,NA
1495, Casco Ls2 Ff320 Evo Wing Pink Rosa Dama Mujer Motos Miguel ,9390,NA,19,10,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MM+REPUESTOS,https://articulo.mercadolibre.com.ar/MLA-648144343-casco-ls2-ff320-evo-wing-pink-rosa-dama-mujer-motos-miguel-_JM?searchVariation=32255242425,NA,NA,NA,NA,NA,#648144343,Rosa chicle,"XS,S,M,L",LS2,EVO WIND,Integral,Simple,Resina termoplástica,No aplica,Adultos,Unisex,NA,INTEGRAL,FF320,50 g
1496, Casco Cross Ls2 Mx 436 Pioneer Quarterback Oferta Fas Motos ,11290,NA,19,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-696511160-casco-cross-ls2-mx-436-pioneer-quarterback-oferta-fas-motos-_JM?searchVariation=26573037109,2,0,0,0,0,#696511160,Blanco,"M,L",LS2,436 Pioneer Quarterback,Cross,NA,Resina termoplástica,Policarbonato,NA,NA,MX,Cross,436 Pioneer Quarterback,NA
1497, Casco Moto Abierto Punto Extremo Mate X600 Cafe Devotobikes ,3557,3999,2,25994,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,76,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-742483355-casco-moto-abierto-punto-extremo-mate-x600-cafe-devotobikes-_JM?searchVariation=26418015781,44,25,7,0,0,#742483355,Negro,"S 56CM,M - 58 cm,L 60CM,XL 62CM",Punto Extremo,X600,Abierto,NA,NA,NA,NA,NA,NA,ABIERTO,NA,NA
1498, Casco Max V370 Motocross Enduro Wolf Edition C/ Visor ,4599,NA,16,89,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,8,https://perfil.mercadolibre.com.ar/WSTANDARD+GROUP,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=8wo4x1gpiczEH0WFD4FJh60iFO4Iaoxd%2FN%2FAILrcfnIoHKzSzQ0ePGUcgk8VBw7793MemBvIh9EE7yvat%2BOnZqQDQd3PrJAQq0c9crEo51POYbCR6Z%2F2o4oi1MWqkXTvBhlN9esMm%2FJSqqpi1TYkqaoPnENPJxwDMzWlFWLk4qwu4BIAv6oOaYxhXvjqK5wX45jQANYNexb2dy8gLT1i74ZITmHTbiAOf3VBrqXO8T8U5v%2B%2By90aycOe1%2F%2BsB%2BOC9XPE2YY3zhyGzdkA29Pl6dcSmjwUwqSqSD3Trn02jRydq8d51NBgNlCGFEIpEnaK4oduKN6S%2FbuvlbgOkkvAhWoSdy2OfHyPgEiLQG4Cskmz4nZVDfG4bKBoKDPK483Ktz3sZ%2BQQ7lox9kt65QdNdC2oGzQJlGr1OMUekAVtRf0EG1NWRZtNIc%2FJgxQrJ%2FU%2BvD0b9ZZFEShy7cR3uDZBRq5ytv5nXa%2BLYi7nx10LsenMpaG0j9nWbRF9ZYpPu9WdNSpClCwfymrDzRsKEiigYS1nNVf4inntjMYuEWdP5sGrdgMHxqEGJH5XBn511snhG1gzy8zekZdFwuA%2FH9E%2FK0l9f1wa2rtVOXnwE%2FS4yKnpMR1%2BzdegyBM2%2FewluLmHNOLM3rXNxoCcoXD%2FxgA6TvJDHwPkZtSixuJRgIyCSwm%2B23%2BnVyOivCr2A9wjAobVEzqVKwZmOQzCyMft89ugxQx6UdA3vCEo2vu8QnL7Amcfj1x4UuReWP1uV1H7n6ceRb8qQp8kCOjxl0bTwmEcw9VRAuKNzfkcMpwjrX8Shok4eMvYRLND%2F8QjNDM22mTqTbnV1qRP78e98ySjFYQjUBnnZOEtd5potMjBYsNfOKIEZKGKvGOK2XdtmjxFPA6GWMvdmtqHefjYA4JxZUrAU65lPoSb1jRHyTkMFKLRqIG92H2wdQzGT3p4CzKoJiw6Z1q7yC6J9LPtUs1MG19t2ZrlxrMh%2Fn3bFKYVd48h6PHGVMSg%2F11zKdnM0K%2BWW3DOCejQWthO28%2FQbz%2BQQyfzBqFYwshDSOloB1uWczjHDeEtM07pL%2BnuSqlSzE4OLWdNtONb7Z%2FYyNXIzp2gvilJwx2Jcj%2FIMbERZJ8RTMc%2BIwiEggl1wpA75K%2F2Z6gRUAysCY5P11V%2BsE4ByZBRz%2BvGLINiZgFnUn4r9zLsvtVEwez3dBitIFOQ08LJVa244LexA5E71iq5UzWntYFM9Gdv3sy4kEd48ZDfifLQNlDpyMNsHUjkO7ewxp6BVMeepvWD6C9JeUhM5xTOaL4Uul%2BwYSeB2HtayqH2JdarXDUM5J9ic9Rk0nX2BoStoth1HAZLbneGjrI5iN2c%2FxsSgO9U7EqbkDKjZBEMOmRDgNinkH%2BRaUCBolDurSbw52qYbZ0a7srb%2BCgwdyX9VBXF9jVCvZuKJci8Krz1krHFBABSDO1ADdRxrAYWP43RMIH3cCYGgZfLAPTuP0Paouom7MFrZ4TG4eGSdsX3FzIv9M%2FXrv5rKtmWDRWMqFQd3CBuVxI7PkAGDGak%2BD6619DnL0veReo%2Fb4Xwe%2BfCV8AmxoHa1M6PbnviANR9jjEUSPT0NvVmchdUKiU9A69XyZzsgsW3ghUa0FzWtQyzPdXvcRbIOMgtDRutsDG1dxHT9l3yQslLlcY6gjGbgX2wTVTNBZgmfmFubEK4HX6Va5CDkhQAFFBjIPC5V6z6Cbi%2FtSLkNWpymqSC2ofmcxDaS6tePFc%2Fn3djhX9RfMC2kQ138gDuHbiWYNSZGalWwQhKck47lzeY8hi7IhkaTqd5hI0p4d2KJQ9MbHObJC6B0qabXJiCxu3YaDn%2FK0TSt%2FImomlsjBqkoC%2BLBkc%2BQmpkhlN%2Bo%2FIMe3rGIJYh6DmcBpR6LVRQ0hGTzm9%2Bn%2B068noqiA%3D%3D,6,2,0,0,0,#707866570,Wolf,"S,M,L,XL",Max,V370,Cross,NA,NA,ABS,NA,NA,NA,INTEGRAL CROSS,NA,NA
1499, Casco Integral Vertigo Hk7 Gt. En Gravedadx ,3149,NA,2,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,219,https://perfil.mercadolibre.com.ar/GRAVEDADX,https://articulo.mercadolibre.com.ar/MLA-807714228-casco-integral-vertigo-hk7-gt-en-gravedadx-_JM?searchVariation=41753257947,136,55,20,3,5,#807714228,Amarillo,"L - 60cm,M - 58 cm,S - 56cm,XS - 54 cm,XL-62 CM",Vértigo,HK7 GT,Integral,Simple,Set Poliester,ABS,Adultos,Unisex,NA,NA,NA,NA
1500, Casco Vertigo Junior Kids Niño Niña Negro Rosa - Sti12cuo ,1207,1568,2,36,18 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/STIAHORA12,https://articulo.mercadolibre.com.ar/MLA-801883837-casco-vertigo-junior-kids-nino-nina-negro-rosa-sti12cuo-_JM?searchVariation=40656573568,NA,NA,NA,NA,NA,#801883837,Negro,"S,M,M,S",Vértigo,Vertigo Kids,Rebatible,Simple,No Aplica,Policarbonato,Niños,Unisex,NA,Rebatible,Vertigo Kids,NA
1501, Casco Cross Ls2 Mx436 Pioneer Matt Doble Visor Cuotas ,12225,NA,2,8,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOTO+DELTA,https://articulo.mercadolibre.com.ar/MLA-752480181-casco-cross-ls2-mx436-pioneer-matt-doble-visor-cuotas-_JM?searchVariation=28523547121,NA,NA,NA,NA,NA,#752480181,Negro - .,.,LS2,MX 436,Cross,NA,Resina termoplástica,Policarbonato,NA,NA,Urbana,MX436,436,NA
