search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Posição da ventilação,Tipo de fechamento,Certificado de segurança,Usos recomendados
1276, Capacete Moto Bieffe B-40 Road Racer Vermelho Xj6 Hornet Rr ,517,NA,2,3,12x,49.46,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,41,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-953971155-capacete-moto-bieffe-b-40-road-racer-vermelho-xj6-hornet-rr-_JM?searchVariation=30673932040,30,6,2,0,3,#953971155,"56,60,61",NA,Bieffe,B-40,B-40 Road Racer,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA,NA
1277, Capacete Moto Tipo Sanmarino Automático Masculino/feminino ,69,NA,37,3571,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Kxl4%2FtxTAbTtRVyLFsFp7MZXDZShILC0Qjq3K6sodXe9AxhN5ziiPL5%2Fu6GYWHnPSPX1iwyjnt9j1LWDa8HKlDDNBe7zlNrBLTWVzlF5IC3RGILCNVUuMEo5DD5VnjInQWdTSWTPYCwwDQ3pAx%2F9XhWI53tYYtTjToAt0f6ccijhOH%2B6nwC%2BpgvF%2B7YsLzYXu6TKcrRG%2FNztCmlAw9KHuWXgJMsa7P5jYrLg5V8qrRUqlnMDQdC5I9n0i%2FkN%2B%2FEUhZNFKUL6hew8nU2ugB6cOEvh9e3XYSAEAGjH87SOTw3xgClgmXCwQorTuYKPPemjpHpeRyRyVfUZnMRZSxz1gPLqXQVuCCAVQVznt0KTD00rlEN6RvDWa5PF4EwYOwrMa8rcytDVfWt%2FmIfFSgstEowLyXUf3Hg4TYqzMNfgspMOhe8%2BcE9Y%2BSCMeTn9Z2TzfCChZQrc0cdvH0qbsPMDolECk3Tp4jT5csrFjPl484VOS1gAhIDRYVy9VLzhj03QDaHLHzQnJSnzQF7VtgNRZ5%2BJ9Iezo1%2BVx7P9is3eu5NZAayG52H1xrJtVDJ%2B7Ur9JkTs0E4IuJk9SDLnisFRhCVqt8flpvxbfWB2891aqmJWnKGmN%2FAc7t4dNRBY%2FxNrSbAmqOFrt1jmzYsNskPaDeSGg%2B2Da%2FEuW1MlFK%2BYj1D7uyFZJSndt3nHKWt4K9BvnjZEvvd1J4ltYHX6DfbY5bmWoS%2BS7TN7eTjF7FXOlMv9358OqFIAfMmszZIUPnL%2FIZF%2FE7I1bfwr8tHtBJoYBf0zNgOJO13gutqeOEgZmnqq%2FNw%2BrNjmWqSTac1WhnlMkZFA6fB0GOx3zPtJN8R%2FoQFlid4fXaJtM7HuB4DoYM6HTvTGg2IcsOgumQHdijg%2FXT2doZ9WA6VwtDi%2BRclvI%2BeVVTYYg%2FrfGHDBZPJRbWXGjwgCoH58eajCljRA5gbVwoP0%2F2oMCRTbxhpIg4fhzvjSX6EZVIajz6frUjV6SeGu2EWOhb%2Bv94PKpIo28dNKITvaWJLkag5PfYFnS0g%2BvQiO3ThqI5%2Fp5rjOnCtZWUhTFM6OxanXVolI67eccFhYpoAVLMc32%2FwDUO%2FlSZMpvE4H6OZgHrqzgh1EQRuciXyWudrskVeXtoaulnMMXxMtS7f8iQuSkpEJSUdUYapANWmCFnCjENvydSNY4vbsM6nFy7BYx%2F7PpKZK%2B96gQcJwdSaH3%2BeKcUr2s7oZOXb%2BxUarxoISlmBMKZzXZCi%2BDABcnaEKg7mvlMB0rvuDvSaKhWbeDRCjKP9byPFJ0xCPER0TaYbcNr6FPizhFNcJTpAOh6zwNsvcbLqKRH4NWkAl%2FCgGttXQ%2FurVVGHOaX5XtCNulVvDeodN%2BkK1mT0sa9DpRyqSGuj3oZfMXY0lK8r%2BZbcdPEOmu4zpzEdStUjX6B%2B4Xl%2FUKOK3tD%2BuwQW0Hnu8cgYg1blbH%2Fw7eHmgtWF%2BKAbwW%2BdmcZCTDTG5KI68FeqHlW2GF9bO152bGGT3BWgLxkyDNA9SSiH38e4vxWekmaeTQ%2FSlYrXpz4yGwm1X1Jp7j69LXxWr6seJpyHShVWR3wisIEHLQKSSWSocMKPuKOPruf8t8Xz0FFhit%2B71qPRJrhEdKZlVpYgrk299Bc0gIaJuzWQjpf%2Bykqwznt7J3R%2F8%2BirTUTTocPjMa8DGwumDQO93znxGKlsFD7IjOb4bMrBq0a%2BSC2GyZi8Xu6wJ%2FEUzhnc9Omj2hbq9P7%2Bx0rphbupCa8yGghMIQsCUeHa0Q0BN3hwqbQr7M1%2BhZNu6581OEl%2FETSZQAnY%2FnrNoBO3iq32e1Xga9MQhjpM4bTfPK07tQouVHXq73yQoso%2BYv7O0vmzWhO5QLV0zcBaG26gXtfd8anv2BJWPcqU%2F1z6ENr4HAFe%2B%2FCxPmTiLP8EYOq1NBopHBwPWHnKeRj1slz33hpkZ,21,5,7,0,2,#1281264225,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1278, Capacete Ebf Moto Fechado New Spark Cartoon ,119,NA,15,6,12x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1120876824-capacete-ebf-moto-fechado-new-spark-cartoon-_JM?searchVariation=28891071130,1,0,0,0,0,#1120876824,Branco,"Branco / 56,Branco / 58,Branco / 60,PRETO BRILHO / 56,PRETO BRILHO / 58,56,58,60",EBF,NEW SPARK CARTOON,New Spark Cartoon,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1279, Capacete Integral Protork R8 Moto Fechado 2 Viseiras ,136,NA,4,28,12x,13.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1175378233-capacete-integral-protork-r8-moto-fechado-2-viseiras-_JM?searchVariation=32714078328,1492,420,190,66,74,#1175378233,"Azul-claro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,ABS,NA,NA,Poliestireno,1200 g,Superior,Micrométrico,Inmetro,Urbano
1280, Capacete Moto Fechado Protork R8 + Viseira Fumê + Cristal ,136,NA,2,626,12x,11.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1252922875-capacete-moto-fechado-protork-r8-viseira-fum-cristal-_JM?searchVariation=38846607909,1492,420,190,66,74,#1252922875,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,NA,NA,Poliestireno,1200 g,Superior,Micrométrico,Inmetro,Urbano
1281, Capacete Moto Axxis Piston Preto Fosco Laranja Pistão ,399,NA,2,105,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RS1+OFICIAL?brandId=36,https://produto.mercadolivre.com.br/MLB-1235827304-capacete-moto-axxis-piston-preto-fosco-laranja-pisto-_JM,NA,NA,NA,NA,NA,#1235827304,"53/54-(PP/XS),55/56-(P/S),57/58-(M/M),59/60-(G/L),61/62-(GG/XL)",NA,Axxis,Eagle,Piston,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1282, Capacete Aberto New Liberty 3 Moto Motociclista Preto Branco ,63,NA,6,149,12x,6.12,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1050,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1257804503-capacete-aberto-new-liberty-3-moto-motociclista-preto-branco-_JM?searchVariation=39180608888,749,205,70,14,12,#1257804503,,"56,58,60",Pro Tork,NA,Aberto New Liberty Three,Aberto com Viseira,Simple,ABS,Adultos,Unissex,NA,NA,NA,Micrométrico,Inmetro,Urbano
1283, Capacete Tipo Sanmarino Masculino Feminino 56/58/60 Pro Tork ,67,NA,2,1484,12x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Q3AKAai47oVOV7g58htjYdDPAQkn8oEytXwjYCG71yOkbZl7zcQRg2ChcW3y3CAbH83NQHgN6Z%2B6f2%2FX6bPDG8wqZhAcZl1gtnRws3nIJzV1S52okN1J5Gu7hus%2F%2BuI6BoX4KDfBjKz3O1f4mM4iu5QJ6zFCNkvuwhiKf6twpFwY53b%2F1DJZTleXZfDJUJ5jB2NY0PNzc5v4s%2BgKhBg51JTTRobMsUyskxcNGPK042o7fg5sj1BEWQdm70rmI1Qdddc8T%2F9xJkszRuTd5lj7e%2Bco0wETnUcqTIUxpX%2BxGqCT28vYI32qJRSDaJw2TGjpprZQFOb%2BUrDxeaC%2BRvY6hAtcLsoxiLvH3LduxySXkL4UQASOxvNPlWwYlw8cdIXcI%2FyLJxvPXWobqOhfbrwKxkfTmOfLWpXMhWe5toOBnGkBYfQhdqem2CmfRGxBU3I8yoTwd4LuPSiCMzwEfKFrxXDV%2FAlB%2BGzQzUoUwSoJ%2FtT8ZHjB87aUVi%2FWzfyW7On7xBlgPuRAAuCr0CjqPp0zb%2FAA%2BHs%2F4HQbeQIupdkO%2F%2BkEWkr3mqQVbMBtAlZXoOK6h0uEotJA20QsIjG%2BQUVZWYp%2FkOy66ySs%2Fe2d3gkLaVJB3LBEMYfH2kv7hFUeZOyy6AleCtbhg2PXe0BE46L45lrs84qWPTD1DjT2K5qHE3lfa%2FMPaAdfZxO5%2BBggTQM9za4GmO3QlPHOn6Fp9peILAiAiu4a6JVs9KC32yxKX8HYYRJU0cvLqCRqwTggQq4bK8nWxm%2FsM6xQX7ejjQ6r8J1miGSfZqvrA3Pk3LGzk7k90mFHgqEpJ5U78hd8PPRooh7YBvdDwLvT7EJDb%2FaNd8vcyOeRZqhNF1h2mGi90q4wd4p8UhwW9aBeQ1BDFEcr8ZTucqHQb%2F4hbabe8xb8lJ%2F1%2BQ5eD2776xzir59Jo6C88%2FaexS%2B%2FpZNnzFS%2FbDnaV9h%2FIvrBLhHw5%2FJVayJ3Sp4WtsalnZgTfZeprcPJvvJLGNKSDVD59xGmLyDQmveiE5egCzWvRHE%2B%2F4Prw0NHUX57l7%2Fa5e5fYI32zH5hLcGrlf89%2BNJFFC%2BHICSjifRCturX8qc12%2FMqmOjZuKLooY5C7ob%2Bl0adaqIwh10RSIckIT6tbbk5JYLsiOs916YVGWnp2tKyIlfOsfNpk5xN%2FcNMw55Bw1sJTcChmgBt2%2B8CrB%2FMsEqfUFg7CkjTckQFTq1UgO9DwLIdBwzZKjcKl9WRKG1IowvvEhU7%2B8AoWskI36nJYIpGMFg9GQpZ7dAY5dgQQGwDuAMJ4GTPUHcs5KfIylI%2Fu35cWO%2BJIVNm%2BWz9ZzUG1pHFafQrdTaY%2BDwel5gAiwIGnGMaFbaiyqBdm19SVTP2KW6qL0%2FNNFZzoo4WE%2Bmgpc0IYVUZKd%2FU%2F0tOoR1bzdlsomLvf6Awtn3oTpakiDoMjgkivYADE6QmbnXPU0daSQ%2BVaEOo4wdqOoPnA9VWAg9cj%2BcwS5psW5ryO%2B%2BReqbw1HYHh9avVC0gE%2FhxvWcVhz3Ib4CuUHkm8Eb6raQJS6aoGN9vftDIpHsluwXk3QLiElRfqFYKX5u1HMFWUSxmFMZqYmXq1Xd0iy9Vj%2FGiW%2B8SSkGvMd2bVk83CWNA1FZjqEoeWUz9LfA9sDuvbp6yOHLUSPbUz1er8urPdovZ09pdeurKAws4kVTv5NI5Kspx4zjOen7CR3AU1DXEbu%2BIGY0X3vcK8ZK%2FeV%2FDhbT8d0GS7Kx63FywcaDkzquDd1yd2bhpZXJ50yvDnqU5X1gKUf%2F39lQtzlMMHhGrWDRxZBHn%2B80Seozvq0Yw%2FZvm4mUGku5AtN%2FkDnQUZQOp%2BUDcaXfZ1Cwlg%2FAoB%2BoHmW7YA7W9tBaFMA%2Fs%2Biv%2BirkB46iNsUqRUAS%2BfC%2Fkp9wPib6hQiPwI9nzuQwrHT214832%2Bgs33TUri%2Br2g5MnX9%2BR6fy3ZH8%3D,21,5,7,0,2,#1302048689,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1284, Capacete Moto Norisk Ff391 Squalo Rosa ,379,NA,3,1600,12x,31.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-964752647-capacete-moto-norisk-ff391-squalo-rosa-_JM?searchVariation=41947082936,NA,NA,NA,NA,NA,#964752647,Azul,"M - 58,L - 60,XL - 61,S - 56",Norisk,FF391,Squalo,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1285, Capacete Moto Mt Revenge Cyborg Preto E Prata - Lançamento ,799,NA,5,5,12x,66.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-917343859-capacete-moto-mt-revenge-cyborg-preto-e-prata-lancamento-_JM?searchVariation=41205959766,NA,NA,NA,NA,NA,#917343859,Preto,"56,58,62,64",MT,Revenge,Cyborg,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,1600 g,Inferior,Micrométrico,Inmetro,Urbano
1286, Capacete Moto G6 788 Pro Tork Eagle Neon Lançamento ,139,NA,2,11998,12x,13.37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRONOVO.COM.BR,https://produto.mercadolivre.com.br/MLB-1263022739-capacete-moto-g6-788-pro-tork-eagle-neon-lancamento-_JM,NA,NA,NA,NA,NA,#1263022739,Azul Neon,"56,58,60",Pro Tork,NA,788 G6,Integral,Simple,ABS,NA,Unissex,EPS,NA,NA,NA,NA,NA
1287, Capacete Moto Norisk Ff391 Tokyo Preto E Branco Fosco ,379,NA,16,5,12x,31.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,2,1,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-863065812-capacete-moto-norisk-ff391-tokyo-preto-e-branco-fosco-_JM?searchVariation=18366310577,0,0,0,1,0,#863065812,Preto,"56,58,60,61",NORISK,FF391,Tokyo,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA,NA
1288, Capacete Moto Infantil Viseira Dourada New Liberty Marrom ,124,NA,4,596,12x,10.33,NA,Envio para todo o país,NA,NA,4.6,790,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114688262-capacete-moto-infantil-viseira-dourada-new-liberty-marrom-_JM?searchVariation=28437944047,574,147,52,6,11,#1114688262,Marrom,54,Pro Tork,New Liberty,New Liberty 4 Kids,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289, Capacete Moto Tipo Sanmarino Automático Masculino/feminino Varias Cores Pro Tork ,67,NA,2,3571,12x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=HHnLa489itJEy18Q4DrD5PTGauuYeDpvCr03ioACWQzbjhQigyEhv1z06aK5qfaEceEupn787FalA2MjjqLd5oJ9L1f9iQIx3rbyKtg8ea1NB2p48%2BTewTeiPmR%2BHylFvLasDc%2FOk%2Fq0nznaj7P4yVFdWAtvKmK1BpJVFjpR7stWbI2KeJnf%2BcJvpY3ReC3wVjE%2BYnNsxkeyoqtR8OHXF6iM7u0sZZJuHnGPxv%2Bhe7yL9UODwxdUBv3taXaZeUo083T%2FnEXZfgEcfhvUTnrekk5UTprgfzb5aiUk5pBRIfFuony3zPmUT3rTR6Nx6rLbSQ%2FEQchDEyy3tM9QWevyZHfC0oFyNDmmGYCBALwpLLXb9bb%2BNdEC76hiqQqbC2afJKYsGWayZT%2FxEd5%2F5fbnWiW5az7EcMP%2BNqXiMtS1%2FyBszG0PA3A7%2FkggdSQz18RyEj6vyQt8pq3DYXDbNpISVNvI5Sx4zPWVd%2BjtxLljt%2BClnIPnaS3xHeNHTMJDspJHs6%2FRJnnfe7ZpzO53TMGM9oIpTa7SJ5WXajrQU0ZwsXjOI4CGAM%2BtVZUpJHWXYBjF83zBYZXbzoHrvyEbPZy2eCXOEHVVRZPq7oywbBL%2FzHltjgYSG1of4jvcPZTts1Q0hMW4QiHufqzmVXhfogfbP8XUe%2BtwIKlLFnrW9r0fRZbdDQbNV62FHclsOv0%2BssjvTCKfdFGRWfu47p0O2KBqQjif1uJzw6642AvU7i%2F8BLKP0bVrRUjDXyi7cGWE1rwcTPcz7fbtfsKlKx2gyV221NWE9vCdGO4tzXmDdoskxrXJ8uUVGO3FbAzFYqZpFbRTUi4l00kFe3jRS2LWK21apaOKFkeHXyyx6B%2F%2BL%2Bqu0WugyYDc5vtjGgiqhof5skNSeb3xprZZ%2B3RiGhNd1SNBqqx0iBl73woivaCxWzrrpDwluff1S%2BboenFK3RAGCBkpkdMUiKlyPIWKzBTx3dW%2Ba6Xy%2FNQCG2d2WA%2Ban%2BpjN9LlyYRYsANr%2FY5BLAvQPnuvTrAuyXZ%2Fim%2FF7FuRc%2B1Pxe1%2Bc%2B9baqRL5%2Fj05JhyYZG%2BhJQOrG9PNkDnaBSmBB1e8%2FUDlNVCsF6UFOnaZYcJY%2B21lgejuJk1tc3EtyQ3GWi2yV3VBQQXeDLR3WdoLHJIX2U5tdrKGBAh8eadPZGAQW89nfQN6WSQz9YE%2BzGLgMbhHi%2FfpPXG3CWWkU2Ch5SiSi4k%2FCOzkPSqmvYnzLxRfvPCpHsccj1%2BRm%2BimWSRf%2B7iDnKNrFoKIKKorZiNtDQBRDrmR0gBuiq2gR7f4kDJm6TvO3JX1hlhfUOtjURq0dHT1YWdU45mBNUtpSephKajzLo3xble55ElmluUIJwGCYXoJTcDtFwmixPjqS8cNA0JddvbKCmSjtgY424xSpMJ0y2JkYr4izzCk2n2nwEmkwoMpCIRR1we8tgS5w5jFdFBjyOtxn2Ibw7ZHsZXIKkyxGbY2mYbmBeN%2FgNPDnsHZ3JwaGrcPjzvCaQrREFxivD9bPOuzItGVq3EhzXWUyqM1QdKiqXTyGwdCEP0dw681yw6s%2BRnhiQiTZKMRJNHumYwT64ifGCWAV%2F7s4E4tY86jvs3CFAWkjSLrDEthcrG0BjE2X81XmLbeIgmm%2B%2BkVFpUjtq4ky2li4iR7SUsc%2BPfDKiQ4TY5LR%2Fv59qZhHF%2F%2B7M8iIamLkL8U%2FdvPHukLIYBz7pXSA9gDYtuv0mMkBlM8%2BH2NE3qfVrCQMHMl%2B6uoPDaR45coElANHvG0nBdOFTdjQAljI%2F5ITT0Eht1cmBRZUR6XadP53npYedMhaBRuv2qz0leurMo%2FoshTuZsrrpic%2Brlh6HVwNrA3IwEuJa15peIOfGcdZFzf7AWFXMxzWfymzdVZ2Qkk%2BxclZasFBnrAVrM7JoOH4Q8lr393vIXfdrQMGSafX6Gs%2B59zOrWFiHgoKlCX0a8xPBbJR9zzTRZr%2F6flRrnxBcuRsc%3D,21,5,7,0,2,#1302037367,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1290, Capacete Turner X11 Escamoteavel C/ Oculos Solar - Moto Top! ,549,NA,6,20,12x,45.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,75,https://perfil.mercadolivre.com.br/NSXACESSORIOS,https://produto.mercadolivre.com.br/MLB-1097365089-capacete-turner-x11-escamoteavel-c-oculos-solar-moto-top-_JM?searchVariation=27206979415,59,10,4,0,1,#1097365089,Preto,"56,58,60,62,64",X11 Expert Riders,Turner,Turner Escamoteavel,Escamoteável,NA,NA,Adultos,Masculino,NA,NA,NA,NA,NA,NA
1291, Capacete Moto Pro Tork Fechado Evolution G5 Carbon Evo Cinza ,119,NA,5,2702,12x,11.37,NA,Envio para todo o país,NA,NA,4.5,72,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-838781755-capacete-moto-pro-tork-fechado-evolution-g5-carbon-evo-cinza-_JM?searchVariation=15978639679,47,16,6,1,2,#838781755,"Cinza-claro,Amarelo,Azul,Cinza-claro,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Evolution G5 Carbon Evo,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1292, Capacete Moto Aberto Ebf Thunder Open Feminino Rosa ,112,NA,12,2,12x,9.41,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,25,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-732929988-capacete-moto-aberto-ebf-thunder-open-feminino-rosa-_JM?searchVariation=29522407286,16,6,2,1,0,#732929988,Rosa - Brilhante,56,EBF,Thunder,Thunder,Aberto,Simple,ABS,Adultos,Feminino,Resina termoplástica,NA,NA,NA,NA,NA
1293, Capacete Moto Infantil Viseira Iridium New Liberty Amarelo ,114,NA,4,597,12x,10.90,NA,Envio para todo o país,NA,NA,4.6,790,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114400078-capacete-moto-infantil-viseira-iridium-new-liberty-amarelo-_JM?searchVariation=28423824936,574,147,52,6,11,#1114400078,Amarelo,54,Pro Tork,New Liberty,New Liberty 4 Kids,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294, Capacete Peels Icon Óculos Interno Moto Com Luva X11 Fit X ,369,NA,11,399,12x,30.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,68,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1112621648-capacete-peels-icon-oculos-interno-moto-com-luva-x11-fit-x-_JM?searchVariation=28316410938,55,11,0,0,1,#1112621648,Preto/Azul,"56,58,60,62",Peels,Icon,Dash,Integral,Duplo,ABS,Adultos,Unissex,ESPUMA,NA,NA,NA,NA,NA
1295, Capacete Moto Tipo Robocop Articulado Pro Tork V-pro Amarelo ,217,NA,2,28,12x,18.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,571,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1158805105-capacete-moto-tipo-robocop-articulado-pro-tork-v-pro-amarelo-_JM?searchVariation=31432711365,384,115,46,7,19,#1158805105,Amarelo,"58,60,62",Pro Tork,Unissex Escamoteavel,V-pro jet 2,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296, Capacete Moto Feminino X11 Volt Dash Branco Rosa ,329,NA,3,1,12x,27.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1175024346-capacete-moto-feminino-x11-volt-dash-branco-rosa-_JM?searchVariation=32679041186,NA,NA,NA,NA,NA,#1175024346,Rosa,M - 57/58,X11,NA,VOLT DASH,Integral,Simple,ABS,Adultos,Unissex,ABS,NA,NA,NA,NA,NA
1297, Capacete Moto New Liberty Four Pro Tork R8 Fechado Verde ,114,NA,5,296,12x,9.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JN.MOTOS,https://produto.mercadolivre.com.br/MLB-1122964219-capacete-moto-new-liberty-four-pro-tork-r8-fechado-verde-_JM?searchVariation=29028355704,NA,NA,NA,NA,NA,#1122964219,Verde,"56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298, Capacete Moto Pro Tork Feminino R8 Camaleão + Brinde ,126,NA,3,300,12x,10.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1250942328-capacete-moto-pro-tork-feminino-r8-camaleo-brinde-_JM?searchVariation=38728051557,1492,420,190,66,74,#1250942328,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,ABS Injetado,Adultos,Unissex,Forro Anti-Alérgico,NA,Superior,Micrométrico,Inmetro,Urbano
1299, Capacete Moto Protork New Liberty Four R8 Várias Cores ,120,NA,7,1199,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1142652844-capacete-moto-protork-new-liberty-four-r8-varias-cores-_JM?searchVariation=30389847022,NA,NA,NA,NA,NA,#1142652844,"Rosa,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Vermelho","60 - G,58 - M,56 - P",Pro Tork,New Liberty Four,R8,Integral,Simple,ABS,Adultos,Unissex,Isopor interno com aletas para absorção e dissipação de choque,NA,NA,NA,NA,NA
1300, Capacete Moto Infantil Pro Tork New Liberty Azul/laranja ,129,NA,7,903,12x,10.75,NA,Envio para todo o país,NA,NA,4.9,16,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-839047693-capacete-moto-infantil-pro-tork-new-liberty-azullaranja-_JM?searchVariation=20282252102,14,2,0,0,0,#839047693,Amarelo,54,Pro Tork,Capacetes,New Liberty For Kids,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1301, Capacete Moto Fechado Pro Tork Evolution G6 Factory Racing ,117,NA,2,2107,12x,11.18,NA,Envio para todo o país,NA,NA,4.6,146,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-931730795-capacete-moto-fechado-pro-tork-evolution-g6-factory-racing-_JM?searchVariation=19399702564,109,23,8,1,5,#931730795,Rosa,"56,58,60",Pro Tork,Capacetes,788,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
