search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Posição da ventilação,Tipo de fechamento,Certificado de segurança,Usos recomendados
1502, Capacete Moto Fechado Ebf E0x Frost Br Az N Peels Pro Tork ,189,NA,6,4,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1107162213-capacete-moto-fechado-ebf-e0x-frost-br-az-n-peels-pro-tork-_JM?searchVariation=27851170579,NA,NA,NA,NA,NA,#1107162213,Branco,"58,60",Peels,E-Zero-X,Frost,Integral,NA,ABS,Adultos,Unissex,ABS,NA,NA,NA,NA,NA
1503, Capacete Para Moto Peels Spike Veloce Todas Cores ,199,NA,14,1599,12x,16.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,99,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1078021724-capacete-para-moto-peels-spike-veloce-todas-cores-_JM?searchVariation=26174351375,62,23,7,4,2,#1078021724,"Preto-fosco,Rosa Brilhante,Vermelho Brilhante,Vermelho fosco","M - 58,GG - 62,P - 56,G - 60",Fly,Spike,Veloce,Integral,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1504, Capacete De Moto Masculino New Four 4 Fosco F Gratis + Touca ,117,NA,5,199,12x,9.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1554,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1168377320-capacete-de-moto-masculino-new-four-4-fosco-f-gratis-touca-_JM?searchVariation=32133028453,1038,323,140,31,21,#1168377320,"Branco,Negro Brillante,Rosa,Vermelho","56,58,60",Pro Tork,New liberty,New Liberty Four,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1505, Capacete + Oculos Off Road Moto Cross Th1 Jett Evolution ,309,NA,3,149,12x,29.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1114976732-capacete-oculos-off-road-moto-cross-th1-jett-evolution-_JM?searchVariation=28451694683,NA,NA,NA,NA,NA,#1114976732,Preto,"56,58,60",Pro Tork,Capacete,Jett Evolution,Cross,NA,ABS,Adultos,Unissex,Não se aplica,1.9 kg,NA,NA,NA,NA
1506, Capacete Moto Caveira New Atomic Pro Skull Riders ,184,NA,25,2406,12x,15.33,NA,Envio para todo o país,NA,NA,4.6,402,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-927494188-capacete-moto-caveira-new-atomic-pro-skull-riders-_JM?searchVariation=19716607917,295,78,24,3,2,#927494188,Prateado,"56,58,60",Pro Tork,Capacetes,New Atomic,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1507, Capacete Moto Pro Tork Fechado Evolution G7 + Viseira Fumê ,184,NA,3030,236,12x,15.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1185495419-capacete-moto-pro-tork-fechado-evolution-g7-viseira-fum-_JM?searchVariation=37442581286,1492,420,190,66,74,#1185495419,Preto/Cinza,"56,58,60",Pro Tork,R8,788 EVOLUTION G7,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
1508, Capacete Moto Feminino Pro Tork Sm Automático Preto Rosa ,64,NA,41,594,12x,6.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-915897199-capacete-moto-feminino-pro-tork-sm-automatico-preto-rosa-_JM?searchVariation=25211969698,977,347,149,57,49,#915897199,Negro Brillante - rosa,"56,58",Pro Tork,Sport Moto,Sport Moto,Integral,Simple,ABS,Adultos,Unissex,Forração antialérgico,NA,NA,NA,NA,NA
1509, Capacete Moto Robocop Escamoteável Pro Tork V Pro Jet 2 ,195,NA,10,97,12x,18.73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,571,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-983980917-capacete-moto-robocop-escamoteavel-pro-tork-v-pro-jet-2-_JM?searchVariation=26109606205,384,115,46,7,19,#983980917,Branco/Vermelho,"58,60,62",Pro Tork,V-Pro JET 2,Jet 2,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1510, Capacete Feminino Automático Sport Moto For Girls ,120,NA,4,2726,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,39,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172404217-capacete-feminino-automatico-sport-moto-for-girls-_JM?searchVariation=32456452485,25,11,0,1,2,#1172404217,Preto,"56,58,60",Pro Tork,Capacetes,Sport Moto,Integral,Simple,ABS,Adultos,Feminino,Material antialérgico,1.07 kg,NA,NA,NA,NA
1511, Capacete Moto Ebf Spark Cartoon Preto N Peels Pro Tork ,148,NA,9,3,12x,12.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1108466297-capacete-moto-ebf-spark-cartoon-preto-n-peels-pro-tork-_JM?searchVariation=36792285599,1,0,0,0,0,#1108466297,Preto,"58,60",Peels,New Spark,Flash,Integral,Simple,ABS,Adultos,Unissex,ABS,NA,NA,NA,NA,NA
1512, Capacete Protork Moto Cross Infantil Kids Ck 01 +óculos+copo ,176,NA,22,178,12x,14.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,237,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-941055789-capacete-protork-moto-cross-infantil-kids-ck-01-oculoscopo-_JM?searchVariation=21069495464,196,27,9,3,2,#941055789,NA,54,Pro Tork,Evolution G4,788,Cross,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1513, Capacete Moto Robocop Articulado Protork V Pro Jet 3 Barato ,189,NA,4,1499,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1799,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147313340-capacete-moto-robocop-articulado-protork-v-pro-jet-3-barato-_JM?searchVariation=30661925681,1297,349,97,25,31,#1147313340,"Amarelo,Azul,Azul-claro,Azul-escuro,Laranja,Prateado,Verde,Vermelho","58,60,62",Pro Tork,Capacetes,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514, 2 Capacetes Fechado Automático Feminino Mulher Sm Pro Tork ,169,NA,225,2655,12x,16.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,39,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-727928899-2-capacetes-fechado-automatico-feminino-mulher-sm-pro-tork-_JM?searchVariation=15866184865,25,11,0,1,2,#727928899,,"56,58,60",Pro Tork,Feminino,SM SPORT MOTO,Integral,NA,ABS,NA,NA,NA,1.04 g,NA,NA,NA,NA
1515, Capacete De Moto Feminino Mixs Fokker Racing Girls ,154,NA,3,3597,12x,14.72,NA,Envio para todo o país,NA,NA,4.6,212,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=1034,https://produto.mercadolivre.com.br/MLB-1165623678-capacete-de-moto-feminino-mixs-fokker-racing-girls-_JM?searchVariation=31931666807,160,32,16,2,2,#1165623678,Preto/Rosa,"56,58,60,62",Mixs,Fokker,Racing Girls,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516, Capacete Aberto De Moto Pro Tork New Liberty 3 Preto ,110,NA,16,6,12x,9.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1050,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1022743765-capacete-aberto-de-moto-pro-tork-new-liberty-3-preto-_JM?searchVariation=23425351987,749,205,70,14,12,#1022743765,58,Sim,Pro Tork,Street,Liberty,Aberto com Viseira,NA,Policarbonato,NA,NA,Termoplástico injectado,NA,NA,NA,NA,Urbano
1517, Capacete Moto Aberto Pro Tork Liberty Compact Preto Fosco ,98,NA,8,92,12x,8.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,108,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-769838359-capacete-moto-aberto-pro-tork-liberty-compact-preto-fosco-_JM?searchVariation=39427403264,59,29,12,2,6,#769838359,NA,NA,Pro Tork,Compact,Liberty,Aberto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518, Capacete Moto Ebf Spark Feminino Borboleta Preto E Rosa ,152,NA,113,2,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,414,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-761014923-capacete-moto-ebf-spark-feminino-borboleta-preto-e-rosa-_JM?searchVariation=28061448852,328,60,15,8,3,#761014923,Preto - rosa,56,EBF,New Spark,Borboletas,Integral,Cristal,ABS,Adultos,Feminino,Resina termoplástica,1400 g,Inferior / Superior,Engate Rápido,Inmetro,Urbana
1519, Capacete Moto Peels Icon Preto Fosco Mt 03/06 Cb500 Xj 600cc ,316,NA,4,4,12x,26.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,39,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-977571698-capacete-moto-peels-icon-preto-fosco-mt-0306-cb500-xj-600cc-_JM?searchVariation=20817954978,26,8,2,3,0,#977571698,"56,58,60",NA,Peels,Icon,Icon Classic,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA,NA
1520, Capacete Moto Feminino Pro Tork 788 G6 Preto Fosco Rosa ,141,NA,15,80,12x,11.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,509,https://perfil.mercadolivre.com.br/ROYAL+GOLDSHOP,https://produto.mercadolivre.com.br/MLB-1090072736-capacete-moto-feminino-pro-tork-788-g6-preto-fosco-rosa-_JM,360,89,37,7,16,#1090072736,Rosa Pro neon,58,Pro Tork,Evolution G6,Evolution G6,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
1521, Capacete De Moto Pro Tork New Liberty Four R8 Fechado Azul ,103,NA,11,6,12x,8.62,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/MOTOALFA+ONLINE,https://produto.mercadolivre.com.br/MLB-1002675896-capacete-de-moto-pro-tork-new-liberty-four-r8-fechado-azul-_JM?searchVariation=22408326079,1492,420,190,66,74,#1002675896,Azul,"56,58,60",Pro Tork,R8,New Liberty,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1522, Capacete Moto Protork Th1 Vision Adventure ,169,NA,233,2729,12x,16.15,NA,Envio para todo o país,NA,NA,4.5,654,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-837941565-capacete-moto-protork-th1-vision-adventure-_JM?searchVariation=15955243378,479,99,44,17,15,#837941565,"Azul,Amarelo,Azul,Bordô,Laranja,Prateado,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,TH-1 Vision Adventure,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
1523, Capacete Moto Flores Ebf E0x Feminino Preto E Rosa ,177,NA,2,1,12x,14.82,NA,Frete grátis,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-1060687948-capacete-moto-flores-ebf-e0x-feminino-preto-e-rosa-_JM?searchVariation=25234246845,NA,NA,NA,NA,NA,#1060687948,Preto,56,EBF,E0X,Flowers,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1524, Capacete Moto Evolution 788 G5 Carbon Protork - Tam 56 58 60 ,119,NA,3,147,12x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,72,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1194039315-capacete-moto-evolution-788-g5-carbon-protork-tam-56-58-60-_JM?searchVariation=34035635280,47,16,6,1,2,#1194039315,Azul,"56,58,60",Pro Tork,NA,Evolution G5 Carbon Evo,Integral,NA,ABS,Adultos,Unissex,Não se aplica,1400 g,NA,NA,NA,NA
1525, Capacete Esportivo Moto Helt Polar Fechado Preto Fosco ,292,NA,25,1,12x,24.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,327,https://perfil.mercadolivre.com.br/JADE+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-822963843-capacete-esportivo-moto-helt-polar-fechado-preto-fosco-_JM?searchVariation=29954745728,282,35,10,0,0,#822963843,Preto-fosco - Preto Fosco,60,Helt,Street,Polar Preto Fosco,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1526, Capacete Moto Peels Mirage Techride Chumbo Fosco Aviador ,284,NA,7,6,12x,27.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,2,1,https://perfil.mercadolivre.com.br/KPCTMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1142709752-capacete-moto-peels-mirage-techride-chumbo-fosco-aviador-_JM,0,0,0,1,0,#1142709752,Preto Chumbo Fosco - Preto,"56,58,60,61",Peels,Mirage,Mirage,Aberto,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NBR 7471,Urbana
1527, Capacete Masculino Moto Mixs Fokker Carbon X Fosco ,154,NA,2,1200,12x,14.72,NA,Envio para todo o país,NA,NA,4.6,18,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=1034,https://produto.mercadolivre.com.br/MLB-1119604581-capacete-masculino-moto-mixs-fokker-carbon-x-fosco-_JM?searchVariation=28793145962,12,4,1,0,0,#1119604581,"Amarelo,Amarelo,Azul,Grafite,Laranja,Rosa,Verde,Vermelho","56,58,60,62",Mixs,Capacetes,Fokker,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528, Flip Up Viseira Capacete Bubble Old Moto Preto Harley ,59,NA,19,1,10x,6.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VELOCITY+MOTORS,https://produto.mercadolivre.com.br/MLB-900138078-flip-up-viseira-capacete-bubble-old-moto-preto-harley-_JM?searchVariation=33689638698,NA,NA,NA,NA,NA,#900138078,Preto,NA,Shield,Bubble,Bubble,Aberto,NA,PVC,NA,NA,NA,NA,NA,NA,NA,NA
1529, Capacete Moto New Atomic Pro Tork Highway Dreams Sub Viseira ,179,NA,2,2706,12x,17.11,NA,Envio para todo o país,NA,NA,4.7,224,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-837592395-capacete-moto-new-atomic-pro-tork-highway-dreams-sub-viseira-_JM?searchVariation=16098191946,174,41,7,2,0,#837592395,Rosa,"56,58,60",Pro Tork,Capacetes,New Atomic Highway Dreams,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1530, Capacete De Moto Pro Tork New Atomic Nos Speed 32 ,184,NA,271,2708,12x,15.33,NA,Envio para todo o país,NA,NA,4.6,37,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-781174623-capacete-de-moto-pro-tork-new-atomic-nos-speed-32-_JM?searchVariation=15951066508,31,2,1,1,2,#781174623,Preto,"56,58,60",Pro Tork,Capacetes,New Atomic NOS Speed,Aberto,Duplo,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
1531, Capacete Moto New Atomic Pro Tork Superbike Black/blue ,184,NA,5,2701,12x,15.33,NA,Envio para todo o país,NA,NA,4.7,34,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-783641004-capacete-moto-new-atomic-pro-tork-superbike-blackblue-_JM?searchVariation=22236420414,26,6,2,0,0,#783641004,"Branco/Azul (SB1),Azul/Branco (SB2),Azul/Branco (SB7),Azul/Preto (SB6),Branco/Azul (SB1),Branco/Azul (SB8),Branco/Laranja (SB1),Laranja/Branco (SB4),Preto/Azul (SB2),Preto/Laranja (SB4),Preto/Vermelho (SB3),Verde/Branco (SB5),Vermelho/Preto (SB3)","56,58,60",Pro Tork,Capacetes,New Atomic,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1532, Capacete Moto Pro Tork R8 Fechado + Viseira Fumê ,139,NA,23,1821,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-975475446-capacete-moto-pro-tork-r8-fechado-viseira-fum-_JM?searchVariation=20618151474,1492,420,190,66,74,#975475446,"Amarelo,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1533, Capacete Moto Robocop Escamoteável Protork New V-pro Jet 3 ,199,NA,3,1499,12x,19.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1799,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147322087-capacete-moto-robocop-escamoteavel-protork-new-v-pro-jet-3-_JM?searchVariation=30662134697,1297,349,97,25,31,#1147322087,"Amarelo,Azul,Azul-claro,Azul-escuro,Laranja,Prateado,Verde,Vermelho","58,60,62",Pro Tork,Capacetes,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534, Capacete Moto Fechado R8 Viseira Esportiva Azul E 1 Cristal ,149,NA,8,195,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1124105415-capacete-moto-fechado-r8-viseira-esportiva-azul-e-1-cristal-_JM?searchVariation=29175553950,1492,420,190,66,74,#1124105415,Azul-escuro,"56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,Superior,Micrométrico,Inmetro,Urbano
1535, Capacete Moto Peels F-21 Us Army Verde Militar Preto N Ebf ,249,NA,3,8,12x,20.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,38,https://perfil.mercadolivre.com.br/LPSVENDAS,https://produto.mercadolivre.com.br/MLB-1223791555-capacete-moto-peels-f-21-us-army-verde-militar-preto-n-ebf-_JM?searchVariation=36301202575,28,5,5,0,0,#1223791555,Verde Militar com Preto,"M - 57/58,L - 59/60,XL - 61/62",Peels,F-21,F-21 US Army,Aberto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536," Capacete Fechado Moto Fly F8 Masculino/feminino.garantia,segurança,corforto,barato,cores,tamanhos.aprovado Pelo Inmetro! ",77,NA,9,3,12x,7.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HEPA8039495,https://produto.mercadolivre.com.br/MLB-1241743040-capacete-fechado-moto-fly-f8-masculinofemininogarantiasegurancacorfortobaratocorestamanhosaprovado-pelo-inmetro-_JM?searchVariation=39873203370,NA,NA,NA,NA,NA,#1241743040,Cinza,"56,58,60",Fly,NA,combat F8,Integral,Simple,ABS,NA,NA,Tecido,NA,NA,NA,NA,NA
1537," Adesivo Refletivo P/ Capacete, Moto, Carro E Bicicleta ",16,NA,307,711,3x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,14,https://perfil.mercadolivre.com.br/ADESIVOS_FAMA,https://produto.mercadolivre.com.br/MLB-696700040-adesivo-refletivo-p-capacete-moto-carro-e-bicicleta-_JM?searchVariation=36681572820,11,3,0,0,0,#696700040,Branco,9x2,Fama Adesivos,Refletivo,Refletivo,Refletivo,NA,Adesivo,NA,NA,NA,NA,NA,NA,NA,NA
1538, Capacete Moto Pro Tork Viseira Fumê V Pro Jet 3 Grafite ,159,NA,4,1798,12x,13.25,NA,Envio para todo o país,NA,NA,4.6,1799,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1113097645-capacete-moto-pro-tork-viseira-fum-v-pro-jet-3-grafite-_JM?searchVariation=28343289602,1297,349,97,25,31,#1113097645,"Grafite,Amarelo,Azul,Azul-claro,Grafite,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,V-Pro,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539, Capacete Para Moto Fokker Casino ,154,NA,2,3599,12x,14.72,NA,Envio para todo o país,NA,NA,4.8,9,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=1034,https://produto.mercadolivre.com.br/MLB-1165374850-capacete-para-moto-fokker-casino-_JM?searchVariation=31918518664,8,0,1,0,0,#1165374850,Branco,"56,58,60,62",Mixs,Fokker,Casino,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540, Capacete Protork Moto Sm 788 Tamanho 58 Promoção ,60,NA,3,1727,12x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1188027933-capacete-protork-moto-sm-788-tamanho-58-promoco-_JM?searchVariation=33634418562,977,347,149,57,49,#1188027933,Branco,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,Policarbonato,Adultos,Unissex,Poliestireno,NA,NA,NA,NA,NA
1541, Capacete Moto Artic Ebf E08 Robocop Pfo Fos N Peels Pro Tork ,169,NA,4,7,12x,14.12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1228361749-capacete-moto-artic-ebf-e08-robocop-pfo-fos-n-peels-pro-tork-_JM?searchVariation=36804246150,NA,NA,NA,NA,NA,#1228361749,Preto-fosco,"L - 59/60,XL - 61/62",EBF,NA,E08 Robocop,Escamoteável,Simple,ABS,Adultos,Unissex,ABS,NA,NA,NA,NA,NA
