search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales
350, Cortabarba Multigroom Philips Mg3730/15 Cabello Barba Nariz ,8499,NA,3,15,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,33,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-699406675-afeitadora-braun-5030sn-flexmotiontec-wetdry-bloqueo-viaje-_JM,27,4,2,0,0,#699406675,Braun,Flexmotiontec,5030SN,5030s,45 minutos,Batería,Flexibles
351, Afeitadora Electrica Inalambrica Barba Patillas Winco 812 ,4799,NA,4,39,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-767606012-afeitadora-philips-s542024-_JM,NA,NA,NA,NA,NA,#767606012,NA,NA,NA,NA,45 minutos,NA,NA
352, Remington Pr1235+pg181 Afeitadora Rotativa + Kit De Corte ,1699,NA,4,5,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-784862634-cortabarba-multigroom-philips-mg373015-cabello-barba-nariz-_JM,NA,NA,NA,NA,NA,#784862634,Philips,Series 3000,Multigroom,MG3730/15,NA,220v,Planos
353, Afeitadora Shaver Gamma Piu Usb Inalambica Patillera Zero ,1549,NA,6,9,6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/CLUBDELCELUOFICIAL,https://articulo.mercadolibre.com.ar/MLA-731587098-afeitadora-electrica-inalambrica-barba-patillas-winco-812-_JM,14,5,3,0,2,#731587098,Winco,WINCO,W-812,NA,2 HS,220v,NA
354, Depiladora Y Rasuradora Corporal Piernas Axila Bikini 3 En 1 ,1499,2199,2,85,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-785320574-remington-pr1235pg181-afeitadora-rotativa-kit-de-corte-_JM,NA,NA,NA,NA,NA,#785320574,Remington,PowerSeries,Pr1235+Pg181,NA,NA,Batería,Giratorios
355, Cortabarba Titanio 13longuitude Profesional Remington Mb4130 ,5435,NA,10,5,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,44,https://perfil.mercadolibre.com.ar/DIE2215,https://articulo.mercadolibre.com.ar/MLA-742120717-afeitadora-shaver-gamma-piu-usb-inalambica-patillera-zero-_JM,38,6,0,0,0,#742120717,Gamma,zero Shaver,Shaver,NA,2 horas,Batería,Planos
356, Afeitadora Rotativa Power Series Aqua Remington Pr1342 ,1598,NA,5,95,12 cuotas,NA,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/KIEROUNO,https://articulo.mercadolibre.com.ar/MLA-792431776-depiladora-y-rasuradora-corporal-piernas-axila-bikini-3-en-1-_JM,NA,NA,NA,NA,NA,#792431776,Shaker,NA,Depiladora electrica / recargable,NA,NA,NA,NA
357, Philips Cortabarba Beardtrimmer Bt3206/14 ,1599,NA,4,6,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELECTROANDPOWER,https://articulo.mercadolibre.com.ar/MLA-794113440-cortabarba-titanio-13longuitude-profesional-remington-mb4130-_JM,NA,NA,NA,NA,NA,#794113440,Remington,beard boss,MB4130,NA,NA,Batería,Ergónomicos
358, Maquina Afeitar Corta Barba Patillas Electrica Recargab Yoko ,1599,NA,4,16,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELECTROANDPOWER,https://articulo.mercadolibre.com.ar/MLA-739702390-afeitadora-rotativa-power-series-aqua-remington-pr1342-_JM,NA,NA,NA,NA,NA,#739702390,Remington,Lithium Power Series,PR1342,NA,NA,Batería,Ergónomicos
359, Philips Hc3505/15 Hairclipper Corta Pelo 13 Longitudes Inox ,1699,1999,23,6,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,42,https://perfil.mercadolibre.com.ar/PEDIDOSFARMA?brandId=1359,https://articulo.mercadolibre.com.ar/MLA-747388941-philips-cortabarba-beardtrimmer-bt320614-_JM,27,13,1,0,0,#747388941,Philips,Series 3000,BT3206/14,BT3206/14,45,NA,Planos
360, Cortabarba Remington Mb4130 Titanio Beard Boss Profesional ,449,NA,8,22,12 cuotas,NA,NA,Llega mañana,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CONEXIONCE+SA,https://articulo.mercadolibre.com.ar/MLA-790895695-maquina-afeitar-corta-barba-patillas-electrica-recargab-yoko-_JM,NA,NA,NA,NA,NA,#790895695,Yoko,NA,NA,NA,NA,NA,NA
361, Afeitadora Remington R3150 3 Cuchillas Dual Track Lavables ,1749,NA,4,995,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FSCOMPUTERS,https://articulo.mercadolibre.com.ar/MLA-760929777-cortabarba-remington-mb4130-titanio-beard-boss-profesional-_JM,NA,NA,NA,NA,NA,#760929777,Remington,Recortabarba,MB4130,NA,Hasta 50 minutos de uso sin cable,Batería,NA
362, Afeitadora Eléctrica Recargable Braun Series 3 310s ,1350,NA,9,16,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/AFP,https://articulo.mercadolibre.com.ar/MLA-608379383-afeitadora-remington-r3150-3-cuchillas-dual-track-lavables-_JM,0,1,0,0,0,#608379383,Remington,Dualtrack-X,R-3150,NA,NA,Corriente directa,Pivotantes
363, Cortabarba Beardtrimmer Philips Bt1209/15 Tio Musa ,4299,NA,18,33,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,22,https://perfil.mercadolibre.com.ar/NEW-VENTURES?brandId=642,https://articulo.mercadolibre.com.ar/MLA-695549901-afeitadora-electrica-recargable-braun-series-3-310s-_JM,22,1,3,0,0,#695549901,Braun,Series 3,310S,NA,NA,NA,NA
364, Afeitadora Braun Serie 1 130s Trimmer Lavable Smartfoil ,1199,NA,13,12,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,62,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-722954336-cortabarba-beardtrimmer-philips-bt120915-tio-musa-_JM,39,19,3,0,1,#722954336,Philips,Beartrimmer,BT1209/15,BT1209/15,30,220V,Planos
365, Afeitadora Philips Oneblade Qp2521 + Repuesto Qp220 ,1579,NA,60,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,20,https://perfil.mercadolibre.com.ar/DOMADORDEPRECIOS,https://articulo.mercadolibre.com.ar/MLA-624059858-afeitadora-braun-serie-1-130s-trimmer-lavable-smartfoil-_JM,12,3,3,0,2,#624059858,Braun,Series 1,Serie 1 130s,NA,NA,Recargable,NA
366, Nueva Shaver Andis Profoil Plus ,3479,NA,9,888,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,878,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-720059774-afeitadora-philips-oneblade-qp2521-repuesto-qp220-_JM,657,157,43,8,13,#720059774,Philips,OneBlade,QP2521,QP2521,45 min,Recargable,Removibles
367, Cortabarba Recargable Philips Bt7201 Sistema De Aspiracion ,7200,NA,2,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/E-SHOP+PELUQ,https://articulo.mercadolibre.com.ar/MLA-774423962-nueva-shaver-andis-profoil-plus-_JM,NA,NA,NA,NA,NA,#774423962,Andis,SHAVER,PROFOIL PLUS,NA,+ DE 80 MINUTOS,Batería,Flexibles
368, Cortabarba Recargable Philips Bt7201 Sistema De Aspiracion ,2399,NA,21,10,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-690449464-cortabarba-recargable-philips-bt7201-sistema-de-aspiracion-_JM,2,0,0,0,0,#690449464,Philips,Series 7000,BT7201/15,BT7201/15,60,Batería,Removibles
369, Braun Recortadora De Barba Bt3020 1 A 10mm 20 Posiciones. ,1754,1949,5,5,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,7,https://perfil.mercadolibre.com.ar/PEDIDOSFARMA?brandId=1359,https://articulo.mercadolibre.com.ar/MLA-773138183-braun-recortadora-de-barba-bt3020-1-a-10mm-20-posiciones-_JM,4,2,0,0,0,#773138183,Braun,BT3020,BT3020,NA,45 minutos,NA,NA
370, Afeitadora Philips S1310/02 Inalambrico Cuchillas Close Cut ,2599,NA,42,7,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,59,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-665934486-afeitadora-philips-s131002-inalambrico-cuchillas-close-cut-_JM,35,16,5,2,0,#665934486,Philips,Shaver Series 1000,S1310/02,S1310/02,35,220V,Giratorios
371, Recortadora Precisión Barba Inalámbrica Trimmer Braun Pt5010 ,979,NA,4,6,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-794441347-recortadora-precision-barba-inalambrica-trimmer-braun-pt5010-_JM,NA,NA,NA,NA,NA,#794441347,Braun,Recortadoras y perfiladoras,PT5010,NA,NA,NA,NA
372, Cortabarba Philips Bt1209/15 ,1299,NA,11,52,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.5,62,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-725359961-cortabarba-philips-bt120915-_JM,39,19,3,0,1,#725359961,Philips,Series 1000,BT1209/15,BT1209/15,30 minutos,NA,NA
373, Afeitadora Gillette Fusion Proglide Style Recortadora Braun. ,790,NA,153,2,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,8,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-612279767-afeitadora-gillette-fusion-proglide-style-recortadora-braun-_JM,5,2,1,0,0,#612279767,Braun,Fusion ProGlide,Styler,NA,NA,Pila,NA
374, Philips Afeitadora Uso Con Cable Cortapatillas Hq6949 ,4290,NA,5,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,36,https://perfil.mercadolibre.com.ar/AZULFASHIONBYMASAROMAS,https://articulo.mercadolibre.com.ar/MLA-617170749-philips-afeitadora-uso-con-cable-cortapatillas-hq6949-_JM,22,11,3,0,0,#617170749,Philips,Philips,HQ6949/16,HQ6949/16,NA,NA,NA
375, Afeitadora Shaver Gamma Piu Usb Inalambica Patillera Zero ,5435,NA,10,5,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,44,https://perfil.mercadolibre.com.ar/DIE2215,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=G4nfaE2f%2BiIUwgEFmAA43iJiGuTZw5nABZGp02opzaX1fDoGZlvUuEguP0UHmMme7HdmwFc8vEK3n0K%2Fkc9DbMhi924cIlyR0tgAx1qfYnLTCd7Ft1RgPAdW%2BcOi%2FDDXqwbEG8sIHxr0oF6poGy%2Bnnd1QM8m%2FpFU6kU%2F%2BjwS9Ehs6i8Mz6JWR9TUEIywwZWSs9eqYT1TwQavRHpRFCcBYTO36ifvPDmsU6QRVeTOc%2FOl3RyLcQNWyrjusKekUl8lMJ%2FhiAA%2FmeA2aConyE85PTYZwP5qXlRDHp1Ptq3U9vhQyKiG%2F0dyCHqGaga5BL4IH2Ob7hrhNuEesH5H8D9LqU%2FdIFVeSgbnMJE15co2mV9NAkYZW80ieEX06ijjEysRs6Uqz3NLLb%2B8KX4%2FY5KsNSKX9I0LSLXAoesSug8DO1TasFA1vDzvpjsdwYw7ARdPf8UP2YHHWaqGUaRfSDyWpLtKaGPxqIahxA9U7mDSSQmYy08VFRxMJZr%2B8xrve8NpwhltPoIrF7wuXBCi2BfQNf8Z%2FlNXzBiIXSfhXo0FdeM1%2BAVU09a3nv6tcD0aseafqnHv1LWhNHXK21Eh2DgSTNwlES383ytugP2JX9H5hUAgOilyqJwf%2BcIG6RjcOplycJ26kOtzJ6gKhPDfP5y0tnSo2FqhGDyYHWhOVponAKr%2BpQE9KNjNUGueNqYrkgoRbq%2Ff5B013oU2DpkA3gczwrO%2BRb1d82f3tJ9qOBb%2BB0Ki4QpUeGLGUi2QY7rxz6h5sx4GNuqX2RxeiY0jtTiOsrXsWE9R7gsXEXzjVHTrGkT0dHwdGgm6X2Xsitu1g5GONwtdI5MkUxsj3nqVUErJvba1wJzVK2ELKELiqVvxRheINMjzR%2FClfXiD5Tq0NjyUKQDiQseWIeFQFvZM2muggSr6EJOWJvykeYz7zdb9QxIp%2FR450uw7Qj4dKFSBq637jvFOGWlUlSaIopridJPxz7%2FCze8iuNqTXRJxBLTjg%2FKXa7g63qoKf384wjyHF94nZLu%2FT7YNEia0%2FJfQUtAEUlxgZKzc42UlDjfCjHazsAcQbctYNJeQsobXZTVKf6exHxNVf58brpOItHquC2Q9vyHS0pZlwrXJA4TwrXSl%2BDGiOF%2BLWsdQ%2F9h6lQO4zG6bS2BVKLgJfm3wi%2FrhtSc4abCyeipueIv4OpEa61m4eD82ibDfmHJOGwZl6dQw8L9PzUG7BBcTLpqjyiyIavA3l3as152Rd6gflieHxNU7zp%2BTk69d2Df9Blm2WKr4NWhZS%2FsiBeb7WG%2F1ncEmmKleVaeWop8ImmOJ8dVGNpct%2FLO5%2Bu3%2Fmd00PdWr71G2svbyx0Iaxc2UWLzYIoNgOJMFsJ43EE%2Fks01jEtevQ7mJMnzJjxBilQij6x6v8%2F6cArHGWWfh7%2BoFcKo85T52mBi8hMkGXhWoX80sXBOgitR7TEsXB%2B%2B%2FsdzhPotQ5of6FqHl%2Bg4LRTLFXFnUl2tYPh%2BoUPSQ%2FQW%2BynJi5q0cvrh9aju601R%2B1Wwug8qoQmZEaCgqL92154gJyouUitLdGW%2BlDUENA1FWolrwlkjdsd71gJ8IPKNgzsNv1YBJRqSBEmWTrAkM2pjlSP68XoQhGxPjtCYrOdViQDjgskjeRebwu3m8NgulKmlxoX7VxEuzePHk791D7ZKf7AS3ZrhaBVyQQXS9iDpzMWhjz1IJ9GJG3ZnqC3zHha7dA3Tsgs9lbV%2B0W%2B69WdrVjbW%2BoVkRGUbaA4WIDXz96aAg6B0eldLxQnHAIBvSDtXwW6eHLkX1VqUhFz4S3bDxBoLzHInXci%2Frwm9eurnAJpo%3D,38,6,0,0,0,#742120717,Gamma,zero Shaver,Shaver,NA,2 horas,Batería,Planos
376, Afeitadora Corporal Philips Bodygroom Bg3005/15 ,2999,NA,11,1,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,99,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-764757117-afeitadora-corporal-philips-bodygroom-bg300515-_JM,61,28,7,1,2,#764757117,Philips,Series 3000,BG3005/15,BG3005/15,40 minutos,NA,NA
377, Philips Oneblade Pro Qp6510/20 Recorta Afeita + 3 Repuestos ,4199,NA,3,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,249,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-786274890-philips-oneblade-pro-qp651020-recorta-afeita-3-repuestos-_JM,159,66,18,3,3,#786274890,Philips,OneBlade,QP6510/20,NA,NA,220v,Planos
378, Maquina Afeitar Electrica Recargable Con Y Sin Epuma At-882 ,1750,NA,6,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DANIEL+GALI%C3%91ANES,https://articulo.mercadolibre.com.ar/MLA-756540821-maquina-afeitar-electrica-recargable-con-y-sin-epuma-at-882-_JM,NA,NA,NA,NA,NA,#756540821,ZPSTRONG,Recargable,HUMEDO Y SECO,NA,4 HORAS,NA,NA
379, Cortabarba Cabello Cuerpo Multigroom Philips Mg7730 El Mejor ,3299,NA,16,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/-MARQUEZDIGITAL6-?brandId=251,https://articulo.mercadolibre.com.ar/MLA-713990234-cortabarba-cabello-cuerpo-multigroom-philips-mg7730-el-mejor-_JM,NA,NA,NA,NA,NA,#713990234,Philips,Series 7000,MG7730/15,MG7730/15,60 min,220V,NA
380, Cortabarba Multigroom Philips Mg5730/15 Lavable Recargable ,2499,NA,28,9,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/EL+SUE%C3%91O+PERFECTO,https://articulo.mercadolibre.com.ar/MLA-645143178-cortabarba-multigroom-philips-mg573015-lavable-recargable-_JM,1,1,0,0,0,#645143178,Philips,Multigroom series 5000,MG5730/15,MG5730/15,NA,Recargable,NA
381, Afeitadora Philips Aquatouch S5070/02 Eléctrica ,4499,NA,4,12,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,208,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Tpcsnh0mOQj4bHOlgk5cGYnyIrlaYg6WNyMYgxCxFKkpQNlLx01w16cb9cgSSF4CR87CYrSJJTmnnHzp8tNn1OL84%2FBCGhKsNB1yHZoK4hHL0O43N7d9wqVd7WZFcmb74YRKDDLC5SvyZQKr6kpemKmCSVhXIjdu%2FbH%2B60rDSstgRj6R%2BdswFJlWNsNWlQioGnDpu3R362UrBJGLYPT5awETSshE%2BdxTmE%2BBQp3CqFNuCVpgj2RAOck8CaXwJbcFzFhlSEkoKE9hJFA50wdDzdxQ5iWjNN%2F3mUu6zO2vydTlgQSAVrNLpJKOpR4VEQCFD%2F4occctJ46LykRVMaVd18eL%2FHlod6D%2FuiKt%2BxmT6WnQsB7t3YgiIPHuzrPlQkRO%2BaSxlwve6uHJmxrhaZNpee89kDKeZFn%2BM1sfQRVbbl182EFvzv4bjqaeQylfw2C%2ByuS0CmloVYYVckiMmkraoCG%2BnCdrSXyRX6B6PodJDkcpShLznoBqOasSC2KvzDwimxrez9JIaK7wRYl2OKKZ%2B2leo7t0wOQX1SecbV0dPsAL0gi9MarewyWbU6gMFOtMyraixTV2SGlF%2FaJXyISpCYHnReVFxILCIpa%2BOyo9tf3jtA17sOJKnPauMerzlJwl1QeGJn4Cg0GzuL96Kr2p5JeEjlFFin5rW2k8f2yxZc1FwLlljDQFmZPN0KJPshW6Y3yho9awzAERgxHD%2B4o67s%2BIXPwvCk4ldWh0HwRFrOZWUerfIsuhA50%2FaTMFkEXcyHF4phoWIcGBV29d7tqbXhBMLyMtfSAjTYAFIdpIxsPTz%2BIV8lLiNjWKp7vjWhNVRDWsTIJQXNKJdlwGEk2hPsUwsCH63%2Fck%2Fx2xxUX20tvz53HTOJ2j4U5uJNeTZTPfgkYM3EIm%2F%2BeToao29u7ZxDxIGMZN3ANFRhkqQN0Bksa4PyPF8LpQJ7HbhjCez8ZygXSFQ9cxkee4hRMQWjyv5ADXeuM3OCD4%2BZQepa10HePiPrtWO%2BOicD%2BcnBfelqe1bvS%2BjUyE%2B0SB0ib4%2FXwigLzi0T0enR9rgoT3KHvSFUTCZ1EDtfKZ35bNLXVMaiiA9ZzPtUADSoT%2F0kHCyyFgCRC05kyZ51MLGPPxJqGD4j1MUIica0VZYQTvbRnb18at4JmNZGvdL2ZvsMKibcX368mQlnL4yS6bV14A7w6y7VG19lEScj6zt1XsljztC0z9kbAuBalZ6bFiA1xFsMhBFORhq%2Bivd3UoNUDuzUW1RaYy%2BkDyil33b2yaokWx3YTfVshmwZ%2Boa7mAJPQwsGm3%2FRump7U82tGJro%2FSzoYQVK%2BtrGNAasLWtGM5IJ9Yuo6RLfmFJ14c1bN5g9p%2Bp9PBeDdafqqMoPNqNbyK%2BYEqJAAf0TzTuaWeYVvILyzeqItgdYBKK7A1dFHaCQmUcsmYGjl8O%2F20E6IIPOyM1sH0dDvQ4yz%2FajzxjRGhPLz6Rw40cyGttMBB7YsIEVC6on%2FO%2B3KqbcxvCORS51kEw26WkVxV8mbZGHfr2nOjDJ0d8XFGdm6Slvkr2O5D1mpeNgnEZA8woIyDfnFc3FQxsOhuKkFut7qiwkTD3QRchf9344QwIJbMFhgiEVgInW%2BpIqMbjarIWcsZ25vFYlNmXFMTv6IRyn%2FVUX3HGAGea7OLw4QJ5qk3O7F8h4M93pCcW2DwXlfcxE7PPPf3F1R%2BiylZ03xp9%2Fb8F1rzd1Z6W2VONOMa53CwEWcLf7tjZQnHsvkEoQeJEHiC%2BLZ2%2Bz3zeTEGRbFIkIhmQoEaN1roPtc1GHJArXGZTrPkmfTAAQU%2BOQ%3D%3D,137,55,13,0,3,#788849521,Philips,AquaTouch,S5070/02,NA,NA,100-240 V,Flexibles
382, Maquina Afeitadora Profesional Babyliss Foilfx02 Barberia ,6590,7690,3,27,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/TIENDADEPELUQUERIA,https://articulo.mercadolibre.com.ar/MLA-755098736-maquina-afeitadora-profesional-babyliss-foilfx02-barberia-_JM,1,0,0,0,0,#755098736,BaBylissPRO,Barberology,FOILFX02,NA,3 horas,Batería,Planos
383, Afeitadora Eléctrica Recargable Philips Shaver S7310/12 ,5899,NA,2,NA,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,129,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-758200101-afeitadora-electrica-recargable-philips-shaver-s731012-_JM,84,30,11,2,2,#758200101,Philips,Series 7000,S7310/12,NA,45,Eléctrica,NA
384, Afeitadora Rotativa Inalámbrica Remington Xr1390 ,1999,NA,4,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,18,https://perfil.mercadolibre.com.ar/FERRETERIAON-LINE,https://articulo.mercadolibre.com.ar/MLA-787747313-afeitadora-rotativa-inalambrica-remington-xr1390-_JM,11,4,1,1,1,#787747313,Remington,HyperFlex,XR1390,XR1390,60 minutos de uso inalámbrico,Batería,Giratorios
385, Maquina Afeitar Afeitadora Corta Pelo Nariz 3en1 Unisex ,1025,NA,4,196,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PREMIUMIMPORT2000,https://articulo.mercadolibre.com.ar/MLA-790933823-maquina-afeitar-afeitadora-corta-pelo-nariz-3en1-unisex-_JM,NA,NA,NA,NA,NA,#790933823,Yoko,3 en 1,YK-6558,NA,NA,Recargable,Removibles
386, Afeitadora Recargable Winco W812 Lavable ,979,NA,4,14,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/CLIMAX+TIENDAONLINE,https://articulo.mercadolibre.com.ar/MLA-767849420-afeitadora-recargable-winco-w812-lavable-_JM,14,5,3,0,2,#767849420,Winco,Recargable Inalámbrica Lavable,W-812,W812,4 hs,220w,Rotativo
