search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Peso,Materiais do interior
36, Capacete Moto Protork New Liberty Four Varias Cores Escolha ,129,NA,1224,45,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,62,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-976930467-capacete-moto-feminino-pro-tork-788-preto-fosco-rosa-_JM?searchVariation=20790341181,46,12,2,1,1,#976930467,"Rosa,Amarelo,Azul,Cinza,Laranja,Rosa,Rosa-escuro,Vermelho","58,60",Pro Tork,Evolution G4,Pro Neon,Integral,NA,NA,NA,Unissex,NA,NA
37, Capacete Pro Tork New Liberty Three 3 Moto Motoqueiro Motobo ,129,NA,625,63,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,139,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133425750-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-tork-_JM?searchVariation=37482918094,106,18,10,3,2,#1133425750,Cinza-claro,"58,60",Mixs,Capacetes,MX2,Fechado,NA,NA,NA,NA,NA,NA
38, Capacete Moto Sm Automatico Marino Pro Tork Motoboy ,129,NA,974,169,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,29,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1113502603-capacete-moto-p-mulher-fechado-rosa-r8-viseira-espelhada-_JM,20,8,1,0,0,#1113502603,Viseira Cromada,"56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,NA,EPS
39, Capacete Aberto New Liberty 3 Moto Motociclista Promoção ,166,NA,445,61,12x,15.96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1657,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1092152051-capacete-moto-jet-3-articulado-escamoteavel-robocop-varios-_JM?searchVariation=26926657801,1191,323,92,23,28,#1092152051,Cinza-claro,"58,60",Pro Tork,V-Pro Jet 3,V PRO,Escamoteável,Simple,ABS,Adultos,Unissex,NA,NA
40, Capacete Moto Mixs Fokker Storm Fundo Preto Fosco Vermelho ,214,NA,61,2672,12x,17.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,3,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1186635357-capacete-moto-fechado-masculino-th1-new-adventure-pro-tork-_JM?searchVariation=33525666097,2,0,1,0,0,#1186635357,"Preto,Amarelo,Azul,Bordô,Laranja,Preto,Rosa,Vermelho","56,58,60",Pro Tork,NA,TH1 New Adventure,Integral,NA,NA,NA,NA,NA,NA
41, Capacete Moto Pro Tork Fechado R8 Com Viseira Esportiva Azul ,120,NA,160,1783,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2041,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172410588-capacete-de-moto-r8-pro-tork-_JM?searchVariation=32456497243,1347,392,177,61,64,#1172410588,"Azul,Amarelo,Azul,Azul bebê,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42, Capacete Moto Aberto New Liberty 3 Pro Tork ,60,NA,298,1039,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,791,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1008562468-capacete-sport-moto-automatico-protork-preto-fosco-promoco-_JM?searchVariation=22736325021,476,186,89,21,19,#1008562468,"Preto-fosco,Amarelo,Azul,Branco,Plata,Preto,Preto-fosco,Preto/Cinza,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,sm 788,Sport Moto,Integral,NA,ABS,NA,NA,NA,NA
43, Capacete Moto P/ Mulher Fechado Rosa Com Viseira Espelhada ,59,NA,1034,2512,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1548,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836050871-capacete-moto-aberto-new-liberty-3-pro-tork-_JM?searchVariation=15942556351,1142,274,100,14,18,#836050871,"Vermelho,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Aberto,NA,ABS,NA,NA,NA,NA
44, Capacete Moto Aberto Pro Tork New Liberty 3 Three ,137,NA,737,1905,12x,13.09,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,490,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-989828687-capacete-de-moto-evolution-fechado-preto-pro-tork-g6-pro-_JM?searchVariation=21406647473,346,84,36,7,17,#989828687,Vermelho,"56,58,60",Pro Tork,G6,G6 Pro,Integral,NA,ABS,NA,NA,NA,NA
45, Capacetes Moto Mixs Foker Storm Fundo Preto Viseira Fume ,129,NA,232,38,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/HELMET+WORLD,https://produto.mercadolivre.com.br/MLB-1161388141-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-lancamento-_JM?searchVariation=31626891337,6,1,0,0,0,#1161388141,"Grafito,Amarelo,Azul,Azul/Vermelho,Grafito,Laranja,Rosa,Verde,Vermelho","58,60",Pro Tork,Capacetes,Storm,Integral,NA,NA,NA,Unissex,NA,NA
46, Capacete Moto Pro Tork Evolution G4 Las Vegas + Viseira Extr ,129,NA,479,252,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,7,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1113477110-capacete-moto-pro-tork-fechado-r8-com-viseira-esportiva-azul-_JM?searchVariation=32992135395,7,0,0,0,0,#1113477110,Azul-escuro,"56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,NA,EPS
47, Capacete Moto Aberto Pro Tork New Liberty 3 Three ,120,NA,320,63,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,139,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133428848-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-vermelho-_JM?searchVariation=36656706757,106,18,10,3,2,#1133428848,Cinza-claro,"58,60",Mixs,Capacetes,MX2,Fechado,NA,NA,NA,NA,NA,NA
48, Capacete Sm Moto Pro Tork Sport Moto 788 Marino Automático ,120,NA,1790,1625,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2041,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1061064605-capacete-moto-pro-tork-r8-fechado-viseira-iridium-azul-_JM?searchVariation=25254295317,1347,392,177,61,64,#1061064605,"Azul,Amarelo,Azul,Azul-claro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,ABS,NA,NA,NA,NA
49, Capacete Moto Feminino Axxis Eagle Lady Catrina Vermelho ,129,NA,648,184,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2041,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1119741753-capacete-moto-p-mulher-fechado-rosa-com-viseira-espelhada-_JM,1347,392,177,61,64,#1119741753,Viseira Cromada,"56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,NA,EPS
50, Capacete Moto Mixs Fokker Storm Fosco Ou Brilhante 2019 ,159,NA,136,27,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.3,6,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1194191270-capacetes-moto-mixs-foker-storm-fundo-preto-viseira-fume-_JM?searchVariation=34048540503,1,1,3,1,0,#1194191270,"Grafite,Amarelo,Azul,Grafite,Laranja,Rosa,Verde,Vermelho","58,60",Pro Tork,NA,788,Integral,NA,NA,NA,NA,NA,NA
51, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Prata ,119,NA,197,200,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2041,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1187002364-capacete-moto-tork-r8-viseira-azul-rede-elastica-touca-_JM?searchVariation=33550143589,1347,392,177,61,64,#1187002364,"Azul,Amarelo,Azul,Azul-claro,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,NA,NA,NA,NA,1200 g,NA
52, Capacete Pro Tork Fechado Automatico Sport Moto 788 ,59,NA,3478,1838,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1548,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-808714522-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=19635871969,1142,274,100,14,18,#808714522,"Preto,Amarelo,Azul,Branco,Prateado,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Integral,NA,ABS,NA,NA,NA,NA
53, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,66,NA,142,51,12x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,3,https://perfil.mercadolivre.com.br/VEGASMIX,https://produto.mercadolivre.com.br/MLB-1181903476-capacete-protork-coquinho-moto-custom-couro-boulevard-harley-_JM?searchVariation=33198145839,1,2,0,0,0,#1181903476,Preto,UNICO,Pro Tork,NA,Coquinho,Aberto,NA,NA,NA,NA,NA,NA
54, Capacete Moto Aberto Inmetro Pro Tork New Liberty Three Cor ,81,NA,618,1,12x,7.84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1548,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-1156144148-capacete-moto-aberto-inmetro-pro-tork-new-liberty-three-cor-_JM?searchVariation=31240267161,1142,274,100,14,18,#1156144148,Preto,58,Pro Tork,New Liberty,Three,Aberto,Simple,NA,Adultos,Unissex,1290 g,NA
55, Capacete Moto Masculino Feminino Pro Tork 788 G6 Fosco ,119,NA,396,134,12x,11.44,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,12,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-942694177-capacete-moto-masculino-feminino-pro-tork-788-g6-fosco-_JM?searchVariation=22690508179,11,1,0,0,0,#942694177,"Preto/Vermelho,Amarelo racing,Azul eagle,Azul/Preto,Cinza-fosco,EAGLE AMARELO,Gris Rosa,Laranja Factory,Laranja racing,Preto/Vermelho,Rosa Pro Neon,Rosa preto fosco,vermelho pro neon","58,60",Pro Tork,Evolution G6,788,Integral,NA,ABS,NA,NA,NA,NA
56, Capacete Moto Protork R8 Fechado Viseira Espelhada Loi ,120,NA,137,1,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,4,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1162752461-capacete-moto-protork-r8-fechado-viseira-espelhada-loi-_JM?searchVariation=31714359825,2,1,1,0,0,#1162752461,Vermelho,"58,60",Pro Tork,R8,R8,Integral,NA,"espumas de memória para melhor absorção de impacto e conforto, tecidos nylon em pluma anti alérgicos e com alta resistência abrasiva",Adultos,Unissex,1.27 kg,injetado em polímero abs de alto impacto virgem
57, Capacete Moto Protork Attack Escamoteável Robocop Articulado ,352,NA,288,1572,12x,33.73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,342,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-690842598-capacete-moto-protork-attack-escamoteavel-robocop-articulado-_JM?searchVariation=30579676710,224,70,29,14,5,#690842598,"Cinza,Amarelo,Azul,Branco Listra Colorida,Cinza,Laranja,Preto Listra Colorida,Rosa,Verde,Vermelho","56,58,60,62",Pro Tork,Unissex Escamoteavel,Attack,Integral,NA,ABS,NA,NA,NA,NA
58, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,189,NA,207,1649,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,76,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1097592501-capacete-moto-pro-tork-evolution-g6-series-viseira-iridium-_JM?searchVariation=27221302695,55,14,6,0,1,#1097592501,"Azul,Amarelo,Azul,Grafite,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Unissex,EVOLUTION G6,Integral,NA,NA,NA,NA,NA,NA
59, Capacete Moto Pro Tork Evolution G6 Series + Viseira Iridium ,129,NA,198,172,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/JN.MOTOS,https://produto.mercadolivre.com.br/MLB-1122944031-capacete-moto-new-liberty-four-pro-tork-r8-fechado-_JM?searchVariation=29027404207,1033,334,141,30,22,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA
60, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,114,NA,173,175,12x,9.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=g5gnBKaC7bFBRAATHxXEiYbRRgHvO7ZjKKyfxrQbacU%2FznjfPk%2FHaRGgBdfcEjR1BIv%2B2TucJ2Q6xm%2BYXBSaZ%2BdSHSM%2FQ9KiR3vJD9giMRBb6dwQjXNHcGARXDH6td4xQymFbcYEYud1fj5J3rHluUt5gaFc4STmrh6WedGwJZg4ywZoKvbxZddznqBkSZ1dUX%2B3OO%2FbFjZabTK364fh8oNFw89SyLggO7jB6khgLN0DJ9pBRQVYYiMewyoctITgKtBwQJ4X3FJ8gkWk0lL1PL7BVMBBrpZh5vV0QYjdOyhxEHz86yuAJDap19cevEFkmtttN%2FUDznKJ48xcLbjD%2BbxZIaXXSCo4qI6UpjuMx76CbR%2FxhI%2BPqT0qouZwl13YtIPVj1IEzOmC%2FltlNSh4%2FUZGmmUoEkR%2BeSxmxgyIPBGJh1ql9LP4z3pOAzRH%2BEwN5VMVFbQqEvTxUdeRcEJdsNiNVx3X4iQ2%2BGzYcApBrIfDe89Mk1dlbTUx4Ac07I68qL1VEEymLUnZVfNzKkx1ldRv37N95y7DKHV2%2B9IhzzLUwEFF0oRJde3IbNMi0IoBYUj2S0FYIWMauke1Nd9KawyE%2F8kVM3654O5B28HBnRzZqaeArfWUb5fKjstmHwJbIZf%2B%2BnK8Cjebo%2B5Wqpj0Dk9gOrtkTeyPig0oUd5gkkuV50NmCfytIaNSvVnGxLSIvf6Rf7RXdP875PvxTCd5hsO%2FLrD5OY%2F%2B5m3F3FZ1V4b5xiId5eQF2kczksGNyzK5XSJbUZlKnSLZLRD9nL8fwWpArA%2Bf4f7NrPNR5El4%2BlHOfN782Y5phHaqxQEEanQvhhaRdl1GBrNNXLYojtBnkb7vHtvNlsTqgnz9BR1DwUoV9svt7d6RS0eaTa7pt%2FtYM%2B7CkqBcMRM3zrZaJUuCbRWLvOxkXVoO1Pwl7Z0Jepil9mEIbwklsFlYS15cnem4ymvTxwej3Ps4N6ZZokrhLLS1MeEyvvAptHINTOFHLt3F4etBhqw0ov88P7qpPiMk5J200xSx%2BtmkLUeF5inDP3ij9nn8rBQ3W9tDLbNIyGhAh1gPJTl2o9IsDAQ32gnJGyzWs9ufHJBHF3t%2Fn1mSKbHIk%2FAjkweOyf1LLyD5sJA862Eyn4XarD86ugCNOek9qQAPrK15Qd9sJRgyLFjM%2BQDBrop2ZtUfX5EVnGI2fNMhILvHqp12jK72O%2FVlkI5cYcuWfdQPyPCTW46meypLPzSXtL779E%2BqR6d3U8Sxrel6TeLbTlCtl%2BTbGzsGWfpNggF7YplMjQuLLkquD9xJYgN5hwevwTvDXfqdRcyWmkmZ9cgPF5izCBF44kbUz0kOd4XJCESeNLg%2Bgw%2FLP9W6DJpgspF90d%2BlrxTXyHy6jfCJV0z%2F2%2F6Act7b8hRI0g%2BMrS5CcjDCLNz2JEEONzRoh8wPUjHtwFTlUX%2FX54E8ZGlNMEiaDB2hxlTRDltc3SoaNQSn%2FSigKJBnepZ3XiKE6yVoPCvhR5LsFzZyZsfLFg3DxiUrPa3NiPUqzn8BEtN3YPFKtZcVmwc0ZsVA%2Fgn04EUIBzfjBP7yhOrwWqM4Zp1D6DVySMd5xIeZaOSk%2FXxtytyJ8CoSjVL%2F9aLE5tXd7SczzMy7L2Cqpuy%2FFuGLoRWKAAkogx1SalDa%2F0%2FcUNu0dp9Jogg3xwXsqll72iSGQGbYnJapKlWyEBTlwGnxOw%3D%3D,1033,334,141,30,22,#1122939289,"Verde,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,Simple,ABS,Adultos,Unissex,NA,Berço Antialérgico
61, Capacete Ls2 Ff358 Velvet Capacete Moto 4 Estrelas Sharp ,499,NA,123,4,12x,41.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,9,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-695499537-capacete-ls2-ff358-velvet-capacete-moto-4-estrelas-sharp-_JM?searchVariation=39285895951,6,2,0,0,1,#695499537,Vermelho,"58,60,61",LS2,FF358,FF358,Integral,Simple,ABS,Adultos,Unissex,1400 g,NA
62, Capacete Moto Axxis Skull Caveira Fosco + Viseira Extra ,478,NA,33,7,12x,39.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1176265589-capacete-moto-axxis-skull-caveira-fosco-viseira-extra-_JM?searchVariation=32772356756,1,0,0,0,0,#1176265589,Preto,"56,58,62",Axxis,NA,Skull,Integral,Simple,ABS,Adultos,Unissex,NA,NA
63, Capacete Moto Axxis By Mt Skull Caveira Azul Lançamento ,399,NA,103,64,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,19,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1188744116-capacete-moto-axxis-by-mt-skull-caveira-azul-lancamento-_JM?searchVariation=33693186307,18,1,0,0,0,#1188744116,Azul,"54,56,58,60,62",MT,Eagle,Axxis,Integral,Simple,ABS,Adultos,Unissex,NA,NA
64, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,181,NA,159,23,12x,15.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,57,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-854437166-capacete-moto-ebf-feminino-cross-fechado-varias-cores-e-tamx-_JM?searchVariation=25530772474,46,6,4,0,1,#854437166,"Branco - Rosa,Preto - Rosa","56,60",EBF,Motard,Motard Fada,Integral,Simple,ABS,Adultos,Feminino,NA,NA
65, Capacete Moto Ebf Feminino Cross Fechado Varias Cores E Tamx ,159,NA,62,48,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,139,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1133297836-capacete-moto-mixs-fokker-storm-fosco-ou-brilhante-2019-_JM?searchVariation=31513588498,106,18,10,3,2,#1133297836,"Clique na cor desejada,Azul com Vermelho Brilhante,Azul com Vermelho Fosco,Clique na cor desejada,Preto com Amarelo Brilhante,Preto com Amarelo Fosco,Preto com Azul Brilhante,Preto com Azul Fosco,Preto com Grafite Brilhante,Preto com Grafite Fosco,Preto com Laranja Brilhante,Preto com Laranja Fosco,Preto com Rosa Brilhante,Preto com Rosa Fosco,Preto com Verde Brilhante,Preto com Verde Fosco,Preto com Vermelho Brilhante,Preto com Vermelho Fosco","56,58,60,62,TAMANHOS DISPONÍVEIS",Mixs,Fokker,Mixs Fokker Storm,Cross,Simple,Casco construído em resina termoplástica ABS de alto impacto;,Adultos,Unissex,1.6 kg,Isopor interno com aletas para absorção e dissipação de choque;
66, Capacete Moto Mixs Fokker Storm Fosco Ou Brilhante 2019 ,129,NA,198,172,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1560,https://perfil.mercadolivre.com.br/JN.MOTOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=xPY%2FiKB%2Be0QNBOuZxiWoU3QUnJXJNll7cU4jqG%2FeF71SgdHPFJr%2Fn6uo64G%2BeYEf9dNCiUbcaWakhDtqB%2BjC%2BwAIJWJg6An0GWX4%2B3oGC3r7N138M4aoeaBkxfmPPhmRgxn4kqgukznCpBZ7WsaUq7JjrEpkx7Gq%2BbY5FZCXa1IZFdEohSyi2cN%2FXYQAl%2BBpGsO2XWqAiuTdkKdoXTd4G0qGAm4cpm5TT%2F%2F8jci3HVWJOO6rITfc9KqSLYq9bhjHOawB85rvQIugevUfl6yFC6yz5Cg4aeaONBiVjWb%2FkjmZrfmQ0raiJlZdW%2BsvcbHEFPaD4lpYmRsqZ63XFnvEqydMCpnz9xYC9Wxev4E%2FmoEldX4XHzrD04XRQQ1lt9seCaogFmK6HGvdRoqpPg%2FfKfs8gLXLmmOJauUNP61eNd9LhZ0uRi2N8GPDx9WjGuSI8xBvReaLOkQam2FoFAZ%2FZyk0XrQqyfYpk7YE1uruzSm3imLNyw5ZwAZNFO5Hh5h2emzjmJpViHCkafJZLL8Oa%2FD9XF5aZjAA4SqRvqn0P8lX05JozWmu8ThIHv1J9ZwXLKuaeD%2BL61jdxlv6RJ3vaBedho%2F8%2F9OnZ3dfgvEUNYrkMdH5uUBW1MENXndLG3%2FyxfhT5n9%2FrRie8vcQtXPMtdBuBbYBI0eSlgmlGY35RGzYe47aRBG%2FAF3ETbrlnJHvVwF3Qo2%2BXtLTolPYbNLeWrj%2BG7RLdsmkzpSnSCnmv20BYj3nFXMJOsT8xj%2FE494QDXHOmuefFMor69r2F4gTF2sOSCQ2tPb07x2bqVuu2xPeoL3mbcRM%2FI8%2BZBm5cty%2FKvbIie6XhpQEybypW0cYsTaq5oSnvbV8%2FF7BwnRZLTKTok0xJxgpI7LhaeulKxHSYjb0m%2FqnNMlJHqyTGlKoE7eNAT4wf5%2FGgdBEmJNc5MYQi6AS2hNzcpaPUM9SKF%2B8k353QWCUDxmlyJaaUJ3QIfX1ifh12Yn9wj%2FeFaLsZV1fIQfusgPZmCrWW5UYSp%2FXZQlXhHZR7pv240VD9FJyvgowTgPBw5jJIZfDr2tE99iMGAZvZI7SvcMxJS%2B%2FNkg75jMPv7yVfO1EXhiNhMQF7qPBnNnKWD56fCW60DBUMKcuZqAgBuvTUd8FLMlZb%2F1rNGIUaS3%2Fdgs9Mw5TLW7hYN8ZeCNhneltXpJgOQWJEd30xxtgFIjXYharok9vKlbfS4LIhG9w1SXgYAFTuPcWYshneQ2yXSvbkE3N3XC0pY8gV52AezKScHfe37fCBmMPP9k6BMZB8L3Wh5Eb4VdbeUUMWJ%2FMANF5aeVBMaP8BSk3vFj7qNQ%2FhVMZZC19pjHQJci4T9EJ%2BpEQ%2FBgcR8aTOJ92LNUW%2B6ooUmxsRhvAfxltdfJI4Xkz2bYolqPN2eYiIZYtE2R8edTwpA%2BNKWZTaH1EBeWMum5CSnFCR724CKV8VPJ3j151Lb3y5wJAL%2F58y%2FNQzGvcCR%2BLUEmFkHc1GWsQ3mJoruC%2B87q7YXjO%2B1g0qtt7JlRozPB6Nquff4vJQnNNEDTW1V%2BrFrCYwh4GJblexztAewMEyv2GCYrUoKxCDlH9sHVQe%2BY0VUdEWWLEVjgaMNA%2FUdZfjdN4bEkkfSyglpO3RxMhkUlN6Iy9iv6hRPTidz%2B9VuIgiHh0FT2Z%2B2%2Bzv2REqxs0tVZ36DjBxdsd8p7vPdd4u%2BbIGdA9XBs%3D,1033,334,141,30,22,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA
67, Capacete Moto Aberto C/oculos Solar Ebf Varias Cores/tamanho ,152,NA,119,5,12x,12.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,31,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-799854999-capacete-moto-aberto-coculos-solar-ebf-varias-corestamanho-_JM,16,12,2,1,0,#799854999,Preto fosco e prata,56,EBF,Freedom,Freedom Square,Integral,Simple,ABS,Adultos,Unissex,NA,NA
68, Capacete Ls2 Ff353 Tech Capacete Moto Lançamento ,599,NA,52,3,12x,49.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,11,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-683860079-capacete-ls2-ff353-tech-capacete-moto-lancamento-_JM?searchVariation=30441815342,11,0,0,0,0,#683860079,Preto - Colorido Tech,"62,64",LS2,FF353,FF353,Integral,Simple,ABS,Adultos,Unissex,1300 g,NA
69, Capacete Moto Escamoteável Articulado Pro Tork V-pro Jet 2 ,198,NA,38,1106,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,548,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-852374351-capacete-moto-escamoteavel-articulado-pro-tork-v-pro-jet-2-_JM,376,109,41,6,16,#852374351,NA,NA,Pro Tork,Unissex Escamoteavel,V-pro jet 2,Integral,NA,ABS,NA,NA,NA,NA
70, Capacete Feminino Sport Moto For Girls Pro Tork ,59,NA,592,2607,12x,5.64,NA,Envio para todo o país,NA,NA,4.4,1543,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836760750-capacete-feminino-sport-moto-for-girls-pro-tork-_JM?searchVariation=15993962443,958,332,148,56,49,#836760750,Branco,"56,58,60",Pro Tork,Capacetes,Sport Moto For Girls,Integral,NA,ABS,NA,NA,NA,NA
