search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Lugares de colocación,Formato del parlante,Configuración de canales,Conectores de entrada,Respuesta máxima en frecuencia,Respuesta mínima en frecuencia,Peso,Tipos de parlante,Voltaje,Cantidad de parlantes,Sensibilidad de entrada
121, Mini Componente Bluetooth Aux Usb Mp3 Karaoke Mics Cuotas ,7349,11099,"
			
			
				
				30
				vendidos
			
		",(933 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,19,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-757939185-mini-componente-bluetooth-aux-usb-mp3-karaoke-mics-cuotas-_JM,16,2,1,0,0,#757939185,Gadnic,Live Studio,XBS4,3500 W,"Parlante Portatil, Parlante Bluetooth, Parlante Con luces, Parlante Wireless","Eventos, Cumpleaños, Casas, Departamentos",Trolley,NA,NA,NA,NA,NA,Karaoke,NA,NA,NA
122, Parlante Portatil Bluetooth Noga Ngs-310 Usb Sd Fm Led ,379,569,"
			
				Nuevo
			
			
				
					 - 
				
				1443
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,3.9,35,https://perfil.mercadolibre.com.ar/DEPOT+CENTRO,https://articulo.mercadolibre.com.ar/MLA-650380765-parlante-portatil-bluetooth-noga-ngs-310-usb-sd-fm-led-_JM,15,9,7,1,3,#650380765,Noganet,NGS-310,NGS-310,3 W,Portátil,"mesa, muebla",Caja,1.0,NA,NA,NA,NA,caja,220V,NA,NA
123, Parlante Bluetooth Portatil 24w Decoracion Madera Auxiliar ,6799,NA,"
			
				Nuevo
			
			
		",(8 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDAS_KAUFEN,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=LZhKtQm81ERg05U6blCxTzIflu0IMBoS3Jd9TxpVoSTP5Ye9r6dXTjaAsEpHq0Sab0e1rfBgpeRtLXf2Xejr3I%2FR6a1%2F14wWFC54vFGcyTx4Oh89BzNqNVzC5mR6CvUxZGOL9tbMxYYH2MUGV6aY0jeOEgoGrbrBQFM2MqNzomApC1nW9pyCYe4YaZ2isvbxp1bf5Ja3KPSK8ZT3UekvRiYWoI9c%2BSGTBhtEOF%2BCnxoqkyBbL3G0ezmS8mmVBFmTf6xnNUCjic1x47KtuEh85XjF%2FOtOpei2i4I5j66qDANtX0gwfMiXGAii96Y5BZYCorhudGg9AzTULgeJ7GEyauOnaSzg4A4JPu%2F3cqcHbmniGL51BUmdUwjNM5GFpXzAnNbSYk6qLG4KHyTpQHrsdf1gY41uet4FC7%2BEtEbTmp3CCGms7q1zpcsApHx703%2F1fXdT0ygM6G12Dn5k%2FLouzWpqmJ9jMxlG6dSdf6H5XJnZogeKU0KIqaTErOFhGDTRUNomgmZ1qg4cAxQ0AgcFAxmZQcy%2BJtYKWP1Dgql6ql4%2BlWFfAeo%2BKrzTtNlj4jQ3N%2Bfq%2Fo0rNKjbRCMbfSfISUjytCs2uIMA57%2Bzh1df3dXMeMx%2BeWDxn0VgnC4N8hkB74PmZ6inKl%2BQQ10Hop7NJz4Hf2fNJX7%2B9xBgfBLtoKPH1Bifw3hSsoZC%2BjXT58W4pEbbptesVxkHYw4R9m3h5rw5TtlUiWjnPQ%2B33TaLNLsycugP27h7ZzA4EezObL%2FHuhDFXA1jB6kYeI%2F3Ku6DVQkw%2Bbfb8yIRxllDMIAuzHX7twni8jLgONB91w1hhhx778q03SaKmufG%2F46GivC9rV4g4S7FX5EkZTuCR94gEMns2IiLc0xQ%2F8LrBF2hFZSp2fGcHkYRui5eAVgWBCtdCQRqD8JXXLwXJN%2BQvtnttqAgJ4bIynsDeGJmFD2hiWhjssCWrAF31wviMh7hXzbYc8rHh1EbFXrflLC4ae1AuRjl0FQPKiEqc7gGvOYrOeTqj%2B%2FowfiBT8MWR4rx0a0eHepRQogvVknQkzN865GezeiG3AQxRHWuNshTg1G1cI5ZhHCSmkYgr1yp8TtIgNkhCBhuNGM0TI3MA6LYyhSQZmH7owLv%2Fj1dH5eqlrtSyuT8xx3XKYnhAhBq59ng55ZFH0uBvXejPZT2xxRLfro4ZdyWrfXEFEBwawK%2FN8XPIO9vx6hd7AucWxMpSnPZ03HsPe8Ntj6RQ0wi1foqEB3V8CHKDnACykcZVqnlkoXuZ0nejcY4i4Lfs7PioEbxxwI0qenUR890k5tKrpskehDv3St71iHXnS0SZ5pJhdSD3FxIQzmsPBcTrh9emFxWBssdd%2FQzAt87sRh9YKfVhxo0Co4WCkCHkwH8ajqcN3VID88p6HccXpedLq2WcegElHRcxyG5VpOwVLnK%2F5wNIL8UhAwwGuFLp8EJqFND5TIbnGYhbECqdQm2feSreJHGXN0%2F8e%2BDjqoIChsClPMmr672%2BMvDgqP0FkWOkGGRnxtUE5uO0oJLAFV0zrkY%2Fhdkia0bcsyMsHZxxV%2B5S%2BsmL5uMmpsnO%2F7gO0V29tryio5cous4UsoIP7hFKgXPMnUhDYM2AvFdbs1WHTnKU4ZgHclVNa52S6fTKUIkOKJcUolk%2FHZ1ZTNo6OYp490Uvqfe7XiHKObYJv2f,NA,NA,NA,NA,NA,#721331183,W-KING,W-KING,V8 VOGUE SERIES,24 W,Filtros de ruido,"Livings, Interiores, Deco",NA,Doble,Auxiliar,NA,NA,NA,Woofer,1.5,NA,NA
124, Parlante Bluetooth Estéreo Aux Audio Usb Sonido Potente Sd ,1329,1399,"
			
				Nuevo
			
			
				
					 - 
				
				74
				vendidos
			
		",(48 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,2.0,1,https://perfil.mercadolibre.com.ar/BIADAR+SA.,https://articulo.mercadolibre.com.ar/MLA-763284505-parlante-bluetooth-estereo-aux-audio-usb-sonido-potente-sd-_JM,NA,NA,NA,NA,NA,#763284505,Universal,NA,EXTREME,40 W,NA,FRENTE,Columna,5.1,NA,NA,NA,NA,Woofer,NA,NA,NA
125, Parlante Portatil Mp3 Bateria Bluetooth Microfono Karaoke ,3890,NA,"
			
			
				
				59
				vendidos
			
		",(946 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,3,https://perfil.mercadolibre.com.ar/TIENDAS+STADIO?brandId=1212,https://articulo.mercadolibre.com.ar/MLA-723890856-parlante-portatil-mp3-bateria-bluetooth-microfono-karaoke-_JM,1,1,0,1,0,#723890856,PROCO,NA,Reck Freedom 8,50 W,NA,"sobremesa, piso, tripode",Caja,NA,Plug,NA,NA,NA,Bafle,NA,NA,92 dB
126, Parlante Portatil Karaoke Mondial Mc005 30w Bluetooth Usb Fm ,1698,2299,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(24 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,7,https://perfil.mercadolibre.com.ar/COLUCCI+EQUIPAMIENTO,https://articulo.mercadolibre.com.ar/MLA-706668804-parlante-portatil-karaoke-mondial-mc005-30w-bluetooth-usb-fm-_JM,4,2,1,0,0,#706668804,Mondial,Multi Connect,MCO-05,30 W,Portátil,NA,Caja,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
127, Parlante Jbl Charge 4 Bluetooth 4.2 30w Sumergible Nuevo ,9549,NA,"
			
				Nuevo
			
			
				
					 - 
				
				79
				vendidos
			
		",(899 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,629,https://perfil.mercadolibre.com.ar/LMS-TIENDAVIRTUAL,https://articulo.mercadolibre.com.ar/MLA-666947028-parlante-jbl-charge-4-bluetooth-42-30w-sumergible-nuevo-_JM,548,74,5,1,1,#666947028,JBL,NA,Charge 3,20 W,Pasivo,NA,NA,NA,NA,20 kHz,20 Hz,965 g,NA,NA,2,80 dB
128, Parlante Karaoke Mp3 Sd Usb Bluetooth Luces ,1414,NA,"
			
				Nuevo
			
			
				
					 - 
				
				61
				vendidos
			
		",(998 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-748102013-parlante-karaoke-mp3-sd-usb-bluetooth-luces-_JM,NA,NA,NA,NA,NA,#748102013,TECHNOLOGY LINE,NA,Bronx,200 W,Woofer,NA,Caja,NA,NA,NA,NA,NA,NA,NA,NA,NA
129, Parlante Ducha Bluetooth Portatil Inalambrico Para El Agua ,209,NA,"
			
				Nuevo
			
			
				
					 - 
				
				457
				vendidos
			
		",(818 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.6,7,https://perfil.mercadolibre.com.ar/DEMAGIA_SA,https://articulo.mercadolibre.com.ar/MLA-646880030-parlante-ducha-bluetooth-portatil-inalambrico-para-el-agua-_JM,2,1,3,1,0,#646880030,TSHA,NA,Resistente al Agua,5 W,Bluetooth,Sopapa,Circular,NA,NA,NA,NA,NA,NA,NA,NA,NA
130, Parlante Jbl Go Bluetooth Portátil Sumergible Original Azul ,2199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(9 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,3,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-703687901-parlante-jbl-go-bluetooth-portatil-sumergible-original-azul-_JM,3,0,0,0,0,#703687901,JBL,NA,GO,3 W,Portatil,Universal,Portatil,NA,USB,20 kHz,180 Hz,130 g,NA,NA,1,80 dB
131, Columna De Sonido Bluetooth Usb Aux Panasonic Ua70 1700w ,22349,33599,"
			
				Nuevo
			
			
				
					 - 
				
				180
				vendidos
			
		",(4 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,27,https://perfil.mercadolibre.com.ar/DEPOT+CENTRO,https://articulo.mercadolibre.com.ar/MLA-689369144-columna-de-sonido-bluetooth-usb-aux-panasonic-ua70-1700w-_JM,24,2,1,0,0,#689369144,Panasonic,NA,UA70,1700 W,TORRE,De piso,Columna,2.1,USB,NA,NA,14 kg,Subwoofer,NA,NA,NA
132, Parlante Bluetooth Portátil Smart Usb Led Fm Súper Potencia ,1289,1790,"
			
				Nuevo
			
			
				
					 - 
				
				139
				vendidos
			
		",(987 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,14,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-720518467-parlante-bluetooth-portatil-smart-usb-led-fm-super-potencia-_JM,5,6,2,0,1,#720518467,Otras Marcas,MS,MS-107BT,NA,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono.",NA,NA,1.5 kg,Woofer,220,NA,NA
133, Parlante Jbl Go 2 Bluetooth Portátil Original 100% Garantía ,2089,2199,"
			
				Nuevo
			
			
				
					 - 
				
				1857
				vendidos
			
		",(6 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/IGFSTORE,https://articulo.mercadolibre.com.ar/MLA-614235560-parlante-jbl-go-2-bluetooth-portatil-original-100-garantia-_JM,573,106,9,0,1,#614235560,JBL,NA,GO 2,3 W,Portátil,NA,Caja,NA,Auxiliar,20 kHz,180 Hz,186 g,NA,NA,1,80 dB
134, Parlante Portatil Recargable Bulldog Frances Bluetooth Sd ,646,NA,"
			
				Nuevo
			
			
				
					 - 
				
				151
				vendidos
			
		",(964 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/MONA-FELISA+OPORTUNIDADESVIP,https://articulo.mercadolibre.com.ar/MLA-726555625-parlante-portatil-recargable-bulldog-frances-bluetooth-sd-_JM,3,1,0,0,0,#726555625,Genérico,NA,Bulldog Frances,10 W,Portátil,De mesa,Bulldog,5.1,Auxiliar,NA,NA,NA,NA,NA,NA,NA
135, Parlante Karaoke Musica Bluetooth Sd Fm Aux Usb + Control ,14849,21699,"
			
			
				
				29
				vendidos
			
		",(9968 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-757944038-parlante-karaoke-musica-bluetooth-sd-fm-aux-usb-control-_JM,NA,NA,NA,NA,NA,#757944038,Gadnic,NA,XBS7,5000 W,"Parlante Bluetooth, Parlante para Fiestas, Parlante Portatil, Parlante con Luces","Eventos, Cumpleaños, Casas, Departamentos",Trolley,NA,NA,NA,NA,NA,Karaoke,3.7V,NA,NA
136, Parlante Bluetooth Estereo Auxiliar Sd Usb Speaker + Envio ,1604,1689,"
			
				Nuevo
			
			
				
					 - 
				
				54
				vendidos
			
		",(43 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/BIADAR+SA.,https://articulo.mercadolibre.com.ar/MLA-763643860-parlante-bluetooth-estereo-auxiliar-sd-usb-speaker-envio-_JM,NA,NA,NA,NA,NA,#763643860,Universal,NA,EXTREME,40 W,NA,FRENTE,Columna,5.1,NA,NA,NA,NA,Woofer,NA,NA,NA
137, Parlante Portátil Potente Bluetooth Fm Usb + Control Remoto ,2289,NA,"
			
				Nuevo
			
			
				
					 - 
				
				48
				vendidos
			
		",(491 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-764724787-parlante-portatil-potente-bluetooth-fm-usb-control-remoto-_JM,NA,NA,NA,NA,NA,#764724787,Otras Marcas,SP,SP-KJA16E,500 W,Activo,NA,Caja Portátil,NA,"USB, microSD, AUX, Micrófono.",NA,NA,NA,Woofer,220,NA,NA
138, Parlante Portatil Bluetooth 512 + 2 Mic Recargable Karaoke ,1999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				242
				vendidos
			
		",(6 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,24,https://perfil.mercadolibre.com.ar/ELECTROCENTER1,https://articulo.mercadolibre.com.ar/MLA-638376609-parlante-portatil-bluetooth-512-2-mic-recargable-karaoke-_JM,18,3,0,1,2,#638376609,Uline,UL,0512,10 W,NA,De piso,Columna,1,Entrada para Micrófono,NA,NA,NA,NA,NA,NA,NA
139, Parlante Altavoz Portátil Inalámbrico Bluetooth Led Qs-21 ,1045,NA,"
			
				Nuevo
			
			
				
					 - 
				
				266
				vendidos
			
		",(746 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,5,https://perfil.mercadolibre.com.ar/MONA-FELISA+OPORTUNIDADESVIP,https://articulo.mercadolibre.com.ar/MLA-628155741-parlante-altavoz-portatil-inalambrico-bluetooth-led-qs-21-_JM,3,2,0,0,0,#628155741,Genérico,NA,QS-21,10 W,Portátil,De mesa,Columna,5.1,USB,NA,NA,NA,NA,NA,2,NA
140," Parlante Portatil Jbl Charge 4 Bluetooth , Ultimo Modelo. ",10600,NA,"
			
				Nuevo
			
			
				
					 - 
				
				30
				vendidos
			
		",(19 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,573,https://perfil.mercadolibre.com.ar/POWER+STORE,https://articulo.mercadolibre.com.ar/MLA-731985021-parlante-portatil-jbl-charge-4-bluetooth-ultimo-modelo-_JM,483,71,17,1,1,#731985021,JBL,NA,Charge 4,30 W,Bluetooth,N/A,Caja,2,NA,20 kHz,65 Hz,965 g,Portatil,NA,2,80 dB
141, Parlante Portatil Jbl Bluetooth Flip 4 iPhone Micro Usb Gtia ,5599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				25
				vendidos
			
		",(24 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1839,https://perfil.mercadolibre.com.ar/SOLUZIONI+ONLINE,https://articulo.mercadolibre.com.ar/MLA-784313056-parlante-portatil-jbl-bluetooth-flip-4-iphone-micro-usb-gtia-_JM,1570,229,30,6,4,#784313056,JBL,Flip Series,Flip 4,20 W,Activo,portatil,portatil,NA,USB,NA,NA,515 g,Woofer,NA,NA,NA
142, Parlante Karaoke Portátil Bt Winco W234 Luces Fiesta + Mic ,8990,11690,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(980 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-756781065-parlante-karaoke-portatil-bt-winco-w234-luces-fiesta-mic-_JM,NA,NA,NA,NA,NA,#756781065,Winco,W,W-234,NA,Activo,NA,Torre Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono x2.",NA,NA,NA,Woofer,220,NA,NA
143, Parlante Portatil Bluetooth Inalambrico Celular Noga 085 ,355,533,"
			
				Nuevo
			
			
				
					 - 
				
				79
				vendidos
			
		",(20 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DEPOT+CENTRO,https://articulo.mercadolibre.com.ar/MLA-730074924-parlante-portatil-bluetooth-inalambrico-celular-noga-085-_JM,NA,NA,NA,NA,NA,#730074924,Noganet,NGS-085,NGS-085,3 W,Portátil,Portatil,Caja,1.0,Auxiliar,NA,NA,NA,Caja,220,NA,NA
144, Parlante Bluetooth Jbl Flip 4 Original iPhone Android ,5989,NA,"
			
				Nuevo
			
			
				
					 - 
				
				184
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1839,https://perfil.mercadolibre.com.ar/TECNO-DHARMA,https://articulo.mercadolibre.com.ar/MLA-656909404-parlante-bluetooth-jbl-flip-4-original-iphone-android-_JM,1570,229,30,6,4,#656909404,JBL,Flip Series,Flip 4,16 W,Subwoofer,piso mesa escrito,linea,NA,NA,NA,NA,515 g,NA,NA,NA,NA
145, Parlante Jbl Go 2 Bluetooth Portátil Original Gtía Cuotas ! ,2599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				81
				vendidos
			
		",(59 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-720318507-parlante-jbl-go-2-bluetooth-portatil-original-gtia-cuotas--_JM,573,106,9,0,1,#720318507,JBL,NA,GO 2,3 W,Pasivo,NA,NA,NA,Auxiliar,20 kHz,180 Hz,NA,NA,NA,1,80 dB
146, Parlante Bluetooth Portatil Original Reproductor Mp3 Gtía. ,1499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				84
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,6,https://perfil.mercadolibre.com.ar/BELMOTEC,https://articulo.mercadolibre.com.ar/MLA-731816381-parlante-bluetooth-portatil-original-reproductor-mp3-gtia-_JM,6,0,0,0,0,#731816381,ODM,NA,IPX5,15 W,Portátil,NA,Caja,NA,Auxiliar,NA,NA,600 g,NA,DC3.7V,NA,NA
147, Parlante Bluetooth Karaoke Fm Mp3 Usb Luces + Microfono ,1590,NA,"
			
				Nuevo
			
			
				
					 - 
				
				47
				vendidos
			
		",(966 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,2.5,2,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-772954814-parlante-bluetooth-karaoke-fm-mp3-usb-luces-microfono-_JM,NA,NA,NA,NA,NA,#772954814,Otras Marcas,NA,MS-107BT,NA,Activo,NA,Caja Portátil,NA,"Bluetooth,  USB, microSD, AUX, Micrófono.",NA,NA,1.5 kg,Woofer,NA,NA,NA
148," Parlante Clip Bluetooth + Sd , Resistente Al Agua 5w ",299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				60
				vendidos
			
		",(939 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/TEKNO+MADNESS,https://articulo.mercadolibre.com.ar/MLA-773298357-parlante-clip-bluetooth-sd-resistente-al-agua-5w-_JM,NA,NA,NA,NA,NA,#773298357,Acson,NA,As1045,5 W,NA,cualquier lado,Redondo,NA,NA,NA,NA,NA,Mono,NA,NA,NA
149, Parlante Sumergible Portatil Jbl ® Original Flip 4 Bluetooth ,6499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				113
				vendidos
			
		",(96 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1839,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-703690288-parlante-sumergible-portatil-jbl-original-flip-4-bluetooth-_JM,1570,229,30,6,4,#703690288,JBL,Flip Series,Flip 4,16 W,Pasivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150, Parlante Portatil Bluetooth Mini Bellota 2w Manos Libres Usb ,375,396,"
			
				Nuevo
			
			
				
					 - 
				
				117
				vendidos
			
		",(86 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,3,https://perfil.mercadolibre.com.ar/N2M-ELECTRONICA,https://articulo.mercadolibre.com.ar/MLA-751415074-parlante-portatil-bluetooth-mini-bellota-2w-manos-libres-usb-_JM,3,0,0,0,0,#751415074,N2m Electrónica,Parlante,Portatil,2 W,Mini tweeter,Portátil,Bellota,2.4,NA,NA,NA,NA,Mini tweeter,12V,NA,NA
151, Parlante Karaoke Bluetooth Usb Microsd Aux Luces + Microfono ,2850,3500,"
			
				Nuevo
			
			
				
					 - 
				
				159
				vendidos
			
		",(114 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,5,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-609304272-parlante-karaoke-bluetooth-usb-microsd-aux-luces-microfono-_JM,5,0,0,0,0,#609304272,Kolke,NA,Kpmm 221,60 W,Woofer,"Exterior, Interior",Columna,2.1,"USB, Bluetooth, microSD, Aux 3.5 mm",NA,NA,NA,NA,NA,NA,NA
152, Jbl Eon 615 Bafle Activo 1000w Bluetooth Oferta Mercadoenvio ,32499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,34,https://perfil.mercadolibre.com.ar/RMS-ENLINEA,https://articulo.mercadolibre.com.ar/MLA-779868901-jbl-eon-615-bafle-activo-1000w-bluetooth-oferta-mercadoenvio-_JM,30,4,0,0,0,#779868901,JBL,EON600 Series,EON615,500 W,Activo,NA,Caja,NA,NA,20 kHz,20 Hz,17.69 kg,NA,NA,NA,NA
153, Jbl Go 2 Bluetooth Speakers Portatil _8 ,2129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				62
				vendidos
			
		",(11 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/AUDIO.ARTE,https://articulo.mercadolibre.com.ar/MLA-735744405-jbl-go-2-bluetooth-speakers-portatil-8-_JM,573,106,9,0,1,#735744405,JBL,NA,GO 2,3 W,Pasivo,NA,NA,NA,NA,20 kHz,180 Hz,NA,NA,NA,1,80 dB
154, Parlante Portatil Bluetooth Noga Bt600 Karaoke Led 800 Watts ,2511,2790,"
			
				Nuevo
			
			
				
					 - 
				
				47
				vendidos
			
		",(9953 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.0,4,https://perfil.mercadolibre.com.ar/XHARDSRLXHARD,https://articulo.mercadolibre.com.ar/MLA-760700978-parlante-portatil-bluetooth-noga-bt600-karaoke-led-800-watts-_JM,1,1,0,1,1,#760700978,Noganet,Joy,BT 600,800 W,Activo,NA,NA,NA,Plug,NA,NA,NA,NA,220,NA,NA
155, Parlante Xiaomi Portatil Bluetooth Inalambrico Mi Speaker ,3419,3599,"
			
				Nuevo
			
			
				
					 - 
				
				30
				vendidos
			
		",(735 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-776414293-parlante-xiaomi-portatil-bluetooth-inalambrico-mi-speaker-_JM,NA,NA,NA,NA,NA,#776414293,Xiaomi,Mi,Mi Speaker,6 W,NA,NA,Bluetooth,NA,Auxiliar,NA,NA,270 g,Portatil,NA,NA,NA
156, Parlante Bluetooth Recargable Para La Ducha Resistente Agua ,280,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2377
				vendidos
			
		",(9 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,89,https://perfil.mercadolibre.com.ar/LOOKINGLOOKING,https://articulo.mercadolibre.com.ar/MLA-678005627-parlante-bluetooth-recargable-para-la-ducha-resistente-agua-_JM,54,16,12,1,6,#678005627,Looking,NA,Bluetooth,5 W,Portátil,Baño,Redondo,NA,NA,NA,NA,NA,Portatil,NA,NA,NA
157, Parlante Jbl Go 2 Bluetooth Portatil Nuevo Modelo Original ,1935,NA,"
			
				Nuevo
			
			
				
					 - 
				
				44
				vendidos
			
		",(900 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/LMS-TIENDAVIRTUAL,https://articulo.mercadolibre.com.ar/MLA-747399546-parlante-jbl-go-2-bluetooth-portatil-nuevo-modelo-original-_JM,573,106,9,0,1,#747399546,JBL,NA,GO 2,3 W,Pasivo,NA,NA,NA,NA,20 kHz,180 Hz,184 g,NA,NA,1,80 dB
