search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Línea,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Cantidad de cabezales,Peso
1713, Corta Pelo Afeitadora Gama Gc625 Inalambrico ,1999,NA,0,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DEBUT+OFICIAL,https://articulo.mercadolibre.com.ar/MLA-791761237-corta-pelo-afeitadora-gama-gc625-inalambrico-_JM,NA,NA,NA,NA,NA,#791761237,Gama,GC625,Afeitadora,NA,Inalámbrica,Ergónomicos,NA,NA,NA
1714, Unisex Anillo De Retardo A Prueba De Agua Anillo Vibrante An ,280,NA,0,988,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/BANGBANGAR,https://articulo.mercadolibre.com.ar/MLA-794433592-unisex-anillo-de-retardo-a-prueba-de-agua-anillo-vibrante-an-_JM,NA,NA,NA,NA,NA,#794433592,NA,NA,NA,NA,NA,NA,NA,NA,19 g
1715," Fuente Philips Afeitadora 1,6v---80mah ",450,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/VARG+TECHNOLOGIC,https://articulo.mercadolibre.com.ar/MLA-754816109-fuente-philips-afeitadora-16v-80mah-_JM,NA,NA,NA,NA,NA,#754816109,Philips,4203.035-52440,fuente,NA,NA,NA,NA,NA,NA
1716, Phillips One Blade Qp2510/10 Afeitadora Recortador De Barba ,1299,NA,1,500,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,236,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=hJpY2ILLYuxmF%2BFlFXB0JLgQEPEktzo%2BfeU%2B03ZMcXPsA4fglMW9%2Fuzx5IvwwsPURBp7itqdcx5lCyon5jo%2BZPVy%2FPsKzpA86Ib2xQjSLhRdmvPWrCq9floZSSekgD0lBogm%2BtYUu%2BswW2hdvDNZzZ2yiXx2yCpg5%2Fjr1HP0IPdNTQIjp4TmXyazbVq8P4o2pJYEcuP85DE7QHaP8dtU79ri4R3xbInmzhmyoHxlEa16aR61AQnBO3w2ce2r9DK58GwxDa6c9kQA%2BwqNK2stZXcSfail7LS1z2QvPFxMtGz9Ofl8h3LwNLpgc%2B0cjVfHoCci%2FL6sRCYdNQGLQzeYy6J5oMAYxsuATxAZ00REl5xdw5tp2we4I%2BJm5CynC6ITk3wUBO0R%2F2uB2uRAMsHYC06t5Wr1sNxRM25UftgkFs9bGEGqL3ENntoeF7bwkB1lBTUtvDf2HjKV%2FPyFzbbreao%2Fqp7a8eGFvpzkHw4qcgPT7FXo%2Ba43lOka7EoecmKCwsVWzi%2FCMwJRcNQQ2OHbIDzm%2BNdq%2B88rulxYBxrFjaLcP9B06vf%2F0afN9LpgWBBEfEMsZQUPj8i0bmnoAbvjulq%2B2iiDnu9V304uYgMATML5NSALEBMmqguTolhXVc%2Fh5W0c5UnGgMOt0W6bB0eVwvFF%2BCuqHs96vClXhB2U6BSx9f88wtmcg6eS6RIblwaH3VGPJ0lo3GB0DBZAnLGjCpTYDe4sVeyF%2BFff6097dsWBtZXWFOTCfnC3OEXQ9vFZ8mnrIdpKhdy2gDPrxfVKzjYNQD2h%2F9kbRbVWCchFpnTmCu6detbKYs0gvEz%2FWEo9pzGkipEXWGNAomKQWKh655167E7FVrNuSY76zruUMtx9bculjCBJOaBbKn0TAShTwrilEHkyoElxX0KfKr241vaFi43K%2B7QoklJM1DQSolbooJtZj9UKe7Q3QX99VD8%2FVqqATHdzQXkY%2BHq4ZqxV%2BvPBs7iHWk61MsPvF48HyBE6vbvQNqVNHUK%2Bsgomlj2S1vqnjhKCZpVtQvJVe9PpPm%2BT7Oe6tJ7RgUPQ67KogtAHCU1Gr9Qh15%2BEHNow7Yn%2B7AlQFOvd3LDJSNwAac3DkW1RqhFRHBe2nrNeTdvP%2B7NHRs4CUKuRPNkRHeNRdc6st8bxXNvTLtAf6qAado1NKnUCdB%2BaG6IPzZ6M%2FgqRj%2F9o2tels9lpZUTJxZLUHTH6EWjmpm%2FCNY5yNv8zrI4TBLU0p5VYxDK%2BbYZLFEeS%2BGvtJVDqiBEZDnVLsDckxy44Oop%2F7Wr%2FW8l5mSHA22tAwxALJPpD%2BmhKjprXRqZgmZuwIOUuh0sexAOSxuWYW3nz4blF7Lf1Gp2SY20mQ0%2FFxJuAV37uGntVGWZOhtGAZ4Y0NKNALajgNE3Si6ALgfyg68Q%2Fvb4zcR3ig83nPN%2FjMrvtEUAdkYE6ylPPD8dyKpB2DFKFnY6mHCJwL6xiQ9mdeRv89Yc3KPhrIS1f9lhBc750w3fxmgk4e%2FLzpEsFaw8Hex7lcNPQ7GTe%2B2gfeuiRe1pfbgOQe28i6S%2F%2BJhyT5Bt9pzqy0QMcMjqkqniQ2CO4wXcDF9yoq7Y8IEKD%2BFq7ooaedkxAM2PP%2BB29Z91Zb6MbTolKcLLu0UVS44WVDmY%3D,169,49,11,3,4,#788036643,Philips,QP2510/10,OneBlade,NA,Batería,Planos,NA,NA,NA
1717, Afeitadora Gama Gsh1000 Digital Multi Cabezal Recargable ,3990,NA,0,100,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/EMPAKEWEB,https://articulo.mercadolibre.com.ar/MLA-622681134-afeitadora-gama-gsh1000-digital-multi-cabezal-recargable-_JM,19,5,6,1,2,#622681134,GA.MA Italy,GSH 1000,Afeitadora Gama Gsh 1000,NA,NA,NA,70 minutos,NA,173 g
1718, Cortabarba Multigroom Philips Mg5730 Recargable Lavable ,2980,NA,0,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/REGALOSALVEAR,https://articulo.mercadolibre.com.ar/MLA-693650883-cortabarba-multigroom-philips-mg5730-recargable-lavable-_JM,NA,NA,NA,NA,NA,#693650883,Philips,mg5730/15,serie 5000,NA,NA,NA,80 m,NA,NA
1719, Cortabarba Multigroom Philips Mg3730 Recargable Lavable ,1912,NA,1,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/REGALOSALVEAR,https://articulo.mercadolibre.com.ar/MLA-720944146-cortabarba-multigroom-philips-mg3730-recargable-lavable-_JM,NA,NA,NA,NA,NA,#720944146,Philips,MG3730,NA,MG3730,NA,NA,60m,NA,NA
1720, Philips Afeitadora S5420/02 Aquatouch Recargable ,6358,NA,0,1,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,82,https://perfil.mercadolibre.com.ar/TREKASHOP1,https://articulo.mercadolibre.com.ar/MLA-728730909-philips-afeitadora-s542002-aquatouch-recargable-_JM,55,19,4,2,2,#728730909,Philips,S5420/02,AquaTouch,NA,220,NA,45 m,3,800 g
1721, Remington Xr1410 Verso Wet & Dry Hombres 's Máquina De Afei ,6650,NA,0,55,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/OCTOPUSSALESFORCEAR,https://articulo.mercadolibre.com.ar/MLA-731191223-remington-xr1410-verso-wet-dry-hombres-s-maquina-de-afei-_JM,NA,NA,NA,NA,NA,#731191223,Remington,XR1410,Wet&Dry,XR1410,NA,NA,NA,3,2.25 lb
1722, Afeitadora Philips S1100 ,1799,NA,0,4,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,76,https://perfil.mercadolibre.com.ar/CASA+POLICELLA,https://articulo.mercadolibre.com.ar/MLA-731431522-afeitadora-philips-s1100-_JM,37,26,10,1,2,#731431522,Philips,S1100,S1000,S1100/02,NA,NA,NA,NA,NA
1723, Gama Afeitadora Electrica Modelo Gshmaster Magistral Lacroze ,1268,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MAGISTRAL+LACROZE,https://articulo.mercadolibre.com.ar/MLA-752278319-gama-afeitadora-electrica-modelo-gshmaster-magistral-lacroze-_JM,NA,NA,NA,NA,NA,#752278319,GA.MA Italy,GSHmaster,afeitadora,NA,NA,NA,todos,NA,NA
1724, Afeitadora Inalambrica Gama Gsh930 Digital Corta Patillas ,2299,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,13,https://perfil.mercadolibre.com.ar/ARTICULOS-EXCLUSIVOS,https://articulo.mercadolibre.com.ar/MLA-756245610-afeitadora-inalambrica-gama-gsh930-digital-corta-patillas-_JM,9,2,1,0,1,#756245610,GA.MA Italy,GSH 930,Afeitadora,NA,NA,NA,70 m,3,500 g
1725, Lidherma Ga.ma For Men Crema Antiage + Afeitadora Recargable ,6299,NA,0,99,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-775573412-lidherma-gama-for-men-crema-antiage-afeitadora-recargable-_JM,NA,NA,NA,NA,NA,#775573412,GAMA / IDRAET,GSH 900 / AGE CONTROL / HYDRAFIX,DERMOPURITY / PROFESSIONAL LINE,NA,Recargable,Giratorios,70 MINUTOS,NA,NA
1726, Afeitadora Inalambrica Gama Gsh Sport Corta Patillas ,1195,NA,0,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GAONA+NEXT,https://articulo.mercadolibre.com.ar/MLA-783566961-afeitadora-inalambrica-gama-gsh-sport-corta-patillas-_JM,NA,NA,NA,NA,NA,#783566961,Gama,GSH 855,Sport,NA,220,Giratorios,NA,NA,0.144 kg
1727, Afeitadora Patillera Electrica Philips Recargable S5420 ,4199,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,82,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788099910-afeitadora-patillera-electrica-philips-recargable-s5420-_JM,55,19,4,2,2,#788099910,Philips,Aquatouch,afeitadora,NA,Batería,Giratorios,NA,NA,NA
1728, Panasonic Barba Trimmer Y Bigote Trimmer Para Hombres Er -gb ,2544,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-792325985-panasonic-barba-trimmer-y-bigote-trimmer-para-hombres-er-gb-_JM,NA,NA,NA,NA,NA,#792325985,Panasonic,ER-GB40-S,NA,NA,NA,NA,NA,NA,NA
1729, Afeitadora Corta Pelo Inalambrica Osr ,399,NA,1,NA,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GCABRERAJF,https://articulo.mercadolibre.com.ar/MLA-713495043-afeitadora-corta-pelo-inalambrica-osr-_JM,NA,NA,NA,NA,NA,#713495043,OSR,Portatil,Cortadora de Pelo,NA,NA,NA,6 horas,NA,NA
1730, Wahl Pro Basic ,3000,NA,0,NA,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TRUMPETMAN14,https://articulo.mercadolibre.com.ar/MLA-783812960-wahl-pro-basic-_JM,NA,NA,NA,NA,NA,#783812960,Wahl,NA,NA,NA,NA,NA,NA,NA,NA
1731, Cortabarba Philips Bt1209/15 ,1250,NA,0,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,59,https://perfil.mercadolibre.com.ar/ALE_DEMIAN,https://articulo.mercadolibre.com.ar/MLA-777329103-cortabarba-philips-bt120915-_JM,36,19,3,0,1,#777329103,Philips,Beardtrimmer,Series 1000,NA,Batería,1,NA,NA,NA
1732, Rasuradora Philips Norelco S9311 / 87 9300 Máquina De Afeit ,16358,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-694639385-rasuradora-philips-norelco-s9311-87-9300-maquina-de-afeit-_JM,NA,NA,NA,NA,NA,#694639385,Philips,NA,Norelco,NA,NA,NA,NA,NA,NA
1733, Afeitadora Masculina Portatil A Pilas Con Linterna De Leds ,450,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SUPERLYOBSHOP,https://articulo.mercadolibre.com.ar/MLA-720407068-afeitadora-masculina-portatil-a-pilas-con-linterna-de-leds-_JM,NA,NA,NA,NA,NA,#720407068,Sportman,Portatil,Hombre,NA,NA,NA,NA,NA,NA
1734, Afeitadora Eléctrica Remington Wet & Dry 5 Piezas Xr1400 ,6121,NA,0,3,6 cuotas sin interés,NA,NA,NA,NA,NA,4.8,4,https://perfil.mercadolibre.com.ar/SIMAROAR,https://articulo.mercadolibre.com.ar/MLA-735501157-afeitadora-electrica-remington-wet-dry-5-piezas-xr1400-_JM,3,1,0,0,0,#735501157,Remington,XR1400,Wet&Dry,XR1400,NA,NA,NA,3,NA
1735, Afeitadora Remington R3150 Pivot Flex. Ideal Dia Del Padre ,999,NA,0,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/HACHEGLOBAL,https://articulo.mercadolibre.com.ar/MLA-788248953-afeitadora-remington-r3150-pivot-flex-ideal-dia-del-padre-_JM,NA,NA,NA,NA,NA,#788248953,Remington,R-3150,R,NA,Batería,Flexibles,NA,3,NA
1736, Afeitadora Gama Gsh1000 Premium Digital Full- Trimmer Peines ,4400,NA,15,10,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-622597433-afeitadora-gama-gsh1000-premium-digital-full-trimmer-peines-_JM,19,5,6,1,2,#622597433,GA.MA Italy,GSH 1000,Shavers,NA,Batería,Ergónomicos,NA,NA,NA
1737, Afeitadora Philips Resistente Al Agua Qs6141/32 Styleshaver ,3499,NA,3,496,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,84,https://perfil.mercadolibre.com.ar/MEIMPORTO,https://articulo.mercadolibre.com.ar/MLA-697190438-afeitadora-philips-resistente-al-agua-qs614132-styleshaver-_JM,63,17,2,0,2,#697190438,Philips,QS6141/32,StyleShaver,NA,NA,NA,NA,NA,NA
1738, Rasuradora Philips Norelco Máquina De Afeitar De 4100 (mode ,4857,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-712538004-rasuradora-philips-norelco-maquina-de-afeitar-de-4100-mode-_JM,NA,NA,NA,NA,NA,#712538004,Philips Norelco,4100,Series 4000,AT810/41SP,NA,NA,NA,NA,NA
1739, Afeitadora Philips Aquatouch S5420/24 Eléctrica ,5089,NA,5,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,82,https://perfil.mercadolibre.com.ar/JFSTECH.COM.AR,https://articulo.mercadolibre.com.ar/MLA-723943935-afeitadora-philips-aquatouch-s542024-electrica-_JM,55,19,4,2,2,#723943935,Philips,S5420/02,AquaTouch,NA,NA,NA,5,NA,NA
1740, Cortabarba Philips Qp6510/20 Corta Y Afeita ,2919,NA,NA,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/OSCARBARBIERI?brandId=1256,https://articulo.mercadolibre.com.ar/MLA-735211267-cortabarba-philips-qp651020-corta-y-afeita-_JM,NA,NA,NA,NA,NA,#735211267,Philips,QP6510/20,OneBlade Pro,QP6510/20,Recargable,Planos,NA,NA,NA
1741, Cortabarba Philips Qp2521/10 Recorta Y Afeita ,1799,NA,NA,15,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,763,https://perfil.mercadolibre.com.ar/OSCARBARBIERI?brandId=1256,https://articulo.mercadolibre.com.ar/MLA-735211279-cortabarba-philips-qp252110-recorta-y-afeita-_JM,575,130,42,6,10,#735211279,Philips,QP2521/10,OneBlade,QP2521/10,Batería,NA,NA,NA,NA
1742, Afeitadora Philips Recargable S5070/02 Seco Humedo Oficial ,3997,NA,12,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,208,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-737232726-afeitadora-philips-recargable-s507002-seco-humedo-oficial-_JM,137,55,13,0,3,#737232726,Philips,S5070/02,AquaTouch,NA,Recargable,Pivotantes,40 min,NA,NA
1743, Afeitadora Inalambrica Recargable Patillas Winco W-812 ,1144,NA,0,4,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,23,https://perfil.mercadolibre.com.ar/FLORIDA-SHOP,https://articulo.mercadolibre.com.ar/MLA-754864259-afeitadora-inalambrica-recargable-patillas-winco-w-812-_JM,13,5,3,0,2,#754864259,Winco,W-812,Eléctrica,NA,Batería,Removibles,15 días por carga,NA,NA
1744, Cortacabello Remington Hc-335 ,1179,NA,0,3,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NAXTERHOGAR,https://articulo.mercadolibre.com.ar/MLA-766464413-cortacabello-remington-hc-335-_JM,NA,NA,NA,NA,NA,#766464413,Remington,HC335,NA,NA,NA,NA,40 minutos,NA,NA
1745, Afeitadora Gama Master Recargable + Cortadora De Barba 6en1 ,2575,NA,NA,99,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDAS+OFICIALES?brandId=156,https://articulo.mercadolibre.com.ar/MLA-774105394-afeitadora-gama-master-recargable-cortadora-de-barba-6en1-_JM,NA,NA,NA,NA,NA,#774105394,Gama,Combo,Afeitadora,NA,NA,NA,70  minutos,NA,250 g
1746, Afeitadora Winco W814 Trimmer Corta Pelo Barba Nariz Oido ,1794,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RELOJES+MIGMAR,https://articulo.mercadolibre.com.ar/MLA-778923105-afeitadora-winco-w814-trimmer-corta-pelo-barba-nariz-oido-_JM,NA,NA,NA,NA,NA,#778923105,Winco,W814,AFEITADORAS,NA,NA,NA,NA,NA,NA
1747, Afeitadora Remington R3150 Pivot Flex ,999,NA,0,3,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/AUDITECSA,https://articulo.mercadolibre.com.ar/MLA-788192023-afeitadora-remington-r3150-pivot-flex-_JM,NA,NA,NA,NA,NA,#788192023,Remington,R-3150,Dualtrack-X,NA,Batería,Flexibles,NA,3,NA
1748, Philips Norelco Shaver 4500 ( Modelo At830/46 ) Embalaje Lib ,5500,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-792346306-philips-norelco-shaver-4500-modelo-at83046-embalaje-lib-_JM,NA,NA,NA,NA,NA,#792346306,Philips Norelco,AT830/46,Series 4000,AT830/41,NA,NA,NA,NA,NA
1749, Vondom Afeitadora Portatil A Pila -cuotas ,880,NA,NA,3,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,8,https://perfil.mercadolibre.com.ar/VONDOM?brandId=454,https://articulo.mercadolibre.com.ar/MLA-792373288-vondom-afeitadora-portatil-a-pila-cuotas-_JM,5,2,1,0,0,#792373288,Vondom,VDM23,accesorios,NA,Pilas,Giratorios,NA,NA,NA
1750, Afeitadora Gama Gc545 Corta Barba - Audiovision Hogar ,1659,NA,0,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/AUDIOVISION+HOGAR,https://articulo.mercadolibre.com.ar/MLA-680151357-afeitadora-gama-gc545-corta-barba-audiovision-hogar-_JM,NA,NA,NA,NA,NA,#680151357,GA.MA Italy,GC 545,NA,NA,NA,NA,NA,1,NA
1751, Afeitadoras Rotativasphilips Norelco Máquina De Afeitar E.. ,4136,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-694636977-afeitadoras-rotativasphilips-norelco-maquina-de-afeitar-e-_JM,NA,NA,NA,NA,NA,#694636977,Philips,Shaver 3100,Norelco,S3310,NA,NA,NA,NA,NA
1752, Afeitadora Remington Pivot & Flex Recargable F5-5800 ,4513,NA,0,3,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SIMAROAR,https://articulo.mercadolibre.com.ar/MLA-735501187-afeitadora-remington-pivot-flex-recargable-f5-5800-_JM,NA,NA,NA,NA,NA,#735501187,Remington,F5-5800,NA,NA,NA,NA,NA,3,NA
1753, Afeitadora Recargable Panasonic Es-rt51s Nano Technology ,7308,NA,0,3,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SIMAROAR,https://articulo.mercadolibre.com.ar/MLA-739415411-afeitadora-recargable-panasonic-es-rt51s-nano-technology-_JM,NA,NA,NA,NA,NA,#739415411,Panasonic,ES-RT51,NA,NA,NA,NA,NA,NA,NA
1754, Remington R0050 Afeitadora Rotativa Mygroom Dual Track ,998,NA,0,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,11,https://perfil.mercadolibre.com.ar/C2040,https://articulo.mercadolibre.com.ar/MLA-777160462-remington-r0050-afeitadora-rotativa-mygroom-dual-track-_JM,7,3,0,0,1,#777160462,Remington,R0050,MYGROOM,NA,220V,Giratorios,NA,3,NA
1755, Afeitadora Inalambrica Gama Master + Cortadora De Pelo Gm562 ,2199,NA,0,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDARAMONA+BAIRES,https://articulo.mercadolibre.com.ar/MLA-729864484-afeitadora-inalambrica-gama-master-cortadora-de-pelo-gm562-_JM,NA,NA,NA,NA,NA,#729864484,GA.MA Italy,GSH 855 Master,Inalambrica,NA,Batería,NA,50 m,NA,NA
1756, Promo Día Del Padre Cortador De Barba Set Facial For Men Cml ,5278,NA,0,100,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-788310610-promo-dia-del-padre-cortador-de-barba-set-facial-for-men-cml-_JM,NA,NA,NA,NA,NA,#788310610,GA.MA,GT 555,TRIMMER GT 555,NA,Batería,NA,NA,NA,NA
