search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Tipo de fechamento,Certificados de segurança,Usos recomendados,Posições da ventilação
1348, Capacete Automático Pro Tork Sport Moto 788 ,64,NA,10,2747,12x,5.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,822,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-970576764-capacete-automatico-pro-tork-sport-moto-788-_JM#position=29&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,495,193,90,24,20,#970576764,"Vermelho,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Sport Moto 788,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1349, Capacete Ls2 Ff320 Stream Com Viseira Solar Para Moto ,699,NA,26,3,12x,58.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,10,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-696700853-capacete-ls2-ff320-stream-com-viseira-solar-para-moto-_JM#position=30&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,7,1,0,1,0,#696700853,"56,62",,LS2,FF320,FF320,Integral,Duplo,NA,ABS,Adultos,Micrométrico,Inmetro,NA,NA
1350, Capacete Integral Protork R8 Moto Fechado + Viseira Camaleão ,102,NA,2,626,12x,9.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1282999278-capacete-integral-protork-r8-moto-fechado-viseira-camaleo-_JM#position=31&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1497,422,189,70,71,#1282999278,"Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,NA,Micrométrico,Inmetro,Urbano,Superior
1351, Capacete Moto Fly F8 Combat Todas Cores ,109,NA,3,2847,12x,9.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-935690692-capacete-moto-fly-f8-combat-todas-cores-_JM#position=32&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#935690692,"Azul-grafite,Preto-fosco,Preto/Rosa,Preto/Vermelho,Vermelho/Grafite","58 - M,60 - G,56 - P",Fly,F-8,Combat,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1352, Capacete Moto Aberto Protork New Liberty Three 3 Barato City ,69,NA,59,1472,12x,6.68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1485,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147312060-capacete-moto-aberto-protork-new-liberty-three-3-barato-city-_JM#position=33&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1112,254,88,12,19,#1147312060,"Amarelo,Azul,Branco,Fosco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Aberto,NA,NA,NA,NA,NA,NA,NA,NA
1353, Capacete Para Moto Protork R8 Fechado Viseira Camaleão Varia ,120,NA,11,39,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/PH+CAPACETES,https://produto.mercadolivre.com.br/MLB-1219023457-capacete-para-moto-protork-r8-fechado-viseira-camaleo-varia-_JM#position=34&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1497,422,189,70,71,#1219023457,"Amarelo,Azul,Azul-celeste,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,4,Integral,Simple,Resina termoplástica,ABS,Adultos,Micrométrico,Inmetro,Urbano,Superior
1354, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Prata Top ,99,NA,3,624,12x,9.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1282985978-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-top-_JM#position=35&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1497,422,189,70,71,#1282985978,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,NA,Micrométrico,Inmetro,Urbano,Superior
1355, Capacete Esportivo Moto Fw3 Fechado Azul Fosco Gt Limited ,99,159,4,25,12x,8.33,NA,Envio para todo o país,NA,NA,4.4,13,https://perfil.mercadolivre.com.br/S%C3%83O+PAULO+AUTO+PE%C3%87AS?brandId=1453,https://produto.mercadolivre.com.br/MLB-1036354453-capacete-esportivo-moto-fw3-fechado-azul-fosco-gt-limited-_JM#position=36&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,9,3,1,1,0,#1036354453,Azul - Amarillo,"58,60",FW3,Street,GT Limited,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1356, Capacete Infantil Moto Criança Pro Tork Liberty Kit 02 ,179,NA,11,5,12x,14.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,807,https://perfil.mercadolivre.com.br/CASTELAOMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1036994025-capacete-infantil-moto-crianca-pro-tork-liberty-kit-02-_JM#position=37&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,588,150,52,6,11,#1036994025,ROSA E PRETO,54,Pro Tork,LIBERTY KIDS,Kids,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1357, Capacete Moto Fechado Tork Evolution G6 Pro Serie 788 Barato ,149,NA,48,1477,12x,14.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1147330676-capacete-moto-fechado-tork-evolution-g6-pro-serie-788-barato-_JM#position=38&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1147330676,"Cinza-claro,Amarelo,Azul,Cinza-claro,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Evolution,G6 Pro Series,Integral,NA,Revestimento em EPS,abs NATURAL DE ALTO IMPACTO,Adultos,NA,NA,NA,NA
1358, Capacete Sport Moto Feminino Sm Mulher For Girls Protork ,107,NA,1389,1460,12x,10.31,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1584,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-695946084-capacete-sport-moto-feminino-sm-mulher-for-girls-protork-_JM#position=39&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,982,347,149,57,49,#695946084,Preto,"56,58,60",Pro Tork,Feminino,Sm For Girls,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1359, Capacete Moto Aberto New Atomic Joaninha Vermelho Oferta ,189,NA,2,997,12x,15.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,64,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1247168629-capacete-moto-aberto-new-atomic-joaninha-vermelho-oferta-_JM#position=40&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,59,2,2,0,1,#1247168629,Vermelho,58,Pro Tork,NA,New Atomic,Aberto,Simple,Poliestireno,Policarbonato,Adultos,NA,NA,NA,NA
1360, Capacete Moto Aberto Pro Tork Atomic Preto Fosco ,99,NA,6,1797,12x,8.25,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-905146617-capacete-moto-aberto-pro-tork-atomic-preto-fosco-_JM#position=41&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#905146617,"Preto-fosco,Amarelo,Azul,Branco,Prateado,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,Atomic,Aberto,NA,NA,ABS,NA,NA,NA,NA,NA
1361, Capacete Moto Street R8 Viseira Camaleão Pro Tork ,117,NA,4,2327,12x,9.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/ADSTORE+2018,https://produto.mercadolivre.com.br/MLB-1163142883-capacete-moto-street-r8-viseira-camaleo-pro-tork-_JM#position=42&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1497,422,189,70,71,#1163142883,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362, Capacete Moto Pro Tork Feminino Preto Rosa Neon ,142,NA,14,36,12x,13.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1013096560-capacete-moto-pro-tork-feminino-preto-rosa-neon-_JM#position=43&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1,0,0,0,0,#1013096560,Preto/Rosa,58,Pro Tork,Evolution G6,Evolution 6G,Integral,Simple,NA,ABS,Adultos,Micrométrico,NA,NA,NA
1363, Capacete Moto Peels F-21 Us Army Verde Militar Fosco Aviador ,249,NA,6,10,12x,20.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,43,https://perfil.mercadolivre.com.br/KPCTMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1105684557-capacete-moto-peels-f-21-us-army-verde-militar-fosco-aviador-_JM#position=44&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,32,6,5,0,0,#1105684557,"56,58,60",NA,Peels,F-21,F-21 US Army,Aberto,Duplo,Resina termoplástica,ABS,Adultos,NA,NA,NA,NA
1364, Capacete Moto Fechado Integral Protork Evolution G6 Eagle ,159,NA,3,1498,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,51,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147321534-capacete-moto-fechado-integral-protork-evolution-g6-eagle-_JM#position=45&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,36,10,1,2,1,#1147321534,Azul,"56,58,60",Pro Tork,Evolution G6,G6 Eagle,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1365, Capacete Moto Articulado Texx Dv Smart Robocop Viseira Solar ,559,NA,7,2995,12x,46.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,14,https://perfil.mercadolivre.com.br/AGATHA-RICHARD,https://produto.mercadolivre.com.br/MLB-695000866-capacete-moto-articulado-texx-dv-smart-robocop-viseira-solar-_JM#position=46&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,11,1,2,0,0,#695000866,Rosa,"S-56,M-58,XL-61",Texx,Escamoteável,DV Smart,Modular,Duplo,Collmax®,Policarbonato Abs,Adultos,NA,NA,NA,NA
1366, Fivela Engate Rápido Capacete Micrométrico Universal ,15,NA,11,52,3x,5.30,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOP+RPCONLINE,https://produto.mercadolivre.com.br/MLB-1170061662-fivela-engate-rapido-capacete-micrometrico-universal-_JM#position=47&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1170061662,NA,NA,Riding Tribe,Acessorios motos,engate rapido,Todos o Capacetes,NA,NA,ABS,NA,NA,NA,NA,NA
1367, Capacete Moto Sport Moto 788 Verde Modelo San Marino ,69,NA,30,35,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-998278523-capacete-moto-sport-moto-788-verde-modelo-san-marino-_JM#position=48&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1,0,0,0,0,#998278523,"56,60",,Pro Tork,Evolution G4,Sport Moto 788,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1368, Capacete Moto Cross + Oculos Trilha Th1 Jett Evolution ,309,NA,5,445,12x,29.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1114972354-capacete-moto-cross-oculos-trilha-th1-jett-evolution-_JM#position=49&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1114972354,"Amarelo,Azul,Preto","56,58,60",Pro Tork,Capacete,Jett Evolution,Cross,NA,NA,ABS,Adultos,NA,NA,NA,NA
1369, Capacete Moto Peels F-21 Us Army Verde Militar Preto N Ebf ,249,NA,4,7,12x,20.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,43,https://perfil.mercadolivre.com.br/LPSVENDAS,https://produto.mercadolivre.com.br/MLB-1223791555-capacete-moto-peels-f-21-us-army-verde-militar-preto-n-ebf-_JM#position=50&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,32,6,5,0,0,#1223791555,Verde Militar com Preto,"M - 57/58,L - 59/60,XL - 61/62",Peels,F-21,F-21 US Army,Aberto,Simple,ABS,ABS,Adultos,NA,NA,NA,NA
1370, Capacete Moto Aberto Ebf Shield Preto Motociclista ,74,NA,4,8,12x,6.24,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HAVANNAMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1173503880-capacete-moto-aberto-ebf-shield-preto-motociclista-_JM#position=51&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1173503880,Preto-brilho - -,"56,58,60",EBF,NA,Shield Solid,Aberto,NA,NA,NA,NA,NA,NA,NA,NA
1371, Capacete Moto Feminino Articulado Texx Dv Smart Robocop ,539,NA,2,301,12x,51.51,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,14,https://perfil.mercadolivre.com.br/AGATHA-RICHARD,https://produto.mercadolivre.com.br/MLB-695349612-capacete-moto-feminino-articulado-texx-dv-smart-robocop-_JM#position=52&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,11,1,2,0,0,#695349612,,"S-56,M-58,G-60,GG-61",Texx,Desmontavél,DV Smart,Modular,NA,NA,ABS,NA,NA,NA,NA,NA
1372, Capacete X11 Volt Moto Kart Branco E Preto Barato ,299,NA,4,400,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1087025179-capacete-x11-volt-moto-kart-branco-e-preto-barato-_JM#position=53&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1087025179,Branco/Preto,"56,58,60,62,64",X11,Fechado,Volt,Cross,NA,NA,NA,NA,NA,NA,NA,NA
1373, Capacete Moto Pro Tork G6 Pro Vários Tamanhos E Cores ,139,NA,6,1975,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1181499402-capacete-moto-pro-tork-g6-pro-varios-tamanhos-e-cores-_JM#position=1&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,NA,NA,NA,NA,NA,#1181499402,Vermelho,"56,58,60",Pro Tork,NA,G6 Pro,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1374, Capacete Moto Compact Aberto Pro Tork ,69,NA,225,1814,12x,5.75,NA,Envio para todo o país,NA,NA,4.2,109,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-925514326-capacete-moto-compact-aberto-pro-tork-_JM#position=2&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,60,29,12,2,6,#925514326,"Azul,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58",Pro Tork,Capacetes,Liberty Compact,Aberto,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
1375, Capacete Sport Moto 788 Automatico Rosa Modelo San Marino ,85,NA,6,2994,12x,8.13,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1153265582-capacete-sport-moto-788-automatico-rosa-modelo-san-marino-_JM#position=3&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,NA,NA,NA,NA,NA,#1153265582,Rosa,"56,58,60",Pro Tork,Sport Moto,Sport Moto 788,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1376, 2 Capacetes Sm Automatico Pro Tork Promoção Varias Cores ,149,NA,154,140,12x,14.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1584,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-966380180-2-capacetes-sm-automatico-pro-tork-promoco-varias-cores-_JM#position=4&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,982,347,149,57,49,#966380180,"Preto-fosco,Amarelo,Azul,Branco,Negro Brillante,Preto com vermelho,Preto-fosco,Preto/Rosa,Rosa,Vermelho,preto com verde","56,58,60",Pro Tork,pro tork,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1377, Capacete De Time Internacional Moto Pro Tork 788 3g Oficial ,150,NA,4,18,12x,12.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SUPERSTAR.IMPORT,https://produto.mercadolivre.com.br/MLB-1182165846-capacete-de-time-internacional-moto-pro-tork-788-3g-oficial-_JM#position=5&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,NA,NA,NA,NA,NA,#1182165846,internacional,"58,60",Pro Tork,NA,Tork,Integral,Simple,estofado,NA,Adultos,NA,NA,NA,NA
1378, Capacete Moto Bieffe 3 Sport New Classic Preto Fosco ,387,NA,2,1599,12x,32.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,11,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1077711489-capacete-moto-bieffe-3-sport-new-classic-preto-fosco-_JM#position=6&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,10,1,0,0,0,#1077711489,Preto-fosco,"60 - L,58 - M,56 - S,61 - XL",Fly,3 Sport,New Classic,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
1379, Capacete Moto Pro Tork Liberty Compact Com Viseira ,69,NA,14,1801,12x,5.75,NA,Envio para todo o país,NA,NA,4.2,109,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-780914805-capacete-moto-pro-tork-liberty-compact-com-viseira-_JM#position=7&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,60,29,12,2,6,#780914805,"Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58",Pro Tork,Capacetes,Liberty Compact,Aberto,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
1380, Capacete De Moto Robocop Articulável Mixs Helmets Gladiator Neo - Lançamento! Com Design Moderno - Várias Cores ,199,NA,1,8,12x,16.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/POLOBRISA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=kpVF8gzsytb3shFib2a%2FjvUm6aS%2BbE1aVMWVoDH3m6mj3nFqJWdv0gB8%2BM8KQvvvb0dHE7xOMhhYy80o7202pN9QCDktvcVJTSEKmV6Wo6zqY32QMj2qn0X7izXba4LSKu%2BsWbmvPltb2qhj6wTkCCGVpVr5gw%2FGZsbp6xj5K6lYD2tlACszNGIcIVWvCKgbU5Bhucp3HUY2MLcKF422iT9dRAkuF5GMzbo7KMQ92K7dN%2B%2FnF3Cua6oMT%2FBbBd7Lw396VgARxo32Y1pQog9rTnuUpc82nmY2RXCDj6thtoAg9%2BBSEcVvIY8sos%2BljqbkGw3IuTV5CkPvuv%2BXIx0g8khow8MRH645PxFVnfqcDX%2FxrNiWy6Y6FvquYk%2BiCvIauzWofWNS7TQQmB%2BgubFFYJkeELBir1Q6Nu%2BAyfA%2FgPqqm5pgdnUCi3kgMDIjQQWtk6QLYJ4a0EOLXD6yBTzYJEEtU8h%2FlFTh8iTE4S6Fc8QsFU3EOj%2FqdEXqqqXGqOv%2F%2FhRp7U0mvy0QDqKClPIKutVvQ5p%2BplZMRH8S7CxqScw5hr00bwuwdPq%2Ba7dDC9APG47wa4vJ6IeUoh0xoNut8QZp1%2BQho4T7UywYbp%2FpvFLn%2B9MMGrUhqDKebVvd9OYUdKHzuHqCQWDf6%2Fk63a32iJDt9sLkaIe3p83jbOe%2FBc4YJ1Mm%2FsPSDN8GWDNhOFAti7LMJrQ3j1fuVD1FwJTzlU3wYKmidP9N9QK4rxdFt%2Bl5XbksZI0NHDWegt3q3yPcqCvgHKV3NizO3FmTEYuUd6KmKC9YPa7pSGhE06AsSFwrenCp4MUybiRYQtUm4C3acaYrAx4cJaAcUVDQgW6%2FiUUZBRra%2BBkgilt%2B%2FhegZd693qStExc85lCH9Fz5eAOcjZ1s1ahtEFVwbqcA6i%2FAzg4kgP3GqWCoIN5YisPT%2F%2BqeD7sce0E08wnc9ftrGOnKcxg2IR2hzhqk9OsnUzcfzRBTgaUgUhuJV0TdGgvMqRFwqMmbk9Qu0QXhliUD4tHTXoamIU%2BiCi%2FFfQJ6EnweBH7IDFXfK6ExpR9%2FMZA81VEksC67rYKja9d%2B6eXdJtKO8I3x18moRlHaRj7LGh975rU3jwRxa9tTOOiDHDWCODxnYwOz%2FyM%2BA%2FsxQcfyo3xuJm6Uo7y9nWYo4y2tfIsQ0HwvdQaOQE7v8MXJimQ1UORVRyW5UIZ%2BxUUhWAxGBCW9VarL6vf9PAQTvlBRedNg528GpzdUkeJg%2B%2F92u0l2koqwFvmzrWgZtP6d4pG8FjVVgHxRW9Malb4a3sVUw%2FQJgcCe9clOXsMTlUqL%2ByM8uk4vBcLsBL1plsZVF9qgJaKmtPp%2FA2xkt29GOwjCM9NlSOpvs6WN4lwa2gW2GlPo3FgqHdxxOczD4hBGhJzzDYmiy8Wqnu971KchjjK67MGA1%2FH6vp5SPIbYWn5lliL8l1nI4TXAo9lq7ZhO7my%2FF%2FIPOfc9jl%2Fcc2OYxpmcGBU3v6XztMobitv9FKElQnb3NekilytMqKP7VRUbsfJyxevhGxs7RoVIgmEZ9N0Rwi%2BBCjx%2FqDklTkG13mH4F%2BhTC62oTtkYaKn6wzfVahPqZxQv98jPvoDV2odJ1hBs2%2FClbc0UZJfV68d2ki%2BQBMxjQJHLGjvSZzOJ2DgtyhME5PU7HP22B2dClQTyVu46nuw7UoZrxEuYAd3GbIvCYobf5RwTyZaZpzuJxilYqIopSb9D0Q9gp3c2Rgjn5WMUzgdDOVl4zdS4CnP79%2Fa%2B4zEM18G41VdNt710%2FbLG%2FbdiWgkBRTgSjimFoviAP1DrayKd7Gn2iNl0mGW995%2FJhPU%2BU6b%2FoJl6w%2BAf%2BUEmEaZxPfQMfMGf%2BdcPJ%2Ba3vvsc9F%2Ft08XwfGapSVNLhPguE3zurLfq8R7UOOSbUx0ByfVc8fuEDdrv9zB%2FsRO%2FqV29j1H3SNbcQNlTcdb2v5Ra65Ixem86fxTc9RCKvvWb11sgIwVBOm45bEHcNpIJAHYkxiIhrcdSyPg8DOEQdU8rIlx2YBsRkL%2Fbzbvf1t7I6mDpcSmLaKhx81jSmoYyMrtWe6Q%2B%2BEFa2gDZ512P4JclaNQaTCsLrq%2BwVajZ8OLp78y%2BgifRYzQzeOTiwJpNdw%3D%3D,NA,NA,NA,NA,NA,#1302848730,Vermelho,"56,58,60,62",Mixs,Gladiator,Gladiator Neo,Cross,Simple,Poliestireno,ABS,Adultos,NA,NA,NA,NA
1381, Capacete Moto Aberto Feminino For Girls Preto Pro Tork ,68,NA,3,97,12x,6.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1134193615-capacete-moto-aberto-feminino-for-girls-preto-pro-tork-_JM#position=9&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,NA,NA,NA,NA,NA,#1134193615,"56,58",,Pro Tork,Evolution 3G,Compact For Girls,Aberto,NA,NA,ABS,NA,NA,NA,NA,NA
1382, Kit 6 Unidades Capacete Coquinho Moto Custom Retro - Revenda ,339,NA,2,98,12x,28.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1267279420-kit-6-unidades-capacete-coquinho-moto-custom-retro-revenda-_JM#position=10&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,NA,NA,NA,NA,NA,#1267279420,Preto,Unico,Pro Tork,NA,Coquinho,Aberto,NA,NA,NA,NA,NA,NA,NA,NA
1383, Capacete Asw Dual Image Amarelo Preto Moto Promoção ,350,NA,9,2,12x,33.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MENDES-E-MORAIS,https://produto.mercadolivre.com.br/MLB-1241574745-capacete-asw-dual-image-amarelo-preto-moto-promoco-_JM#position=11&type=item&tracking_id=c6795849-62b2-4552-a569-921f4bfb198d,NA,NA,NA,NA,NA,#1241574745,Amarelo/Preto,"56,58",ASW,NA,Image Dual,Cross,Simple,Hipoalérgico,ABS,Adultos,NA,NA,NA,NA
