search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Tipo de fechamento,Certificados de segurança,Usos recomendados,Posições da ventilação
1864, Capacete Moto Cross Trilha Off Roa Th1 Jett Evolution Fosco ,289,NA,2,898,12x,27.71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CRMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1118483099-capacete-moto-cross-trilha-off-roa-th1-jett-evolution-fosco-_JM#position=21&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1118483099,"Amarelo,Azul,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,Th1 Jett Evolution,Cross,NA,Não se aplica,ABS,Crianças,NA,NA,NA,NA
1865, Capacete Moto G6 Pro Tork Pro Neon 58 60 Lançamento ,143,NA,41,181,12x,13.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,5,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-976841711-capacete-moto-g6-pro-tork-pro-neon-58-60-lancamento-_JM#position=22&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,3,2,0,0,0,#976841711,"Amarelo,Azul,Cinza claro,Laranja,Preto,Preto vml,Vermelho,azul aguia","58,60",Pro Tork,Evolution G6,G6+,Integral,NA,NA,Casco injetado em ABS,NA,NA,NA,NA,NA
1866, Capacete Moto Aberto Com Viseira Pro Tork Atomic ,120,NA,5,1802,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-973229830-capacete-moto-aberto-com-viseira-pro-tork-atomic-_JM#position=23&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#973229830,"Branco,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,Atomic,Aberto,NA,NA,ABS,NA,NA,NA,NA,NA
1867, Capacete Moto Fechado Pro Tork Liberty 4 Viseira Fumê Azul ,62,NA,2,1800,12x,5.93,NA,Envio para todo o país,NA,NA,4.5,345,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1110407812-capacete-moto-fechado-pro-tork-liberty-4-viseira-fum-azul-_JM#position=24&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,232,74,26,4,9,#1110407812,"Azul,Amarelo,Azul,Branco,Prata,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Liberty,Liberty 4,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1868, Capacete Moto Pro Tork 788 G6 Preto Fosco Vermelho ,130,NA,9,71,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-999843992-capacete-moto-pro-tork-788-g6-preto-fosco-vermelho-_JM#position=25&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#999843992,"58,60",,Pro Tork,Evolution G6,788,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1869, Capacete Moto Viseira Camaleão Pro Tork New Liberty 4 Rosa ,64,NA,3,1798,12x,5.33,NA,Envio para todo o país,NA,NA,4.5,345,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1109014686-capacete-moto-viseira-camaleo-pro-tork-new-liberty-4-rosa-_JM#position=26&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,232,74,26,4,9,#1109014686,"Rosa,Amarelo,Azul,Branco,Plata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Liberty,New Liberty 4,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1870, Capacete Moto Feminino Just Live Preto Rosa Pro Tork ,119,NA,48,598,12x,11.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,22,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-854011597-capacete-moto-feminino-just-live-preto-rosa-pro-tork-_JM#position=27&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,16,5,1,0,0,#854011597,"58,60",,Pro Tork,Evolution G5,Just Live,Integral,Simple,Forração antialérgico,ABS,Adultos,NA,NA,NA,NA
1871, Capacete Ebf Moto Fechado Ebf 7 Solid Preto Brilhante ,64,NA,184,64,12x,5.41,NA,Envio para todo o país,NA,NA,4.1,18,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-715773415-capacete-ebf-moto-fechado-ebf-7-solid-preto-brilhante-_JM#position=28&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,7,7,3,1,0,#715773415,Preto,"56,58,60",EBF,EBF,7 Solid,Fechado,Simple,Forro Antialérgico com Espuma,Casco em ABS de Alto Impacto,Adultos,NA,NA,NA,NA
1872, Capacete De Moto Bieffe B-40 Tracker ,517,NA,1,1199,12x,43.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,21,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1065314294-capacete-de-moto-bieffe-b-40-tracker-_JM#position=29&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,14,4,2,0,0,#1065314294,Branco/Rosa,"58 - M,60 - L,61 - XL",Bieffe,B-40,Tracker,Integral,Duplo,NA,ABS,Adultos,NA,NA,NA,NA
1873, Capacete Moto Pro Tork Liberty 4 Viseira Camaleão Branco ,64,NA,2,1799,12x,5.33,NA,Envio para todo o país,NA,NA,4.5,345,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1110509198-capacete-moto-pro-tork-liberty-4-viseira-camaleo-branco-_JM#position=30&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,232,74,26,4,9,#1110509198,"Branco,Amarelo,Azul,Branco,Prata,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Liberty,Liberty 4,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1874, Capacete Moto Feminino Ls2 Ff358 Tyrell Branco Violeta Para Mulher ,499,NA,1,4,12x,41.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NACAR+OFICIAL?brandId=606,https://produto.mercadolivre.com.br/MLB-982528569-capacete-moto-feminino-ls2-ff358-tyrell-branco-violeta-para-mulher-_JM#position=31&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#982528569,Branco,"59/60 - (L),57-58- (M),55-56(S),53-54(XS)",LS2,FF358,Chic,Integral,Duplo,"tecido Dry- Comfort, removível, lavável e antialérgico",ABS,Adultos,NA,NA,NA,NA
1875, Capacete Moto Mt Stinger Pole Laranja Preto ,449,NA,6,9,12x,37.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1029607225-capacete-moto-mt-stinger-pole-laranja-preto-_JM#position=32&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,1,0,0,0,0,#1029607225,Laranja - Preto,"57-58,59-60",MT,Stinger,Pole,Integral,Simple,ABS,ABS,Adultos,NA,NA,NA,NA
1876, Capacete Bell Qualifier Dlx Tt Isle Of Man - Moto ,649,NA,2,9,12x,54.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LOJA_GRID+MOTORS,https://produto.mercadolivre.com.br/MLB-831130824-capacete-bell-qualifier-dlx-tt-isle-of-man-moto-_JM#position=33&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,1,0,0,0,0,#831130824,NA,NA,Bell,Qualifier Dlx,Qualifier DLX,Integral,NA,NA,Plástico ABS,NA,NA,NA,NA,NA
1877, Capacete Moto Las Vegas Branco Brilhante Pro Tork ,137,NA,116,200,12x,13.09,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,338,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-761995182-capacete-moto-las-vegas-branco-brilhante-pro-tork-_JM#position=34&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,262,52,14,3,7,#761995182,Branco-brilhante,58,Pro Tork,Evolution G4,Las Vegas,Integral,Simple,Forração antialérgico,ABS,Adultos,NA,NA,NA,NA
1878, Capacete Moto Aberto Viseira Fumê Pro Tork Liberty 3 Rosa ,59,NA,4,1800,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1052,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1111695258-capacete-moto-aberto-viseira-fum-pro-tork-liberty-3-rosa-_JM#position=35&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,750,206,70,14,12,#1111695258,"Rosa,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Liberty,Liberty 3,Aberto,NA,NA,NA,NA,NA,NA,NA,NA
1879, Capacete Infantil Moto Criança Pro Tork Liberty Amarelo ,57,NA,2,936,10x,6.48,NA,Envio para todo o país,NA,NA,4.6,807,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-839118320-capacete-infantil-moto-crianca-pro-tork-liberty-amarelo-_JM#position=36&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,588,150,52,6,11,#839118320,Amarelo,54,Pro Tork,Capacetes,Liberty,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1880, Capacete Moto Fechado Automatico Sport Moto Pro Tork ,57,NA,3,1807,10x,6.48,NA,Envio para todo o país,NA,NA,4.4,1584,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-929142655-capacete-moto-fechado-automatico-sport-moto-pro-tork-_JM#position=37&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,982,347,149,57,49,#929142655,,"56,58,60",Pro Tork,Capacetes,Sport Moto,Integral,Simple,Nylom Pluma,ABS,Adultos,NA,NA,NA,NA
1881, Capacete Infantil Moto Criança Mixs Start Blocks 54 Preto ,56,NA,2,2,10x,6.47,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ESTRELA10_?brandId=1582,https://produto.mercadolivre.com.br/MLB-1227905774-capacete-infantil-moto-crianca-mixs-start-blocks-54-preto-_JM#position=38&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1227905774,Preto,54,Mixs,Start,Start,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1882, Capacete Pro Tork Moto Cross Jett Evolution 2 ,359,NA,2,2699,12x,34.31,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1150151547-capacete-pro-tork-moto-cross-jett-evolution-2-_JM#position=39&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1150151547,"Amarelo,Azul,Azul-claro,Azul-escuro,Laranja,Pink,Preto,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Jett,Evolution 2,Cross,NA,NA,NA,NA,NA,NA,NA,NA
1883, Capacete Moto Pro Tork New Liberty 4 Preto Fosco - Inmetro ,60,NA,25,200,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1559,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-862630197-capacete-moto-pro-tork-new-liberty-4-preto-fosco-inmetro-_JM#position=40&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,1044,323,140,31,21,#862630197,Negro Brillante,"58,60",Pro Tork,Capacetes,NEW LIBERTY,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1884, Capacete De Criança Fechado P/ Moto Pro Tork Infantil Kids ,69,NA,2,71,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1253324353-capacete-de-crianca-fechado-p-moto-pro-tork-infantil-kids-_JM#position=41&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1253324353,"Amarelo,Azul,Branco,Negro Brillante,Preto-fosco,Rosa,Vermelho",54,Pro Tork,Kids,New Four,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1885, Capacete Moto Bieffe B40 Speed Feminino Preto E Rosa Com Óculos Interno ,514,NA,8,3,12x,42.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/THUNDER+PARTS,https://produto.mercadolivre.com.br/MLB-1050790610-capacete-moto-bieffe-b40-speed-feminino-preto-e-rosa-com-oculos-interno-_JM#position=42&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,1,0,0,0,0,#1050790610,Preto/Rosa,"56,58,60",Bieffe,B-40,Speed,Integral,Duplo,Resina termoplástica,ABS,Adultos,Micrométrico,Inmetro,Urbano,Inferior
1886, Capacete Sport Moto Pro Tork Automático Vermelho ,59,NA,2,28,10x,5.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1584,https://perfil.mercadolivre.com.br/PRACASAVIRTUALSTORE,https://produto.mercadolivre.com.br/MLB-1156320460-capacete-sport-moto-pro-tork-automatico-vermelho-_JM#position=43&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,982,347,149,57,49,#1156320460,Vermelho,"56,58,60,7899730901397,7899730901403,7899730901410",Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1887, Capacete Moto Taurus Formula 1 Classic Fechado ,129,NA,6,9,12x,10.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1182747641-capacete-moto-taurus-formula-1-classic-fechado-_JM#position=44&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1182747641,NA,NA,Taurus,NA,Classic,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
1888, Capacete Moto Axxis / Mt Eagle Mexican Skull ,399,NA,4,11,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SKULL+RACING,https://produto.mercadolivre.com.br/MLB-1176256511-capacete-moto-axxis-mt-eagle-mexican-skull-_JM#position=45&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1176256511,Preto-fosco,"55/56 ( S / P ),57/58 ( M / M ),59/60 ( G / L ),61/62 (GG / XL )",Axxis,NA,Eagle,Integral,Simple,Poliestireno,ABS,Adultos,NA,NA,NA,NA
1889," Capacete Fechado Moto Fly F8 Masculino/feminino.garantia,segurança,corforto,barato,cores,tamanhos.aprovado Pelo Inmetro! ",77,NA,9,7,12x,7.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HEPA8039495,https://produto.mercadolivre.com.br/MLB-1241743040-capacete-fechado-moto-fly-f8-masculinofemininogarantiasegurancacorfortobaratocorestamanhosaprovado-pelo-inmetro-_JM#position=46&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1241743040,Cinza,"56,58,60",Fly,NA,combat F8,Integral,Simple,Tecido,ABS,NA,NA,NA,NA,NA
1890, Capacete Moto Feminino Trilha Pro Tork Th1 Factory Neon Rosa ,299,NA,14,163,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-983386778-capacete-moto-feminino-trilha-pro-tork-th1-factory-neon-rosa-_JM#position=47&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#983386778,Rosa,"56,58,60",Pro Tork,TH1,JETT NEON,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1891, Capacete Moto Fechado R8 Cromada + Viseira Transp Pro Tork ,135,NA,4,2376,12x,12.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/MK+MOTO,https://produto.mercadolivre.com.br/MLB-1181822858-capacete-moto-fechado-r8-cromada-viseira-transp-pro-tork-_JM#position=48&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,1497,422,189,70,71,#1181822858,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,NA,R8,Integral,Simple,Poliestireno,ABS,NA,Micrométrico,Inmetro,Urbano,Superior
1892, Capacete Moto Axxis By Mt Joker Vermelho + Viseira Extra ,478,NA,1,395,12x,39.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1172990098-capacete-moto-axxis-by-mt-joker-vermelho-viseira-extra-_JM#position=49&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1172990098,Vermelho,"56,58,60,62",MT,Blade,Axxis,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
1893, Viseira Capacete Liberty Evolution 788 G5 / G6 2.2mm Dourada ,56,NA,2,4,10x,5.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FMMOTOPECAS,https://produto.mercadolivre.com.br/MLB-1154442501-viseira-capacete-liberty-evolution-788-g5-g6-22mm-dourada-_JM#position=50&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1154442501,NA,NA,Pro Tork,Moto,Evolution,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1894, Capacete Moto New Liberty Four Pro Tork R8 Fechado Rosa ,129,NA,NA,300,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JN.MOTOS,https://produto.mercadolivre.com.br/MLB-1122960131-capacete-moto-new-liberty-four-pro-tork-r8-fechado-rosa-_JM#position=51&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,NA,NA,NA,NA,NA,#1122960131,Rosa,"56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1895, Capacete Preto Moto Cross Masculino Pro Tork Promoção!! ,217,NA,7,293,12x,18.14,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/SMART_SHOP_ATACADISTA,https://produto.mercadolivre.com.br/MLB-885076647-capacete-preto-moto-cross-masculino-pro-tork-promoco-_JM#position=52&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,1,0,0,0,0,#885076647,Preto,"58 cm,56 cm,60 cm",Pro Tork,TH1,CAP - 227 PT,Aberto,Simple,Material antialérgico,ABS,Adultos,NA,NA,NA,NA
1896, Capacete Moto Pro Tork 788 Modelos A Escolha ,117,NA,42,984,12x,9.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,338,https://perfil.mercadolivre.com.br/SPORTRACER,https://produto.mercadolivre.com.br/MLB-805271285-capacete-moto-pro-tork-788-modelos-a-escolha-_JM#position=53&type=item&tracking_id=f7bf7fb2-5438-4c4a-b86a-e63ed1749da7,262,52,14,3,7,#805271285,Preto,56-58-60,Pro Tork,788,788 Evolution Las Vegas,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1897, Capacete Moto Rovcan Rvc 370 Cross Com Viseira Promoção ,279,NA,7,2,12x,23.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PLUS+MOTOCENTER,https://produto.mercadolivre.com.br/MLB-1091839999-capacete-moto-rovcan-rvc-370-cross-com-viseira-promoco-_JM#position=1&type=item&tracking_id=16bb0097-9801-4ffb-8c62-a024d5d6da47,NA,NA,NA,NA,NA,#1091839999,Branco/vermelho 2,"N 62,N 56,N 60,N 58",Rovcan,RVC-370,LHG / CAT,Cross,Simple,Resina termoplástica,ABS,Adultos,NA,NA,NA,NA
1898, Capacete Moto Protork G6 788 Evolution Azul Rosa Vermelho ,136,NA,3,200,12x,13.03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-984245492-capacete-moto-protork-g6-788-evolution-azul-rosa-vermelho-_JM#position=2&type=item&tracking_id=16bb0097-9801-4ffb-8c62-a024d5d6da47,NA,NA,NA,NA,NA,#984245492,"FACTORY AMARELO,FACTORY ROSA,LIMIT AZUL,LIMIT VERMELHO,PRO CINZA,PRO ROSA,PRO VERMELHO,RACING AMARELO,RACING LARANJA,RACING ROSA","58,60",Pro Tork,Evolution 788 G6,EVOLUTION G6,Integral,Simple,NA,Casco injetado em ABS,Adultos,NA,NA,NA,NA
1899, Capacete Moto Pro Tork New Liberty 4 Four - Kit 2 Unidades ,118,NA,62,598,12x,11.36,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,345,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-879436383-capacete-moto-pro-tork-new-liberty-4-four-kit-2-unidades-_JM#position=3&type=item&tracking_id=16bb0097-9801-4ffb-8c62-a024d5d6da47,232,74,26,4,9,#879436383,Preto,"56,58,60",Pro Tork,New Liberty,New Liberty Four,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
1900, Capacete Moto Fly Infantil Fun Power Preto ,119,NA,11,4,12x,10.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-948280999-capacete-moto-fly-infantil-fun-power-preto-_JM#position=4&type=item&tracking_id=16bb0097-9801-4ffb-8c62-a024d5d6da47,1,0,0,0,0,#948280999,"52,54,56",NA,Fly,Fun,Fun Power,Integral,Simple,Resina termoplástica,ABS,Crianças,NA,NA,NA,NA
1901, Capacete Moto New Liberty 4 Pro Tork ,120,NA,5,2700,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1559,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-978666702-capacete-moto-new-liberty-4-pro-tork-_JM#position=5&type=item&tracking_id=16bb0097-9801-4ffb-8c62-a024d5d6da47,1044,323,140,31,21,#978666702,"Azul,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 4,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1902, Capacete Bell Moto-9 Pace Black White Tri-composto ,699,NA,1,14,12x,58.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STARRACER+OUTLET,https://produto.mercadolivre.com.br/MLB-1199343906-capacete-bell-moto-9-pace-black-white-tri-composto-_JM#position=6&type=item&tracking_id=16bb0097-9801-4ffb-8c62-a024d5d6da47,NA,NA,NA,NA,NA,#1199343906,Pace Black White,"56,59,61",Bell,NA,Moto-9,Cross,NA,NA,NA,NA,NA,NA,NA,NA
1903, Capacete Moto Ls2 Ff358 Pt Viseira 2mm Forro Removível ,600,NA,1,1,12x,50.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GENERAL+MOTOS-OFICIAL,https://produto.mercadolivre.com.br/MLB-921454782-capacete-moto-ls2-ff358-pt-viseira-2mm-forro-removivel-_JM#position=7&type=item&tracking_id=16bb0097-9801-4ffb-8c62-a024d5d6da47,NA,NA,NA,NA,NA,#921454782,- - -,54,LS2,FF358,Monocolor,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
