search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Usos recomendados,Línea,Modelo alfanumérico
1975, Casco Moto Hawk 721 Abierto Vintage Negro Mate Oficial ,2932,NA,13,635,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,253,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1746,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=o811HHX%2BaT9xFBSdB2fR7ly17xO72mDkR%2BTY42fl6A8HY5rOrId2gA%2BvmTP8Dae7Mo7P7bZ8zDhu3KBlE59hCVyYPrh5J3D1hkCa0%2BV7DhLy6qQqNUdmYZuZxLACRRC%2BQtX6lDizIkuABSexSOUZW6DC0EwQCcCZy5An3BhJ%2B2ykXmCvO%2FhJkHxhWQhXag0sx0p9k4uDei85S%2BgEF8IIA9z9Pi3zoGX1%2F0UMQL%2B6q4g%2B6IMh3mQDg2kmboGjmEm3OQXvoWUZ8yQgbYtuGVmvM0xFlvzKXDbRIeZGhIz3EjZuKJr%2BpuFb9Ko0TVWl47x8F6DUccVvGvlMVCBIQfTKoI5UaS%2B4um4wwEZGIDfPm8g1oCpynIYieZYc8N3ROmm%2BSSOP7hV%2Bu%2FuCD4Jy9Gh1c7FnlBRTULeo5FZc1eqOsRjZBj92cNdOg4zYuDBl3vSI2Mh9ocflfQgQ97SGgk3%2FxWd8D9Hg%2FAgTPHoC%2FYjZQkGjCZugET6MkKtaWIqfKrUNFIYT30a6rNW0HnOw1nlcN6VE1QGNyqEIldPaoC0dYZlH9WE7fMU%2BOlZvXeun6kCv2Ig1NISDRcD%2BcsMrbx5f6rGHHVqBI3gk5s4kcsOx0qixexMWwNyF5Pqk8OtKjiwekFJx1EU3XOmH%2F6foJpW2a62SOnYhcVt9PklZfTT4CvUXRDA1pnY3WYd0h2Qfrdh7Hs5c2osGYaN3E1RC9J4XksUF5dSOXfAYnsMLYtc8eyhnWFluj7DqSGUHKcZSIxVLyo4JPuqWjy%2BB3KQKYsnSTuaBimn2g1h3TiWmZfNM8wWP1yxYXwZe1TB7OKCDYubOM7gLbV3EopBbLGF852kpD%2B56IOPbWEnvO5eFSBO0IN%2FWhtjFmShuTnLHdj8eCGaNXSTk7lZnxnZm3yaYXlpt%2BMUv8a%2Bv9zpv%2Fb%2FRbjTlMuJMVstjrKt3FKpUxRalAfgScqDrshGXckYgU6hmSBCKDU3lh5IBVSigZDyzNzoXYU5bqvtnl%2B1KY1r2xgBtsju44L%2F%2FtHoxeNTboYAmVEiOCRn7loec3AbJP9q95nEibaAhWso9k8NBSxwoetaaPp5j1lYhxP4mmNUdPGmd4UlW598PjBY3GkgiDDNxCfNzomya5gIu8GWkuYdNp7NTgAQTf%2BBxKrJGwAo8n%2BE6QOSwjTqA7rRWEEjePKJWhH0GAYE7eVIDTj%2BOYBx2S1iM4ZioOQc117KtdFY6XgbEtcvv0A1lpNidiOSHMHk9DGSP8dEiKjJ6c6%2FSUeLGtRaX6xYKiqLN17%2Fqq%2FOZbQYXg%2Fo%2Bur9YYqNJoaq%2Fciy2va8KwV8xhEROUeNV69kJqKhcnk5wjcojB1a6X6UGlQPLqYGCz1BZlATpm7mxaZaKX%2FylbmnDZTrlbDLiHW2MOQX23%2F8VFovxK5JdYWbQSGL111QgSOu1iDl48LE9qiKhSfEmxIYErb33cKZcmrp70VXPWXVAkriBiDrIl6CvHfj08gvvL1z3PymUh9ITeO0ElzJTHS7M8VvBG1yCS%2FGXHEKwJgzvvwhSoZ%2BMXpGxf89frRo8mfDxIuan65OW9li7QHFAChAfot0S8NnZVGJ7H7s%2FPNhrLkufb9MPcl8TSKhhAZuTZq24DBzVCuHnyPPztdKi7sX0JN93oUXzXEYM1wqnEi0XaEZl6vJUUg5QHmTeBUvgr%2FreUU7XSdxi4idhvUVVkuuQLPQgeAlT1FPz7V%2B7S73VKc2l9HkLfswR%2Bz8rP9Dkdc9Kd838uhVXx31HfqGsLs5oCvM4jPFdHJiym3k4iDAVEbJMcrNe8P2W%2BhCEwSW%2BeMHLMAYs9RfH%2Ff%2B5AdSCY8cc8jus2zSRB2s%2BWQ8Yn0W3tL7B%2FEDEjALoaSe4d1ehHLORHca1j7Y1iGc8l88qJkuptgRoAKmmvyke%2BFiVFG%2FfR7Lpkueu8v5sd%2F7PyoXRYmzWG269%2FkqPEpCNZTn419bEH4W00HHFAJZE2%2B%2BhaURDhlUPJCTfJ8hp8zmkknDmN%2FFaPHSkoQAhPsSJdcYcnVvowA%3D%3D,174,69,9,1,0,#777254126,"Negro mate,R40 CREMA","S,M,L,XL",Hawk,721,Abierto con Visera,Simple,Cuero sintético,ABS,Adultos,NA,NA,NA
1976, Casco Motocross Enduro Zeus Gj 901 Cross Atv 2019 Fas Motos! ,4620,NA,73,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-621855886-casco-motocross-enduro-zeus-gj-901-cross-atv-2019-fas-motos-_JM#position=15&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,2,0,0,0,0,#621855886,Amarillo,M,VCAN,GJ901,Cross,NA,NA,ABS,NA,NA,MX,NA
1977, Casco Shiro Integral Negro Mate Sh821 Moto Ciclofox ,3999,4999,31,17,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/CICLOFOX,https://articulo.mercadolibre.com.ar/MLA-697524942-casco-shiro-integral-negro-mate-sh821-moto-ciclofox-_JM#position=16&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,2,0,0,0,0,#697524942,Negro,"L,XL,XXL",Shiro,SH-821,Integral,Simple,NA,ABS PREMIUM,Adultos,NA,Integral,NA
1978, Casco Mt Axxis Draken Nukem Naranja Solo En Mg Bikes ,4588,NA,3,3,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MGBIKESPARTS,https://articulo.mercadolibre.com.ar/MLA-691281602-casco-mt-axxis-draken-nukem-naranja-solo-en-mg-bikes-_JM#position=17&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#691281602,Naranja,S al XXL,Axxis,NUKEM,Integral,NA,NA,NA,NA,NA,NA,NA
1979, Casco Rebatible Hawk Rs5 Rebatible Cuotas Y Envio Gratis! ,3899,NA,13,19,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,888,https://perfil.mercadolibre.com.ar/ANTARES-MOTOS,https://articulo.mercadolibre.com.ar/MLA-639061374-casco-rebatible-hawk-rs5-rebatible-cuotas-y-envio-gratis-_JM#position=18&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,563,238,57,15,16,#639061374,Negro,2746189490765,Hawk,RS5,Rebatible,NA,NA,ABS,NA,Urbana,Rs5,NA
1980, Casco Integral Ls2 352 Rookie One Moto Scooter Ruta Dompa 6 ,5690,NA,1,3,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,3,https://perfil.mercadolibre.com.ar/DOMPAMOTOS,https://articulo.mercadolibre.com.ar/MLA-612237247-casco-integral-ls2-352-rookie-one-moto-scooter-ruta-dompa-6-_JM#position=19&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,2,1,0,0,0,#612237247,Fucsia,XL,LS2,One,Integral,Simple,Resina termoplástica,ABS,Adultos,Carrera,Rookie,FF352
1981, Casco Hawk 721 Abierto Varios Colores Vintage Retro Bobber ,2820,NA,105,345,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,253,https://perfil.mercadolibre.com.ar/MOTO+DELTA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=dqGjTQThwz%2F7VMdo7q%2FSiE1XHsYFHA5g1KrzqYBCCpS%2F179Sa89PylqooOanEIQKrY1Yfbq1KQ1xSBC09dcvBi578%2FqGkfsuRB4y9gP3yUUmk62K0W9WX%2FJ2MJWr1KXT66ejELeJEh%2BXtMiMFHV8mJ08mm%2F3jXMA4ZBeGeNRNUoUslDwtRDmTPEU1HM1bvCKunZeY%2F05PnGFW%2FZbLv29yF7SlfSTqQEUXuHSpWs1YTQFHltgS3wTkSYZDHPJIrefS%2FEC1aUdhRFjWNlVpW9eTkQehjVTBXbMG%2FsCE84az0Y7FVEkguLbE%2FHsWwB1TWG2QyTJ0CKJvaYV7gzk%2Bpkt%2Fv%2FayMLDyQSrYxS8leghta4zen4l5S188xY5VBB0z5Xq355ZjoqaSqVtNRMEs%2F6hGedFTF%2FNjZUfQvAFJ4UETY%2BAH4eSD7jQBP9zi1GCIV%2ByByB5cPZ2qAlokNz%2Fnf3meCTW6vGz5gQEJIcYvGJO4TYcOjYiqO5SmppCmZOLeTgItaay87qJciBWNHlvVi1A996qC0pCcWSDss8%2FZF5FWDIxzv9Sp7tg0eHw9HGw07VYUcL5idp2S1WAwoksaYwd5UeGT08lskuaEiNPhanBiKua27qRK03mda7tb0AyS%2F0%2FoUPt%2FgaPvxvfvfcN9BqIbfHYvTN5Pi6B1tfNQ0kfmGeXcCAhnUQuyVXVQs%2B%2FMIk8pLE3cxUuJBck%2BIc%2FzIuw93rH2W1IIYm1YhKbACje86qTuk5NldysKr5AoOFbbLyoXlxdovwB%2BAMZIiD6j0ijMTkkNDDefDXZ8Ftcs%2B65CEKXUUNE80CKAm7IFS%2BztQGpakFhIFNHWKglnS5SnzPFBaW6PmxRoBhoJBCWQ1s06BgBz70Cb8qyD27BWC5%2BtYZ2LtJ2OyAtJFhnq9R0FIReSfLVi%2BzqYDpc4MJgIkIyFrXB3UFSgViGev%2FDGyfrvsoHxgmsrtbFi8R1H%2BhSf9bLbYjYv73DxO0z4tzOhxxMojKmcj3j2ra7%2FKzpsrf1%2BYhg5imdQBKHck8d%2BnDlXwOEa9FofO5bhk%2FOV7JFEtNHkX2M%2FbrrpQEdUL%2F9kc4JrYxp8OW9c95ONIZaBEpCXqXwgF%2FBnCulS4LVlqR6fwrN7m8B3hPmEqxL8PVyX6Wu%2F%2BMUCuTcWr2ZlvUlzV5ift8gvoRUf2gGLvYtf0180OHAMQwN6taCDc6V6oOozauZWEMFaw2f8r8Wmz5qlsF0MmHd%2Fkx7iUxm1WLu1zLYfMEYyx1EdRqcW9hzJhUDc2aPJbYYVTomILLB3A8p8cz%2Bgft9BP5Vk5gChaCVD6F8luzRRB9IHWAMoM%2B1cSTVGivG4fubaEAiJVkKNHJUJyQ%2BPkzgWFSgo52%2FP6NTdmxJDz%2BWG95zmQaSksknBKH%2BOyz3MADOwcgt863sB4pWYOUxFCfGDApl%2BmZFekOiobBVug1lUTiHzVSH%2F1QNU0wexUx4Vr04Yd6OIQ9%2B6SSPXPRIvyJeN1vBReeqSZo6HccLu%2FRygMydTnW%2FevXCdYwnQxfK%2BQLRD84bjTJ7d2pVVqMZD34i2750yccZxsBdXx6qNCT0i6wBbQ5ArapwWv0wtooqwdDVWRAr%2BM7xZf1kHGRM6wCSeQF7WqvkVT7WQ%2BLf4MxW7NxWMpZH%2FAyx26p8WfRuPYmyLb9%2BNyeZ6PljrNIxqmTfeei53Ixs4IcOADVhdWXsbYJfAtUiifhp3lcdDdwI1FljoEfmKbtMXwGlpLBjBFc8L3359ifeCvpcARl3IhkAIqyLWYQRXLlwMqAwdjYhbiO1vdmWd8aZY7P0lWwVK7iALDRfEIqBHVsMjz8rx5O7o15Jgz5nhprggjCQOTplKhDLCkBpptSF0NfBfn9rcTnjKya%2FCH3Li2hCfdcylgb8yvR4nduq2zY3zO9owFnyrc0n%2BwWxc6g2BT34oq3ZiMcGs8yn4hJqQd83JxNaxwoqtH8cj1PoV%2FGAMqGAHdXhBLRIm62BUfVOQyMLPwHF3Zf9EI0n6VnILtSDh9pkZIuqwIMb4rB9BJ4%3D,174,69,9,1,0,#626362914,"RUTA 40 NEGRO MATE,380W TORINO,GULF,Negro mate,Never give up,RUTA 40 NEGRO MATE,Ruta 40 crema,Sunset","S,M,L,XL",Hawk,721,Abierto,Simple,Poliestireno,ABS VIRGEN,Adultos,NA,721,NA
1982, Casco Mujer Okinoi Rebatible Rosa Envios Gratis Al Pais ,2968,NA,5,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,53,https://perfil.mercadolibre.com.ar/ANTARES-MOTOS,https://articulo.mercadolibre.com.ar/MLA-640560338-casco-mujer-okinoi-rebatible-rosa-envios-gratis-al-pais-_JM#position=21&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,35,9,6,2,1,#640560338,Rosa chicle - Rosa Chicle,"M,L,XL",Okinoi,OKN-1,Rebatible,NA,NA,NA,NA,NA,Rebatible,NA
1983, Casco Abierto Caberg Riviera V2 Negro Mate Mg Bikes ,4800,NA,4,5,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,4,https://perfil.mercadolibre.com.ar/MGBIKESPARTS,https://articulo.mercadolibre.com.ar/MLA-665702844-casco-abierto-caberg-riviera-v2-negro-mate-mg-bikes-_JM#position=22&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,2,2,0,0,0,#665702844,Negro,"S,L,XL",Caberg,V2,Abierto,NA,NA,Policarbonato,NA,NA,Riviera V3,NA
1984, Casco Rebatible Hawk Rs5 - Blueink Pinamar ,3000,NA,5,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,888,https://perfil.mercadolibre.com.ar/BLUEINK+PINAMAR,https://articulo.mercadolibre.com.ar/MLA-688392943-casco-rebatible-hawk-rs5-blueink-pinamar-_JM#position=23&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,563,238,57,15,16,#688392943,NA,NA,Hawk,RS5,Rebatible,NA,NA,ABS,NA,Urbana,NA,NA
1985, Casco Moto Integral Hawk Rs1 Blanco Visor Devotobikes ,2145,2750,11,74993,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,330,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-760556531-casco-moto-integral-hawk-rs1-blanco-visor-devotobikes-_JM#position=24&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,219,69,35,5,2,#760556531,Blanco,"L 60CM,XL 62CM,S 56CM",Hawk,RS1,Integral,NA,NA,NA,NA,NA,Urbano,NA
1986, Casco Abierto Con Lentes Punto Extremo X600 Negro Mate Rpm ,3175,NA,12,13,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,3,https://perfil.mercadolibre.com.ar/RPM-1240,https://articulo.mercadolibre.com.ar/MLA-704051227-casco-abierto-con-lentes-punto-extremo-x600-negro-mate-rpm-_JM#position=25&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,2,0,1,0,0,#704051227,Negro - Mate,sa m l xl,Zeus,X600,Abierto,NA,NA,Policarbonato,NA,NA,punto extremo,NA
1987, Casco Moto Ls2 352 Rookie Negro Brillo - Junin Moto Bike ,4490,NA,4,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/JUNIN-MOTO-BIKE,https://articulo.mercadolibre.com.ar/MLA-805384165-casco-moto-ls2-352-rookie-negro-brillo-junin-moto-bike-_JM#position=26&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#805384165,Negro,"XS,S,M,L,XL,XXL",LS2,F352 Rookie Single Mono Negro Brillo,Integral,Simple,Poliestireno,HPTT,NA,NA,NA,NA
1988, Casco Suomy Joo Butterfly - Blueink ,2200,NA,2,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,21,https://perfil.mercadolibre.com.ar/BLUEINK+PINAMAR,https://articulo.mercadolibre.com.ar/MLA-782494578-casco-suomy-joo-butterfly-blueink-_JM#position=27&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,14,6,0,0,0,#782494578,Gris claro,"L,XL",Suomy,Butterfly,Abierto con Visera,NA,NA,NA,NA,NA,NA,NA
1989, Casco Integral Max V121 Faster Negro Edicion 20172018 ,3862,4828,11,8,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,11,https://perfil.mercadolibre.com.ar/WSTANDARD+GROUP,https://articulo.mercadolibre.com.ar/MLA-772105874-casco-integral-max-v121-faster-negro-edicion-20172018-_JM#position=28&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,10,1,0,0,0,#772105874,Negro,"S,M,L,XL",Max,V121,Integral,NA,NA,NA,NA,NA,NA,NA
1990, Combo Casco Custom Americano Ecocuero Negro & Antiparras ,2105,NA,3,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RIDERCRAFT,https://articulo.mercadolibre.com.ar/MLA-754220754-combo-casco-custom-americano-ecocuero-negro-antiparras-_JM#position=29&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#754220754,Negro,XL,Fabricacion Artesanal,Americano LG con Antiparras,Abierto,NA,Poliéster,ECOCUERO,Adultos,NA,Vintage,NA
1991, Casco Integral Ls2 353 Rapid Infinity Negro Blanco Fas Motos ,5990,8386,50,5,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-616362442-casco-integral-ls2-353-rapid-infinity-negro-blanco-fas-motos-_JM#position=30&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,1,0,0,0,0,#616362442,Negro Y Blanco,"S,XL,XXL",LS2,353,Integral,Simple,NA,ABS,Adultos,NA,Road,NA
1992, Casco Moto Integral Bieffe By Peels Doble Visor B52 B08 ,3686,5671,16,41,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,3,NA,https://articulo.mercadolibre.com.ar/MLA-759025158-casco-moto-integral-bieffe-by-peels-doble-visor-b52-b08-_JM#position=31&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,3,0,0,0,0,#759025158,Negro - Plata/Dorado,"M,L,XL",Bieffe,B08,Integral,NA,NA,NA,NA,NA,B-52,NA
1993, Casco Integral Doble Visor Shiro Sh-715- W Wolf!! ,3420,3800,5,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BRM-ONLINE,https://articulo.mercadolibre.com.ar/MLA-645383494-casco-integral-doble-visor-shiro-sh-715-w-wolf-_JM#position=32&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#645383494,Rojo,XL,Shiro,SH-715,Integral,NA,NA,Policarbonato,NA,NA,Urbana Doble Visor,NA
1994, Casco Abierto Para Moto Vertigo Vintage History 2 Retro ,1750,NA,6,3,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,31,https://perfil.mercadolibre.com.ar/LOQUIEROYA-TIENDA,https://articulo.mercadolibre.com.ar/MLA-788609240-casco-abierto-para-moto-vertigo-vintage-history-2-retro-_JM#position=33&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,23,5,3,0,0,#788609240,Negro Metal,"M,L",Vértigo,Vintage History 2,Abierto,NA,Poliestireno,Policarbonato,Adultos,NA,NA,NA
1995, Casco Moto Integral Mac Street Monochrome Camo Yuhmak ,4790,NA,2,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/YUHMAKSA,https://articulo.mercadolibre.com.ar/MLA-767469278-casco-moto-integral-mac-street-monochrome-camo-yuhmak-_JM#position=34&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#767469278,Negro - gris,"S,XXL",MAC,Street Monochrome,Integral,Simple,Poliestireno,ABS,Adultos,NA,Camo,NA
1996, Casco Mt Thunder 3 Sv Solid ( Doble Visor ) - Rvm ,6570,NA,3,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,11,https://perfil.mercadolibre.com.ar/RVM.MOTOS,https://articulo.mercadolibre.com.ar/MLA-752730791-casco-mt-thunder-3-sv-solid-doble-visor-rvm-_JM#position=35&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,4,6,1,0,0,#752730791,Negro brillo,"S,XXL",MT Helmets,Thunder,Integral,NA,NA,NA,NA,NA,Thunder,NA
1997, Casco Moto Zx3 Hawk Warrior Integral Blanco Rojo Cuotas ,3960,NA,1,79,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-783191346-casco-moto-zx3-hawk-warrior-integral-blanco-rojo-cuotas-_JM#position=36&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#783191346,,"S,M,L,XL",Hawk,WARRIOR ZX3,HAWK,NA,NA,NA,NA,NA,NA,NA
1998, Casco Integral Agv K3 Sv Solid Doble Visor Ece Pinlock Sti ,18505,25907,211,19,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,22,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-616939228-casco-integral-agv-k3-sv-solid-doble-visor-ece-pinlock-sti-_JM#position=37&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,17,4,1,0,0,#616939228,Blanco,"XL,XXL",AGV,K-3 SV,Integral,Doble,Dry Confort,Resina Termoplástica,Adultos,Urbana,Integral,K3 SV
1999, Casco Integral Mac Street Monochrome Zebra Pista Devotobikes ,4343,NA,1,9999,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-758459144-casco-integral-mac-street-monochrome-zebra-pista-devotobikes-_JM#position=38&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#758459144,Negro,XS 54CM,MAC,Zebra,Integral,NA,NA,NA,NA,NA,Street,NA
2000, Casco Moto Mujer Axxis Draken Ronin B3 Rosa Rojo Devotobikes ,4159,6500,41,3996,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,2,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-761737928-casco-moto-mujer-axxis-draken-ronin-b3-rosa-rojo-devotobikes-_JM#position=39&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,0,2,0,0,0,#761737928,Rosa,"M - 58 cm,L 60cm,S 56CM,XS 54CM,xl 62cm",Axxis,Butterfly,Integral,Simple,Poliestireno,resina termoplastica,NA,NA,Draken,NA
2001, Casco Hawk 721 Abierto Visor Moto Torino Edicion Limitada 6 ,2834,NA,8,12,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DOMPAMOTOS,https://articulo.mercadolibre.com.ar/MLA-735081717-casco-hawk-721-abierto-visor-moto-torino-edicion-limitada-6-_JM#position=40&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#735081717,Blanco,"S,M,L,XL",Hawk,721,Abierto,Doble,Resina termoplástica,ABS,Adultos,NA,ABIERTO,NA
2002, Casco Fox Metah Flow - Blueink ,7800,NA,1,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BLUEINK+PINAMAR,https://articulo.mercadolibre.com.ar/MLA-763785103-casco-fox-metah-flow-blueink-_JM#position=41&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#763785103,"Amarillo,Amarillo o rojo","L/XXL,XS/S",Fox,METAH FLOW,Cross,NA,NA,NA,NA,NA,metah,NA
2003, Casco Integral Doble Visor Mt Blade Remix Brillo. En Brm!! ,4675,5500,2,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BRM-ONLINE,https://articulo.mercadolibre.com.ar/MLA-720334744-casco-integral-doble-visor-mt-blade-remix-brillo-en-brm-_JM#position=42&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#720334744,Blanco/Gris/Azul,"M,XL",MT,Blade,Integral,NA,NA,El mejor,NA,NA,Urbana,NA
2004, Casco Mt Atom Sv Solid ( Doble Visor ) - Rvm ,8361,NA,5,12,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RVM.MOTOS,https://articulo.mercadolibre.com.ar/MLA-751575139-casco-mt-atom-sv-solid-doble-visor-rvm-_JM#position=43&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,NA,NA,NA,NA,NA,#751575139,Negro brillo,"M,L,XL,XXL",MT,Atom SV,Rebatible,NA,NA,Policarbonato,NA,NA,Atom,NA
2005, Casco Moto Rebatible Hawk Rs5 Vector Doble Visor Blanco Brillante Argenmotos ,4488,NA,2,8,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1053,https://perfil.mercadolibre.com.ar/ARGENMOTOS,https://articulo.mercadolibre.com.ar/MLA-767605950-casco-moto-rebatible-hawk-rs5-vector-doble-visor-blanco-brillante-argenmotos-_JM#position=44&type=item&tracking_id=98b723d2-a579-4a9d-a0cb-f9effd317d23,642,281,83,30,16,#767605950,Blanco,"S,M,L,XL",Hawk,RS5 Vector,Rebatible,NA,NA,NA,NA,NA,Rebatible Doble Visor,RS5 Vector
