search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Modelo alfanumérico
1002, Afeitadora Eléctrica Mwgears-gm7043 ,896,NA,0,3,18 meses,49.78,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SIMAROMX,https://articulo.mercadolibre.com.mx/MLM-628151482-afeitadora-electrica-mwgears-gm7043-_JM,NA,NA,NA,NA,NA,#628151482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003, Terminadora Y Rasuradora Wahl Detailer Rotary Motor Trimmer ,"1,340",NA,0,1,18 meses,74.44,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ALANVELAZQUEZ0,https://articulo.mercadolibre.com.mx/MLM-642897615-terminadora-y-rasuradora-wahl-detailer-rotary-motor-trimmer-_JM,NA,NA,NA,NA,NA,#642897615,Wahl,Trimmer,Detailer,Planos,1,Láminas,Eléctrica,NA,NA,NA
1004, Miserwe 5 En 1 Para Mujer Afeitadora Eléctrica Indolora Ipx4 ,"1,706",NA,0,3,12 meses,168.54,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VITA_LIFE,https://articulo.mercadolibre.com.mx/MLM-647297833-miserwe-5-en-1-para-mujer-afeitadora-electrica-indolora-ipx4-_JM,NA,NA,NA,NA,NA,#647297833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005, Mquina De Afeitar Elctrica Fs372us Flyco Afeitadora ,506,NA,0,200,18 meses,28.16,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CIMAALEGRIAMX,https://articulo.mercadolibre.com.mx/MLM-654777501-mquina-de-afeitar-elctrica-fs372us-flyco-afeitadora-_JM,NA,NA,NA,NA,NA,#654777501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006," Rasuradora Strong Shaver, Diseño De Presicion ",447,NA,0,10,18 meses,24.83,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ALCARRITOGDL,https://articulo.mercadolibre.com.mx/MLM-655204822-rasuradora-strong-shaver-diseno-de-presicion-_JM,NA,NA,NA,NA,NA,#655204822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007, Philips Rasuradora Aquatouch Eléctrica At610/14 ,"2,969",NA,0,10,18 meses,164.94,NA,Envío gratis a todo el país,NA,NA,4.5,4,https://perfil.mercadolibre.com.mx/CAIBERAFAEL,https://articulo.mercadolibre.com.mx/MLM-659635780-philips-rasuradora-aquatouch-electrica-at61014-_JM,2,2,0,0,0,#659635780,Philips,AquaTouch,AT610/14,NA,NA,NA,NA,NA,NA,NA
1008, Rasuradora Electrica - Philips S9000 Prestige Qi-charge ,"12,499",NA,0,2,12 meses,"1,234.89",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BESTDEALSDEUSA,https://articulo.mercadolibre.com.mx/MLM-663156357-rasuradora-electrica-philips-s9000-prestige-qi-charge-_JM,NA,NA,NA,NA,NA,#663156357,Philips Norelco,S9000 Prestige,SP9860 / 86,Giratorios,NA,NA,Recargable,60 minutos,NA,SP9820/88
1009, Afeitadora Eléctrico Flyco Mini Shaver Portátil Prueba De ,437,NA,0,200,18 meses,24.30,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DRESSTOPMX,https://articulo.mercadolibre.com.mx/MLM-663209058-afeitadora-electrico-flyco-mini-shaver-portatil-prueba-de-_JM,NA,NA,NA,NA,NA,#663209058,Flyco,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010, Protector Para Afeitadora Eléctrico Para Braun Shaver Eva R ,399,NA,5,3,18 meses,22.17,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CZREYE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=0VmXgMXO%2BbHzx2vcdOUUFCsJ%2FQbHFWdK389mXRIJktETS%2BT1Tf97On29qST%2BXXG6o2UQWp8wtbRX%2F0bEYueUWUxNDmU4RCgQhGfKJe57mByslbq8rtFl13Mr1XqoE38hUIIx%2BgH39mzEIq7fJPD42dR5USf%2BHS0TwzpMjMYFFuQblhI5Fa4QU1%2BmaRgbSUyWSLhVCnA%2FIzSd1qo5lr4iXWMmpznVUhH5jGXlc447fqxe1M6eDUk6hfR3zYxCTKkLGJyRh3vahVj%2FmA4ijbIlNONXgLj5nNDxEWn00bifQEyczmvnoSyH4WaVMm%2BIr6dPkpUlqQn1O8eoeN%2BIfaH1%2B2G8fc1vavfZKwdOqKCzgX1y2sCFMsoKg5ZHxPevqpXFuvvyFSSB6bhzM7U7QcqYh%2BjbYNEW%2BtDD44xmXWZEza2ghn5WUP%2F9l%2FxFAzACwgghBitm0zWzXn2BpOFQaqOoWt3FgJ9%2BRzuDvSLSrD7NpewzWog0j7Qg7XX%2FfG%2Fbei97l%2FSefATQpZHBlY6jcrA0YfwWz5hy4q8aWdLCnY2a4ZvVqpMgtY5DDHo0bG8EaW61iTP8DXa%2BI4frQl0H0zUzk5xlPdDK5SUKlrdiIrckAb7yolrZJWv16kwznN40ARhcSJfYub%2Bvd2z8XjUiw5SnuyyyOWSxb6Pv9C2LvYaQe%2FUUR6AG0tWR3bOXCnXzgjIZygymSSG1zb4s%2Fu8OJNaa%2FgQF3YrUJb8Mqu18opcT1Gxdc%2BSpOmvkPRAVRlKo2MVSBQu6iFsUhX7e%2F5xG7fC%2BAQFc6tSBZsxzR4%2BrXFEwBp8EZKKwlFXz86vvydjhV0x5Ux6isDFw2GkdunZ3MDaci6x3kTV9EOBlYo1K9XYx7hmOKea3%2BhTzRkN8Dp1U05gixAGh33ZQiuYm6pRhMC1WZvr%2BCnlSpIbso7kQ3E3v0m14Y583W0HqkJWBeXrRXhf5PXHCip%2Fq0QDjsHlXfXThMRXniDs1qCWWpnwfDt0jAfM0ju0a4sLLpwVl9WvyHvJV66BTE%2B7AnaNrwq9q589DfagfOCPQpJt6IFUsJkQgs1ojfsFX1VWwhtD%2FqWGyUzMSSTzi3D1eAE3ZyWIxeYL%2FsZov5JpI7YhdqEYN10sBab4EN4cyz6rpjTdbWdf0s7jUltHejIDyiKn0xQZ14tpLanf2jJ9YL%2FL5QIe6%2FZq44vV6eJqjxibWmvUBeuc088zZ9GWsNpOg5qdwyS%2FTRGuz3yJAGjiLx2F8zHY3Um5k8%2F1SO2fpzvqhOOrcv%2FG%2FNwzmhpVQ4CSpixHkjC0jgP4Pkc1szUbvNZlkeUZokb0Z46HujGfz6blfvi%2FkcGNArrGYlQJs%2BCpD8iGUNcvLBR936R%2BxPAGQiICxQsfSSVJjnIKfgU17AXlX6qe6kVlMskTsijTit%2Frjli%2B0LgYKa6c37QK5vsJqnWYWUS1beTeleUJR3EWbOv%2FWway%2BLaI8LCFqi9HEjp3vgihMOnspxVvT2xOup1%2BKkug0iiw%2B%2FNnY9q7ZNFjfDu7c4vubWhr36pMjpXCZSMbx5LjEE6YOBBM7XccGMgK9ozLq6%2Ff%2FrVi85DNtR9JyL%2BooU6OkqyNZ%2B2BgORHHWRvngnXEYaL6Ue1%2BQjGGK8mAaw5YAVJyP5l8wx3SwFaRkMNpCSOQggeno%2BOkCHorrcpI2atkvesxD0ffgOq0E6f71W6Zr3Kg%2BhRlTnIXEpEk7h%2F%2FdD1c5tO77RLb%2FSiP%2BjVRKDR1kbjcAoqbzpMkyfE29wamzGPmAd0uZEYjI2k3W9xXowsbEEWBqMy0MmBZ6eP4NjUCO0dY2bx%2BxQZquVECig3esuvEL91fGOkcoIpljrSeX2goQyxRUYr2kwkNSpAI9cHN%2BYQrX5woXRcuhQ%3D%3D,NA,NA,NA,NA,NA,#609502287,Baili,NA,Mariposa,NA,NA,Láminas,NA,NA,NA,NA
1011, Afeitadora Eléctrico Philips S528 Para Hombres Cuidado Faci ,186,NA,0,200,18 meses,10.38,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DRESSTOPMX,https://articulo.mercadolibre.com.mx/MLM-663211415-protector-para-afeitadora-electrico-para-braun-shaver-eva-r-_JM,NA,NA,NA,NA,NA,#663211415,Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012, Rasuradora Electrica Recargable Navaja Doble Pm16 ,"1,487",NA,0,100,18 meses,82.63,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/UNIONMALLMX,https://articulo.mercadolibre.com.mx/MLM-669557626-afeitadora-electrico-philips-s528-para-hombres-cuidado-faci-_JM,NA,NA,NA,NA,NA,#669557626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013, Nariz Eléctrico Recortadora De Cabello Afeitadora Cortadora ,156,NA,0,165,18 meses,8.69,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/AGENTWALKERSMX,https://articulo.mercadolibre.com.mx/MLM-670007022-nariz-electrico-recortadora-de-cabello-afeitadora-cortadora-_JM,NA,NA,NA,NA,NA,#670007022,AGENTW,NA,AGENTW,NA,NA,NA,NA,NA,NA,NA
1014, Mquina De Afeitar Elctrica Fs372us Flyco Afeitadora ,501,NA,0,200,18 meses,27.88,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FASHIONSHOWMX,https://articulo.mercadolibre.com.mx/MLM-677381598-mquina-de-afeitar-elctrica-fs372us-flyco-afeitadora-_JM,NA,NA,NA,NA,NA,#677381598,Flyco,NA,No Model,NA,NA,NA,NA,NA,NA,NA
1015, Afeitadora Eléctrico Flyco Fs372 Triple Blade 3d ,641,NA,0,999,18 meses,35.64,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/UNIONMALLMX,https://articulo.mercadolibre.com.mx/MLM-677882891-afeitadora-electrico-flyco-fs372-triple-blade-3d-_JM,NA,NA,NA,NA,NA,#677882891,Flyco,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016, Maquina De Afeitar Rasuradora Eléctrica ,160,NA,27,3781,18 meses,8.89,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TODOTECMX,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=hULkmvyF9MJ6QxwYZ2XGQdRSdkSVVysVoH%2BO8r06UMD0NCvTHPOe4LaXk6nNxuXUNYX0UTdKv8n%2FGYxJROZmUhLlpu0bBZyAHMccbvdPbBn9ondhbc757f2hX%2B5Qt%2FijJaP7IeROaxNx0sEKtFCNoXbwpfr0GSvCCZFdLluXsPdIDSK2c%2BbLKKkoghAalVmTFLOi15ZUk8MClnutR2Eys0uZxhfrnhwlPZl6ePnS95xBawV%2FdUoN8wK0ATVHoGc5NvB5aNU4OrWO%2FGNXKrLO2ljGs%2FZhyfpv%2BujqNHiKiFdTj41gr5ziA%2F5TnE0e8hY%2BWHBVK%2Bn8mJnWhGkJde8eAihUrQ2GnZ%2FHh2s46ps1mhphxVIITG%2BtexKKhrfZAYXIKzb0GVM3kbt6%2F3RGPZD6ZPxYUl%2FivppBEqfk5UUKd0%2B6QBXOLyH7NqWaZ1MIA5khDr1Si8Bl1b9dt4b7p3zpynaYpYJZLoP5gnQEeMtZgmUnARaDXtLOeclyiwXUZ6oVDfpN%2BOO1LukQzsd5QgK4k3yqMVDfsJeCCUjdU7TVAvTj3R3doPcCCPVJY8nRGMoZ%2FbbPci2%2F4kSRvV5gCQyXtjOg8pjHK5IpJpi2QquOlvyEgtMlhYyQ1p2tgnei07YQFg6%2BGRr9RWyjBdMnkEG4wb5pFI%2FYOjNJI%2FqRAcOHZVrxEUHomcAPcLnOj68eojdCUkpw%2FX%2BZjseA06cMaMBUPaYR48tyyv%2BlDYA6%2F8iP9lCx16rmQBkRzEP3IGiAyC7HQOTrOcdW6S0KLqCp1cReIu6fUDorNM1kDyCEGH7cjInogSdGQPQZRKeqRxJstfrOBl7n57MJuroH4HkUAb5IHWhvYf5A0Z6IUL2XeOg9pKlrM5yyYMmxUCVsbssbHXnt73hSi1TYTxw89W0BpxTR8pqlJbjU8eJP7yG6B5G1hebWhzPtmrx0hR8qAQMGHxK%2Br6CSFCLKqwseGS78Kd1u4dfeMFvZ4aIiQI6fPyvyUcyHfl%2BMwEJhGQIV07qwLLwtjWsgAznclfWUXS09By%2FwPoX7NVGJgSq9kRhju%2FFbqUMIdgZVS1Kx34sZXkLjaiNdDOPotPqghw0G7dk1qCQdMXiUs3AF1xdketpJmvLXcqy%2BPvIJO9qmL9DQ08TGDPQZbjt%2BBDj5oOePzetQxSQonaCk1iuTUPOFpiFoOjy%2FFEOgIgFNJxfpr76M%2BWwTKfJuFTPwSBx3adJnJzDU0daSOg9q8w0jIYU15tsAnO5PoS6xbo1n%2Bkovd%2FVnDAw3a%2F9vReXGbkpCS3800EfVm22DtvhpEaKyz0PxRwGlT7BXmvVMrHDUGfStpjXBIpR6NvyzEV2ob2kCqQ11LcN1bOsCTTJGQyfgxAjnlpQDjnCn6W9UzF2HzxvcZFyg5G0eJh9q4A8s6ppKQFRzd2KxNiQnPWYHt3qAG2RlQ8KfjiQocGgU7tCRdiJOK143fDTZ76UYN0g9h2tla8DpR0UNV8XKW%2BHLgC0TpAD0T9unPKINuir0a3%2FU%2BSuqk7ohQ7DS4bGF9c542Yq2Yr5wyvajh6AaflIjFvv4TK5%2FB7q3ccjNWzqSIH9lyMAwzb%2BPAxGdVxHNp%2FeBoXd9%2BrJQsOJhfudw9fPmsUyL4WULDMpOCp1W5bFa4B7U89G10vS3Lr%2BJY%2BiYEWiE3Zku2K9wff56YVkiParuNk3ChlHrcIxU9veAT6b%2BTaI7e7Um%2FW6Jgg8Wfq9F8efhRdysp4vF%2B3xW9XMb%2BqtBAXVLZPJ1m65DynaWhFOXw2HIwskYtE61unzunF05JW8AN9UF1wJJd0kk1Wq0ZQ48cnklQP1ss3hT4DsS5yBzRGSMexTGUG8VSEJ1HVeioqltXnoiy4fOcEODv8D2,NA,NA,NA,NA,NA,#554097162,superofertasmx,NA,microtouch,Planos,1,Láminas,NA,4 hrs,0 m,NA
1017, Protector Para Afeitadora Eléctrico Para Braun Shaver Eva Re ,605,NA,0,100,12 meses,59.77,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/JIMA7654975,https://articulo.mercadolibre.com.mx/MLM-678099552-maquina-de-afeitar-rasuradora-electrica-_JM,NA,NA,NA,NA,NA,#678099552,Consuelo Shop,NA,NA,Removibles,NA,NA,Recargable,NA,NA,NA
1018, Kit Rastrillo Brocha Jabon Barber Filos Tazon Tijeras Bigote ,190,NA,0,200,18 meses,10.56,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MXBESTSELLER,https://articulo.mercadolibre.com.mx/MLM-680210994-protector-para-afeitadora-electrico-para-braun-shaver-eva-re-_JM,NA,NA,NA,NA,NA,#680210994,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
1019, Afeitadora Elctrica Flyco Fs370ru Con Cabezas Flotantes 3 ,483,NA,0,200,18 meses,26.85,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUNMUSICMX,https://articulo.mercadolibre.com.mx/MLM-680493061-afeitadora-elctrica-flyco-fs370ru-con-cabezas-flotantes-3-_JM,NA,NA,NA,NA,NA,#680493061,Flyco,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020, Afeitadora Elctrica Flyco Fs370us Afeitadora Recortadora De ,484,NA,0,200,18 meses,26.89,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUNMUSICMX,https://articulo.mercadolibre.com.mx/MLM-680513930-afeitadora-elctrica-flyco-fs370us-afeitadora-recortadora-de-_JM,NA,NA,NA,NA,NA,#680513930,Flyco,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021, Protector Para Afeitadora Eléctrico Para Braun Shaver Eva Re ,189,NA,NA,200,18 meses,10.53,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ANDOERMX?brandId=1814,https://articulo.mercadolibre.com.mx/MLM-680557337-protector-para-afeitadora-electrico-para-braun-shaver-eva-re-_JM,NA,NA,NA,NA,NA,#680557337,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
1022, W482 Afeitadora Eléctrica Recargable 4 Cortador Impermeable ,249,NA,0,2,18 meses,13.83,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/GOAN2934477,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=hcqWzPUpSAT0haX%2FITKpGOiLYPAERsx%2Fl2eej%2FLsifn98RniFtYMr30lI3024Yrvvw0MrScTTCIbhBB%2FeWLEY6R44hUb%2FVBnf9p1uQE0sa1W133h7gxpS5fc%2FQM64V92BWk8NgxofYV%2BtRECyO6hisLGsed15Jaoec8Y3DLtGS8dxosELBmumxOyYkzyWA1TDveYNYWJaFQowb%2F39LR081TvzFWiletXvi%2BVI%2Bw8xmcpTnO6CScgE6AGf37nYNFmVGl5FGbUjLpPVkacul6RHQRMDjS7a6b1W5bJulFR7ZOHT6p3Y2tJHhDtvs%2Bj1GdDPEIRWS5fN2rc7YlGPFwNO7T1syyEOdwUvPGFzNdOpYnAqXU9paVxu0fc4ThY%2BJ3cvis34dR6iDO3s0IE%2B0Jwur2kvp6nSArxwNbKo5Bz9PFgrsR3aj4X0HhzxMg1hju1dLjijmwFjntVfJdqq0%2FmNSf0KtLJeJv6OwJKWXi1rkoqcOO%2F%2B3FDeUQhpn2TCSeLcQOqn%2BIesK7tQarDESnWDB6vkrDIqENc8TLrNs4pYIzUGzG4sHFbyHDGqfMNwOCnapcYYQAn6jRWgC4uZ6ZGTmITnunWW3s0NgxwPx4Tfprbfa%2FkCOGx6G7sXQ7vUgbHNo%2BN%2BRMfMYOwMawxbA8iTYpN7QnqIYMBtODFfqXYjSi4rDpO6Tz%2Fce8u0bdly3joPhJkHgiAZg7N6gdyuckHPZXyaLF0jx1W4hcZmAX0NYu9Kub66gE3CHuCC6KMDURgBpQFfR5mX4dUoqaKfsLYVKlEezz93sNBg2LtYvD3wtYi80rzWi7nny%2Bgw%2B5dDYStN4SgdTDDWotJ2NNHeLklDjmIPWUQrx%2F1RpHNM89EkYu9sy3Br74HcEcZP6pOQe8bJcgAgHiCz1%2BTg0J1GaZHHk8JzoyN9RsFPIp5F7a1wikjhcGU3WBTRB0NyMk6%2FJ10RXJDKKVfeOfsSeZ4nx9qsDZHxJk2gGaK4zD2Rp9lAtmcaE4slnuZtZgujTYGL82t7l%2F%2BnXogO9wlnLVqe%2BZsTxvYg13x96l5ZoL7599G06W7cpkkDMcZfhwdvGOAnwXrhEUYWDGrQkmgHOPOo9kwz5zfB4%2Bp2D9iK5QaRx%2F0B4X2xa%2BKF5NbHYFpX7RYUMdQ0M6igIjVs6cnXHj%2BOiojJo0lavYAgtlzF5rHJr6as9KAoVw%2B0x%2FvWEVmxkMHWEfuDqYJnupDihOjdtDNSbOLo%2FneuyjEcoxkafyPMM3%2BGfJuXopq1XB6LAx5%2FIFMcog4zFs7fOCZBzcCtpmOSh5WGb21G0JJHcVOJtejOt8mvonW3gYBrKnX2SdPBvKYXQOnbaS%2FUD41iU%2FqX057t7T8E8imptQhWBhKkEfriWjEqFikjOD2ISmo6luxd9EmCYoZcxT0tx3KAY%2B%2BygTi0bvfBdhGj8v%2BlugTb8B7D3gu217DNVo0kSJfkdb9jyClaand9R9sFRG7oVBHfmcB8RgtaHH%2BKI4TvJgwCBYhj9JhTwg1tNgRamjq7SrDE8HsLNWeCBQCRbyeHk8Z3mhl51Nf6sy9%2F3OetK5HMWGqSHB89NiforsddDclzynTpxNfNpg6Q9IHwCVMQyG0JstmmTnG3y4xnMr8K1cnTYDNwQnQT7pVO5MyP8gkzkYSlxCScAG9Ux4vB2gzSOVC4DttOCeQZAoYSRAEXVuEkd0fAG38iH1%2FBgCtk%2BqFtjV%2Fd3nVTO%2BnkrSYiGOCxJ2Fzpt3UQcDHQ3a2k59TQMzvA1c0JjBaLNOR6whDquNdLPcuW4Bibbl0MgEcmwBV4aN5fnN3%2BKvUMgR3HR2R86t%2F%2Frpce6YafwMfE5xTH%2BGx4IZDaqn9KThRvUaKEqr,NA,NA,NA,NA,NA,#689154157,Tecnoservan,Viaje,Viaje,Giratorios,NA,NA,Celular,NA,NA,NA
1023, Rasuradora Electrica Braun Serie 3 ,"1,343",NA,0,5,18 meses,74.65,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MXGOODLIFE,https://articulo.mercadolibre.com.mx/MLM-680816808-w482-afeitadora-electrica-recargable-4-cortador-impermeable-_JM,NA,NA,NA,NA,NA,#680816808,SMATE ST,NA,W482,NA,NA,NA,NA,NA,NA,NA
1023, Rasuradora Electrica Braun Serie 3 ,"1,343",NA,0,5,18 meses,74.65,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MXGOODLIFE,https://articulo.mercadolibre.com.mx/MLM-680816808-w482-afeitadora-electrica-recargable-4-cortador-impermeable-_JM,NA,NA,NA,NA,NA,#680816808,SMATE ST,NA,W482,NA,NA,NA,NA,NA,NA,NA
1024, Rasuradora Electrica Recargable Peines 3 9 Mm Corte Pm16 ,"1,998",NA,0,1,12 meses,197.39,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CABOON,https://articulo.mercadolibre.com.mx/MLM-682238092-rasuradora-electrica-braun-serie-3-_JM,NA,NA,NA,NA,NA,#682238092,Braun,Series 3,3000s,Flexibles,NA,NA,Batería,NA,NA,NA
1025, Rasuradora Eléctrica En Seco Y Húmedo Serie 7000 Philips ,"3,999",NA,NA,3,12 meses,395.07,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/IBUSHAK+OFICIALES?brandId=270,https://articulo.mercadolibre.com.mx/MLM-682675163-rasuradora-electrica-en-seco-y-humedo-serie-7000-philips-_JM,NA,NA,NA,NA,NA,#682675163,Philips,Rasuradoras,S7930/16,Anillos SkinGlide,NA,NA,Batería,NA,NA,NA
1026, Rasuradora Electrica Taurus 3 Cabezas Baco ,586,NA,0,7,18 meses,32.56,NA,Envío gratis a todo el país,NA,NA,4.6,9,https://perfil.mercadolibre.com.mx/PROPER+SERVICES,https://articulo.mercadolibre.com.mx/MLM-683990761-rasuradora-electrica-taurus-3-cabezas-baco-_JM,7,0,2,0,0,#683990761,Taurus,TAURUS,Baco,Giratorios,NA,NA,Recargable,NA,NA,NA
1027, Recargable Eléctrico Navaja Portátil Hombre Máquina De Afeit ,465,NA,0,16,18 meses,25.84,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUNGARTISANMX,https://articulo.mercadolibre.com.mx/MLM-685114303-recargable-electrico-navaja-portatil-hombre-maquina-de-afeit-_JM,NA,NA,NA,NA,NA,#685114303,Chung-ZF,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028, Afeitadora Eléctrico Flyco Música Pop -up Trimmer Eléctrico ,406,NA,0,900,18 meses,22.58,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SMART3CMX,https://articulo.mercadolibre.com.mx/MLM-685646964-afeitadora-electrico-flyco-musica-pop-up-trimmer-electrico-_JM,NA,NA,NA,NA,NA,#685646964,Flyco,NA,no model,NA,NA,NA,NA,NA,NA,NA
1029, Máquina De Afeitar Eléctrico Fs302us Flyco Afeitadora Navaja ,465,NA,0,900,18 meses,25.87,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FASHIONSHOWMX,https://articulo.mercadolibre.com.mx/MLM-685660805-maquina-de-afeitar-electrico-fs302us-flyco-afeitadora-navaja-_JM,NA,NA,NA,NA,NA,#685660805,Flyco,NA,no model,NA,NA,NA,NA,NA,NA,NA
1030, Máquina De Afeitar Eléctrico Fs302us Flyco Afeitadora Navaja ,467,NA,0,900,18 meses,25.95,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BESTDISCOUNTSTOREMX,https://articulo.mercadolibre.com.mx/MLM-685786471-maquina-de-afeitar-electrico-fs302us-flyco-afeitadora-navaja-_JM,NA,NA,NA,NA,NA,#685786471,Flyco,NA,no model,NA,NA,NA,NA,NA,NA,NA
1031, Rasuradora Electrica 4 Cabezales Pelo Y Barba Sonar ,379,NA,0,99,12 meses,37.44,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/NAKEDPRO,https://articulo.mercadolibre.com.mx/MLM-687262305-rasuradora-electrica-4-cabezales-pelo-y-barba-sonar-_JM,NA,NA,NA,NA,NA,#687262305,Sonar,rasuradora,etceo,Removibles,NA,NA,Eléctrica,NA,NA,NA
1032, Philips Rasuradora Recortadora Inalambrica 12 En 1. ,"1,100",NA,0,20,12 meses,108.67,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MECALOCKLEDLAB,https://articulo.mercadolibre.com.mx/MLM-688940778-philips-rasuradora-recortadora-inalambrica-12-en-1-_JM,NA,NA,NA,NA,NA,#688940778,Philips,NA,MG7790,Removibles,NA,NA,Eléctrica,NA,NA,NA
1033, Afeitadora Elctrica Flyco Fs360eu Que Afeita Los ,363,NA,0,200,18 meses,20.19,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CASAFELIZMX,https://articulo.mercadolibre.com.mx/MLM-690488468-afeitadora-elctrica-flyco-fs360eu-que-afeita-los-_JM,NA,NA,NA,NA,NA,#690488468,Flyco,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034, Usb Recargable De Seguridad Eléctrico Adulto Nariz De Afeita ,216,NA,0,200,18 meses,12.03,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DRONESTOREMX,https://articulo.mercadolibre.com.mx/MLM-690857569-usb-recargable-de-seguridad-electrico-adulto-nariz-de-afeita-_JM,NA,NA,NA,NA,NA,#690857569,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
1035, Marske Men 4 In 1 Afeitadora A Prueba De Agua Elctrica ,711,NA,0,500,18 meses,39.52,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMPRATECHMX,https://articulo.mercadolibre.com.mx/MLM-692340398-marske-men-4-in-1-afeitadora-a-prueba-de-agua-elctrica-_JM,NA,NA,NA,NA,NA,#692340398,Marske,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036, Afeitadora Elctrica Flyco Fs377us Recortadora De Barba Con ,780,NA,0,200,18 meses,43.36,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUNMUSICMX,https://articulo.mercadolibre.com.mx/MLM-694758592-afeitadora-elctrica-flyco-fs377us-recortadora-de-barba-con-_JM,NA,NA,NA,NA,NA,#694758592,Flyco,NA,No Model,NA,NA,NA,NA,NA,NA,NA
1037, Protector De Afeitadora Elctrica Para Afeitadora Braun Eva ,236,NA,0,200,18 meses,13.15,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BETTERONEMX,https://articulo.mercadolibre.com.mx/MLM-696984384-protector-de-afeitadora-elctrica-para-afeitadora-braun-eva-_JM,NA,NA,NA,NA,NA,#696984384,no brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
