search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Línea,Modelo,Tipos de filtros del parlante,Peso,Color,Conectores de entrada
1044, Parlante Bluetooth Lg Xboom Go Ph4 Red ,65,NA,0,10,18 cuotas,133.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUCELU.COM.UY,https://articulo.mercadolibre.com.uy/MLU-458110868-parlante-bluetooth-lg-xboom-go-ph4-red-_JM#position=37&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#458110868,NA,LG,NA,PH4,NA,NA,NA,NA
1045, Parlante Jbl Flip 4 ,115,NA,0,NA,18 cuotas,236.77,NA,Envío gratis a todo el país,NA,NA,4.9,8,http://perfil.mercadolibre.com.uy/JUANIFIA,https://articulo.mercadolibre.com.uy/MLU-465048078-parlante-jbl-flip-4-_JM#position=38&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,7,1,0,0,0,#465048078,16 W,JBL,Flip,Flip 4,Activo,NA,Negro,NA
1046, Parlante Bluetooth ,200,NA,0,100,18 cuotas,11.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/OPORTUNIGANGAS,https://articulo.mercadolibre.com.uy/MLU-461744533-parlante-bluetooth-_JM#position=39&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#461744533,NA,NA,NA,NA,NA,NA,NA,NA
1047, Parlante Portatil Logitech X50 Bluethoot Colores 5 Horas Usb ,29,NA,4,6,18 cuotas,59.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-454194009-parlante-portatil-logitech-x50-bluethoot-colores-5-horas-usb-_JM#position=40&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#454194009,NA,NA,NA,NA,NA,NA,NA,NA
1048, Parlantes Sony Gtk Pg10 Inalambrico Ext Megastore Virtual ,499,NA,0,1,18 cuotas,1.027.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGASTORE_VIRTUAL,https://articulo.mercadolibre.com.uy/MLU-465191587-parlantes-sony-gtk-pg10-inalambrico-ext-megastore-virtual-_JM#position=41&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#465191587,NA,Sony,NA,GTK PG10,NA,NA,NA,NA
1049, Parlante A Prueba De Agua Resistente 6 Horas Con 3w 10m Nnet ,320,337,9,9,18 cuotas,17.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-452397824-parlante-a-prueba-de-agua-resistente-6-horas-con-3w-10m-nnet-_JM#position=42&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#452397824,3 W,NA,NA,NA,NA,30 kg,NA,NA
1050, Parlante Activo Pk-mb777 4000w Pmpo - Mi Casa ,160,NA,0,2,18 cuotas,329.42,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MICASA+S.A,https://articulo.mercadolibre.com.uy/MLU-449256859-parlante-activo-pk-mb777-4000w-pmpo-mi-casa-_JM#position=43&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#449256859,NA,NA,NA,NA,NA,NA,NA,NA
1051, Parlante Portatil Jbl Flip 4 Bluetooth Negro Dcshop ,149,NA,0,99,18 cuotas,308.13,NA,Envío gratis a todo el país,NA,NA,4.9,8,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463044662-parlante-portatil-jbl-flip-4-bluetooth-negro-dcshop-_JM#position=44&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,7,1,0,0,0,#463044662,NA,NA,NA,NA,NA,NA,NA,NA
1052, Parlante Tg-x3 R23-14 Circuit ,413,NA,0,50,18 cuotas,22.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-454652040-parlante-tg-x3-r23-14-circuit-_JM#position=45&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#454652040,NA,NA,NA,NA,NA,NA,NA,NA
1053, Parlante Bluetooth Resistente Al Agua Con Manos Libre Ducha ,10,NA,0,10,18 cuotas,20.59,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+ICA,https://articulo.mercadolibre.com.uy/MLU-461432351-parlante-bluetooth-resistente-al-agua-con-manos-libre-ducha-_JM#position=46&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#461432351,NA,Ledstar,NA,NA,NA,NA,NA,NA
1054, Parlantes Inalámbricos - Bluetooth / Aux /usb - Luces-sertel ,1290,NA,0,10,18 cuotas,71.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SERTEL_SHOP,https://articulo.mercadolibre.com.uy/MLU-459489312-parlantes-inalambricos-bluetooth-aux-usb-luces-sertel-_JM#position=47&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#459489312,NA,NA,NA,NA,NA,NA,NA,NA
1055, Parlante Jam Zero Chill Bluetooth Portátil Potencia Febo ,3150,NA,2,99974,18 cuotas,175.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-456689770-parlante-jam-zero-chill-bluetooth-portatil-potencia-febo-_JM#position=48&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#456689770,NA,NA,NA,NA,NA,1.5 lb,NA,NA
1056, Parlante Bluetooth Splash Resitente Agua Con Microfono ,1690,NA,0,25,18 cuotas,93.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PUNTOTECH.UY,https://articulo.mercadolibre.com.uy/MLU-464922307-parlante-bluetooth-splash-resitente-agua-con-microfono-_JM#position=49&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#464922307,NA,JBL,NA,Splash,NA,NA,NA,NA
1057, Parlante Xion Xi-xt100 ,519,NA,NA,10,18 cuotas,1.068.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CANUS+SA?brandId=48,https://articulo.mercadolibre.com.uy/MLU-463977581-parlante-xion-xi-xt100-_JM#position=50&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#463977581,NA,Xion,NA,NA,NA,NA,NA,NA
1058," Parlante Coby Con Ruedas Para Trasladar, Microfono Y Luces ",4190,5990,0,6,18 cuotas,232.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IMPRESIONANTE+-KUSA,https://articulo.mercadolibre.com.uy/MLU-457546396-parlante-coby-con-ruedas-para-trasladar-microfono-y-luces-_JM#position=51&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#457546396,NA,NA,NA,NA,NA,NA,NA,NA
1059, Parlante Bose Soundtouch 10 Wifi Bluetooth + Envios Gratis ,344,NA,0,10000,18 cuotas,708.26,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-450889238-parlante-bose-soundtouch-10-wifi-bluetooth-envios-gratis-_JM#position=52&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,NA,NA,NA,NA,NA,#450889238,NA,Bose,SoundTouch,10,Activo,NA,NA,USB
1060, Patineta Electrca Batería Samsung Parlante Bluetooth ,6970,NA,124,5,18 cuotas,387.22,NA,Envío a todo el país,NA,NA,4.2,9,http://perfil.mercadolibre.com.uy/URUGUAYKIDS,https://articulo.mercadolibre.com.uy/MLU-444647689-patineta-electrca-bateria-samsung-parlante-bluetooth-_JM#position=53&type=item&tracking_id=c6fe1e58-40d0-4de3-8828-8f497147e296,5,3,0,0,1,#444647689,NA,NA,NA,NA,NA,NA,NA,NA
1061, Parlante Bluetooth Inalámbrico ,800,NA,1,20,18 cuotas,44.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOCAIMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-457259725-parlante-bluetooth-inalambrico-_JM#position=1&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#457259725,NA,NA,NA,NA,NA,NA,NA,USB
1062, Parlante Portatil Bluetooth Jbl Link 300 ,399,NA,0,999,18 cuotas,821.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-453745202-parlante-portatil-bluetooth-jbl-link-300-_JM#position=2&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#453745202,50 W,JBL,Link Series,Link 300,Activo,NA,NA,NA
1063, Parlante Portable Bluetooth Sd Radio Fm Usb Bateria Luces ® ,1190,NA,0,49997,18 cuotas,66.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-458915893-parlante-portable-bluetooth-sd-radio-fm-usb-bateria-luces--_JM#position=3&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#458915893,NA,NA,NA,NA,NA,NA,NA,NA
1064, Parlantes Edifier 2.0 S1000db Bluetooth Madera Ms 25w × 2 ,16578,NA,0,99,18 cuotas,921.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-465314610-parlantes-edifier-20-s1000db-bluetooth-madera-ms-25w-2-_JM#position=4&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#465314610,NA,Edifier,NA,NA,NA,NA,NA,NA
1065, Parlante 1800w Xion Luces Led Bateria Recargable Usb Nnet ,65,69,1,999,18 cuotas,133.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-453697702-parlante-1800w-xion-luces-led-bateria-recargable-usb-nnet-_JM#position=5&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#453697702,NA,Xion,NA,NA,NA,30 kg,NA,NA
1066, Parlante Inalámbrico Billboard Bb730 Resistente Al Agua ,20,NA,0,5,18 cuotas,41.18,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ENCONTRALO.SHOP,https://articulo.mercadolibre.com.uy/MLU-463377134-parlante-inalambrico-billboard-bb730-resistente-al-agua-_JM#position=6&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#463377134,NA,NA,NA,NA,NA,NA,NA,NA
1067, Parlantes Profesionales Xion Xi-xt92-2 Cajas Bluetooth ,494,NA,0,2,18 cuotas,1.017.09,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONA_OFERTA,https://articulo.mercadolibre.com.uy/MLU-459936358-parlantes-profesionales-xion-xi-xt92-2-cajas-bluetooth-_JM#position=7&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#459936358,NA,Xion,NA,NA,NA,NA,NA,NA
1068, Parlante Jbl Flip 4 Inalambrico Bluetooth Rojo Nnet ,128,135,0,999,18 cuotas,263.54,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273510-parlante-jbl-flip-4-inalambrico-bluetooth-rojo-nnet-_JM#position=8&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#463273510,16 W,JBL,Flip,Flip 4,Activo,515 g,Rojo,NA
1069, Parlante Portátil C/batería Bluetooth Radio Usb 8 Micro ,1759,NA,0,1000,18 cuotas,97.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELGOLOSOCOTILLONYGOLOSINAS,https://articulo.mercadolibre.com.uy/MLU-463617481-parlante-portatil-cbateria-bluetooth-radio-usb-8-micro-_JM#position=9&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#463617481,NA,NA,NA,NA,NA,NA,NA,NA
1070," Parlante Portátil Logitech Ultimate Ears Boom 3, Macrotec ",199,NA,0,12,18 cuotas,409.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MACROTEC_TIENDA,https://articulo.mercadolibre.com.uy/MLU-459952970-parlante-portatil-logitech-ultimate-ears-boom-3-macrotec-_JM#position=10&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#459952970,NA,Logitech,NA,BOOM 3,Activo,NA,NA,NA
1071, Parlante Thonet And Vander Vertrag 2.0 32w Bt Blanco ,189,NA,0,10,18 cuotas,389.13,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LACOMPRAPERFECTA_UY,https://articulo.mercadolibre.com.uy/MLU-460637854-parlante-thonet-and-vander-vertrag-20-32w-bt-blanco-_JM#position=11&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#460637854,NA,Thonet & Vander,NA,Vertrag,NA,NA,NA,NA
1072, Parlante Multimedia Zqs-4209 C45-2 Circuit ,1088,NA,0,50,18 cuotas,60.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-464329894-parlante-multimedia-zqs-4209-c45-2-circuit-_JM#position=12&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#464329894,NA,NA,NA,NA,NA,1.56 kg,NA,NA
1073, Parlante Jbl Go 2 Celeste Inalambrico Recargable Nnet ,43,46,0,NA,18 cuotas,88.53,NA,Envío a todo el país,NA,NA,4.8,233,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273670-parlante-jbl-go-2-celeste-inalambrico-recargable-nnet-_JM#position=13&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,196,32,2,2,0,#463273670,3 W,JBL,GO,GO 2,Activo,184 g,Cian,USB
1074, Aiwa Parlante Bluetooth Aw-pov2 ,359,NA,0,NA,18 cuotas,739.14,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALIRICOURDANETA,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=eTFksOW4uA0bLhESGQ4pHWDnE1e2RU7CeZ%2FP5wCk6hN%2FfICeAQzY8T9Jb4UGGtwc2%2F%2BCgayFb%2B04qhybfYckDIJGoj%2FG3vYLY6dv5aLvQPnBlz%2FMMWsPlR5q5Q30a9ZidB4UHFyZRnx41O6yz1Pk9wNzqoZzs1FOSwvpwAEB94R60O5QREt%2B%2B2XlSIMCsquFQRfQr4P%2BvD9SElwN8ccgG5YYMCZVZF7B7c8A%2B8afAsHhNmsk1f0jnBxZXkdXzPp3t3yLhiaohZfNNJDkW2AAsqP8WrFyt%2BD%2FT32gWW9iWeuSOV447dYLWENyXjgHCFX%2BkV5%2Frsvpbxxn1BVpWey%2Fkq3qxYWFNsebq0moVnx4C3lba2aATJ3JeiqoJFOPHl4AIFkPO5z8nKam9ZOs5ODVlgy7Jq5XGuRhhsgkpHwZtCJoHQH1UsbtKgTADKwaDkqZt%2BPEVB5pDastqpPBHmzdBxnkgNb6iPH5XsVCTk0LCH5hjUvJd9%2FjC7i8Ob2xHXvLw6PxGWfzRh6Au3f2lH3SjgHJHAKDzr%2F9W6Fqc0HwMM5iiTyr5q%2B58KPAdoM8t5GuYrFyk2cPHWq4kUhlvuSwG2RjwM%2F7aV6UDVWLSA2LBGEPgsVxd6lT6oLOvvcEktUf32jaez6csInpnWXBu8iQAchWmhWlQetzAoEYv8fsx9RR1ti%2FkQ24G57ZUt8c5%2B4rxyFE5Wf0x10kWJaRqSS%2Bx8FFBldQSrcl%2BCzc3gv%2F18xA8i7X1pQg3tOsfZGTY9u0JUDdTW1Wtq9b3sfoGz3MXZx1O7eafqtrrQrGXZ7e64IxKhAoTvQqdVHU6MQppjk3TtS8KS9yrRB7DqFdIU8gTnMJkv20MfRYtdbIDmEOKdKynT3S9LbDB985kwiNFrtsSQNSBjQRyOpDHH4rwVyBCKZKqX83QGWIpIXcCZTiZCnX4zqRxzBKqvhM6gwM6%2FO4ixy3FeDueSLUc7d7IV8i2ic2BKrhF%2FbSsJB%2FtL7g%2FEipHM6Iz2j%2FDQYnLdXp1vF2AQWU9l0FGYDqyzr99Za8GO1UJEcvz7bwW5gySkMRiCyQwU5d8CRta8AvsgjXOS3DAwvuHf%2FT1gQab1TSreyyImemGOPgOJ175uJjeYta7BEwvHfGtWZ50qk%2FYShqVZkxbwVgtbXXpxAk%2BDuhCkSus6Cix0ynoOWCaDJF%2FJfVtJ7FL1pv3Cuw5CRv2r0sGMDCSHw%2FQYrP%2BIQPza1%2FLo3umHKOfQ9UbjT2A%2BqOUVVk%2BnLfNiq06d6xwaE41QLwPTbnEVauxwK7Zj5pbvYcMp2K0%2F2CFqgyObOeEFUzWj1bethajMLdVD%2BqarxH1tmUZXmmP7JslzuuP%2BENLFMhyHB2KtcEbLuoKvEkblkrwYSvqzlpDBxlrV783dWPUzWdZQEJIFwLIbACBXoz7q52NJ090GBFQ%2BJbbrOZXTzHt%2F6KFoAC%2FqN1FeWGXm8nj5jdEZ0jZXCRDLvwbSRC7IifnwNNO%2Bm7IvF28khRe4SZg5rIWiCI%2FZzxCFwme8lkQdQU1LFX1z8PGusD5SrZpa3cCdAYFEBZqWepNhIx%2F5t5fsmSmiRBvciGZXb5nozYZ%2BYf6acMzepBGGzKXRpLjRW%2BvU8qCteTtCwbrI7xmG%2FqWK%2FnDcl0I9w5pTfQfNrJDinLjs0GqFbYvPh9XmbnVjpF9tvQeJUTMEuU%2FMGLjfbuPgqhAzV%2FMDHaDXHx5JU1zGpzFm1UPDP55v0o0D%2F8Y6ru%2BXloTNu7wlmnngiY08ZsZT6ZYGwQrbr%2FvVfMge0kzZjymEAph5sgOQ%3D%3D,NA,NA,NA,NA,NA,#458132317,NA,Aiwa,NA,NA,NA,NA,NA,Auxiliar
1075, Parlante Altavoz Portátil Bluetooth Z51 Logitech Usb 3.5mm ,900,NA,2,NA,18 cuotas,50.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+TIENDAS?brandId=280,https://articulo.mercadolibre.com.uy/MLU-448294097-parlante-altavoz-portatil-bluetooth-z51-logitech-usb-35mm-_JM#position=15&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#448294097,NA,Logitech,NA,NA,NA,NA,NA,NA
1076, Parlante Bluetooth Jsx-002 C45-8 Circuit ,713,NA,0,100,18 cuotas,39.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-464333243-parlante-bluetooth-jsx-002-c45-8-circuit-_JM#position=16&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#464333243,NA,NA,NA,NA,NA,0.5 kg,NA,NA
1077, Parlante Bluetooth Klip Xtreme Portatil Tablet Celular ® Ty ,990,NA,0,10000,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-459300801-parlante-bluetooth-klip-xtreme-portatil-tablet-celular-ty-_JM#position=17&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#459300801,6 W,Xtreme,NA,KWS 210,NA,557 g,NA,Auxiliar
1078, Sistema De Parlantes Xtech Xts-450 5.1 Bluetooth 80w Rms ,135,NA,0,100,18 cuotas,277.95,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DEACOSRL,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=IP0Ix9n5qpjwRsWWvA3v4h%2BghvW505%2FjVnYLdkp68fBWmNbXvMvXNjbNMp9IWrGsdbVITAdOyowszhQ%2FbN8KOgWXX%2FhZ0Ass7aQu3wmrNCEItVRNW%2FDFIG6evT3E66fL5MCe2gtrjpKbZbLh9fp4AMNk05EPEp%2FjYj9nHfCAaR85bd7%2FAPacG2dnbLRGRHT3jYTXzALgmC1A2HtTu5zIufAYUGU%2BrCFxlk0GJpZcD1ofMvT94k4abqeotvStop8LneYlhrZXlcnqf87LieZubLLV9fbk4MiifZmNtGHcxplhCvj3GNQW6lHW9a4UUSOt6w8O8S4S0Bg%2FZaybtoLudhoU73FAVq%2FXVbp96c0Hr%2FUUrr0MtcFSQjBZK486U%2FFS0AqqHymUYgzHkzv%2BGPlQ3hMQbsNQVnd%2FUgDqmSET59kpkUeIsRppOvU3MLqRI9NRE1khVBxXoX6Y77wAi1HPxbMjdXkjGFvENZzC4ooACBVDGw0xCME37O4at%2Bjr%2Bi%2B0PwOcqGfo1ov0XX3MtG4aN5L3OjAUh3zXPNE3rI93SsO99GLI5R9mXG9aIxpUwfZvHT61naKRB8WPsL6DXpl%2BGKotYAkxFMSceEXn5V9ji6YoFQEPz310leFHrqY%2F%2Fiss53KGWrkpY9KV71AO0cLXg327yFGqiUKspvIPeCOozJy4QpmrSVQDGF1W30vhHAztrADBl96YwLIBXDQYNNKDbHQ9%2BWNrapLlPQMjldl5Qh2avqj4J8Ru%2B4rhv0%2F%2FLkzjyAmxcGhCS2GCHG97gXSvZKT2mx%2F4X4v%2FmESN7V3uW%2FBLjPS4gdv%2BFbEUEy%2BVdLzPOGTkTHX031HvQYw1RUYBgRHSL0fE%2BEinUumTnxhckFPlyhMHlmv9WYPFBunULMTsaE1CIGs6Q4pOtZu11mbmiMNCdDBdEoKojIFaPvS1wweH4LJkgsTHPQTJNv3ZDWDoweFsBtlxVbesXN2ATblEjdr4Iw6EoemNa5aTRtYLn1Tu0J51IlZ5qRRsRGy77nZZ85N4KR1zuwoE5z%2BG1vW%2FkMwppXXFK7DgVj8SS%2FQebxX5SHnn9Zunfn%2FjzSnd7V7TSVw0uDhgdxxR5nETHCcyC1NWJ0jOrx%2FcpIwOriyoda3PDnkT3TiJoofT0YIip%2FGyXBmH72epWOMrNtSCfnU9x5dO8LcriQPYUUu7euvJKzIbEAvTT9T8vcMguiJT3CJoSplp2Pak5%2F9%2Fq1pA6M3sXipgGWAzeyBtJKOGWude70f8m65Q5EkYVH7EGZKRTzxk07x4NpkRd%2FJKQyByqtF1H0pl6c8jZGF4MW9JX0%2FLx0PGCYVi39%2B%2FUkIZxQ48u89W2SjAA2%2Fyy4fvxd8WG7A6dlqSxybwrRRqaLRPN7n4QlNvFtakweUqM2QoYsQj7WJxpfiVYU54DxGeWOnaAXPOUAbLzmAPrDFfAfTIPIjkUQuQthJYOsGKDInThvymkpvilLpmMJal7O%2Fl3SZTUlu1QKqEG2tFqa%2FF%2BTtONKcU6gpv3zfg9GzqHIE5jtQb1SCQkFU%2FVllVMsgZG3Y6Uoc%2FjB1U0x7dNfTpkI1s8L%2B%2F6aMKdnPkEReHbkyMShN79DC2LW0ykMnaoZDfrFK%2F%2BdUA04OkCN7qK9H7GsKXaIJDNEmsDKwTL4C5qyixxBM%2BiziGSXLxt5FC9VJnrt%2BYZfwvWo79%2BP5XXGZY9mvyGV4dlepULvrAlBXPKCr1ZOjnRuU41QpNUzfPqnh8Emyi5S6ZOArhRgBGNkhAgLG5EgyMY41RRcSQbTZf8ZG3L2Ns9q%2Ffn1WvvgVfsGlqxrT8goUQlCHhmGE3%2FenWDpjllA%3D%3D,NA,NA,NA,NA,NA,#464620695,NA,NA,NA,NA,NA,NA,NA,NA
1079, Parlante Sound Booster Dp8012 12 Consola Mf ,166,NA,0,5,18 cuotas,341.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-453758665-parlante-sound-booster-dp8012-12-consola-mf-_JM#position=19&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#453758665,NA,NA,NA,NA,NA,NA,NA,NA
1080, Parlante Lg Pk5 20w Bluetooth Portatil Resistente Agua Nnet ,213,225,0,999,18 cuotas,438.54,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-464594151-parlante-lg-pk5-20w-bluetooth-portatil-resistente-agua-nnet-_JM#position=20&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#464594151,NA,NA,NA,NA,NA,NA,NA,NA
1081, Parlante Portátil Jbl Charge 4 Waterproof Bt Red Zonatecno ,199,NA,NA,3,18 cuotas,409.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-464894681-parlante-portatil-jbl-charge-4-waterproof-bt-red-zonatecno-_JM#position=21&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#464894681,30 W,JBL,NA,Charge 4,Activo,965 g,Red,Plug
1082, Parlante Logitech Ue Megaboom Bluetooth Panther ,161,NA,0,9,18 cuotas,331.48,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUCELU.COM.UY,https://articulo.mercadolibre.com.uy/MLU-458110761-parlante-logitech-ue-megaboom-bluetooth-panther-_JM#position=22&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#458110761,NA,Logitech,NA,NA,NA,NA,NA,NA
1083, Parlante Bluetooth Redondo Resistente Al Agua Showe ,220,NA,0,8,18 cuotas,12.22,NA,Retiro gratis en tienda del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-465839798-parlante-bluetooth-redondo-resistente-al-agua-showe-_JM#position=23&type=item&tracking_id=ca90c4b0-2c93-4937-b3a8-1d05816b8d83,NA,NA,NA,NA,NA,#465839798,NA,NA,NA,NA,NA,NA,NA,NA
