search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Línea,Modelo,Tipos de filtros del parlante,Peso,Color,Conectores de entrada
636," Parlante Portatil , Usb,sd,bluetooth,fm Cafini ",1841,NA,0,10,18 cuotas,102.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFINI+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-464359433-parlante-portatil-usbsdbluetoothfm-cafini-_JM#position=53&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#464359433,NA,Cafini,NA,NA,NA,NA,Negro,USB
637, Parlante Reproductor Marshall Killburn Bluetooth Futuro21 ,351,NA,0,10,18 cuotas,722.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449560509-parlante-reproductor-marshall-killburn-bluetooth-futuro21-_JM#position=1&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#449560509,NA,Marshall,NA,Kilburn,NA,NA,NA,NA
638, Parlante Portable Bluetooth Xion Sd42bt Recargable Futuro21 ,1290,1590,0,54,18 cuotas,71.67,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-463447700-parlante-portable-bluetooth-xion-sd42bt-recargable-futuro21-_JM#position=2&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#463447700,NA,Xion,NA,NA,NA,NA,NA,Auxiliar
639, Parlante Portátil Bluetooth Y Fm Energy Sistem Box 4+ Amv ,59,NA,5,10,18 cuotas,121.47,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-457760733-parlante-portatil-bluetooth-y-fm-energy-sistem-box-4-amv-_JM#position=3&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#457760733,6 W,Energy Sistem,NA,NA,NA,NA,NA,USB
640, Parlante Portatil Ultimate Ears Ue Megaboom 20hs Bateria Amv ,365,NA,5,10,18 cuotas,751.49,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-448289165-parlante-portatil-ultimate-ears-ue-megaboom-20hs-bateria-amv-_JM#position=4&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#448289165,NA,Ultimate Ears,NA,MEGABOOM,Activo,877 g,NA,NA
641, Parlantes Activos Xion Xt92 Bluetooth 2 Microfonos - Fama ,387,NA,0,999,18 cuotas,796.79,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-451755483-parlantes-activos-xion-xt92-bluetooth-2-microfonos-fama-_JM#position=5&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#451755483,NA,Xion,NA,NA,NA,NA,NA,NA
642, Parlante Portatil Jbl Boombox Bluetooth 2x30 Watts Dcshop ,746,NA,0,99,18 cuotas,1.537.19,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463061555-parlante-portatil-jbl-boombox-bluetooth-2x30-watts-dcshop-_JM#position=6&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#463061555,NA,JBL,NA,Boombox,Activo,5.25 kg,Negro,NA
643, Parlante Portable Sony Extrabass Bluetooth Bt Srs Xb10 ,69,NA,0,10,18 cuotas,143.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-450959969-parlante-portable-sony-extrabass-bluetooth-bt-srs-xb10-_JM#position=7&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#450959969,NA,Sony,EXTRA BASS,SRS-XB10,Activo,260 g,Azul,NA
644, Parlante Equipo Audio Sony V81 Alta Potencia Bluetooth - Ltc ,879,NA,0,50,18 cuotas,1.809.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LATENTACIONSRL,https://articulo.mercadolibre.com.uy/MLU-461228286-parlante-equipo-audio-sony-v81-alta-potencia-bluetooth-ltc-_JM#position=8&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#461228286,NA,Sony,NA,NA,NA,NA,NA,NA
645," Parlante Bluetooth T&g, Nuevo! La Super Oferta ",690,NA,0,11,18 cuotas,38.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LASUPEROFERTAUY,https://articulo.mercadolibre.com.uy/MLU-461753150-parlante-bluetooth-tg-nuevo-la-super-oferta-_JM#position=9&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#461753150,NA,NA,NA,NA,NA,NA,NA,NA
646, Parlante Portátil Cafini 3794 Con Control Y Micrófono ,55,NA,0,10,18 cuotas,113.24,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ENCONTRALO.SHOP,https://articulo.mercadolibre.com.uy/MLU-462486039-parlante-portatil-cafini-3794-con-control-y-microfono-_JM#position=10&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#462486039,NA,Cafini,NA,3794,Activo,NA,NA,NA
647, Parlante Jbl Xtreme 2 Inalambrico Negro Bluetooth Nnet ,386,407,0,999,18 cuotas,794.73,NA,Envío a todo el país,NA,NA,3.7,11,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273729-parlante-jbl-xtreme-2-inalambrico-negro-bluetooth-nnet-_JM#position=11&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,5,3,0,1,2,#463273729,40 W,JBL,NA,Xtreme,Pasivo,2.393 kg,Negro,USB
648, Parlantes Parlante Ampliifcador Sony Mhc-v41 Serie V - Fama ,551,599,1,999,18 cuotas,1.134.45,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-455739852-parlantes-parlante-ampliifcador-sony-mhc-v41-serie-v-fama-_JM#position=12&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#455739852,NA,Sony,NA,NA,NA,NA,NA,NA
649, Parlante Bluetooth 5 En 1 Kolke Mod. Kpo-016 Geant ,29,NA,NA,9,18 cuotas,61.56,NA,Retiro gratis en tienda de Geant,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ODALERSAODALERSA?brandId=522,https://articulo.mercadolibre.com.uy/MLU-455479477-parlante-bluetooth-5-en-1-kolke-mod-kpo-016-geant-_JM#position=13&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#455479477,NA,Kolke,NA,NA,NA,NA,NA,NA
650, Parlante 10w Bluetooth Perro Bulldog Frances Ultima Moda ,1189,NA,1,99,18 cuotas,66.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PERSONAL+COMPUTERS,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=f9%2F12B36Lb%2BjtWMjbtNbByqM5lq%2BnLTzmGaQq3%2BP4kDAVSdM7I03UqbI4PXk9oBCSsgOKMqL3N%2FZMEGIr%2BE9HIjwx8aQ%2BiamTFSqwZuNowo3K7JOQDithy6GRBN2ljwFTLg9EMqULvaFquVXpc9FARHEhXLxnUtYMvlVStFissbIWLy65yXNj2r1o0boeQhWNPsFvgujmcER4wOr06MjW%2BrwqBXQ%2FHCaj2q%2BNA4Ha%2BL2tM8qISUjQt%2FnkI9iQcXeqInDnmADB6DnqwpBOZV6qPpdRvt3hj4ywnkNAfNFopnEwG%2Fsp6cVKHoytEWFMI74tGe546SZsTfnoI%2FDCrw3zmYLlvo837BvlKNWY3TzJruUVYzKKI2zspDYO%2Fh3jVkScoYHkSqI2s05zdWy7lzfTvBuBbpIsOO8QVlK42JTLCIPW4scbyM0rawWTJVEyA25aoWCLpx4jooFFvAJGD6MfHfHqVR2P09n2RuC2HDUScx0r5SVbEI8pmJnvEcWrYxM%2F0lfdJGYSmz%2FNZgjFzbjGKIJtCfxRslF0cuSoMr7vqvuvK%2F%2BN%2BoJRefHWJrrBcfQYfGnLjM%2FbldAF6%2F9F6vJU1M6Jrw7JseHlZPZSu%2Bt8NQcWNjheP6ysexcF1%2FIgODoInThFw5uVFru%2FLzW8gNtDc207Zoytq6I%2BLAb3078KTR5lQGHYtzViEowKcv3XpfPav6GIBb96CZG8OYzoz%2F6LdWErlfmAalof3XJh9NYgzwBmnjQGgoIv5wfwDK3a7wnx38Te7zunUeXxoXRi7lrjWX%2B2tYkCfpp8GUOFwuHKRhUR0rRzAxaSjlCJezO2GJj2bVIh8pDgGdNOZ%2FrXVfiJMrvGn%2Bszmrch5yZ4DVKoKXArl5Q6O4Hkh1Dzf%2BgCVfwQbBp%2FjiyrHcz2ap1dazt23wjNub2okUuz2xzCX0lOEp1BpANrUUJE2IgqkUgkns9eNlVPz%2FXdPjkbpdekxIuevihsXflA%2B3%2FM78UYXjmS3tUYDKDLtAE16vP%2FnZqFwqCnRyaPnLAnCpWyIsNyLpF4W2J9IN7M3%2Fgi8CmoBSHQZizXsB%2FO9OMpzVdzbwpku2sMNXJfCfz21kITsPx%2FD463qdWUe14ICeYmJIrShgEt%2BHxzh2HgT4ajAeUTBp2%2F4xnSpmFEWCUW1ZT5txbZL6RiZLyabzNxYBxzLMXs09c37vftDE7ZHyx93qx6YaRqiPSBWFXGITX%2BrVtV9HNyj%2FX9GhB1uu4v25yQ%2FBlDdO8%2B%2Bvz4G4tUqWfu218ejPb5GPSFMxyIH%2FXGCeOqAYrDU7bz7IxmZssu5N0sYCilXeJamnV5YhK3G24%2B8%2B3y0uUmV0P0I2IyyTOoZM6%2BEQ3%2BgNSVthP4xHjTBZyHtcPomfL6FK1HFOmwwbuYTrnbIVCgofzWihGEXLIkOHcn9gKj7QxXtxdEU5BIjDfnaM3w%2BacqOL0sPyPzxcpl%2F5qaSso6P4qtqr80O%2FtO0OLqlsO%2B9YFKNO0Y7OUfXCUIS26dbXWEGwKXCQ%2FjrA2b2ibI5kf4kc30PsZAciqpFR5PonpGPAPcseewItH%2FbrSI9KxPCj0dY3pC923kvWCbDOsJdVYcAMA7m7nsws2U9IIaqBgZKF3h9rMPn4zkkeegJsnVol%2BYO0sAsPkMUs8ml2tV%2BpthzUUx3cmO1%2FnWOKuNBe%2Bfcu1vbPexpHsSIE5Uc6e0rqwDfsa7qOGlHMJlUNgv1glht3FuuNUaM%2BTZDz7%2FnO08UoY7tcaIWa5eb37o3JtBjYOsXvr6kyAfe6XJbx5IBryhzTS81DI3GMxcD3UA2HfOpjuvyO90UG6Swu1,NA,NA,NA,NA,NA,#458942928,10 W,NA,NA,NA,NA,NA,NA,NA
651, Xion Parlante Profesional Activo 12 Xi-sd12win ,4100,NA,0,2,18 cuotas,227.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JAKERS+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-448645012-xion-parlante-profesional-activo-12-xi-sd12win-_JM#position=15&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#448645012,NA,Xion,NA,NA,NA,6 kg,NA,Entrada para Micrófono
652, Mini Parlante En Aluminio Bluetooth Aux 3.5mm Micro-sd V2 ® ,255,NA,64,3992,18 cuotas,14.17,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440326014-mini-parlante-en-aluminio-bluetooth-aux-35mm-micro-sd-v2--_JM#position=16&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,1,1,0,0,0,#440326014,NA,NA,NA,NA,NA,NA,NA,NA
653, Parlante Lg Pk7 20w 22hrs Bt Meridian + Regalo Tsuy ,275,NA,0,NA,18 cuotas,566.19,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS.UY,https://articulo.mercadolibre.com.uy/MLU-463575762-parlante-lg-pk7-20w-22hrs-bt-meridian-regalo-tsuy-_JM#position=17&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#463575762,20 W,LG,NA,NA,NA,NA,NA,NA
654, Parlantes Logitech Z337 Altavoces 2.1 Bluetooth Negro ,115,NA,1,NA,18 cuotas,236.77,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=xQe5GKc7jiLt1IlLLEYKw5U1F1MopT0jyvxtOxgZuzy3NRJ%2FAG5biYrN5JGixPZVmsxu454jqBTshdoujGstu3q6UpeVuHuvwftq1IunikKuR55X%2FTAfkHT0Tz4RnjxtGrPPquFfN2koVlaNmpQoXPZkCVHiROsqkFdArWlOKf66v16rK8hPMy7Si4aRUqxpckQfheNMXtEgkDqRu6X9WFUXB38613MOGPn%2FjMXsXf9m2VvMwfYmuv0o50W4Lwy%2BiDycRuQSs02nJVPsbWz%2Fe8vn6mfj9eUXc9ph6MqFxwHUoevIXB6tnuKvzCDR6QEZn0zsdqXHoA0Z%2Frq5e1ICYAfkHIarFs1QzxFVgw1T748GdxrJkiP58m1NM4coJsS%2Bx3qFhQJrQexdv0eyVbygB5pwvAyP0CXp8CTkFNa0W2C55qXveOEXVlo4HJxRffwMfWAH6NC4X0wKslkkyWAeKTTa6UJmHdVVrF%2BZADWzh27xQ%2F%2FhL02sh%2B8TWvLqaDqAU002tx4l8Ut2Q47vToM2PkZQX6BHSUdtUxAKbZe%2Boa51CJhy%2FGG3DGoyCwWbYLJFFbgIds3%2BfFTktnbejPuMxsXofkKFW3CVwwTd8vf%2Fu5RYaJT%2FlFP0qfFgukp1z0gwzktZzyju23wuQxV3j%2BrECiWl7ndpypIGmsATBlE403Hxpjl406L4NqkH7sEuXq2dfp6C8OAgzXfGsS4zrfG8bZo5w5CHvRmtqh%2F4FJO1jWTeKgDwhgVq0YJdHK886IsftSSXYqpgW4EIuXS9S04c6VkYiZ1GVw3oQY2%2B4yFfbQxO%2FcFlVvQF7cLoEuNuzSLQ3n44DQHDVVQeoG4RvT2bDojXJji3J%2BdAUc5E%2FJQ0WawpkNQyjX%2BsXnBA3DyICB4%2Fn5G%2BTJ2wGFXDkqKkcPA%2BQmN%2Fe%2F0Y3ZWmn%2FIIzljaZrksedyeHDc2Idp9RxYx4HW2R6OqUi1OXdQrlp%2BLiZ9SIa234pfcHmaJEiXm2%2BbfR2loB3rx0iDkjsD494g0Cl3Tno%2FiBIAomYFK%2Be8XZV4fql%2FlUk7ZHQ2TOUoTfWmo7uvm2n0XXwFOyv6%2BrQUgljA8yQy2yS3qFf2YMGFFtNGUPpXF4jD02Dnb8NJhYvt6MbEBOYVWxuQ%2Bqzeu5D7QJD4%2FnxRQGXF%2FDIMNUosXJ4ZvsxgNuRPrVlZJh8WPrmV7wn%2FmWKMghdCOcfzXEhHqUIyYaYl1YlcQ2rF0pStIOg1IE%2BCd6Em2bhU3XUTANe7CfeQA%2B9B4XoX1YSMzMVCNWa2IVBduOk5Xyxbksg%2B8cj1iYSCXCdHfOJRTmYNQhS5EpPDTiymG6yyCTBKu8E7Ys6f2v4eN8z2WJzEUbyD1s2ToDd7Y02nXNcdI%2FSdhjAELdMomDL8aQ7QIxgkQjIy8H51AuXdlc5Vw9tjhOrVcB551aA6ZqJEZYdx12Mijx9%2Fwj9Lw1YI3XC3MeKv6rC9GyBwmAeL7zRxJpzHYMyONWwyZLYFzmhxrh6pf15OZVWmrmZMRGDbzhH8uceImmFhXs96hbSg1ashkdrDSWVRi006HMKIpasB6JqFqpRjdQK0csfwMjXG0LcBqJN%2FpUfh9bWkCfO5YfirndbciGOJMyzGSSv0FDCDyRyyiBog2I23%2F9gXDpXyLactj6atJYHfjrdOJ7zJZk3oRFdcfjaBnZgDwxV9lgugknz7uM2UFGluqPGExx3g2OyiwUpxR1yBn6A8JZIciQ%2ByWWhru1HSVvkx4H4JjmTMM1CkhQGg6QsNGoealm0T9AMHVwioXm128X8k%2Ft1cOHF%2FTTyJRaZ6UZqLzqFw%2FuLM%3D,NA,NA,NA,NA,NA,#464212503,NA,Logitech,NA,NA,NA,NA,NA,RCA
655, Jbl Jr Pop Parlante Para Niños Luces Resistente Easybuy ,1640,NA,0,1,18 cuotas,91.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-464675037-jbl-jr-pop-parlante-para-ninos-luces-resistente-easybuy-_JM#position=19&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#464675037,NA,JBL,NA,JRPOP,NA,NA,NA,NA
656, Parlantes Profesionales Xion Xi-xt92-2 Cajas Bluetooth Fama ,533,NA,0,999,18 cuotas,1.097.39,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-457847170-parlantes-profesionales-xion-xi-xt92-2-cajas-bluetooth-fama-_JM#position=20&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#457847170,NA,Xion,NA,NA,NA,NA,NA,NA
657, Parlante Marshall Bluetooth Woburn ,646,NA,1,998,18 cuotas,1.330.04,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-449127514-parlante-marshall-bluetooth-woburn-_JM#position=21&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#449127514,90 W,Marshall,NA,Woburn,Activo,NA,NA,NA
658, Parlante Bluetooth Xion Portatil Sd50bt ,79,NA,1,99998,18 cuotas,162.65,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-456715193-parlante-bluetooth-xion-portatil-sd50bt-_JM#position=22&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#456715193,NA,Xion,NA,NA,NA,NA,NA,NA
659, Parlante Portátil Bluetooth Kolke Kpp-063 Rojo Districomp ,12,NA,2,3,18 cuotas,24.93,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DISTRICOMP+S.A.?brandId=11,https://articulo.mercadolibre.com.uy/MLU-451292963-parlante-portatil-bluetooth-kolke-kpp-063-rojo-districomp-_JM#position=23&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#451292963,NA,Kolke,NA,NA,NA,NA,NA,NA
660, Parlante Bluetooth Sony Extrabass Portable Inalámbrico Lcm ,2690,NA,0,1000,18 cuotas,149.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LACUEVAMUEBLES,https://articulo.mercadolibre.com.uy/MLU-453836618-parlante-bluetooth-sony-extrabass-portable-inalambrico-lcm-_JM#position=24&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#453836618,NA,Sony,EXTRA BASS,NA,NA,NA,Negro,NA
661, Jbl Pulse 3 Parlante Prueba Agua Tienda Easybuy Garantía ,315,NA,0,10,18 cuotas,648.55,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-455052251-jbl-pulse-3-parlante-prueba-agua-tienda-easybuy-garantia-_JM#position=25&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,1,0,0,0,0,#455052251,NA,JBL,NA,Pulse 3,NA,960 g,NA,NA
662, Parlante Portatil Xion Bluetooth Usb Sd Sd95bt ,49,NA,0,99999,18 cuotas,100.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-456715150-parlante-portatil-xion-bluetooth-usb-sd-sd95bt-_JM#position=26&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#456715150,NA,Xion,NA,NA,NA,NA,NA,NA
663, Parlantes Parlante Amplificador Sony Mhc-v81 Serie V - Fama ,919,999,1,999,18 cuotas,1.892.12,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-455739712-parlantes-parlante-amplificador-sony-mhc-v81-serie-v-fama-_JM#position=27&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#455739712,NA,Sony,NA,NA,NA,NA,NA,NA
664, Jvc - Parlante Vertical Party - Xsn528bu ,279,NA,0,1,18 cuotas,574.43,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AUDIO-TOTAL,https://articulo.mercadolibre.com.uy/MLU-464615757-jvc-parlante-vertical-party-xsn528bu-_JM#position=28&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#464615757,80 W,JVC,NA,XSN528BU,NA,NA,NA,Entrada para Micrófono
665, Parlante Portátil Energy Sistem Music Box B2 Bluet Zonatecno ,29,NA,NA,2,18 cuotas,59.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-451708092-parlante-portatil-energy-sistem-music-box-b2-bluet-zonatecno-_JM#position=29&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#451708092,NA,Energy Sistem,Music Box,NA,NA,NA,NA,NA
666, Parlante Goldtech Estilo Jbl Varios Colores ,669,NA,0,2,18 cuotas,37.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-465733286-parlante-goldtech-estilo-jbl-varios-colores-_JM#position=30&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#465733286,NA,JBL,NA,NA,NA,800 g,NA,NA
667, Parlantes Bluetooth T&v Koloss+parlante Frei Portatil Regalo ,672,NA,4,12,18 cuotas,1.383.57,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-455769778-parlantes-bluetooth-tv-kolossparlante-frei-portatil-regalo-_JM#position=31&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#455769778,NA,NA,NA,NA,NA,NA,NA,NA
668, Parlante Bose Soundtouch 10 Inalambrico Wifi Bt Gris Nnet ,327,345,0,999,18 cuotas,673.26,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-453780660-parlante-bose-soundtouch-10-inalambrico-wifi-bt-gris-nnet-_JM#position=32&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#453780660,NA,Bose,SoundTouch,10,Activo,NA,NA,Auxiliar
669," Patineta Electrica 6.5 , Luces Led, Bluetooth, Parlantes! ",8990,NA,2,48,18 cuotas,499.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS+ELECTRONICA,https://articulo.mercadolibre.com.uy/MLU-460327467-patineta-electrica-65-luces-led-bluetooth-parlantes-_JM#position=33&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#460327467,NA,NA,NA,NA,NA,NA,NA,NA
670, Parlante Inalámbrico Bluetooth Luz Led Karaoke ,361,NA,0,1510,18 cuotas,743.26,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CARRASCO+IMPORT,https://articulo.mercadolibre.com.uy/MLU-462871856-parlante-inalambrico-bluetooth-luz-led-karaoke-_JM#position=34&type=item&tracking_id=6355bf38-5da1-4f3a-a4d1-621adbdfd260,NA,NA,NA,NA,NA,#462871856,NA,NA,NA,NA,NA,NA,Gris,NA
