search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Color,Tipos de parlante,Peso,Conectores de entrada,Línea,Tipos de filtros del parlante
1037, Parlante Portatil Inalambrico Bluetooth Philips Nuevo Sellad ,50,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-435257785-parlante-portatil-inalambrico-bluetooth-philips-nuevo-sellad-_JM#position=36&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#435257785,Philips,NA,NA,NA,NA,90 g,NA,NA,NA
1038, Parlantes Bluetooth ,22,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SUMPCSYQ,https://articulo.mercadolibre.com.pe/MPE-420512393-parlantes-bluetooth-_JM#position=37&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#420512393,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039, Parlante Bluethooth (radio/mp3/microsd/usb) Nuevo ,55,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LASER+IMPORT,https://articulo.mercadolibre.com.pe/MPE-424818576-parlante-bluethooth-radiomp3microsdusb-nuevo-_JM#position=38&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#424818576,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040, Mini Parlante Bluetooth Con Colgador ,35,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-435429324-mini-parlante-bluetooth-con-colgador-_JM#position=39&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#435429324,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041, Parlante Portatil Bluetooth Sony Extra Bass Srs Xb31 ,520,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-437686644-parlante-portatil-bluetooth-sony-extra-bass-srs-xb31-_JM#position=40&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#437686644,Sony,SRS-XB31,NA,NA,NA,NA,NA,EXTRA BASS,Activo
1042, Parlante Bluetooth Impermeable Acuatico Baño Blanco ,59,NA,10,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITALZ+PERU,https://articulo.mercadolibre.com.pe/MPE-423167186-parlante-bluetooth-impermeable-acuatico-bano-blanco-_JM#position=41&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#423167186,NA,NA,3 W,Blanco,NA,NA,NA,NA,NA
1043, Parlante Micronics Sonero 60 Watts / Fm+usb+sd+bt & Control ,124,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INFORMATICA+SAMANEZ,https://articulo.mercadolibre.com.pe/MPE-433067205-parlante-micronics-sonero-60-watts-fmusbsdbt-control-_JM#position=42&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#433067205,NA,NA,60 W,NA,NA,NA,NA,NA,NA
1044, Mini Parlante Bluetooth Con Luz Led B30u ,39,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-427071299-mini-parlante-bluetooth-con-luz-led-b30u-_JM#position=43&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#427071299,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045, Nuevo Mini Parlante Bluetooth Hongo Mushroom. ,50,NA,1,49,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOS%C3%89+VARGAS87,https://articulo.mercadolibre.com.pe/MPE-430844241-nuevo-mini-parlante-bluetooth-hongo-mushroom-_JM#position=44&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#430844241,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046, Parlante Bluetooth Klip Xtreme Kws-650 60w Blupulse 2.1 ,279,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-432235983-parlante-bluetooth-klip-xtreme-kws-650-60w-blupulse-21-_JM#position=45&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#432235983,NA,NA,60 W,NA,Subwoofer,6.48 kg,NA,NA,NA
1047, Parlante Logitech Ue Wonderboom Bluetooth Inalambrico ,270,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-432758652-parlante-logitech-ue-wonderboom-bluetooth-inalambrico-_JM#position=46&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#432758652,Logitech,NA,NA,NA,NA,NA,NA,NA,NA
1048, Parlantes Subwoofer Urano Halion 150w Usb Sd Fm Bluet Kara ,290,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436242352-parlantes-subwoofer-urano-halion-150w-usb-sd-fm-bluet-kara-_JM#position=47&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#436242352,NA,NA,150 W,Negro,Subwoofer,NA,NA,NA,NA
1049, Parlante Portátil Jam Trance Plus ,149,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROJASTONDERJOHANANDERSON,https://articulo.mercadolibre.com.pe/MPE-432920941-parlante-portatil-jam-trance-plus-_JM#position=48&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#432920941,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050, Parlante (equis Ha-q61) 6.5 C/bateria 1micro Led Negro/r 40w ,150,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243474-parlante-equis-ha-q61-65-cbateria-1micro-led-negror-40w-_JM#position=49&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#436243474,NA,NA,40 W,NA,Subwoofer,NA,USB,NA,NA
1051, Parlante A Prueba De Agua Tronsmart T6 Plus X Mercado De Pag ,299,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MULCOTEC,https://articulo.mercadolibre.com.pe/MPE-437225493-parlante-a-prueba-de-agua-tronsmart-t6-plus-x-mercado-de-pag-_JM#position=50&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#437225493,Tronsmart,NA,NA,Negro,NA,NA,NA,NA,NA
1052, Parlante Bluetooth Portatil Huawei Modelo Cm51 Speaker ,170,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-437505992-parlante-bluetooth-portatil-huawei-modelo-cm51-speaker-_JM#position=51&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#437505992,Huawei,NA,NA,NA,NA,NA,NA,NA,NA
1053, Parlantes 4.1 Subwoofer Lotus Halion 200w Usb Sd Fm Bluetoot ,310,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243093-parlantes-41-subwoofer-lotus-halion-200w-usb-sd-fm-bluetoot-_JM#position=52&type=item&tracking_id=3c102108-78f4-46fd-84ee-e2b33adbb14c,NA,NA,NA,NA,NA,#436243093,NA,NA,200 W,Negro,Subwoofer,NA,Auxiliar,NA,NA
1054, Parlantes Micronics Polaris - Mic S7074bt ,140,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433423524-parlantes-micronics-polaris-mic-s7074bt-_JM#position=1&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433423524,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055, Parlantes Micronics Hypnotic - Mic S7555bt ,180,NA,0,150,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433497949-parlantes-micronics-hypnotic-mic-s7555bt-_JM#position=2&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433497949,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056," Parlante Bluetooth Led - Pokemon Atrapalo, Pokebola ",35,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SH975195,https://articulo.mercadolibre.com.pe/MPE-435600729-parlante-bluetooth-led-pokemon-atrapalo-pokebola-_JM#position=3&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#435600729,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057, Parlante Bluetooh Recargable Led Audioritmico Vintage Dekor ,259,NA,0,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DEKORTIME,https://articulo.mercadolibre.com.pe/MPE-436443256-parlante-bluetooh-recargable-led-audioritmico-vintage-dekor-_JM#position=4&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436443256,Micronics,ISC,NA,NA,NA,6 kg,NA,NA,NA
1058, Parlante Inalambrico Portable Xiaomi Pocket 2 Lyyx01zm ,155,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTAS+TECNOCORE.SAC,https://articulo.mercadolibre.com.pe/MPE-436844990-parlante-inalambrico-portable-xiaomi-pocket-2-lyyx01zm-_JM#position=5&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436844990,Xiaomi,NA,NA,NA,NA,195 g,NA,NA,NA
1059, Parlante Micronics Quantum ,219,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FILIUM360,https://articulo.mercadolibre.com.pe/MPE-433312535-parlante-micronics-quantum-_JM#position=6&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433312535,NA,NA,NA,NA,Woofer,NA,NA,NA,NA
1060, Jbl Flip 4 - Parlante Bluetooth - Nuevo - Gris ,350,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CHAGUAVILLAJUANBECKER,https://articulo.mercadolibre.com.pe/MPE-426699959-jbl-flip-4-parlante-bluetooth-nuevo-gris-_JM#position=7&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#426699959,JBL,Flip 4,16 W,Agua,NA,NA,NA,Flip,Activo
1061, Parlante Inalambrico Logitech Ue Wonderboom Subzero Bluetoo ,285,NA,1,83,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LOGINSTORELOGINSTORE?brandId=21,https://articulo.mercadolibre.com.pe/MPE-427245131-parlante-inalambrico-logitech-ue-wonderboom-subzero-bluetoo-_JM#position=8&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#427245131,LoginStore,NA,NA,NA,NA,NA,USB,NA,NA
1062, Bluedio Parlante Share Ts5 ,189,NA,0,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FILIUM360,https://articulo.mercadolibre.com.pe/MPE-432653644-bluedio-parlante-share-ts5-_JM#position=9&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#432653644,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063, Parlante Portatil Bluetooth Jbl Boombox 60w Dlectro ,1450,NA,1,2999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-432774825-parlante-portatil-bluetooth-jbl-boombox-60w-dlectro-_JM#position=10&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#432774825,JBL,Boombox,60 W,NA,NA,5.25 kg,NA,NA,Activo
1064, Parlante Bluetooth 4.1 Motorola Sonic Play+ 200 - Oferta ,129,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORT+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-430779451-parlante-bluetooth-41-motorola-sonic-play-200-oferta-_JM#position=11&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#430779451,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065, Parlante Portátil Marley Bluetooth ,159,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROJASTONDERJOHANANDERSON,https://articulo.mercadolibre.com.pe/MPE-432920997-parlante-portatil-marley-bluetooth-_JM#position=12&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#432920997,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066, Parlante Subwoofer Digital Bluetooth Sting Chico Ha-354bt ,195,NA,0,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PCGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-433163726-parlante-subwoofer-digital-bluetooth-sting-chico-ha-354bt-_JM#position=13&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433163726,Halion,NA,NA,Negro,Subwoofer,NA,NA,NA,NA
1067, Parlante Sony Srs-x11 Inalámbrico Portátil Bluetooth Negro ,139,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VEGA.COM+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=w%2FhFiCoSEvbN0Y%2Btjw6%2FbyWOUmEvs7dB9RvxSMX70Egkpd%2FY3cpwZf02h6SfthlMFmZnV06aFazTZi3WzXoeJaZ%2FZ%2FN%2BeL%2FVa8XoCE6%2BzytNO5KxjVZf27%2BOWxK56JSF10UQXx9Iz9OeJp8xG0pJdkULT8DRS48KLnKrvX%2BEGUzPkGF0UwHqPmq6G2nq7SlaqOlGz5%2BYqlDaL%2BbVPfNhSBD12hyzewO%2FvHzrrNRbdRzWotCdsTFYawjp8UwydG6A54ntMTA1alQHIiBBcWiqZ5nhMxyEJPcNcYutJAQFJLAGvUPCXo7cQIAPT99w3osHN5ypTvKQnX4avV%2Fb%2BJm0s16K%2FmZq0oiEXOLR8FnijXQ54HYFcg4ilsH2CMv092WsSvmr%2BmIP5kmm7GIce15AleUgUE8LGpqj0qeQ4NtsrZVQ8l1XxSjooTZk5uwUbDdwympBSyTKL26FZ3kMiJNFDzrUwqt0iwo8ByN06ZlCmNd8GaZvWjE7AQG6RIU1WaKkadNc2v1Uh3hbBc3YDF%2FXNKda1Gpzv20MX%2B5rNH3PZeVdylOiXzfFYvYvbRCLKsB4QzfJ3AyMmQNftvXoSeCkvYbUMf9Ikyycw8RoZUYYFnpsHuNJyuDmWEcv9b1MLKDVtCsJxqZBP6hCMJHVQYFwPJpNewuyx3GUSim%2BH92QfatCnS9cXRvgjZfSdOQKCqwK3pECeHI21TPCoO1cEX0WhF70%2Bgn7dwOT5qZf6bugF0Yqb0B7I55WSY3ori0an7SJAhvYKAdp%2BLofJ%2B%2FUvFNO%2FiRKuO4qHLxlq09gzI5pZIg28vx4o57RBNpesJVdsCztTND7QQv43guD0ZR3gd3voC%2BqLdw8h3AQSJTf2aoCaozaeViVfQ7xSzosHIestDh8rO6Yq5iMFMMcjn1bbdzEPEJcWi%2BLdnSUAsNum%2B%2FFoCfAbcmo7a%2B7WTCAf5WMF5QmzlHP%2BsYZEEF2dN3tv0%2FdwENs2BsdlbZ0qpJACLu2wMJKnzwryDYeZnn%2BwQ1xDL0TuQKwVANdT1G3IZtLlbYYh7tMOKrnmAURMdunjjVAFQOyifZ4mGM2KVq8kpgISXK4fD0XwAsdLbltoxiptganb5HC53nyz6W5X4SWmxVsDSt3h67HvpP7lmsAQSxDeZMU2VPgyOZ31SrzdTaLNOTrrY9D9yl2YOpH2%2BXZdi4Q4b8zhrQHpquGn2hYQGQ5Wx1tszzHmgBrXNbcTfwhdYcEXnIzMelPqBbAUqFDshblEHXVPwsjxoQbruqf7NplH6QAyF8PLMd%2BcxxCFZcNtxW9Zzryup7hASniB0%2BcqeWvgn13Aq0WDqNGAjX1FNUvEvTlNzlH9F6XpF1K%2BdxNq7wI2%2FQQwXQ1DqWPa8b6c3ly10UDdtks110ihMM4%2Fx1TOLrKoOMl%2Fqlk0luvJnW7l4Rmwmll%2BoVxLJuE1ZqibCRASjqPW3tv0F6AC2GlNkT8SQj9oxd5eu6cmSy4pCEyWiy1LLNfpqEXlVGcZTzelTWVZNt2AN8s7iQ%2F6tUnLdqmfpHbLZpOO7FDb83wnV1mzSDCpJH8ev8aBKYAU9Dp0tRMPn3VHPxV6yz4SmBeO1Mxy%2FHgUiEk2Cq473661TcKWNemE31iH6pshvYJtRrExf5L174A7Zp%2BLZnKNcHHOXDbrPlHKHEL4TikbWoGav7UXFA3KoZ6uydVZ%2BcnFTxaez4wANOJYriUTcbjsXucvi3wSkmhGWFJAHDqiipQxFfvB9Rw9suAULCVc54%3D,NA,NA,NA,NA,NA,#435373186,Sony,SRS-X11,10 W,NA,Bluetooth,NA,Stereo,NA,Pasivo
1068, Foco Led Parlante Bluetooh Envio Para Toda Provincia ,35,NA,2,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLLEDO2323,https://articulo.mercadolibre.com.pe/MPE-433241617-foco-led-parlante-bluetooh-envio-para-toda-provincia-_JM#position=15&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433241617,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069, Parlantes Micronics Romance Mic S7062bt ,130,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANMANUE+MURAYARIVELA,https://articulo.mercadolibre.com.pe/MPE-433542299-parlantes-micronics-romance-mic-s7062bt-_JM#position=16&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#433542299,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070, Parlante Bluetooth House Of Marley No Bounds Em-ja015-bl Azu ,279,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435418919-parlante-bluetooth-house-of-marley-no-bounds-em-ja015-bl-azu-_JM#position=17&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#435418919,House of Marley,NA,NA,NA,NA,NA,NA,NA,NA
1071, Parlante Bluetooth Intense Devices Id-ds389 6w Sd Fm Led ,49,NA,2,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VEGA.COM+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=jOoctPcyr%2Fu3jPszW8BkM%2BY7wQUSdvOokirdd8fiHuRJPqu9R6zcl1%2FbLeOIw5kr4YQVSzE5Ks8O6J%2BPNYmK3xLMpxlHp98lCzblIniSc1HQF8hRJK3qmT2Tocln71g3lacPy2zb8%2B0OzYHn%2BNt6uCJ%2FMTkbImzp7WMB03%2F%2Fw59KKiP9mVeoBhjdQ%2FJmBcywbgHmYJ4IrCntpLZVCuUi3Ivp5zhJZKrlsaQ8wZJ2XlnWlRfNUjb9mIkFLYniHvE7Bq58QZePBvHII0sx4%2BRIeGB%2BVmG4cCWNvFsz7rawxbSbJ%2BudmpMAxvqyQqfhiLbnv47Wo8grdJeAdQ2ym%2FGFq0lvqgVoQu9JboRiJuFGmRxoHN0MbrfuHkrVzXl3reyy8zmwVxmZhVk6Po4ymiEkGVYrP9hHZcJHYAgTalqgq0CCyvVc1fzk6iX1hsdlrZAwK4aYw0Osq0ZFvXGYhI0FESWNfMSkOS8wuN7qSidNK79H9ytqE5WxxW2YpF6Y89n5se2tWBwsTNdOH%2FHqDEP9EmZ1ocOIMpOXsN1pNA38W1JC4AH2JeEeDu02368dmK3w6wG8V47Q47mOQbWx27QHmYCCkpLXBH%2FCyl3rdxO6WDrkUT6tcTeYiiYEdwXWW6uQCMyoHHGfJ3xXXDeQDGc9tua26NsDd9GK0OX8bZootkSxldmY6YUcwGIuxUbsMJw4JJZTafoZcy2rhOvMvWyC%2B%2Fy%2BzCXfOTZaJGtYs7QKIS9Ecf1UXCoWKEOYQ44GL4fNEfL24z%2BHrmqYuXT4RDKY1yEWx%2BTWGpW5Zotv0pAf3HYsMUHuDB71SZqQpLeTfCkRopNmV9bLbx1g3xP8FODSdDs%2F7XfQ7%2BhGXgiHfpSTG5K1b8fpTc874GKE68CFD8udwcHsQuHZe4u0vT17%2FF6czWsqB5rsVVag5c4MkjvwLhWvlL8KIu0Upq%2BHI97R6KQTolkr50NFLDFK7LSqy8fIwYYzkz0YlKuYMgXYwd9Zq2curhc6N2PZigzG%2FVlOghvKKRHk7uZJGItYa%2BojI9TXh6zTp2PZukrcZg95fGePsM%2BZoeAYPR8iBV2ZOWmdppJpuZAQ0ez1JczN96Y6SDx1o7CLQ9lXgcJiTw9IIR4ea5NChae%2BSu8yiP%2BOA%2F173JwtuoXNgDgGMIGoHqN2GM1gbghzkwdXNr6KXTjdShwvrlbIIq2vRD%2B6FH9jKOLbxj71mWO6VYs8%2Fak%2BIpZj7jTZCEjB1J01VZ3SM7Ih1ue85hc6kmVDeaOWHn7%2FDEj4gNoQLb7ufqnKFKF%2BI70%2FbD%2F9K0xmos8l%2FFjsAJ62xVIIQ%2FHTxtg8VOdTYkc2011lV8fpEo7ei4G6tP72mFQubsw%2Baac0IUALpxazj08MYonkk7uOC%2BIF%2BCYU50mafjOrMEskb9SQ0VIw0CCVG816NwIWmtWDS2vCTjPuvtICfaAW8BZ6F7RP0gpZUUIQKHs2lkeS8EA9cPXnaZzpLwUXM7TXZIewvZNymwDzA9ngJk6kTpQNOf1Ubl%2BSuDLeUsKN%2F7DS%2FsY1fDfZQ3TXpoSYKtN12anlmfhj0ez6IvcfesAbpI5LCHnlkDH4RVwz%2B8GxMysh8Qyui7CCd32%2B9jDppv1bNpPK9X2%2FKKoo%2B%2FuD43ykPkY2lVz%2Bf0WarnQ55QjdZRFp6Rv7oocBBp6PtulGz%2BnFLp%2BHQ1E%2BcjO4%2B7Ytjz9bHkjLX4qL%2FT9J3oKT4KS%2FwvrVKAggigJVxbRDS21LQ5%2FWp%2FwCn8rK,NA,NA,NA,NA,NA,#433585430,Intense Divices,ID-DS389,6 W,NA,Bluetooth,NA,NA,NA,estereo
1072, Parlante Inalambrico Logitech Ue Log Megaboom 3 Blue Blueto ,710,NA,NA,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LOGINSTORELOGINSTORE?brandId=21,https://articulo.mercadolibre.com.pe/MPE-435432152-parlante-inalambrico-logitech-ue-log-megaboom-3-blue-blueto-_JM#position=19&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#435432152,LoginStore,NA,NA,Azul,NA,NA,USB,NA,NA
1073, Parlante Bluetune Bean - Selfie ,76,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436353500-parlante-bluetune-bean-selfie-_JM#position=20&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436353500,NA,NA,NA,Roja,NA,NA,NA,NA,NA
1074, Parlante Logitech Ue Wonderboom Bt Unicorn Bluetooth ,264,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436444648-parlante-logitech-ue-wonderboom-bt-unicorn-bluetooth-_JM#position=21&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436444648,Logitech,WONDERBOOM,NA,Agua,NA,NA,NA,NA,Activo
1075, Parlante Bluetooth Groot ,58,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARTINBASAURI,https://articulo.mercadolibre.com.pe/MPE-436584770-parlante-bluetooth-groot-_JM#position=22&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#436584770,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076, Parlante Bluetooth Coolbox Super Potente ,50,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-435234947-parlante-bluetooth-coolbox-super-potente-_JM#position=23&type=item&tracking_id=7c4dd6f4-1d53-4fa4-8742-dd3ad38e7588,NA,NA,NA,NA,NA,#435234947,NA,NA,NA,NA,NA,NA,NA,NA,NA
