search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso
1524, Capacete Fechado Motoqueiro Moto Sport Automatico Pro Tork ,89,NA,8,9,12x,7.49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1562,https://perfil.mercadolivre.com.br/AB.MIDIA,https://produto.mercadolivre.com.br/MLB-1073324163-capacete-fechado-motoqueiro-moto-sport-automatico-pro-tork-_JM?searchVariation=25910173227,969,338,149,57,49,#1073324163,"Preto Fosco / 56,Preto Fosco / 58,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,Capacete,Motosport,Integral,Transparente,Resina termopl?stica,ABS,Adultos,NA,1600 g
1525, Capacete Moto Peels Spike Storm Preto Vermelho Fosco Com Nf ,219,NA,3,6,12x,18.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,94,https://perfil.mercadolivre.com.br/CICLO-BETO?brandId=1910,https://produto.mercadolivre.com.br/MLB-1193747585-capacete-moto-peels-spike-storm-preto-vermelho-fosco-com-nf-_JM?searchVariation=34019668079,73,15,3,2,1,#1193747585,Preto-fosco/Vermelho,"56,58,60",Peels,NA,Spike,Integral,Simple,NA,NA,Adultos,Unissex,NA
1526, Capacete De Moto Mixs Fokker Paint + Viseira Espelhada ,210,NA,3,5,12x,17.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1020225093-capacete-de-moto-mixs-fokker-paint-viseira-espelhada-_JM,NA,NA,NA,NA,NA,#1020225093,"Butterfly (Informe a cor da viseira através do campo de mensagem),Jokker (Informe a cor da viseira no campo de mensagem),Paint Prata (Informe a cor da viseira no campo de mensagem),Paint Vermelho (Informe a cor da viseira através do campo de mensagem),Preto Fosco (Informe a cor da viseira através do campo de mensagem),RPM (Informe a cor da viseira através do campo de mensagem),Selecione o modelo do capacete, entre as opções disponíveis.","56,58,60,62,Selecione o tamanho desejado, entre as opções disponíveis.",Mixs,Capacete,Mixs Fokker Fechado,Cross,NA,NA,ABS,NA,NA,NA
1527, Capacete Sport Moto For Girls Branco Pro Tork ,66,NA,5,19,12x,6.39,NA,Envio para todo o país,NA,NA,4.4,45,https://perfil.mercadolivre.com.br/ESTRELA10_?brandId=1582,https://produto.mercadolivre.com.br/MLB-1124663898-capacete-sport-moto-for-girls-branco-pro-tork-_JM?searchVariation=29206558696,26,16,1,1,1,#1124663898,Branco,60,Pro Tork,For Girls,Sport,Integral,NA,NA,NA,NA,NA,NA
1528, Capacete Moto Fechado Protork R8 Integral + Viseira Iridium ,119,NA,9,2994,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2115,https://perfil.mercadolivre.com.br/ON+MOTOPARTS,https://produto.mercadolivre.com.br/MLB-1137376915-capacete-moto-fechado-protork-r8-integral-viseira-iridium-_JM?searchVariation=30084051065,1400,399,183,62,71,#1137376915,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,EPS,ABS,Adultos,Unissex,1200 g
1529, 12 Adesivos Refletivos Capacete Moto ,30,NA,11,96,6x,5.55,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NHONHO_TB,https://produto.mercadolivre.com.br/MLB-1109870810-12-adesivos-refletivos-capacete-moto-_JM?searchVariation=28086917298,NA,NA,NA,NA,NA,#1109870810,Branco,"9,00x2,5",AGV LS2 Shark,Reletivo,todos,Capacete,NA,NA,NA,Adultos,NA,NA
1530, Capacete Moto Pro Tork Sport Moto Preto Tam 56/58/60 ,88,NA,5,100,12x,7.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1562,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1022963830-capacete-moto-pro-tork-sport-moto-preto-tam-565860-_JM?searchVariation=39430798687,969,338,149,57,49,#1022963830,NA,NA,Pro Tork,NA,Sport Moto,Integral,NA,NA,NA,NA,NA,NA
1531, 2 Capacete De Moto Sm Automatico + 1 Capacete Infantil ,200,NA,1,1000,12x,19.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1562,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1137540484-2-capacete-de-moto-sm-automatico-1-capacete-infantil-_JM?searchVariation=30094348823,969,338,149,57,49,#1137540484,"Branco,Amarelo,Azul,Branco,Preto,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,NA,NA,NA
1532, Capacete Moto Mixs Mx2 Carbon X Brilhante+ Viseira Espelhada ,209,NA,2,4,12x,19.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1183458185-capacete-moto-mixs-mx2-carbon-x-brilhante-viseira-espelhada-_JM?searchVariation=33305228000,5,0,0,0,0,#1183458185,Clique na cor desejada,"56,58,60,62",Mixs,MX2,MX2 Carbon x,Aberto,NA,NA,NA,NA,NA,1.6 kg
1533, Capacete Sport Moto Pro Tork Automático Tipo San Marino Rosa ,59,NA,3,27,10x,5.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRACASAVIRTUALSTORE,https://produto.mercadolivre.com.br/MLB-1156325725-capacete-sport-moto-pro-tork-automatico-tipo-san-marino-rosa-_JM?searchVariation=31249567914,NA,NA,NA,NA,NA,#1156325725,Rosa,"56,58,60,7899730908877,7899730908938,7899730908990",Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,NA,NA,1.04 g
1534, Capacete Fechado Moto Ls2 Ff320 Edge Viseira Solar Azul ,699,NA,6,55,12x,58.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RS1+OFICIAL?brandId=36,https://produto.mercadolivre.com.br/MLB-1209915091-capacete-fechado-moto-ls2-ff320-edge-viseira-solar-azul-_JM,NA,NA,NA,NA,NA,#1209915091,"53/54-(PP/XS),55/56-(P/S),57/58-(M/M),59/60-(G/L),61/62-(GG/XL)",NA,LS2,NA,ff320,Integral,Duplo,NA,ABS,Adultos,Unissex,NA
1535, Capacete Zeus 813 An15 Branco/preto- Moto Lopes ,540,NA,4,1,12x,45.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOTOLOPES.COM.BR,https://produto.mercadolivre.com.br/MLB-1054412028-capacete-zeus-813-an15-brancopreto-moto-lopes-_JM?searchVariation=34427415384,NA,NA,NA,NA,NA,#1054412028,Vermelho,60,Zeus,Street,ZEUS 813,Integral,Duplo,Resina termoplástica,ABS,Adultos,Unissex,NA
1536, Capacete Moto Off Road Ls2 Mx436 Quaterback Bc Viseira Solar ,1000,NA,2,2,12x,83.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GENERAL+MOTOS-OFICIAL,https://produto.mercadolivre.com.br/MLB-1054743974-capacete-moto-off-road-ls2-mx436-quaterback-bc-viseira-solar-_JM,NA,NA,NA,NA,NA,#1054743974,Não se aplica - Não se aplica,"54,56",LS2,MX436 PIONNER,QUATERBACK,Integral,NA,NA,KPA,NA,NA,NA
1537, Capacete Motofeminino Bullitz Taurus Zarref V4 Preto ,216,NA,2,1200,12x,18.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1180401712-capacete-motofeminino-bullitz-taurus-zarref-v4-preto-_JM?searchVariation=33071803917,NA,NA,NA,NA,NA,#1180401712,Preto,"M - 58,P - 56,G - 60",Fly,NA,V4,Integral,NA,NA,NA,NA,NA,1400 kg
1538, Capacete Aberto New Liberty 3 Moto Motociclista Preto Branco ,63,NA,5,150,12x,6.12,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1600,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1257804503-capacete-aberto-new-liberty-3-moto-motociclista-preto-branco-_JM?searchVariation=39180608888,1184,280,102,15,19,#1257804503,,"56,58,60",Pro Tork,NA,Aberto New Liberty Three,Aberto com Viseira,Simple,NA,ABS,Adultos,Unissex,NA
1539, Capacete Moto Pro Tork Evolution G6 Speed Rosa ,169,NA,NA,30,12x,14.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,38,https://perfil.mercadolivre.com.br/PRACASAVIRTUALSTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=xJEqFAcJBKjTvVT7PsK070GfJy22%2FCq8aI%2FzD8cAEpSsJVOb1GRlGqkxtZ2r190ctepzgES0uFVcI%2BrHTtG%2Bw5z%2Bm8ZLQYfUyAj23LiRG5VCwyE4SjRBlS7Mmb%2BHY8%2B1OnIEvCAZPjUe8h1HHuomKAdplPxgTQvirikUmqNiP6B6roC%2FnlPQ6%2FnRLNSGep1FCCNgyhkOg9ee96C7cwoxxK6wiLKuUr0ZMiiaogAxuzpRQsgVxsc%2BiTQfKTc3c7L2T34ZJBXeDgVv41OYpqXoJTCh%2FVLf2L14ydLw%2FFGqf40E5k0MSzZfadFNPTE24CfA%2F%2BGb2vPs2HKUukYQNreRCkGWUFrQ0mce4I0yVAoN9dzY9QQkPLjOwjp2MqKpMoBKpomxO23qmMdQJn1D2FIRpsjpiQUAgiNjbeSrdSeX7YOVAIJrFRzB9Nw5JKT%2BniF90SuAhhuu%2Fh09XUWtn6SLociuyouQHZhOJRIED3XSa1dwOkur%2Bo35V1%2F2Rvy8G13Ap1aaFyx5A9KauI%2Bi3Y7FaVV1UzY7eywsqwh%2FTkzmId43m3IpouLP0WMcN%2FouLiK%2B%2FvnT3bYRHNbDAkMIczy1a4xCvbIPl17BD%2B9jIMf4qeG8W6hq1FN9YcF6uEKlPvw%2B7uEPLt%2Ft0vRfIBZwzrcwwXdOLswsqj2IDEmmwCSpJIfXRj96plLsndIBEKIWPD6kOI5kR20me2tfCBegnw8yaVs82jUWDBrHyQp%2BIUgwIluEOe7F5%2F8PHfXrZvaU4ECoAJWrV2%2BWqGTj3sLyLgalADEzJomnVzk1xcFQDH8jjf1Xawu7pYTZThu1Z%2Fib0q0YXmkCAfSXa8YUZtgUvpzLw5is3%2FswVZfKQsoMRUV0Vtzo8bvWn4MpRsq9PRraERsJ6O%2FFDilVfMM33Ynh9Xe3ZFBGuVfR75BCVaw3Y8ZQupkY3TFYFeIqZH3Ec1olSep5YZBM4cRH46I%2BhAPyHbQn08hBj1xHUbulCE0zfeHXmtU8tJhRWgUfRpBSLnhfNEdYy5zSYlCl4sBMLb43BFJNnHPRa5wyz3npQqnE53tT4uCUuXBFM3WEdTZaD4uQxAaf%2Fwrw9PT5GAAkcLstnf1Tepz2YuXxNqP1aVF1WfiI9mnQGKlRUj9M9dEzowzhy4YL5smaFIerXtJnVHBZl43%2FeF3c%2FB2092xA2eg1mtvb%2FPt%2BAby4hvKdNfMOBAFsj%2F3ODWY863WyiokZQzEgMEmduSUupI5kkkEA7sruMWUUe%2FZqyPNGvwAywyr5P9uABFMp3FeZXWgzr%2BT%2BnEdjH1G2NYs1EBGrx7GvtoXj5u9E3JxdPTbilyqjXotN70nSwCw21Xrld3TgirlKlOdQ0FWBcwUy3V2t2ZeBFEPUABD50079SIP6Ot%2BqYf66VFsX8hBP1xZHrZcbIyy6Twmnk58AdLJ8PR1UqhmgXD1paGDKn1rXWYwxJY1k3VHt%2BWAUS1m2O8xtrCoZ5sBHmS1YRgE3SsHWr1bdMUUVyUyQd983ePxyoUSOfghHh4dNcOrWA%2BkGSQJPInJsmtGdRcwGV%2B2JZxOfwdmsIWtcbPqhZ%2Fbawg3vV8Noe%2BCpH1fIHwu%2FPowRtu2hmz1ojvxUOLcBm2gF%2FAtWEOttT%2B0LSMqfwGYZ%2BeugI2IRqMUZ5Yw2m%2Bs5twFhE6%2FmgEsUVZ0VTZMBLsHZ0%2FgPz0QCMM3YyWqcd2%2BuYEvafQmuKktzWrC04kcMizUAd36Clq%2BLVq608%2FHCdLT5iy0h0TUFiNN%2F2OZ%2FnhU%2BmNW14KHzEzwl6BD2rvM%2BG4cyLioBfF1mUC%2FYLdnwqc6IwH1y8uE9C54WHccsVaRIlJhloxHrFqIbBsUou%2BofPUVRLGAHKQjVTL4taWlh4BMJsBGML%2FffyiBkS9nP41dcMlrpPUltqnFHULSr09J1mLK97nqAGv%2BdJ6qv,32,2,1,1,1,#1180406509,"56,58,60",,Pro Tork,NA,Evolution G6 Speed,Integral,NA,NA,NA,NA,NA,NA
1540, 2 Capacete Moto Masculino Cores Variadas Preço Atacdo Oferta ,143,NA,2,1965,12x,11.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1562,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1221129080-2-capacete-moto-masculino-cores-variadas-preco-atacdo-oferta-_JM?searchVariation=36122473452,969,338,149,57,49,#1221129080,"Preto-fosco,Azul,Branco,PRETO COM ROSA,PRETO COM VERDE,PRETO COM VERMELHO,Preto com Branco,Preto-brilhante,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,Poliestireno,Policarbonato,Adultos,Unissex,NA
1541, Capacete Fechado Motosky Antares Viseira Espelhada 56a62 ,199,NA,14,400,12x,19.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/PODIUMPNEUSONLINE02,https://produto.mercadolivre.com.br/MLB-1176171388-capacete-fechado-motosky-antares-viseira-espelhada-56a62-_JM?searchVariation=32823752602,1,0,0,0,0,#1176171388,Preto,"56,58,60,62",Motosky,NA,Antares,Integral,Simple,EPS,"ABS, VISEIRA ANTI-RISCO, FORRO MICRO FIBRA, ANTI-ALÉRGICO, ANTI-BACTERIANO",Adultos,Unissex,NA
1542, Capacete Nolan N64 Gemini Réplica Bastianini + Viseira Fumê ,990,NA,1,77,12x,82.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,11,https://perfil.mercadolivre.com.br/LOJA+TOLEMAN,https://produto.mercadolivre.com.br/MLB-1155640303-capacete-nolan-n64-gemini-replica-bastianini-viseira-fum-_JM?searchVariation=31209379632,9,2,0,0,0,#1155640303,"56 - P,58 - M,60 - L,61/62 - XL",NA,Nolan,"Nolan N64, Ideal para Motos o Dia a Dia, Motos Street, Naked",Capacete Nolan N64 Gemini Réplica Bastianini,Integral,NA,NA,NA,NA,NA,1480 g
1543, Capacete Moto Peels Mirage Techride Chumbo Twister Mt03 250c ,284,NA,6,6,12x,27.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,297,https://perfil.mercadolivre.com.br/KPCTMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1142709753-capacete-moto-peels-mirage-techride-chumbo-twister-mt03-250c-_JM?searchVariation=30392899273,202,52,30,8,5,#1142709753,Preto Chumbo Fosco - Preto,"58,60",Peels,Mirage,Mirage,Integral,Simple,Resina termoplástica,ABS,Adultos,Unissex,NA
1544, Capacete Moto Peels Spike Storm Preto Fosco Vermelho N Ebf ,215,NA,2,4,12x,17.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,94,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1190711539-capacete-moto-peels-spike-storm-preto-fosco-vermelho-n-ebf-_JM?searchVariation=33812673214,73,15,3,2,1,#1190711539,Preto/Vermelho,"M - 57/58,L - 59/60,XL - 61/62",Peels,NA,Spike Storm,Integral,Simple,ABS,ABS,Adultos,Unissex,NA
1545, Capacete Moto Pro Tork Evolution G6 Speed Cinza ,169,NA,NA,30,12x,14.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,38,https://perfil.mercadolivre.com.br/PRACASAVIRTUALSTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=vZHaeOw3OvVBsKk7I4NKYNLvvPrNMTu%2F%2Bipaa0hw3y5xyHp09okpNKGL%2B9yP5%2BM41A2nGJLypcZh8CcPLUKRhdJtJqF7b2c8ZZ4E0Cpp133G1d8AXCkTwjaqywiXtxEgq00l6OzSztZcsqfnd%2FHY9pR3LBfzmP29y8zlKCbrdW0Rhk4MChSg9XiR0c4sb9Gt1oNmajCFu0hlUsmru74wyRCyxnnnjXqkgg46Q5z11oUOVkihftKQcf1vfbY%2FhtI4SX4Jrc1SgnoTTUBhxK82jul9TVoMQhJ7NiX21Kud%2BifDaLCRLy4wcB1MSK4ePsLXuA%2BhyEwebCo%2Fm0figSUIJhtHS1y4AhxawTqqmTwJgpLZvDkFj68HbxBIVgNVoVf2UeTZAoWiaxXuG2c2xoL7f0OJxezJPyFTDQEBQx5zstCDlB3nBb2dwuKE2D1WuAt4JcbY8bSiDCtqKEJYSYo1ZWImUFzjgQUTEGFuDl3VtnAG7s5v3P9GzwgOVrwh7c6ssub6qsPTeIFs2mwMIlcKaXmJaomlIEgJfLhEr4b1Si264s3bGdPV7NkkrJcVs%2BBtvjib898OdzLU5g%2F9V47bzXxa2GSiyWRLn4Woi%2F4e9Tf3zOsE8%2BJnIIrqpot21zIb0xQsoOH2Jbu8fjvPQidRZiqVFOQJuNB6hJrF%2BRwVh8MfxNKO7KlcTDVRW%2FHU97pPlKwyOwD6liqkGok3iCo49N8LhKSPf5nMDRdAb62H%2BJKbH4SZt%2BlKln1TTCgtB4O9HhaPBRDLJIZr9u36A2Y7E2Gb9pi3HAxViqbyu1T0gMQTpCV5w72k5MWYuQxO8wZ%2BMtdU2hhkAwKQXGM2pcVMSMmbBzpW0eZVvu9Y%2Fs45xoOV%2F4EE0aH9eVlmMmqjQ8h1z6ZxhYvTEO8k0bL1t3IHEqN3KNraTsCCrFBmI20DqRr2JsMODys4us%2FVOaDviWYndQKKva%2B83Jgkjhu0aDdDmDe61Q0VFTt7tI76ilUBKkEarYyodef0SY9fAun9T6bvMTHdllyz14rXelQZh7m5dD4qs9AmZsA1IqYXdQd%2F5t8DUxp%2BPCjMbHXJcgDYrtfc%2FGr0nyio5yNzAdjabXtAGVFQeIF9Pnvsc9A6rkGy3zLLMoIWGJvZAVtaEMZr41tfbxihRE%2FSZFp1WYIozCx%2FesYV7vceKfZ0DGDE3L2sn5xzwh1PRZoc%2FS6LBhfO4r1O3qFbZfsgD%2BJeRHdhlRVPW7VqWflAh%2FqqoOuGrSyKp2a7zCiuyQvm3aA1sbqzocjYx8g40Oz59KVkNShH1sJ0Y6uFhCANhw9Yta7EpuV%2B8hAGAfZFc3x8fLgQh35Gv8IbON2ED%2BHKrocEtdov1%2BVHbbnZYNmUbJzI8jurXG3Ybza1CVxDJUGqbRtrVyEa8rNDaJa64GRtJdpRMWj6ckDe9J6AMylkT9jEYaeDpzAUyz1OPf6CId2kqtpMjgh5wD3wshPDGydYDNa1CirE8clkOG8yshfHdkIJbuRqXgrW5FCGIhoZI5JgNUX4e9k7V%2BgrDv5tin5iXZVqeWoOjY6vaO9MYy7z89X66Kw%2BqVJ0YJZN9Tm71aGVFDKPu7RGH4G843XcqfRX4Wiin%2F3D220eJLEcYyPEM9J4S05Y%2FVFNep5R96qaZd9w3MR4zg9xttz6dPLnvPmzI2xTKBlzQBWnnoP2FG4Dv%2FEMsKEsASRSbqaa%2FMce369n%2B1iV49mpCNXk2h6%2BNSk0gSbng%2FxrLCjXqZWPdqofGvgu0KXERHiH9y0NtweU41swywYtU6xlbaG1xn26Rhodeo1TxD4Pw0lIaQt5SlBP%2Fvpf36mo%2B6T%2B6lXqolQ2mFqbWdHlSYj%2FWncBvIA52X54G2Jud%2FjCWxF%2FG3ab7AT9FYYkiXRONn4oyKe0g28WrAFQCHwi0g2bF4xJE5xnDsNllaY9L3U%3D,32,2,1,1,1,#1180389467,Cinza,"56,58,60,7899730991251,7899730991299,7899730991336",Pro Tork,NA,Evolution G6 Speed,Integral,NA,NA,NA,NA,NA,NA
1546, Capacete Moto Fechado R8 Viseira Dourada Pro Tork Amarelo ,129,NA,6,1800,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1061061542-capacete-moto-fechado-r8-viseira-dourada-pro-tork-amarelo-_JM?searchVariation=25253795609,NA,NA,NA,NA,NA,#1061061542,"Amarelo,Amarelo,Azul,Azul-claro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,ABS,NA,NA,NA
1547, Capacete Moto Evolution Pro Tork G6 Pro Color + Viseira Fumê ,174,NA,16,2118,12x,14.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1094604957-capacete-moto-evolution-pro-tork-g6-pro-color-viseira-fum-_JM?searchVariation=27059419253,3,0,0,0,0,#1094604957,Azul,"56,58,60",Pro Tork,Unissex,g6 788,Integral,NA,NA,NA,NA,NA,NA
1548, Capacete Moto Mt Revenge Speeding Preto Cinza Fosco ,799,NA,2,5,12x,66.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1115586660-capacete-moto-mt-revenge-speeding-preto-cinza-fosco-_JM?searchVariation=28487196844,NA,NA,NA,NA,NA,#1115586660,Preto,"57-58,59-60",MT,Revenge,Evo,Integral,Simple,ABS,Policarbonato,Adultos,Unissex,NA
1549, Capacete Moto Ebf New Spark Edition Preto + Viseira Camaleão ,199,NA,16,132,12x,16.66,NA,Frete grátis,NA,NA,5,1,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-857924662-capacete-moto-ebf-new-spark-edition-preto-viseira-camaleo-_JM,1,0,0,0,0,#857924662,"Tamanho 56,Tamanho 60,Tamanho 58",,EBF,NA,New Spark Black Edition,Integral,NA,NA,ABS,NA,NA,NA
1550, Capacete Para Moto Fechado X11 Volt Dash Motociclista ,299,NA,3,4986,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TM+ACESSORIOS,https://produto.mercadolivre.com.br/MLB-1117921706-capacete-para-moto-fechado-x11-volt-dash-motociclista-_JM?searchVariation=28688918874,NA,NA,NA,NA,NA,#1117921706,Branco,"56,58,60,62,64",X11,Integral,Volt Dash,Integral,NA,NA,ABS,Adultos,NA,NA
