search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso,Tiempo de carga
36, Philips Oneblade Qp2526/10 Híbrida Recortá Modelá Y Afeitá ,1849,NA,163,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,9,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-753967804-cortabarba-multigroom-philips-mg373015-kit-multistyler-_JM,5,3,0,1,0,#753967804,Philips,Series 3000,MG3730/15,MG3730/15,60,NA,NA,NA,NA
37, Afeitadora Philips Oneblade Pro Qp2521 Recorta Modela Afeita ,2099,NA,1656,37,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,43,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-747798332-cortabarba-y-cortacabello-philips-mg3730-kit-profesional-_JM,26,15,2,0,0,#747798332,Philips,3000,MG3730/15,MG3730/15,60 min,220,Planos,400 g,NA
38, Afeitadora Electrica Cortadora Barba Pelo Philips One Blade Recortadora Multistyler Garantia Oficial ,1848,NA,47,3,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-594545386-afeitadora-electrica-cortadora-barba-pelo-philips-one-blade-recortadora-multistyler-garantia-oficial-_JM,1,0,0,0,0,#594545386,Philips,Afeitadora,QP2510/10,NA,NA,NA,NA,NA,NA
39, Afeitadora Philips Aquatouch S1030/04 + Recortador Nt3160/10 ,1299,NA,213,60,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,6,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784833769-philips-one-blade-afeitadora-recortadora-qp2510-oneblade-_JM,5,1,0,0,0,#784833769,Philips,OneBlade,QP2510,NA,NA,Batería,Planos,NA,NA
40, Máquina Afeitadora Profesional Finale Wahl ,1099,NA,387,5,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,22,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-733195547-recortador-philips-para-nariz-orejas-cejas-nt316010-_JM,14,4,4,0,0,#733195547,Philips,Series 3000,Nosetrimmer,NT3160/10,NA,Pila,Giratorios,NA,NA
41, Afeitadora Philips Multigroom 10 En 1 Mg5730/15 Waterproof ,2499,NA,74,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,26,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-755533560-cortabarba-philips-bt520015-beardtrimmer-_JM,19,6,0,0,0,#755533560,Philips,Series 5000,Beardtrimmer,BT5200/15,60M,220v,Planos,NA,NA
42, Cortabarba Multigroom Philips Mg5730/15 Cuerpo Y Rostro ,2999,NA,242,19,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,17,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734477570-cortabarba-multigroom-philips-mg771515-13-en-1-_JM,8,9,0,0,0,#734477570,Philips,Series 7000,Multigroom,MG7715/15,2 hs,100v a 240v,Planos,NA,NA
43, Cortabarba Philips Oneblade Qp2521/10 ,2949,NA,312,610,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,11,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-788821630-philips-oneblade-qp252610-hibrida-recorta-modela-y-afeita-_JM,7,4,0,0,0,#788821630,Philips,OneBlade,QP2526/10,QP2526/10,NA,100-240v,Planos,NA,NA
44, Rasuradora Electrica Ga.ma Vello De Orejas Y Nariz Gnt 512 ,1799,NA,1,98,6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,67,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-756889307-rasuradora-electrica-gama-vello-de-orejas-y-nariz-gnt-512-_JM,36,27,4,0,0,#756889307,GA.MA Italy,NA,GNT 512,NA,NA,NA,NA,NA,NA
45, Afeitadora Recargable Pr1335 + Detallador Mb06 ,4299,NA,31,11,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-779766806-cortabarba-multigroom-philips-mg773015-16-en-1-ducha-wet-_JM,NA,NA,NA,NA,NA,#779766806,Philips,Series 7000,MG7730/15,MG7730/15,NA,220v,Planos,NA,NA
46, Afeitadora Gama Gsh Sport - Flores Norte ,1378,NA,93,922,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/WINCO+STORE?brandId=1592,https://articulo.mercadolibre.com.ar/MLA-758088409-afeitadora-electrica-maquina-de-afeitar-recargable-winco-812-_JM,14,5,3,0,2,#758088409,Winco,NA,W-812,NA,NA,Batería y corriente directa,Giratorios,NA,NA
47, Afeitadora Philips 2 En 1 S1520/42 Recargable Cortapatilla ,5990,NA,154,20,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,49,https://perfil.mercadolibre.com.ar/CENTRAL-DE-BELLEZA,https://articulo.mercadolibre.com.ar/MLA-710209175-maquina-afeitadora-profesional-finale-wahl-_JM,31,12,4,1,1,#710209175,Wahl,Profesiona,Finale,NA,50,220V RECARGABLE,NA,NA,NA
48, Afeitadora Philips Multigroom 10 En 1 Mg5730/15 Water Retiro ,2249,2499,381,104,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,22,https://perfil.mercadolibre.com.ar/WALMART+ARGENTINA?brandId=176,https://articulo.mercadolibre.com.ar/MLA-780584124-recortador-multigroom-philips-11-en-1-mg573015-_JM,13,8,1,0,0,#780584124,Philips,Multigroom,MG5730/15,MG5730/15,NA,Batería,Cuchillas Autoafilables,NA,NA
49, Cortabarba Multigroom Philips Mg3730/15 Kit Multistyler ,2397,NA,156,2,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,561,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-724748277-afeitadora-recargable-aquatouch-philips-s1030-oficial-cuotas-_JM,378,123,38,13,9,#724748277,Philips,AquaTouch,S1030,S1030/04,45 minutos,Batería,Giratorios,NA,NA
50, Nariz Eléctrico Recortadora De Cabello Afeitadora Cortadora ,694,NA,0,149,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-785027936-nariz-electrico-recortadora-de-cabello-afeitadora-cortadora-_JM,NA,NA,NA,NA,NA,#785027936,AGENTW,NA,AGENTW,NA,NA,NA,NA,NA,NA
51, Afeitadora Philips Aquatouch S5420/24 Eléctrica Recargable ,599,NA,110,71,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784837054-philips-repuesto-de-cuchilla-oneblade-one-blade-pro-_JM,1,0,0,0,0,#784837054,NA,NA,NA,NA,NA,NA,NA,NA,NA
52, Afeitadora Philips S5070/02 + Recortador 3160 Nariz Orejas ,2199,NA,626,223,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,90,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-659772078-cortabarba-philips-qt401516-uso-con-o-sin-cable-_JM,61,26,2,1,0,#659772078,Philips,BeardTrimmer series 3000,QT4015/16,QT4015/16,90,baterías y 220v,Planos,NA,NA
53, Cortabarba Multigroom Philips Mg7715/15 13 En 1 ,1539,NA,1778,52,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,244,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-694466683-recortador-de-barba-philips-oneblade-qp251010-_JM,174,50,12,3,4,#694466683,Philips,OneBlade,QP2510/10,QP2510,30 m,Batería,Plano,NA,NA
54, Maquina Afeitar Corta Pelo Barba Corporal Nova Recargable ,550,NA,301,104,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.2,13,https://perfil.mercadolibre.com.ar/PORUNOOPORMAS3,https://articulo.mercadolibre.com.ar/MLA-785787086-maquina-afeitar-corta-pelo-barba-corporal-nova-recargable-_JM,5,2,1,1,4,#785787086,Nova,NUEVA,NS-216,NA,NA,220V,Ergónomicos,NA,NA
55, Afeitadora Electrica Maquina De Afeitar Recargable Winco 812 ,1378,NA,93,922,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/WINCO+STORE?brandId=1592,https://articulo.mercadolibre.com.ar/MLA-758088409-afeitadora-electrica-maquina-de-afeitar-recargable-winco-812-_JM,14,5,3,0,2,#758088409,Winco,NA,W-812,NA,NA,Batería y corriente directa,Giratorios,NA,NA
56, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1299,NA,0,10,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FLADIMAR,https://articulo.mercadolibre.com.ar/MLA-790592903-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#790592903,GA.MA,NA,GC 545,NA,NA,NA,NA,NA,NA
57, Philips Oneblade Pro Qp6510/20 Recortá Modelá Y Afeitá ,3589,NA,366,7,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,251,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718845241-philips-oneblade-pro-qp651020-recorta-modela-y-afeita-_JM,161,66,18,3,3,#718845241,Philips,OneBlade Pro,QP6510/20,Qp6510/20,60,Batería,NA,NA,NA
58, Cortabarba Multigroom Philips Mg7730/15 ,4609,NA,1146,116,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,157,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-690160611-cortabarba-multigroom-philips-mg773015-_JM,119,35,3,0,0,#690160611,Philips,Series 7000,MG7730/15,MG7730/15,120,220v,Planos,NA,NA
59, Cortabarba Philips Bt5200/15 Beardtrimmer ,2499,NA,74,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,26,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-755533560-cortabarba-philips-bt520015-beardtrimmer-_JM,19,6,0,0,0,#755533560,Philips,Series 5000,Beardtrimmer,BT5200/15,60M,220v,Planos,NA,NA
60, Maquina Afeitar Electrica Philips S1100 Closecut Cabezales ,3799,NA,178,821,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,13,https://perfil.mercadolibre.com.ar/MEIMPORTOEMPRESA,https://articulo.mercadolibre.com.ar/MLA-626816972-maquina-afeitar-electrica-philips-s1100-closecut-cabezales-_JM,6,4,0,3,0,#626816972,Philips,Series 1000,1000@,S1100/02,Ilimitado,NA,NA,NA,NA
61, Philips Oneblade Qp2521/10 Recortá Modelá Y Afeitá ,2299,NA,3881,41,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,753,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=aKOADkqVEsMy95bviInsDCxPQQlpariGKlMxkHlPW%2BhXRhodRczQqogKB%2B5Q0HrNR9rhRaeHP5B5VuHtpwazrv7O4q9cXV4PSK%2BLxI9A4jC5xgqN5AQ%2FmvxHSI6%2FQpSRd1o7uygfFd3xDCwEZQQWw%2Fno%2BKPlKJmss4wOfXz1dgjrcyxHS%2BSkTTh9uBF%2FRHdcNgrBiiYcGN7XtDVff7J6WKMosP9SGxtD88SdMvCvFWUCOb2F0lAqUluCkpuAnqoZi4s3EbpzkHi3SYHxQzlmN9MYrl%2BVrUTD%2Fh8mIDHuNDVp5GGUBRCbulCDrGHMK8xH3mxnUUcypHkUj2gfer9y2XGZUfcQKee5GbKNWVfxNJgLnvXMhIcqb9RQ5paBKhyyln6xiSQwyybf1R8t6p%2BnmieSZcJnBwy%2FdhUhbh4P%2F%2FgHAiPfctvLZeUmlHoEt%2BKSj65xwY%2FpTQ4mz3suZXogpjXKBr0l9POtnIvXy9oyhxDkAM0v7r76ZrnIydMV81psNo8XqCS1QHP3RSbdfO6ZaBqda8rBD8PehVpBnNETFrOjoCwcs8Bd0WoeClfUjej067gVvLnUGwFGnELW0q2SS3sl7MidEAGyDl4fkxcgA28qRBdL29s0%2Bfv47rMMjshukh9cr7%2Bqr3i%2F71kcKebEsJWKoFjzuRqfBPvby8ia82g4wgvubihnSmP%2F5Mzc%2FmS4xOaZK39MWnuV94eMLksj8RRwzyOjJIQeoZ4st9rnKdVevoilAtRrC4D18WKGG1ZxGQucuyHvZatGdx7%2BItCDmt3Nr%2B3AIq5m%2B%2FOLDN0psPo6B4P7qx2vvspGOWSuaQGJF0JvkEt%2BVb0BcG1jaH3huaJJBWP8jBgTONs8nPVVMF2CD47FAkfCy2ToXeexor94jjN5qlt8YsT8Xdd3pA3zVWOeiD2AhnXf3kVx04nfr5rIk6jJfQdKEW8gEF2Ykj0zW15k3HaVy4dgx2WCpOgZzAKqZA7BHTVowo07THHiH69S7s9IFa8Qz1nArFe4WOux2HXgB1kvUXmqMmP%2FxjLr5n3oXgP9nX4D00avrTb9WSNj%2Fz9nC%2FPMeIFUOkT0rCgq%2BbHQ4BDVF%2FPI4JtOCfqFnXfkWyuFz8y%2FxNOeFzZgFe4%2FLA7Z4wbyF9ieyHoEid5CbhwdfNcmQk7fn1mQYovXsqpGmAXN0g8y%2Bf2jurv2SzC75DamDBekw53KxYMLNeDeGp9L8HqsXTt34mkizCb9ceOESGVGJIXnUUqKcctiAtpoKaxgJOTrS92%2Fv%2BqmXSUxEyUYC8yZ16VLDg7WlCFBpCS%2F1lcD6aotzqkZUnFOzSIrZpTHuUXkk9B%2F7PC90l1xu3zzMRFUZ9smmYXOyrJh3hgtje%2BIykdyG2UZBz9aasPWs4u7NgMmI9YOitBXNyvTgrWzJfcLMpaTUfaaBfMCAIxxKVbepwJ2wSfvFTPfl6EP3CQfkWN8BCajwgtyNwr3f8cZ7t6kfPJc5DHdDZPnHgrmFfkjDltuN1TyhooyCHyicajkXXl4AF6B%2FucpQ7Z0ptwJetN3R9vK%2Bv8GA7ztaKthJfEwD1u2%2FE09LqphhWquh14I4c7VC%2BcnOVUxGkaN3%2BepWKDyTrSLj52rKRECnBdSqAVroaqlCYVDavTK0gjbEgiW3XfOykNcxh3Kaow36PxHJ5uH3yft1UnuOm6Ta%2B%2BqTt4ZdAE60TFomFhIVstu%2BaJthGZrHZViUBJKFBNjIwXfF%2FAmtG4QgLsSJjaqEEU3eX388uQRn2OLQGGpILmu1plqre0Ne7mSya8p2feXWq1WH5n%2BmJlomUgE2TSysw%3D%3D,567,129,42,5,10,#694476063,Philips,OneBlade,QP2521/10,QP2521/10,45 m,Batería,Planos,NA,8 h
62, Afeitadora Inalambrica Philips Aquatouch S5420/24 Lh Ff ,4899,NA,20,6,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-746389534-afeitadora-inalambrica-philips-aquatouch-s542024-lh-ff-_JM,1,0,0,0,0,#746389534,Philips,AquaTouch,S5420,NA,45 min.,Batería,Giratorios,NA,1 h
63, Cortadora De Pelo Gama Gm593 24 Piezas ,2828,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788238604-cortadora-de-pelo-gama-gm593-24-piezas-_JM,NA,NA,NA,NA,NA,#788238604,GA.MA,Afeitadora,Eléctrica,NA,NA,NA,NA,NA,NA
64, Afeitadora Recargable Aquatouch Philips S1030 Oficial Cuotas ,2397,NA,156,2,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,561,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-724748277-afeitadora-recargable-aquatouch-philips-s1030-oficial-cuotas-_JM,378,123,38,13,9,#724748277,Philips,AquaTouch,S1030,S1030/04,45 minutos,Batería,Giratorios,NA,NA
65, Maquina Afeitadora Rasuradora Vellos Facial Recargable Usb ,398,NA,70,929,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/01ENLINEA,https://articulo.mercadolibre.com.ar/MLA-783178998-maquina-afeitadora-rasuradora-vellos-facial-recargable-usb-_JM,3,1,0,0,0,#783178998,Nanzhong,"NA",NZ-203,NA,NA,USB,Giratorios,NA,NA
66, Cortabarba Philips Bt3226/14 Recargable 20 Posiciones Lh Ff ,1799,NA,26,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-746355603-cortabarba-philips-bt322614-recargable-20-posiciones-lh-ff-_JM,1,0,0,0,0,#746355603,Philips,Series 3000,BT3226/14,BT3226/14,60min,Batería,Removibles,NA,NA
67, Cortadora De Pelo Y Barba Electrica Gama Maquina Gm562 ,1469,NA,19,54,6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PERFUMERIAS+AILEN,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=LA8Wt8SWbZHvXGEJqwSkukSPoUWbFcLKQzrU98B5IpRFKsWCCVgiqYQc4DPJHxbxFhKpSy5BePhSdswux2UfjS97NGce%2BdTO0SqMQM1SbtHYuh1UGQTB2z%2FMSCKRStRfWFoE6Y7e2SxzpbSi52QHU2RD%2Bth0mGTUMrn%2BweD958Gww375yfyH8pQZaAliaLwHJwJ2HApkMhoKr3ragoaC4nvAie%2BfEsnN0QYow3%2B7q239Yq4%2Fd7ZziCQ1lcUBwXuoWJcfnx4rSa7uaZzEC5mL9R7D7yb0adgn6iyljc%2Bgbn4hctem%2BvXCC%2BMwW5g%2F%2FUADd3huakQCs131dbHjttQtLIhT2SCz5EFCFMq8h2mvDuaoXN5mVVGz7gA2%2FvFa0wAt2AVw8iNV6opPiWQfYZpuQYrIX6j%2BFDwyjyZIM2Z7ehokZUxC0sFPl%2BhNbektpmY8Ioh0uoSjuBVKRhHDbWk8PAuAaFfQsFJ7TnABXG2AzlUcVwFIybR4gISuBtiCLPjIcrMYe%2F2Ug2sZjfabu1w78gOO6N5lvxUBvcCyoVH4PeRMNBX2DJ8mSrGyW6eCbaXK8oa3I5v%2BDSMW9%2Fti0uPSvRfdgqmW0pAr5VkAf8dZbGDNMRHBWknXXQvbwbI3WCjxx7ELyRHiffw08TsDruVVX1s%2FDO0LTa9XRulu81P7tOJxHFwIkx7hePBLRrOSd%2F3wvgengUzNyLg2LSjzyHWeBhIp26w%2Fz%2Fu5qRZ9u18Hz0DHFzZuMe2UgLo%2B837ow42Pgf3IIs3Pxhwsir74eYSfzNgr5lDPAef%2FzKh3clB0vv3dS5hWXQaGiCfrIKmHHwsDIe3VrnHnMUt%2BLcA6CK9LjdmSbeUA1EORCpBGXs6kkMzlcaFreOIBOrZPNKkUCZDC4IOBC9GghIfOUT48NoPzekYjSvrC09q4VMtlgaOl4CnWGr%2B0PNWlGPtTkRnYt2i9W0nkDD3DBx5UQEPHmmlz6hNigsjLlrSxvNt9hIFdKBrcce7P%2BVlV%2B8aC%2BP3qbyhAKjpB32DCDKUn%2FrKQh%2F3DXXBZTcn8QhHwP6%2FHrfUi017XQRerg1Ym5Z4gcmVz2rOvIBsGLWn08QF8YRuwN0P%2BVLZeUiBnAfgGAhV1vKt5lWm%2BBk8JkUUDQ8JJELt86tp7TtvH34fbgJbolT6%2F3QScUWjbvLs%2FRMObx1F6zUO76G4aQr0T2Na6vxzHMZedu8uQX3c84vv1KPTDHrBAMFbnqScDJDBGEBjGjGu%2FH83HWsLZTs%2BVQM6WgsYzPfHEttHn8LNfBKXcVxlIPcXD4JPlBNTT%2BujpKc9XnUc9ruED1DRN4BkFoUkutrPoSxBNsyl8CQAj7PUiYjELbEgw%2FO%2BYevbAQOqSumEuhNWr0CTxd37LkHeR%2FqVm63QX7NCSm3fWbqewAQcpujjY5dQU6XNyu3rjqlGlfWdrXn%2BBKQWBPwnXhwR5gjwizfMo%2FUexAyVM9aoYpXM%2BWY8w%2FZ1BM%2F9lyUh57ZNSy48Yg3201tXxuwHxaajlNC%2F4S3xAu0IidCN%2FrRpK4QIqEkSInWxEQJfpIowOHsZRMFnUHXQel2eed3VUk8U4erKslyJmNPCMdBmW%2FViI2CFNcwTKzTZp6vEJNpj46DmDG%2FQpMAQueUJwdP0m%2FlL4Hez81ApZQMLMagEnI2TcWX1js%2FJgJNEWDaj6n6Q8iNxS9pmtAlkaTHC22%2BRJ1YmORo%2B%2FYrSVfFaLz3ggx%2BVkC5P6Fdy%2BzNPeFnvdOwHRMBCsYR%2FPHtZGzMCEF1hfP8LDcdvg40FWwJp%2FqiAFf7aWiYUtixgcakbzCgbiDgjphjkdWw%3D%3D,NA,NA,NA,NA,NA,#788700027,GA.MA,Afeitadoras,GM520,NA,NA,NA,NA,NA,NA
68, Philips One Blade Afeitadora Qp2510 + Repuesto Combo ,1899,NA,54,12,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784837049-philips-one-blade-afeitadora-qp2510-repuesto-combo-_JM,1,0,0,0,0,#784837049,Philips,OneBlade,QP2510,NA,NA,Batería,Planos,NA,NA
69, Afeitadora Electrica Recargable Braun Series 3 310s ,3639,NA,11,2,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,24,https://perfil.mercadolibre.com.ar/AYJHOGAR,https://articulo.mercadolibre.com.ar/MLA-783119194-afeitadora-electrica-recargable-braun-series-3-310s-_JM,19,1,3,0,0,#783119194,Braun,serie 3,310S,NA,NA,Recargable,Flexibles,NA,NA
70, Philips Oneblade Qp2521/10 Recortá Modelá Y Afeitá ,1699,NA,114,19,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,753,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-755041912-philips-oneblade-qp252110-recorta-modela-y-afeita-_JM,567,129,42,5,10,#755041912,Philips,OneBlade,QP2521/10,QP2521/10,45 m,Recargable,NA,NA,8 h
71, Afeitadora Braun 130s-1 Lavable Cortapatillas ,1918,NA,26,57,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,22,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-603180551-afeitadora-braun-130s-1-lavable-cortapatillas-_JM,14,3,3,0,2,#603180551,Braun,Serie 1,130s-1,NA,NA,Corriente directa,Planos,NA,NA
72, Recortador De Barba Philips Oneblade Qp2510/10 Tio Musa ,1299,NA,78,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,244,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-769181623-recortador-de-barba-philips-oneblade-qp251010-tio-musa-_JM,174,50,12,3,4,#769181623,Philips,OneBlade,QP2510/10,QP2510/10,30 m,220V,Planos,NA,NA
