search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Conectores de entrada,Peso,Modelo,Tipos de filtros del parlante,Tipos de parlante,Color,Potencia de salida (RMS)
887, Parlante Creative Gaming Katana Sbx 7.1 Rgb Black ,950,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-433038792-parlante-creative-gaming-katana-sbx-71-rgb-black-_JM,NA,NA,NA,NA,NA,#433038792,NA,USB,NA,NA,NA,NA,NA,NA
888, Parlantes Jbl Playlist 150 Bluetooth Origtinal ,670,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-430871922-parlantes-jbl-playlist-150-bluetooth-origtinal-_JM,NA,NA,NA,NA,NA,#430871922,JBL,NA,NA,Playlist,Activo,NA,NA,30 W
889, Parlante Bluetooth Klip Xtreme Kws-616 40w Speaker System 2 ,235,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-432235562-parlante-bluetooth-klip-xtreme-kws-616-40w-speaker-system-2-_JM,NA,NA,NA,NA,NA,#432235562,NA,NA,3 kg,NA,NA,NA,NA,40 W
890, Parlante Portátil Bluetooth Mackie Freeplay Live + Garantía ,1999,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIMAACOUSTICWORKSEIRL,https://articulo.mercadolibre.com.pe/MPE-433940507-parlante-portatil-bluetooth-mackie-freeplay-live-garantia-_JM,NA,NA,NA,NA,NA,#433940507,Mackie,XLR,8 lb,NA,NA,NA,NA,NA
891, Liquidacion! Parlante Logitech Ue Boom 2 Bluetooth Blue (p ,485,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REMATESYLIQUIDACION_PC,https://articulo.mercadolibre.com.pe/MPE-434594136-liquidacion-parlante-logitech-ue-boom-2-bluetooth-blue-p-_JM,NA,NA,NA,NA,NA,#434594136,Logitech,NA,NA,NA,NA,NA,NA,NA
892, Microcomponente Parlante Panasonic Sc Ua3 300w One Box Nuevo ,570,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AUDIO77,https://articulo.mercadolibre.com.pe/MPE-434141813-microcomponente-parlante-panasonic-sc-ua3-300w-one-box-nuevo-_JM,NA,NA,NA,NA,NA,#434141813,Panasonic,NA,6 kg,NA,NA,NA,NA,NA
893, Parlante Altavoz Bluetooth Perrito Bailarin ,35,NA,"
			
				Nuevo
			
			
		",(30 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENYAN+MENDES,https://articulo.mercadolibre.com.pe/MPE-434605168-parlante-altavoz-bluetooth-perrito-bailarin-_JM,NA,NA,NA,NA,NA,#434605168,bluetooth,NA,NA,NA,NA,Super tweeter,NA,5 W
894, Parlante Portatil Bluetooth Jam Hang Up Hx-p101-cs Cream ,89,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435553119-parlante-portatil-bluetooth-jam-hang-up-hx-p101-cs-cream-_JM,NA,NA,NA,NA,NA,#435553119,NA,NA,0.33 lb,NA,NA,NA,NA,NA
895, Parlante Portatil Bluetooth Jam Hang Up Hx-p101-bk Negro ,89,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435553467-parlante-portatil-bluetooth-jam-hang-up-hx-p101-bk-negro-_JM,NA,NA,NA,NA,NA,#435553467,NA,Auxiliar,0.14 kg,NA,NA,NA,NA,NA
896, Parlante Altavoz Bose Soundlink Revolve+ Trujillo Garantía ,1499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KITTY1PQ,https://articulo.mercadolibre.com.pe/MPE-432586274-parlante-altavoz-bose-soundlink-revolve-trujillo-garantia-_JM,NA,NA,NA,NA,NA,#432586274,Bose,NA,NA,Revolve+,Activo,NA,NA,NA
897, Parlante Pantro Ha-834bt Subwoofer 2.1 Power 120w Radio Fm ,265,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PCGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-433163718-parlante-pantro-ha-834bt-subwoofer-21-power-120w-radio-fm-_JM,NA,NA,NA,NA,NA,#433163718,NA,NA,NA,NA,NA,Subwoofer,Negro,120 W
898, Parlantes Subwoofer Boxer Halion 200w Usb Sd Fm Bluet Karok ,355,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436242857-parlantes-subwoofer-boxer-halion-200w-usb-sd-fm-bluet-karok-_JM,NA,NA,NA,NA,NA,#436242857,NA,NA,NA,NA,NA,Subwoofer,Negro,200 W
899, Parlante Bluetooth Led - Pokemon Go Pokebola Original ,44,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/POOL16199,https://articulo.mercadolibre.com.pe/MPE-433429868-parlante-bluetooth-led-pokemon-go-pokebola-original-_JM,NA,NA,NA,NA,NA,#433429868,NA,NA,NA,NA,NA,NA,NA,NA
900, Parlante Bluetooth Samsung Bottle Eo-sg710 Led 8 Horas Plata ,149,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FASTWAN2016,https://articulo.mercadolibre.com.pe/MPE-437241670-parlante-bluetooth-samsung-bottle-eo-sg710-led-8-horas-plata-_JM,NA,NA,NA,NA,NA,#437241670,Samsung,NA,NA,NA,NA,NA,NA,NA
901, Parlante Multimedia Bluetooth Karaoke + Microfono 80 W ,269,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-426193442-parlante-multimedia-bluetooth-karaoke-microfono-80-w-_JM,NA,NA,NA,NA,NA,#426193442,NA,NA,NA,NA,NA,NA,NA,80 W
902, Mini Parlante Bluetooth Con Luz Led S07u ,35,NA,"
			
				Nuevo
			
			
		",(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-427016513-mini-parlante-bluetooth-con-luz-led-s07u-_JM,NA,NA,NA,NA,NA,#427016513,NA,NA,NA,NA,NA,NA,NA,NA
903, Parlante 2.1 Micronics Rms 90 Whatts Exceess - Mic S7037bt ,229,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-429680108-parlante-21-micronics-rms-90-whatts-exceess-mic-s7037bt-_JM,NA,NA,NA,NA,NA,#429680108,Micronics,NA,NA,Exceess - MIC S7037BT,NA,NA,NA,NA
904, Parlante Inalambrico Logitech Ue Megaboom Plum Bluetooth N ,549,NA,"
			
			
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LOGINSTORELOGINSTORE?brandId=21,https://articulo.mercadolibre.com.pe/MPE-427245196-parlante-inalambrico-logitech-ue-megaboom-plum-bluetooth-n-_JM,NA,NA,NA,NA,NA,#427245196,LoginStore,USB,877 g,NA,NA,NA,Púrpura,NA
905, Parlante Recargabje Kareoke Bluetooth Maxtron Bazooka Lince ,289,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARKETLINCE,https://articulo.mercadolibre.com.pe/MPE-431448659-parlante-recargabje-kareoke-bluetooth-maxtron-bazooka-lince-_JM,NA,NA,NA,NA,NA,#431448659,NA,Auxiliar,NA,NA,NA,Woofer,Verde lima,NA
