search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Linha,Voltagem,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Quantidade de alto-falantes,Resposta máxima em frequência,Resposta mínima em frequência
1227, Boombox Jbl Caixa De Som Portátil 1 Ano De Garantia Original ,1869,NA,2,1,12x,155.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,553,https://perfil.mercadolivre.com.br/ESTILOCELL+ESPECIALIZADA,https://produto.mercadolivre.com.br/MLB-1142020914-boombox-jbl-caixa-de-som-portatil-1-ano-de-garantia-original-_JM,435,47,21,21,29,#1142020914,JBL,Boombox,NA,60 W,NA,NA,80 dB,NA,NA,NA,5.25 kg,NA,NA,NA,Ativo,NA,NA,NA,NA,NA
1228, Caixa De Som Portátil Charge 3 Jbl 3+ Bluetooth Frete Grátis ,109,NA,11,4,12x,9.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2387,https://perfil.mercadolivre.com.br/DISTRIBUIDORA+REDDUST,https://produto.mercadolivre.com.br/MLB-1285029477-caixa-de-som-portatil-charge-3-jbl-3-bluetooth-frete-gratis-_JM,1769,339,136,52,91,#1285029477,JBL,CHARGE3SQUAD,NA,20 W,NA,NA,80 dB,11.5 cm,25.5 cm,17.9 cm,NA,NA,NA,NA,NA,NA,NA,2,20 kHz,65 Hz
1229," Micro System Jbl Com Bluetooth, Usb E 10 W Rms - Ms202 ",662,NA,87,23,12x,63.33,NA,Envio para todo o país,NA,NA,4.5,12,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-930097416-micro-system-jbl-com-bluetooth-usb-e-10-w-rms-ms202-_JM,10,0,1,0,1,#930097416,JBL,MS202,Preto,10 W,NA,Auxiliar,NA,215 mm,110 mm,375 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230, Caixa De Som Amplificada ,499,NA,5,5,12x,41.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANELISEPUFAL,https://produto.mercadolivre.com.br/MLB-1207385637-caixa-de-som-amplificada-_JM,NA,NA,NA,NA,NA,#1207385637,Sumay,Primus 500BT,NA,250 W,12 polegadas,USB,NA,NA,NA,NA,7.5 kg,NA,NA,ativo,Ativo,dIversos,5.1,NA,NA,NA
1231," Caixa De Som Unic-audthec Vmx 600p 12 Passiva 200wrms, Ti ",1188,NA,2,10,12x,99.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VSSOM+BTOS,https://produto.mercadolivre.com.br/MLB-784628975-caixa-de-som-unic-audthec-vmx-600p-12-passiva-200wrms-ti-_JM,NA,NA,NA,NA,NA,#784628975,Unic,VMX 600p,NA,200 W,NA,NA,NA,580 mm,380 mm,410 mm,18.9 kg,NA,NA,Woofer,Woofer,NA,NA,NA,NA,NA
1232, Caixa De Som Mini System Bluetooth Pendrive Fm Cd Sd Aux Pc ,324,NA,4,2,12x,27.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CRSPSHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Ft5nJeZdvPhYO02ggnx3EwfDUdyCkhiE2ka5JRJYg3Eo29jtW%2FiJNkNb0FLcRNidGXQT%2FeVlZr4hK9QaYvgtTZaHkoxAPVQIpZ4f2nCYPCeOs8gr1hGmPY5ozLy0073JulgPiw01gFnoC8kDSfk2Us7cCkYe%2FNVcx9BED04jYJaZ0FR%2B%2B5DZwQCNecj0OPi9A7IdIG6Zb7qhRGyHNVOkCz6AsXjOqZLWpdVst8W%2B4HHdSYljUes1j86WOhSVigE0Ut%2FkwkifxzMzndc24Jb2BYiXF4Xjn67AtTSRaAvP8imQvDrKVl7VA%2B2oQGJ1qnQz6Ep6M83lYNwbEABQZIU7ksTlic1IzkDUoEscqlthmuHM%2FOqp8xEDub8CP1cYnJGFHM8j2mal21bioj9SxQtw2X6%2BKioO0jwLyLezjJo%2FvF4obiML2CPlV9LdIw7TD7QAtCRPwKx0eigTWrmEZYbjkyEuqOVDvp8D8LtR%2FZQ8LK%2FGV%2FRiuc9jdgkL6WWnjQrsfLRXtZyHsrqLLDYhjZLfxqm9LdAbr3iyuSYxSG7KstX%2BM6%2BJElsNtNImoayDO4z9wFS03kFX4Q0UQ%2BJD%2FaLNEwGgktPVz4dOwG2UTE%2BwMAZYnzVGNRTqWXF0JRiPm3CqAcZGRdpgiNQ48KPKX8tBapzICKUahFIgcR5cBpMnFR49UbUfvE%2B9FCOf4lhhT1HKpxpwwVKNQFjOO856PysWh67ozPbn6XVLlR%2BXYruAgldm8bVc3U1z6%2FV5TjhoPVR3BoLiu99toNKtOPHURMBM71noIqui92qrgdVQttToDu64CEHraKoaGa97Gf%2BiX8paS6qyTwIR8yeQgcECBy19zbgEQoMZrRwYrcapYuZ%2BZojSWsmcYJucubFzYy0xYccxRw557HHzF0W7AKlWw4hz%2FjGsg%2BH2oFGVy8MdOxJEcBN4fmmE4CF%2Fedps7%2F6wg%2FaVyiOsNPzCBNHtZoAgo3jctOde86Uu1I%2Fcf3UDyVxBOJAW6lyZzPpvz%2BPaVl5flMlGwvoZXRkykA8wUokkmmShkgPaKukgF0cmloodwuZToG0%2FRoqilAbYUwGzSWZp7%2FGblX70QREBnxHYb8wowlq6%2BlP%2FTLGCbC4M0DUDATNGK%2BSLH9jjLX22roTmC2P35INTzidPb1YxCioOTEAmzRVdPkBYPHQ%2Fx7RasJWlDpmzmBdq4Nm6tdXpdg3PkW8bQq0ibilctSwPGsnaq4HZSiWpND1QbmReVLfIIdvV3Zwv0pk6juW20jFS1y%2BFv1mPaidBk58BBGckUcuM7jSyLnOtqL90QEoGjOTPc6UXf3M3qJj4LWOZ%2B2Dbrh5fA%2Fi24%2BJqb6wUBqcqbvQq%2B7%2Bog36ihX2dXgLMN32LRbOEZfTrt9z2M%2B0Th1SytXO2nMPTUyI5bbtpAVO7RMrgrCJ6tQ7WMpCE7qoBUKRURzAs9NfSa9sph1XE4%2BvvJtn8ZCpedJUBVwbH0ekd5YIIURILWnWWQnLFcYfUdUKNEYqqFsmF2m%2BJ3tAnoIhTzEk3SmqrVLJ0gvhgNhtfZR8EljIA68tsZ1oP5gYkM4depIknq4sm%2Fpq4w8Eojb1hPuWeg9fJ41RfpIM%2BD7pOfGlP7eFebuAg%2BBdOh0v3ib7l1yWHC75KsDpHurfYXAFYP8AZTZZbbLws4hgOn6eDf3fjBveH%2F%2BEeyvV1AhcRpZkm%2B%2BKH767evOj1Q3%2B1KslbODyssh9FRFR14Bu2U2TsUd8PuaOmDMLXiQlAuSw9KuIAMrqH4jA4IV3eJzhMAtVqg2Msh6AQaJSkvpjqtC0yxxcNlitl0p26bw3gCAWGo0j3u2TeiFQ8aZsGZb23oGTItR7oBKQ%2FlMDBczOROGCv41jthjZIIDILpc%2BpjJq3UlvnCrjle63n4uHmKgPRPwttYkWIVEn93NCy9joX,NA,NA,NA,NA,NA,#1278033991,Knup,KP-6026BH/D,NA,50 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,NA,Ativo,"Mesas, móveis e superfícies planas",2.1,NA,NA,NA
1233, Placa Mãe Principal Caixa Jbl Charge 3 (gg)- Original C/ Nfe ,199,NA,4,22,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2387,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1179517249-placa-me-principal-caixa-jbl-charge-3-gg-original-c-nfe-_JM,1769,339,136,52,91,#1179517249,JBL,Charge 3 - gg,NA,NA,"NA",NA,80 dB,NA,NA,NA,NA,NA,NA,-----,Passivo,Caixa de som,----,NA,20 kHz,65 Hz
1234, Caixa De Som Jbl Wind Portátil P/ Moto E Bike P2 Bluetooth ,163,NA,12,129,12x,13.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,922,https://perfil.mercadolivre.com.br/JPARTSBRASIL,https://produto.mercadolivre.com.br/MLB-1180292326-caixa-de-som-jbl-wind-portatil-p-moto-e-bike-p2-bluetooth-_JM,745,120,39,6,12,#1180292326,JBL,Wind,Preto,3 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ativo,NA,NA,NA,20 kHz,20 Hz
1235, Caixa De Som Boombox Jbl Camuflada C/ Garantia - Original ,1789,NA,2,1,12x,171.06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,553,https://perfil.mercadolivre.com.br/ESTILOCELL+ESPECIALIZADA,https://produto.mercadolivre.com.br/MLB-1142088511-caixa-de-som-boombox-jbl-camuflada-c-garantia-original-_JM,435,47,21,21,29,#1142088511,JBL,Boombox,NA,60 W,NA,NA,NA,NA,NA,NA,5.25 kg,NA,NA,NA,Ativo,NA,NA,NA,NA,NA
1236, Caixa De Som Portátil Jbl Tune Black - Bluetooth / Usb / Sd ,349,NA,5,2,12x,33.36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIA_DO_SOM_AUTOMOTIVO,https://produto.mercadolivre.com.br/MLB-1172578222-caixa-de-som-portatil-jbl-tune-black-bluetooth-usb-sd-_JM,NA,NA,NA,NA,NA,#1172578222,JBL,Caixa de som portátil equipada com Rádio FM e até 5 horas de reprodução.,NA,5 W,Caixa,"USB, SD CARD, WIRELESS",NA,NA,NA,NA,0.21 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237, Caixa De Som Portátil Bluetooth Usb Fm Display Led Potente ,79,NA,9,7,12x,6.62,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RAJ_05,https://produto.mercadolivre.com.br/MLB-1157528389-caixa-de-som-portatil-bluetooth-usb-fm-display-led-potente-_JM,NA,NA,NA,NA,NA,#1157528389,X Zhang,XZ-001S,NA,10 W,NA,USB,NA,NA,NA,NA,800 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238, Combo Com 04 Google Home Caixa De Som Speaker Wifi Vitrine ,1549,NA,1,5,12x,129.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CLICOU_TELECOM,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=KtMWtjTQW%2BTetHdyboM62AB5LtXqaz7Yiuv08OJzWTqoCwMtMQLyc8Swd4hnJCpl2%2BtycmrjYNt%2BnP%2BrsNpQ6epfc%2FTH%2BJViJXeccSyQsC1hXq6lEN72rexZ%2FNuiC3YNRiGFfMFLewckjN8XHf6utxTsniEQGGzADvZyitxzAPY4M6BtzhzKSHhUnFrQh1cybbnMAYDfwEAMAw%2ByKP9itrWuBlJg%2Fktk12PEdzTusymGI5CqUqbQKfdc1Kngt072BzbE4gNJFzzsmWwSukhdqnCf6dmvE7GYYnjM0Wzb6Txh%2BOZkyM2QAQvEKaNLXTT3ppJISo78ttS4H%2BzsB5hBPnzgaY6RnIGfWCtDZ4BLe50YbgzhtAZcgErXl3jPCWgk1vp3J6BIrvYy7xIh%2Faycp7mMyrLVjTuBecxS9KgbXY%2BxTdh9Rty0CBff2UaG%2FFWfVZGSV1cIcWExAzJXLUpT3h9mNyQXP9AkayEa9Gc2%2BKL1V%2FJHy19w3TJ0OsRGX29Rkff8eieqhf2Xm%2Fy2vHkYNQNoeU8Rk4ESo6W25lFWje%2BJhy3iSJq5%2By0OkZQN%2B%2FRxPlnih7hOukj7RVNQohPQfHN%2FRSlPLmCrmQIRycgReg0GSAEsrHaQDFB2OyhIeTgigQO0Dk4V%2FcSAQfgU9vEuxprb4oFQHe14WFWGrDmQuxh1lmzqPFCz%2BSczScacWvfixYvFlaSZud%2Fm5U0hnC%2B8g%2BUoGv63HDZ7ZD5O4mf55k0h%2FCikxZpOt4R7SSUegfSA1BhwaBnq74rOvBuzNjIBwzCvFPYVs65WtprXX1MeUm4jFVWVxe78tMu5p1iKQg1IbmiWox33dUbISWvB6MBmCFnNkJWC4L6OI3oavx49CnjDwi9MhAtYm4Z0JAfeHove1zLtPOb1yFqUZkcnJyJ8njttfRFeQqF0MfoEqRB3%2BH0UUYRjeRM5cjk7T3rsMv4FJU8adsj6zgkIhXMCjj4BG6w9m4Wq8Smf2Opst3ZjhzrLP2KFfh%2BJsOAPg0qq0gsDM4i5ZeuwphvATNIe22c%2FwNahH08MscYht7WcWPBAyPqIdU8T6kuM8cBgZm8G%2FwTO4IJJFqUscsrSlhIbbmDLelrY%2FNpYk6WNZRqdGRCfyC1uKBgzoMINujbWB9ccHqwJ2Bx5Cfr4x%2FkiK8Pm7Ixf%2F42tCy0mlTGyJmtNy2PVV6i5Z3eBCgwnyMxykB4IswSW6Wj7NgK85Ux8NSqryf50CmKRv2RwPZaqY6E7DdCMpWZq%2BqXBFUaFvYHff9Y1YhierZhFWw2RiTLjR6wCdyJ0DC2rs5GwVuJStpbhvz9tDVDycIIY3hloxWpHlllkc5fwFgJ6WLyHtDWMkXV4U2gSAZWclEihMp0bFnrmdkdqrsbD8uu5KXdg2Us3AUMrKP7ZNyXJHbBz6QgAhijLYcogn94h4nt%2BJLawq%2BV5X1lkBmRF2UrXtbN8nPmX10uRZt5qSdA9Jk4jwsXVW%2FQfL5H8HwW3whrzM3h9q%2BRbM7nTw8ZHVbc6xszZgwLNk4atsZa4arOihY32qNEUiKfKfmExPOvK924K96Gt8C3NtFoYeOXYZ4OrHS7ZMtFotOw5rTcLnyNIermuLDvBdkIJOzaYX5z7TjJPEvbmbU8afdhcUwGgHP9o6fHh%2Bl5Uktx1lXkspnALsuE2lkhP33G6u56aTxEbZNgD8OoZuZ6PQwZ70%2FCdg0z2dL2iUJqlJcdBWmeKM5c70cLrwkkXmcU3l83lbqF4mAGtS5FnBGtj1oqqrk6lOBpFyNeD6x3d%2BlAO6VH%2B%2BMt29OGnrHQTPZAXuHsRnWTboE0zT4r%2BbhlVAwQ3Y%2Bz85b62605oIa24IncZt015PcNI1kQRQTgs4CkKuEmM85yf28jglo0qH5yeZnRANMnPO1sBGzW2NG1GjPu1E8Obclc%3D,NA,NA,NA,NA,NA,#1221219212,Google,Google Home,NA,3 W,Caixa,NA,NA,NA,NA,NA,1100 g,NA,NA,Caixa de Som,Caixa de som Speaker,"Mesa, Escritorio, Sala, Quarto",5.1,NA,NA,NA
1239, Caixa Som Bluetooth Amplificada 750w Rms Led Usb 2 Microfone ,1035,NA,2,1,12x,86.28,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-1236910992-caixa-som-bluetooth-amplificada-750w-rms-led-usb-2-microfone-_JM,NA,NA,NA,NA,NA,#1236910992,Amvox/Knup,ACA 750 T/KP-M0001 PRETO,Preto,750 W,Torre,NA,NA,NA,NA,NA,17.695 kg,NA,110/220V (Bivolt),Subwoofer e Tweeter,Ativo,De mesa,2.1,NA,NA,NA
1240, Caixa De Som Bluetooth Jbl Go 2 Original - Cinnamon ,183,NA,7,3,12x,15.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/GOLDSCSHOP04,https://produto.mercadolivre.com.br/MLB-1173677403-caixa-de-som-bluetooth-jbl-go-2-original-cinnamon-_JM,1456,101,19,5,6,#1173677403,JBL,GO 2,NA,3 W,redondo,NA,80 dB,NA,NA,NA,NA,NA,NA,Subwoofer,Ativo,varios,NA,NA,NA,NA
1241, Caixa De Som Bluetooth Kaidi Kd813 Branco ,149,NA,6,4,12x,12.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/T.K.S.,https://produto.mercadolivre.com.br/MLB-1206798055-caixa-de-som-bluetooth-kaidi-kd813-branco-_JM,NA,NA,NA,NA,NA,#1206798055,Kaidi,KD813,NA,4.5 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242," Caixa De Som Jbl Party Box 300, Bluetooth, Preta ",2444,NA,3,98,12x,233.59,NA,Envio para todo o país,NA,NA,4.8,38,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1166420454-caixa-de-som-jbl-party-box-300-bluetooth-preta-_JM,33,4,0,0,1,#1166420454,JBL,Default,NA,120 W,Caixa,Entrada para Microfone,NA,69 cm,32 cm,31 cm,15.84 kg,NA,NA,Subwoofer,Ativo,Portátil,.,NA,NA,NA
1243, Caixa Caixinha De Som Bluetooth Radio Fm Usb Sd ,139,NA,7,4,12x,11.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ROLIBERDADE14,https://produto.mercadolivre.com.br/MLB-1259989229-caixa-caixinha-de-som-bluetooth-radio-fm-usb-sd-_JM,NA,NA,NA,NA,NA,#1259989229,Grasep,D-BH2061,NA,20 W,Circular,"Entrada USB, Entrada Cartão de Memória, FM",NA,NA,NA,NA,NA,NA,NA,Bass,Aberto,Qualquer Lugar,5.1,NA,NA,NA
1244, Caixa De Som Portátil Bluetooth Playlist K4+ - Envio Hoje ,148,NA,3,5,12x,12.37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,25,https://perfil.mercadolivre.com.br/CIAELETROSHOP,https://produto.mercadolivre.com.br/MLB-1221719894-caixa-de-som-portatil-bluetooth-playlist-k4-envio-hoje-_JM,17,4,2,2,0,#1221719894,JBL,Playlist K4+,NA,30 W,Caixa,USB,NA,8 cm,NA,18.5 cm,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,NA
1245, Caixa Multimídia Portátil Bluetooth Wind Jbl Preta ,169,NA,6,94,12x,14.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,259,https://perfil.mercadolivre.com.br/SHOP+2A,https://produto.mercadolivre.com.br/MLB-1266649271-caixa-multimidia-portatil-bluetooth-wind-jbl-preta-_JM,217,27,11,1,3,#1266649271,JBL,Wind,NA,3 W,Caixa,NA,NA,90 mm,42 mm,80 mm,NA,NA,NA,bicicletas e motos,Tweeter,Bicicletas e Motos,2.1,NA,NA,NA
1246, Kit Com 5 Mini Caixa De Som 6wrms Bluetooth Rádio Fm Atacado ,159,NA,7,47,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STR+STORE,https://produto.mercadolivre.com.br/MLB-1207173842-kit-com-5-mini-caixa-de-som-6wrms-bluetooth-radio-fm-atacado-_JM,NA,NA,NA,NA,NA,#1207173842,Grasep,D-BH1050,NA,6 W,NA,USB,NA,11.5 cm,NA,14 cm,300 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247, Caixa De Som Jbl Xtreme 2 Bluetooth Nf Garantia Nacional ,1038,NA,2,18,12x,99.21,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1948,https://perfil.mercadolivre.com.br/PRO4CE+MUNDOON,https://produto.mercadolivre.com.br/MLB-1280338710-caixa-de-som-jbl-xtreme-2-bluetooth-nf-garantia-nacional-_JM,1256,337,187,69,99,#1280338710,JBL,Xtreme 2,NA,40 W,Caixa,NA,80 dB,NA,NA,NA,NA,NA,NA,NA,Passivo,NA,NA,1,20 kHz,70 Hz
1248, Caixa De Som Bluetooth Portátil Sony Srs Xb21 ,415,NA,60,8,12x,39.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,72,https://perfil.mercadolivre.com.br/PCOUTLET_SSA,https://produto.mercadolivre.com.br/MLB-1108239102-caixa-de-som-bluetooth-portatil-sony-srs-xb21-_JM,55,11,3,1,2,#1108239102,Sony,SRS-XB21,NA,NA,Caixa,Auxiliar,80 dB,NA,NA,NA,NA,EXTRA BASS,NA,duplos,Extra Bass,qualquer lugar que preferir,NA,NA,NA,NA
1249, Caixa De Som Speaker Google Home Mini Lacrada Wi-fi ,204,NA,27,10,12x,19.59,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/SOBE3052699,https://produto.mercadolivre.com.br/MLB-1191960375-caixa-de-som-speaker-google-home-mini-lacrada-wi-fi-_JM,1,0,0,0,0,#1191960375,Google,Home Mini,NA,NA,Caixa,NA,NA,"3.86 """,NA,"3.86 """,350 g,NA,NA,NA,Ativo,NA,NA,NA,NA,NA
1250, Mini Caixa Som Bluetooth S/ Fio Feitun Xzhang 3w Rms Potente ,59,NA,6,993,10x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-1246521675-mini-caixa-som-bluetooth-s-fio-feitun-xzhang-3w-rms-potente-_JM,NA,NA,NA,NA,NA,#1246521675,Feitun,FN0006,NA,3 W,Redondo,NA,NA,NA,NA,NA,74 g,NA,NA,Subwoofer,Woofer,"Casa, Rua",Bluetooth,NA,NA,NA
1251, Caixa Som Bluetooth Mp3 Radio Fm Cartao Usb Aux 15w Rms 106 ,64,NA,26,47,12x,5.37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-916825514-caixa-som-bluetooth-mp3-radio-fm-cartao-usb-aux-15w-rms-106-_JM,NA,NA,NA,NA,NA,#916825514,Yes,MS-140BT,NA,15 W,NA,Auxiliar,NA,NA,NA,NA,NA,Caixa de Som Portátil,110V/220V (Bivolt),NA,Auto-falante com caixa de madeira selada,NA,NA,2,80 kHz,18 kHz
1252," Caixa De Som Portatil, Mini ,entrada Usb E Sd Com Radio Fm ",13,NA,12,38,2x,6.95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SMART+WEB,https://produto.mercadolivre.com.br/MLB-1246949344-caixa-de-som-portatil-mini-entrada-usb-e-sd-com-radio-fm-_JM,NA,NA,NA,NA,NA,#1246949344,Horbi,A18B,NA,3 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,NA,Mini tweeter,"Portátil, USB, Micro SD",2.1,NA,NA,NA
1253, Caixa De Som Bluetooth Amplificada Portátil Usb Fm Pen Drive ,67,NA,6,7,12x,6.49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAZAHI,https://produto.mercadolivre.com.br/MLB-1271889274-caixa-de-som-bluetooth-amplificada-portatil-usb-fm-pen-drive-_JM,NA,NA,NA,NA,NA,#1271889274,Altomex,A81,NA,15 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Subwoofer,NA,Portátil,NA,NA,NA,NA
1254, Caixinha Som Bluetooth Portátil De 8 Watts Rms C/ Bateria A4 ,49,NA,12,15,6x,8.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,2,https://perfil.mercadolivre.com.br/APOLUM_INFO,https://produto.mercadolivre.com.br/MLB-798543758-caixinha-som-bluetooth-portatil-de-8-watts-rms-c-bateria-a4-_JM,0,1,1,0,0,#798543758,XTrad,MS-242BT,NA,8 W,Caixa,USB,NA,NA,NA,NA,NA,Caixa de Som Portátil com Bluetooth,NA,Tweeter,Ativo/Passivo,Piso,Estéreo,1,108 MHz,88 MHz
1255, Caixa De Som Bluetooth Receptor Caixinha Wireless 316bt Usb ,61,NA,44,36,12x,5.84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3,2,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-941331841-caixa-de-som-bluetooth-receptor-caixinha-wireless-316bt-usb-_JM,0,0,2,0,0,#941331841,Yes,MS-316BT,Preto,8 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,Mobile Multimedia Speaker,NA,NA,Ativo,NA,NA,2,108 MHz,87.5 MHz
1256, Caixa De Som Tronsmart Force Bluetooth Ipx7 Nfc Original Top ,379,NA,6,1,12x,31.65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CPMSHOP,https://produto.mercadolivre.com.br/MLB-1205025177-caixa-de-som-tronsmart-force-bluetooth-ipx7-nfc-original-top-_JM,NA,NA,NA,NA,NA,#1205025177,Tronsmart,Force,NA,40 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA
1257, Caixa De Som Ultimate Ears Megaboom Bluetooth Azul 36w ,578,NA,8,4,12x,55.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,42,https://perfil.mercadolivre.com.br/PRIMESTORECOMERCIOELETRONIC,https://produto.mercadolivre.com.br/MLB-1113242894-caixa-de-som-ultimate-ears-megaboom-bluetooth-azul-36w-_JM,41,1,0,0,0,#1113242894,Ultimate Ears,Megaboom Bluetooth,NA,36 W,NA,Auxiliar,80 dB,86.5 mm,224.5 mm,86.5 mm,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,NA
1258, Caixa Bluetooth Jbl Pulse 3 Original Luzes Led Prova D`água ,957,NA,2,1,12x,79.79,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,175,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1093179618-caixa-bluetooth-jbl-pulse-3-original-luzes-led-prova-dagua-_JM,132,25,6,3,9,#1093179618,JBL,Pulse 3,NA,20 W,Caixa,NA,80 dB,NA,NA,NA,960 g,NA,NA,NA,Ativo,Indefinido,NA,NA,NA,NA
1259, Caixa Som Amplificada Bluetooth 80w Tv Cel Música Sound Bar ,299,NA,5,995,12x,25.00,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CHALLENGE+TEC.,https://produto.mercadolivre.com.br/MLB-1121131541-caixa-som-amplificada-bluetooth-80w-tv-cel-musica-sound-bar-_JM,NA,NA,NA,NA,NA,#1121131541,Tomate,MTS-2019,NA,80 W,Caixa,NA,NA,NA,NA,NA,NA,Caixa de som,NA,Caixa,Ativo,Sala,2.1,NA,NA,NA
1260, Caixa De Som Pulse Bluetooth/radio/sd/usb 40w Bazooka Sp265 ,322,NA,26,1,12x,26.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/TERABYTES+INFORMATICA,https://produto.mercadolivre.com.br/MLB-1011044757-caixa-de-som-pulse-bluetoothradiosdusb-40w-bazooka-sp265-_JM,2,1,0,0,0,#1011044757,Pulse,SP265,NA,40 W,Caixa,USB,NA,NA,NA,NA,1.72 kg,NA,NA,Subwoofer,Subwoofer,Interno/Externo,2.1,NA,NA,NA
