search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Tipo de casco,Tipo de visor,Edad,Modelo,Línea,Materiales del exterior,Tipo
604, Casco Negro De Vinilo Auto Troquelado La Oficina Hecho Macbo ,798,NA,0,NA,18 cuotas,44.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-459962928-casco-negro-de-vinilo-auto-troquelado-la-oficina-hecho-macbo-_JM#position=21&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#459962928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605, Cascos Ls2 Ff352 Dyno Blanco Rojo ,84,NA,1,NA,18 cuotas,172.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-465344938-cascos-ls2-ff352-dyno-blanco-rojo-_JM?searchVariation=41371608209#position=22&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#465344938,Blanco,NA,LS2,Integral,Simple,NA,FF352,NA,NA,NA
606, Casco Integral Mixs Niño Homologado Color Negro Brilloso ,989,NA,1,NA,18 cuotas,54.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-463829677-casco-integral-mixs-nino-homologado-color-negro-brilloso-_JM#position=23&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463829677,NA,NA,Mixs,NA,NA,NA,NA,NA,NA,Integral
607, 12mp Hd 720p Deporte Impermeable Dv Acción Cámara Auto Moto ,2176,NA,NA,NA,18 cuotas,120.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456529791-12mp-hd-720p-deporte-impermeable-dv-accion-camara-auto-moto-_JM#position=24&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#456529791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608, Accesorio: Pinlock V12 V16 Para Cascos Mt ,1110,NA,6,NA,18 cuotas,61.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-453018305-accesorio-pinlock-v12-v16-para-cascos-mt-_JM#position=25&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#453018305,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
609, Casco Bici Niño Xs (45-53cm) Princesa Polisport-- ,980,NA,0,NA,18 cuotas,54.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-460122299-casco-bici-nino-xs-45-53cm-princesa-polisport--_JM?searchVariation=41742290608#position=26&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#460122299,Blanco,NA,NA,Integral,NA,NA,NA,NA,NA,NA
610, Visera Casco Moto Motocross Hjc Cs-mx Shattered Mc23 ,19,NA,0,NA,18 cuotas,39.08,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463967791-visera-casco-moto-motocross-hjc-cs-mx-shattered-mc23-_JM#position=27&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463967791,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Cross
611, Casco Bici Niño S - Junior (52-56cm) Polisport Cats ,1073,NA,15,NA,18 cuotas,59.61,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-447935176-casco-bici-nino-s-junior-52-56cm-polisport-cats-_JM?searchVariation=38965830234#position=28&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,2,1,0,0,0,#447935176,Blanco,s Jr,NA,Integral,NA,NA,NA,NA,NA,NA
612, Casco Bici Niño Xxs 44-48cm Never Growup Rosa Mate Polisport ,1036,NA,1,NA,18 cuotas,57.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-463783479-casco-bici-nino-xxs-44-48cm-never-growup-rosa-mate-polisport-_JM?searchVariation=39487913791#position=29&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463783479,Blanco,NA,NA,Integral,NA,NA,NA,NA,NA,NA
613, A Prueba De Agua 1080p Dvr Mini Moto Motocicleta Acción Casc ,4206,NA,NA,NA,18 cuotas,233.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-450186131-a-prueba-de-agua-1080p-dvr-mini-moto-motocicleta-accion-casc-_JM#position=30&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#450186131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614, Casco Bici Guppy Polisport Para Niño - Bebe Xxs (44 A 48cm) ,950,NA,1,NA,18 cuotas,52.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-458129431-casco-bici-guppy-polisport-para-nino-bebe-xxs-44-a-48cm-_JM#position=31&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#458129431,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
615, Casco Integral Power Maxx Aprobado Verde Fluor Con Negro ,43,NA,4,NA,18 cuotas,88.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-444990743-casco-integral-power-maxx-aprobado-verde-fluor-con-negro-_JM#position=32&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#444990743,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
616, Cascos Infantiles ,890,NA,2,NA,18 cuotas,49.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/WINSTONG2010,https://articulo.mercadolibre.com.uy/MLU-450501424-cascos-infantiles-_JM#position=33&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#450501424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617, Ls2 Casco Integral Mate Ff352 Tribal Azul Naranja ,2934,NA,2,NA,18 cuotas,163.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-463412927-ls2-casco-integral-mate-ff352-tribal-azul-naranja-_JM#position=34&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463412927,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
618, Casco Moto Hjc Cl-17 Combat Mc3f ,169,NA,0,NA,18 cuotas,347.58,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=38sNRJWnP0p48%2Bsh6SHVqPD29Gq1zkKe8IhArylh9Xrwe1dBjPPf5vgIhwVG%2B1VmxI6VTgdeyhpZF4JwylSRG0p%2BjTD51WG1%2B2xgRi2PBF%2FxsxUWYJULkPzVwXG%2FI5WcXsxxQmpWQnJ78PyclHus5E%2FyR5u4n6kBjAU9bf1X39iRVLmxdW%2F%2BuI5enZAq8EgrTcTdXtVl4qjzd9AnzdGh%2BNCCT2wcLiztu2iFdDjxl27Mk8HEejgWlo4Xj8z9QR%2Btx%2BcIGjGYOiIA8MjczUHipdBEDutqnTfcylf%2F3TEWsBHcHge7Uv7zy2UWYHfHIl7PKxqQ0P8oDT24YSXx1Mj%2BOoLgq7uFQfekl6O4PDM5V3boUuT2OwNlPP6ovf1k3xB5%2F%2BXKKET2%2B0%2FYNxv6pd2sh%2BnNsd9E2B2p2Rft7QZlAF%2FZEM1qskgPIg9z%2FhxIllrKeRMZ33XmZIF9PP3fSLyiEg92oTXKWsT5sO7crGE0VBuX83IYxjctMzsnmf3gd%2Fog663kU7afYB%2BhjOQ6X%2BcOqgjaxmkNacLvO5Et9IANsgP5OK0XCa6FRDX4dK3sAxoQukpEAYAFucY%2BYUweZUAyBnsZzvvV1yYvWKma6nvLKMGZrKC6pc4TbFYV1GBhRAj1gwCfzwgi%2BDEijt36ln9R%2BXVf%2FfJ%2Bcww73lDZqcMX4AKCLC5tSnojmKLjXtOXGYeHhZbOmcDWSaekKqJpGiLw%2BSMXGOPcnGS6iW73kPqTksVfOwa39IGtU8FCV7LfqNqYEXl2noxhEHfcNaf1n16N7mKXIdFx2LchR%2FUc0FOJ0vMdpDIAZuG95maLIpKI3MRyYmUC5Rj%2FOGp9oqLHWxGHzK7r0vIbBjwdumDhA7UEgi%2BynAeny5tN%2F8WKhQeoo%2BBR8vNmAMUlf%2FfAJhO4lY5LIWFtFcEUOkIh%2BtkihJTrhdQSmpk5UMEzT%2BWDAr7zBhuf4R8L1so61ngBpOrWrMogUEcHg8yTTlOMR2ZHvzmrRJ4oQ10TmQ6LjvRreJY2pLijF5Dn5vPkO9szaTxjN3hjH8p8x2RXoG3gruig3ACQpYQfBwZyvUusTibpArqTPv1QQm%2Fz37QPmHkf0tkYxI38g5QsPrQzIWP5sP0q6%2FeTvEXLOaj%2F%2B96p9ibL8kHqUtKRZrUjMar1i8LDKcIjIeiS7gehnPUgsvMNoE%2FmgoTaeBnMPLrTHtzFCcFxBbMvkYNk%2BLqlqqvzID%2FSQfEIE9n1Do%2FX6EuYI00xHuCA1lQOw7c44lNTwa8BqIT22FuaaRQEqusKMjAqOp75KBivPjJE96xVihLYAAf7XwoixtSm%2B08MwpDxC3CqWwUwcF5oZfd%2F2%2BJlP0gml9%2BwEuMLSeQ6QHDddDU8ObicXrEMT3DicfLbi5O4WWD12iDoO5wGkpIZot1A3vKuUj5t5fDEgLP51wEh9DMZ%2FKx5MlI2J%2FkeYzaUD3sXaLQAfsZ3PbVYKCZBdmtjBCRaeEmcjXj%2B7xYXhOT7aCISMJneY3PQB9LYWBFt5DidEjpjGxdYpvrz8Je3dniJTE%2F0ZvAs6Ak4GWWAHGu%2Bspd6VTWCsvSVz0fnYymg4oWSV3USUF%2FUesSmKlUjt3KOoCWSIbHTDXKnfCgYPz7E2fWkd8xZR7%2FyJldUEZguW8dJr7kFCn7aRQF0vwlQyeKDimNAfhlUHs%2FJrA8UrYqoCfamImgqkt8jmP9FISVkMuM4hk450nFmw51ZKDV1k%2BIw56gmKYotuDGO0KaBTZYi0QUXksJjO46WkuXEkHp85CDPoj27PgCPQjt0xKz%2BlYyH07fYu06ycCRdbsocl75TdJLsF%2FRIMoKgMFmNsX2jcb0js42sHol6TLnofda0ku9bF68zeHGL5KMkYr1ZySjtmuexkQMMd5KCiBYKCggvr%2B1RoGRijs4wJrEFxXw3uWWKnU%2Bxm0t3rFQZiX%2FNZBUf2Mg2de9JfLV%2BGejZiYuepnnpp1WBkNaRhAqYwiC7,NA,NA,NA,NA,NA,#465940146,Negro,NA,HJC,Integral,Simple,Adultos,Combat,CL-17,Policarbonato,NA
619, Casco Repuesto Visor Mica Clara Ls2 Ff323 ,41,NA,1,NA,18 cuotas,84.32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450830538-casco-repuesto-visor-mica-clara-ls2-ff323-_JM#position=36&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#450830538,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
620, Visera Casco Moto Motocross Hjc Cs-mx Zealot Mc4f ,19,NA,0,NA,18 cuotas,39.08,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463968032-visera-casco-moto-motocross-hjc-cs-mx-zealot-mc4f-_JM#position=37&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463968032,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Cross
621, Casco Repuesto Visor Mica Oscura Ls2 Ff352 ,27,NA,3,NA,18 cuotas,55.53,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-449791959-casco-repuesto-visor-mica-oscura-ls2-ff352-_JM#position=38&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#449791959,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
622, Casco Repuesto Visor Mica Dorada Ls2 Ff352 ,26,NA,1,NA,18 cuotas,53.47,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450827705-casco-repuesto-visor-mica-dorada-ls2-ff352-_JM#position=39&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#450827705,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
623," Casco Abierto Bell Custom 500 Pulse | Dot, Americanos ",260,286,0,NA,18 cuotas,534.73,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-463085907-casco-abierto-bell-custom-500-pulse-dot-americanos-_JM#position=40&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463085907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624, Casco Repuesto Mecanismo Ls2 Ff352 ,27,NA,1,NA,18 cuotas,55.53,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450815572-casco-repuesto-mecanismo-ls2-ff352-_JM#position=41&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#450815572,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
625, Visera Casco Moto Motocross Hjc Spxn Mc2 ,12,NA,0,NA,18 cuotas,24.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463966910-visera-casco-moto-motocross-hjc-spxn-mc2-_JM#position=42&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463966910,NA,NA,HJC,NA,NA,NA,NA,NA,NA,Cross
626, Casco Mixs Aprobado Rosado Oferta! ,980,NA,6,NA,18 cuotas,54.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-452285856-casco-mixs-aprobado-rosado-oferta-_JM#position=43&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#452285856,NA,NA,Mixs,NA,NA,NA,NA,NA,NA,Integral
627, Casco Repuesto Visor Mica Transparente Ls2 Ff370 ,33,NA,2,NA,18 cuotas,67.87,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-448542240-casco-repuesto-visor-mica-transparente-ls2-ff370-_JM#position=44&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#448542240,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
628, Casco Agv Ax-8 Dual Evo Mod. Karakum (tricompuesto) ,580,NA,0,NA,18 cuotas,1.192.87,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-448142778-casco-agv-ax-8-dual-evo-mod-karakum-tricompuesto-_JM#position=45&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#448142778,NA,NA,AGV,NA,NA,NA,AX-8,AX-8 Dual,NA,NA
629, Casco Repuesto Mecanismo Ls2 Ff390 Ff397 Ff323 ,27,NA,3,NA,18 cuotas,55.53,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-455625777-casco-repuesto-mecanismo-ls2-ff390-ff397-ff323-_JM#position=46&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#455625777,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
630, Casco Repuesto Tornillo Ls2 Ff322 - Ff396 - Ff325 - Ff370 ,27,NA,4,NA,18 cuotas,55.53,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450815743-casco-repuesto-tornillo-ls2-ff322-ff396-ff325-ff370-_JM#position=47&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#450815743,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
631," Casco Abierto Daytona 3/4 | Diseño Exclusivo, Estilo Retro ",150,165,0,NA,18 cuotas,308.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-453742849-casco-abierto-daytona-34-diseno-exclusivo-estilo-retro-_JM#position=48&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#453742849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632, Casco Integral Ktm | Visera + Lentes Internos | Xl Y 2xl ,98,107,3,NA,18 cuotas,201.55,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-445663628-casco-integral-ktm-visera-lentes-internos-xl-y-2xl-_JM#position=49&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#445663628,NA,NA,KTM,NA,NA,NA,NA,NA,NA,Integral
633, Casco Ls2 Ff324 Metro Evo Negro Sólido ,267,NA,2,NA,18 cuotas,549.13,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452881520-casco-ls2-ff324-metro-evo-negro-solido-_JM#position=50&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#452881520,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
634, Visera Casco Moto Motocross Hjc Cs-mx 2 Charge Mc4 ,12,NA,0,NA,18 cuotas,24.68,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463967914-visera-casco-moto-motocross-hjc-cs-mx-2-charge-mc4-_JM#position=51&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463967914,NA,NA,HJC,NA,NA,NA,NA,CS-MX II,NA,Cross
635, Visor Para Casco Niño Modelo 801 ,186,NA,1,NA,18 cuotas,10.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-463171866-visor-para-casco-nino-modelo-801-_JM#position=52&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#463171866,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
636, Casco Integral Ls2 | Varios Modelos Y Colores! Mejor Precio! ,86,94,0,NA,18 cuotas,176.87,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-457879913-casco-integral-ls2-varios-modelos-y-colores-mejor-precio-_JM#position=53&type=item&tracking_id=996ef843-53c2-4555-9a9f-a2860cbb9eb3,NA,NA,NA,NA,NA,#457879913,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
637, Visor Rain Off Repele El Agua De La Visera De Tu Casco ,226,NA,0,NA,18 cuotas,12.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-454171191-visor-rain-off-repele-el-agua-de-la-visera-de-tu-casco-_JM#position=1&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#454171191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638, Casco Integral Power Maxx Varios Diseños Homologado Talles.. ,1665,NA,52,NA,18 cuotas,92.50,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-446149343-casco-integral-power-maxx-varios-disenos-homologado-talles-_JM#position=2&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,2,0,0,0,0,#446149343,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
639, Casco Mt Integral Stinger Gris Con Rojo Y Amarillo ,86,NA,2,NA,18 cuotas,176.87,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-456689628-casco-mt-integral-stinger-gris-con-rojo-y-amarillo-_JM#position=3&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#456689628,"gris, rojo, amarillo","S, M, L, XL",MT,Integral,NA,NA,Stinger,NA,NA,NA
640," Casco 3/4 Daytona Gris | Americano, Dot, Retro, Abierto ",140,154,0,NA,18 cuotas,287.93,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-451100404-casco-34-daytona-gris-americano-dot-retro-abierto-_JM#position=4&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#451100404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641, Casco Deportivo Agv K-5 S Torn 46 (carbono Y Fibra ) ,550,NA,1,NA,18 cuotas,1.131.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-458943024-casco-deportivo-agv-k-5-s-torn-46-carbono-y-fibra--_JM#position=5&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#458943024,NA,NA,AGV,Integral,NA,NA,K-5 S,K-5 S,NA,NA
642, Casco Ls2 Ff370 Easy Convert - Negro/blanco Brillante ,181,NA,12,NA,18 cuotas,372.26,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-444273433-casco-ls2-ff370-easy-convert-negroblanco-brillante-_JM#position=6&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,1,0,0,0,0,#444273433,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
643, Casco De Moto Nuevo. ,2500,NA,0,NA,18 cuotas,138.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.uy/MLU-447899596-casco-de-moto-nuevo-_JM#position=7&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#447899596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644, Casco Ls2 Ff399 Valiant Negro Brilloso ,468,NA,0,NA,18 cuotas,962.52,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452881056-casco-ls2-ff399-valiant-negro-brilloso-_JM#position=8&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#452881056,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
645, Visera Para Cascos Mt Helmets V-12 Max Vision ,30,NA,2,NA,18 cuotas,61.70,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-457742943-visera-para-cascos-mt-helmets-v-12-max-vision-_JM#position=9&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#457742943,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
646, Casco Moto Cross Hjc Cs-mx Madax Mc-53sf Gris Mate ,119,NA,0,NA,18 cuotas,244.74,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-465922467-casco-moto-cross-hjc-cs-mx-madax-mc-53sf-gris-mate-_JM?searchVariation=42548863608#position=10&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#465922467,Gris oscuro,NA,HJC,Cross,NA,Adultos,MADAX,NA,POLICARBONATO INYECTADO,NA
647, Casco Airoh Integral Eclipse Yellow Ls2 / Hjc/ Nolan ,223,NA,0,NA,18 cuotas,458.64,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-449087769-casco-airoh-integral-eclipse-yellow-ls2-hjc-nolan-_JM#position=11&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#449087769,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
648, Casco Ls2 Ff352 Palimnesis Gris ,84,NA,2,NA,18 cuotas,172.76,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-455624089-casco-ls2-ff352-palimnesis-gris-_JM#position=12&type=item&tracking_id=f0b357f1-aef3-45d6-9ce6-723b6d7d05cd,NA,NA,NA,NA,NA,#455624089,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
