search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Modelo detalhado,Potência de saída (RMS),Tipos de filtros do alto-falante,Quantidade de alto-falantes,Sensibilidade de entrada,Largura,Altura,Formato do alto-falante,Linha,Tipos de alto-falante,Lugares de colocação,Configuração de canais,Conectores de entrada,Distorção,Peso,Modelo alfanumérico,Voltagem,Ambientes,Resposta máxima em frequência,Resposta mínima em frequência
135, Caixa Caixinha Som Amplificada Bluetooth Mp3 Usb Cartao 220b ,74,NA,"
			
				Novo
			
			
				
					 - 
				
				7997
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 716
		
		 sem juros
		
	

	
		",16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,872,https://perfil.mercadolivre.com.br/ZAP.OFERTAS,https://produto.mercadolivre.com.br/MLB-742391933-caixa-de-som-portatil-amplificada-usb-mp3-radio-fm-300w-e2-_JM,548,208,69,25,22,#742391933,Grasep / Automax,D-S6 / A81,NA,15 W,"6.5""",1,NA,NA,NA,NA,Alto Falante Móvel,NA,NA,NA,USB,0.3 %,NA,NA,Alimentação via USB,NA,NA,NA
136, Caixinha Som Bluetooth Potente 80w Rms Portátil Mondial Usb ,246,NA,"
			
				Novo
			
			
				
					 - 
				
				33
				vendidos
			
		",(26 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2051
		
		 sem juros
		
	

	
		",51,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/%C3%81GBE+COM%C3%89RCIO,https://produto.mercadolivre.com.br/MLB-1214006584-caixa-amplificada-bluetooth-home-theater-pc-tv-mp3-fm-usb-_JM,NA,NA,NA,NA,NA,#1214006584,Knup,KP-BH6024,NA,40 W,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137, Caixa Som Bluetooth Fm Auxiliar Compre 1 E Leve 2 ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				117
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 642
		
		 sem juros
		
	

	
		",42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,5,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-938734501-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,3,2,0,0,0,#938734501,Grasep,BH1064,BH1064,6 W,Ativo/Passivo,NA,NA,NA,NA,Caixa,NA,Woofer,Mesa,2.1,USB,NA,NA,BH1064,DC5V,Interno,22 kHz,120 Hz
138, Caixa Som Mp3 Amplificada Rádio Fm Usb Sd Portátil Bluetooth ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				240
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 545
		
		 sem juros
		
	

	
		",45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,18,https://perfil.mercadolivre.com.br/LOJAZAHI,https://produto.mercadolivre.com.br/MLB-1023051192-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,10,6,2,0,0,#1023051192,Loja Zahi,Mini Speaker WS-887,NA,NA,Subwoofer,NA,NA,NA,NA,Caixa,NA,Subwoofer,Portátil,NA,NA,0.5 %,NA,NA,5V,NA,NA,NA
139, Micro System Caixa Som 2.1 Bluetooth 1000w Mp3 Fm Pc Bivolt ,250,NA,"
			
			
				
				105
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2090
		
		 sem juros
		
	

	
		",90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,9,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064892651-caixa-amplificada-multi-connect-50w-mco-03-mondial-bivolt-_JM,6,2,0,0,1,#1064892651,Mondial,MCO-03,NA,NA,NA,NA,NA,36 cm,23.8 cm,NA,Multi Connect,NA,NA,NA,Auxiliar,NA,3 kg,NA,NA,NA,NA,NA
140, Caixa Som Bluetooth Jbl 16w Ios Android Camuflado Flip4 ,224,NA,"
			
				Novo
			
			
				
					 - 
				
				68
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1867
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,90,https://perfil.mercadolivre.com.br/ENCOMENDAMAIS,https://produto.mercadolivre.com.br/MLB-1154345891-caixinha-som-bluetooth-potente-80w-rms-portatil-mondial-usb-_JM,54,22,6,3,5,#1154345891,Mondial,MCO-07,NA,80 W,Mini tweeter,NA,NA,22 cm,32 cm,Caixa,NA,Subwoofer,Posicionar,5.1,NA,NA,2.2 kg,NA,NA,NA,NA,NA
141, Caixa De Som Sony Bluetooth Com Bateria Integrada Gtk-xb60 ,34,NA,"
			
			
				
				71
				vendidos
			
		",1,"
	
		
			
		
		6x 
		
			
				R$ 646
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,2.0,1,https://perfil.mercadolivre.com.br/CORUJAMIX?brandId=1365,https://produto.mercadolivre.com.br/MLB-1019388598-caixa-som-mp3-amplificada-radio-fm-usb-sd-portatil-bluetooth-_JM,NA,NA,NA,NA,NA,#1019388598,Briwax,MF-1603,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,600 g,NA,NA,NA,NA,NA
142, Caixa De Som Amplificada Com Bluetooth Usb Mp3 Sd Mic 6em1 ,1399,NA,"
			
			
				
				85
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11667
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,NA,NA,4.7,6,https://perfil.mercadolivre.com.br/SONY+OFICIAL?brandId=281,https://produto.mercadolivre.com.br/MLB-1077721623-caixa-de-som-sony-bluetooth-com-bateria-integrada-gtk-xb60-_JM,5,0,1,0,0,#1077721623,Sony,GTK-XB60,NA,200 W,Tweeter,NA,NA,NA,NA,Caixa,EXTRA BASS,NA,NA,NA,RCA,NA,8 kg,NA,NA,NA,NA,NA
143, Caixa Som Jbl Charge 3 100% Original Lacrada Nota 12x ,214,225,"
			
				Novo
			
			
				
					 - 
				
				495
				vendidos
			
		",(352 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1785
		
		 sem juros
		
	

	
		",85,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,620,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1162159536-caixa-de-som-amplificada-com-bluetooth-usb-mp3-sd-mic-6em1-_JM,438,119,37,15,11,#1162159536,Deko,SY-658,NA,15 W,Woofer,NA,NA,NA,NA,Caixa,NA,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Digital,NA,NA,NA,NA,NA,NA,NA,NA
144, Caixa De Som Bazooquinha 2 + Plus Bluetooth Recarregavel ,579,NA,"
			
				Novo
			
			
				
					 - 
				
				47
				vendidos
			
		",(134 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4825
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,2288,https://perfil.mercadolivre.com.br/MW-DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1204408579-caixa-som-jbl-charge-3-100-original-lacrada-nota-12x-_JM,1717,318,131,50,72,#1204408579,JBL,Charge 3,NA,20 W,Passivo,2,80 dB,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 kHz,65 Hz
145, Caixa De Som Bluetooth Portátil Sem Fio Mp3 Usb Cartão A-22 ,58,NA,"
			
				Novo
			
			
				
					 - 
				
				77
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 564
		
		 sem juros
		
	

	
		",64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/PLUSQUALITY,https://produto.mercadolivre.com.br/MLB-987782865-caixa-de-som-bazooquinha-2-plus-bluetooth-recarregavel-_JM,NA,NA,NA,NA,NA,#987782865,P Importado,Charge 2,NA,15 W,NA,NA,NA,NA,NA,Caixa,NA,Subwoofer,NA,NA,NA,NA,700 g,NA,NA,NA,NA,NA
146, Caixa Caixinha Som Portátil Bluetooth Mp3 Usb Cartão Fm E4 ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				3772
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 720
		
		 sem juros
		
	

	
		",20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,331,https://perfil.mercadolivre.com.br/DNR+PARTS,https://produto.mercadolivre.com.br/MLB-779818420-caixa-de-som-bluetooth-portatil-sem-fio-mp3-usb-carto-a-22-_JM,174,74,45,12,26,#779818420,Importado,A-22,NA,8 W,Subwoofer,NA,NA,NA,NA,Caixa,Caixa De Som Portátil,Subwoofer,Portátil,7.1,USB,NA,NA,4.0,110V/220V (Bivolt),NA,NA,NA
147, Caixa Torre Som Bluetooth Mp3 P2 Usb Sd Pendrive + Microfone ,125,NA,"
			
				Novo
			
			
				
					 - 
				
				3489
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1203
		
		 sem juros
		
	

	
		",03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,333,https://perfil.mercadolivre.com.br/FLATSHOP,https://produto.mercadolivre.com.br/MLB-778908731-caixa-caixinha-som-portatil-bluetooth-mp3-usb-carto-fm-e4-_JM,231,58,24,7,13,#778908731,Altomex,Não Descrito,NA,15 W,6.5 polegadas,NA,NA,NA,NA,Torre,Alto Falante Móvel,Woofer,Casa / parque / praia / Viagem,NA,Entrada para Microfone,NA,400 g,NA,NA,NA,NA,NA
148, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,25,NA,"
			
				Novo
			
			
				
					 - 
				
				92
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 569
		
		 sem juros
		
	

	
		",69,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,4,https://perfil.mercadolivre.com.br/DIGITAL+JE,https://produto.mercadolivre.com.br/MLB-1049749804-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,1,1,1,1,0,#1049749804,Mini Speaker,Ws-887,NA,3 W,0,1,NA,NA,NA,Caixa,speack,Tweeter,"Banheiro, Azulejo, vidro",2.1,Auxiliar,NA,NA,NA,3,NA,NA,NA
149, Caixa De Som Grande Amplificada Via Bluetooth Grave Karaoke ,249,NA,"
			
				Novo
			
			
				
					 - 
				
				77
				vendidos
			
		",(27 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2389
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HDV.VENDAS,https://produto.mercadolivre.com.br/MLB-1188152243-caixa-de-som-grande-amplificada-via-bluetooth-grave-karaoke-_JM,NA,NA,NA,NA,NA,#1188152243,Briwax,BX-668,NA,20 W,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
150, Mini Caixa Caixinha Som Bluetooth Mp3 Fm Sd Usb Aux Promoção ,15,NA,"
			
				Novo
			
			
				
					 - 
				
				2866
				vendidos
			
		",(39 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 559
		
		 sem juros
		
	

	
		",59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,62,https://perfil.mercadolivre.com.br/HONGCHENAUDIOEVIDEOME,https://produto.mercadolivre.com.br/MLB-1109508965-mini-caixa-caixinha-som-bluetooth-mp3-fm-sd-usb-aux-promoco-_JM,43,10,3,3,3,#1109508965,FEL,WS-887,NA,5 W,Mini tweeter,NA,NA,NA,NA,Caixa,CAIXA,NA,NA,NA,"Auxiliar, USB",NA,246 g,NA,12,NA,NA,NA
151, Caixinha Jbl Flip 4 Original Bluetooth Som Prova D Agua Nova ,489,NA,"
			
				Novo
			
			
				
					 - 
				
				129
				vendidos
			
		",(65 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4079
		
		 sem juros
		
	

	
		",79,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2807,https://perfil.mercadolivre.com.br/SPBRASIL+IMPORT,https://produto.mercadolivre.com.br/MLB-978983953-caixinha-jbl-flip-4-original-bluetooth-som-prova-d-agua-nova-_JM,2549,181,38,11,28,#978983953,JBL,Flip 4,NA,16 W,NA,NA,80 dB,NA,NA,Caixa,Flip Series,NA,"Mesa, Pescoço, Criado Mudo, Escrivaninha",NA,NA,NA,0.524 kg,NA,NA,NA,NA,NA
152, Caixa De Som 2.1 Home Theater 60w Bluetooth Mp3 Subwoofer Tv ,394,NA,"
			
				Novo
			
			
				
					 - 
				
				18
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3291
		
		 sem juros
		
	

	
		",91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SHOPPING-HERE,https://produto.mercadolivre.com.br/MLB-1209963385-caixa-de-som-21-home-theater-60w-bluetooth-mp3-subwoofer-tv-_JM,NA,NA,NA,NA,NA,#1209963385,Briwax,KFX-1773,NA,60 W,Woofer,NA,NA,NA,NA,NA,NA,Subwoofer,NA,NA,RCA,NA,6800 kg,NA,NA,NA,NA,NA
153," Caixa De Som Bluetooth Sd, Pen Drive E Radio Fm Sp206 Pulse ",120,NA,"
			
				Novo
			
			
				
					 - 
				
				30
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.0,2,https://perfil.mercadolivre.com.br/QUICK+BRASIL,https://produto.mercadolivre.com.br/MLB-1159536305-caixa-de-som-bluetooth-sd-pen-drive-e-radio-fm-sp206-pulse-_JM,NA,NA,NA,NA,NA,#1159536305,Pulse,Sp206,NA,10 W,NA,NA,NA,6 cm,12 cm,NA,NA,NA,NA,NA,NA,NA,370 g,NA,NA,NA,NA,NA
154, Jbl Go 2 Original Portátil - Nota Fiscal - 1 Ano De Garantia ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				275
				vendidos
			
		",(991 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1625
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1439,https://perfil.mercadolivre.com.br/RICARDOALTOVALE,https://produto.mercadolivre.com.br/MLB-1105685075-jbl-go-2-original-portatil-nota-fiscal-1-ano-de-garantia-_JM,1319,95,18,4,3,#1105685075,JBL,GO 2,JBLGOBLK,3 W,Passivo,1,80 dB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 kHz,180 Hz
155, Caixa De Som Bluetooth - Pendrive - Sd - Auxiliar - Charge 3 ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				90
				vendidos
			
		",(50 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1082
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,2288,https://perfil.mercadolivre.com.br/SHOP+MIX_ONLINE,https://produto.mercadolivre.com.br/MLB-1232778245-caixa-de-som-bluetooth-pendrive-sd-auxiliar-charge-3-_JM,1717,318,131,50,72,#1232778245,JBL,Charge 3,NA,20 W,Passivo,2,80 dB,NA,NA,Caixa,NA,Subwoofer,Portatil,5.1,NA,NA,NA,NA,NA,NA,20 kHz,65 Hz
156, Extreme Grande Caixa De Som Com Bluetooth 40w Grave Alto ,210,NA,"
			
				Novo
			
			
				
					 - 
				
				131
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1750
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1690,https://perfil.mercadolivre.com.br/PEDRO+PRESENTES,https://produto.mercadolivre.com.br/MLB-1230620720-extreme-grande-caixa-de-som-com-bluetooth-40w-grave-alto-_JM,1094,283,157,63,93,#1230620720,JBL,Xtreme,NA,40 W,Ativo,2,80 dB,NA,NA,Caixa,NA,Tweeter,De piso,2.1,USB,NA,NA,NA,NA,NA,20 kHz,70 Hz
157, Caixa Speaker Google Home Mini -sem Caixa -veja Video Novo ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				173
				vendidos
			
		",(66 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1625
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,9,https://perfil.mercadolivre.com.br/RUBIANECMOTTA,https://produto.mercadolivre.com.br/MLB-1212663833-caixa-speaker-google-home-mini-sem-caixa-veja-video-novo-_JM,8,1,0,0,0,#1212663833,Google,Home Mini,NA,3 W,Ativo,1,NA,"3.86 ""","3.86 """,Caixa,NA,NA,NA,mono,NA,NA,350 g,NA,NA,NA,NA,NA
158, Caixa Som Portátil Amplificada Bluetooth Recarregável Oferta ,57,NA,"
			
				Novo
			
			
				
					 - 
				
				25
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 579
		
		 sem juros
		
	

	
		",79,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRO+SHOK,https://produto.mercadolivre.com.br/MLB-1173792985-caixa-som-portatil-amplificada-bluetooth-recarregavel-oferta-_JM,NA,NA,NA,NA,NA,#1173792985,Inova,RAD-390Z,NA,12 W,Woofer,NA,NA,NA,NA,Torre,NA,NA,Chão/mesa,NA,NA,0.5 %,NA,NA,NA,NA,NA,NA
159, Caixa De Som Bluetooth Portátil Knup 6024bh Fm 2.1 Subwoofer ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				24
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2294
		
		 sem juros
		
	

	
		",94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VANAY+VENDAS,https://produto.mercadolivre.com.br/MLB-1176658603-caixa-de-som-bluetooth-portatil-knup-6024bh-fm-21-subwoofer-_JM,NA,NA,NA,NA,NA,#1176658603,Knup,KP-6024BH,NA,24 W,Subwoofer,NA,NA,NA,NA,Caixa,NA,NA,"Festas, Eventos, Sítio, Praia, Sala, TV, Notebook, PC",2.1,NA,NA,NA,NA,NA,NA,NA,NA
160," Caixa De Som Jbl Xtreme, Bluetooth, 40 Watts, Vermelho - ",1038,NA,"
			
			
				
				36
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 8658
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,NA,NA,4.6,24,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1170020247-caixa-de-som-jbl-xtreme-bluetooth-40-watts-vermelho--_JM,20,1,1,1,1,#1170020247,JBL,Default,NA,40 W,Ativo,1,80 dB,NA,NA,70Hz - 20kHz,NA,Woofer,Portátil,.,USB,NA,2.11 kg,NA,NA,NA,20 kHz,70 Hz
161, Rádio Retro Usb Bluetooth Relogio Despertador Cabeceira Fm ,88,NA,"
			
				Novo
			
			
				
					 - 
				
				30
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 741
		
		 sem juros
		
	

	
		",41,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1147824928-radio-retro-usb-bluetooth-relogio-despertador-cabeceira-fm-_JM,NA,NA,NA,NA,NA,#1147824928,Grasep,D-F8,D-F8,8 W,Ativo/Passivo,1,80 dB,NA,NA,Caixa,Retrô,Woofer,MESA,2.1,USB,NA,NA,D-F8,Bivolt,Interno,15000 Hz,150 Hz
162, Mini Caixa Caixinha Som Portatil Bluetooth Amplificada Mp3 ,31,NA,"
			
				Novo
			
			
				
					 - 
				
				660
				vendidos
			
		",(37 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 589
		
		 sem juros
		
	

	
		",89,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,28,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-919647697-mini-caixa-caixinha-som-portatil-bluetooth-amplificada-mp3-_JM,15,7,1,3,2,#919647697,Golden,MS-246,NA,8 W,Papel,1,NA,NA,NA,Caixa,Reader Speaker,Redondo,Portátil,Automático,USB,NA,NA,Caixa De Som Portátil Bluetooth Amplificada,NA,Interno,NA,NA
163, Caixa De Som Portátil Charge Mini 3+ Bluetooth Fm Pen Drive ,45,NA,"
			
				Novo
			
			
				
					 - 
				
				446
				vendidos
			
		",(16 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 764
		
		 sem juros
		
	

	
		",64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,6,https://perfil.mercadolivre.com.br/POLARIS+VARIEDADES,https://produto.mercadolivre.com.br/MLB-1241923030-caixa-de-som-portatil-charge-mini-3-bluetooth-fm-pen-drive-_JM,4,0,2,0,0,#1241923030,JBL,Charge Mini 3+,NA,20 W,Woofer,2,80 dB,NA,NA,Caixa,NA,Woofer,"Ar livre, Festas, Lazer",4.1,USB,NA,400 g,NA,NA,NA,20 kHz,65 Hz
164, Caixa De Som Jbl Go2 Preta Portátil Original Bluetooth C/ Nf ,164,NA,"
			
				Novo
			
			
				
					 - 
				
				53
				vendidos
			
		",(219 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1374
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1439,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1193148180-caixa-de-som-jbl-go2-preta-portatil-original-bluetooth-c-nf-_JM,1319,95,18,4,3,#1193148180,JBL,GO 2,NA,3 W,Ativo,1,80 dB,NA,NA,Caixa,NA,Subwoofer,NA,NA,NA,NA,184 g,NA,NA,NA,NA,NA
165, Caixa De Som Bluetooth Portátil Wm Barra Original P2 Usb Fm ,90,94,"
			
			
				
				286
				vendidos
			
		",(987 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 862
		
		 sem juros
		
	

	
		",62,NA,Envio para todo o país,NA,NA,4.5,47,https://perfil.mercadolivre.com.br/HARDFAST_INFO?brandId=2311,https://produto.mercadolivre.com.br/MLB-863940700-caixa-de-som-bluetooth-portatil-wm-barra-original-p2-usb-fm-_JM,37,4,2,2,2,#863940700,Wlxy,2.1,Rc105,5 W,Woofer,4,NA,NA,NA,Caixa,Bluetooth,Super tweeter,"casa, empresa, quarto, home, mesa",2.1,USB,NA,NA,Rc,Bivolt,Interno,1 kHz,1 kHz
166, Caixa De Som Amplificada Led Bluetooth Mp3 Sd Microfone Sp25 ,942,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 9013
		
		 sem juros
		
	

	
		",13,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_RADOME,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=3yrmUryaK1rTC7%2B8eLCGGWyKvTnBbwjg1e1QFhKQoF5U22HSPmhkt9rtz0eDhJvHiBL1PxhIu3i%2BJDaTtYpB4he1b2bTKUaLJbzh6rdN7O0HCfDcXCnZ6hjAQOqLnvl%2BS5jloTdGYBN%2FmaJm7b0XQgFi7oWYIQDn4UJwEsFEfgmDMb%2FrFq9vqWFdC011uQNYHQcQuUwfMZEYBEmjfeZDHUWZazs3a%2FM%2FE0rwqpYsppWAKsUPoJiwBpBeRU7%2B1sYaw7yIiZw7qr0xZ4ch1lpUGXlNy4QK75Qbcx8SL66bfyOK6b5oZBzbnPFdbtOC%2BPeKtEaf3GJjcXW8XuptkPWUEvYjPK8aufjIAeerHGwumoGY2a6fRPxD97H2m%2B9lfLnU9v9GBInaGDg2wHrrXbamFobHeh7NgkJyTEpkoTW1BqXPcs7fCDezE6oDQPENDAFlyz92qdJodB07BpWLLb3K9PeTalTfCRbWzJFG82bvafeYZRR78x%2BPtjP%2B0WWXotFc5OmccVp4kSnAJ719yYc6vMqfxxQz%2FMOV2Lkt0qI3UF3THeif4mOmA9eug72YjCTV%2Fgd7GHAZBbWZ4kvkAtOS8kAcpGbEV0iWe6ZxE2ZO2CM9UvhxMvDqcRtvikFteef2KHX2NFEtECbPaJgp8d1FzD3vFrmuXC065ZOBpGMMlZ28wXPtdDTC2Z62NO3Tpln9NnuHITl1NxennUZ4RYFlphWK9IVzjbulnHivxY7GM%2FINixPMGVyfG34%2Bv6H3nBpCeFQXELt9%2Fhnr2vLMnDjp6seop66g7LGiRIfsNCptu6tADhzTcpXVqA6jipCvzJAgF1T%2FyBGUR4TC5h%2FGqUHQi1T1g4XDWOfCg53vX8ihDNYfhJyMi5e7V0ahLBD4edsDRzCrkpSBpVyPDX4Inm02W7OsFFZKqawAIumo%2FlxF0bNXJ73DPA0dAVoFAlHQGjjccWTQgkK15c89r30avZyXEKO%2BATcPr%2FljGId7Z4%2FxGGNx25siprA4sH28LRI9C%2F2eMtQ01Tpa4QLsFlItfRtBZ8WlkclAow8rGO5%2B3fuDckdO56rtMYfkGmSiX4imWtvyGPbXExQhtnKcv0Ni7mEr3C%2BVHa9RBLc5pzeYsLFYul%2FIzH6ZwWwuRxPSI4CAeqc%2FPZcmgK1WCR8SVS%2FBAesS8aL2qfXQEiqjh8%2BF7kaEMig0Vk4LC4xpvK9HkJF%2FqH32130nE1ym0TXMnZU8%2FS8TxUywl24fvnnMbxnVDS6CURZZKOUqrhr0mACeWRSaPCTmmmKo3ZmbnMFTP9GWVbt6FX89n0QXn%2BYD7mTtB8vTyHQFdewSwCDkG2M4waBiLScvvKesTZ0cTgWlkprO%2FXGFM%2F%2FN5ahpNJsIRYuwKS2fo0P7OOy17YiUHIR9bmfDjBrBBIFqhimY6Rky%2FE0WIP5%2BunBwaay7fDliiLKz4ZzqjaD%2BrqKOUgZvarrnchy6jB1NLgQonierBLIa4oeQvzmBWYKs23Igu7pm%2FZPuKdsQlkO6Ri%2FLLK3ddBwfIvrhyp0uphigic8tqeB6tUSTMSWihpm6s8o2SKx7AbcW4OUu1qyisymimiKnOuKGsSxLoQxBBYqQg9SMqQB%2Fr1Jw%2BrcGsSYvO2xI8RDEaMLkaS9rDeJFYLVROuLglIZrUsVdYmfifQtCVWRalCQwBqeAr%2BEwxQ%3D%3D,NA,NA,NA,NA,NA,#1271042524,Mini Speaker,WS-887,NA,5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
