search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Tipos de filtros del parlante,Conectores de entrada
332, Amazon Echo Dot 3ra Gen Alexa Blanco Español Tecnobest ,37.99,49.990,5,3,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOBEST+CHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=MGFxVAMEvhWxqzmAEOw1W%2BYc4zBTj2TILtAPhmZCvmkp1x6lGRn5EYQPz%2BVzdiKiAIUo%2FlxWx87UEHA279rjG3gl8G%2BrxzSKZMokDSA9pg35MmpiJ0CHWqm5uiUrpXRvpQILP1c6GHF59otdlS3vn2PzUrODFXXrrg1uWxUN5vEToeYu8LKFQ6QcguYSEOX05nC9gbaq9ierbfljDYJglBmWBFGDMUEFQBpFWI%2F3JzVYsbSdwH1nuWYCFQaNTUVHbkcxE2ufd43VS9Zm%2BcZ22KNBBGOTj5uM74PF9iilSzpEofOIRWWXX%2BLAFbeiA2SZLpGxKZ3A5UNMEG9d9po%2F6iAZmNI0q%2BlaSPTn528VzLI59JP2IxGvGldt5HniTRWBl2nCUqTGgYM49fQ9mRkpicisQ38ytRJHI2J%2F87RW5PbbX4BwaC%2F0hceih29%2FlNO9ziQ7M16bc%2Bz8qwd5yAJSSpiuKEPX2OtEjcH9Yevcv2HbHmVNcBKKWTRQjSJMi6jEpbSdGI0nrXyjxppo0D8dZcJ1HTjcWKBAm4N7Uf%2BCCk46oB6lyZpRGIjNsWeKoGBjfwQUuq7eQ3I9QxpHmrQMB4EjoJ6AOe2YNou80WWZv0DHRWwcGvKtTeSek70yHuVrh7wsgIR%2BH0ph6Cybf8jnNOGhVqrZm33AqMfOAXQCnt4mC31cldC3WLAln42UkBSPrj%2FDeHOy5XPinJ6qZCamArSa4Tw55KBHAhlBRPmD2HAOA1tuOh76bWW4HULCx%2BVTp2fg6xor6dUyS%2BbxStYRVPQMji9kgKqTldA47KZVMA6oOEyPqDB2dnoEm%2FPX9kCVj1QLsaGwqz%2FKhr3ujbZ1MixsgQpxa51uE8SJDmZhVGBRZW5rauXIq16EBXTRwX9CBvhTngKozRr9a57gkJW6CxyEJ1ga25EDAB3JInJU2EPiMmLmmRSeRC1Wl2Ha3tFG%2FApbBTJQmUAFllxQF0t4JoGhifbZnWelyhXwOkUizviBEftHJSj6x4JHgYIIn%2B8Edn07%2FGStk9UAe3pihghvvOSBauyUrq8w%2Fo5MQRqstX8df6%2FvghxNLqqj56cV8dbj2aoEwGE6USE9c4nx8DN8VeQcWbQ3S370djWHGo%2BTpYkWgPBhyrrVVQx9GNGM4mBvf0Qaz8Vfwh64ORoL9Xxyar0Hl6icR%2BLXoLIat7hT%2FShuasnBaDYinCmnEVZ8SMoBJKBLejLTquiuqUlpY0ZgxwJ4DJFrhae3beODdVTmFZM3d9S41I3bmhQWmn1d4DfF5yO1%2Fjvw3hEDuaoVqL%2FnMJiQRP56YJXdDSHurf2uwfKS5okRnTm13Fl7Z29qZqgsfSn0utxqOk%2Fje3tTO6PwYnHuEelC0rpZ4yVE4WhQmo%2FqnxSSpsFcWI%2BZ8ZvTzOcYM3oELMKSFGM6gtK%2BSY%2BYpIP5SDs3LD2RqclSD9fxRQ%2FlmFafipOprdXAV8Dx6CpsnY%2F4yEW35h9fmJvQ4oAl5MqdGa55LURK%2BwbJw3Uh8Zg7QBj4Qgw6t0xwXu6ksQgGrX7Dh6Qe%2Fq6SrH83AnhguYM3Zz5Ya4z1kCfZmhmCxWRuayYeUPYg03QBF4jjKnqBcQ9JBbmAeut2,NA,NA,NA,NA,NA,#494033339,Amazon,Echo Dot 3,NA,NA,NA,NA
333, Altavoz Parlante Bluetooth Philips Bt100 Rosado Proglobal ,15.99,NA,6,NA,6,2.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-464259017-altavoz-parlante-bluetooth-philips-bt100-rosado-proglobal-_JM,NA,NA,NA,NA,NA,#464259017,Philips,NA,2 W,0.18 g,NA,USB
334, Parlante Samsung Level Box Slim Azul 8w 30horas Sumergible ,49.99,NA,5,4,6,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CLMC7026CL,https://articulo.mercadolibre.cl/MLC-459772924-parlante-samsung-level-box-slim-azul-8w-30horas-sumergible-_JM,NA,NA,NA,NA,NA,#459772924,Samsung,NA,NA,NA,NA,NA
335, Parlante Bluetooth Marshall Stanmore 2 Blanco - Marshall ,349.99,399.990,NA,4,6,58.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=466,https://articulo.mercadolibre.cl/MLC-487437643-parlante-bluetooth-marshall-stanmore-2-blanco-marshall-_JM,NA,NA,NA,NA,NA,#487437643,Marshall,Stanmore 2 Blanco,NA,NA,NA,NA
336," Parlante Bluetooth Mars By Crazybaby, Entrega Inmediata! ",249,NA,0,15,12,20.750,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DOWDINGBD,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=kEV5w6CKhQCrdMqB4wOkRcsWtPGDDa1A6zySfwq0OIHQWy%2B07wR1244V0mS9U3qm5rYNC0NEBWoNsUFlVT98xIKo3nHcPqg9S%2F2BmHPEhQfXHCMAoWAAdsMUf8NML9tWGTxMDlXX9TVfoGwLtkk%2B2%2FAPDUps26WdIUBYIraCCgegUGW%2FnPkkm2bfFOnZXzaS5YM0tvsOzLmOGJdVZIpxYxnaPHl3dzyj%2FGG0qFnFIlm2SqunH%2F3VSGRwRg7bcECjt3Eke8kgzZsbwa4FqolmCraJulegI7x8c%2F%2F%2FaQbzA1LtHWHpYim09r2r6UILqhUCn3sv3zV6IjOnK7xpA817dL1Dfi5bd%2Fl79IPLRlHEP0izKl357OszQ5VlBB6o6CZZaWm4jTACrgWMthDyn9zpOkiA6IeulwHVg2irST7Hr%2B5QSoYd%2FbDm0QzdkLWl14AGgxeXLJ8UbhYauV7ZH59pUE3zvOw9wMmyE4s1dOE3LawDedIOUcHNit%2FLf5Kyt5ocW7k%2FRAzxmkVEj8Mp0MbLrE%2B4lHvby9uTdnFelOaU12baS7zdoUtuQjZyjdMQdjR0qxI1Un9JZFlOybBw%2F%2BGTqYo5EsIlzFrXlvgTzUq0YMyO4zVJTo6hmrjfIM6gg9I8a1GXIsA%2FkziBVLix0NRDNkOaWAd9XNBHwnAoEnouU42rjsf65pw9S7enuv70GWrGpBd1qhEJxKoY1f4XDpZOjvwn%2Bp8pY%2BdAiK2N6oMVmaeRi60O8T88BRmPW5b4yPBF9J85GIrHRetVsSVz6JVdvKwGPF8Cup0%2FPIzTOzjmTXypTm8C0xSfOzvT1Iw6puoJqCsCDu0Bg1oPh3CQ8bdZaT16u1vWvXwVZcwI%2FVTeSU4NsFKi7oyuilfkDaXDuOVNBP3ou1YbMZxHezgAiFZkVd0Lx5BXkb3fQbItiIMzeTD6LTObw1OiJ3kbJ3GCAl%2BSGhLOYSJeHB9QvegW15JKPkXn%2F8%2B1zYLhMGFJPZeaFgaSkaK1bF%2BW9be%2FkSfyuhX48vabLSyB6KA6szSJlvsda8SCLfojQQ4Zf1zHVjdrzb81d4LlhXKgToSP8SquhbKZBZ6%2BHzznu%2F9Dea9qrqPjjaX8FEF21qZ418Gsr22mK7M%2F3ktSzFNMeYjVLycC8O8Vbq6lwX8QeO9R2z5gvyo%2FpbqBneC7eVYff2ExcnO12xDYs2GzxLb2GaDlJUXvq0q6qjcQLlPhUwvBZ8arsAMwUh1qeir74xzNaBrh8ljcXMcwe1Kb2WmeR9yYZm8n4ECvCS%2BTQ7MeVuthh%2FVez8%2BcEeQTLmzlbPGT%2Fl0HLRJFEPRdEWTR%2BYthts6DcSMEjX6D74XlBYHB9NybMezlJ9ZYo5ImRc7uCj%2Bf%2FXZlNcfdJqRzXK7lWR%2BDrahgBr51gv3y%2B8yLHKcLN0ViQai5TgtRYw4xdTnJrADrP65E2V0qdlpSwcg%2B1b8pZz5Y69AQGDGD39nQPhpX%2FGRiqgkfZCY05Ql4kb3PmfPCLYJASlU4U2uv1dw2lulvgYp%2BsVOd0qUhWCvRepsHb4eErpq19ZlfBPAXso%2FZh3Je0ImsCsEc19G3R959QDRjBxYMyma4AJsON%2FWsvEI3Kugi,NA,NA,NA,NA,NA,#489793979,NA,NA,NA,NA,NA,NA
337, Parlante Karaoke 8 Tws/bt/2 Mic Wless/usb/sd/fm Fujitel ,29.9,NA,2,18,6,4.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PARO1305168,https://articulo.mercadolibre.cl/MLC-491253222-parlante-karaoke-8-twsbt2-mic-wlessusbsdfm-fujitel-_JM,NA,NA,NA,NA,NA,#491253222,Fujitel,NA,NA,NA,NA,NA
338, Parlante Bluetooth Bq-7210 Radio Fm Aux In Usb Sd Bateria ,14.5,NA,32,2,12,1.208,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/EGOUT+SPA,https://articulo.mercadolibre.cl/MLC-433739430-parlante-bluetooth-bq-7210-radio-fm-aux-in-usb-sd-bateria-_JM,2,0,0,0,0,#433739430,NA,NA,NA,NA,NA,NA
339, Parlante Bluetooth Street Voice2 + Micrófono / Mundo Electro ,29.99,37.990,3,32,12,2.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-471702187-parlante-bluetooth-street-voice2-microfono-mundo-electro-_JM,NA,NA,NA,NA,NA,#471702187,Microlab,Street Voice 2,200 W,NA,NA,"Auxiliar, Entrada: Micrófono"
340, Par Parlantes Bookshelf Bluetooth Klipsch R51mp ,399.99,NA,NA,10,6,66.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-493519223-par-parlantes-bookshelf-bluetooth-klipsch-r51mp-_JM,NA,NA,NA,NA,NA,#493519223,NA,NA,NA,NA,NA,NA
341," Parlante Jbl Flip 4 Original, Nuevos Y Garantizados ",69.9,NA,4,9,6,11.650,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/VENTAS.LIVERPOOL,https://articulo.mercadolibre.cl/MLC-461812241-parlante-jbl-flip-4-original-nuevos-y-garantizados-_JM,70,11,2,1,1,#461812241,JBL,Flip 4,16 W,NA,Activo,NA
342, Parlante Portatil Flama Led 3d Bluetooth Subwoof Fuego ,14.99,NA,4,96,12,1.249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-462207306-parlante-portatil-flama-led-3d-bluetooth-subwoof-fuego-_JM,NA,NA,NA,NA,NA,#462207306,NA,NA,NA,NA,NA,NA
343, Parlantes Edifier R1700bt Bluetooth Black (musicplay) ,138.9,NA,25,1,6,23.150,NA,Envío gratis a todo el país,NA,NA,5,5,https://perfil.mercadolibre.cl/MUSICPLAY+SPA,https://articulo.mercadolibre.cl/MLC-435586990-parlantes-edifier-r1700bt-bluetooth-black-musicplay-_JM,5,0,0,0,0,#435586990,Edifier,R1700BT,66 W,NA,Activo,RCA
344, Jbl Xtreme Parlante Portátil Bluetooth Splashproof Altavoz ,219.99,NA,1,899,6,36.665,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-464008636-jbl-xtreme-parlante-portatil-bluetooth-splashproof-altavoz-_JM,4,0,0,0,0,#464008636,JBL,Xtreme,40 W,2112 g,Pasivo,NA
345, Parlantes Para Exterior Pyle Amplificados Bluetooth Negros ,129.9,NA,1,8,6,21.650,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALOMEGALTDA,https://articulo.mercadolibre.cl/MLC-452325066-parlantes-para-exterior-pyle-amplificados-bluetooth-negros-_JM,NA,NA,NA,NA,NA,#452325066,NA,NA,NA,NA,NA,NA
346, Caja Activa Portable Bluetooth 12pulg. Proco (musicplay) ,175.9,NA,1,NA,6,29.317,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUSICPLAY+SPA,https://articulo.mercadolibre.cl/MLC-458557546-caja-activa-portable-bluetooth-12pulg-proco-musicplay-_JM,NA,NA,NA,NA,NA,#458557546,PROCO,NA,NA,NA,NA,NA
347, Parlante Jbl Envio Gratis ,19.99,NA,2,17766,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/XMASTERGAMEX,https://articulo.mercadolibre.cl/MLC-492341183-parlante-jbl-envio-gratis-_JM,NA,NA,NA,NA,NA,#492341183,JBL,Charge 2,15 W,NA,Activo,NA
348, Maxell Parlante Cassette Inalambrico Bluetooth 4.1bt-90 ,19.99,NA,NA,10,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MAXELL+CHILE?brandId=219,https://articulo.mercadolibre.cl/MLC-476564347-maxell-parlante-cassette-inalambrico-bluetooth-41bt-90-_JM,NA,NA,NA,NA,NA,#476564347,NA,NA,6 W,400 g,NA,NA
349, Parlante Bluetooth Bazooka Portátil Usb Fm Radio Batería ,9.99,NA,55,NA,6,1.665,NA,Envío a todo el país,NA,NA,4.8,4,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-442125235-parlante-bluetooth-bazooka-portatil-usb-fm-radio-bateria-_JM,3,1,0,0,0,#442125235,Prosound,NA,NA,NA,NA,NA
350, Parlante Estéreo Inalámbrico Con Bluetooth Y Subwoofer ,11.977,NA,0,58,12,998,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-464868652-parlante-estereo-inalambrico-con-bluetooth-y-subwoofer-_JM,NA,NA,NA,NA,NA,#464868652,AEC,NA,NA,NA,NA,NA
351, Parlante Bluetooth Charge Mini Ii Excelente Sonido Nuevo ,15.99,NA,3,37,12,1.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/KIOSKOFAST.COM,https://articulo.mercadolibre.cl/MLC-482544090-parlante-bluetooth-charge-mini-ii-excelente-sonido-nuevo-_JM,NA,NA,NA,NA,NA,#482544090,JBL,NA,NA,NA,NA,NA
352, Micrófono Karaoke Parlante Inalámbrico Bluetooth Con Estuche ,9.59,NA,13,9,12,799,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GAMETOTALIMPACT,https://articulo.mercadolibre.cl/MLC-471319571-microfono-karaoke-parlante-inalambrico-bluetooth-con-estuche-_JM,NA,NA,NA,NA,NA,#471319571,NA,NA,NA,NA,NA,NA
353, Parlante Karaoke Microfono Inalambrico 100w Puntostore 01019 ,235,NA,0,70,6,39.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=IUYvefPkqHPPYOrZ4S5commQtwX86eAOlo%2B089OGymAV5tHzPbKw1fvosKWh9fzsYPVjC%2BspixqllSZNttNswA%2BpONB2DyOqqOZsMXdFgY1MrBODlmJ%2F7UijgU62DuEkbX%2F9QQqZfRCtO5MixG4ZQWGIRGB053M1DzGLPPsUfgfk6R4AckuwhcXlpPzI5D2A2LaSENIVPA6x9zBHwMRIgkaca8wHCCsEvm7sWdgqEdfszktF9T65W5xQCkG5gVyhduacn1Y9RvKnQTjxZe1eaAdBgMXTULQDb7Ka6e%2FftH2%2FM4vxHbFP2Iujwl6pnfwSgVkvGDWNkf7ZE7IliY5MtLbtUPDtj2VQpqC2EFx4QEWnsWo3EHjpz4xLKNszaa0SsPszqrnMjfo3sX%2B3wLpYtaqujSZnsVtvm7%2BgGVWOM7gNwZO3lTjhjf8ys3c2zw1PFkoPF47wTgQ29EdhDVoHIHGX%2FA%2F9LFCDTkJEWzkGsx0QfnXFJ7zL6Micx4yin87OhIvZ37cQ%2BV7Vii%2FgwELnc43bTs2YXFSjHi8I1%2Fl8NYU11LX9O8eP2k%2FYzUvi4uDmCCGD7Si4HC7a%2BCSZEDUNxzvwXYVIMrl%2BkncLaYCkQJTI95i0ZHNhUt12CvqmtBBY%2B6yCG2Sp7lemLKzPjCpdHrQovva6LW%2B615JDV5Un0djst2BlhbshVraujqDVxqPOILRES8CzZ6AEd%2BizB3dJBO9VM8wsboYOXWALTsu1uBg6JKY%2FQHPYGY7scLU%2BIE5XpiN47M1X7VztCtIhm8JW2LXZgZ%2Fy%2BozgMjYuwRfAK42gTpTy%2F4txD2Q8lI0CKrnYej7%2BhOE%2BYxxWCc8DA5vaWWerUkAJb0neGLlWAMOFEYKDPsDU9HwVlS26O%2BtAzlL6nad6yf1OCjlzgqB48108OhILmgf0w0uSLCZbcuASXQj%2FWjN7CmTvts%2BoG2F1BE0rcyuRV0yaUeK73tcwAr9Zz9wyKPGzo20uQrF3rlV8LxxiQZtly0J2%2BRT8TzDfnpwKvTzHcNTTdyaFDLdow5W4XwTLporR07PgF%2BaFTGX8IgCs0euzh9AZieLn8nS9dhkEn96jkTokeUSPyWco3Y5stUPosu%2BuvnV9Brl2%2Btjr2DGzISmpcfU%2F%2Fzwf%2FjI3aqKUwLugKFDchNtnLtSaZKsaXH5mK1aI56Fmw1m5k%2FPHFC9og91P1MNPI2ZUbVDQlVw6T0fX%2Bk6SjlG%2FXTsKb219lo8osiJV3giNL6tt7JOcZ9LyryRfeg%2Bk%2BLoX5qG4idnezjyOdGzjMflkK0RlTV7m7W4PoBdSuk7ujxpK0wG0CaWogOLupe0IljsBC33IJsmhGZHpZFclZpPRsbygoay6SJ9RyQNxmzQs1jRMiExO2fs9jEVSa0K7FfdjU%2BY%2Fa7C6tEPhxVXC06tnS5VwVtWRZ5mYaGtT9rob5o8xN4mrRuQPUCydp2qoFgSTZCFAbyCMoE4n4%2BnnSV7z%2BEZk6DbPcFTsE9rUANgNcHug3Ln1rnU0vU%2Fm4QdFXO3%2Bwso%2BLGoQQhudVkCXFvE%2Fr9waoJP%2ByFCInn3yesgonfCdlS7xvcvBFGyqhFfx7pIi4Je%2BW%2BTz3vWp%2F3Pu2sDxWsolHa72,NA,NA,NA,NA,NA,#469237898,NA,NA,100 W,NA,NA,NA
354, Parlante Activo Skp Sk-5p Bt Negro - 101db ,169.99,209.990,13,37,6,28.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-435889947-parlante-activo-skp-sk-5p-bt-negro-101db-_JM,1,0,0,0,0,#435889947,NA,NA,NA,NA,NA,NA
355, Parlante Karaoke Bluetooth Master G Spbt5w // Angelstock ,56.99,NA,2,8,12,4.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANGEL+STOCK,https://articulo.mercadolibre.cl/MLC-478151241-parlante-karaoke-bluetooth-master-g-spbt5w-angelstock-_JM,NA,NA,NA,NA,NA,#478151241,NA,NA,NA,NA,NA,NA
356, Parlante (altavoz) Jbl Clip 2 Bluetooth ,35.99,NA,2,NA,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBGAMERS,https://articulo.mercadolibre.cl/MLC-483778117-parlante-altavoz-jbl-clip-2-bluetooth-_JM,NA,NA,NA,NA,NA,#483778117,JBL,Clip 2,3 W,NA,Activo,NA
357, Parlante Ducha Parlantes Bluetooth Parlante Resistente Agua ,4.99,NA,0,99999,12,416,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/QATAR+SHOP,https://articulo.mercadolibre.cl/MLC-488451554-parlante-ducha-parlantes-bluetooth-parlante-resistente-agua-_JM,NA,NA,NA,NA,NA,#488451554,NA,NA,NA,NA,NA,NA
358, Parlante Karaoke Bluetooth Master-g 24000w Proglobal ,149.99,NA,8,NA,6,24.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-456355249-parlante-karaoke-bluetooth-master-g-24000w-proglobal-_JM,NA,NA,NA,NA,NA,#456355249,Master-G,ULTRAPROII,NA,28 kg,NA,NA
359, Parlante Portátil Bluetooth Philips Bt3900a 4w ,50,NA,7,96,6,8.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROVIDENCIA+HOGAR,https://articulo.mercadolibre.cl/MLC-467345426-parlante-portatil-bluetooth-philips-bt3900a-4w-_JM,NA,NA,NA,NA,NA,#467345426,Philips,NA,NA,NA,NA,NA
360, Parlante F Mini Speaker Bluetooth Colores - Impowick ,14.99,NA,1,NA,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOWICK.SHOP,https://articulo.mercadolibre.cl/MLC-446785721-parlante-f-mini-speaker-bluetooth-colores-impowick-_JM,NA,NA,NA,NA,NA,#446785721,Marca Generica,Color,NA,NA,NA,NA
361, Oferta Parlante Aiwa Vintage Awv-22bt ,19.9,NA,2,8,12,1.658,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PARO1305168,https://articulo.mercadolibre.cl/MLC-483694707-oferta-parlante-aiwa-vintage-awv-22bt-_JM,NA,NA,NA,NA,NA,#483694707,Aiwa,NA,NA,NA,NA,NA
362, Parlante Xiaomi Mi Pocket 2 Speaker Negro - Gsmpro ,19.99,NA,2,5,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GSMPROLIMITADA,https://articulo.mercadolibre.cl/MLC-467157336-parlante-xiaomi-mi-pocket-2-speaker-negro-gsmpro-_JM,NA,NA,NA,NA,NA,#467157336,Xiaomi,NA,NA,NA,NA,NA
363, Google Home Hub Parlante Inteligente Con Pantalla Español ,89.99,119.990,6,98,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-495206164-google-home-hub-parlante-inteligente-con-pantalla-espanol-_JM,NA,NA,NA,NA,NA,#495206164,Google,Hub,NA,NA,NA,NA
364, Parlante Altavoz Bt Logitech X50 Amarillo Gris Proglobal ,7.99,NA,4,53,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-474674879-parlante-altavoz-bt-logitech-x50-amarillo-gris-proglobal-_JM,NA,NA,NA,NA,NA,#474674879,Logitech,X50,3 W,0.14 kg,Activo,NA
365, Jbl Go 2 Parlante Bluetooth Azul - Bestmart ,26.99,NA,3,17,6,4.498,NA,Envío gratis a todo el país,NA,NA,4.8,45,https://perfil.mercadolibre.cl/BESTMARTCL,https://articulo.mercadolibre.cl/MLC-481940652-jbl-go-2-parlante-bluetooth-azul-bestmart-_JM,38,6,0,1,0,#481940652,JBL,GO 2,NA,NA,NA,NA
366, Promo Navidad Parlante Bluetooth + Linterna + Cargador Porta ,24.99,NA,1,4,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-452473593-promo-navidad-parlante-bluetooth-linterna-cargador-porta-_JM,NA,NA,NA,NA,NA,#452473593,NA,NA,NA,NA,NA,Auxiliar
367, Marshall Parlante Portátil Bluetooth Kilburn Negro ,269.99,299.990,NA,2,6,44.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=466,https://articulo.mercadolibre.cl/MLC-492581717-marshall-parlante-portatil-bluetooth-kilburn-negro-_JM,NA,NA,NA,NA,NA,#492581717,Marshall,Kilburn Negro,NA,NA,NA,NA
368, Parlante 2.1 Home Theater Aiwa Env Gratis Awa-299bt Vc ,39.99,NA,3,17,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORAVICTORIACAPITALLT,https://articulo.mercadolibre.cl/MLC-475435469-parlante-21-home-theater-aiwa-env-gratis-awa-299bt-vc-_JM,NA,NA,NA,NA,NA,#475435469,Aiwa,NA,NA,NA,NA,Auxiliar
369, Parlante Bowmann Karaoke Bluetooth + Micrófono / Zofree ,19.99,NA,2,7,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ZOFREE.TIENDA,https://articulo.mercadolibre.cl/MLC-491529319-parlante-bowmann-karaoke-bluetooth-microfono-zofree-_JM,NA,NA,NA,NA,NA,#491529319,GENERICOS,Parlante Bowmann Karaoke Bluetooth + Micrófono / Zofree,NA,NA,NA,USB
370, Parlante Bluetooth 4.1 Elon - K / Multielectro ,14.99,NA,0,5,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+MULTIELECTRO,https://articulo.mercadolibre.cl/MLC-466759857-parlante-bluetooth-41-elon-k-multielectro-_JM,NA,NA,NA,NA,NA,#466759857,NA,NA,NA,NA,NA,NA
371, Parlante Portatil Bluetooth Sb-230 Envio Gratis Metinca ,19.99,89.990,2,8,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ME+TINCA.CL,https://articulo.mercadolibre.cl/MLC-466782582-parlante-portatil-bluetooth-sb-230-envio-gratis-metinca-_JM,NA,NA,NA,NA,NA,#466782582,Sound Booster,SB230,NA,NA,NA,NA
372, Parlante Lampara Led Bluetooth Mp3 Usb - Envio Gratis ,19.99,NA,3,2,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MARE8077404,https://articulo.mercadolibre.cl/MLC-460990782-parlante-lampara-led-bluetooth-mp3-usb-envio-gratis-_JM,NA,NA,NA,NA,NA,#460990782,NA,NA,NA,NA,NA,NA
373, Sony Parlante Portátil Extra Bass Con Bluetooth Xb31 Azul ,89.99,119.990,36,15,12,7.499,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-463379813-sony-parlante-portatil-extra-bass-con-bluetooth-xb31-azul-_JM,1,1,0,0,0,#463379813,Sony,NA,NA,NA,NA,NA
374, Parlante Portatil Bluetooth Aiwa Xblack ,13.5,NA,3,47,12,1.125,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PARO1305168,https://articulo.mercadolibre.cl/MLC-473358140-parlante-portatil-bluetooth-aiwa-xblack-_JM,NA,NA,NA,NA,NA,#473358140,Aiwa,NA,NA,NA,NA,NA
375, Parlante Bluetooth Karaoke Microfono Philco 757bk / Fernapet ,14.99,NA,28,10,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-435055838-parlante-bluetooth-karaoke-microfono-philco-757bk-fernapet-_JM,NA,NA,NA,NA,NA,#435055838,Philco,NA,NA,1.25 kg,NA,USB
