search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Tipos de filtros del parlante,Conectores de entrada
1099, House Of Marley Em-ja012-sb Sistema De Audio Portátil... ,146.99,NA,0,9999,6,24.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-444581408-house-of-marley-em-ja012-sb-sistema-de-audio-portatil-_JM,NA,NA,NA,NA,NA,#444581408,House of Marley,EM-JA012-SB,NA,NA,NA,NA
1100, Parlante New Rixing Bluetooth Radio Fm Manos Libres Usb Sd ,9.99,NA,2,18,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-461184496-parlante-new-rixing-bluetooth-radio-fm-manos-libres-usb-sd-_JM,NA,NA,NA,NA,NA,#461184496,NEW RIXING,NA,NA,0.45 kg,NA,NA
1101, Harman Aura Studio 2 Parlante Bluetooth Y Lámpara Ambiental ,129.99,NA,NA,3,6,21.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-494893982-harman-aura-studio-2-parlante-bluetooth-y-lampara-ambiental-_JM,NA,NA,NA,NA,NA,#494893982,Harman,NA,NA,NA,NA,NA
1102, Parlante Karaoke Thunder Novik - 101db ,139.99,199.990,1,343,6,23.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-452033904-parlante-karaoke-thunder-novik-101db-_JM,NA,NA,NA,NA,NA,#452033904,NA,NA,NA,NA,NA,NA
1103, Puerto De Carga Reparar Parlante Jbl Flip3 / Mrtecnología ,20,NA,3,NA,12,1.667,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/MISTER+TECNOLOGIA,https://articulo.mercadolibre.cl/MLC-442340530-puerto-de-carga-reparar-parlante-jbl-flip3-mrtecnologia-_JM,4,0,0,0,0,#442340530,Logitech,Flip 3,16 W,NA,Pasivo,NA
1104, Parlante Marshall Wi-fi Stanmore Multi-room Negro - Marshall ,399.99,499.990,NA,4,6,66.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=466,https://articulo.mercadolibre.cl/MLC-478522950-parlante-marshall-wi-fi-stanmore-multi-room-negro-marshall-_JM,NA,NA,NA,NA,NA,#478522950,Marshall,Stanmore Multi-Room,NA,NA,NA,RCA
1105, Jbl Wind Bike Altavoz Bluetooth Portátil Con Radio Fm Y... ,95.99,NA,0,9999,6,15.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463473798-jbl-wind-bike-altavoz-bluetooth-portatil-con-radio-fm-y-_JM,NA,NA,NA,NA,NA,#463473798,JBL,Wind,NA,NA,NA,NA
1106, Jbl Clip 2 Edición Especial: Parlante Portátil Bluetooth Res ,73.99,NA,0,3,12,6.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-475021708-jbl-clip-2-edicion-especial-parlante-portatil-bluetooth-res-_JM,NA,NA,NA,NA,NA,#475021708,JBL,Clip 2,3 W,NA,Activo,NA
1107, Parlante Bluetooth Logitech Boombox Inalambrico Portatil ,69.99,NA,0,NA,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EVOLTAPC,https://articulo.mercadolibre.cl/MLC-459703988-parlante-bluetooth-logitech-boombox-inalambrico-portatil-_JM,NA,NA,NA,NA,NA,#459703988,Logitech,Wireless Boombox,NA,NA,NA,NA
1108, Master-g · Parlante Bt 15 Pulgadas + Atril Y Mic / Ultramega ,599.9,NA,0,3,12,49.992,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALL+SIDE,https://articulo.mercadolibre.cl/MLC-493156652-master-g-parlante-bt-15-pulgadas-atril-y-mic-ultramega-_JM,NA,NA,NA,NA,NA,#493156652,NA,NA,NA,NA,NA,NA
1109," House Of Marley, Sistema De Audio Portátil Bluetooth De Get ",228.326,NA,0,100,12,19.027,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-480510062-house-of-marley-sistema-de-audio-portatil-bluetooth-de-get-_JM,NA,NA,NA,NA,NA,#480510062,House of Marley,NA,NA,NA,NA,NA
1110, Parlante Karaoke Philco Bt Usb Led Sd Fm Mic 3.5mm ,44.99,NA,17,2,6,7.498,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-443958136-parlante-karaoke-philco-bt-usb-led-sd-fm-mic-35mm-_JM,1,0,0,0,0,#443958136,Philco,NA,NA,2 kg,NA,Auxiliar
1111, Parlante Bluetooth Monster Audio 520bk Negro Proglobal ,14.99,NA,0,2,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-461976578-parlante-bluetooth-monster-audio-520bk-negro-proglobal-_JM,NA,NA,NA,NA,NA,#461976578,Monster,NA,NA,NA,NA,NA
1112, Jbl Go 2 Parlante Bluetooth Cinnamon - Bestmart ,26.99,NA,0,5,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BESTMARTCL,https://articulo.mercadolibre.cl/MLC-481943407-jbl-go-2-parlante-bluetooth-cinnamon-bestmart-_JM,NA,NA,NA,NA,NA,#481943407,JBL,NA,NA,NA,NA,NA
1113, Parlante Gato Bailarín Blanco Bluetooth V 4.1 - Mitiendacl ,12.99,NA,1,10,6,2.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MITIENDACL,https://articulo.mercadolibre.cl/MLC-464262184-parlante-gato-bailarin-blanco-bluetooth-v-41-mitiendacl-_JM,NA,NA,NA,NA,NA,#464262184,NA,NA,NA,NA,NA,NA
1114, Parlante Bluetooth Jbl Partybox 200 Premium High Power Porta ,511.885,NA,0,99,6,85.314,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480667284-parlante-bluetooth-jbl-partybox-200-premium-high-power-porta-_JM,NA,NA,NA,NA,NA,#480667284,JBL,NA,NA,NA,NA,NA
1115, Altavoz Central Yamaha Ns -c210 Negro Ns -c210 ( B ) (1 Unid ,82.483,NA,0,5,12,6.874,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIPPLAZAJAPANCL,https://articulo.mercadolibre.cl/MLC-492383453-altavoz-central-yamaha-ns-c210-negro-ns-c210-b-1-unid-_JM,NA,NA,NA,NA,NA,#492383453,Yamaha,NS-C210(B),NA,NA,NA,NA
1116, Parlante Portátil Bazooka Bluetooth Master G + Audífonos ,26.99,32.990,NA,7,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-483859412-parlante-portatil-bazooka-bluetooth-master-g-audifonos-_JM,NA,NA,NA,NA,NA,#483859412,Master-G,GBASS,5 W,NA,Activo,NA
1117, Parlante Bluetooth Samsung Scoop + Envío Gratis ,34.99,NA,0,2,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CHARLYS_SHOP,https://articulo.mercadolibre.cl/MLC-470753651-parlante-bluetooth-samsung-scoop-envio-gratis-_JM,NA,NA,NA,NA,NA,#470753651,Samsung,NA,NA,NA,NA,NA
1118, Parlante Bluetooth Antorcha Led Flame Speaker Portatil ,15,NA,9,8,6,2.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GAMETOTALIMPACT,https://articulo.mercadolibre.cl/MLC-471120923-parlante-bluetooth-antorcha-led-flame-speaker-portatil-_JM,NA,NA,NA,NA,NA,#471120923,NA,NA,NA,1.08 lb,NA,NA
1119, Parlante Jbl Xtreme 2 Bluetooth Black - Electroplay ,279.99,NA,0,20,6,46.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTROPLAY+OFICIAL,https://articulo.mercadolibre.cl/MLC-489444993-parlante-jbl-xtreme-2-bluetooth-black-electroplay-_JM,NA,NA,NA,NA,NA,#489444993,JBL,NA,NA,NA,NA,NA
1120, Parlante Bluetooth Samson Expedition Escape Rechargeable Sy ,136.859,NA,0,99,6,22.810,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480685758-parlante-bluetooth-samson-expedition-escape-rechargeable-sy-_JM,NA,NA,NA,NA,NA,#480685758,Samson,NA,NA,NA,NA,NA
1121, Parlante Karaoke Bluetooth 30w/fm Monster 797bk Proglobal ,35.49,NA,3,4,6,5.915,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-452284592-parlante-karaoke-bluetooth-30wfm-monster-797bk-proglobal-_JM,NA,NA,NA,NA,NA,#452284592,Monster,NA,NA,3 kg,NA,NA
1122, Yamaha Yas-203 Sound Bar Con Bluetooth Y Subwoofer Inalámbri ,892.99,1.239.990,0,3,12,74.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-456046967-yamaha-yas-203-sound-bar-con-bluetooth-y-subwoofer-inalambri-_JM,NA,NA,NA,NA,NA,#456046967,Yamaha,NA,NA,NA,NA,NA
1123, Parlante Bluetooth Bicicleta Con Linterna Puntostore D055 ,14.5,NA,4,96,6,2.417,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://articulo.mercadolibre.cl/MLC-458402484-parlante-bluetooth-bicicleta-con-linterna-puntostore-d055-_JM,NA,NA,NA,NA,NA,#458402484,NA,NA,NA,NA,NA,NA
1124, Parlante Bluetooth Inalámbrico Monster Radio - Mobilehut ,14.99,NA,14,2,6,2.498,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-456056027-parlante-bluetooth-inalambrico-monster-radio-mobilehut-_JM,1,0,0,0,0,#456056027,Monster,Bluetooth Inalámbrico,10 W,NA,No aplica,NA
1125," House Of Marley, Altavoz Bluetooth Chant Sport, Diseñado Par ",112.739,NA,0,100,12,9.395,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-480852956-house-of-marley-altavoz-bluetooth-chant-sport-disenado-par-_JM,NA,NA,NA,NA,NA,#480852956,House of Marley,NA,NA,NA,NA,NA
1126, Parlante Portatil Jbl Charge 2 Envio Gratis ,19.99,NA,0,1788,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/XMASTERGAMEX,https://articulo.mercadolibre.cl/MLC-492340976-parlante-portatil-jbl-charge-2-envio-gratis-_JM,NA,NA,NA,NA,NA,#492340976,JBL,Charge 2,15 W,NA,Activo,NA
1127, Parlantes Bluetooth Tronsmart Element Pixie 15w ,39.99,NA,0,100,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASTLETECEIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=CgbnH5l5%2FhSGTKGoankZfk0CuAS7INqylhDLOApfhBXIR%2FuZTcfrSVdaInSR0n8lxCfER7faHTrIw%2FcF4tpqLE2pgcuPG%2Bm6MKm9VANLvb6J9wo73Zuy20zGzG9p%2B8gd%2FEWitDm9eY%2Bd%2FSyfBuns5nIN1msp2MocCqvmHnwhDxmJPsVC1erPLXgikqWZEn7%2B2oi%2FLBu%2F0LliOGqCX1qw7nR1zrIB9tnJC6DTYg6R5S9VbNAMp2mqou6obZx6H49r8EPe1Uz%2Fc3GvPIF5erRP7eLsNfK%2FHDzZtUUafBFcfh08wAMK7IyWkZ1YaulS2lmTpOtBbXTlpfOiBIgRdjQ7EO6R71WwbzNAqPeQijtWFB%2F9kAYlt0TntpyY3Pb8CMXhYiHTaJCVGS5bCN3HyAaynatpbt5xSpkdu6nMydbA0IWqRUs9XzOBG17dEvbXn39eYfaF2TJDD1ECb%2FyOdUxuj0BwZpnZG6auRQ16jgA4TU9ZjU%2FX%2FJV2GQkQ9dLUbMQgt6QPyQMqO%2B0z8xznWI2W4%2BKjuBff2gPg0JWh%2FRVyUFpi6WKPYVRRhrOAWt4bgvhyNwD4rBCfGjSpCbWtNHu7QJF4Y7pHJKUfZlciJpecPkpz%2Firo07yz6ChNrvh2w6BQPCNwPOJyGe29a%2FyYVmsdWjqxYofyoOfbkOcoEPY6D9JL%2Bwe7yE8mDFe8tor3wUIgTaw%2BP0s4UDGwQbQmlqxKwQYdDb8eZnrkFTEusAaH6Nvjp%2FJQHvxU7HdFgaIRivD7EV7rfSFqv2SXILdMCKstM8kw3CO0hjIphzPN75cEObp7XoIAoVipLwespQokaW5Qe0i2D7bYktCG2AaIbMLjIsr2KgAs6Qx5fc30%2FqdFsCssQx7kj6BvWan811zmYLPxFEe%2B%2B%2FNGp2v%2F%2BGa12VP3bzrYuE6UYfsgwltbpBsCvpg5VLOb9aPKLPgo7PCzj7QkCSqzG8M72CAJZK1SyvR%2FP2dBzu3Sw75hsc2ZLtbLo1w4jraB3v%2B1OS29SgQuVNOb00%2FBN%2BnZaIAbhcGSgYnezlDdcmIRtiBQMuW33EVgILp5GkMPF5TakDttK1o%2B2gHCtxaJZ5fwMfnwIaXwmDedu7gZXgI9CRaGLkkfQI%2B95u8LhWx%2FX5f3KefVII9ICkUHPXc4rk60khSvE4xGIK963hgCjRLezelrOxUsvOciy5v3Q7ZEITQ2bQAv2p20iKyFfu9YEYg5EwoyHpm7IMXDOCYwSGpfgOJenFyAXtg6tvVEJG1jsu2HPvrET9pzI97ORmoz1a7HIhAm1J9iPGfPAu8aF3cfc2HKstIgBT%2Fv8P9l0r9u3P%2FCVGPsKDnDfKy%2Bi%2FwduN2Iv3osFBiglVlhoin%2BRc%2FIjkJQK8%2BkLv8gWP9vH6XHS4j%2FNWUTjE0lqGoNTDpB5zCJIYl4wvJoLx%2F5qG6eyR2KvhUcMcGgAoa8ypcsm9taecRvTn852owfjN5qNP8rFwVk5SS3meKG2IshnVtwdVsDv4Lv8AdOSX3YJ8zyIFe1cu%2Bp6mh3jGFg4TRZkOeeSYIazmrhiUemlslK2DZhrWXYG1Nt%2Bnj4YXOT2PAZFWRNLnHnaPKmkhVuxCXmlMAizIp8Yow%3D,NA,NA,NA,NA,NA,#487763063,NA,NA,NA,NA,NA,NA
1128, Parlante Amplificador Bluetooth Usb 20w Clasico Vintage Irt ,31.4,34.990,0,100,6,5.233,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-473462938-parlante-amplificador-bluetooth-usb-20w-clasico-vintage-irt-_JM,NA,NA,NA,NA,NA,#473462938,NA,NA,NA,NA,NA,NA
1129, Estuche Rígido De Diseño Esimen 2018 Para Sony Srs-xb31 Xb30 ,40.118,NA,1,99,12,3.343,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-481831626-estuche-rigido-de-diseno-esimen-2018-para-sony-srs-xb31-xb30-_JM,NA,NA,NA,NA,NA,#481831626,Sony,SRS-XB31,NA,NA,NA,NA
1130, Parlante All In One Irt Bluetooth Karaoke - Gpaelectronica ,58.99,NA,0,10,12,4.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GPAELECTRONICA,https://articulo.mercadolibre.cl/MLC-476216507-parlante-all-in-one-irt-bluetooth-karaoke-gpaelectronica-_JM,NA,NA,NA,NA,NA,#476216507,Fujitel,NA,NA,NA,NA,NA
1131, Parlante Bluetooth Mutone Lector Micro Sd Gris Rock Space ,39.99,NA,0,5,12,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BERRIAKLTDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=yPENhcmKIVaP6suJRQI82Wfgfef2ppwzYFnX02VU79QANhETThpM0zSEqisfE8ojZieeDe7NgrwTY0LD%2FGuDtl9l8bEjYYaRzogChyY0FoU0v2w1UGmf%2BaGKwBgto4rp%2B7ZmWFb0qkgRfrndHWwxkhid40dXa1RnSgA41UYTHI%2Fifp8fO2TJ0jFATmh0QZ%2BcXx47D%2Bzsl%2FB%2Fy6iInihGUvDcYMbYXMdd7uZBYIIibz%2FxEPFq0gZA7pDx1bokyLLkYDBC3M3vbZTfR62pJUxFK9l3YxAXEybBqp7vEvGYbTA2QGZnOaN4ZlI5CPyTD55piuapkWeIAVMdceXI8ZUNXLJOamfth6cQgksW%2FlIpxbK71V1XqswPvfmJlS50UZ7l6Z3LYA8rxFQ9UTh2hvN1Mmov85OkLgjk3S35JVo33v0mDsC8GO6r%2FoU9gMqu8C6nsfQCpcQUGt0JNT5lsEhhL4aBSHcmGk8heW%2FIqtfmhutsapz9GThnsq9bmEXRDEqHXCyfiDHBR2w2HrmsXov2zcX8Ar2lFLPfZIbpsuYXEp1KeZRRJw4CJ%2Br846cFV3V%2FriZlCAwTn34EopPN9eSR4FsFQp%2BSvZ7yM7FonJ6t4Cii9Q6qkptIMC9tm8z%2Bj4H%2B3ELPPhc4XPHBcHcfIBDLzsAzspe7lE0GcRjKX8iXvr2JC4ZKD7pSAbcKmKUXY4varazIXAV%2BxAohe6MBSY%2FLUx1AFqqqprTA8e51fOoo%2F%2BUXIK7rExNSKZsngKcJmyg19259LMBU843jRo4eungHnHOmocahyQFImBNGR279Hw8AYGz0jJzhysrt6XUw%2BinBptxYF2Z8Bt9C7rQIx%2F0yki4hXF%2BEhnIF%2B151%2BPdDAmuHFlL3ACJyLL2a5W%2BtGINZrSIl3C0LcHhQit%2BBznk12z%2FH%2B7XMlByllTT91nA3PkR%2FAwK7RPAeuALpLpSMtSC1z2hs3lfq1LqRDIY7LNMMVJnVmk%2F9TtoGU%2BkfXPs3OpX%2Fhh%2FCexJwieyqnaNnuR5Srz%2Bu1TiRaIROsyDGqcGze76LXnnDmPAr9U8%2F45CyW7T3PfvzpTajpenTrfQ0oSD2SHPSiGX7ALSKA8FJsV2%2BnGSw8fb45mZSlBaxkDdxp6p0rVJJMvFWJqLpn3VDxp8BqXryXVRJwV4ajXcMUNB3lbMU1T6lsxKSw34zlB5HWJWcUnwflqv%2BmOYghb9i%2FUWy1XV1CfWF0gzGzvbTbeSGrnRDYJPkxa8lpmHQpWF6UsM7Vp3a8U6pXQA401RDsGr%2FwFUz1fAXySI6yI78eSXvvn6z83Yy0OXwuwyz0ftgmoAO3jlVG8E31l1CL9rp9pFQDYPjNKD6Rs7lRWByTJcIBeQhaPg7HbBqM3DH9Djxay4OEklBrOgQjMXJJBFxl1mCkEjtBjN8cwqe1dIFPJKznha7%2FwocJMbmvoDQJh4Kn5EPJZ5YWVZ8PL04wbjPBNEYY6ZiWIrjmx%2FQ7sDAZ5Vg9qF%2FI73Ip%2BmMsrvlZ%2FactR%2FH%2BXveZPGG7nrom90GMJBaYomkDJV1ugAK8f2kBGYskNPFJIglz7bEmg0IgI5n5aH4DzT5Q8kNDbb%2B7iGBIots6IW%2BTSN9B8d17mEIcBx5fyOI,NA,NA,NA,NA,NA,#480552735,Rock Space,NA,10 W,NA,NA,NA
1132, Parlante Ultimate Ears Ue Megaboom 3 Rojo - Ultimate Ears ,144.99,189.990,NA,3,6,24.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=471,https://articulo.mercadolibre.cl/MLC-486732901-parlante-ultimate-ears-ue-megaboom-3-rojo-ultimate-ears-_JM,NA,NA,NA,NA,NA,#486732901,Logitech,UE Megaboom 3 Rojo,NA,925 g,Activo,NA
1133, 10w Estéreo Tv Barra De Sonido Sin Hilos Bluetooth Altavoz ,22.001,25.884,0,40,12,1.833,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AGENTWALKERSCL,https://articulo.mercadolibre.cl/MLC-481125703-10w-estereo-tv-barra-de-sonido-sin-hilos-bluetooth-altavoz-_JM,NA,NA,NA,NA,NA,#481125703,AGENTW,AGENTW,NA,NA,NA,NA
1134, Bose Sound Color Estuche Parlante Bluetooth ,35,NA,0,2,6,5.833,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/VALLEY+TECHNOLOGY,https://articulo.mercadolibre.cl/MLC-486573933-bose-sound-color-estuche-parlante-bluetooth-_JM,1,1,0,0,0,#486573933,Bose,Color,NA,NA,Activo,NA
1135, Parlante Jbl Flip 4 Bluetooth Gris - Bestmart ,64.89,NA,0,3,6,10.815,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BESTMARTCL,https://articulo.mercadolibre.cl/MLC-495677618-parlante-jbl-flip-4-bluetooth-gris-bestmart-_JM,NA,NA,NA,NA,NA,#495677618,JBL,Flip 4,16 W,NA,Activo,NA
1136, Sony Srs-xb01 Mini Altavoz Bluetooth Porttil 4.2 Subwoofer ,28.626,NA,0,200,12,2.386,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNMUSICCL,https://articulo.mercadolibre.cl/MLC-487166757-sony-srs-xb01-mini-altavoz-bluetooth-porttil-42-subwoofer-_JM,NA,NA,NA,NA,NA,#487166757,NA,NA,NA,NA,NA,NA
1137, Parlante Karaoke 8 Bluetooth Fujitel ,69.99,NA,0,100,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ME+TINCA.CL,https://articulo.mercadolibre.cl/MLC-464975971-parlante-karaoke-8-bluetooth-fujitel-_JM,NA,NA,NA,NA,NA,#464975971,Fujitel,NA,NA,NA,NA,NA
1138, Parlante Bluetooth Oontz Angle Solo Sonido Increible ,20.9,NA,0,4,6,3.483,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALCAMP,https://articulo.mercadolibre.cl/MLC-478625719-parlante-bluetooth-oontz-angle-solo-sonido-increible-_JM,NA,NA,NA,NA,NA,#478625719,NA,NA,NA,NA,NA,NA
1139, Marshall Parlante Stanmore Ii Bluetooth Color Negro ,299.99,NA,0,900,6,49.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-478444234-marshall-parlante-stanmore-ii-bluetooth-color-negro-_JM,NA,NA,NA,NA,NA,#478444234,Marshall,NA,NA,NA,NA,NA
1140, Parlante Profesional - Jbl Eon 610 ,339.99,379.990,1,2,6,56.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-446916300-parlante-profesional-jbl-eon-610-_JM,NA,NA,NA,NA,NA,#446916300,JBL,EON610,NA,NA,NA,NA
1141," Power Mixer, 2 Parlantes 10 ,cables,micrófono Y Envío Incl. ",175.89,NA,0,NA,12,14.658,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TESLADELTA,https://articulo.mercadolibre.cl/MLC-491530094-power-mixer-2-parlantes-10-cablesmicrofono-y-envio-incl-_JM,NA,NA,NA,NA,NA,#491530094,NA,NA,NA,NA,NA,NA
1142, Parlante Inalámbrico Bluetooth Aerobull Nano - Bajoprecio ,21.9,NA,0,2,6,3.650,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BAJOPRECIO.,https://articulo.mercadolibre.cl/MLC-462386540-parlante-inalambrico-bluetooth-aerobull-nano-bajoprecio-_JM,NA,NA,NA,NA,NA,#462386540,JBL,NA,NA,NA,NA,NA
1143, Barra De Sonido Bluetooth Portátil Multifunción Con Subwoo ,16.522,NA,0,2,12,1.377,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEGARDENTOYSCL,https://articulo.mercadolibre.cl/MLC-472439153-barra-de-sonido-bluetooth-portatil-multifuncion-con-subwoo-_JM,NA,NA,NA,NA,NA,#472439153,NA,NA,NA,NA,NA,NA
1144, Parlante Portatil Bt Master-g G-bass Bazooka Negro Proglobal ,8.99,11.990,24,2,6,1.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-456353891-parlante-portatil-bt-master-g-g-bass-bazooka-negro-proglobal-_JM,NA,NA,NA,NA,NA,#456353891,Master-G,g-bass,NA,500 kg,NA,NA
1145, Batería De Repuesto Para Jbl Flip 4 -flip 4 Edición Esp... ,39.784,NA,1,9,6,6.631,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/TIENDA+ESHOPEX,https://articulo.mercadolibre.cl/MLC-494854172-bateria-de-repuesto-para-jbl-flip-4-flip-4-edicion-esp-_JM,70,11,2,1,1,#494854172,JBL,Flip 4,16 W,NA,Activo,NA
1146, Bud Light Bluetooth Can Speaker- Wireless Audio Sound Stereo ,33.762,NA,0,99,6,5.627,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-467988835-bud-light-bluetooth-can-speaker-wireless-audio-sound-stereo-_JM,NA,NA,NA,NA,NA,#467988835,NA,NA,NA,NA,NA,NA
1147, Altavoz Parlante Bluetooth Philips Bt100 Blanco Proglobal ,15.99,NA,2,4,6,2.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-464257574-altavoz-parlante-bluetooth-philips-bt100-blanco-proglobal-_JM,NA,NA,NA,NA,NA,#464257574,Philips,NA,2 W,0.18 g,NA,USB
