search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Peso,Color,Conectores de entrada
223, Parlante Con Bluetooth Inalambrico. ,150,NA,2,197,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TMO+TUMEJOROPCION,https://articulo.mercadolibre.com.uy/MLU-457250924-parlante-con-bluetooth-inalambrico-_JM#position=11&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#457250924,NA,NA,NA,NA,NA,NA,NA,NA
224, Parlante Kolke Estilo Torre Bluetooth Radio Fm Usb Audio ® ,1787,NA,4,996,18 cuotas,99.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-459954444-parlante-kolke-estilo-torre-bluetooth-radio-fm-usb-audio--_JM#position=12&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#459954444,Kolke,NA,NA,NA,NA,NA,NA,NA
225, Parlante Tipo Jbl Xtreme Bluetooth Portable Música - $cm ,1190,NA,3,97,18 cuotas,66.11,NA,Entrega a acordar con el vendedor,NA,NA,3.7,11,http://perfil.mercadolibre.com.uy/DULANDIA,https://articulo.mercadolibre.com.uy/MLU-459941513-parlante-tipo-jbl-xtreme-bluetooth-portable-musica-cm-_JM#position=13&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,5,3,0,1,2,#459941513,Xtreme,NA,Xtreme,40 W,Pasivo,NA,NA,NA
226, Parlantes Bluetooth 2.0 Thonet & Vander Vertrag Bluetooth ,183,199,29,42,18 cuotas,376.27,NA,Envío gratis a todo el país,NA,NA,5,5,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=1oL7%2B5zojhK%2BK89kySDV6dEq10x0OHwi3tRafUPbeHk0%2Bgi49rRUg6HTUFbIfp35TY6z8XNxWoKSmvqul9CNnMK83wdecBfYSqTZDw8%2BF2sSwjMhEPSaW0vOYED%2F2us6NqzuwyXroVXWxI%2Fe%2BpknRf4IoXA9dTEEZhfOydDK51eP8rULHOgitzfWm5pr0uJAbM3x9SQeYDQpEr9yyqWTrp9RF90fqXeSRrqWv5FP7TLQDNtLz6CsW0PF6FwyADpCnS9cAGEfQu9iSv2spRlt4Cab3c5ckz%2BAjhOHa7wD55gL11ePS%2BVOA0E58REAkmXpqP8EWIQgK4rDsoRrhX7Hehzz3GehJMnd4RYHeVBOlul8MkuOwO%2B7Uz8FD0%2FnlohV5TpJwBQAUG0IAelm71veCN%2F9smGBWrVwE%2BOOkdfbcdln%2BYSy2nJvICtmY25x9aQXEl3NLIaJbQ8GHtte%2FbM%2BvlYaRj%2FBonmgKczjPjwH8e408KhjtMOzplCzh9azDhhFGdoULyeNDLRURIGyWJSQvq%2Br9kn3rtlCNQICRFj9TfHEuV1Pgo0A2Wja1w3u73zJIQ0aORbtnowke9h%2Bwi%2FljblZhZ%2Fxci7476rsAf7I8AVM%2FSAgZaD6jbm6c%2FZXu7rvhTpqbiylP%2F%2Fc1QVPOVACTs0vVioF3xEtroAJaxcj0uEoBawJ1Mjcv9VUKqRgGOqwtfTY7yqmiZy3hJZuCOJ7dBxrNUlk0t%2BJ5opSBS3MZ00VBxpWe2ZyVW5RIyB2lF9mMSYa1a4%2FZ5ocmPgsgrqHFh%2F%2BMzm5f4EJhbvzfTKyAxTv3U%2B%2BrAh0TG7ObqgKMhP4CeASGe0vUiCDPv3%2BcHYOraD1wTeRS1AB1YTAnaODIvVV9Ve%2FS9H3ZEbGJ9pCNdEMneW6TYS%2FhsmR21fLbgXf5r2xjHMLy%2Fo965MYjX1jutNBz3%2BRB5uAsua1uTWZtJli6WixsuRUzCprpFCq1nXu2z3ODUdeIj8wnCb6iNFIxfWm%2FB%2BBo3CDghzuCbSz%2FWWvlqFgEatsl9KwZ1l0c8ncBIZRdz1%2By5L9qA1bVd1VcNaq7O7sItqJZ3J0euXKW21u18hqfkCoeT4RLAnMkDtJoBPMGKPU07mzVl7oJ7KuZTrlZsCFAlEn%2BEvuBB4ErcZNblYL53nj4k9jljRsnhxVV9AUHWN3kvOdAS6neS0aD6A4LIruTytcIuDxmNKNA2XoYZV36xMjUW5oDeDTPCfDGvOhSp2RoB%2B%2F6neeuPEDvE3jblaE0OGiJuX3PKbhELzINaww5MnHw9dbsRAvyL1ZVb%2BKOSDDsZzM0Mbxc0sot8bNWXVEjevh6jlzvi05BfHt2mU7JjDLwVV%2F%2BI97w2Dxs1YYFrWx8%2FxY2Ksxq6U%2Bvv4CovbO1rX0ob9OXy2ykAiViY6XeC8wXSAzAk53HiN8e4YdjF%2BikC1EEZ2ESru6puvoKc4akfhCR20YNyostTWDABUhbqXPviNF0OIUrSYsKkXu7oK%2BrCPKMJ%2BGQosZLF00RfczJ9mDcyaauFw8EBHgtScbbHKDLGf7ZYQ%2FAiJggPVYsrHRD9qIZP0ssxEInLVDnQ8k58paK3D0oBfYCABskOhyVyzZNyeff0%2FOM9phIIISvEONNfPNO31s6oIdBYEOMVXv%2BUNMGtnC2vJDmgYh7pWmjCSUsc57FnUhct3ucu9iqnp70D0Xi%2BUI%2B1gGi%2BU7ZUEjWjOyQ4JZLJq0XichOJrzI0cU9RZ0PwnyudYPtf1Rcx5ceSqwAYDClEDFCdyk3RFSwO2UOk3BJIpqQ9zZIT4I8cmRu%2Bsou%2FqHW8UZ8vYkGeZffLg%3D,5,0,0,0,0,#444255526,Thonet & Vander,NA,Vertrag Bluetooth,NA,NA,NA,NA,NA
227, Parlante Portátil Luminoso Con Bluetooth Pulse 3 Show Luces ,890,990,3,996,18 cuotas,49.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MUEBLES_WEB,https://articulo.mercadolibre.com.uy/MLU-458406456-parlante-portatil-luminoso-con-bluetooth-pulse-3-show-luces-_JM#position=15&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#458406456,NA,NA,NA,NA,NA,NA,NA,NA
228, Parlante Home Theater Con Bluetooth Ratsel Para Smart Tv ,199,240,11,30,18 cuotas,409.17,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-460404087-parlante-home-theater-con-bluetooth-ratsel-para-smart-tv-_JM#position=16&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,1,0,0,0,0,#460404087,Thonet & Vander,NA,Ratsel,NA,NA,NA,Negro,NA
229, Parlante Portátil Jbl Flip 4 Bluetooth 12hs Gtía Oficial Amv ,135,NA,1,10,18 cuotas,277.58,NA,Envío a todo el país,NA,NA,4.8,219,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-463014819-parlante-portatil-jbl-flip-4-bluetooth-12hs-gtia-oficial-amv-_JM#position=17&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,183,29,4,1,1,#463014819,JBL,Flip,Flip 4,16 W,Activo,NA,NA,NA
230, Barra Sonido Bluetooth Tienda Oficial Thonet & Vander Grund ,360,393,35,146,18 cuotas,740.20,NA,Envío gratis a todo el país,NA,NA,4.8,5,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=A%2BN1gesza8ZIUWdJ%2BqnTrDRFfX18rdRxJnpbysm4bLdt197jEbCyi3%2FSQVZs88Seu%2BmIE%2BC4aYAkS3KP%2BbqyzfCZe9ml560%2FLpAQ%2Bz5oHQn79Q2gzRWslmi1Y1oarbzSEGuRhGUq6imsj7EgoYYNzFt1JGypW2D9O57OoUxLHmdSB8yZ3GIovG%2FoZCNGR5TUpZvqcMUMJpm%2FVcEe06RsWaXYg3z8oEy5%2F08joYl8C%2Bof3nwBoeuQ4zxJjeP%2BKm%2BuGneaYDYdZo8Q1SDquAVBqJvb3lIa0kwbttjsTl03WhI%2FxRuQkzExO4TuuVzo3eaQXwmSIKjPPkuwflv%2BPOC79zuGo2rgAKfiOHjlN9n42pRUfHZaemhDTDAttlsRx4QX6KIsV12RVvelax88hM3pLt0KljTcnCbN435am05twPGmsE6OMHPfFIgR5EF%2BIGoHRGa8PEeFZynreA6NEVOpRIh84MwM4Vu9%2FPslkEHU89ERg%2BlZoS0YUL9U5EQKFJgqreYs9vM2G6GgZLKYpdzhWyP2BE6d99NebadfiUFgIEJX3bFF0CCb%2FVuDkgXZxqzpl00JSyWD2YPNCBwiuaKISEhAUn8XAOhz3%2B2DY7lToYt15whtm3yE9gcH3ivFA7UCPbpMYuIP7TNZgy%2FSUGWhlFY1OeLI3xwwj3BchCWaHTjqPOue5hlK6qLcUgQaHGp%2FQMezSI46JRJftLuOUk9MekNl9ZsmFXgMy5s7xLb2O18vakT7YP6ZuSbAQH98I2eoRG45yax7l94XDm5mP9b%2FGqyKLKaSGw359MhuAsRZHkeE2ZvrVRYf563TebtXDoPcGEkBOA4HKgwkBHDKNyxgdlAqhoH9w1zmObFm7NwbIhRxTJO778L%2FXT%2FC4%2Fm2%2BREZK6jnWQ%2Bp20R1FXoZo4N8dDUIWuS9HW0TH0ogGuHoctscaLJYbMCHD%2Fmk0FpCuNjdVdifPXEMY%2FoAo%2FpaYuaC5IYil4%2BIQW%2FzuKdMLi07pS%2BWL449L8jio7LpYWoGGdO1jQcSsrmwYxgZ%2B0gGkdAi%2FSjIhFqZU7iChBEqVLpNhh5acaVWN5vgSfutH9TFZImowy7abDooLLFVlI%2Bk3A909eOh9Kt7ofHQy0EJNqfwNQkTP%2F1LQGrh40P4Um2L%2Fm9AQX1xgfl0zhlddAO%2BJ59uCCZ%2Fhy6FDc3V%2F84bZfPjZPq2Q0xenLy8GyWDiX4aQ7rzbsf%2B5M1iLWjNDf6DRXsqRO4zbFkAFQllQGvdbd34lNhUVqfHTMygTK4U8qniNJQjUg7ncai%2FOV3glHhRsTu9AVnkYA4f49xXcc26Vq%2BH74d8Ir1KfD9WFc3gh9LUUDOuzFQcU%2BIQft1K9Eg2plN4T8WihW4d8gk8XPym7gAapX7m2DdQQSH3mcCATWFy1nRQY97SigzOQ5kq0l8oAxaPDzJAKD8uaGD3HgDivR9V%2Fo4Jq3QUVAIDBNMwqrrZiE2QL5mIBcn1G%2FQ%2BW88ifEDp2qw%2B%2FboBdUywA%2FPOlVDr0PZbIiELIo8tJEIMOFJHsvnMlvo21qHjO7Du7AJWxkW%2FKdCNSnAoC0cr3XJkwVAMdiX4%2FOSrVsLehXpMRDpXLxsztMKBedFGHW9SX3Vo7norNAPa3CTieQ0LwCjwWUpbcX5Od5B5geKGQ2cwNq2kud%2Bl413DarnOuPqA%2BvMRQiUkx3Xuxp4K5heQcSMZ4xI5fv0q%2BP5zb03UXSw9V8ExWcqm%2BVN7aOKB2Cme%2BAvfg0MMQu6QqYwhTscWcT3o4hkD5hKqWpdMZ9LhvTL5UAxJkt8R9C4zq8Pm0o0KWjJGVev62TTUucFm8SV8wmg%3D,4,1,0,0,0,#445297707,Thonet & Vander,NA,Grund,NA,NA,NA,NA,NA
231, Parlante Portátil Inalambrico Bluetooth S4 Perro Bulldog 5w ,58,NA,6,6,18 cuotas,119.25,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/TECHSTORE_VENTAS,https://articulo.mercadolibre.com.uy/MLU-458766985-parlante-portatil-inalambrico-bluetooth-s4-perro-bulldog-5w-_JM#position=19&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,1,0,0,0,0,#458766985,NA,NA,NA,5 W,NA,NA,NA,NA
232, Parlante Con Bluetooth Thonet & Vander Frei ,89,NA,5,NA,18 cuotas,182.99,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TODOMUSICA+SA?brandId=139,https://articulo.mercadolibre.com.uy/MLU-449447573-parlante-con-bluetooth-thonet-vander-frei-_JM#position=20&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#449447573,Thonet & Vander,NA,Frei,NA,NA,NA,NA,NA
233, Parlante Bluetooth Jbl Flip 5 Original Portatil Gtia Easybuy ,4580,NA,1,1,18 cuotas,254.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-465522636-parlante-bluetooth-jbl-flip-5-original-portatil-gtia-easybuy-_JM#position=21&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#465522636,JBL,Flip Series,FLIP 5,10 W,Activo,NA,NA,NA
234, Parlante Portátil Ultimate Ears Ue Wonderboom Sumergible Amv ,89,NA,32,10,18 cuotas,182.99,NA,Envío a todo el país,NA,NA,4.3,3,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-448140032-parlante-portatil-ultimate-ears-ue-wonderboom-sumergible-amv-_JM#position=22&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,1,2,0,0,0,#448140032,Ultimate Ears,NA,WONDERBOOM,NA,Activo,425 g,NA,NA
235, Parlante Bluetooth Portatil Energy Sistem + Envios Gratis ,35,NA,3,9998,18 cuotas,71.96,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-450886803-parlante-bluetooth-portatil-energy-sistem-envios-gratis-_JM#position=23&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#450886803,Energy Sistem,NA,NA,NA,NA,NA,NA,NA
236, Parlante Klip Xtreme Kws-603 Portatil Potencia Calidad Febo ,450,650,3,99996,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-451037884-parlante-klip-xtreme-kws-603-portatil-potencia-calidad-febo-_JM#position=24&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#451037884,Xtreme,NA,NA,3 W,NA,NA,NA,USB
237, Parlante Con Luz Led Suena Muy Fuerte Pórtatil Bluetooth ,490,590,55,100,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,4,3,http://perfil.mercadolibre.com.uy/MUEBLERIAENLINEA,https://articulo.mercadolibre.com.uy/MLU-455219038-parlante-con-luz-led-suena-muy-fuerte-portatil-bluetooth-_JM#position=25&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,1,1,1,0,0,#455219038,NA,NA,KTS-A,5 W,NA,NA,NA,NA
238, Parlante Tipo Jbl Xtreme Bluetooth Portátil Potencia ® Ty ,1490,NA,12,988,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,3.7,11,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-455224082-parlante-tipo-jbl-xtreme-bluetooth-portatil-potencia-ty-_JM#position=26&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,5,3,0,1,2,#455224082,Xtreme,NA,Xtreme,40 W,Pasivo,NA,NA,NA
239, Home Parlantes Subwoofer Bluetooth Usb Sd Tv Klip Xtreme ,3450,NA,8,99991,18 cuotas,191.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449899886-home-parlantes-subwoofer-bluetooth-usb-sd-tv-klip-xtreme-_JM#position=27&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#449899886,Xtreme,NA,NA,NA,NA,NA,NA,NA
240, Parlante Amplificado Cmik Mk-a12 R23-2 Circuit ,2090,NA,1,100,18 cuotas,116.11,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-455774815-parlante-amplificado-cmik-mk-a12-r23-2-circuit-_JM#position=28&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#455774815,CMiK,NA,NA,NA,NA,NA,NA,Auxiliar
241, Parlante Bluetooth Jbl Go 2 Portátil Potencia Calidad ® ,1397,NA,3,997,18 cuotas,77.61,NA,Envío a todo el país,NA,NA,4.8,235,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-464437883-parlante-bluetooth-jbl-go-2-portatil-potencia-calidad--_JM#position=29&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,198,32,2,2,0,#464437883,JBL,GO,GO 2,3 W,Activo,184 g,NA,NA
242, Parlante Portatil 15´´ Bluetooth Microfono Luz Futuro21 Dimm ,103,NA,2,99,18 cuotas,211.78,NA,Retiro gratis en tienda del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-447333434-parlante-portatil-15-bluetooth-microfono-luz-futuro21-dimm-_JM#position=30&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#447333434,Bose,NA,NA,NA,NA,14.5 kg,NA,Entrada para Micrófono
243, Parlante Circular Bluetooth Sardine Gris ,1990,NA,1,98,18 cuotas,110.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUSHOPUY,https://articulo.mercadolibre.com.uy/MLU-456694651-parlante-circular-bluetooth-sardine-gris-_JM#position=31&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#456694651,Sardine,NA,NA,NA,NA,NA,NA,NA
244, Parlantes Amplificado 10' - Usb Fm + Control Remoto - Sertel ,3990,NA,1,9,18 cuotas,221.67,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SERTEL_SHOP,https://articulo.mercadolibre.com.uy/MLU-450021453-parlantes-amplificado-10-usb-fm-control-remoto-sertel-_JM#position=32&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#450021453,NA,NA,NA,NA,NA,NA,NA,NA
245, Microfono Con Parlante Karaoke Bluetooth O Auxiliar ,1190,NA,2,8,18 cuotas,66.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PABLOJORGELOFFLER,https://articulo.mercadolibre.com.uy/MLU-455219909-microfono-con-parlante-karaoke-bluetooth-o-auxiliar-_JM#position=33&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#455219909,NA,NA,NA,NA,NA,NA,NA,NA
246, Parlante 15 Activo Tripode Bateria Bluetooth Microfono Dimm ,119,NA,95,5,18 cuotas,244.68,NA,Envío gratis a todo el país,NA,NA,4.4,9,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-447976184-parlante-15-activo-tripode-bateria-bluetooth-microfono-dimm-_JM#position=34&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,5,3,1,0,0,#447976184,NA,NA,NA,NA,NA,NA,NA,NA
247, Parlante Edifier 2.1 Xm6bt Bluethoot 48w Aux Usb Sd 80dba ,104,NA,7,NA,18 cuotas,213.84,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=nb1ecOfTXI5cm1B5a0cEhQVKeJ2vMWGSnEaOVfVaNTVHwzoJkRBKdSCBYCHJEOsKrcntnwajAcJ9xGTZ69eoSYJI6U56Fb7McwzGuyfCbtsj8bS%2BaJ66WUYy2xXNeNnI9WJHKsKLq1NmjNQwiw3aCKbTkMOyW5ZWp7%2Fk%2FMxyQUXhfjQ%2FqKtBwAuX%2FnhH1CGIyS%2Ba14T93jVUkMgbN%2Fac8P8PfsIaXG1Bs9vSTAgoMBasumdHo2Gx%2BF6Xheao6EL9C0hax1tOWOD%2FGkW5Q9bOxaHhSh30ulNkDQaqaFMMpvGP54%2FFCXF1o10kjwnkLeXI%2BOtZAfZst0%2F2piSFYQtznwyy%2BVWmQ9YV6zhoL5W2VugjOEkDrzPi3wEl%2B1gnAK66WtsuLMCBjjhsBzN%2FxXs%2F3vIgFtxC%2BBXXmA1aMKfxQP0SwMwxZ0HuhFy2dxzufT%2FrRpRJCOCDL%2Bf4uphl5RORplrh4BerYX9iFD%2FLIsXBkD6A7nFe7fRX8NvGuI%2BNIcqIy9xBfnCnb44XDLpBiPuckhmKy45M4tCQ4nuQaSB4gLLc4xMhT3DZXM%2BvZx7jhRPf7nTX3VDzer1a123NKGY4laOPtfdXgOwsWb3aKs79lq4SwIWyAw5iRIry80z060xFNVYXMbYzZvbKW1N0nZhYVr7VIA5I3eCHMua5TpgcDg0AjP%2Fi5N4Z366AJc49GtHQH%2BX29lPmmleIFjSC5HRYmSz1WvHfIE7lhGs4vaqYjITQhL9us98OB0RhDz2O4dg2x9VvwAsS0tO1ZGVPet05sdweig3h%2FEuIgeRP1edYmqSlfqlxsFSRnfeLc1akcyHVKW8cM30rB058roXpP88wSq4qK0pzk2bwGTh211SRTP68jwLNFWBWg6LGsSNARSxXteau%2BiTUDqScYyfIuxbYgoUPAZl8M%2BjSeXRNCGtdDbN7cQ4W96oz1rzWAjMcQPw%2FVzH6%2FEriQPAe1JIYKM8q25f7MfazPRouo2DTF9fiMac9y20qPrI%2B%2FH0LzY6dKqXj6Exo2pk1o0s8ioKUtLPE67s5SlZSzlxibZeKl7OI%2BZYJr0zuBGSdl42T0MIqzTNAr0xpCK1xiaczBzEE78Str5tJ2ev21kzNrj2N9wh3bwCV%2FlaYxj%2BSPTx%2BtsUjNaJ5QLWd2EzIxJ8MkLozoKsbSP8UeI7IQUH9W0viBdZk8ooxA8zsjk0zCOt61RME8mFUbqzEeLvw8ipThgvZTAY%2B88Pdm7TnGVTBecYst1Fq8R%2BdRs7Ll%2FTrg7G%2FRw2VF1wolJVANipgv2v5uTtBBFa8PO5dcE60I4EjM6YK2trmjXG1hhJZpBy4Jsii1F8LcYMwN83snIwYKacxILGeyGgG0zQNnl0AtnQbKHa4gdZ5Fbjh3Elyj2TZgb4xyM9Kp%2FqeW42t0RkTaJzdRf7%2BbzaDzoxUMGC%2BoDfKf6h%2BvlId64gm9gF4reAUg8yuGHh5lfi1EzjVX%2BqfyShrTinwq2SuBrheW9rRvK5RVkOf7wx2nXje5751f2ecnZ%2BvtPk5FGZ7GUEfGxX2B7nxuzs5zaD4UNA2Tvjyd2c6I591vpes8yMoG5rSjlyERpN36SPpbqKWNckTxllvFJg2Gk2tccoSF%2FmVDNLPeTW0pKsNmN%2F8T4h31RIJ2A9LjCgrOxLiVM6%2FPLuXqEYY2GbdFXdCO5SZUX8I0YqgRRvh319c3rWNyVfhKL%2FD143OGKbaA2HYvdOVE6sWu%2FRWq1nFegjZAzdP7Kiudt5FfjP4yYBLxt24r2a%2B7ryP5u5ozy%2B%2FWntuRwD04nlSPIEI3DELDCnYDrwYcPn8ULBmOeov%2Fg%3D%3D,2,0,0,0,0,#450820807,Edifier,NA,XM6BT,NA,NA,NA,NA,NA
248," Parlante Bluetooth Jbl Charge M168, Envío Gratis!!!! ",800,NA,2,18,18 cuotas,44.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://articulo.mercadolibre.com.uy/MLU-461918025-parlante-bluetooth-jbl-charge-m168-envio-gratis-_JM#position=36&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#461918025,JBL,NA,NA,NA,NA,NA,NA,NA
249, Parlante Bluetooth Micro Sd Mp3 Usb Manos Libres Luz Hd Fm ,299,NA,7,42,18 cuotas,16.61,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-462152363-parlante-bluetooth-micro-sd-mp3-usb-manos-libres-luz-hd-fm-_JM#position=37&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,1,0,0,0,0,#462152363,NA,NA,NA,NA,NA,NA,NA,Auxiliar
250, Parlante Portatil Karaoke Usb Fm 60w Real Woofer Bluetooth ,59,NA,3,998,18 cuotas,121.31,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TODOOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-459575480-parlante-portatil-karaoke-usb-fm-60w-real-woofer-bluetooth-_JM#position=38&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#459575480,Kolke,NA,Blow KPB-221,NA,NA,NA,NA,NA
251, Parlante Logitech Z337 Bluetooth 2.1 80rm Entrada 3.5mm Nnet ,103,109,1,998,18 cuotas,211.78,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-452044292-parlante-logitech-z337-bluetooth-21-80rm-entrada-35mm-nnet-_JM#position=39&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#452044292,Logitech,NA,NA,NA,NA,NA,NA,RCA
252, Parlante Jam Hang Tight Bluetooth Portátil Potencia Febo ,2080,NA,94,99991,18 cuotas,115.56,NA,Envío a todo el país,NA,NA,4.9,15,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-454734745-parlante-jam-hang-tight-bluetooth-portatil-potencia-febo-_JM#position=40&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,13,2,0,0,0,#454734745,NA,NA,NA,NA,NA,NA,Gris azulado,NA
253, Lampara Led 10w Rgb Control Desde Celular Parlante Bluetooth ,347,NA,3,997,18 cuotas,19.28,NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOHOME.UY,https://articulo.mercadolibre.com.uy/MLU-463062276-lampara-led-10w-rgb-control-desde-celular-parlante-bluetooth-_JM#position=41&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,NA,NA,NA,NA,NA,#463062276,NA,NA,NA,NA,NA,NA,NA,NA
254, Parlante Bluetooth Xion 4000w Pmpo Amplificador Luces Led ,79,89,6,2,18 cuotas,162.43,NA,Envío a todo el país,NA,NA,1,1,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-449249987-parlante-bluetooth-xion-4000w-pmpo-amplificador-luces-led-_JM#position=42&type=item&tracking_id=132da97a-dab0-424c-8b0e-2243b77c2232,0,0,0,0,1,#449249987,Xion,NA,NA,NA,NA,5.24 kg,NA,NA
