search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Materiales del interior,Materiales del exterior,Edad,Género,Línea,Tipo de visor,Peso,Modelo alfanumérico,Usos recomendados
1269, Casco Cross Airoh Terminator 2.1 S Slim Carbono - Sti ,23738,NA,2,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-729692092-casco-cross-airoh-terminator-21-s-slim-carbono-sti-_JM?searchVariation=32559175315,NA,NA,NA,NA,NA,#729692092,Negro - Naranja,"XS,S,M,L,XXL",Airoh,Terminator 2.1 S Slim,Cross,Dry Confort,Fibra Carbono Kevlar,Adultos,Unisex,Terminator 2.1,NA,NA,NA,NA
1270, Casco Agv Integral K3 Sv Soluna 46 Pista - Cuotas ,17858,NA,2,12,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-745564019-casco-agv-integral-k3-sv-soluna-46-pista-cuotas-_JM?searchVariation=26984528134,1,0,0,0,0,#745564019,Negro/Amarillo,"S,XL,XXL,MS",AGV,K-3 SV,Integral,NA,NA,NA,NA,Integral,NA,NA,NA,NA
1271, Casco Integral Moto Vertigo Tamashi + Guantes Regalo Sti ,878,NA,4,154,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,25,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-801600582-casco-integral-moto-vertigo-tamashi-guantes-regalo-sti-_JM?searchVariation=40612008118,16,6,1,1,1,#801600582,Negro,"XS,S,M,L,XL",Vértigo,Tamashi,Integral,Relleno hipoalergénico,Termoplástico,Adultos,Unisex,NA,Simple,NA,NA,NA
1272, Casco Integral Airoh Movement S Negro - Sti Motos ,10798,NA,1,18,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-729692107-casco-integral-airoh-movement-s-negro-sti-motos-_JM?searchVariation=27943396784,NA,NA,NA,NA,NA,#729692107,Negro mate,"XS,S,M,L,XL",Airoh,Flat Black,Integral,Dry Confor,HRT,Adultos,Unisex,Movement S,Doble,1420 g,NA,NA
1273, Casco Integral Ls2 Ff320 Axis Doble Visor Alta Velocidad ,8988,NA,8,5,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,50,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-714552503-casco-integral-ls2-ff320-axis-doble-visor-alta-velocidad-_JM?searchVariation=25057217801,30,17,2,1,0,#714552503,Negro - -,"S,M,XL",LS2,Axis,Integral,NA,Policarbonato,NA,NA,Integral,NA,1550 g,NA,NA
1274, Casco Moto Pista Alta Velocidad Airoh Valor Negro Mate ,9999,11999,1,3,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-767226100-casco-moto-pista-alta-velocidad-airoh-valor-negro-mate-_JM?searchVariation=32115512537,NA,NA,NA,NA,NA,#767226100,"S,M,L",,Airoh,VALOR ROCKSTAR,Integral,VARIOS,VARIOS,NA,NA,Integral,NA,1400 g,VISOR CRISTAL,NA
1275, Casco Cross Ls2 Subverter Emperor Negro Blanco Negro Mx 470 ,14771,NA,6,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/URQUIZA+MOTOS,https://articulo.mercadolibre.com.ar/MLA-713110609-casco-cross-ls2-subverter-emperor-negro-blanco-negro-mx-470-_JM?searchVariation=24030817308,1,0,0,0,0,#713110609,Negro/Blanco/Rojo,L,LS2,Emperor,Cross,NA,Policarbonato,NA,NA,MX 470,NA,NA,NA,NA
1276, Casco Suomy Treck Ventilacion Superior Repuesto En Mg Bikes ,400,NA,11,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/MGBIKESPARTS,https://articulo.mercadolibre.com.ar/MLA-619883932-casco-suomy-treck-ventilacion-superior-repuesto-en-mg-bikes-_JM,1,0,0,0,0,#619883932,Varios,1,Suomy,SUOMY,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277, Casco Punto Extremo Xr 250 Black + Visor Negro Extra Full ,2940,NA,437,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,27,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-614786767-casco-punto-extremo-xr-250-black-visor-negro-extra-full-_JM?searchVariation=26839708361,15,6,5,0,1,#614786767,Negro,M,Punto Extremo,XR250,Integral,NA,ABS,Adultos,Unisex,Integral,Simple,NA,Xr 250,NA
1278, Casco Cross Homologado Rs7 Negro Hawk Negro Mate ,3298,NA,20,189,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,226,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-605629471-casco-cross-homologado-rs7-negro-hawk-negro-mate-_JM?searchVariation=41375180745,154,56,10,3,3,#605629471,Negro mate,"S,M,L,XL",Hawk,RS7,Cross,NA,NA,NA,NA,RS7,NA,50 g,NA,NA
1279, Casco Zeus Gj901 2019 + Antiparras Enduro Cross En Fas Motos ,5999,7498,26,10,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-621277005-casco-zeus-gj901-2019-antiparras-enduro-cross-en-fas-motos-_JM?searchVariation=33168957288,2,0,0,0,0,#621277005,Amarillo,NA,Zeus,GJ 901 L,Cross,NA,Policarbonato,NA,NA,MX,NA,NA,NA,NA
1280, Casco Hawk Rs5 Vector Rebatible Doble Visor Sti 12 Cuotas ,4599,5979,36,4,18 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1037,https://perfil.mercadolibre.com.ar/STIAHORA12,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=yQs%2BPPfT8%2B12eanYkuxWPPNDwvMrO3F%2BRH9MJt4NhoEQlSyZ9dBKcXezn6VkdLW9sSaHIDntMV3Wj%2FipzUGLRiKw7XQKhS5A9N8g7OTPfD2CdN1EDoMEpZdUBuhL2nXLPQiC195LPvjjjoQVP3TEE4CWpO1NHtsioiqEaLElfdhAAzQbmAxMH%2BbIsO6w10BIcDEv%2BFu2krcKUDS9Eq%2BD4WKLEw6cUg2L5eWyxBH%2FbPcfS8z14I9hi322y164UDimpKv6f%2BUO%2Bp2rpoR%2B81LuE3Z5B%2FEIJTlWdO3dMrZG3ApuiDX82rnN8%2BhWN35wGYWmWNDT65Oq5%2BZ82VoZewd6gI6wPiW%2BLV%2FIdbLMCz8QrRNTGkNcrtRzLthGJRx%2BBN7NjeNoWP5VzSUepi8kdP6CefDARLEFyWLFDThge3fUdYkx7%2F3UeLdHYOmmhAUjNDcWcNpbcEREs4jYbH8senIl5yhwWcb%2Fl9ESGyEAhHwwExyq4ZLwv1wyT%2BlnYLJK2Bl8jNHMmnbArZg3CQ7flVe9flOj3s6ZmMFLhhZYn0g42y37XkYt1vyliGiz9NhAj7DNlBzA1qqtc0U5XceNta76dQ%2BT4E%2FHTzFDefQXIHRWJ%2BYyKsMQ5ucD8OgrXG8eZmRsHCN%2FVNZdYplR1QPi7rsgkZmYpqqiL5RbmAKKw6UMdJar4Qfp8itT0pYi%2BLfkKjV6dUpHso%2BRtkLceAKSxLwdTbpXpn0Hni3juqUkzqMiwtYvulJeoAK5BsFBeV9M%2BRW8%2BwTIQjaZ9QQayl88u1e8o3yvGhwiyCJ1s7AkVk7HxRMRzVjzWmvgYDm17BFviR%2FrcYHKUcacExS3v%2BEPQVP8cvSCmmBttfLH%2BVLrJOQ6rUiRYcwMvFR3rTaRT%2BJxjdTD4kocXEB2nnGPT1F2O1GSJ83Uf8AA2pfmmyjX0qihIlvD1gNybHIux%2BKNBiKZJhj%2FUeKCuzHdvXPv5iGt1txAKhssFw8SeC5YwESzWc1gY2M9OC2V0K4%2FQCPJvHfa5m7KvygAvA8vK8dEn%2BIzU17obNruPmWs%2F1JoIWp9z6oSk4W9hBV4kRrDYSkhsLp0QZEzSJkoM3EDMh6PFa9o0usnkq5VBg%2FtF3Uf%2B0KrnAy50%2FVp6WSRvhfZ4KkfnGN8LBzCBg3pN0uFHDvTG2NLcfkSYgHWt38x8TkJ2h22ENx3He5EeTsB7jG5aCq0lS51qQEWjC09m%2FBaA6E9EkhLpkyqU59jXy8QMiKESDwWU9AS0lubK3X0MxlvUhxKyH599pDlgh05GeJSWOiXwMFyBy04gv2%2BA5hcJYTG4OYK7%2FXU%2Bb75CvcxiQKvbhF8d8j10vm%2F%2BRDDNOoPebAYA8Vw4x3tVRTDkFu%2BZXRInYAxJXeGBtOjf7QvEau6%2FI2qGvJma6pa9T%2BGr2WyvEmaRGX2g%2F6KoyS0EVh9q3SkXuQolPRw0TiMQRZy7Hb%2BXG001v85er7Wn8h%2FHROtYdJBCXvM0mBx5XYG%2FWr3cMjt4rr5ku3fvLzIbqhUZFVJ%2BHwSA5mt0TTWqj33%2BhoGKdhuFpojbo5wCBI1dj5Vabv1kxhEKC7oMLbn4te76rJho%2FEEozmtJv8oBhYi88Xy%2F74JpyWipsz3slqS%2Blyq9BmWFmqyjQz7KTkTGEHFlYR6TJCCoUZ5dQbznzJjmMw0Js3gvBZtKyakfDGLZAycVBvkgPiZUAGGcCvmmvWLEAKKVlbhDzczafa%2Fxahl8aUsju7rDuvSdfzLQCsN2rMDYmqw6lao6WKLG5W7k31GEWH%2BNMERN1HShh7%2FgscPq8MZdegQX7N6Rkc3XJ23A23KFiSLHUxpBmi4oYTOa7Lh0%2BJfaut8Dlr2XRsHe1OCONESa1yHzpMaXLnxo7bR%2BO7vk95HxlLQ61wxUhWIk6vvyirtp8zh2QUuNg%3D%3D,635,274,83,29,16,#801864600,Amarillo/Negro,"L,M,S,XL",Hawk,RS5 Vector,Rebatible,No Aplica,ABS PREMIUM,Adultos,Unisex,Rebatible,Doble,NA,RS5 Vector,NA
1281, Casco Ls2 323 Arrow R Evo Tec White Blue Motos Miguel ,14478,NA,19,4,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MM+REPUESTOS,https://articulo.mercadolibre.com.ar/MLA-613366771-casco-ls2-323-arrow-r-evo-tec-white-blue-motos-miguel-_JM?searchVariation=33107354733,NA,NA,NA,NA,NA,#613366771,Azul,"S,M,XL",LS2,Ff 323,Integral,Resina termoplástica,No aplica,Adultos,Unisex,Integral,Simple,NA,Ff323,NA
1282, Burbuja Lente Original Bell Custom 500 Retro Riderpro ,3248,NA,10,4,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RIDER-PRO,https://articulo.mercadolibre.com.ar/MLA-625247901-burbuja-lente-original-bell-custom-500-retro-riderpro-_JM?searchVariation=40163849295,NA,NA,NA,NA,NA,#625247901,Gris oscuro,UNICO,Bell,Custom 500,custom,NA,Policarbonato,Adultos,Unisex,Abierto,Simple,NA,NA,NA
1283, Casco Agv Moto K-3 Sv Agv Pinlock Doble Visor Guy Martin ,15588,NA,2,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-754692601-casco-agv-moto-k-3-sv-agv-pinlock-doble-visor-guy-martin-_JM?searchVariation=29045971008,NA,NA,NA,NA,NA,#754692601,5 CONTINENTS,XL,AGV,K-3,Integral,NA,NA,NA,NA,Integral,NA,NA,NA,NA
1284, Casco Moto Abierto + Mascara 721 Drak Ruta 40 Crema Blanco ,3300,3960,2,38,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,228,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-778600021-casco-moto-abierto-mascara-721-drak-ruta-40-crema-blanco-_JM?searchVariation=34943590157,160,60,7,1,0,#778600021,Negro Mate + ANTIPARRA TORNASOLADA,"S,M,L,XL",Hawk,721,Abierto,NA,NA,NA,NA,NA,NA,150 g,NA,NA
1285, Casco Rebatible Ls2 324 Metro Evo Rapid Visor T Cross En Fas ,19193,NA,11,1,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,28,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-719403251-casco-rebatible-ls2-324-metro-evo-rapid-visor-t-cross-en-fas-_JM?searchVariation=24832021433,19,9,0,0,0,#719403251,,"S,M,L,XL",LS2,324 Metro Evo Rapid,Rebatible,Resina termoplástica,Policarbonato,NA,NA,Rebatible,NA,NA,FF324,Road
1286, Casco Moto Rebatible Casco Shoei Neotec 2 Nuevo Tc-5 Japon ,50280,65364,2,3,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=O9B7Z63YPWPPCvFETb3I9NnVGxtvFjrzNUHWj54cQ%2FoXV0uRDKJUMXV%2F8IbrCS2Rkn86qR8m7kyf52hv3kJ1NeZI68VGCFMlgLzCCjbMeoKrVypDc%2FjHQy0OKAQaA4HxPedRTcw06lIyzQqfapbhBBv6JQ05CtwIUtXxcemEsk5U%2FSfKugDrvGjKlS34lUyShEbwQKlpIbtGfSnfDZ97COfegIUb8%2FeKRzt0kH95uPp2Nf2%2FIzt8fN1UiA8zr5hksxnUmDTAL0Ln7CfwpKR4Gl3KTjNFhg5woHRmyCtmEtwhc4HEuIs9vDgn8%2Fbr6rABLXQork1zw7Uf7%2F37wFd1PBeo4CHxljLcYlwJob1IjakpMoVVf9N7w4S38husjLGLE0cGHo5yxtk0x6H8f01d2kWh7pJ7Nx90WkjlyW3VUJL7tPw26Z4%2Fmue7mVo9Rf1rXjrMPmMWSTH%2B9J0RU1Ak0N0E%2BJtbfK2iTfIwZnVjQHxTrGNoQeOfG9mdrzt9KcjgE1PcOm%2BuljX%2Bt2U%2FWBDl5k%2BQRvRSsvxlyWCxoyTAkedhR%2Bz1%2FBX4XsTtcg78UkaUEnyNBQoMbj4KXqXwRFKaW242GtOewCUCdrTn0zMmAQQAqN6Ve7hz0EjCwi2yMJtZKxLRCsGVCCwcZrf2KtSRCnkEG71z0IT1DoBi53MW33Ao3PlMPw5vRa9MqWPFunvDoQAbnr%2FVtWVqEkTBHheQ8%2FVxpPv6dsqSp5hTb9oyhmPhzC6GtlAlIAAa%2FUi8yhRY0NtDifNF%2FXHCDxM3HZiTwQ2TZPbLYUDHTtZD4LYS2W7H5Shz4G4wCM63HxR49QS0ZY0tQ42UVoY%2BRf8ODyHr0FxA9CqE2NJ1%2BFNSFw8oUrfnksUQWsroqN1bJ4%2BV7UD6C49PTve5x9fQDDKqZ8o0FGw6owigRvtI0BtUr4z9X%2B34TWIn6IfI%2B28yQCzdWNQVqK3TC7XHRyezxk2s9FNTSnC%2Bm6sqAxvYSuf2rHSndKiR%2B9yjINh9dziEulTTRS3SbaEwJY%2B9V4HO9lmuQjHGPaIQnoCG4myAcd7%2BaN%2B2Cs5sFzbjY6sb%2Bcv%2B4FKmD3KAt7UB1vkqvFZm7GmtEeQOCLfWsSwqlvXdUnSTPCk8wiEG7Aq5X8Y4uPjQI9uNgdQZ7CH9vipcprIZuERwfew4ah0hMkNHIS0pCX5CgeIGhg7ntw1ebUoZJ7NPgPaM8nNNnTXf9sxFhqWNZ7QseMQFRBkcJdCUi3Dn%2Bghj0vrnjqAT9yVQId8wfP8BKLfAKwsSqrzC4IyWciXuy094UVREOWku6JDeoAGfJ4kHR7UScQDCIDkAGI4x%2BthuTnrh4%2BQq%2BFlXVSnfGBJmPEXLcY2%2FFPoejbzTd2Uk%2BX6Kp%2BvBksWNyDPlqnJNRBIgUKYzU6BneFuDRaz0n2tI46F5aTqomTd6jruXVZ60MF4%2FWQYYrMxfesullQm8zNKhkqco8mmDNAud%2FLvt144e167LbC4moKZBwpdDI4%2BIkXdsUWiyzMZc%2FAZWA7F3t1gHr7wcPV9ORoLbK24k0pnzRFzYpnIMHoPJ1f5B8oKbjYRhQkZGS55MGqY6hmhhHjtQFtVuHAnFd4XaYGw52%2B04bD9RFDZjwmDVvyQbEdUW5xS8HQJYhIPJMO35wvrMKu%2FUHSjDDa7bx%2FmTcxPN1%2FDnJWK1UIPWJKb8sXb0MdXY1O36Gh8deCTsNkJ7S5lzlzp%2BgVkVsAWJrI6SOOrZhw%2B7jC%2BIMTv9BzdkaoXt9f%2FBN%2Fd7LX4hb7T1BxPgy8YwdIjBHeKbXurC4D%2BqnkremDkHIn0ipjGPKCR9jWL96gjjTOMO5DEhAQ3vTipYuFUt4%2Fzk4ZRQktgc3yAcFB8MJsugfwBf0Y08fS33QntedGCGTu0%2BPb%2BzDQwaNEjiaQerFjCjtd%2FNgQO%2B,3,1,0,0,0,#768329058,"S,M,L",,Shoei,Neotec 2,Rebatible,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287, Casco Integral Agv K3 Sv Bulega Doble Visor Alvaro Rodados ,17500,NA,0,6,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ALVARO_RODADOS,https://articulo.mercadolibre.com.ar/MLA-749866436-casco-integral-agv-k3-sv-bulega-doble-visor-alvaro-rodados-_JM?searchVariation=35282694014,NA,NA,NA,NA,NA,#749866436,Amarillo,NA,AGV,K-3 SV,NA,NA,NA,NA,NA,K-3 SV,NA,NA,NA,NA
1288, Casco Hawk Rebatible Mujer Rosa Lentes Doble Visor Wagner ,3133,NA,38,998,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1037,https://perfil.mercadolibre.com.ar/WAGNER-HERMANOS,https://articulo.mercadolibre.com.ar/MLA-620186214-casco-hawk-rebatible-mujer-rosa-lentes-doble-visor-wagner-_JM,635,274,83,29,16,#620186214,NA,"S , M y L",Hawk,Vector Rosa,Rebatible,NA,Policarbonato,NA,NA,Doble Visor,NA,NA,NA,NA
1289, Casco V Kid Caberg Italiano Niños Kids Kart Cuotas Fas Motos ,3959,NA,4,3,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-740498226-casco-v-kid-caberg-italiano-ninos-kids-kart-cuotas-fas-motos-_JM?searchVariation=26089348153,1,0,0,0,0,#740498226,Negro,"XXS,XS,S",Caberg,V-Kid,Integral,NA,NA,NA,NA,Integral,NA,NA,NA,NA
1290, Casco Hjc Cs15 Integral Negro Mate Single Mono En Fas Motos ,6600,NA,48,9966,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,5,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-650812895-casco-hjc-cs15-integral-negro-mate-single-mono-en-fas-motos-_JM?searchVariation=26832318655,3,2,0,0,0,#650812895,Negro - Mate,"XS,S,M,L,XL,XXL",HJC,CS-15 de HJC,Integral,Resina termoplástica,Policarbonato,NA,NA,Integral,NA,NA,15,Road
1291, Casco Enduro Shiro Mx 734 Original Off Road - Cycles ,3598,NA,5,3,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/CYCLES+MOTO,https://articulo.mercadolibre.com.ar/MLA-755049700-casco-enduro-shiro-mx-734-original-off-road-cycles-_JM?searchVariation=29303346868,0,1,0,0,0,#755049700,,"S,M",Shiro,XP 14,Cross,NA,NA,NA,NA,MX 734,NA,NA,MX 734,NA
1292, Casco Moto Punto Extremo Xr650 Rebatible Negro Marelli ,4590,NA,15,25,18 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,140,https://perfil.mercadolibre.com.ar/PABLOMARELI,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=%2BzUYMqHpTvwBltrJAw8Egt2hj0XwMmZp44VA0MGN2jrCCAdTiHGn4q25XgIlbI36qJ4LxdAK96wDpiBnNjTwAZdWnKQQXtgZs9xNopK08KP0fI2DW4iv58HaI6ZjeKOT1BYWUXAiRAl0T%2F8cJbWUSzrNJMOtW7NEcXffUbV3MR1h1NHrrZlEa7XlcnqJQtrH6XXJ5JOL2x5GBXCV1rTFtAsX%2BmEYqMivbfJrRimiZdZ8rOy9mwR0Inyvb6laEGcrtYJMpWT%2Bc2f6Bt%2B91PJS%2FW%2BGKjW4JiWNjejmH7e8a1ZxmXQCgi5qCrHcsWepB1pQMSJEVxg3NAteQut2gTXuMws3pbp0Yeiu2f2pfvwXPRmjetp3WZ0iVetjkq12L9akG28PwXwHdpPYAG3EYLCPPJE6pX1ZgFTtG7emepWxIL8t8iicebGNZMoPa8KaMF3fbrciM0tRppejb7dE9xd4eJHHYduEDlZhp1yu71Qy%2BaI%2BzfC97g4a4FhlMIexEV2Y%2Bi8UvSdUlsA7dswbsH05U6QT%2BfDl4AcxnzIPBmsUVLO7XNrjMdN4gjrqYmeIvRA%2F9TyzKgnb4L5n%2BKY3KXuM4jYBxMc8WWUGChu5N7MrO1Xr%2BcJ8k0Tlqjdew28FlURUggbhxylLo9HZWfeO05aYJ%2BEa3G5zcpNMIwuknpvLjz7yjszK4QzQafE%2Bl20WJjxOZegEn25FL9bgS4oxtoRCvlVTQIjP9pDAznRkVMegQwVaCefTdUAPqvdxxwbgbHHZID1Sqd2PlCCBQ4ytEmiUPcdU8xx8Yf2nbK0nZzfhnMG%2FI3VtmWHcgqUx5NgZnEB8JtqVCBU61J2tg95Gmpi2LC0fJkvKbiet9S8Br5VcaSTSXcnbObg6BULajkm7S6drxAh2WMdEPm9pBzaq4NsPK9XsiA%2FF%2BR6qFuAehvo2Xd3JcUmizitSh5lMXEZKNGsSWXSAE4R4%2BvXMyWDRwhSGAh1Er182EIMZQNvuvKeoi6O1Yzq3%2B8HKdvU9928k2LvfGhP0Y%2B3WmSSir3wyh2AaBaCcdqu43q8qMHxcjgssR1hhC53JxsADNbYBVRP0mpg3c6QPpmCY0F6h71zlAjZZAKYySmb6a223IjSq72nhoCPwbjO52wHAJbaKfDytPJsw5n28qOja2XSDIGchUVw11nQPKtOm%2FxVKrBSFUPqqyZZs8u2%2BzB4YkzvzBgiyWgIsyjDEVvdvxtBL2v3oF5Ufvznf2fTBEPHw30BNcYNZIlavoM0WdeycTMdrsGMalb1LKcNRLucixmQHxDpIXrFnapORagsIHjS6SHSza2Vmw1gfOG82L03NnNa%2FwcOenJYfZQHseN4vsVLvFg8zdIGC%2By%2Fy6G9sw0yNIcb4iXEpxh8lY%2BJAM0hGASw%2B1n6YZye%2BH7DcHbEGPKb9H4rJxSi4eoQmoaTvSkYQ6bZqO6nHYMzJh2IxaCRRrWyt9TcKnblcjPaGQPhBIf%2F%2BY7%2FXUzhKfId6zDEvi2jjTsFoe2z0eTZG%2FkLXVBR3JGwZQOAuP8noUZOzjlh4pmtCgvw6zgX5vyKW4m%2BR%2BUuy7J%2BdNk2%2FF6%2BHhKGuVX1QonIs5vwtUDeukipDX4Nv45Y8Cm%2FvIwA5aZQniyMCUoRPCeqdd0Zjln3QBE%2FFZmfivffsTHK55vpgunApQjIpfbB5B3NKwkPyO2h6FOlqIMdPUMa5C3Ng5ZZHUVa6iETJLsoYMzJABri7LqweM6I%2Bx3IeIF1Rgy9mb9vi7xmjp8jwGXqyXSdZ%2BYuYo8e0I%2Fqw%2BmAsTiSWXblbC%2BreKsxFEzZ7R6BtIX9CAu3gbrTx%2Bp8S%2FJYklkEIruuYobdIFbrx5gWWAilW7TpSdj7tdjYpkk%2FngKn2%2F21v4vMPhm1lOUQ%2FgG%2Bjau%2FMg8YD6GBhXlxMBrYhf00%3D,97,37,5,0,1,#801278603,Negro,NA,Punto Extremo,XR650,Rebatible,goma espuma,Policarbonato,Adultos,Unisex,NA,Doble,NA,NA,NA
1293, Casco Moto Niño Halcon H5 Kids Integral C/ Stickers Tienda O ,963,NA,4,134,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,46,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1820,https://articulo.mercadolibre.com.ar/MLA-805289355-casco-moto-nino-halcon-h5-kids-integral-c-stickers-tienda-o-_JM?searchVariation=41328164463,36,7,3,0,0,#805289355,Azul,"XXS,XS",Halcon,H5 Kids,Integral,Velour,Polipropileno,Niños,Unisex,NA,Simple,NA,NA,NA
1294, Casco Moto Abierto Ls2 Ff 599 Spitfire Negro Mate Rpm1240 ,6948,NA,21,13,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3,1,https://perfil.mercadolibre.com.ar/RPM-1240,https://articulo.mercadolibre.com.ar/MLA-614558584-casco-moto-abierto-ls2-ff-599-spitfire-negro-mate-rpm1240-_JM?searchVariation=33527598829,0,0,1,0,0,#614558584,Negro,S M L XL,LS2,Spitfire,Abierto,NA,HPTT,NA,NA,Ff599,NA,NA,OF599,NA
1295, Combo Casco Custom Retro Vintage Negro & Masc Cuello Termico ,1445,NA,27,10,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/RIDERCRAFT,https://articulo.mercadolibre.com.ar/MLA-665015309-combo-casco-custom-retro-vintage-negro-masc-cuello-termico-_JM?searchVariation=25570309715,2,0,0,0,0,#665015309,Negro - negro,universal,Custom,Americano & Cuello Termico,Abierto,Poliéster,Eco cuero,Adultos,NA,Casco custom combo con mascara,NA,NA,NA,NA
1296, Casco Rebatible Caberg Tourmax Negro Mat Doble Visor Mg Bike ,12400,NA,2,2,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,20,https://perfil.mercadolibre.com.ar/MGBIKESPARTS,https://articulo.mercadolibre.com.ar/MLA-752108139-casco-rebatible-caberg-tourmax-negro-mat-doble-visor-mg-bike-_JM?searchVariation=28443523314,13,5,1,0,1,#752108139,Matt,"M,L",Caberg,Tourmax,Rebatible,NA,NA,NA,NA,TOUMAX,NA,NA,NA,NA
