search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Tiempo de carga,Peso
726, Afeitadora Philips Aquatouch S5420 ,6150,NA,"
			
			
				
				5
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,64,https://perfil.mercadolibre.com.ar/-MARQUEZDIGITAL10-?brandId=251,https://articulo.mercadolibre.com.ar/MLA-682766107-afeitadora-philips-aquatouch-s5420-_JM#position=31&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,45,13,2,2,2,#682766107,Philips,AquaTouch,S5420,S5420,220 V,Giratorios,NA,NA,NA
727, Maquina Afeitadora Xr1395 Remington Hyperflex Recargable ,3499,NA,"
			
			
				
				1
				vendido
			
		",(99 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,5,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-725252022-maquina-afeitadora-xr1395-remington-hyperflex-recargable-_JM#position=32&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,2,1,2,0,0,#725252022,Remington,HyperFlex,XR1395,XR1330220A,Batería,Giratorios,Tiempo de uso continuo 60 minutos,NA,NA
728, Afeitadora Babyliss Fade Doble Foil Fx02 Barberia ,7990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,3,https://perfil.mercadolibre.com.ar/NEWPLAMIER,https://articulo.mercadolibre.com.ar/MLA-758267866-afeitadora-babyliss-fade-doble-foil-fx02-barberia-_JM#position=33&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,2,0,0,0,0,#758267866,BaByliss,BabylissPro,FOILFX02,NA,Batería,Ergónomicos,3 Horas,NA,NA
729, Afeitadora Electrica Gama Gr500 Body Groomer ,2690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				33
				vendidos
			
		",(37 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,36,https://perfil.mercadolibre.com.ar/ELENADIFUSION,https://articulo.mercadolibre.com.ar/MLA-633597280-afeitadora-electrica-gama-gr500-body-groomer-_JM#position=34&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,20,10,4,1,1,#633597280,GA.MA Italy,Gama,GR 500,NA,NA,Ergónomicos,NA,NA,NA
730, Afeitadora Gama 855 Inalambrica Corta Patilla Oferta ,1690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(6 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/-MILYON-,https://articulo.mercadolibre.com.ar/MLA-796171918-afeitadora-gama-855-inalambrica-corta-patilla-oferta-_JM#position=35&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#796171918,GA.MA,GSH SPORT,NA,NA,NA,NA,50 MINUTOS,NA,NA
731, Set Cortadora Afeitador Strimmer Patillera Stealth 4en1 Mike ,1999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MIKECOMUNICACION,https://articulo.mercadolibre.com.ar/MLA-787528612-set-cortadora-afeitador-strimmer-patillera-stealth-4en1-mike-_JM#position=36&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#787528612,Shinon,Estetica Facial,SH-2051,NA,220,Planos,NA,NA,NA
732, Afeitadora Philips Aquatouch S5420/02 Smart Click Wet & Dry ,5999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				66
				vendidos
			
		",(7 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,64,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-712700688-afeitadora-philips-aquatouch-s542002-smart-click-wet-dry-_JM#position=37&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,45,13,2,2,2,#712700688,Philips,AquaTouch,S5420/02,NA,220V,NA,40,1 m,800 g
733, Afeitadora Recargable Philips S7310 Cortapatilla Aquatouch ,10999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(887 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,129,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-613175732-afeitadora-recargable-philips-s7310-cortapatilla-aquatouch-_JM#position=38&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,84,30,11,2,2,#613175732,Philips,AquaTouch,S7310,S7310/12,100-240 V,Flexibles,50 min,1 m,NA
734, Gama Gsh-950 Afeitadora Elect + Trimmer + Peines Inalambrica ,5499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-622597305-gama-gsh-950-afeitadora-elect-trimmer-peines-inalambrica-_JM#position=39&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#622597305,GA.MA Italy,Shavers,GSH 950,NA,Eléctrica,NA,NA,1 m,164 g
735, Afeitadora Braun Serie 1 130s1n Smart Foil Tio Musa ,2639,NA,"
			
				Nuevo
			
			
				
					 - 
				
				41
				vendidos
			
		",(12 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,24,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-692367203-afeitadora-braun-serie-1-130s1n-smart-foil-tio-musa-_JM#position=40&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,15,4,3,0,2,#692367203,Braun,Serie 1,130S1n,NA,220V,NA,45,NA,NA
736," Philips Norelco Kits De Serie 7000, Bg7030/49 , Impermeable ",6232,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798910765-philips-norelco-kits-de-serie-7000-bg703049-impermeable-_JM#position=41&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#798910765,Philips Norelco,NA,BG7030/49,NA,NA,NA,NA,NA,NA
737, Cortacabello Gama Gc 542 Peine 1mm A 24mm ,1460,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(18 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FARMABELEN-SA,https://articulo.mercadolibre.com.ar/MLA-789610420-cortacabello-gama-gc-542-peine-1mm-a-24mm-_JM#position=42&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#789610420,GA.MA,Cortacabello,GC 542,NA,NA,NA,NA,NA,NA
738, Afeitadora Philips S1520/42 ,3999,NA,"
			
			
				
				1
				vendido
			
		",(48 disponibles),12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.5,4,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-767606008-afeitadora-philips-s152042-_JM#position=43&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,2,2,0,0,0,#767606008,Philips,S1520/42,S1520/42,NA,NA,Giratorios,45 minutos,NA,NA
739, Afeitadora Recargable Gama 3 Cabezales Trimmer Gsh900 ,3699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(6 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,6,https://perfil.mercadolibre.com.ar/MU%C3%91OZ-HOGAR,https://articulo.mercadolibre.com.ar/MLA-680096200-afeitadora-recargable-gama-3-cabezales-trimmer-gsh900-_JM#position=44&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,2,2,1,1,0,#680096200,GA.MA Italy,Recargable,GSH 900,NA,Inalámbrica,NA,NA,1 h,177 g
740, Afeitadora Philips Aquatouch S5070/02 Eléctrica Recargable ,5649,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(15 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,218,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-786090967-afeitadora-philips-aquatouch-s507002-electrica-recargable-_JM#position=45&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,146,56,13,0,3,#786090967,Philips,AquaTouch,S5070/02,NA,40M,Flexibles,NA,NA,NA
741, Maquina Afeitar Electrica Remington Xr1430 Humedo Seco Cuota ,6599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDA+MILESI,https://articulo.mercadolibre.com.ar/MLA-746594607-maquina-afeitar-electrica-remington-xr1430-humedo-seco-cuota-_JM#position=46&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#746594607,Remington,Hyperflex Aqua,XR1430,XR1430,Batería,"Flexibles ,flotantes",50 minutos,NA,NA
742, Cortabarba Philips Bt3226/14 20 Posiciones Recargable ,1899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(7 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-791039603-cortabarba-philips-bt322614-20-posiciones-recargable-_JM#position=47&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#791039603,Philips,Series 3000,BT3226/14,BT3226/14,110v 220v,Planos,NA,NA,NA
743, Afeitadora Inalambrica Marca Mr Black Mod Harlem ,4116,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8700 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TODOPELUQUERIAS,https://articulo.mercadolibre.com.ar/MLA-803844462-afeitadora-inalambrica-marca-mr-black-mod-harlem-_JM#position=48&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#803844462,Mr. Black,NA,Harlem,NA,220,NA,NA,NA,NA
744, Repuesto Afeitadora Braun 92s 92b Serie 9 Foil 9240s Aleman ,5758,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(7 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,26,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-757395648-repuesto-afeitadora-braun-92s-92b-serie-9-foil-9240s-aleman-_JM#position=49&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,19,5,2,0,0,#757395648,Braun,Series 9,92S/92B,92S/92B,NA,NA,NA,NA,NA
745, Cortabarba Philips Bt3206 Recargable 10 Posiciones Lavable ,2698,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/IMPORTADORA_LYT,https://articulo.mercadolibre.com.ar/MLA-751411237-cortabarba-philips-bt3206-recargable-10-posiciones-lavable-_JM#position=50&type=item&tracking_id=83f6ae1f-b8ff-48d8-813f-a820c06def43,NA,NA,NA,NA,NA,#751411237,Philips,Series 3000,BT3206,BT3206/14,NA,NA,45 m,NA,NA
746, Afeitadora Remington Pg-181kit 5 En 1 ,1199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/MILESI+HOGAR,https://articulo.mercadolibre.com.ar/MLA-782130447-afeitadora-remington-pg-181kit-5-en-1-_JM#position=1&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#782130447,Remington,Beard Boss,PG181,NA,Pilas,Planos,NA,NA,NA
747, Afeitadora Gama Gsh 1000 Barba Patillas Bigote Trimmer Peine ,5725,NA,"
			
			
				
				30
				vendidos
			
		",(99 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/TIENDAS+OFICIALES?brandId=156,https://articulo.mercadolibre.com.ar/MLA-622682609-afeitadora-gama-gsh-1000-barba-patillas-bigote-trimmer-peine-_JM#position=2&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,19,5,6,1,2,#622682609,GA.MA Italy,GSH1000,GSH 1000,NA,NA,NA,70 minutos,NA,173 g
748, Afeitadora Electrica Gama (66) Cabezales Recargable Patillas Recortadora Barba Bigotes Vellos Potente Garantia Oficial ,1846,NA,"
			
				Nuevo
			
			
				
					 - 
				
				219
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,40,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-622400993-afeitadora-electrica-gama-66-cabezales-recargable-patillas-recortadora-barba-bigotes-vellos-potente-garantia-oficial-_JM#position=3&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,23,14,1,0,2,#622400993,GA.MA Italy,Shavers,900,NA,Corriente directa,NA,70 min,6 m,117 g
749, Cortabarba Ducati By Imetec Gk 618 Gearbox ,2389,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(26 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SATURNO-HOGAR,https://articulo.mercadolibre.com.ar/MLA-728399548-cortabarba-ducati-by-imetec-gk-618-gearbox-_JM#position=4&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#728399548,Imetec,Ducati,GK618 Gearbox,GK GEARBOX,Batería,NA,60 minutos inalambrico,90 m,250 g
750, Afeitadora Pr1235 Remington + Kit Corte 5 En 1 Pg181 ,2299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(6 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BOSAROND_ONLINE,https://articulo.mercadolibre.com.ar/MLA-785738883-afeitadora-pr1235-remington-kit-corte-5-en-1-pg181-_JM#position=5&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#785738883,Remington,PowerSeries,PR1235+PG181,NA,Batería,Giratorios,NA,NA,NA
751, Pack Gama - Afeitadora Eléctrica Barba + Cortadora Patillera ,6776,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,28,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-785774624-pack-gama-afeitadora-electrica-barba-cortadora-patillera-_JM#position=6&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,16,10,0,0,2,#785774624,GA.MA,Afeitadora + Cortadora,Combo,NA,Corriente directa,Ergónomicos,NA,NA,177 g
752, Afeitadora Philips Oneblade Pro Qp6510 Recorta Modela Afeita ,3799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(888 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-720343727-afeitadora-philips-oneblade-pro-qp6510-recorta-modela-afeita-_JM#position=7&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#720343727,Philips,OneBlade,QP6510,QP6510/20,Batería,Removibles,60 min,NA,NA
753, Afeitadora Philips S1030-04 Aquatouch Inalambrica ,2459,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,573,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-787967755-afeitadora-philips-s1030-04-aquatouch-inalambrica-_JM#position=8&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,387,125,39,13,9,#787967755,Philips,Afeitadora,Inalámbrica,S1030/04,Batería,Planos,Afeitadora,10 h,NA
754, Afeitadora Cabeazal Waterproof Gama Gsh930 Resits Agua *8 ,5267,5999,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(8 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,42,https://perfil.mercadolibre.com.ar/CONFORTSURSA,https://articulo.mercadolibre.com.ar/MLA-678975481-afeitadora-cabeazal-waterproof-gama-gsh930-resits-agua-8-_JM#position=9&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,27,10,4,0,1,#678975481,GA.MA Italy,Waterproof,GSH 930,NA,Batería,NA,70min,NA,NA
755, Afeitadora Multifunción Braun Mg5050 Afeita Recorta Perfila ,3450,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,16,https://perfil.mercadolibre.com.ar/HIPER-HOGAR,https://articulo.mercadolibre.com.ar/MLA-791987804-afeitadora-multifuncion-braun-mg5050-afeita-recorta-perfila-_JM#position=10&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,13,2,1,0,0,#791987804,Braun,GROOMER,MG5050,NA,Batería,Ergónomicos,NA,NA,NA
756, Babyliss Pro Foilfx02 Afeitadora De Doble Hoja Inalambrica ,8399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(6 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,3,https://perfil.mercadolibre.com.ar/PELO-ONLINE,https://articulo.mercadolibre.com.ar/MLA-754008995-babyliss-pro-foilfx02-afeitadora-de-doble-hoja-inalambrica-_JM#position=11&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,2,0,0,0,0,#754008995,BaByliss,Pro,FOILFX02,NA,NA,Removibles,180 MINUTOS,NA,NA
757, Kemei Rasuradora/afeitadora Semi Profesional Rostro/cabeza ,1385,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PIDA1043871,https://articulo.mercadolibre.com.ar/MLA-787380382-kemei-rasuradoraafeitadora-semi-profesional-rostrocabeza-_JM#position=12&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#787380382,Kemei,Rasuradora,KM-1102,NA,Corriente directa,Flexibles,NA,NA,NA
758, Afeitadora Philips Resistente Al Agua Qs6141/32 Styleshaver ,7799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(495 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MEIMPORTO,https://articulo.mercadolibre.com.ar/MLA-697190438-afeitadora-philips-resistente-al-agua-qs614132-styleshaver-_JM#position=13&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#697190438,Philips,StyleShaver,QS6141/32,NA,NA,NA,NA,NA,NA
759, Afeitadora Recargable Patillero S1520/42 Philips Gtia Oficial ,4599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,4,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-782980532-afeitadora-recargable-patillero-s152042-philips-gtia-oficial-_JM#position=14&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,2,2,0,0,0,#782980532,Philips,Series 1000,S1520/42,NA,Corriente directa,Giratorios,45 m,NA,NA
760, Depiladora Electrica Gama Skin Lady Passion Pinzas Afeitador ,3399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Llega gratis mañana,NA,NA,4.2,30,https://perfil.mercadolibre.com.ar/RAMONA+NET,https://articulo.mercadolibre.com.ar/MLA-647481706-depiladora-electrica-gama-skin-lady-passion-pinzas-afeitador-_JM#position=15&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,16,8,4,0,2,#647481706,GA.MA Italy,NA,Skin Lady Passion,NA,NA,Removible,NA,NA,NA
761, Cortabarba Remington Vpg6530 Lithiuim Con Aspirador ,1559,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CADIACONFORT,https://articulo.mercadolibre.com.ar/MLA-667341471-cortabarba-remington-vpg6530-lithiuim-con-aspirador-_JM#position=16&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#667341471,Remington,Lithium,VPG6530,VPG6530,Corriente directa,Planos,Inalámbrico,NA,NA
762, Afeitadora Electrica Philips Recargable S1520/02 Patillero ,3599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(30 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,56,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-668694779-afeitadora-electrica-philips-recargable-s152002-patillero-_JM#position=17&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,41,11,3,0,1,#668694779,Philips,Shaver,S1520/02,NA,NA,NA,45min,NA,NA
763, Afeitadora Rotativa Remington Xr1400 Rasura Corta Limpia Fs ,2499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(9 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,7,https://perfil.mercadolibre.com.ar/FSCOMPUTERS,https://articulo.mercadolibre.com.ar/MLA-724957278-afeitadora-rotativa-remington-xr1400-rasura-corta-limpia-fs-_JM#position=18&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,4,2,0,0,0,#724957278,Remington,Hyperseries,XR1400,XR1400,Batería,Giratorios,LithiumPower ? 45min de uso,NA,NA
764, Afeitadora Winco W814 Trimmer Corta Pelo Barba Nariz Oido ,1998,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RELOJES+MIGMAR,https://articulo.mercadolibre.com.ar/MLA-778923105-afeitadora-winco-w814-trimmer-corta-pelo-barba-nariz-oido-_JM#position=19&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#778923105,Winco,AFEITADORAS,W814,NA,NA,NA,NA,NA,NA
765, Braun Pt5010 Recortadora Precisión Barba Inalámbrica Trimmer ,1311,NA,"
			
			
				
				1
				vendido
			
		",(7 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PEDIDOSFARMA?brandId=1359,https://articulo.mercadolibre.com.ar/MLA-773275897-braun-pt5010-recortadora-precision-barba-inalambrica-trimmer-_JM#position=20&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#773275897,Braun,Recortadoras y perfiladoras,PT5010,NA,NA,Planos,120 Minutos,NA,NA
766, Maquina Afeitadora Remington Xr1430 Hyperseries Recargable ,5999,NA,"
			
			
				
				4
				vendidos
			
		",(96 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-723678710-maquina-afeitadora-remington-xr1430-hyperseries-recargable-_JM#position=21&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,NA,NA,NA,NA,NA,#723678710,Remington,Hyperflex Aqua,XR1430,NA,Batería,Rotativos,hasta 50 min de uso continuo,NA,NA
767, Body Groomer Sport Gama Gr500 Recorta Rasura Cuerpo ,2898,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(10 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,36,https://perfil.mercadolibre.com.ar/GASTRO+HOGAR,https://articulo.mercadolibre.com.ar/MLA-646554229-body-groomer-sport-gama-gr500-recorta-rasura-cuerpo-_JM#position=22&type=item&tracking_id=b8dd1213-b8eb-428c-9e8a-d33430712a72,20,10,4,1,1,#646554229,GA.MA,Body Groomer,GR 500,NA,Batería,Planos,50 min,NA,119 g
