search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de filtros del parlante,Conectores de entrada,Peso,Color,Potencia de salida (RMS)
1867,Parlante Mhs007,40,NA,1,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MEMOHS+PLAY,https://articulo.mercadolibre.com.co/MCO-505810784-parlante-mhs007-_JM,NA,NA,NA,NA,NA,#505810784,NA,NA,NA,NA,USB,NA,NA,NA
1868,Parlante Decorativo Usb Radio Bluetooth Con Diseño De Groot,55,NA,1,4,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EDUARDOMESAHERNADEZ,https://articulo.mercadolibre.com.co/MCO-520055371-parlante-decorativo-usb-radio-bluetooth-con-diseno-de-groot-_JM,NA,NA,NA,NA,NA,#520055371,NA,NA,NA,NA,USB,NA,NA,NA
1869,Jbl Eon615 Parlante Bluetooth Multiproposito 15 Pulgadas,2516.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/WIMKA+STORE,https://articulo.mercadolibre.com.co/MCO-487667840-jbl-eon615-parlante-bluetooth-multiproposito-15-pulgadas-_JM,NA,NA,NA,NA,NA,#487667840,JBL,EON600 Series,EON615,Activo,NA,1 lb,NA,500 W
1870,"Parlante Portable Bluetooth, Usb, Aux, Nfc W-king X6 - Azul",149.9,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TECDATASAS,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=FVIcC8jq3m2erppS%2BiTGfLK8BjFg8NqIW8rWRXcPIH3A6eiB2APtpPJd4aefhy%2FCXFC8CCq0QIa2HdkrcxCmqNvCNZRJSGzkOuD%2BCQoONWkcnJ21213zhD6%2FCe%2FFThBqq3vfzSsmtIn6cKQqRWjQbjiMxywrZPHkg8aE6jpI23IzJLvFXVn8D6boQ%2FB7iMd7BSi1aVg053Sqfm3Air5J3RfKfM02CvwLZDeLG3bWa3diyU720YG4JyW8VGfnVZXcZNpR9GJqvEHrFyU37dT9hSF0OObPCmsBrUfwr2n7H%2BbL6APvKHTLsJn74aXPOCzLXQBxouv7fBLcCHnMYJalIZdYByuh7yFi68udsVPQ9Ppcdjc5fj%2FdDurB4Onzvsu1aN9YFybS%2BfxCJd%2BhEELxDrWexeZ5lPWWaBZ8cBWyzpcl4TBplNX8MXfFjQ8NUkELs0QEji1RK6hw4yHawHOu9EHzBWnmaLT2WBqI6LwMC8QzyQTtqRc4mSSjMDjpjHKuR%2Fwp0cbxqw7wI7oa19Mmn%2BJZxRUX8gT%2Fw689p6OIBPHJz2cDQm%2BhNQzZTXla5imnhceSyMA5j%2FBMpGC9TSYQL%2F5WwxG5TkhMpZ83Vm%2BmIJyhRwun6UrxjZiCTCp4nW%2F3XPhGi0grI9OeHiX4J6gEJ0vAqO24MV6eblvcZfY7s0tkmu1FxrVtUBbWTfxB0GEGOr2D%2FlamxojC%2B4JOAatEPjizZMvpSsqGUqgdyGdvr8KWFV1iFB%2BEpXzGpleknF6sEve7Il1JbWBxCwbeG2ils2BsxzOBMnlhC%2FK%2FfGdVylh3l4%2BHxchmcmjkRu1CBVpHaN7qrcp14Y8EZNTYV0BuN7PPVy%2FCPfDOsOKEATzf8MhQFPu9SoABG2mVMm1JGMsTexOXaxYPglHoQtqjNtk99zOAPfsbew7M0rOk9MUGE42MAQL0gkDmgny%2BjIL%2BDuVOih%2BV%2Fjef1i29Jp3bjsMCp5CEd6bTPp1kvDC3ushsZF15WnxvDJRWrbpLF6ZCp%2F6zOKZ3Rmavtn84cRMeUOZbwF%2B5l%2F0e2MVcPw8InexGZuPUj4Ic9Fu6YwATOZXGfrbDPVSgYZUrM%2Fr%2FFDMCoa8CgHz0Awyps6d6utDFgKHXInpUygvhIRLrjv6Ydw92kHwhFH0ESA8reBpCVipzIjqFLscMhys9jGh6S%2Btdbg8Qej0xW3upkoKaKqafZaIbhVD2JeGRQ%2B1HjnG5XESCh7%2B7r0t8t6NGObLjcJPCrlZ8GEMj0x%2F%2FsIbOMcxrIK2zDCcag1pP4%2B9nAHEn8s%2BocDYIYg%2BZBwtcF3CwUDd%2BjVYVIGY619ES6xmcDhkGJMk0XSGa7G2yL7MQ8GRmTnVWwBCJF7E65X3UE5cuS5fvM15edNFqWrHWzt3sZg9f8E6GL%2FtGuIXhfrX9fXcN1RblAkx0lKZ99IQIXrfiNxVkC%2FCxdXhFPyC%2FM3%2FFn5uKaIYHQe26tDHuPrJFTf5dqkF%2F3HaIPqQV2b%2BkQOKyKyZC%2Bz%2BsTLiSMeUb1YJbRudWNsI3GLLZsDp6G1TLFw7xsQgPLlzHnsbpKkVjGheeDkLlZjQ15jyVMOLE8NiG0MJ9e4WnhN104G6SIcWCRQGlA5lT26Nw3VDJAlSuPCWyAONyn%2BzJ0BDLMbA55RcIaUQV8XuQPE5eZcte70NtY6kMFO6b4qPP,NA,NA,NA,NA,NA,#514823417,NA,NA,NA,NA,NA,406 g,NA,NA
1871,Parlante Bluetooth Aitisin Ats-a20 Speaker Mundialista,44.99,NA,2,48,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/UDUMBARATRADING,https://articulo.mercadolibre.com.co/MCO-510783856-parlante-bluetooth-aitisin-ats-a20-speaker-mundialista-_JM,NA,NA,NA,NA,NA,#510783856,Aitisin/OEM,NA,NA,NA,NA,NA,NA,NA
1872,Cabina De Sonido Parlante Portatil Con Bluetooth Y Luces Led,285,NA,1,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMERCIALIZADORAAMLSAS,https://articulo.mercadolibre.com.co/MCO-451720575-cabina-de-sonido-parlante-portatil-con-bluetooth-y-luces-led-_JM,NA,NA,NA,NA,NA,#451720575,Beats,NA,NA,NA,NA,NA,NA,NA
1873,Parlante Recargable Huskee Bluetooth Usb Ps88,173.9,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PANDATECH.,https://articulo.mercadolibre.com.co/MCO-509823796-parlante-recargable-huskee-bluetooth-usb-ps88-_JM,NA,NA,NA,NA,NA,#509823796,NA,NA,NA,NA,NA,NA,NA,NA
1874,Parlante Bluetooth Karaoke Doble Micrófono Inalámbrico Usb,224.99,NA,1,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SOLUCIONESHEPA,https://articulo.mercadolibre.com.co/MCO-523695866-parlante-bluetooth-karaoke-doble-microfono-inalambrico-usb-_JM,NA,NA,NA,NA,NA,#523695866,SDRD,NA,SD-306,NA,NA,NA,NA,NA
1875,Parlante Bluetooth W-king X8,230,NA,1,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ISLASHOP+CARTAGENA,https://articulo.mercadolibre.com.co/MCO-480888474-parlante-bluetooth-w-king-x8-_JM,NA,NA,NA,NA,NA,#480888474,NA,NA,NA,NA,NA,NA,NA,NA
1876,Parlante Portable Jbl Boombox Sumergible,1999,NA,16,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,8,https://perfil.mercadolibre.com.co/HARMAN+COLOMBIA?brandId=81,https://articulo.mercadolibre.com.co/MCO-459687514-parlante-portable-jbl-boombox-sumergible-_JM,7,0,1,0,0,#459687514,JBL,NA,Boombox,Activo,NA,5.25 kg,NA,NA
1877,Parlante Bafle Sonido Recargable Camping Portable Picnic,578.9,NA,0,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MULTICOMPRASS,https://articulo.mercadolibre.com.co/MCO-452792987-parlante-bafle-sonido-recargable-camping-portable-picnic-_JM,NA,NA,NA,NA,NA,#452792987,NA,NA,NA,NA,NA,NA,NA,NA
1878,"Micrófono Karaoke, Bluetooth Parlante Portatil + Estuche",49.9,NA,1,21,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MYTHNGSONLINE,https://articulo.mercadolibre.com.co/MCO-467684303-microfono-karaoke-bluetooth-parlante-portatil-estuche-_JM,NA,NA,NA,NA,NA,#467684303,NA,NA,NA,NA,NA,NA,NA,NA
1879,Parlante Inhalambrico Bluetooth Igoma 327,94.5,NA,1,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOTECH.COM.CO,https://articulo.mercadolibre.com.co/MCO-483851061-parlante-inhalambrico-bluetooth-igoma-327-_JM,NA,NA,NA,NA,NA,#483851061,NA,NA,NA,NA,NA,NA,NA,NA
1880,Parlante Bluetooth Ovalado,38.5,NA,0,30,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMERCIALIZADORAFERROLLAVES,https://articulo.mercadolibre.com.co/MCO-487960502-parlante-bluetooth-ovalado-_JM,NA,NA,NA,NA,NA,#487960502,NA,NA,NA,NA,USB,NA,NA,NA
1881,Parlante Potente Bluetooth Amplificador Karaoke Usb Guia,110,NA,1,49,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ACCESIBILIDADDIGITAL,https://articulo.mercadolibre.com.co/MCO-461626769-parlante-potente-bluetooth-amplificador-karaoke-usb-guia-_JM,NA,NA,NA,NA,NA,#461626769,NA,NA,NA,NA,NA,NA,NA,NA
1882,"Mini Parlante Altavoz Bluetooth, Fm,luminoso Universal Roya",29.9,NA,0,NA,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TECNOHOUSE+BOGOTA,https://articulo.mercadolibre.com.co/MCO-479524573-mini-parlante-altavoz-bluetooth-fmluminoso-universal-roya-_JM,NA,NA,NA,NA,NA,#479524573,NA,NA,NA,NA,NA,NA,NA,NA
1883,Parlante Jbl Flip 4 Negro Bluetooth Waterproof,401.9,469.9,12,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,61,https://perfil.mercadolibre.com.co/TEKNOPOLISCOLOMBIA?brandId=209,https://articulo.mercadolibre.com.co/MCO-460099906-parlante-jbl-flip-4-negro-bluetooth-waterproof-_JM,57,4,0,0,0,#460099906,JBL,Flip Series,Flip 4,Activo,NA,NA,NA,16 W
1884,Parlante Ion Flash Cube 50w Rms Iluminacion Led 110v,258.2,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VALENCIAJ_SAS,https://articulo.mercadolibre.com.co/MCO-500363735-parlante-ion-flash-cube-50w-rms-iluminacion-led-110v-_JM,NA,NA,NA,NA,NA,#500363735,NA,NA,NA,NA,NA,NA,NA,NA
1885,Parlante Avion Color Negro,43,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ZBYTEINNVOACINDIVERSIN,https://articulo.mercadolibre.com.co/MCO-485251793-parlante-avion-color-negro-_JM,NA,NA,NA,NA,NA,#485251793,NA,NA,NA,NA,USB,NA,NA,NA
1886,Parlante Mini Hongo ¡envío Gratis!,26.3,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AGUACEROCINCO,https://articulo.mercadolibre.com.co/MCO-506916032-parlante-mini-hongo-envio-gratis-_JM,NA,NA,NA,NA,NA,#506916032,NA,NA,NA,NA,NA,62 g,NA,NA
1887,"Receptor Bluetooth Universal Radio Parlante 3,5mm Audifonos",22.2,NA,8,5,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3,1,https://perfil.mercadolibre.com.co/%C3%9CSHOP,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=2mGH1H5i5okW%2FVKgiYyiH2GTY8nT0doF4xlouqvXefqmH3u53AUoQJuAMMhCSKJLGaueZviQxWzk%2Fv5BgCz4CLFLAlgVC%2FPtPeauTtlAoTA%2F6rDo8timSGCUg54PAXu%2BWu6FfIs6dsr1QVvpjKQ0mifJZOGJIK2s9moNov3b2wSXZSEVPWJKd253t56zphQ4clodxybZkll2VDq%2BUJmM21KXB2ZGesED0ZlwFkKX6uh7XEjsC5WFF86i0Yu4bnYM%2Fx9a2nx4ualdc0c0hxwrTcQ7zvZXYdyxta%2Bb%2BPVLLJDjtWEwnHhGCOsZ4EyT1MmZY6BV0Piqp3BXk2Cax%2FeO8%2BBeQpLP%2FsbFwfXKwTemF37d0SJAsSiGlbNJ58gHVW9jfB62LPKS%2FeMBHUbHO57%2FB5YLzTSydOLxbmTZwT%2F%2F37%2FCAi69Nx%2BHGP626CTdpA0XFRj18qQKjrpWSVOxpScHxkYjUKoyD4FpZbOD3rWI5ponRL5GBD5xO%2FLRjQjooH2QaGXg2JoAiFIc0%2F6jD89Vz2O2nAGuD1dWPZJ3LhrKIEqbaGgQS1g9c6QaB1PAkgxMPATrdmF7OLizK%2BdR0w5C8KHwh4sDIgdQBNgIBu%2Bb6HssKPqJmlPKTdwumgY2nWZIvyEeSMB%2FZd%2BminJf1KPmCkUP7J70F0TFXddmspQYE1Qd0f1PDoAVbQiRmshO7wW%2BgdO0ykHii1CuZ7hMi60ZiE3NCGhUhU53UH4KFh59k3AZf%2Bl%2FBpHczCIVnrLkH%2BQ1JcJit0c6BWzJRcdl530FWgGZxwOuCLk3wVjzUJ5w%2BPRfEonyWdKjQyDeGVn1x9HEHLZKlQ0lZELaifc0t55egxduPHcWjO%2FSxPk%2BPXbtFnGYoFs1KBXaFdodul9mPHbDZToo%2BFn0j7m6NSfSKEzN%2F1hWBKFMkarP82669X4ewC4AcJjfbbsEc%2F4At%2BPCJhCiar5wlHGTOCujXR%2FhhMypCMlNkc3CUY643mRSDaHfF7OUwRIEbs%2FdjW6TCyz9Znta9Gu5qes3QjWf8cKJKJkisobrCJ0jGUviwGZTfx4Np4M0Yi8QubhHLa51hD8UB9daqbk00EsHTM5MVuk%2BiJ3jVlfcF9O1XJeNbM0JmrEiD2TBzTYv1%2BjXXkztSCJEXmxACjRVumNVPkWE%2BLTlZLFv9ngIYZnbTkA3QVG74yuxn4bYGXaAdq89LkjiIRL8uUIqHRJdZeYM3vK7oG4NSg4zhbrp1SDjH7cyGQEyloHPKxKwZ5KaNLz3PtUWyD8pVRSZEYOeCjRXauGz9lFSMoB573BR%2FTkFbCFn%2F6GcXoKyUa0H36D7CL3lqP7m2%2B27P5vjnrAjtqWt%2BbM6O1ot5%2F6jG2EmofTLJeDZUhJrmy3YnHRFyfX9bVj%2ByUQo50Zke1clQVaijdxdLG85LmfgYJK1jgNpRxRTUPx1Uhg7lJLZ%2FL2sM7DgQ3%2FT4RQ%2BwKV%2BeBncKs23YyERpmIyZScfGDtOwlIxHFqIWa%2BgQJfB5fdxcnht7%2FuZmCM8XSbHKmJS4MiV8tY5%2FNH77IOAEKK3k8ke9V7PsMDVEK9HHomw1T5H4GDcZFOPh3JDxRVuNBbkrTWWWc4L9abErfNOKByNehykLwaUEk%2BYOMJQnoNuy25Kn1so3Fkkp%2FTe5XI79yIqEH5RcnCokXy57e00CudFutkiO%2FxMPQ%3D%3D,0,0,1,0,0,#487140767,NA,NA,NA,NA,NA,NA,NA,NA
1888,Parlante Inalambrico Soundlink Micro Bose A Prueba De Agua,398.9,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,14,https://perfil.mercadolibre.com.co/COMERGOTICA,https://articulo.mercadolibre.com.co/MCO-469971150-parlante-inalambrico-soundlink-micro-bose-a-prueba-de-agua-_JM,10,4,0,0,0,#469971150,Bose,SoundLink,Micro,Activo,USB,290.3 g,NA,NA
1889,"Parlante Portátil Inalámbrico. A10. Aluminio, Led, Bluetooth",49.9,NA,0,NA,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LUDENSHOMO,https://articulo.mercadolibre.com.co/MCO-471813179-parlante-portatil-inalambrico-a10-aluminio-led-bluetooth-_JM,NA,NA,NA,NA,NA,#471813179,NA,NA,NA,NA,NA,NA,NA,NA
1890,Parlante Bluetooth - Auxiliar - Usb - Micro Sd Potente,39.9,NA,2,20,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MYTHNGSONLINE,https://articulo.mercadolibre.com.co/MCO-458282310-parlante-bluetooth-auxiliar-usb-micro-sd-potente-_JM,NA,NA,NA,NA,NA,#458282310,NA,NA,NA,NA,NA,0.67 kg,NA,NA
1891,Jbl Pulse 3 Parlante Bluetooth Led Fm Replica Envio Ya,200,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMPORTACIONESLEFT,https://articulo.mercadolibre.com.co/MCO-468539739-jbl-pulse-3-parlante-bluetooth-led-fm-replica-envio-ya-_JM,NA,NA,NA,NA,NA,#468539739,JBL,NA,Pulse,NA,NA,NA,NA,NA
1892,Parlante Bose Altavoz Bluetooth Wifi Soundtouch 20 Serie Iii,1399.9,NA,7,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MAJOTIENDAONLINE,https://articulo.mercadolibre.com.co/MCO-449911997-parlante-bose-altavoz-bluetooth-wifi-soundtouch-20-serie-iii-_JM,NA,NA,NA,NA,NA,#449911997,Bose,NA,20 Series III,Activo,NA,NA,NA,NA
1893,Parlante Lg Pk5 Inalambrico Bluetooth Aux Original + Envio,509.99,NA,0,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENUNASOLATIENDA,https://articulo.mercadolibre.com.co/MCO-508717120-parlante-lg-pk5-inalambrico-bluetooth-aux-original-envio-_JM,NA,NA,NA,NA,NA,#508717120,LG,NA,PK5,NA,NA,NA,NA,20 W
1894,"Bafle Activo 15 Pulgadas, Usb, Sd, Buetooth, Aux Con Tripode",445,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AUDIO+BRAND,https://articulo.mercadolibre.com.co/MCO-464670148-bafle-activo-15-pulgadas-usb-sd-buetooth-aux-con-tripode-_JM,NA,NA,NA,NA,NA,#464670148,NA,NA,NA,NA,USB,NA,NA,NA
1895,Parlante Tipo Bose Bluetooth Fm Usb S207 Soundlink,70,NA,0,50,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NOVEDOSOSLOS,https://articulo.mercadolibre.com.co/MCO-509851433-parlante-tipo-bose-bluetooth-fm-usb-s207-soundlink-_JM,NA,NA,NA,NA,NA,#509851433,Bose,SoundLink,NA,NA,NA,NA,NA,NA
1896,Parlante Mini Bluetooth Recargable Usb Speaker Verde,32.9,NA,2,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AMERKAR.ONLINE,https://articulo.mercadolibre.com.co/MCO-455969040-parlante-mini-bluetooth-recargable-usb-speaker-verde-_JM,NA,NA,NA,NA,NA,#455969040,NA,NA,Bluetooth,NA,NA,NA,NA,3 W
1897,Parlante Jbl Wind Moto Bicicleta Bluetooth-radio Fm-micrsd,169.9,NA,0,20,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-522160295-parlante-jbl-wind-moto-bicicleta-bluetooth-radio-fm-micrsd-_JM,1,0,0,0,0,#522160295,JBL,NA,Wind,Activo,NA,185 g,NA,3 W
1898,Parlante Bluetooh Recargable Camuflado Usb/bt/radio Fm,48.9,NA,0,NA,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AYCELECTRONICA,https://articulo.mercadolibre.com.co/MCO-506658401-parlante-bluetooh-recargable-camuflado-usbbtradio-fm-_JM,NA,NA,NA,NA,NA,#506658401,NA,NA,NA,NA,NA,NA,NA,NA
1899,"Bafle Profesional Bluetooth Doble, De 10 Con Luz Led, 3000",546,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MM+IMPORTADORES,https://articulo.mercadolibre.com.co/MCO-494323065-bafle-profesional-bluetooth-doble-de-10-con-luz-led-3000-_JM,NA,NA,NA,NA,NA,#494323065,NA,NA,NA,NA,RCA,NA,NA,NA
1900,"Parlante, Altavoz Bluetooth Portátil Con Radio Fm 15 Watios",59.9,NA,1,6,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TECNOHOUSE+BOGOTA,https://articulo.mercadolibre.com.co/MCO-479520541-parlante-altavoz-bluetooth-portatil-con-radio-fm-15-watios-_JM,NA,NA,NA,NA,NA,#479520541,NA,NA,NA,NA,NA,NA,NA,NA
1901,Parlante Bluetooth Bt V4.2 Altavoz Portatil Qcy Qq1000,82.99,NA,0,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NEXOSGROUP2010,https://articulo.mercadolibre.com.co/MCO-484491838-parlante-bluetooth-bt-v42-altavoz-portatil-qcy-qq1000-_JM,NA,NA,NA,NA,NA,#484491838,NA,NA,NA,NA,NA,NA,NA,NA
1902,Parlante Bluetooth Resistente Al Agua Con Puerto Sd Y Aux,30,NA,8,11,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/TECNOCELDIGITAL,https://articulo.mercadolibre.com.co/MCO-454038419-parlante-bluetooth-resistente-al-agua-con-puerto-sd-y-aux-_JM,1,0,0,0,0,#454038419,NA,NA,NA,NA,NA,NA,NA,NA
1903,Parlantes Beatspill+ Gris Asfalto Nuevo Original Entrega Ya,599.9,NA,0,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IWCD+SWISS,https://articulo.mercadolibre.com.co/MCO-509424813-parlantes-beatspill-gris-asfalto-nuevo-original-entrega-ya-_JM,NA,NA,NA,NA,NA,#509424813,Beats,NA,NA,NA,NA,NA,NA,NA
1904,Parlante Portatil Jbl Clip 3 Bluetooth - Sumergible Agua,199.9,NA,0,20,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,https://perfil.mercadolibre.com.co/ALLCOMMERCIAL.CO,https://articulo.mercadolibre.com.co/MCO-518799301-parlante-portatil-jbl-clip-3-bluetooth-sumergible-agua-_JM,2,2,0,0,0,#518799301,JBL,NA,Clip 3,Activo,NA,NA,NA,3 W
1905,Marshall M-accs-10126 Black Parlante Bluetooth,1125.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/WIMKA+STORE,https://articulo.mercadolibre.com.co/MCO-489306442-marshall-m-accs-10126-black-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#489306442,Marshall,NA,M-ACCS-10126,NA,NA,NA,NA,NA
1906,Parlante Bluetooth Jenkins Jk-25010 35w Amplificador,399,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CSICOMPUTELL,https://articulo.mercadolibre.com.co/MCO-501760757-parlante-bluetooth-jenkins-jk-25010-35w-amplificador-_JM,NA,NA,NA,NA,NA,#501760757,NA,NA,NA,NA,NA,NA,NA,NA
1907,Funda Protectora Bose Soundlink Portatil Bluetooth,82.99,NA,1,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOHND-MARTINEZ,https://articulo.mercadolibre.com.co/MCO-519382000-funda-protectora-bose-soundlink-portatil-bluetooth-_JM,NA,NA,NA,NA,NA,#519382000,Bose,SoundLink,CS131,NA,NA,NA,Design 1,NA
1908,Parlante Portátil Bluetooth Recargable Y1 Puerto Usb-microsd,17.999,NA,0,10,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SIJ+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-524354313-parlante-portatil-bluetooth-recargable-y1-puerto-usb-microsd-_JM,NA,NA,NA,NA,NA,#524354313,NA,NA,NA,NA,NA,NA,NA,NA
1909,Parlante Bluetooth Mp3 Radio Fm. Ml-53u Calidad De Sonido,59.9,NA,0,999,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BOGALIACOLOMBIA,https://articulo.mercadolibre.com.co/MCO-455334980-parlante-bluetooth-mp3-radio-fm-ml-53u-calidad-de-sonido-_JM,NA,NA,NA,NA,NA,#455334980,NA,NA,NA,NA,NA,NA,NA,NA
1910,Lindo Speaker (parlante Portátil) Tipo Jbl Bluetooth Charge2,70,NA,4,6,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.3,3,https://perfil.mercadolibre.com.co/DEFCRIS,https://articulo.mercadolibre.com.co/MCO-475987253-lindo-speaker-parlante-portatil-tipo-jbl-bluetooth-charge2-_JM,1,1,0,0,1,#475987253,JBL,NA,Charge 2,Activo,NA,NA,NA,15 W
1911,Mini Parlante Portátil 15hrs Bluetooth Anker Soundcore Negro,190.7,NA,0,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AMERICANSTORECOLOMBIA,https://articulo.mercadolibre.com.co/MCO-465979211-mini-parlante-portatil-15hrs-bluetooth-anker-soundcore-negro-_JM,NA,NA,NA,NA,NA,#465979211,Anker,SoundCore,Negro,NA,NA,NA,NA,NA
1912,Parlante Portable Harman Kardon Esquire Mini Negro,449,599,6,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/HARMAN+COLOMBIA?brandId=128,https://articulo.mercadolibre.com.co/MCO-448946601-parlante-portable-harman-kardon-esquire-mini-negro-_JM,NA,NA,NA,NA,NA,#448946601,Harman Kardon,NA,NA,NA,Auxiliar,NA,NA,NA
1913,Parlante Bluetooth Speaker Resistente Al Agua Antichoque,38,NA,0,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/WOMPRA,https://articulo.mercadolibre.com.co/MCO-482026000-parlante-bluetooth-speaker-resistente-al-agua-antichoque-_JM,NA,NA,NA,NA,NA,#482026000,NA,NA,NA,NA,NA,NA,NA,NA
1914,Parlante Aerobull Inalámbrico Bulldog Bluetooth,59.9,NA,0,70,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SHOPPING--WEB,https://articulo.mercadolibre.com.co/MCO-493344590-parlante-aerobull-inalambrico-bulldog-bluetooth-_JM,NA,NA,NA,NA,NA,#493344590,NA,NA,NA,NA,NA,NA,NA,NA
