search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo de visor,Materiales del exterior,Edad,Género,Materiales del interior,Modelo alfanumérico,Peso
1976, Casco Shaft Para Niño Weapon X Rojo Ece22.05 Moto ,"1,689",NA,0,3,18 meses,93.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-673464806-casco-shaft-para-nino-weapon-x-rojo-ece2205-moto-_JM?searchVariation=34688247753,NA,NA,NA,NA,NA,#673464806,NA,"YM 49-50 CM,YS 47-48CM",Shaft,NA,SH586 WEAPON X RED,Integral,Simple,NA,Niños,NA,NA,NA,NA
1977, Casco Abatible Moto Grex G9.1 Kinetic Envio Gratis ,"3,650",NA,107,1,18 meses,202.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,30,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-561114932-casco-abatible-moto-grex-g91-kinetic-envio-gratis-_JM?searchVariation=27500283724,23,6,0,0,0,#561114932,Negro,"Negro,L",Grex,CALLE,Kinetic,Integral,Doble,Policarbonato,Adultos,Unisex,EPS,NA,NA
1978, Casco Para Motocicleta Scorpion Covert 3-en-1 Negro Mate 3xl ,"4,458",NA,0,52,18 meses,247.72,NA,NA,NA,NA,5,19,https://perfil.mercadolibre.com.mx/PERFMOTOMX,https://articulo.mercadolibre.com.mx/MLM-681338931-casco-para-motocicleta-scorpion-covert-3-en-1-negro-mate-3xl-_JM,18,0,0,0,0,#681338931,NA,NA,Scorpion,NA,COV-0108,NA,NA,NA,NA,NA,NA,NA,NA
1978, Casco Para Motocicleta Scorpion Covert 3-en-1 Negro Mate 3xl ,"4,458",NA,0,52,18 meses,247.72,NA,NA,NA,NA,5,19,https://perfil.mercadolibre.com.mx/PERFMOTOMX,https://articulo.mercadolibre.com.mx/MLM-681338931-casco-para-motocicleta-scorpion-covert-3-en-1-negro-mate-3xl-_JM,18,0,0,0,0,#681338931,NA,NA,Scorpion,NA,COV-0108,NA,NA,NA,NA,NA,NA,NA,NA
1978, Casco Para Motocicleta Scorpion Covert 3-en-1 Negro Mate 3xl ,"4,458",NA,0,52,18 meses,247.72,NA,NA,NA,NA,5,19,https://perfil.mercadolibre.com.mx/PERFMOTOMX,https://articulo.mercadolibre.com.mx/MLM-681338931-casco-para-motocicleta-scorpion-covert-3-en-1-negro-mate-3xl-_JM,18,0,0,0,0,#681338931,NA,NA,Scorpion,NA,COV-0108,NA,NA,NA,NA,NA,NA,NA,NA
1979, Casco Moto Negro Mate Torc T50 Bullhead Rider Gogles Gratis! ,"1,850",NA,0,10,18 meses,102.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,22,https://perfil.mercadolibre.com.mx/SELLATODO,https://articulo.mercadolibre.com.mx/MLM-696151203-casco-moto-negro-mate-torc-t50-bullhead-rider-gogles-gratis-_JM?searchVariation=39906559359,20,2,0,0,0,#696151203,NA,"XL 61-62cm,S 55-56cm",Torc,NA,T50 BULLHEAD,Abierto,Simple,NA,NA,Unisex,NA,NA,NA
1980, Casco Hro Rebate ,"1,325",NA,1,1,12 meses,130.90,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RRS+MOTORPARTS,https://articulo.mercadolibre.com.mx/MLM-654189419-casco-hro-rebate-_JM?searchVariation=33974706749,NA,NA,NA,NA,NA,#654189419,Negro,XL,HRO,510,Rebate,Integral,NA,NA,NA,NA,NA,NA,1340 g
1981, Casco Fassed Con Lentes Retractiles Talla M ,"1,400",NA,1,1,18 meses,77.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/GAAL8789392,https://articulo.mercadolibre.com.mx/MLM-614166455-casco-fassed-con-lentes-retractiles-talla-m-_JM?searchVariation=25550532074,NA,NA,NA,NA,NA,#614166455,negro c/verde,"Verde,M",Fassed,FULL FACE,5678,Integral,Doble,ABS,Adultos,Unisex,"tela hules espuma, unicel",NA,NA
1982, Escorpión Exo -r420 Casco Motocicleta Sísmica Azul Sm ,"3,396",NA,0,16,18 meses,188.72,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PERFMOTOMX,https://articulo.mercadolibre.com.mx/MLM-681340543-escorpion-exo-r420-casco-motocicleta-sismica-azul-sm-_JM,NA,NA,NA,NA,NA,#681340543,NA,NA,Scorpion,NA,42-1453,NA,NA,NA,NA,NA,NA,NA,NA
1982, Escorpión Exo -r420 Casco Motocicleta Sísmica Azul Sm ,"3,396",NA,0,16,18 meses,188.72,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PERFMOTOMX,https://articulo.mercadolibre.com.mx/MLM-681340543-escorpion-exo-r420-casco-motocicleta-sismica-azul-sm-_JM,NA,NA,NA,NA,NA,#681340543,NA,NA,Scorpion,NA,42-1453,NA,NA,NA,NA,NA,NA,NA,NA
1983, Casco Retro Negro Mate Mica Burbuja Abatible De Regalo Gdr ,"1,699",NA,27,9,12 meses,167.85,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ASTRO+BIKER,https://articulo.mercadolibre.com.mx/MLM-657110339-casco-retro-negro-mate-mica-burbuja-abatible-de-regalo-gdr-_JM?searchVariation=32252053526,NA,NA,NA,NA,NA,#657110339,"S,XL,XXL",,GDR,Gdr,Gdr sólido mate,Rebatible,Simple,Policarbonato,Adultos,Unisex,NA,NA,NA
1984, Casco Moto Vintage Premier Trophy Carbon Cafe Racer Bobber ,"14,100",NA,0,3,18 meses,783.33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-692884246-casco-moto-vintage-premier-trophy-carbon-cafe-racer-bobber-_JM?searchVariation=39384004537,NA,NA,NA,NA,NA,#692884246,"M,L,XL",,Premier,NA,Trophy,Cerrado,Simple,Fibra de carbono,Adultos,Unisex,tejido antiestático,NA,50 g
1985, Casco De Motocicleta Masei Iron Man Transformer Abatible ,"3,700",NA,0,1,18 meses,205.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/LAPLAZITAGADGET,https://articulo.mercadolibre.com.mx/MLM-602851830-casco-de-motocicleta-masei-iron-man-transformer-abatible-_JM?searchVariation=23408032307,NA,NA,NA,NA,NA,#602851830,Amarillo,M,Masei,Cascos de motocicleta,Iron,Integral,NA,ABS,NA,NA,NA,NA,NA
1986, Casco Cerrado Super Star Roda Talla Xl ,"1,199",NA,2,1,12 meses,118.45,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,2,https://perfil.mercadolibre.com.mx/MOTOCENTERMEX,https://articulo.mercadolibre.com.mx/MLM-609583420-casco-cerrado-super-star-roda-talla-xl-_JM?searchVariation=19562406977,1,1,0,0,0,#609583420,NA,NA,RODA,Superstar,Super Star,Integral,Simple,Cubierta ABS y Revestimiento EPS,Adultos,Unisex,NA,NA,NA
1987, Casco Integral Para Moto Certificado Shaft Mindrix ,"1,550",NA,0,3,18 meses,86.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/BIKERSBROTHERSHOP,https://articulo.mercadolibre.com.mx/MLM-617050553-casco-integral-para-moto-certificado-shaft-mindrix-_JM?searchVariation=21419713080,NA,NA,NA,NA,NA,#617050553,Amarillo,M-L-XL,Shaft,SH-569,Mindrix yellow,Integral,NA,ABS,NA,NA,NA,NA,NA
1988, Casco Abierto Mascara Skull Negro Mate Moto ,"1,119",NA,3,2,18 meses,62.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,6,https://perfil.mercadolibre.com.mx/MOTOBOUTIQUEBIKE.COM,https://articulo.mercadolibre.com.mx/MLM-625539235-casco-abierto-mascara-skull-negro-mate-moto-_JM?searchVariation=27341600130,5,0,1,0,0,#625539235,Negro mate,L,R7 Racing,MASCARA,Skull,Abierto,NA,ABS,NA,NA,NA,NA,NA
1989, Casco Para Motociclismo Lazer Kite Mustang Fibra De Carbon ,"5,930",NA,2,1,18 meses,329.44,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/MOTO+HOUSE,https://articulo.mercadolibre.com.mx/MLM-552223604-casco-para-motociclismo-lazer-kite-mustang-fibra-de-carbon-_JM?searchVariation=25359427029,1,0,0,0,0,#552223604,Negro,"BLANCO,XL",Lazer,DEPORTIVO,Mustang,Integral,Simple,FIBRA DE CARBON,Adultos,Unisex,Poliestireno,NA,1.35 g
1990," Orejas De Oso Panda Negro, Para Casco De Motociclista, Nueva ",170,NA,0,1,12 meses,16.79,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VICKES34,https://articulo.mercadolibre.com.mx/MLM-616512746-orejas-de-oso-panda-negro-para-casco-de-motociclista-nueva-_JM?searchVariation=22572765255,NA,NA,NA,NA,NA,#616512746,Negro,UNITALLA,VICKES,NORMAL,Oso Panda,CORTO,NA,PELUCHE,NA,NA,NA,NA,NA
1991, Casco Para Moto Hro Solid Negro Mate ,"1,126",NA,22,2,18 meses,62.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,4,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-612809107-casco-para-moto-hro-solid-negro-mate-_JM?searchVariation=28388613781,3,1,0,0,0,#612809107,Negro,"negro,XL,XXL",Hro México,510,Solid,Integral,Simple,Policarbonato,Adultos,Unisex,EPS,NA,NA
1992, Casco Moto Motocicleta Spiderman Marvel Unisex ,"5,400",NA,0,10,12 meses,533.48,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/SEGURAJOSEANTONIO77,https://articulo.mercadolibre.com.mx/MLM-673437437-casco-moto-motocicleta-spiderman-marvel-unisex-_JM?searchVariation=34684099978,1,0,0,0,0,#673437437,NA,NA,HJC,RPHA 11 Pro,138-913,Integral,NA,NA,NA,NA,NA,NA,NA
1993, Casco Integral Ligero Para Motocicleta Adulto ,439,NA,33,18,18 meses,24.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,3,https://perfil.mercadolibre.com.mx/HELU3532469,https://articulo.mercadolibre.com.mx/MLM-642531015-casco-integral-ligero-para-motocicleta-adulto-_JM?searchVariation=27476488947,1,1,1,0,0,#642531015,NA,NA,NHL,NA,NHL,Integral,NA,Plastico reforzado,Adultos,Unisex,Tela,NA,NA
1994, Casco Airoh Valor Rockstar Matt (full Face) Moto ,"3,899",NA,1,2,12 meses,385.19,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/COMMERCIAL+STUFF,https://articulo.mercadolibre.com.mx/MLM-698080564-casco-airoh-valor-rockstar-matt-full-face-moto-_JM?searchVariation=40223190592,NA,NA,NA,NA,NA,#698080564,NA,"M,L",Airoh,NA,VALOR ROCKSTAR,ON ROAD,Doble,Termoplástico,Adultos,Unisex,POLYMEROS HIPOALERGENICOS,NA,1400 g
1995, Casco Para Moto Shark Skwal 2 Negro Con Luz Led 2019 ,"5,950",NA,1,3,18 meses,330.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-690849443-casco-para-moto-shark-skwal-2-negro-con-luz-led-2019-_JM?searchVariation=39089750854,NA,NA,NA,NA,NA,#690849443,NA,"S,M,XL",Shark,Pulse,Skwal 2,Integral,Doble,Policarbonato,Adultos,Unisex,EPS,NA,NA
1996, Gafas De Moto Mscara De Casco Montar A Caballo Al Aire ,463,NA,0,50,18 meses,25.77,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMPRATECHMX,https://articulo.mercadolibre.com.mx/MLM-650604600-gafas-de-moto-mscara-de-casco-montar-a-caballo-al-aire-_JM,NA,NA,NA,NA,NA,#650604600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245 g
1997, Casco Moto Corto Y Googles Negro Envío Gratis!!! ,890,NA,6,1,12 meses,87.92,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3,2,https://perfil.mercadolibre.com.mx/ONSALEMEX,https://articulo.mercadolibre.com.mx/MLM-566876949-casco-moto-corto-y-googles-negro-envio-gratis-_JM?searchVariation=38099142235,0,0,2,0,0,#566876949,Negro,"Negro,grande",VIRTUE,NA,MD510,Abierto,NA,Policarbonato,NA,NA,NA,NA,0.43 kg
1998, Casco Motociclista Zapata Amarillo Seguro Dot Abatible Lente ,"1,249",NA,2,3,18 meses,69.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,45,https://perfil.mercadolibre.com.mx/MOTOMOPED,https://articulo.mercadolibre.com.mx/MLM-637670281-casco-motociclista-zapata-amarillo-seguro-dot-abatible-lente-_JM?searchVariation=26395483671,31,10,3,0,1,#637670281,NA,"L,XL",KOV,Sthealt,Zapata,Completo/ Abatible,Doble,NA,Adultos,Unisex,NA,NA,NA
1999, Casco Para Moto Hro 510 Spartan Mica Transparente Amarillo ,"1,126",NA,11,5,18 meses,62.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,14,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-582375865-casco-para-moto-hro-510-spartan-mica-transparente-amarillo-_JM?searchVariation=24658215858,9,3,1,1,0,#582375865,Amarillo,"Azúl,S,M,L,XL,XXL",HRO México,INTEGRAL,510 Spartan,Integral,Simple,Policarbonato,Adultos,Unisex,EPS,NA,NA
2000, Casco Moto Piel Harley Chopper Roket Cafe Racer Vintage Roke ,"1,999",NA,16,4,12 meses,197.48,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/ESJO8408114,https://articulo.mercadolibre.com.mx/MLM-619281533-casco-moto-piel-harley-chopper-roket-cafe-racer-vintage-roke-_JM?searchVariation=33723737529,1,0,0,0,0,#619281533,NA,"M 57-58,XL 61-62,L 59-60,S 56-57,XXL 63-64",Harley-Davidson,Vintage,34,Integral,NA,VINIPIEL,NA,NA,NA,NA,NA
2001, Casco Abatible Moto Grex G 9.1 Envolve Rojo Menton Negro ,"3,479",NA,0,3,18 meses,193.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-672877191-casco-abatible-moto-grex-g-91-envolve-rojo-menton-negro-_JM?searchVariation=34596004560,NA,NA,NA,NA,NA,#672877191,"M,L,XL",,Grex,NA,G9.1 Envolve,Rebatible,Doble,Policarbonato,Adultos,Unisex,EPS,NA,NA
2002, Casco Agv K1 Valentino Rossi Edge Talla X L Pista Moto ,"4,900",NA,0,1,12 meses,484.08,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/DANIYCAR+ONLINE,https://articulo.mercadolibre.com.mx/MLM-651426348-casco-agv-k1-valentino-rossi-edge-talla-x-l-pista-moto-_JM?searchVariation=29873832788,NA,NA,NA,NA,NA,#651426348,Matte,XL,AGV,Carrera,K1,Integral,NA,NA,NA,NA,NA,NA,1.52 kg
2003, Casco Abatible Ls2 Moto Certificado Sharp 4* Lente Solar Msi ,"3,290",NA,0,6,18 meses,182.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-675764866-casco-abatible-ls2-moto-certificado-sharp-4-lente-solar-msi-_JM?searchVariation=40158635246,NA,NA,NA,NA,NA,#675764866,Negro,-,LS2,NA,Easy FF370,Rebatible,Doble,ABS,Adultos,Unisex,Poliestireno,NA,NA
2004, Casco Cross Negro Mate ,958,NA,2,2,12 meses,94.64,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/JORGEEDUARDOHERNANDEZMADRID,https://articulo.mercadolibre.com.mx/MLM-663856817-casco-cross-negro-mate-_JM,NA,NA,NA,NA,NA,#663856817,NA,NA,Alessia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005, Casco Cerrado Negro Mate Alessia ,840,NA,1,1,12 meses,82.98,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MUNDOTENDENCIAS+ONLINESTORE,https://articulo.mercadolibre.com.mx/MLM-644681563-casco-cerrado-negro-mate-alessia-_JM?searchVariation=28017076479,NA,NA,NA,NA,NA,#644681563,NA,NA,Alessia,CERRADA,Negro Mate,NA,NA,NA,NA,NA,NA,NA,NA
2006, Casco Nolan N60.5 Fuchsia Kiss Dama Motociclismo ,"3,800",NA,10,2,12 meses,375.41,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,8,https://perfil.mercadolibre.com.mx/AXL691,https://articulo.mercadolibre.com.mx/MLM-585182816-casco-nolan-n605-fuchsia-kiss-dama-motociclismo-_JM?searchVariation=32934098522,4,3,0,0,0,#585182816,Morado,"blanco,S,M",Nolan,CASCO CERRADO SIN GAFAS PRACTICE FUCHSIA KISS,N60.5 PRACTICE FUCHSIA KISS,Integral,Simple,Resina,Adultos,Unisex,Resina termoplástica,N60.5,NA
2007, Casco Moto Kov Kukul Navy Seguridad Dot Abatible Lente ,"1,199",NA,9,2,18 meses,66.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/MOTOMOPED,https://articulo.mercadolibre.com.mx/MLM-630760539-casco-moto-kov-kukul-navy-seguridad-dot-abatible-lente-_JM?searchVariation=24837657903,2,0,0,0,0,#630760539,NA,"S,L",KOV,Kukul,Navy,Abatible,Doble,NA,Adultos,Unisex,NA,NA,NA
2008, Casco Cerrado Diferentes Colores Moto ,355,NA,29,1,18 meses,19.72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,4,https://perfil.mercadolibre.com.mx/MOTOREFACCIONES+AGK,https://articulo.mercadolibre.com.mx/MLM-549384423-casco-cerrado-diferentes-colores-moto-_JM?searchVariation=39265195871,3,1,0,0,0,#549384423,Negro,XL,Winmex,NA,Cerrado Adulto,Clásico,NA,NA,NA,NA,NA,NA,NA
2009, Casco Cerrado Junior Ghira Gh-kids Grafico Monster Moto ,529,NA,0,4,18 meses,29.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,22,https://perfil.mercadolibre.com.mx/MOTOBOUTIQUEBIKE.COM,https://articulo.mercadolibre.com.mx/MLM-625374944-casco-cerrado-junior-ghira-gh-kids-grafico-monster-moto-_JM?searchVariation=24009962943,17,5,0,0,0,#625374944,Amarillo,L (junior),Roda,Júnior,Monster,Integral,NA,ABS,NA,NA,NA,NA,NA
2010, Casco Doble Proposito Moto Agv Ax-8 Naked Carbon Mate ,"11,300",NA,0,2,18 meses,627.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-651646785-casco-doble-proposito-moto-agv-ax-8-naked-carbon-mate-_JM?searchVariation=31160314691,NA,NA,NA,NA,NA,#651646785,Negro,"Negro,L,XXL",AGV,Ax-8,Naked Carbon Mate,Doble proposito,Simple,"fibra de vidrio, aramid y fibra de Carbono 3K",Adultos,Unisex,EPS,NA,NA
2011, Blanco Brillante Retro Motocicleta 3/4 Cara Abierto Casco S ,836,NA,1,999,18 meses,46.50,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUNTEKSTOREMX,https://articulo.mercadolibre.com.mx/MLM-623687947-blanco-brillante-retro-motocicleta-34-cara-abierto-casco-s-_JM,NA,NA,NA,NA,NA,#623687947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012, Casco Desmontable Para Moto Nolan N70-2 Gt Hi Vis ,"6,249",NA,0,4,18 meses,347.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-679144099-casco-desmontable-para-moto-nolan-n70-2-gt-hi-vis-_JM?searchVariation=35924879216,NA,NA,NA,NA,NA,#679144099,"M,L,XL,XXL",,Nolan,NA,N70-2 GT,Desmontable,Doble,Policarbonato,Adultos,Unisex,EPS,NA,NA
2013, 6 Cascos Stealth Kov Certificados Para Moto | Vp Motors ,"5,629",NA,1,6,18 meses,312.72,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,45,https://perfil.mercadolibre.com.mx/VPMOTORSBAJO,https://articulo.mercadolibre.com.mx/MLM-642359904-6-cascos-stealth-kov-certificados-para-moto-vp-motors-_JM?searchVariation=27431996433,31,10,3,0,1,#642359904,NA,"Chica,Mediana,Grande,Extra Grande,Varias,Diferentes",KOV,STEALTH KOV,Stealth,Rebatible,NA,NA,NA,NA,NA,NA,NA
2014, Casco Moto Shaft Troke Certificado Ece Envío Gratis Msi ,"1,690",NA,0,3,18 meses,93.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-690314775-casco-moto-shaft-troke-certificado-ece-envio-gratis-msi-_JM?searchVariation=40158635071,NA,NA,NA,NA,NA,#690314775,Negro,-,Shaft,NA,Stroke sh586,Integral,Simple,ABS,Adultos,Unisex,Poliestireno,NA,NA
2015, Casco Bola 8 + Red Portabultos Regalo ,"1,099",NA,2,100,18 meses,61.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/COMA1712137,https://articulo.mercadolibre.com.mx/MLM-572531895-casco-bola-8-red-portabultos-regalo-_JM,NA,NA,NA,NA,NA,#572531895,NA,NA,Zeus,KINLLEY,Bola 8,Abierto,Simple,ABS,Adultos,Unisex,NA,NA,NA
2016, Casco Cerrado / Integral Gafas Dot Electro Negro Gris ,"1,899",NA,0,100,12 meses,187.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=6hhkajFxgzAdQ8%2FnSvr8xEJTOV03lUm2OK%2BP46CyBkbVGAGvhQWAHge6MeChyYi9OknAJ%2FKenOkjfJHaBH43p8uyLAmseJHW4GsPNVzOqp5brJGuR7bSdhLFLFSMDwG85lgc1Vx%2Bmc%2Byn59zmpmWWVgzpQl5sBJF8Z4AlEl%2FVC6LbCFHXPKGK58sBbJyh20oeghyuLoWmdd2px8TnvjXQQ8MwJPlaQ0o6ifAPVUx0jxgtBNBYH8g9xVCkbGSX3TvkIrUhVuRgVAHrRImr2m84xRMFT8eANoiMN%2Bhh05e5Am3GD5yScOaD1FL52Rp4Ay0T8QkyadPXm1fbniCGQckalIEdEgi6H4oz%2Fx7DZ71P1%2BLYQUVjLSWQWUOO1CeS7iDP7r%2BZqHiZ6Q%2F%2B0cHKmY8NwQVJeQb6WeKUaeILrTY7QEsfNBs9JvdLuA7wuw7poHAkJHa5j7gaoFAIlKpB2QyjPUhvZcj1WBHB5UF2G26aCGMg%2Bov9wDCDoFizLSCC2uVULdxX5kjGbP8Lt0MfnypsSqWMdsTIGwdeDTG36EY9sZQWnX2MiuBWcUUuevX5%2BXqJYL4ZKaRqpJcav7PjZzlPTqYsG%2F8fJw%2FxyFcJY%2F7nNJHAwJPQ4JaLphELeQpVYP%2FlCBnImJt1e1NBx9BlfELw1zvAiYkrzlIBboANQiiRzvTjuJVtqo16pZkAxpK%2BO8minasd20W2DD4W09qRX5sDZu2lqbWM2AzBih03fepcYXdOXDWJz7kze24DJ3MUDeid263GN83oxPjJGCpYBJIWoNDllz7%2Bc4vJmdEXclPF0b15t7XTNIi%2F4Fu%2FdzHC0FqcLgEyu3ZBwmNY30EpnxbdExpgP8h7%2FI%2BBGqoKpejUL0c3xCUwdXuN9t%2F7ko%2FpzYNSudK5rI69Ar3wjDcEziL%2F2szot4XaMqB%2BPVOxA%2BL4Es9ysMivDhlQi4YrNMmIKhmkq19a%2Bw76DwBlDIMV%2Ba8OJ3QEUe1ejkjARfjln0QUuIXekHlIYSbJiLxyxK4ULZLSWI2YCCa%2Bc3zBT8RPAPmahrR4ZtIgzQ0bvCrwqJ8RBMAK5%2FKYGxncb9UrbFNjsqi2ZNHOFbfIE7io%2BFyOOJ8yF2s%2BzV9yqRbtQaZlKbQ%2F5e6IWv26%2B5g%2F71kNz3RB46QWYLpl7b8mdpcnZ8%2FRugmfUkDNXVWMstKXi57SByvaCmzSQ2s1%2BoOQYT1YzII8gcEmX8Q%2F7sLLuS7H%2F7qLQXeuHF6nPbwomy%2FyR7ayVwsUU4bSBGKdoHMNFOoTW7EBqVbLKQ%2FbihFScVR06GZG2bcMtMlIvGdBKZNktBWuepbKkRbptv%2FuLLnA98Y4FCabgmJwpgGLZB63%2Bc3p5XPFMCsns3PPjTapAQ40a8j5JpCwCsVFbsXqvxXmIuYLIQs81HqI5HRakHSZ%2BYTuZKK4goDaCgoIxlB24HoyBaKB%2BTuynughIQGTJlqZso1G%2Fc4UAUA8fsYOqlbIfmkLZkWP7j7xJE4zimau8%2FEzp5tLILcqX0LfTwH%2BXQ9OuA5BcQyQ4uILMQpoWiAtH%2Fm0lfwjJQNPsUqLOudr32vtIesmdRQN3Quppx0S7JRJ9bc2U1%2BykqTIraxk6fvL%2BHJBztlZIE77fVKf5S0t1B58gdB9HtPFbSEkW11xcJwKATfzIBvlAgR2E5GSIEEoSWoDNJMpFqUnFUGCxeb9zv69zpBTcRJyeaNXIFeqyJtRMtdSMISlfLYNWT8MAr9887fBPzOKCLoIrbAS45WqrGUOFrXDSSfRMMI%2Bh5mzn2cur5YgvKYOcPv9ZC%2B%2BpoyfAlGEwp67m58cHwmrKhbITkEBeKP%2BsWoTpMgdryogSQCiGiNuaMopkK0ow%3D%3D,NA,NA,NA,NA,NA,#621857056,Negro,"1,L",Alessia,casco,CAS-VA-01,Integral,NA,Policarbonato,NA,NA,NA,NA,NA
