search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados
1727, Capacete Aberto Feminino Moto New Liberty Three Rosa Tork ,74,NA,4,3,12x,7.16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/JADE+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1199390002-capacete-aberto-feminino-moto-new-liberty-three-rosa-tork-_JM?searchVariation=34412638713,1186,280,102,15,19,#1199390002,Rosa,"56,58,60",Pro Tork,NA,Aberto New Liberty Three,Aberto,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728, Capacete Moto Pro Tork Evolution G5 Carbon Evo Vermelho ,119,NA,3,942,12x,11.37,NA,Envio para todo o país,NA,NA,4.5,75,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-838779829-capacete-moto-pro-tork-evolution-g5-carbon-evo-vermelho-_JM?searchVariation=15978757118,49,17,6,1,2,#838779829,"Vermelho,Amarelo,Azul,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Evolution G5 Carbon Evo,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1729, Capacete Ebf Motard Cros Trilha C/ Viseira Várias Cores ,119,NA,45,12,12x,9.98,NA,Entrega a combinar com o vendedor,NA,NA,4.3,29,https://perfil.mercadolivre.com.br/CACSHOP,https://produto.mercadolivre.com.br/MLB-797303116-capacete-ebf-motard-cros-trilha-c-viseira-varias-cores-_JM?searchVariation=25130731669,15,9,4,1,0,#797303116,Vermelho - Não há,"56,58,60",EBF,Motos,EBF Motard Cros,Modular,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1730, Capacete Moto New Liberty Four Pro Tork R8 Fechado Vermelho ,129,NA,1,299,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORT-PARTS,https://produto.mercadolivre.com.br/MLB-1122970297-capacete-moto-new-liberty-four-pro-tork-r8-fechado-vermelho-_JM?searchVariation=29029066202,NA,NA,NA,NA,NA,#1122970297,Vermelho,"56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731, Capacete Moto Mixs Fokker Gtx Transfer Fosco Preto Com Azul ,154,NA,2,10,12x,14.72,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,29,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1112602074-capacete-moto-mixs-fokker-gtx-transfer-fosco-preto-com-azul-_JM?searchVariation=28315564204,16,7,4,1,1,#1112602074,Preto com azul,"56,58,60,62",Mixs,Classico,Fokker GTX,Cross,NA,NA,NA,NA,NA,1.6 kg,NA,NA,NA
1732, Capacete Automático Feminino Sport Moto For Girls Pro Tork ,62,NA,4,2710,12x,5.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,45,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1173034226-capacete-automatico-feminino-sport-moto-for-girls-pro-tork-_JM?searchVariation=32502834019,26,16,1,1,1,#1173034226,Branco,"56,58,60",Pro Tork,Capacetes,Sport Moto,Integral,NA,ABS,NA,NA,NA,1.07 kg,NA,NA,NA
1733, Capacete Moto G6 Pro Series Fechado Azul - Pro Tork ,154,NA,1,5,12x,12.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PE%C3%87AEMCASA,https://produto.mercadolivre.com.br/MLB-1182027079-capacete-moto-g6-pro-series-fechado-azul-pro-tork-_JM,NA,NA,NA,NA,NA,#1182027079,"56,60",NA,Pro Tork,NA,G6 Pro Series,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1734, Capacete Pro Tork Evolution G4 Las Vegas Moto + Copo ,139,NA,9,567,12x,11.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,330,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-910388062-capacete-pro-tork-evolution-g4-las-vegas-moto-copo-_JM?searchVariation=17465491027,255,50,14,3,7,#910388062,Branco,"56,58,60",Pro Tork,Evolution G4,Las Vegas,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1735, Capacete Nexx Sx100 Core Branco C/ Viseira Sol (agv K3 S700 ,890,NA,1,39,12x,74.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+TOLEMAN,https://produto.mercadolivre.com.br/MLB-978109096-capacete-nexx-sx100-core-branco-c-viseira-sol-agv-k3-s700-_JM,NA,NA,NA,NA,NA,#978109096,"56 - P,58 - M,60 - L,61/62 - XL",NA,Nexx,"Nexx SX100 para Motos Street, Naked, Scooters",Capacete Nexx SX100 Core Edition White (Brilhante) C/ Viseira Solar,Integral,NA,ABS,NA,NA,NA,1550 kg,Micrométrico,Inmetro,NA
1736, Capacete Masculino Moto Motosky Magnum Preto Promoção ,113,NA,3,397,12x,9.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,8,https://perfil.mercadolivre.com.br/SMART_SHOP_ATACADISTA,https://produto.mercadolivre.com.br/MLB-1088687298-capacete-masculino-moto-motosky-magnum-preto-promoco-_JM?searchVariation=26727417821,7,0,1,0,0,#1088687298,Preto-brilhante,"56,58,60,62",Laquila,Magnum,Motosky,Cross,Simple,Material antialérgico,Adultos,Unissex,Material antialérgico,NA,NA,NA,NA
1737, Capacete Moto Th1 New Adventure Fechado Pro Tork ,209,NA,2,2700,12x,19.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1185619470-capacete-moto-th1-new-adventure-fechado-pro-tork-_JM?searchVariation=33454729370,NA,NA,NA,NA,NA,#1185619470,"Amarelo,Amarelo,Azul,Bordô,Laranja,Preto,Rosa,Vermelho","56,58,60",Pro Tork,NA,TH1 New Adventure,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738, Capacete Feminino Sport Moto 788 Amarelo Pro Tork ,64,NA,4,2715,12x,5.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,806,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1173053241-capacete-feminino-sport-moto-788-amarelo-pro-tork-_JM?searchVariation=32504122262,484,190,90,22,20,#1173053241,"Amarelo,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Sport Moto,Sport Moto 788,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1739, Capacete Moto P/ Criança Liberty Kids Infantil Girls C/ Flor ,64,NA,4,1,12x,5.41,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,208,https://perfil.mercadolivre.com.br/VALCOUTINHOVALCOUTINHO,https://produto.mercadolivre.com.br/MLB-1235394413-capacete-moto-p-crianca-liberty-kids-infantil-girls-c-flor-_JM?searchVariation=37550050707,148,39,17,1,3,#1235394413,Preto,54,Pro Tork,NA,Liberty Four,Integral,NA,NA,NA,NA,NA,1400 g,NA,NA,NA
1740, Capacete Moto Infantil Com Viseira Espelhada (azul) New Kids ,85,NA,17,102,12x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,17,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1112395302-capacete-moto-infantil-com-viseira-espelhada-azul-new-kids-_JM?searchVariation=28303927790,14,2,0,0,0,#1112395302,Azul,54,Pro Tork,Kids,New Four,Integral,Simple,ABS,Crianças,Unissex,EPS,NA,NA,NA,NA
1741, Capacete Off Road Moto Cross Infantil Pro Tork Kids Ck 01 ,137,NA,2,97,12x,11.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,231,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1230932845-capacete-off-road-moto-cross-infantil-pro-tork-kids-ck-01-_JM?searchVariation=37092240827,190,27,9,3,2,#1230932845,Vermelho,54,Pro Tork,NA,CK-01,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742, Capacete De Moto Pro Tork New Liberty Four R8 Fechado Crista ,99,NA,19,1,12x,9.55,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KINGSOMDISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1143979129-capacete-de-moto-pro-tork-new-liberty-four-r8-fechado-crista-_JM?searchVariation=30467269927,NA,NA,NA,NA,NA,#1143979129,Laranja,"56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,1200 g,NA,NA,NA
1743, Capacete Moto Escamoteável Robocop Articulado V-pro Jet 3 ,195,NA,7,119,12x,18.72,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1723,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1051884540-capacete-moto-escamoteavel-robocop-articulado-v-pro-jet-3-_JM?searchVariation=24798296644,1244,333,93,23,29,#1051884540,Vermelho,"58,60,62",Pro Tork,Capacete,V-Pro Jet 3 Protork,Modular,NA,ABS,Adultos,Unissex,Não se aplica,NA,NA,NA,NA
1744, Capacete Moto Fechado New Liberty 4 Pro Tork ,67,NA,8,2704,12x,6.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1592,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-978600958-capacete-moto-fechado-new-liberty-4-pro-tork-_JM?searchVariation=20848962702,1056,338,143,32,22,#978600958,"Prata,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 4,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1745, Capacete Moto Robocop Articulado V Pro Jet 3 Protork Azul ,199,NA,136,264,12x,16.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1723,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-930872699-capacete-moto-robocop-articulado-v-pro-jet-3-protork-azul-_JM?searchVariation=18285618932,1244,333,93,23,29,#930872699,Azul,"58,60,62",Pro Tork,V-Pro,V-Pro Jet 3,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA
1746, Capacete Moto Fechado Mt Thunder 3 Branco Vermelho Preto 58 ,499,NA,2,1,12x,41.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAT_BARROS2011,https://produto.mercadolivre.com.br/MLB-1244566072-capacete-moto-fechado-mt-thunder-3-branco-vermelho-preto-58-_JM,NA,NA,NA,NA,NA,#1244566072,cores,58,MT Helmets,Thunder 3,Thunder 3,ESPORTIVO CLÁSSICO/INTEGRAL,Simple,ABS,Adultos,Unissex,Dry-Confort,NA,NA,NA,NA
1747, Capacete Feminino De Moto New Liberty Three Aberto Protork ,120,NA,3,12,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/MOTOPECASCONFIANCA,https://produto.mercadolivre.com.br/MLB-1014060399-capacete-feminino-de-moto-new-liberty-three-aberto-protork-_JM?searchVariation=23016143413,1186,280,102,15,19,#1014060399,Rosa,"56,58,60",Pro Tork,Liberty Three,New 3,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1748, Capacete Moto Pro Tork New Liberty R8 56 58 60 Viseira Extra ,132,NA,106,1499,12x,12.70,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-703808957-capacete-moto-pro-tork-new-liberty-r8-56-58-60-viseira-extra-_JM?searchVariation=34535652711,1407,403,181,62,70,#703808957,"Amarelo,Azul-claro,Azul-escuro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Unissex,New Liberty R8,Integral,NA,ABS,NA,NA,NA,1200 g,NA,NA,NA
1749, Capacete Infantil Trilha Off Road Moto Cross Ck-01 Pro Tork ,119,NA,2,11109,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,231,https://perfil.mercadolivre.com.br/BONYNYMOTOPECA,https://produto.mercadolivre.com.br/MLB-1237331196-capacete-infantil-trilha-off-road-moto-cross-ck-01-pro-tork-_JM?searchVariation=37703617229,190,27,9,3,2,#1237331196,VERMELHA,NA,Pro Tork,NA,CK-01,Cross,NA,NA,NA,NA,NA,1400 g,NA,NA,NA
1750, Capacete Sport Moto For Girls Pro Tork ,64,NA,32,2736,12x,5.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,45,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-970352597-capacete-sport-moto-for-girls-pro-tork-_JM?searchVariation=20164434462,26,16,1,1,1,#970352597,Branco,"56,58,60",Pro Tork,Capacetes,Sport Moto,Integral,NA,ABS,NA,NA,NA,1.07 kg,NA,NA,NA
1751, Capacete Moto Peels Spike Robot Ciano Cb Xre Mt 03 Axxis/ls2 ,216,NA,7,4,12x,18.01,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-901585077-capacete-moto-peels-spike-robot-ciano-cb-xre-mt-03-axxisls2-_JM,1,0,0,0,0,#901585077,"58,60",NA,Peels,Spike,Spike Robot,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA
1752, Capacete Fechado Moto Nos Ns3 Branco Pro Tork ,127,NA,5,2714,12x,12.14,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-928760147-capacete-fechado-moto-nos-ns3-branco-pro-tork-_JM,NA,NA,NA,NA,NA,#928760147,Preto (NS4),"56,58,60",Pro Tork,Capacetes,NOS Evolution,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1753, Capacete Moto Fechado R8 Protork Top #touca # Viseira Fume ,131,NA,2,299,12x,12.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1241475409-capacete-moto-fechado-r8-protork-top-touca-viseira-fume-_JM?searchVariation=38031053180,1407,403,181,62,70,#1241475409,"Rosa,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,Abs Injetado,Adultos,Unissex,Forro Anti-Alérgico,NA,Micrométrico,Inmetro,Urbano
1754, Capacete San Marino Masculino Feminino 56/58/60 Pro Tork ,65,NA,2,598,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=23u1GINSvhTxFmcnPoxc9wbt3cEU05p6u6SHnA9slDaEAn4%2BfASu9Ezap6ujCNqBpt11aVa%2BfWdtNfqq0Sd5EM1uu%2FQiL6zzQsg0xXqCbnYKc4hWYMGb47ephltl1%2FTGdrgOc16OhN9x7wFJxp06YWE9hJIztIa39WASiaLBUrc9pLIjPVoXjDUMXnCubGT2pj0usZ9a3qE2dPp%2FKkn8TT1hOGpexQgIyMadbK%2Bx6LZXOOGBxAUHmuAjtaXm6U9PxHLLk%2FcEfnZgCeckNjmLigyGMRAuwNurMqn6%2BHT2TXHInDY5kQZEvN7OzE2VqauC2YbPknB2u07SkHJEsdCkyVZh347ym10JCzSODzutOry2M5TfPyR4uaEqEvCF6qaDZELVgJpTcGQnS4SHHvWtea5U6DOtwIymQMjBCJWLOT2ngYTuDF8jcrPz5VNq8b2tLK4HEqymu6%2Bv%2BNBEKoeOzu280d9J%2BnVjo6Ys2RC%2Bfea7a7PwzG8Ak5bRSLjAdxQbY0vHir%2BzSqfPoOJOYWyuZlcPqTIciTIfEAlcDbkPplLm6%2Bhs5%2FgqtljDo9oqpekzVwDqUqSyzidhNtc3k0I2YZioYYFp5LkNg28sbo9DrvRsQNUPZ7kM5CzXJNM6OU3gFrWcW8BwdsyxC9MibyBe4ZrQ1BHyt7w8uS%2B5kYLClaZHrZ6ZafjOlAGFc%2BS17swu8re8v03TjxUIfa3hncUKPjPkxOGNxbV%2FAbLWb1Pn2pDlCAPmYn0LidnQQ%2BwzuKuQTTfXad8%2F9XLQzJrTOzesWwZFk4196jOVnXo2wfQU27CVQuL0tyLpNmQ7hGz6d9%2FSfdaLwSLsjmPUE5zCN09eB%2FMo27yAjYfwANA4%2Bmazgvxg2cBjqd9FDpqu9Awk80Zd4BJqO4QGJX0GDakd20iIXlqUHRW%2B98m3uyIYS7%2Boi0rcbPqGl2iygZ7saVuXIzGlQWkO0ZMa32Ak7WKHUG57FKmvzmsllowhA0w9gO0JG%2FecvRwQnu33FoNcMN6MCpMzEPXRxYQSiRpx6D9vddlIj8eA76v79UE3eOQgSrfOEH9KC4FEB93118jNXaCDPkAFDFreT%2FSdAZUGzNy1gAUlqFZg%2FkdiwzWZb4UQOlUAc32jv4zvC88No1p5izkIT1CnPqdfbLEzsC19aKvK8Kuyg4jbnoE%2Fl2Qx9W4yaVr%2B5UujfKj46xu43IxLtg84830%2FxJan6YOD6nyj4le3%2BmIZsYJLXIoNjinER7SfhStfxfLpX6awx2kuJezDgMJ3OHQdii0ZYiW1rhKEK0bIejUKg9r%2FFpKewdWZfJzQBF%2BdhOyHE%2Fbfy%2BqJKtEXEOcHEnL%2FkHuls5A98bYxMMcqXEyluxa2Eb0%2FXw6hKXT8rF%2Be0cEvDE7NHZ43BtuRPSISa8NpSg6kDnGpv6IgeERSs7TNFP%2BKBImMhi4R%2Beiv%2BulzQqYfte1SU37ztY0u1u9gWPivQrk0NdyR84hEuvy7ZaPTD703%2FoE%2FF49RqzaSYCb1X3FSkJIBHH%2B5kxbtW4rIg1fB5zRrAS%2BTQoY%2FxJafjL00StGTjSQittN28GBd3xo%2F%2BpOXUAkJZyyEV%2Fb98o9Ucz3mh%2BRFey5eKrMxP6HBIS4LO4JP%2F%2BaR9h4JOgW3wwhd%2FWsBmqViFTBmkgde7WSO5wV4mM%2FDoCRPyqz4M5gMjGcEuX4XxLA0ZnnE6XG0yOInX2wKvdBkcmCsdkZC6GqYWHpuYRFuQ0wxJGaVYxQKFApTkBdcd%2FIm31Za40RMkPA8KjfWWBLP0NCLm1Zuy4YD%2Fm2rAIygigkBWzfqmLR4jmFaYmHC3S%2FLoVo9L1vYEqvaD0s275c0iJ9PFnIovlc1Zpn%2FJJVUK0LFloYHV%2BBvB3HcQeSoXCl4t7cS%2FDb4nxfmYSuW6U2eumFXswu%2Bb1n%2FLc%2B%2FGqq7oTPZWtqfbhw043NpQII%3D,NA,NA,NA,NA,NA,#1245212793,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA
1755, Capacete De Moto Mixs Fokker Paint Várias Cores ,119,NA,85,9,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,44,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-877187974-capacete-de-moto-mixs-fokker-paint-varias-cores-_JM?searchVariation=32067630022,23,16,3,1,1,#877187974,"Preto-fosco,Butterfly,Jokker,Negro Brillante,Paint Prata,Paint Vermelho,Preto-fosco,RPM,Selecione a cor entre as opções","56,58,60,62",Mixs,Capacete,Fokker Paint,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
1756, Capacete Moto Fechado Pro Tork Nos Evolution G6 ,129,NA,848,2699,12x,10.75,NA,Envio para todo o país,NA,NA,4.5,90,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836775788-capacete-moto-fechado-pro-tork-nos-evolution-g6-_JM?searchVariation=23837597542,60,18,10,2,0,#836775788,Azul-claro,"56,58,60",Pro Tork,Capacetes,NOS Evolution,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1757, Capacete Moto Pro Tork Feminino R8 Camaleão + Brinde ,126,NA,2,300,12x,10.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1250942328-capacete-moto-pro-tork-feminino-r8-camaleo-brinde-_JM?searchVariation=38728051557,1407,403,181,62,70,#1250942328,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,ABS Injetado,Adultos,Unissex,Forro Anti-Alérgico,NA,Micrométrico,Inmetro,Urbano
1758, Capacete Moto San Marino Taurus Motoboy Automático E Brinde ,119,NA,7,200,12x,11.37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1062508551-capacete-moto-san-marino-taurus-motoboy-automatico-e-brinde-_JM?searchVariation=25329016202,NA,NA,NA,NA,NA,#1062508551,Branco,"58,60",Taurus,Automático,San Marino,Cross,NA,ABS,NA,NA,NA,NA,NA,NA,NA
1759, Capacete Feminino Moto Mixs Fokker Racing Girls Transf Fosco ,119,NA,19,6,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,212,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-955227954-capacete-feminino-moto-mixs-fokker-racing-girls-transf-fosco-_JM?searchVariation=32535053932,155,30,16,1,2,#955227954,Preto com azul,"CLIQUE NA OPÇÃO DISPONÍVEL,56,58,60,62",Mixs,2018,Fokker Racing Girls,Integral,NA,ABS,NA,NA,NA,1.6 kg,NA,NA,NA
1760, Capacete San Marino Pro Tork Masculino Feminino 56/58/60 ,69,NA,2,10794,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=eVXe784CXVcYJ4KiSGxIZo%2Fvm2EDeGMW4a0PX4O8OVv68X3DxVcwQLykwN5N9a%2FFpBNkCdKXnyLnccplyp6epIXJboOIvRrPKMOufOfKTmIn9s74iYZCi5z9ekp9WgC6COqfg6czy3mj8sApi9WbXx%2B0AyTLO70biOC4v84GzK9Br1%2FwwXx2qJ9%2FgRFB5KyetS5KZTEMvzIk%2FsoohonpCf99xos6T%2FwDqH51Sd4BSJtlgJ6FEj%2FnZu%2BpAt1zKy5T8vgSvwujNJzykfpd1SKwBH4Deg3EK2T0JVH7nmUPYKwIDyE2gef25kapmp%2FurJ2gJqLyTZbMZxP1Rbyw2GrfeYfIPHXxOw%2FRiztkwm1bpvW3motrjem6nNL2atzPmH4wwWKWpwhEec1mUK5fbmUfgpsTZJrsWxAMYBk0XJTJks0aR3o3fT0XBz5HVo9F%2F5yro33HSmPJy0JONni1tLK9AjpVN%2FoSXDKv%2BXcqzCjMmD%2BLs9nFgMqwbwUmHT9MpmPxahqiITO8EuDkmjmLOZeBHxvDcsv152nEDdhykagtoBnJMy9%2FPK2GyO3dtfAi2hrAl39WssToyCSZspumniwpqtQ0tsiEXmKtPMSpP%2BH4CmLJM7uaeJ8nPUXYPbqbU6fOMMQGU9%2B26nwy2Mu49psWs1RKQ6ABGscOVqCQWoBrAv7TIuqCqVaWxSy53%2B%2FwwviSB6ttBYK9woYO1A00%2FaJsLk1rq65lq8Jg0sFnahhz2v71LzzG5PxdoBRVNpryNm00vf8fQN%2B1JYGKIqmbgaTd%2BD7TlwjkHnvZ6MI52p0Zg6ZTPAnroY8oM06G%2FgLhW9WJCpr19J%2FAWiHaXVb%2BIYNfdJkqNrVrfRwS7nRHvy0fkT%2BtobbKpzfUo%2FVeWXdj9EZsQ7df%2F6dVuL%2BAJ9CyLxniHF%2F6xGnt7HpK3yVP2U2bsZazv2KD6WqhNKr%2Fr2DbbNCL5bfVaFYCEoUtfHbB8kZKax1YKqBm5p4URkgxWBbCKQjAb8pf%2BsU9y2SLcDnqTNACY0BX8ZZc2oaEyN2mX%2FvFMtI15GpQnbwcW92GwF6s5nVaS55infYx2yKZ6Do%2BAUv4kSo3AtzCWHHtvxqidgqn8QZr8zqYCtGQPszQX5ylbVQ%2BjYmNJ5%2FE%2BDcR8tMEnXzxpZ2fjORFvZzjuUgBrzv2H41usgAm6mogzhVjG3ppTMh9geYz5s%2BgfMYtOVTsxbUUeYOr9Ksf2EMbpkuJ65uZyPETBvPZBEUJiTIm3%2Bm15mOjG1yuwgW4womQFcf%2BWnnLq9LF5AkUroHv%2BHmMwss5NgGCIH1PyLFiEwX4gpYd3B6fu8TIfzm5Q0G46HaXIkZFV32SxgSVr0s565GURwZmwse9wTr6%2FYZ3dQJZ9znj%2BSKRQIqNxMlFFgXXYFBajKTgdmUsGIVW%2B9HVVXzacemZTiIN%2B9PV1WkjMTGOJ4PlTY5dNzAcz5pOkHO0CmbNewyUkI%2BLi4hpEMAy%2FZpho3Wl4YqG8jYAsZv%2BCv%2Bfz%2FB%2B2orihAaXFEnjKoL0CNnGkZ6PuyJ2RwOxFhjz%2B%2FNxeLIP%2FwtkYc9TjhQN2Yf1iHagDFIztngyh9gE%2FCJpzOBqDAxHkOELa7u5Bq7Negax9AU11pYZglXG8MWRxXIXFJUg4hpcm1zakBC5iO%2FbWdyDZAySvIbDeggXMoSaWZmh4Dm%2FwEMrzHnHsWEcmb8gbbpu7vlGHOuZL7pNrPh3sZDvFZqsmoRil6a2y9sODsG5qLVWBj4nUd5Fl3spLCSP7%2BSnaFbLVmqzCQgMNU%2B3AxsZiuyUmAcUQ%2BaitL8FuLAXmxjf2fhBhMMMN3mrqlwgu5NgLTyrAsyO%2BBccgbsg1cPQHnAFt0YhEib24lm7EDU%2BiuUeoVlN5NJJEdPfthfDmIlYGWuJ4qgpf4QeAzhwPllPgj5riWRln2EMS%2F0%2FiuPc8Ksosv0d,NA,NA,NA,NA,NA,#1220976272,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
