search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados
923, Capacete Moto Pro Tork New Liberty 4 ,59,NA,21,2724,10x,6.70,NA,Envio para todo o país,NA,NA,4.5,1592,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836742167-capacete-moto-pro-tork-new-liberty-4-_JM?searchVariation=15950783622,1056,338,143,32,22,#836742167,"Amarelo,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 4,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
924, Capacete Moto De Mulher R8 Fechado Rosa Com Viseira Cristal ,144,NA,8,187,12x,12.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1235754651-capacete-moto-de-mulher-r8-fechado-rosa-com-viseira-cristal-_JM?searchVariation=37573246756,1407,403,181,62,70,#1235754651,Viseira Cristal Transparente,"56,58,60",Pro Tork,NA,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,Micrométrico,Inmetro,Urbano
925, Capacete Moto Taxi Amarelo San Marino Grafic Original Taurus ,138,NA,20,12,12x,13.19,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,298,https://perfil.mercadolivre.com.br/ATACADOMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1137958821-capacete-moto-taxi-amarelo-san-marino-grafic-original-taurus-_JM?searchVariation=30119334343,234,49,8,5,2,#1137958821,Amarelo - Preto,"58,60",Taurus,Urbana,San Marino,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
926," Capacete De Moto Masculino Gospel Branco Nº56,58,60 Promoção ",136,NA,28,1173,12x,11.39,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,64,https://perfil.mercadolivre.com.br/ATACADISTASMARTSHOP,https://produto.mercadolivre.com.br/MLB-918543225-capacete-de-moto-masculino-gospel-branco-n565860-promoco-_JM?searchVariation=17797852966,41,16,6,0,1,#918543225,Branco,"60 cm,58 cm,56 cm",Pro Tork,Evolution 3G,Evolution Gospel,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
927, Capacete Evolution Fechado Moto 788 G6 Speed Evolution ,139,NA,14,1,12x,11.65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,38,https://perfil.mercadolivre.com.br/PFSOLUCOESEIRELI?brandId=2047,https://produto.mercadolivre.com.br/MLB-1199359973-capacete-evolution-fechado-moto-788-g6-speed-evolution-_JM?searchVariation=34410675010,32,2,1,1,1,#1199359973,Amarelo,"56,58,60",Pro Tork,NA,Evolution G6 Speed,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA
928, Lindo Capacete Feminino Moto G6 Protork Preto Fosco Rosa ,119,NA,16,102,12x,11.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1049439420-lindo-capacete-feminino-moto-g6-protork-preto-fosco-rosa-_JM?searchVariation=24676686457,1,0,0,0,0,#1049439420,Rosa,"58,60",Pro Tork,Capacetes,Pro Neon,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
929, Capacete Moto Axxis Snake Preto Verde + Viseira Extra ,478,NA,4,67,12x,39.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1147345808-capacete-moto-axxis-snake-preto-verde-viseira-extra-_JM?searchVariation=30663126861,NA,NA,NA,NA,NA,#1147345808,Preto,"56,58,60,62",Axxis,Axxis,Eagle Snake,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
930, Capacete Moto Preto/cinza G6 Masculino Pro Tork Promoção ,119,NA,141,1988,12x,11.37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,15,https://perfil.mercadolivre.com.br/ATACADISTASMARTSHOP,https://produto.mercadolivre.com.br/MLB-918544256-capacete-moto-pretocinza-g6-masculino-pro-tork-promoco-_JM?searchVariation=32693546821,11,3,1,0,0,#918544256,Cinza,"G6 Neon Preto/Cinza,58,60",Pro Tork,G6 Pro Neon,G6 Neon,Aberto,Simple,fibra,Adultos,Unissex,tecido em poliester,NA,NA,NA,NA
931, Capacete Moto Feminino Peels Spike Veloce Branco Rosa ,215,NA,24,95,12x,18.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,96,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-968386867-capacete-moto-feminino-peels-spike-veloce-branco-rosa-_JM?searchVariation=32959864972,60,23,7,4,2,#968386867,Branco-brilhante - Rosa,"56,58",Peels,Spike,Spike Veloce,Integral,Simple,ABS,Adultos,Unissex,Revestimento interno em tecido antialérgico removível e lavável,NA,NA,NA,NA
932, Capacete Sm Moto Pro Tork Sport Moto 788 Marino Automático ,66,NA,15,1,12x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,806,https://perfil.mercadolivre.com.br/PFSOLUCOESEIRELI?brandId=2047,https://produto.mercadolivre.com.br/MLB-1199581551-capacete-sm-moto-pro-tork-sport-moto-788-marino-automatico-_JM?searchVariation=35095427151,484,190,90,22,20,#1199581551,"Preto/Branco,Preto/Rosa","56,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA
933, Capacete De Moto New Four 4 Preto Fosco Preço De Atacado ,57,NA,70,162,10x,6.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,208,https://perfil.mercadolivre.com.br/ATACADISTASMARTSHOP,https://produto.mercadolivre.com.br/MLB-1002355252-capacete-de-moto-new-four-4-preto-fosco-preco-de-atacado-_JM?searchVariation=22389055437,148,39,17,1,3,#1002355252,"Preto-fosco,Azul,Branco,Prata,Preto-brilhante,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,New Liberty,Liberty Four,Integral,Simple,fibra abs,Adultos,Unissex,tecido em poliester,NA,NA,NA,NA
934, Capacete Motos Ebf Modelo Spark Black Edition Tam 56/58/60 ,119,NA,58,4,12x,9.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,94,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-790658643-capacete-motos-ebf-modelo-spark-black-edition-tam-565860-_JM?searchVariation=24848905068,67,18,6,1,2,#790658643,"PRATA / 56,PRATA / 56,PRATA / 58,PRATA / 60,PRATA / 61,Rosa / 56,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Verde / 61",NA,EBF Capacetes,NEW SPARK,New Spark Black Edition,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
935, Capacete Moto Infantil Viseira Iridium New Liberty Branco ,119,NA,7,594,12x,9.92,NA,Envio para todo o país,NA,NA,4.6,1024,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114400547-capacete-moto-infantil-viseira-iridium-new-liberty-branco-_JM?searchVariation=28423910239,744,190,62,11,17,#1114400547,Branco,54,Pro Tork,New Liberty,New Liberty 4 Kids,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
936, Capacete Moto Gospel Jesus Preto Branco Pro Tork ,119,NA,6,25,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1113779402-capacete-moto-gospel-jesus-preto-branco-pro-tork-_JM?searchVariation=28381133642,NA,NA,NA,NA,NA,#1113779402,Preto,"56,58,60",Pro Tork,Evolution 3G,Gospel,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
937, Capacete Aberto New Liberty 3 Moto Motociclista Promoção ,57,NA,10,290,10x,5.79,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/CIADAMOTO2,https://produto.mercadolivre.com.br/MLB-1287780490-capacete-aberto-new-liberty-3-moto-motociclista-promoco-_JM?searchVariation=41371689886,1186,280,102,15,19,#1287780490,Preto-brilhante,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto,Simple,ABS,Adultos,Unissex,Poliestireno,NA,NA,NA,NA
938, Capacete Moto R8 Viseira Camaleão + Viseira Transp Pro Tork ,132,NA,5,1766,12x,11.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1215151960-capacete-moto-r8-viseira-camaleo-viseira-transp-pro-tork-_JM?searchVariation=35571992058,1407,403,181,62,70,#1215151960,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul Claro / 56,Azul Claro / 58,Azul Claro / 60,Azul Escuro / 56,Azul Escuro / 58,Azul Escuro / 60,Laranja / 56,Laranja / 58,Laranja / 60,Prata / 56,Prata / 58,Prata / 60,Rosa / 56,Rosa / 58,Rosa / 60,Verde / 56,Verde / 58,Verde / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,NA,R8,Integral,Simple,ABS Injetado,NA,NA,Forro Anti-Alérgico,NA,NA,NA,NA
939, Capacete Moto Feminino Peels Spike Tropical Flores ,215,NA,5,50,12x,18.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-1201166202-capacete-moto-feminino-peels-spike-tropical-flores-_JM?searchVariation=34520797196,NA,NA,NA,NA,NA,#1201166202,Preto-fosco,"56,58",Peels,NA,Tropical,Integral,Simple,ABS,Adultos,Unissex,Revestimento interno em tecido antialérgico removível e lavável,NA,NA,NA,NA
940, Capacete Moto Tricomposto Ls2 Ff397 Wavy Vrm Viseira Solar ,1100,NA,2,2,12x,91.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GENERAL+MOTOS-OFICIAL,https://produto.mercadolivre.com.br/MLB-1107650168-capacete-moto-tricomposto-ls2-ff397-wavy-vrm-viseira-solar-_JM,NA,NA,NA,NA,NA,#1107650168,- - -,60,LS2,FF397,Vector,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
941, Capacete De Moto Mixs Fokker Paint Modelos ,119,NA,40,258,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,8,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-878641693-capacete-de-moto-mixs-fokker-paint-modelos-_JM,2,3,3,0,0,#878641693,"Butterfly 56,Butterfly 58,Butterfly 60,Jokker 56,Jokker 58,Jokker 60,Jokker 62,Paint prata 56,Paint prata 58,Paint prata 60,Paint prata 62,Paint vermelho 56,Paint vermelho 58,Paint vermelho 60,Paint vermelho 62,Preto brilhante 56,Preto brilhante 58,Preto brilhante 60,Preto brilhante 62,Preto fosco 56,Preto fosco 60,Preto fosco 62,RPM 56,RPM 60,RPM 62,Selecione a cor e tamanho do capacete entre as opções e informe a cor da viseira espelhada nas perguntas ou por mensagens",NA,Mixs,Capacete,Fokker,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
942, Capacete Moto Aberto Mulher New Liberty 3 Pro Tork Rosa ,74,NA,14,53,12x,6.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-932302382-capacete-moto-aberto-mulher-new-liberty-3-pro-tork-rosa-_JM?searchVariation=18383669706,1186,280,102,15,19,#932302382,Rosa,"56,58,60",Pro Tork,New Three,New Liberty 3,Aberto,Simple,ABS,Adultos,Unissex,EPS,1100 g,NA,NA,NA
943, Capacete Moto Mixs Fokker Paint Prata ,119,NA,13,30,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1012313228-capacete-moto-mixs-fokker-paint-prata-_JM?searchVariation=22915802333,NA,NA,NA,NA,NA,#1012313228,"56,58,60,62",,Mixs,Capacete,Mixs Fokker Paint Prata,Integral,Simple,ABS,Adultos,Unissex,NA,1.6 kg,NA,NA,NA
944, Capacete De Moto Mixs Fokker Paint Varios Grafismos Promoçao ,119,NA,55,262,12x,11.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,4,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-691456022-capacete-de-moto-mixs-fokker-paint-varios-grafismos-promocao-_JM,2,1,1,0,0,#691456022,"Butterfly 56,Butterfly 58,Butterfly 60,Jokker 56,Jokker 58,Jokker 60,Jokker 62,Paint prata 56,Paint prata 58,Paint prata 60,Paint prata 62,Paint vermelho 56,Paint vermelho 58,Paint vermelho 60,Paint vermelho 62,Preto brilhante 56,Preto brilhante 58,Preto brilhante 60,Preto brilhante 62,Preto fosco 56,Preto fosco 60,Preto fosco 62,RPM 56,RPM 60,RPM 62,Selecione a cor e tamanho, entre as opções disponíveis",NA,Mixs,Capacete,Fokker,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
945, Capacete Moto Feminino Peels Icon Tecno Gsxr Cb Hornet 600cc ,338,NA,8,3,12x,28.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1159142972-capacete-moto-feminino-peels-icon-tecno-gsxr-cb-hornet-600cc-_JM?searchVariation=31452947872,NA,NA,NA,NA,NA,#1159142972,Preto - Magenta,"56,58",Peels,Icon,Icon Tecno,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA
946, Capacete Moto Escamoteavel Robocop - Tam 56 58 60 62 Protork ,374,NA,16,187,12x,31.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,355,https://perfil.mercadolivre.com.br/CRMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1026729542-capacete-moto-escamoteavel-robocop-tam-56-58-60-62-protork-_JM?searchVariation=23629117934,234,72,29,15,5,#1026729542,Preto,"56,58,60,62",Pro Tork,Capacete,Attack,Aberto,Duplo,ABS,Adultos,Unissex,NA,1600 g,NA,NA,NA
947, 2 Capacete Moto Masculino Cores Variadas Preço De Atacado ,143,NA,6,1921,12x,11.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1563,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1220817514-2-capacete-moto-masculino-cores-variadas-preco-de-atacado-_JM?searchVariation=36089176073,970,338,149,57,49,#1220817514,"Azul,Branco,PERTO FOSCO,PRETO COM ROSA,PRETO COM VERDE,PRETO COM VERMELHO,Preto com Branco,Preto-brilhante,Rosa,Vermelho,preto com verde","56,58,60",Pro Tork,NA,Sport Moto,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
948, Capacete Moto Ls2 Ff324 Buss Articulado Viseira Solar ,1100,NA,2,7,12x,91.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GENERAL+MOTOS-OFICIAL,https://produto.mercadolivre.com.br/MLB-1173167792-capacete-moto-ls2-ff324-buss-articulado-viseira-solar-_JM,NA,NA,NA,NA,NA,#1173167792,- - -,"54,56,58,60,62,64",LS2,NA,Rapid Buss Preto Titan Azul FOSCO,Modular,NA,NA,NA,NA,NA,NA,NA,NA,NA
949, Capacete R8 Pro Tork Moto ,105,NA,678,9979,12x,10.04,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1592,https://perfil.mercadolivre.com.br/SPORTRACER,https://produto.mercadolivre.com.br/MLB-755177798-capacete-r8-pro-tork-moto-_JM?searchVariation=25189546547,1056,338,143,32,22,#755177798,VARIAS,56-58-60,Pro Tork,New 4 Four,New Liberty 4,Integral,NA,ABS,NA,NA,NA,1200 g,NA,NA,NA
950, Capacete Moto Fly F-17 Preto Feminino E Masculino Custom ,119,NA,48,5,12x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,7,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-818963111-capacete-moto-fly-f-17-preto-feminino-e-masculino-custom-_JM,4,3,0,0,0,#818963111,"58,60,61",NA,Fly,F-17,F-17,Aberto,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA
951, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Verde ,120,NA,11,1795,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1060825831-capacete-moto-fechado-r8-viseira-fum-pro-tork-verde-_JM?searchVariation=25240109576,1407,403,181,62,70,#1060825831,"Verde,Amarelo,Azul,Azul-claro,Cinza,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
952, Capacete Moto Articulado V-pro Jet 3 Escamoteável Robocop ,204,NA,73,99,12x,17.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1723,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-928510292-capacete-moto-articulado-v-pro-jet-3-escamoteavel-robocop-_JM?searchVariation=18228056257,1244,333,93,23,29,#928510292,Vermelho,"58,60,62",Pro Tork,Capacete,V-Pro Jet 3 Protork,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
953, Kit 2 Capacetes Moto Aberto Protork New Liberty Three 3 Novo ,179,NA,44,2975,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/ON+MOTOPARTS,https://produto.mercadolivre.com.br/MLB-1139999851-kit-2-capacetes-moto-aberto-protork-new-liberty-three-3-novo-_JM?searchVariation=30241925942,1186,280,102,15,19,#1139999851,"Fosco,Amarelo,Azul,Branco,Fosco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,CAPACETE,New Liberty 3,Aberto,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA
954, Capacete Moto Custom New Atomic Vintage Branco Azul Tork ,210,NA,10,10,12x,20.07,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,87,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-754860695-capacete-moto-custom-new-atomic-vintage-branco-azul-tork-_JM?searchVariation=19390422291,64,16,6,1,0,#754860695,"56,58,60",NA,Pro Tork,NA,New Atomic,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA
955, Capacete Aberto New Liberty Three 3 Moto Pro Tork Branco ,65,NA,48,53,12x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/TOPMOTOO,https://produto.mercadolivre.com.br/MLB-1018000303-capacete-aberto-new-liberty-three-3-moto-pro-tork-branco-_JM?searchVariation=23210562658,1186,280,102,15,19,#1018000303,Branco,"56,58,60",Pro Tork,ABERTO,New Liberty Three,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA
956, Capacete Moto Pro Tork R8 + Capacete Infantil + Brindes ,219,NA,4,595,12x,18.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1175356278-capacete-moto-pro-tork-r8-capacete-infantil-brindes-_JM?searchVariation=32713033661,NA,NA,NA,NA,NA,#1175356278,Verde,"56,58,60",Pro Tork,NA,Liberty,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
957, Tático Goggles Militar Motocicleta Máscara Proteger Capacete ,67,NA,31,296,12x,5.65,NA,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/WANGQINBR,https://produto.mercadolivre.com.br/MLB-1188152215-tatico-goggles-militar-motocicleta-mascara-proteger-capacete-_JM,NA,NA,NA,NA,NA,#1188152215,NA,NA,cc,NA,Tactical goggles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958, Capacete Moto Pro Tork Infantil Liberty Four Kids ,99,NA,51,2,12x,8.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,455,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-827775091-capacete-moto-pro-tork-infantil-liberty-four-kids-_JM?searchVariation=25141291435,336,77,32,6,4,#827775091,Amarelo,54,Pro Tork,Infantil,Liberty Four Kids,Integral,NA,ABS,NA,NA,NA,0.925 g,NA,NA,NA
959, Capacete Moto San Marino Automático 788 Masculino/feminino ,70,NA,NA,56,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2FSKacULfHpo9EJJy9X%2FjWGOSExZ%2Fc430aK9LW9Fenw6EqKEzQ%2Bu0vq5Zy88WF51Bq4MPyf58%2B%2Fm1kVRSEJlqT1aKnz1P8DpzIgZVYTIj1dL5dKNif31iiIhgIhP61d5auT%2F5zlVsHYFNKpea%2BITL1He%2BWot5IYG8tP%2FzBD3pwyQCjwVy5JgxBTmgu%2BHY9ArO5w7kcSB3b5cZ9Df%2FRdfqGWdcBQWaQB86yqc9%2BUu59L80b%2BXdw%2BxMqzZLkdg8Jy8Esb7qV%2FSRMoFR9x1Rowphcc7QK4fjqVMsggACeQ%2FPfsgiIsqww1so0893DOfQtU7hZwZFufmHZbcl1xtz8jRJ7pxbrCNnhx2xzRDx3T91AxNJsKKYhWjdzy9F7odLGbHKa32z%2FaTv8Q5ywt4aAT9oFEhAQUn0IsazyrKE4PZdaW3XeL8WboLRj1poR6YwPNAE1AunUkTakuXZimjqCey2SVpcvrAHoJfmp5kXNjcJJbkd8b2OShuJCItORCXrvFghgghI%2B%2Bh1%2BbgZ0pFEOrz6mUaKLS8nkxirPZfHtH9zVaDWcP2sjRSZwu9AZ4ogGl8cv61nrVT%2Fm9pR6qHlkK5gkTi2%2FkNuYgv0N7PjPEcQks3jEQkLtx72PIptpMgqk1I6EvAK5r5QmNFWPLOSPy3H98mE%2F0AuPAOyAaocKXDTceoTowLRmap%2FXDkLGRfSZelI73%2Fq8QoyU%2FPP%2BpBpzDpjKJyg0CliY%2BuAg3oniyLyfecSjTg0goe8jYxX5FJP29c2kHgdLXArI65nNq0o1Eag5%2FdahAXRnamhEaJJf7KkX8I9W26FnI8Rr%2FGfVhODesLRpruzeerp7BwlycHASafBh%2B50yQnBPJc%2FByq51L8N%2Bk484ViSeOSSFQVtctgrEUUdNCOvGSyxmghdo23JTuADqNQ%2B7RDtdabMEiOipSANDyQa%2FV4DFxWwdVQBhXRoAUgESFpRsWA04i9QdpLxq83Xkb4KvS3NMYEAWX905bC%2B%2FFpiM7g8aqv%2Bnxz%2BYWSabBm0s38JJGIXd2vSsakAe0FQPR%2FQGO1CXeDvy0VK0BFGDUIFCZPxYzww0uL6rz1tdlD1bmmpercNDmKzqLfZF1pK79ImFTp3LmZxTfu%2BYYKFMwfMeWromMyuX0NP5xLG9W1AcGlaPxgy0EFwYv8%2BHFuTQvZolmtlxdUCJwVdFkER6qts5XlZFW6z6uREzMOwdQf1tTKhpkhKZByyyes4mvTZOtxRIH2mv4mt5Ua6Ss18SIClsvK18vJ%2BKCHYAwx49CMbrNyD7vDP1uyMGOswm77t%2FwFWK%2B0u2UkQt79bt6zPtG7T19tQUsjKHthUcxJgScN0YLhMabTUcMQQOX5dEi%2FYdpoORv%2Fbl%2FA%2BwKfxaaUpbL6fzl%2FYhwPk7rZJuUWZ43nzXhMaANeFmFiay9%2BUk4obj6RUFzD6ravjQ6068ApJIZAc4ZKEs3CEALqJ6%2F0b6dRG1KLn2xZ7RtgEeuhybIJtXu2bGkbrLc1quHNfzXAJzMPgZcl1y7IkRwQavWaOvHg%2BWFVstG92iPGPg0h5qqMzHt7ua6LxdJD9f2wGTB4iA9bUbM%2FFbVMEOay%2F9fKAfnpopLQri0iXbvPbpeUzdBLiOYFgzH%2BFe3skrOixLG8NXHd3WxFXMCotrGmVw2HWnAjUN8ljqOccHN3Z9LfI%2FXqMyqhbicVGgTUvJtMdt%2F7F5mHOANYy2mN9SMPxS5L4jHMfbFQgfI56IfXZ1iZwWKkTgbDZSuENdq1A9Ie9JdzIKS0ki8dPpe2dTt0b9Ma3rJUQ5KI5W4ne6GZ%2Bx%2BIdOPCJpkmv6lKI%2F6dlzVatG%2BjKx3jlqFzXDZO4Ud0f5XCIyrjxcWu5ZCGHt2Tdtm%2FO1%2BbDtwphlo%2B4zKXMhLCJ5%2B6K6DGKfPs8T8hkeMVx8Fut7AVM1J6t2zZIO5oDslPQuVFx,NA,NA,NA,NA,NA,#1281299739,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
960, Capacete Moto Custom New Atomic Skull Riders Fosco Pro Tork ,219,NA,4,12,12x,18.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,440,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1216752657-capacete-moto-custom-new-atomic-skull-riders-fosco-pro-tork-_JM?searchVariation=35699210943,314,84,26,10,6,#1216752657,Preto com lista Prata,56,Pro Tork,NA,New Atomic,Aberto,NA,Policarbonato,NA,NA,NA,NA,NA,NA,NA
961, Capacete Motos Ebf E8 Rocop 56/58/60/61 Escamoteavel ,176,NA,31,30,12x,14.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-751272938-capacete-motos-ebf-e8-rocop-56586061-escamoteavel-_JM,1,0,0,0,0,#751272938,"Branco / 58,PRETO BRILHO / 56,PRETO BRILHO / 58,PRETO BRILHO / 60,PRETO BRILHO / 61,PRETO FOSCO / 58,PRETO FOSCO / 60,PRETO FOSCO / 61",NA,EBF,escamoteável,E08 articulado,Escamoteável,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
