search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Color,Tipos de parlante,Peso,Conectores de entrada,Tipos de filtros del parlante
41, Parlante Potente Bluetooth Recargable / Usb / Sd / Radio ,54,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(76 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/SPORTECH+BALHER,https://articulo.mercadolibre.com.pe/MPE-431706450-parlante-potente-bluetooth-recargable-usb-sd-radio-_JM#position=41&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#431706450,NA,NA,NA,NA,NA,NA,USB,NA
42, Amazon Echo Dot 3ra Gen Español Alexa Tienda En San Isidro ,238,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/DIGITALZ+PERU,https://articulo.mercadolibre.com.pe/MPE-434754150-amazon-echo-dot-3ra-gen-espanol-alexa-tienda-en-san-isidro-_JM#position=42&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#434754150,Amazon,NA,NA,NA,NA,300 g,NA,NA
43, Mi Bluetooth Speaker Parlante Bluetooth Xiaomil Mdz-26-db ,138,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(17 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-436048626-mi-bluetooth-speaker-parlante-bluetooth-xiaomil-mdz-26-db-_JM#position=43&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#436048626,Xiaomi,Mi Bluetooth Speaker,6 W,Dorada,NA,270 g,"Plug, Lector SD",Activo
44, Parlante Micronics Jazz 1 70w Bluetooth Radio Usb Sd -negro ,159,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-431001610-parlante-micronics-jazz-1-70w-bluetooth-radio-usb-sd-negro-_JM#position=44&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#431001610,NA,NA,70 W,NA,NA,NA,NA,NA
45, Parlante Bluetooth 6000w Microfono Ruedas Klip Xtreme Kws920 ,999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-431951347-parlante-bluetooth-6000w-microfono-ruedas-klip-xtreme-kws920-_JM#position=45&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#431951347,NA,NA,NA,NA,NA,12.5 kg,NA,NA
46, Parlante Jbl Original Modelo Flip 4 Color Negro. ,330,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IPLUS_STORE,https://articulo.mercadolibre.com.pe/MPE-436597165-parlante-jbl-original-modelo-flip-4-color-negro-_JM#position=46&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#436597165,JBL,Flip 4,16 W,NA,Acuatico,NA,NA,NA
47, Jbl Charge 3 Parlante Bluetooth Acuatico Sumergible Portatil ,529,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432339590-jbl-charge-3-parlante-bluetooth-acuatico-sumergible-portatil-_JM#position=47&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#432339590,JBL,Charge 3,20 W,Como,NA,NA,NA,Pasivo
48, Parlante Jbl Flip 4 Bt 100% Original 12 Horas 16w Acuático ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(18 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-436598701-parlante-jbl-flip-4-bt-100-original-12-horas-16w-acuatico-_JM#position=48&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,7,2,0,0,0,#436598701,JBL,Flip 4,16 W,NA,NA,NA,NA,Activo
49, Parlante Jbl Xtreme 2 Bluetooth Harman 40w Impermeable 15hor ,949,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(14 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-437719606-parlante-jbl-xtreme-2-bluetooth-harman-40w-impermeable-15hor-_JM#position=49&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#437719606,JBL,Xtreme,40 W,NA,Woofer,2.4 kg,USB,Pasivo
50, Parlante Portatil Bluetooth Recargable 8 Pulgadas + Pedestal ,285,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(95 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-425798995-parlante-portatil-bluetooth-recargable-8-pulgadas-pedestal-_JM#position=50&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#425798995,NA,NA,NA,NA,NA,NA,NA,NA
51, [ ] Parlante Portatil Micronics Sound Master Bluethoot Micro ,290,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-436529376--parlante-portatil-micronics-sound-master-bluethoot-micro-_JM#position=51&type=item&tracking_id=5946622e-c4f8-4c08-abd7-f0acc341be51,NA,NA,NA,NA,NA,#436529376,NA,NA,NA,Negro brillante,NA,NA,NA,NA
52, Parlante Tronsmart T6 Plus 40w Oferta + Estuche ,259,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VERTICELL+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-436996662-parlante-tronsmart-t6-plus-40w-oferta-estuche-_JM#position=1&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#436996662,Tronsmart,T6 Plus,40 W,NA,Bluetooth,NA,NA,NA
53, Gratis!!! Parlante Logitech Ue Wonderboom Bluetooth Ipx7 ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(1 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434462022-gratis-parlante-logitech-ue-wonderboom-bluetooth-ipx7-_JM#position=2&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#434462022,Logitech,NA,NA,NA,NA,NA,NA,NA
54, Parlante Bluetooth + Subwoofer De 70 Watts Karaoke ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				42
				vendidos
			
		",(191 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,3.3,4,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-421436494-parlante-bluetooth-subwoofer-de-70-watts-karaoke-_JM#position=3&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,1,1,1,0,1,#421436494,Cafini,NA,70 W,NA,Subwoofer,NA,"USB, sd, bluetooth, fm, mic",NA
55, Receptor Usb Aux Bluetooth Auto Equipo Sonido Parlante ,24,NA,"
			
				Nuevo
			
			
				
					 - 
				
				118
				vendidos
			
		",(882 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/GRUPONATIC+TIENDA,https://articulo.mercadolibre.com.pe/MPE-419751157-receptor-usb-aux-bluetooth-auto-equipo-sonido-parlante-_JM#position=4&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#419751157,NA,NA,NA,NA,NA,NA,NA,NA
56, Parlante Bluetooth 3000w Klip Xtreme Radio Micrófono Kls-750 ,799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-433927289-parlante-bluetooth-3000w-klip-xtreme-radio-microfono-kls-750-_JM#position=5&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#433927289,NA,NA,360 W,NA,Subwoofer,13.5 kg,RCA,NA
57, Parlante Bluetooth Radio Usb Halion 8w Manos Libres ,54,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(5 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-432544632-parlante-bluetooth-radio-usb-halion-8w-manos-libres-_JM#position=6&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#432544632,Halion,HA-S35,30 W,Negro,Super tweeter,NA,Auxiliar,Pasivo
58, Parlante Portatil Bluetooth Maxtron Zenith 80w Led Ritmico ,130,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(47 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666116-parlante-portatil-bluetooth-maxtron-zenith-80w-led-ritmico-_JM#position=7&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#434666116,NA,NA,80 W,Negro,NA,NA,Auxiliar,NA
59, Jbl Pulse 3 Parlante Bluetooth 20w Luces Led Acuatico Tienda ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432853236-jbl-pulse-3-parlante-bluetooth-20w-luces-led-acuatico-tienda-_JM#position=8&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#432853236,JBL,Pulse 3,20 W,NA,NA,NA,NA,NA
60, Parlante True Wireless Soundcore Motion B ,199,NA,"
			
			
				
				19
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,3,http://perfil.mercadolibre.com.pe/ANKER+PERU?brandId=144,https://articulo.mercadolibre.com.pe/MPE-434836116-parlante-true-wireless-soundcore-motion-b-_JM#position=9&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,3,0,0,0,0,#434836116,NA,NA,NA,NA,NA,400 g,NA,NA
61, Lg Parlantes Bluetooth Pk7 40w Calidad Sonido Nuevo ,669,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-433443995-lg-parlantes-bluetooth-pk7-40w-calidad-sonido-nuevo-_JM#position=10&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#433443995,LG,NA,40 W,NA,NA,NA,NA,NA
62, Parlante Cafini Bluetooh Recargable Con Migrofono Vincha Isc ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-432430252-parlante-cafini-bluetooh-recargable-con-migrofono-vincha-isc-_JM#position=11&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#432430252,Cafini,ISC,NA,Verde lima,NA,NA,NA,NA
63, Parlante Bluetooth Perrito Snoopy C/bateria Tflash (20w) ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(17 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243280-parlante-bluetooth-perrito-snoopy-cbateria-tflash-20w-_JM#position=12&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#436243280,NA,NA,20 W,NA,NA,NA,USB,NA
64, Parlante Google Home Mini Asistente Voz 2018 Sellado Español ,184,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-435231077-parlante-google-home-mini-asistente-voz-2018-sellado-espanol-_JM#position=13&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#435231077,Google,NA,NA,NA,NA,NA,USB,NA
65, Luces Sicodelias Y Parlante Bluetooth Usb Luces Led ,45,NA,"
			
				Nuevo
			
			
		",(99999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SELLMERX+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=qQlxZNTb2APaZB1vU16ULQE36Tfh9R20tF68ZDkIL%2BP7g%2FN8YE%2BvVJXsMCDJbgohXsLI7NhOH7IBfhSFtcxZF%2FNBNna7euzOB6VqyfbnO8pGxk6w2ZDT7wEpvjaLzTw5JotaDaXA%2BVmDtnMlCmYS7DdpDU61ETkjIHqfYbXkA8p1sd6mfIDhmkOj4IWOYDRXdqmS4cT31DGjOxTzM7Ev3%2BRzEV18Uo%2BeaRqIV%2BFlx0K4B0p4ROan%2Fnlt1tI%2BEmYoIRtEHoWPnMNaFCqne0kQiFGeZ9SFMDZUxMf%2Bp48tQfJ1RCYaEa4WlcckyOpRx8eziLpfdIr2cW9h9cT8AH1CZo%2Bx6F6%2Fu9wt72Mm6NrzZuwM19u5evbpxLgGlOMDeRPLJA0SrRZWqvBQDiUgLT2zvBv4qKDpzMbynfxRpMew9YHcgXcUJ%2FLFAEtjsLxWLhVY1WjeSqWdXNz4UsMh4Munub5jH6oJYuQkdRI63KAgmhbuW8jyOPWC2xZ%2B1KsSJpiD56qFGIvtxCnbB%2FTNggJNjZjLcJroYBwOfgwfwS7%2BAZi8vIm7a1z0%2BhkbQsL8EDzGkjJGDFTpI0WRIptm3BcNe%2B79Jmkcn%2FhhqVrD6uhgenUldTflAqVXpPVhx4C5H5BEb9owu0%2FMjmFdboZWMhH5BxHFv3kQayzpy%2FUyaJVOAHcoJd6YeuitAzz8cIRBAusI0%2FLo7weIANzdja0Ihjy%2FOXtw73Ax2jbDngLStejDdk0k6ysTELpKZIDe3L9j0stPXtBC0alOm829QabTMfV0s5vjMal11d8WqieQvIL8nY4oairlJIOTYYkdljO8LZ7ov7u90%2FDQQOqk1yvyFTjvE0vhn9LCujQLOOQxJAXAxqp42CjnKlYA3wXJMdbSYfscEoplWnWDze4aJZZG%2BijbBwqXENoE9IKnSjEC%2BYqdInDZZPzZr%2FJ1DaEyeE4gcIqYe5C1zzNxA84tx47a0zEN3g0cTbEex5P2B2Yww7%2FpJodzSazSnmhN2X2vODSjw4O18MFgpvs26Fy353MKZ8%2F42LLiJSzCr32%2FxqVWChNOMvkIfF6ckMnwLCrpC4R7kV3i%2BCHeVGrz7DSMCIsBgSRhhwUv%2FqxAOWNa%2Brcg%2FYZ7htBwS66jhAHjbWsGRBQesdais90IL%2B99%2FN4uB9I0kb2ip619ZAGmtHkUqMjM7nj8RLPW1uRZAemAJJjzhy3GND95dEHpnvPQO02Paj%2BpxzmaZeJbD2p4y%2BHHTkDU%2FVFlLa%2FkeBknZqMEfcd1KtPDgSjq0R%2BYlc459RYT65QaNMUJaL0j80xhARhAVhFw8nJLt54w5xrqOpjOpzzDNUHEtpLt7gUDyL%2Bt1S3Pl0cLJn2H4oINH8SXK0umU3g5scrDu0f7OSZKIfJGw9i4VXiJ4x0Y7BR729YVvB07zPjjeRefy9pWdI1wPQlAqcEp9HJO%2BbUIthrt%2F9qjSUaOY9y%2F8%2F388%2FCfKrWnbFYQiCl3ZX9Ki1dfdT9iO85noHH5tVH%2BW5WCVOdBBye5BKQD1n%2BlIBdDkqe963Bohb3kUFI7xXzroDnpH045RVlHaHqji%2BVqv%2Bd0Idg%2BixhckQgk6SIUfiRGo1GrJ2TkL26LhBitzEOyT1fhSGabubA0aZjCW5DQeudtq3uNAkG8uRHSp1fBLtNNZ2TNIftWlABQtwI57OeDnzB%2F6zG3NMTDFZckdxbhNlEsdfnmSeccvFmXoKLGoHdEhq%2FpGgt2rIw%3D,NA,NA,NA,NA,NA,#433789260,NA,NA,NA,NA,NA,NA,NA,NA
66, Parlante Fiddler Fd-p08 Soundbar Bluetooth ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(222 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACROTELSTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-434653611-parlante-fiddler-fd-p08-soundbar-bluetooth-_JM#position=15&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#434653611,NA,NA,NA,NA,NA,0.7 kg,USB,NA
67, Soundbar Samsung Curvo Ms6500 Wifi Hdmi 450w Nuevo Sellados ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-436657284-soundbar-samsung-curvo-ms6500-wifi-hdmi-450w-nuevo-sellados-_JM#position=16&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#436657284,Samsung,ms6500,450 W,NA,Woofer,NA,NA,9
68, Logitech Sistema De Altavoces Z537 Con Subwoofer Bluetooth ,372,NA,"
			
			
				
				2
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+MESAJILHNOSSAC?brandId=145,https://articulo.mercadolibre.com.pe/MPE-435136565-logitech-sistema-de-altavoces-z537-con-subwoofer-bluetooth-_JM#position=17&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#435136565,Logitech,NA,NA,NA,NA,NA,RCA,NA
69, Parlante Portatil Lg Xboom Go Pk5 Negro 20w Bluetooh Origina ,469,516,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-436450909-parlante-portatil-lg-xboom-go-pk5-negro-20w-bluetooh-origina-_JM#position=18&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#436450909,LG,NA,20 W,NA,NA,NA,NA,NA
70, Parlante Bluetooth Maxtron Sirius 60w Batería Recargable ,87,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(47 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434660273-parlante-bluetooth-maxtron-sirius-60w-bateria-recargable-_JM#position=19&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#434660273,NA,NA,60 W,NA,NA,NA,Auxiliar,NA
71, Parlantes Jbl Boombox Bluetooth Originales ,1520,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-429132611-parlantes-jbl-boombox-bluetooth-originales-_JM#position=20&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#429132611,JBL,Boombox,60 W,NA,bluetooth,NA,NA,Activo
72, Parlante Bluetooth Acuatico Para Ducha Portatil + Regalo ,34,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(85 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/SHOPOPERU,https://articulo.mercadolibre.com.pe/MPE-427736137-parlante-bluetooth-acuatico-para-ducha-portatil-regalo-_JM#position=21&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#427736137,NA,NA,NA,NA,NA,NA,NA,NA
73, Parlante Logitech Bluetooth Ue Megaboom Electric 984-000511 ,817,NA,"
			
			
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435552165-parlante-logitech-bluetooth-ue-megaboom-electric-984-000511-_JM#position=22&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#435552165,Logitech,NA,NA,NA,NA,877 g,Auxiliar,NA
74, Parlante Marshall Acton M-accs-10126 50w Bluetooth Negro ,749,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(10 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/UNALUKA,https://articulo.mercadolibre.com.pe/MPE-427454401-parlante-marshall-acton-m-accs-10126-50w-bluetooth-negro-_JM#position=23&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#427454401,NA,NA,NA,NA,NA,NA,NA,NA
75, Philips Parlante Bluetooth Inalambrico Portatil Recargable ,89,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434301995-philips-parlante-bluetooth-inalambrico-portatil-recargable-_JM#position=24&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#434301995,Philips,NA,2 W,Como,Portatil,NA,NA,NA
76, [ ] Parlante Logitech Ue Megaboom 40 Watts Bluetooth Wireles ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-433923775--parlante-logitech-ue-megaboom-40-watts-bluetooth-wireles-_JM#position=25&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#433923775,Logitech,NA,40 W,NA,NA,NA,NA,NA
77, Parlante Bluetooth Jbl Charge 4 30w / Tienda / Mercadopago ,549,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432706940-parlante-bluetooth-jbl-charge-4-30w-tienda-mercadopago-_JM#position=26&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#432706940,JBL,Charge 4,30 W,NA,Portátil,965 g,NA,Activo
78, Parlante Bluetooth Portátil Marshall Stockwell Con Case ,769,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIRAFLORES+STORE,https://articulo.mercadolibre.com.pe/MPE-433090838-parlante-bluetooth-portatil-marshall-stockwell-con-case-_JM#position=27&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#433090838,Marshall,Stockwell,20 W,NA,NA,NA,NA,Activo
79, Parlante Amplificado Portatil Bluetooth Mpa40bt Pro + Envio ,949,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOUNDA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-428582326-parlante-amplificado-portatil-bluetooth-mpa40bt-pro-envio-_JM#position=28&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#428582326,NA,NA,NA,NA,NA,NA,NA,NA
80, Parlante Jbl Xtreme 2 Resistente Al Agua ,899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(198 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://articulo.mercadolibre.com.pe/MPE-437812603-parlante-jbl-xtreme-2-resistente-al-agua-_JM#position=29&type=item&tracking_id=9251d231-3ca3-4eb5-b235-2ae2a4c1099e,NA,NA,NA,NA,NA,#437812603,JBL,Xtreme 2,40 W,NA,Woofer,NA,NA,Activo
