search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Color,Conectores de entrada
35, Parlante Home Theater Con Bluetooth Ratsel Para Smart Tv ,240,NA,9,30,18 cuotas,493.60,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=AgFypptfSy%2Bex9jbNM%2BZbfEeHjD5VN43i2H7SgmuC5fHHrdC4fLEifGdXtrkr8GpoRReZP1g7MuSDg5vr9yNrW2W7ILMcnH6FTDJQ%2BiNuui8liJCYOW6WnBz3nJWCo5zB%2BF0xWY9wxpcfbgsPQnLWkDnR%2BlrFqMNPUCL9G0NuTo3xu0PVooL4ShdTnuE5h9Iv6ASxJQ18kcNxxrKToK3Zn2jwgxn%2FYFbjnECGZ7i14kKVKjv%2FQ4t3wiQq7xjfTSM5sNRpipUnNdYkW9tyUGnN7Bnhv%2FWwiFPV6o4GMQSOWchZ9ZfdFq21KtG3Dn9bYNK%2BzB71ykq8mJ%2BUId%2BaDebb2oUXuU60OBoewoLiZmjkPDTaoBlSJbLa3LHqLb7pXX17Bq2n1qVsDlraUDRWIy3bvVLtGrvPi9DoGnu5nfSznMtKh6UyO30vCzy4vt%2F13GBHtC7LNVrljC307Cs%2FZ1qlp4k7I%2BUBnrvdCP5HN5i88aBkl5%2BoAMytvFGDAIx7N8mRsXJZaWhWIn3LstUoMUUJb2aqjFx0g8mnQ2MPBLqYDRkCDdK7rQpPxlA3ayyB9kONYwnINNg2jYhrsdpmaPI54YFyofCnnvI9uAvLBN9tiJU1ZZ0mWwYcWXdodsabZSQNf0CRSY%2FPENTUisaNhb6BRopaBRMSRPrm1WA4hKkclfPKkeE31p2cHi9AT0ZNrVnX1%2BmZedFudWiAabl0sAnQC5fXYiSRY8mdc26XKxJkAtsX7CxZsDKhlZ2Jth1RbH1%2B4VczmJB%2BG4kQZq3snyt3So46Sw7Yho3%2BJHtmpkL1VjSB7bri%2BCDl30y4Jl5C96X%2FxgTgVeDDYVnpJFCQDzkZJ5gh67QqFL9kj4PZv3DdgFkfkw8fMRRZr2Wv2JOI5UXxVf5LMcm2Q6Nu9novjGcfXxgUy09DX2svQxRUyMgi92ut0OZyPI90Zi7e18KloCuXRc6apVvEuffRsUgih6oum%2F1jEf7McKDFT2uGZDkdwkFpA%2FRHr%2B7rTnOmxwpSTn5CZiMtnNaf0iBbtKDDNPBnRKo5IjcZ0resGkgKseIDug%2BGd91FZY1zlPE4xwAzAnjI%2FCYcsoRLgJnUAKQ0QC2LUdjY3U7VFUUUY8XHX2JgoWvxdj%2FeZlL%2FUHn9vNmspHL%2B7ZRdDKN6FoqntEUv9I5z4VCLAUJSF%2FJvYwfSe1IdFYmla%2BitjMwAE7dkaDFWZaSNYTKGK6Q8i14CMLZ7t4Z9n8Lu%2F7lQxwAhp9We8Y5a7Hg18MObhBfsitLNkIuBSR7ed6eRfB9tc%2FPEv3oHYUkKvKSSRmVsapCqAG6XgFGDqQXQihX0mXOrB7NMNI6XX1WqhI0yTAMcLUwb4D3t3SivjQIyPjD6%2BzrgY%2FKtp92dP8AQXdGnnLwxFX3hs155Cs468iJo6cBxLpY7v36xKuE4Rb5vq53EEGf64BzxbcOyY7phaYRcxkN3LKc7A8f8mc4DWIV%2FFuqB17rHJ7OTQMoEmPmw3ym69vetIIcNFKlv%2FeOutVS0jy5PzzPdQf8GhZwFCtUqePbBjx4zplR3KS7SCV0pTnoJew7JUis2q%2FgZO%2BFd05pLDWWx%2FNzSlAQLqgeKNRKTH%2F%2FgKrbwQUoqUlmS2XmFhpL%2F7sBGn9HGAMl5cc9Y%2FPB%2FmX0b428nHRbKGIgxIqGM1%2FNFmPabX0HFqPXV1lYlOTTVfB8FBCu6DRdgB9cai35QakHMzhWcFjc6%2FiZrat%2BAuilhH58NIBiUxuXpxUraiDt%2FTMNUfLkQU2V7ifC6eMLMwQAK5iv,1,0,0,0,0,#460404087,NA,Thonet & Vander,Ratsel,NA,NA,Negro,NA
36, Parlante Bluetooth Jbl Charge 3 Resistente Al Agua ,6300,NA,114,10,18 cuotas,350.00,NA,Envío gratis a todo el país,NA,NA,4.6,29,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-459229297-parlante-bluetooth-jbl-charge-3-resistente-al-agua-_JM#position=36&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,16,5,2,0,0,#459229297,20 W,JBL,Charge 3,Pasivo,800 g,NA,NA
37, Parlante Portátil Bluetooth Aluminio ,390,NA,34,66,18 cuotas,21.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MERCADOFULL82,https://articulo.mercadolibre.com.uy/MLU-455532785-parlante-portatil-bluetooth-aluminio-_JM#position=37&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,NA,NA,NA,NA,NA,#455532785,NA,NA,NA,NA,NA,NA,NA
38, Victrola Tocadiscos Con Parlantes Bluetooth Entrada Aux Amv ,89,NA,65,10,18 cuotas,183.04,NA,Envío a todo el país,NA,NA,4.8,9,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-457806850-victrola-tocadiscos-con-parlantes-bluetooth-entrada-aux-amv-_JM#position=38&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,7,2,0,0,0,#457806850,NA,Victrola,NA,NA,NA,Negro,NA
39, Parlante Portatil Jbl Go 2 Bluetooth Colores Futuro21 Dimm ,1599,NA,56,8,18 cuotas,88.83,NA,Envío a todo el país,NA,NA,4.8,230,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446606517-parlante-portatil-jbl-go-2-bluetooth-colores-futuro21-dimm-_JM#position=39&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,193,32,2,2,0,#446606517,3 W,JBL,GO 2,Activo,NA,NA,NA
40, Parlante Bluetooth Mp3 Musica Usb Portable Ahorro Y Compras ,390,NA,19,181,18 cuotas,21.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-456740342-parlante-bluetooth-mp3-musica-usb-portable-ahorro-y-compras-_JM#position=40&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,NA,NA,NA,NA,NA,#456740342,NA,NA,NA,NA,NA,NA,NA
41, Parlante Portatil Bateria Kolke Bomb Inalambrico Bluetooth ,1490,NA,21,999,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,3.3,3,http://perfil.mercadolibre.com.uy/TODOOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-459404638-parlante-portatil-bateria-kolke-bomb-inalambrico-bluetooth-_JM#position=41&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,0,1,2,0,0,#459404638,NA,Kolke,Bomb KPM-222,NA,NA,NA,NA
42, Parlante Bluetooth Portatil Excelente Sonido Resistente Agua ,990,NA,63,437,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,4.3,10,http://perfil.mercadolibre.com.uy/ACCESOPC3000,https://articulo.mercadolibre.com.uy/MLU-452263084-parlante-bluetooth-portatil-excelente-sonido-resistente-agua-_JM#position=42&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,7,0,2,1,0,#452263084,NA,NA,NA,NA,NA,NA,NA
43, Parlante Portátil Jbl Flip 4 Bluetooth Gtia 1 Año Solo Febo ,4275,NA,108,99273,18 cuotas,237.50,NA,Envío a todo el país,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-453364621-parlante-portatil-jbl-flip-4-bluetooth-gtia-1-ano-solo-febo-_JM#position=43&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,186,29,4,1,1,#453364621,16 W,JBL,Flip 4,Activo,515 g,NA,NA
44, Parlante Kolke Boxy Bluetooth 4'' 12w Batería Oferta Loi ,387,499,26,989,18 cuotas,21.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-464025873-parlante-kolke-boxy-bluetooth-4-12w-bateria-oferta-loi-_JM#position=44&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,NA,NA,NA,NA,NA,#464025873,12 W,Kolke,NA,NA,NA,NA,NA
45, Parlante Kolke Estilo Torre Bluetooth Radio Fm Usb Musica ® ,1479,NA,17,983,18 cuotas,82.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-459954449-parlante-kolke-estilo-torre-bluetooth-radio-fm-usb-musica--_JM#position=45&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,NA,NA,NA,NA,NA,#459954449,NA,Kolke,NA,NA,NA,NA,NA
46, Radio Parlante Jvc N1218bu Bluetooth Fm Usb 220v O Pilas Loi ,37,39,8,2989,18 cuotas,76.10,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463512747-radio-parlante-jvc-n1218bu-bluetooth-fm-usb-220v-o-pilas-loi-_JM#position=46&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,1,0,0,0,0,#463512747,NA,NA,NA,NA,NA,NA,NA
47, Parlante Bluetooth Portátil Tipo Jbl Extreme ,990,NA,47,23,18 cuotas,55.00,NA,Entrega a acordar con el vendedor,NA,NA,4.4,8,http://perfil.mercadolibre.com.uy/UNAGANGAUY.COM,https://articulo.mercadolibre.com.uy/MLU-458071733-parlante-bluetooth-portatil-tipo-jbl-extreme-_JM#position=47&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,5,2,0,1,0,#458071733,NA,JBL,NA,NA,NA,NA,USB
48, Parlante Barra Sonido Subwoofer Bluetooth Fm Usb Klip Xtreme ,4890,NA,10,490,18 cuotas,271.67,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457206849-parlante-barra-sonido-subwoofer-bluetooth-fm-usb-klip-xtreme-_JM#position=48&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,0,1,0,0,0,#457206849,NA,NA,NA,NA,NA,NA,NA
49, Parlante Inalambrico Jbl Flip 4 Bluetooth Portátil Calidad ® ,3879,NA,5,995,18 cuotas,215.50,NA,Envío a todo el país,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-464528523-parlante-inalambrico-jbl-flip-4-bluetooth-portatil-calidad--_JM#position=49&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,186,29,4,1,1,#464528523,16 W,JBL,Flip 4,Activo,515 g,NA,NA
50, Parlante Jbl Charge 3 Bluetooth Potencia Y Calidad Loi ,6240,7043,111,993,18 cuotas,346.67,NA,Envío a todo el país,NA,NA,4.6,29,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-459217384-parlante-jbl-charge-3-bluetooth-potencia-y-calidad-loi-_JM#position=50&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,16,5,2,0,0,#459217384,20 W,JBL,Charge 3,Pasivo,NA,NA,NA
51, Parlante Portatil Bt Radio Fm Usb Aux Sd Ahorro Y Compras ,599,NA,70,127,18 cuotas,33.28,NA,Entrega a acordar con el vendedor,NA,NA,2,1,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-446675269-parlante-portatil-bt-radio-fm-usb-aux-sd-ahorro-y-compras-_JM#position=51&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,0,0,0,1,0,#446675269,NA,NA,NA,NA,1.5 kg,NA,USB
52, Home Parlantes Barra Sonido Bluetooth Tv Klip Xtreme Febo ,3010,NA,23,99933,18 cuotas,167.22,NA,Envío a todo el país,NA,NA,4,2,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459248547-home-parlantes-barra-sonido-bluetooth-tv-klip-xtreme-febo-_JM#position=52&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,0,2,0,0,0,#459248547,NA,Xtreme,NA,NA,NA,NA,NA
53, Parlante Portátil Bose Revolve Soundlink Gtía. Oficial Amv ,309,NA,60,9,18 cuotas,635.51,NA,Envío a todo el país,NA,NA,4.8,8,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-443967982-parlante-portatil-bose-revolve-soundlink-gtia-oficial-amv-_JM#position=53&type=item&tracking_id=0528e7be-dfe9-4683-a4aa-5110f2cab109,6,2,0,0,0,#443967982,NA,Bose,Revolve,Activo,0.66 kg,NA,Auxiliar
54, Home Theater 5.1 Parlantes Avalon Bluetooth Usb Fm Control ,12990,NA,19,81,18 cuotas,721.67,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-456771386-home-theater-51-parlantes-avalon-bluetooth-usb-fm-control-_JM#position=1&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,2,1,0,0,0,#456771386,NA,NA,NA,NA,NA,NA,NA
55, Parlante Portable Kolke Aura 20w Rms Bt Radio Fm Usb Sd Loi ,790,990,9,999,18 cuotas,43.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-465396970-parlante-portable-kolke-aura-20w-rms-bt-radio-fm-usb-sd-loi-_JM#position=2&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,NA,NA,NA,NA,NA,#465396970,20 W,Kolke,NA,NA,NA,NA,USB
56, Mini Parlante Bluetooth Con Luces Mp3 Recargable 3w Clicshop ,185,NA,29,15,18 cuotas,10.28,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-463556772-mini-parlante-bluetooth-con-luces-mp3-recargable-3w-clicshop-_JM#position=3&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,2,0,0,0,0,#463556772,3 W,NA,NA,NA,NA,NA,NA
57, Lámpara Parlante Bluetooth Luz Full Rgb Color Control Remoto ,350,NA,16,34,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-461912199-lampara-parlante-bluetooth-luz-full-rgb-color-control-remoto-_JM#position=4&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,NA,NA,NA,NA,NA,#461912199,NA,NA,NA,NA,NA,NA,NA
58, Jbl Flip 4 Bluetooth - Otec ,4199,NA,7,1,18 cuotas,233.28,NA,Entrega a acordar con el vendedor,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/O+TEC,https://articulo.mercadolibre.com.uy/MLU-464404764-jbl-flip-4-bluetooth-otec-_JM#position=5&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,186,29,4,1,1,#464404764,16 W,JBL,Flip 4,Activo,965 g,NA,NA
59, Parlante Xiaomi Mi Bluetooth Speaker Azul-tienda Oficial ,59,NA,9,29,18 cuotas,121.34,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ESLOPETSAESLOPETSA?brandId=228,https://articulo.mercadolibre.com.uy/MLU-459818327-parlante-xiaomi-mi-bluetooth-speaker-azul-tienda-oficial-_JM#position=6&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,NA,NA,NA,NA,NA,#459818327,3 W,Xiaomi,Bluetooth Speaker,NA,270 g,NA,"Plug, Lector SD"
60, Estuche Para Parlante Protector Funda Jbl Flip 3 Y 4 - Tp ,790,NA,60,51,18 cuotas,43.89,NA,Entrega a acordar con el vendedor,NA,NA,4.7,6,http://perfil.mercadolibre.com.uy/TUPRODUCTOUY,https://articulo.mercadolibre.com.uy/MLU-444854349-estuche-para-parlante-protector-funda-jbl-flip-3-y-4-tp-_JM#position=7&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,4,2,0,0,0,#444854349,16 W,JBL,FLIP 3 Y 4,Pasivo,NA,Como,NA
61, Parlante Bluetooth Marshall Kilburn ,351,NA,5,5,18 cuotas,721.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PALACIO+DELAMUSICA?brandId=458,https://articulo.mercadolibre.com.uy/MLU-450021297-parlante-bluetooth-marshall-kilburn-_JM#position=8&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,NA,NA,NA,NA,NA,#450021297,NA,Marshall,Kilburn,Activo,3 kg,NA,NA
62, Parlante Logitech 5.1 Bluetooth Sonido Envolvente Z607 Nnet ,155,NA,7,999,18 cuotas,318.78,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-462194828-parlante-logitech-51-bluetooth-sonido-envolvente-z607-nnet-_JM#position=9&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,1,0,0,0,0,#462194828,NA,Logitech,NA,NA,NA,NA,RCA
63, Parlantes Edifier R1280db 42w Rms Bluetooth De Madera ,133,NA,10,NA,18 cuotas,273.54,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-446564901-parlantes-edifier-r1280db-42w-rms-bluetooth-de-madera-_JM#position=10&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,2,0,0,0,0,#446564901,NA,Edifier,R1280DB,NA,NA,NA,NA
64, Parlante Bluetooth A Prueba De Agua 5w Rms Con Ventosa Loi ,257,349,29,999,18 cuotas,14.28,NA,Envío a todo el país,NA,NA,2,2,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463417490-parlante-bluetooth-a-prueba-de-agua-5w-rms-con-ventosa-loi-_JM#position=11&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,0,0,0,2,0,#463417490,5 W,Kolke,NA,NA,NA,NA,NA
65, Parlante Inalambrico 8000w Luces Bluetooth Microsonic Yanett ,175,NA,11,2,18 cuotas,359.92,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/UNIONELECTRODOMESTICOSLTDAU,https://articulo.mercadolibre.com.uy/MLU-451266414-parlante-inalambrico-8000w-luces-bluetooth-microsonic-yanett-_JM#position=12&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,2,0,0,0,0,#451266414,NA,NA,NA,NA,NA,NA,Auxiliar
66, Parlante Microsonic 6000w Luces Bluetooth Microfono Yanett ,4990,NA,84,2,18 cuotas,277.22,NA,Entrega a acordar con el vendedor,NA,NA,5,8,http://perfil.mercadolibre.com.uy/UNIONELECTRODOMESTICOSLTDAU,https://articulo.mercadolibre.com.uy/MLU-449605582-parlante-microsonic-6000w-luces-bluetooth-microfono-yanett-_JM#position=13&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,8,0,0,0,0,#449605582,NA,NA,NA,NA,NA,NA,Auxiliar
67, Parlantes Edifier R1280db 42w Rms Bluetooth De Madera ,133,NA,10,NA,18 cuotas,273.54,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=Hffdspqn5uqwS1l9mG7lneqLjfuw1FnE9OPUFb96Tlf3H%2Fnbple9FrtBUA69JRMAgTPynHsKFVXtx87n7UXueEROBHgowlRL0G4C0hNQbpoOiYNRwNOdLhAoVbDoflwem4MBnry7pZQzpChn3CN55smljTnvdSjW8b9WqCkQccmh1CQMT%2FqK5%2Fp2IWXA29%2F1z4rqSlyJORCcXg2ZO0JVQG9ve9nSWzsyXWWKus5xKnzij39JekWQXHSBTO0cCctHs4nPhSu6XT8W1Ey%2FD1TzTOvuBbCMgajGtECz%2BwUqnP3XiCmUpwCIEpQhKEQYO%2FtN7Xm09PwEmEBXx18%2FDlMkdRfTIfKOWC8HZXhtZQlZ9BYmQmZIPXo8zV8wn6tzVyauYdHn5sxAO57v7doVvf9vVIh6fGUJ%2FC3wVWrqcCdbKLYc0BfS4%2BxGe7x54N%2B1PQ1HfQLCaLsemBK2uJatm0yFn9N7utYE44e%2B%2BjOxtITQm5202Vek41W1rxVgV2iDsy4qOcfTPmiLTFAAxoaLGEfg%2FswXMZZ2jWC%2F5Ltgl4QmHJKkL3AM4CW6avrkAS3A1cWg5Cu%2B1xE9sc3SUDKXkZoweTsERjUQzY8gYNK7O5s3wys24FSalF9me3yYawJU6GUNvAgmyL%2FpRFDgQrAIwmCkWpiUO9V60qICXCRJ%2B3uWQWtZnCirPVO85Li3akNMTP4Ph7fIohS0srCHj9g9lxmjWl7svjW2%2FSqFqXS8WKS4SWMkdaEEuqsKJIrY7KS%2FEMh0irJaNv3dZ7%2FiInEFr8Lfbd7nPDlEdGRL7I%2FsmQqikDEHY9FStgwBdu6E6iX4ELYFMATFsHsOE671Vdz9t%2B5ulmuSr8P4YISofPX8fYpu%2BWIGfXnJk0TULggkp3jTd8rA7aCQbQFnY%2FdXUFZ%2Bbpr1%2BmS36ZYF1rB8MFtMlwafkc5VCvMYqEaqDOQ8E9kpxFjOz%2FAanM78%2Fn5qUyfL3oHWn5ju%2FaTuyu%2BL%2F12XzEiGhPx4VjHEisIE7RwTmYiD%2FAN%2FacDZl7T%2FAu8J7WJy%2Fr7eoDGeeHgaJB61OdhctUhm7fd3UoEfLL7zq30W1jvNcwAcjfuBLGpI8hdY5BRHqWgw%2FTx7XBZEjaEcD21O6tW2VOumh9OTbDvk0me%2B1%2B0C%2F3wvtPmF03AQN8wBdhYUyXI7D0zPweKYQUJ57pyrzeZKe5JYwTRM0c4WOeum7WiGlzkLJKbU6v7HszLFccov%2BmPLs%2Bp8y6xn3yr%2BUxV249StIo%2FpSeUoIrGjnEO6Jv9ntd%2F91IKg78u%2Bh00qMD9qb0SCH%2FHC5VLBJ4AA4vy0HqTVutRRRDx8z4y9ysGMie1zmnO4zqN68mb9r7d6%2BnJJ%2BHVU6SrqA2VJGFhmGxDGQ499R2nNGj8LspGE5qUMR4lHcdftelp9bFJ9s6l5qZ%2BTbXic08WbiiiwyBN7vAzHkkKOjjX3XqADUN8O7BlnjXgFaOVAwYsC1am8JMmqYWPzfIHdsnIW%2F7A%2B1mGK%2BL7Rwxqdikjt85xwlfCzyVqmJfmCNQbUM1yd6OTticgwzUQkb9M%2B3qd%2FNHyc6PYba4CZLUctSgwcioTRTyEir7BNK46XhnxjptTFfPWy0pU2%2BsrgrG%2BA2U2XixWVrURfcAVRR3mRK8xjXpw%2F2y6hNabXHqmvCQfVkosHT82V4C%2BbEbp9e%2BkZqXVVioQ3Wmg2tS%2BTAIIrW6FNhUvYDwvPlGZVDQB%2FjWCs1vlDULt3UF0r5rLxzxGwmUV8bLJiDhPiz79Gp97Sj7IlZoZRX1PPhA6knXziRu2%2FvIcx4C%2FxF8czONBIEi3eEReRaQ%3D%3D,2,0,0,0,0,#446564901,NA,Edifier,R1280DB,NA,NA,NA,NA
68, Parlante Multimedia Bluetooth Energy Sistem Tower 8 120w Amv ,239,NA,18,10,18 cuotas,491.54,NA,Envío a todo el país,NA,NA,5,3,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-452350467-parlante-multimedia-bluetooth-energy-sistem-tower-8-120w-amv-_JM#position=15&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,3,0,0,0,0,#452350467,NA,Energy Sistem,NA,NA,NA,NA,NA
69, Parlante Vertical Jvc Party 60w Rms Bt Batería Mic Loi ,179,299,3,9997,18 cuotas,368.14,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-465394284-parlante-vertical-jvc-party-60w-rms-bt-bateria-mic-loi-_JM#position=16&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,NA,NA,NA,NA,NA,#465394284,60 W,NA,NA,NA,NA,NA,NA
70, Parlante Bluetooth Jbl Flip 4 Nuevos Garantidos ,4190,NA,119,910,18 cuotas,232.78,NA,Envío gratis a todo el país,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-450357543-parlante-bluetooth-jbl-flip-4-nuevos-garantidos-_JM#position=17&type=item&tracking_id=613cd987-51f7-40ee-91cd-de77f8f7a76a,186,29,4,1,1,#450357543,16 W,JBL,Flip 4,Activo,515 g,Fiesta,NA
