search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Color,Formato,Línea
230, Audifonos Bluetooh Inalámbricos Tiso I4 Deportivos ,35.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 5.998
			
		
		 sin interés
		
	

	
		","
				$ 5.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASTLETECEIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=eqhTGTEBvtOfzJODqFkXgMb5vOj7F9QoqDuJKwi91SDFDo2YzQYas6vP2c9Fh8c1VTqwLa8HC5gO86QNOdT17dUtTwMfuBfJUv7fthjt1bLKIVVODLVpMgAiISFJ7%2Bwfo%2BwshljQ9Wo8EX8fMw977B2mELy2zypzn43v6FgIRSDTcMxgtv%2BneNQ0OnltunsWKgRGWMOmkxAVg8L7UF4D2QllhW7oxfKOaFVivz3%2FT%2FmdkKQsTRpUfCpv4ozqqQBU9ZBEPMOUX3C2xsjMqbpClNoJv%2FQNb7a8NFfo4MktsHfFPeiRzzyVOZtFLJPXO3gZECpBAAoZcY1rmvpJo%2BnLrIaSVpxGrBcswR9KnnKhSIWq5KKaqavRqF8RZvq1Qoqma%2FzrQn6mnXmKebZv0w325ZwDBvRsU30wPnwUeLgZpLGsNMCa%2BkEiVvtsGDOoJyK2ZzMuOv1y6ojSHrMOBGZVF9TnMC5KORwPqgCyNMa82StTxxlAxkHWoPjGgrAqBz7rEpJ7g3iWnuYD5gm5z5khY9xsKwQrbS2t8TDGo92pWTAkmB2NcenqBNajhlKDMlUpqUOL%2F0KZtARiqHEBxSlQ2kApXtQWyrgG70BbbIykByGM3SrFj4BoFz5uzz5O8RV0EWDowQkteXeZXVQGcudYmFZ6%2BtCll4E4yuok%2BHJLL8hFDoMhoGRHNxqS9Z8J7V5JX%2BZQioWrGHzLmaF%2FcHSUALbHsBBJkFXHqUzabgQ43UFaRNPxXvImsC07MKXENN6nL1jcIXbI40BwFxoaO5U2H%2BHjqvn1TPvPIJH%2BUe2QEd3vtECtdkkkKejM9iBdJYHrugIMaJuOCdJj%2FBf0fUpN%2BH5D%2FhWWWSEKT5t5GeHFTAR%2BFyyJ7pDm76%2BC%2Bic72uRjad6AvTJc0gzfUq61EKkzgVuqS6hc%2Bu8ISRYAG%2FHJMkEO%2FWUsm1O9PeeJUwlEyF%2FiHo88ovGQ0aZ0ipfAwvrs4ZRQX6jRO3hw1Xraqo0o96nMkRw17wqZ3tdCyyTShLPENrBC%2FaIIjvmeL5RiYH98e%2FZ4qy1%2BluXeJwrA9rkcryDXy8LX%2BAO2Qj%2BN2sGCd%2F2UX4RsPT4Soqal%2FHT1%2BWcDj2avmFy0SB0QC1VwkXpbeKOkvIjVivFpUhiolaekBRGBS26zwmOdr7iDRKubsyE%2FXE53B%2Bdr6eK%2B8Mgh%2FqxAFEgHFDhDz2nnwUGqf%2F0ynw%2FVB13shxGYCd1XQGINUU5tNs3MbTbcpPBMu0zFGAOhj38UZwl5vQ7d2XG0TD7eLI5gFK%2FSHyyTzhVidIeOtAleqvP3bJClrtT%2Bpb3Sze%2FuHuipN5ZxsL%2BeYDRWEt4dvimIg1cidUhJJOtApB39Nvzwo2kDWaf0rImwQauAUH6%2F9KElXv3J4bOfZGxZ1VX5ngU79obYZjQv%2FQH9FuYOfyzIwxqZKnM%2F9Sx%2BGG1voDTj%2FhcIAwfiDljsi8Fc0iicy2CC0rlzp1Pp5zCMxuCwKB7AWChjJ5GqePrlQKHccR7Cfw3oc%2FmA9INWZO97xoHhbANuhhsvZNt7ENGNAxwGk4%2Fiely60SYDv%2FPQP5UjkYCMCRdRC0sVdG%2BFwPLVweOgOtj2eMpWiRy2zQLDICZc9NcV58YzaJlAIACU8zFqBTPwmZCF9oWOLLgv3K8LrtffLpavifue9F6uuM8YlWIaGs2Qt6DP%2BSToKqQKtVMl2hNGOZfjTMTsDrEKKEtwtJWTDJvZ,NA,NA,NA,NA,NA,#493094634,Tiso,I4,NA,par,NA
231, Mini Auriculares Bluetooth I9s Aire Pods Tws Sin Hilos ,7.597,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 633
			
		
		 sin interés
		
	

	
		","
				$ 633
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TOPDESIGNCL,https://articulo.mercadolibre.cl/MLC-484645789-mini-auriculares-bluetooth-i9s-aire-pods-tws-sin-hilos-_JM#position=19&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#484645789,Generic,i9s,NA,NA,NA
232, Audífonos Aiwa On-ear Bluetooth Micrófono Gratis Aw-4h Vc ,24.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.165
			
		
		 sin interés
		
	

	
		","
				$ 4.165
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORAVICTORIACAPITALLT,https://articulo.mercadolibre.cl/MLC-483181595-audifonos-aiwa-on-ear-bluetooth-microfono-gratis-aw-4h-vc-_JM#position=20&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#483181595,NA,NA,NA,NA,NA
233, Audifonos Bluetooth Manos Libres Xiaomi Mi - Castletec ,13.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.332
			
		
		 sin interés
		
	

	
		","
				$ 2.332
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/CASTLETECEIRL,https://articulo.mercadolibre.cl/MLC-446782045-audifonos-bluetooth-manos-libres-xiaomi-mi-castletec-_JM#position=21&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#446782045,Xiaomi,NA,NA,NA,Mi
234, Audifonos Inalambricos Bluetooth B-15 / Ekipofertas ,4.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 416
			
		
		 sin interés
		
	

	
		","
				$ 416
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-501136528-audifonos-inalambricos-bluetooth-b-15-ekipofertas-_JM#position=22&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#501136528,NA,NA,NA,NA,NA
235, Audífonos Bluetooth Samsung U Flex + Envío Gratis ,47.990,69.990,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 7.998
			
		
		 sin interés
		
	

	
		","
				$ 7.998
			",NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/CHARLYS_SHOP,https://articulo.mercadolibre.cl/MLC-478941261-audifonos-bluetooth-samsung-u-flex-envio-gratis-_JM#position=23&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#478941261,Samsung,U Flex,NA,NA,NA
236, Audífonos iPhone Lightning Bluetooth Compatibles - Bigbull ,7.490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 1.248
			
		
		 sin interés
		
	

	
		","
				$ 1.248
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BIGBULL+CHILE,https://articulo.mercadolibre.cl/MLC-480670700-audifonos-iphone-lightning-bluetooth-compatibles-bigbull-_JM#position=24&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#480670700,NA,NA,NA,NA,NA
237, Audifono Bluetooth Profesional Monster Mx800 - Prophone ,24.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				50
				vendidos
			
		",(940 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.165
			
		
		 sin interés
		
	

	
		","
				$ 4.165
			",NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-440659983-audifono-bluetooth-profesional-monster-mx800-prophone-_JM#position=25&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#440659983,Philips,NA,NA,NA,NA
238, Audífonos Over Ear Bluetooth Fm Micro Sd Micrófono Fun Great ,9.900,12.900,"
			
				Nuevo
			
			
				
					 - 
				
				71
				vendidos
			
		",(29 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.650
			
		
		 sin interés
		
	

	
		","
				$ 1.650
			",NA,Envío a todo el país,NA,NA,4.5,4,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-457474644-audifonos-over-ear-bluetooth-fm-micro-sd-microfono-fun-great-_JM#position=26&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,3,0,1,0,0,#457474644,NA,NA,NA,NA,NA
239, Ibt-62 Audífono Bluetooth Manos Libres ,12.990,24.990,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(11 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.165
			
		
		 sin interés
		
	

	
		","
				$ 2.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MALLCONNECTION.CL,https://articulo.mercadolibre.cl/MLC-497759821-ibt-62-audifono-bluetooth-manos-libres-_JM#position=27&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#497759821,GYRUX,IBT-62,NA,Over-ear,NA
240, Audifonos Klipx Deportivos Bluetooth Con Microfono/nfc/amari ,23.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				68
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 3.998
			
		
		 sin interés
		
	

	
		","
				$ 3.998
			",NA,Envío gratis a todo el país,NA,NA,4.3,9,https://perfil.mercadolibre.cl/ELECTROBAZAR+CHILE,https://articulo.mercadolibre.cl/MLC-441852696-audifonos-klipx-deportivos-bluetooth-con-microfononfcamari-_JM#position=28&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,6,1,1,1,0,#441852696,Klip Xtreme,NA,NA,NA,NA
241, Audífonos I12 Tws Bluetooth Negro ,19.990,23.990,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(10 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ROCK-ROYCE,https://articulo.mercadolibre.cl/MLC-495464114-audifonos-i12-tws-bluetooth-negro-_JM#position=29&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#495464114,TWS,I12,NA,NA,NA
242," Manos Libres Auricular Headset Bluetooth, Audífono ",17.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.983
			
		
		 sin interés
		
	

	
		","
				$ 2.983
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPAEICOM,https://articulo.mercadolibre.cl/MLC-470041445-manos-libres-auricular-headset-bluetooth-audifono-_JM#position=30&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#470041445,NA,NA,NA,NA,NA
243, Audífonos I12 Tws 2019 ,21.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.665
			
		
		 sin interés
		
	

	
		","
				$ 3.665
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/AHAL5010421,https://articulo.mercadolibre.cl/MLC-494363922-audifonos-i12-tws-2019-_JM#position=31&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#494363922,NA,NA,NA,NA,NA
244, Auriculares Bluetooth Inalámbrico Earpods 17 Twins ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				48
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,5.0,3,https://perfil.mercadolibre.cl/WILLIECOYOTE68,https://articulo.mercadolibre.cl/MLC-459416903-auriculares-bluetooth-inalambrico-earpods-17-twins-_JM#position=32&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,3,0,0,0,0,#459416903,NA,NA,NA,NA,NA
245, Audífonos Deportivos Micrófono Bluetooth Klipx Clickbox ,19.490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.248
			
		
		 sin interés
		
	

	
		","
				$ 3.248
			",NA,Envío a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/CLICKBOX_OFERTAS,https://articulo.mercadolibre.cl/MLC-461804690-audifonos-deportivos-microfono-bluetooth-klipx-clickbox-_JM#position=33&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#461804690,NA,NA,NA,NA,NA
246, Audífonos Bluetooth Bt-100 Gris Maxell- Entrega Inmediata. ,9.990,15.990,"
			
			
				
				25
				vendidos
			
		",(16 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 832
			
		
		 sin interés
		
	

	
		","
				$ 832
			",NA,Envío a todo el país,NA,NA,3.0,1,https://perfil.mercadolibre.cl/MAXELL+CHILE?brandId=219,https://articulo.mercadolibre.cl/MLC-448714085-audifonos-bluetooth-bt-100-gris-maxell-entrega-inmediata-_JM#position=34&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#448714085,Maxell,NA,NA,NA,NA
247, Anker Soundbuds Curve Audifonos Bluetooth+popsocket ,36.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.165
			
		
		 sin interés
		
	

	
		","
				$ 6.165
			",NA,Envío gratis a todo el país,NA,NA,4.7,46,https://perfil.mercadolibre.cl/THEREALGADGET,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=OMPcfW6Azv2xsoVa09QTYZiJwI2CHm%2FaDI1FNGyjOP7wRVNdwPmxorAMnHVD6uqrPyEv39pow8C6msqGhngChZhtnwYQCLr8Yo4UgkF8sMocNXV79Z%2BaGVnUKabzaQVoXcMWtUZaOFr0%2FoEpLbKPH1cvZZ2UvVQcfc6CZZAC%2BMgkjUbg4%2FVii7AKyP%2BKhJtZHRJ6LQL%2Bxc4j1VZmA%2BGPbx0yyq6ohzd6rGnyeChyw4%2B1JjmrFo3PIqACM2U4rF%2FJjMz%2FZJNlxI1Jn78VlRzYZpjFSaEHdPB8wJnDXIiav7dEVGpXoJxFuRsxv%2B7mTSzg71auiytX2UJsKIaQwHPzruITjd33tLdx30nJm34EKmDWJzjlYJItg1GiYILn3i619VQBVetvwj2sHNTXZx%2FSdpfhl%2FFveUkq5E3lZFpbAgOt2xQmRVriFY0qvk0h5AeAVHoZdY91lVe4VVBZYJkOVZp2syyDi6WhDegZ4htwuQEi9C%2BLlTzylQU%2FuUzY21TpX9IyRa9R9YaU3V8rrQp4jUROXpVyxPsva3iIinnrSruS1Pf1HXkvNVMvsb36zurTS0whKv8cQChFRq6AM7UKJpuQPIKpjnv3noOvaUDbg3DojuQJmCPSU8KwaqHZW98X4uXgoigz2gAvhn7BTLqfsMjng8tTRpoHtqZWn7ONH81tSZpojBBZITqVRQJQQS9Rb16GV2CNYS4DiFeBaUmblZDg45DxkUABEXTn4q1bIAYHx5IynzMguHycmXGjPDemlGG7s8MeCWwJv7ZBiwVDaK8pvpyAAOp7zW74%2FdH2O0eNVs9e8QfRcs7BZ799UOVOIxFn6735gH7BIq70WIVgOdhe71H1QUzL0FDWgrGqsilEqyNZP2jytCIWRSVxs%2Be%2B5%2Fg5J4oh8T52bMgSBgcXxwGqA9U%2BROagUWZalmNb5Lq7e9QtMQdTxiG22JQ%2FokDJjJ%2BmS9AlG86ZhCMkSA1sMne09YhxYynOOmCMBbUMxJnqbVdqLsd6NaYaibSiSZwRB4JeoU3X5HM08ML%2BW9hcsRckuKPg%2BeWyoVN7TVxg8egeZuNuIzWqT6s2QkU%2BIg6gzUhSNB9Ut%2BMpyJKRjahC%2BVxYjahnfpyzo3DxM6s2YzqVakARBCybkNasUte2UTRAYfyTi%2BJ0VnU0YuwF7D8nR9K67dfRjIeI9aTReBkjoepiNpXTv4PRjC3pZRmGqGCBl43gmkM8mK%2FILLBk0JcG0rgsRcKEoMqPpvo30WPsjnZH2MABv3ExyHWES9zpCTM4xmyRGP%2BDa%2FCWEHpnsZGwrTrMWRqUcnzQLfZTSkWCA3u%2BUuDqIHMsy%2FHHmAQVoyB95OahFxGjILZVH7SWq0leQhh4HJwBIUYvQXMeFow9tIGBZPneWD9dbJ9ceDfFuuqCOZDkzryZd284R1tLtWhsGJ4bZmt8s2BhmV9ZmrhEaa3zXstmy2QKWlDfwD0GtITXxryahQ%2B2DvKOHlJ8Vu6jcUDUwzqOoxd6iWjBvt9ASJgwXWc2I5CQnvhANDYu%2Bzw0eZ9y%2Fb5uY%2BSqH%2F3a8sjiDUeSqfhMIQw%2FUOYIgJMOyb1mlRUhtCULa2WYWiMz2AkEaqSFlH8LSilG8Cvcb8ttyGOGHgQaxLRaCaXGuWm134bXllfmD0G6%2FM6xuFAVangkfRyDBX2C0TU%2FR5kyfxdMnKV722FqGNLSmcLnx77P5l7knwGW8inGwE29Yk3kmQYL,38,3,5,0,0,#461771609,Anker,Curve,NA,NA,NA
248, Audífonos Bluetooth Xiaomi Redmi Airdots Versión Global Enví ,31.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 5.332
			
		
		 sin interés
		
	

	
		","
				$ 5.332
			",NA,Envío gratis a todo el país,NA,NA,4.7,32,https://perfil.mercadolibre.cl/DOLC32,https://articulo.mercadolibre.cl/MLC-501030459-audifonos-bluetooth-xiaomi-redmi-airdots-version-global-envi-_JM#position=36&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,26,4,1,0,1,#501030459,Xiaomi,AirDots,NA,In-ear,Redmi
249, Audifonos Sony Bluetooth ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(1563 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/XMASTERGAMEX,https://articulo.mercadolibre.cl/MLC-463503819-audifonos-sony-bluetooth-_JM#position=37&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#463503819,Sony,Vanguard,NA,NA,bluetooth
250, Audifonos Bluetooth Inalambrico Universal Tlf Tv Bt1602 V4.2 ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(99993 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.249
			
		
		 sin interés
		
	

	
		","
				$ 1.249
			",NA,Envío a todo el país,NA,NA,4.6,7,https://perfil.mercadolibre.cl/ADKAR+SHOP,https://articulo.mercadolibre.cl/MLC-447763681-audifonos-bluetooth-inalambrico-universal-tlf-tv-bt1602-v42-_JM#position=38&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,5,1,1,0,0,#447763681,Lymoc,bt1602,NA,inalambrico,audifonos
251, Pack 1 Par Audifonos Bluetooth + Carcasa Magnetica iPhone X ,21.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(38 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.665
			
		
		 sin interés
		
	

	
		","
				$ 3.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://articulo.mercadolibre.cl/MLC-470844342-pack-1-par-audifonos-bluetooth-carcasa-magnetica-iphone-x-_JM#position=39&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#470844342,NA,NA,NA,NA,NA
252, Audífonos Auriculares Bluetooth Oem Sport Lkd-850bt ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				60
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.249
			
		
		 sin interés
		
	

	
		","
				$ 1.249
			",NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/NICE+HOME,https://articulo.mercadolibre.cl/MLC-465560757-audifonos-auriculares-bluetooth-oem-sport-lkd-850bt-_JM#position=40&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#465560757,Sony,NA,NA,NA,NA
253, Audifonos S9 Bluetooth Estéreo Deportivos ,3.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(82 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 332
			
		
		 sin interés
		
	

	
		","
				$ 332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-462992108-audifonos-s9-bluetooth-estereo-deportivos-_JM#position=41&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#462992108,NA,NA,NA,NA,NA
254, Maxell Audifonos Tipo iPhone 7 iPhone 8 Color Negro ,19.900,NA,"
			
			
				
				3
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.658
			
		
		 sin interés
		
	

	
		","
				$ 1.658
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MAXELL+CHILE?brandId=219,https://articulo.mercadolibre.cl/MLC-492472627-maxell-audifonos-tipo-iphone-7-iphone-8-color-negro-_JM#position=42&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#492472627,Maxell,NA,NA,NA,NA
255, Oferta! X2 Audifonos Bluetooh Tipo I7s Tws iPhone Y Android ,13.200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(989 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.100
			
		
		 sin interés
		
	

	
		","
				$ 1.100
			",NA,Envío gratis a todo el país,NA,NA,1.0,1,https://perfil.mercadolibre.cl/SISIYA+OFERTA,https://articulo.mercadolibre.cl/MLC-494567697-oferta-x2-audifonos-bluetooh-tipo-i7s-tws-iphone-y-android-_JM#position=43&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#494567697,NA,NA,NA,NA,NA
256, Audífono Bluetooth Aiwa Aw-770s - Mobilehut ,12.990,19.990,"
			
			
				
				7
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.165
			
		
		 sin interés
		
	

	
		","
				$ 2.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-483718391-audifono-bluetooth-aiwa-aw-770s-mobilehut-_JM#position=44&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#483718391,Aiwa,Aw-770S,NA,NA,NA
257, Audífono Pioneer Bluetooth On Ear Se-mj561bt ,44.990,49.990,"
			
			
				
				13
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.749
			
		
		 sin interés
		
	

	
		","
				$ 3.749
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-446224837-audifono-pioneer-bluetooth-on-ear-se-mj561bt-_JM#position=45&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#446224837,Pioneer,SE-MJ561BT,NA,NA,NA
258, Audífonos Inalámbrico Jbl T205 Bluetooth Azul - Techbox ,28.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.832
			
		
		 sin interés
		
	

	
		","
				$ 4.832
			",NA,Envío gratis a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/TECHBOX_CHILE,https://articulo.mercadolibre.cl/MLC-500519291-audifonos-inalambrico-jbl-t205-bluetooth-azul-techbox-_JM#position=46&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,5,0,0,0,0,#500519291,JBL,Audífonos Inalámbrico Jbl T205 Bluetooth Azul,NA,NA,NA
259," Jabra Talk 2, Auricular Bluetooth Con Tecnología De Voz Hd ",28.500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 4.750
			
		
		 sin interés
		
	

	
		","
				$ 4.750
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LEO1171,https://articulo.mercadolibre.cl/MLC-453645848-jabra-talk-2-auricular-bluetooth-con-tecnologia-de-voz-hd-_JM#position=47&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#453645848,Jabra,NA,NA,NA,NA
260, Sony Audífono H.ear On 2 Wireless Nc Wh-h900n Rosa ,199.990,219.990,"
			
			
				
				3
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 33.332
			
		
		 sin interés
		
	

	
		","
				$ 33.332
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-458475489-sony-audifono-hear-on-2-wireless-nc-wh-h900n-rosa-_JM#position=48&type=item&tracking_id=a7b126a7-ee60-48b8-b999-d22eac8747e1,NA,NA,NA,NA,NA,#458475489,Sony,WH-H900N,NA,NA,h.ear on 2
