search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes
21, Caixa Som Bluetooth Jbl Xtreme 2 40w Preta Jblxtreme2pto ,1039,NA,"
			
			
				
				260
				vendidos
			
		",(126 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 8667
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,NA,NA,4.6,171,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1182693732-caixa-som-bluetooth-jbl-xtreme-2-40w-preta-jblxtreme2pto-_JM,126,28,13,1,3,#1182693732,JBL,Xtreme,NA,40 W,NA,NA,80 dB,136 mm,132 mm,288 mm,NA,NA,Passivo,NA,NA,NA,NA,NA,NA,1
22, Caixa Som Bluetooth Portátil Amplificada Torre Fm Sd Mp3 Usb ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				1302
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 647
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,64,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1174117073-caixa-som-bluetooth-portatil-amplificada-torre-fm-sd-mp3-usb-_JM,52,7,2,2,1,#1174117073,Goldenultra,GT-515bt,NA,10 W,Redondos,USB,80 dB,NA,NA,NA,NA,Subwoofer,Subwoofer,Portátil,2.1,15000 Hz,150 Hz,BLUETOOTH,NA,2
23, Caixa Som Portátil Recarregavel 2900w Multiuso Amvox ,529,NA,"
			
				Novo
			
			
				
					 - 
				
				356
				vendidos
			
		",(52 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5065
		
		 sem juros
		
	

	
		",65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,15,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1074171591-caixa-som-portatil-recarregavel-2900w-multiuso-amvox-_JM?searchVariation=31654758121,12,2,1,0,0,#1074171591,AMVOX,Caixa Amplificada Bluetooh Portátil,NA,290 W,Torre,USB,NA,NA,NA,NA,NA,NA,Torre,NA,2.1,108 MHz,87.5 MHz,Caixa de som amplificada bluetooth,NA,NA
24, Caixa De Som Speaker Google Home Mini Wi-fi Vitrine ,174,NA,"
			
				Novo
			
			
				
					 - 
				
				814
				vendidos
			
		",(58 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1458
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,30,https://perfil.mercadolivre.com.br/CLICOU_TELECOM,https://produto.mercadolivre.com.br/MLB-1137932763-caixa-de-som-speaker-google-home-mini-wi-fi-vitrine-_JM,23,5,1,0,1,#1137932763,Google Home Mini,Google Home Mini,NA,3 W,Caixa,NA,NA,NA,NA,NA,NA,"Caixa de som, Speaker, Assistente Pessoal","Caixa de som, Speaker","Mesa, escritorio, sala, quarto",5.1,NA,NA,NA,NA,1
25, Caixa Caixinha Som Portátil Usb Bluetooth P2 Fm Mp3 ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				726
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 635
		
		 sem juros
		
	

	
		",35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191652215-caixa-caixinha-som-portatil-usb-bluetooth-p2-fm-mp3-_JM,19,3,0,1,0,#1191652215,Goldenultra,GT-356BT,NA,8 W,Caixa, ,NA,NA,NA,NA,NA, , , , ,NA,NA,NA, ,NA
26, Caixa De Som Bluetooth Amplificada Com Microfone Mp3 Usb ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				978
				vendidos
			
		",(65 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,169,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097049569-caixa-de-som-bluetooth-amplificada-com-microfone-mp3-usb-_JM,118,27,14,6,4,#1097049569,IMPORTADO RPC,FBX-103,NA,25 W,Torre,"Entrada para Microfone P2 e P10, USB",NA,NA,NA,NA,2.4 kg,Subwoofer,Subwoofer Embutido,"Festas em Geral, Praia, Sítios, Eventos Diversos",BLUETOOTH,NA,NA,NA,NA,NA
27, Caixa Som Bluetooth Portátil Amplificada Mp3 Usb 2 Microfone ,224,NA,"
			
				Novo
			
			
				
					 - 
				
				224
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2149
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,13,https://perfil.mercadolivre.com.br/GOLD_TECH,https://produto.mercadolivre.com.br/MLB-1228293421-caixa-som-bluetooth-portatil-amplificada-mp3-usb-2-microfone-_JM,10,3,0,0,0,#1228293421,Briwax,FBX-107,NA,40 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,Tweeter,Tweeter,NA,2.1,NA,NA,NA,NA,NA
28, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				811
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,32,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190350399-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,22,3,3,2,2,#1190350399,Goldenultra,Torre,NA,10 W,Caixa,USB,NA,NA,NA,NA,NA,NA,Ativo/Passivo,NA,NA,NA,NA,Caixa de Som,Bivolt,NA
29, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				502
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1529
		
		 sem juros
		
	

	
		",29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,34,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,32,0,1,0,1,#1208611850,Goldenultra,Ws-887,Pele,3 W,NA, ,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA, ,NA
30, Caixa Som Amplificada Bluetooth Portátil Mp3 Rádio Fm Usb P2 ,74,NA,"
			
				Novo
			
			
				
					 - 
				
				2545
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 717
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,178,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1154336658-caixa-som-amplificada-bluetooth-portatil-mp3-radio-fm-usb-p2-_JM,146,19,9,2,2,#1154336658,Altomex,AL-M01,NA,10 W,Caixa,USB,NA,NA,NA,NA,700 g,Tweeter,Tweeter,Portátil,Não,NA,NA,Caixa de Som,NA,NA
31, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				5778
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 675
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,211,https://perfil.mercadolivre.com.br/ESPA%C3%87O+VENDASS,https://produto.mercadolivre.com.br/MLB-765932866-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,133,44,18,6,10,#765932866,Mini Speaker,Ws-887,NA,3 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,Tweeter,Ativo/Passivo,"Mesa, Casa, Na Rua, Praia, Etc...",2.1,NA,NA,Ws-887,0,NA
32, Caixa Bluetooth Jbl Go2 Original Lacrada Várias Cores ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				665
				vendidos
			
		",(78 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1605,https://perfil.mercadolivre.com.br/VRJ+IMPORTS,https://produto.mercadolivre.com.br/MLB-1222327188-caixa-bluetooth-jbl-go2-original-lacrada-varias-cores-_JM,1473,102,19,5,6,#1222327188,JBL,GO 2,NA,3 W,Caixa,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,Caixa bluetooth,Woofer,De piso,5.1,NA,NA,NA,NA,1
33, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				327
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1816
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,12,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097047029-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,11,1,0,0,0,#1097047029,IMPORTADO RPC,FBX-103,Preto,25 W,Torre,Entrada para Microfone P2 e P10,NA,NA,NA,NA,2.4 kg,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos",BLUETOOTH,NA,NA,BLIETOOTH,BIVOLT AUTOMÁTICO 110/220V,NA
34, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,199,NA,"
			
				Novo
			
			
				
					 - 
				
				472
				vendidos
			
		",(12 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1667
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,169,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097032335-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,118,27,14,6,4,#1097032335,Briwax,FBX-103,NA,25 W,Torre,Entrada para Microfone P2 e P10,NA,NA,NA,NA,2.4 kg,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos, Conexões com Vilão",5.1 - Bluetooth,NA,NA,NA,NA,NA
35, Caixa Som Bluetooth Amplificada 500w Portátil Led Falante 15 ,729,NA,"
			
				Novo
			
			
				
					 - 
				
				55
				vendidos
			
		",(24 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,175,https://perfil.mercadolivre.com.br/TOCADOSPEIXES,https://produto.mercadolivre.com.br/MLB-1188732226-caixa-som-bluetooth-amplificada-500w-portatil-led-falante-15-_JM,123,30,13,4,5,#1188732226,Amvox,ACA501 NEW,NA,500 W,Caixa,AUX/CARD/USB/Microfone ou instrumento,NA,NA,NA,NA,13.72 kg,Tweeter,Tweeter,"chao, bancada",2.1,NA,NA,ACA,NA,1
36, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				274
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 673
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,1,#1081373892,Importado,WS-887,NA,5 W,Caixa,NA,NA,NA,NA,NA,249 g,Subwoofer,Subwoofer,Portatil,7.1,NA,NA,Caixa De Som Portátil,110V/220V (Bivolt),NA
37, Kit Caixa Som Bluetooth Caixinha Usb Sd Rádio - Atacado 4 Un ,125,NA,"
			
				Novo
			
			
				
					 - 
				
				355
				vendidos
			
		",(56 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1199
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,13,https://perfil.mercadolivre.com.br/TG-SANTOS,https://produto.mercadolivre.com.br/MLB-1078576031-kit-caixa-som-bluetooth-caixinha-usb-sd-radio-atacado-4-un-_JM,10,2,0,0,1,#1078576031,Grasep,D-BH1064,NA,6 W,Caixa,NA,NA,NA,NA,NA,NA,Subwoofer,Mini tweeter,Portátil,2.1,NA,NA,NA,NA,NA
38, Caixa Som Bluetooth 5000w Potente Amplificada Amvox ,779,NA,"
			
				Novo
			
			
				
					 - 
				
				169
				vendidos
			
		",(86 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7455
		
		 sem juros
		
	

	
		",55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,175,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166277766-caixa-som-bluetooth-5000w-potente-amplificada-amvox-_JM,123,30,13,4,5,#1166277766,Amvox,ACA 501,NA,500 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110V/220V (Bivolt),NA
39, Caixa De Som Jbl Boombox Original 1 Ano De Garantia Com Nf ,1899,NA,"
			
			
				
				269
				vendidos
			
		",(175 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15825
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,559,https://perfil.mercadolivre.com.br/DIRETOCOMVOCE?brandId=1328,https://produto.mercadolivre.com.br/MLB-1001522471-caixa-de-som-jbl-boombox-original-1-ano-de-garantia-com-nf-_JM,439,49,21,21,29,#1001522471,JBL,Boombox,NA,60 W,Não se aplica, ,80 dB,NA,NA,NA,5.25 kg,Não se aplica,Portátil,Não se aplica,não se aplica,20 kHz,20 Hz,Caixa Portátil,Bivolt,2
40, Caixa De Som Charge 2 Wireless Bluetooth 40w Usb Original ,98,NA,"
			
				Novo
			
			
				
					 - 
				
				261
				vendidos
			
		",(17 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 945
		
		 sem juros
		
	

	
		",45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,13,https://perfil.mercadolivre.com.br/DNR+PARTS,https://produto.mercadolivre.com.br/MLB-723512352-caixa-de-som-charge-2-wireless-bluetooth-40w-usb-original-_JM,8,4,0,0,1,#723512352,Importado,Caixa De Som Portatil Bluetooth,NA,40 W,Caixa,USB,NA,NA,NA,NA,419 g,Subwoofer,Subwoofer,Portátil,7.1,NA,NA,NA,NA,NA
41, Caixinha Caixa De Som Usb Bluetooth Charge 2 Mini ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				318
				vendidos
			
		",(87 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 668
		
		 sem juros
		
	

	
		",68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,10,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1170112341-caixinha-caixa-de-som-usb-bluetooth-charge-2-mini-_JM,3,3,3,1,0,#1170112341,Importado,MS-144BT,NA,15 W,Caixa,USB,80 dB,NA,NA,NA,NA,Super tweeter,Ativo,todos,5.1,NA,NA,Top,NA,2
42, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				590
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,29,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,22,3,2,1,1,#1175966463,Goldenultra,GT-356BT,Pele,8 W,Caixa,"P2, USB,Leitor SD, Auxiliar P2",NA,NA,NA,NA,518 g,NA,Portátil ,NA,NA,NA,NA,NA,Bivolt,NA
43, Caixa Amplificada Ativa Edifier - R1700bt - Bluetooth 66w ,899,NA,"
			
				Novo
			
			
				
					 - 
				
				78
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,26,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1000777273-caixa-amplificada-ativa-edifier-r1700bt-bluetooth-66w-_JM,25,1,0,0,0,#1000777273,Edifier,R1700BT,NA,66 W,Caixa,RCA,NA,NA,NA,NA,3.3 kg,Woofer,Tweeter,"Estudios, Som Ambiente, Sala, Quarto",2.0,NA,NA,NA,NA,NA
44," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",339,NA,"
			
			
				
				2436
				vendidos
			
		",(847 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3249
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,281,https://perfil.mercadolivre.com.br/PIU+SHOP?brandId=1849,https://produto.mercadolivre.com.br/MLB-680896899-caixa-multiuso-amplificada-50-rms-8-bluetoothusbsdfmcont-_JM,192,58,24,3,4,#680896899,Datrel,DMU-8.50 BLUETOOTH,NA,50 W,Caixa,RCA,NA,NA,NA,NA,NA,Woofer,Caixa,De piso,NA,NA,NA,Multiuso,110V/220V (Bivolt),1
45, Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd Rádio Fm ,19,NA,"
			
				Novo
			
			
				
					 - 
				
				916
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 708
		
		 sem juros
		
	

	
		",08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,31,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1196773201-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-radio-fm-_JM,27,1,2,0,1,#1196773201,Goldenultra,Ws-887,NA,3 W,NA, ,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA
46, Caixa De Som Portatil Jbl Boombox Original Bluetooth Usb ,1847,NA,"
			
			
				
				182
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15400
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,559,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1061725482-caixa-de-som-portatil-jbl-boombox-original-bluetooth-usb-_JM,439,49,21,21,29,#1061725482,JBL,Boombox,Preto,60 W,Caixa,USB,80 dB,NA,NA,NA,5.25 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
47, Bazooquinha Pulse 3 + Bluetooth Caixa De Som Usb Sd Mp3 Fm ,72,NA,"
			
				Novo
			
			
				
					 - 
				
				142
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 693
		
		 sem juros
		
	

	
		",93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,10,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-1043853042-bazooquinha-pulse-3-bluetooth-caixa-de-som-usb-sd-mp3-fm-_JM,6,2,2,0,0,#1043853042,A Importes,Pulse 3,NA,20 W,Caixa,NA,NA,NA,NA,NA,NA,Woofer,Subwoofer,portátil,Não,NA,NA,NA,NA,NA
48, Caixa De Som Portátil Amplificada Usb Mp3 Radio Fm 300w E2 ,74,NA,"
			
				Novo
			
			
				
					 - 
				
				8100
				vendidos
			
		",(28 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 716
		
		 sem juros
		
	

	
		",16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,874,https://perfil.mercadolivre.com.br/ZAP.OFERTAS,https://produto.mercadolivre.com.br/MLB-742391933-caixa-de-som-portatil-amplificada-usb-mp3-radio-fm-300w-e2-_JM,550,208,69,25,22,#742391933,Grasep / Automax,D-S6 / A81,NA,15 W,Caixa,USB,NA,NA,NA,NA,NA,Multimídea,"6.5""",Praia / Casa / Parque / Outros,2.1,NA,NA,Alto Falante Móvel,Alimentação via USB,1
49, Caixa Som Bluetooth Churrasco Festa 500w Rms Amvox ,749,NA,"
			
				Novo
			
			
				
					 - 
				
				174
				vendidos
			
		",(86 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7168
		
		 sem juros
		
	

	
		",68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,175,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166296703-caixa-som-bluetooth-churrasco-festa-500w-rms-amvox-_JM,123,30,13,4,5,#1166296703,Amvox,ACA 501,NA,500 W,Caixa,P2,NA,NA,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,Caixa amplificada Bluetooth,110/220V,NA
50, Caixa De Som Multilaser Bluetooth Festa 120w Rms Sp280 Loi ,307,NA,"
			
				Novo
			
			
				
					 - 
				
				206
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2567
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,52,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1059943320-caixa-de-som-multilaser-bluetooth-festa-120w-rms-sp280-loi-_JM,44,5,3,0,0,#1059943320,Multilaser,SP280,NA,120 W,Acomplado,NA,80 dB,NA,NA,NA,3.6 kg,Woofer,Woofer,"Mesa, Portátil",NA,NA,NA,Bluetooth,(Bivolt),NA
51, Caixa De Som Portátil Jbl Wind P/ Moto E Bike P2 E Bluetooth ,186,NA,"
			
				Novo
			
			
				
					 - 
				
				589
				vendidos
			
		",(115 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1556
		
		 sem juros
		
	

	
		",56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,926,https://perfil.mercadolivre.com.br/FASTBUYBRASIL,https://produto.mercadolivre.com.br/MLB-959398145-caixa-de-som-portatil-jbl-wind-p-moto-e-bike-p2-e-bluetooth-_JM,749,120,39,6,12,#959398145,JBL,Wind,NA,3 W,NA,NA,NA,NA,NA,NA,NA,NA,Ativo,Capacete,NA,20 kHz,120 Hz,Wind,NA,NA
52, Mini Rádio Fm Portátil Recarregável Am Sw Mp3 P2 Preto Nf ,55,NA,"
			
				Novo
			
			
				
					 - 
				
				141
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 560
		
		 sem juros
		
	

	
		",60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,8,https://perfil.mercadolivre.com.br/HDV.VENDAS,https://produto.mercadolivre.com.br/MLB-1191620434-mini-radio-fm-portatil-recarregavel-am-sw-mp3-p2-preto-nf-_JM,7,0,1,0,0,#1191620434,Briwax,BX-670,NA,3 W,Caixa,USB,NA,NA,NA,NA,NA,Tweeter,Tweeter,De piso,2.1,NA,NA,NA,NA,NA
53, Mini Caixinha Som Bluetooth Portátil Prova De Água Ventosa ,25,NA,"
			
				Novo
			
			
				
					 - 
				
				900
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 558
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,21,https://perfil.mercadolivre.com.br/LS.EXPRESS,https://produto.mercadolivre.com.br/MLB-798082339-mini-caixinha-som-bluetooth-portatil-prova-de-agua-ventosa-_JM,13,3,4,0,1,#798082339,Importado,BTS-06,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,NA,Woofer,NA,"Banheiro, Azulejo, Vidro",2.1,NA,NA,NA,NA,NA
54, Caixa Som Bluetooth Amplificada 65w Rms Mp3 Fm Usb Microfone ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				979
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1720
		
		 sem juros
		
	

	
		",20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,102,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-998492307-caixa-som-bluetooth-amplificada-65w-rms-mp3-fm-usb-microfone-_JM,69,20,4,3,6,#998492307,Briwax,FBX-105,NA,65 W,Caixa,"Pendrive, Microfone, MicroSD, P2, Auxiliar, P10",NA,NA,NA,NA,NA,Woofer,Ativo/Passivo,De piso,5.1,NA,NA,Premium+,NA,NA
55, Caixa De Som Bluetooth Amplificada 40w Rms Karaokê Mp3 Fm Sd ,219,NA,"
			
				Novo
			
			
				
					 - 
				
				185
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2103
		
		 sem juros
		
	

	
		",03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,9,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066256-caixa-de-som-bluetooth-amplificada-40w-rms-karaok-mp3-fm-sd-_JM,7,0,0,0,2,#1131066256,Briwax,FBX-107,NA,40 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,Tweeter,Tweeter,De piso,2.1,80 kHz,18 kHz,NA,Bivolt,2
56, Caixa Caixinha De Som Portátil Bluetooth Exbom M33bt Mp3 Fm ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				524
				vendidos
			
		",(35 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 925
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,37,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-939772594-caixa-caixinha-de-som-portatil-bluetooth-exbom-m33bt-mp3-fm-_JM,26,8,3,0,0,#939772594,Exbom,CS-M33BT,NA,10 W,Caixa Amplificada,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão",NA,NA,NA,NA,NA,Subwoofer,"Ativo/Passivo, Amplificado","Sala, Quarto, Cozinha, Praia, Sítio, PC, Notebook, Smartphone, Iphone",1.1,20 kHz,85 Hz,Bluetooth,110/220v Bi-volt ou 5v USB,2
