search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Peso,Tipo
1389, Casco De Moto Abierto Estilo Aviador Super Oferta ,39.99,NA,42,19,12,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=lc77orVIZ%2F5J522g5VI0%2BrlcN7TQVsND3PwAEX4xYQ7KvCuybSlfyiN0Del0Kvsq8TUQIWj6fDHIzO4Be49b9j6%2FEEPU6x7GSDM2ILEh4wbWKgjsT8ZVv1IxhDVSzpoDqy2pMDyunOTVGh7ntiHi%2BV7aVgm75O%2FzP0K4puUmhragzYmw5tFRZDhPdGJ0h88%2BVxvVjMHYT4TaMgtahhU%2F9glUcNO83oJzG1R0HjII2aM1MTzFQtALYQlJMKhptXfg5bCuaZyGRJLXSnaTHIJtb5ZgQZUJS%2Bz12WjqyDe3j7J6Z43JcBRqNPUwk1%2BnREUtf%2B%2FuvLhkPfGmI2kMeldcafbu42rfTv3319jjkDvd5e8qJr0LfKj%2BxYARmchh9p6qTj2ir5f%2FKzyE8%2BA7NhU7Qi83ezumR73lPEmtrhvd380m7bFe5c27LwqdZZPymBx%2BVMXf16dKMUMu%2BBQ9Owa95KVe%2FTM5t7gP4gRW4lIs45AIqHj1IWrq14JZUEIZ3T6Z76lDY%2BEphtRs%2BaBdeNDT9OqJ2Np8MyqBtjn9936lFhDVwe5mv6mKlMe5%2BezVoKTQZKo2l94dgNveWWx71zuuqJ0HRi942meKurfZSUUWEwSDpqjq920PaAnf70YbQnfyfqyJwZlOaBa6hjMxZRFYuUJnfModjYE3hBRPcgzp5qbo%2FEyEqSCbaWjOOlibOE1EkX5UClIF74Yp5PLch3vyYPNbJAD5ObiftjxC2xNz0LZeSKXAsHzsxaEwkn0ftCEfSDgwpeqYjVPpCnC3571JPVsPhZez2vFPaPTcPYp67PF8QhtBiLqvATgzjTsDE2wzzBw5h0u53EtTxaOnAK7hwzK6wgShsbX2X7p7woXV23hNALkJ0M9MYVQBOvB3%2Bs%2Fxj31wtPzX5pM8g0C77q9vhiei2Ac093u%2FUlLIWzP21fhUVkPBWBYPf8yvqy1ANzypU0SStwbfLeRAn6d3b%2B8g1P3vZ67yOR1riRpwZo2Mdn0iR6u69oNttEfA3T%2BQTYNrdMm6oSJkzZev5HakN9avJYQzjEGNSjBU6s%2FtJs65E7nmMQGFQ47B0ZVOHnpzvAIcrO0dKXpeQ6qDCsxWigFcXfsPmah2RlXZZxeZZ%2F9%2B8tXSWCwkCmSRuM5Y0h2QEt6AdQiib4NJxEDuhiBaqw4G1S3RP2nJrJHtepMwmjXwmJepU5E1g3XXYepPVcRG3PxpcDyNHcdJox38yu8RUDJlGMvIpH7TRQtYxFYJpEarK28EaZmWS7cq%2FBDPwdJ%2BfIuUzSJw5kDp5cBf%2BepzOiy18WyhvgiRfravqm%2Boz92F5n3HpG%2FNQjoPzQ4KCskSlunI%2FJfLyhdP%2FZSr1MiJ5h%2FUG9U6IwUUMzW3BIblVX8Sia8zAJywEmiCs%2FehucxMp2VvA3RS%2B2Fsn4D9zjkGtvte6fdnc1nh3dqVxpp4RwieBQJRkxFDojfy6WbQdz7pcDNtdo2ubD3VBhPzQOxrmvV0g8AoTj%2Bma48YM7P7HUhkjXTpbcFvWw7XockB0S%2FuxNqKXIwaZLHKRZZZPk7UPSIowciZPkvcx3%2FCSM9zaVcjEuIratqg8UAjvpuWvcFqdovGj%2BlSikf0lfks1A5e5qFJIj%2BP56SbaotwdGwsXw181yW1Lydlh0emwf1KBmL7fmwzP7p%2FzPKEIiPrsZCl6ZKzO70AbPm4KC5tvAgMKiRrBoAhE0FaRITMMDCKA3%2BLDfrIhpOuJMywBcakiYqQ%2FXPMJwXH%2FXFoFM4a3DP9oy8A3WnF0RHVK022%2FHTmrBAJY0K9h5XEGJ6cAg%3D%3D,NA,NA,NA,NA,NA,#436461209,NA,NA,NA,NA,NA,NA,NA,Abierto
1390, Casco Moto Shiro Sh-881 Lion Gris ,96.99,NA,0,3,12,8.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487451950-moto-doble-casco-de-deporte-de-carretera-mmg-dirt-bike-atv--_JM,NA,NA,NA,NA,NA,#487451950,NA,NA,MMG,NA,NA,NA,4 lb,Integral
1391," Casco De Moto De Cara Completa Ls2 Arrow Carbon (negro, X ",441.996,NA,0,NA,6,73.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-471398880-casco-de-moto-de-cara-completa-ls2-arrow-carbon-negro-x-_JM,NA,NA,NA,NA,NA,#471398880,NA,NA,LS2 Helmets,NA,NA,NA,NA,Rebatible
1392, Oferta Casco Moto Shift Label Whit3 68% Off + Bolso Transpor ,679.99,NA,0,3,12,56.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470767306-nolan-n1005casco-de-motocicleta-consistencia-amarillo-l-_JM,NA,NA,NA,NA,NA,#470767306,NA,NA,Nolan,NA,N100-5,Cross,5.4 lb,NA
1393, Casco De Moto Polarizado Abierto Tipo Aviador Piloto Jet ,49.99,NA,47,3,12,4.166,NA,Envío gratis a todo el país,NA,NA,4.5,4,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=bdaQTHDjKTEouk4XBcO%2BrJ1rXC8qYNB4Bb49YRVAQNVrBxAN3x3Pux0Wfsem%2BaE17ApxX0DdoJPpG08o0wU63P8fOrVlw9VpB%2Bo%2FmX8h7DNcasrWwkY9UvH6V35j8qDXTKI9eXvC%2F1OMBc5d2A0obnIQhgmJYPtEuSMuuRw5EMSBHZ4pZ41ba8BGgG9dFKcXbGY31LAegY57V%2FigUxTDuWpdX5ufQMd9S1PeHcirwUHCGmaoqx0Leh0Kuygq56nCGL2HyhYOJRe%2FycheXp2%2BVpIlQD%2B%2FnxXMM1G2PZx%2Bh7cD8jYkH5BCIxwlbQko1%2FqgvumY8Zo94mGb%2BI1aZf7YxUweDsHRax8fdJ27xxq8lscrta7rL5Flk6RFnWVhI2NIEwoRcDS%2Bf7PkNwbOmV5FUo7gA%2BjtKG2hhkSKoGLsaymEXJnT3gos%2Fvk5Ol%2FKqEh3RwXlFnjaXVICd0DanV05ymh2hH98fte4qofZlNrvNMyEh%2Fz%2FHdgqyQ%2FW55VoQ0MZ7OiGcASboP7Qf%2FOzg1vUz8ugFBPrQnvP6Wb%2Bvqua%2Bp411Wk6Z3%2B41Tcn9%2ByiaRg0qGOOTjs16VU5RKwh9YAvVlM0a8VTcGI5p%2FembbRYkPzk%2B3UwNke0nbyAOAK3I6ZC0FCBwZ11uIdBBTSs4iaSLWOxQlEvfM4UCCf%2BDkdSgT1AsUf3Y8rSLU9gTviCtu3qpN%2BDVZNXow3yodqpAbN9GRPL6YW%2Bf5fR82JaW0PEt%2FMWoT%2F5j7Aul%2BudzsYMVrPdECdzkXgxiPaIZHcrwZfCbKUPuQETjNWpxfXLLkGLCXn%2BnyOJP1f5C1CR2PaTiAPoFKU5l75h4tCS0QXnj07U5FpIQpmzwsALePgrh2cqJUYcz78lneR%2BX6NskSnx0Sst%2BYoRmOZMvq2AcCRQrQ0VrbGWKtkPtRf1x%2BjranYRncJ86vLBzx1aFqBbaRLjd%2BCtMy8shDeSuwJZDvWNzme9OQi%2FKQP7UZVJ8u3IDgk4Vq4nozGKQJnE9JUjEuZHcMvgQv5zE0MTN6UNod7WCWpvU1Fji5uwBlp%2BOd%2BghnXFdgXcpzDcgQ%2F530vc%2F6p%2BI4ciElTpq0cYZnGajIowiZkJj7hXxyUr4CYWBmk%2FfR8hhOoPvu%2BhtCzV9gIrbJ1c8uneDeqYkTz7%2BuCwPUfh1WbMrcPQsJdX%2BRiZ5c%2FqBTjvC4tA%2Bvp8nPLj6bDOntaXM0fsbVHFg5%2FQU%2FWTmA2g4r6TTFQyrfSokElU05NrWP10TNKBW2T5R00NfBwu0cQBaXhPWeE9c9rM%2FBVEHyUzjtbIIpOlMsTx%2FKE%2BWrh2UQxNHCUoIaYp130eJAPEH%2B1viTpCCHrWGjgtwIOK5VObKSQcSi1e6nOsHPcQN2X0E3NwkM16Vo9Ia8vfcLhEiA2liWfbpqKW9tvFiBoq%2FOLt46oXUiiee%2BoT8oxD5r2qABekmaKOKZb2Q0YqdxorWJICP2WzRME6vgCZFh96BOV%2FTr8ImS5TIh0%2BJ9MC%2BfBgs6rjV60PbJQFeoC3QxdVxgVKS30DDpdkXfx543YsSaCVYidueqdfYULv9vNpXFmxCmxohVHhQe%2BmfNemCnSPYPWu6%2Br%2BSViHLH42F4%2BLVq7t8OZ3o2F1URbYQpFc0p4sVAhFz9SAy3%2Fhm5FFRq5JiFOQWTQAcv5FdfJz7MbV%2F6vWwWxmZsKFR4gyhSNBmgZeOFQ9eJpg6c7OvlKOZ0TctCaoQbN35bka0Zl0HQFCHq02AfBZGTy9XK9%2FTNwRsEaVpsYrB5QPKKBpasDDQhkwjeBcX9wh7OKWSIybQakkceYPZh0%3D,3,0,1,0,0,#435085925,NA,NA,NA,NA,NA,NA,NA,Abierto
1394, Visera De Casco De Cara Completa Para Motocicleta Gxt288 Ca ,72.99,NA,NA,15,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-492557577-casco-moto-shiro-sh-881-lion-gris-_JM?searchVariation=38802256152,NA,NA,NA,NA,NA,#492557577,Negro,"S,M,L",Shiro,NA,SH-881,Integral,1.39 g,NA
1395," Arai Signet-x Casco De Motocicleta Color Negro Escarchado, X ",921.99,NA,0,3,12,76.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468645566-arai-signet-x-casco-de-motocicleta-color-negro-escarchado-x-_JM,NA,NA,NA,NA,NA,#468645566,NA,NA,Arai,NA,NA,NA,5 lb,Abierto
1396, Casco De Moto Hja Cl33 Openface Black Xpequeño ,113.441,NA,0,NA,6,18.907,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-478709850-casco-de-moto-hja-cl33-openface-black-xpequeno-_JM,NA,NA,NA,NA,NA,#478709850,NA,NA,HJC Helmets,NA,NA,NA,NA,Rebatible
1397, Casco A Casco Comunicador Motocicleta Intercom Moto ,4.431,NA,0,2,12,369,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNTEKSTORECL,https://articulo.mercadolibre.cl/MLC-476540087-visera-de-casco-de-cara-completa-para-motocicleta-gxt288-ca-_JM,NA,NA,NA,NA,NA,#476540087,NA,NA,Unbranded,NA,NA,Integral,NA,NA
1398," Nolan N100  5 casco De Motocicleta Consistencia Amarillo, L ",87.493,124.990,NA,31,6,14.582,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPATRAIL?brandId=287,https://articulo.mercadolibre.cl/MLC-471093970-casco-moto-nino-v1-czar-gris-fox-_JM,NA,NA,NA,NA,NA,#471093970,"L - Gris,M - Gris",NA,Fox,V1,Casco Moto Niño V1 Czar Gris Claro Fox.,NA,NA,NA
1399, Casco Motocicleta Integral Certificacion Dot Azul L (4rs) ,5.359,6.305,0,200,12,447,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GLOBALBUYCL,https://articulo.mercadolibre.cl/MLC-486124480-casco-a-casco-comunicador-motocicleta-intercom-moto-_JM,NA,NA,NA,NA,NA,#486124480,NA,NA,NA,NA,NA,NA,NA,Integral
1400," Casco De Moto Scorpion Exo-r710 Solid Street (negro Mate, Pe ",264.19,NA,0,100,6,44.032,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-481967511-casco-de-moto-scorpion-exo-r710-solid-street-negro-mate-pe-_JM,NA,NA,NA,NA,NA,#481967511,NA,NA,Scorpion,EXO-R710,Solid,Rebatible,2.2 kg,NA
1401," Casco Para Motocicleta Eagle Con Cubierta De Piel, Negro, De ",57.99,NA,0,3,12,4.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468651078-casco-para-motocicleta-eagle-con-cubierta-de-piel-negro-de-_JM,NA,NA,NA,NA,NA,#468651078,NA,NA,NA,NA,NA,NA,1.11 lb,Abierto
1402, Casco De Moto Accesorios Para Sombreros Ventosas Cuerno Deco ,42.99,NA,0,1,12,3.582,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/JCMOTOSLONGAVI,https://articulo.mercadolibre.cl/MLC-487379394-casco-motocicleta-integral-certificacion-dot-azul-l-4rs-_JM,NA,NA,NA,NA,NA,#487379394,Azul,L,4rs,NA,09b,Integral,1.36 g,NA
1403, Casco Moto Niño V1 Czar Gris Fox ,479.99,NA,NA,7,6,79.998,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-465068435-casco-moto-shoei-neotec-2-excursion-tc5-_JM?searchVariation=27018433250,2,0,0,0,0,#465068435,TC-5,"L,M,S,S,M,L",Shoei,NA,Neotec II,Rebatible,NA,NA
1404, Casco De Moto De Cara Completa Bell Qualifier Dlx Mips (n ,346.703,NA,0,NA,6,57.784,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-482125408-casco-de-moto-de-cara-completa-bell-qualifier-dlx-mips-n-_JM,NA,NA,NA,NA,NA,#482125408,NA,NA,Bell,NA,Qualifier DLX,Rebatible,NA,NA
1405, Scooter Retro Motocicleta Protector Conducir Mitad Casco Par ,1.73,NA,0,988,12,144,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CLMETRO,https://articulo.mercadolibre.cl/MLC-491934105-casco-de-moto-accesorios-para-sombreros-ventosas-cuerno-deco-_JM,NA,NA,NA,NA,NA,#491934105,NA,NA,NA,NA,NA,NA,NA,Integral
1406," Casco Scorpion Exo-r710 Para Motocicleta, Motorcross-motocic ",319.99,NA,0,3,12,26.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470765439-casco-scorpion-exo-r710-para-motocicleta-motorcross-motocic-_JM,NA,NA,NA,NA,NA,#470765439,NA,NA,Scorpion,EXO-R710,NA,NA,NA,Abierto
1407, Cod. 97/98/112/136/137 Casco De Moto Para Niño ,34.619,NA,0,10,12,2.885,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492547726-scooter-retro-motocicleta-protector-conducir-mitad-casco-par-_JM,NA,NA,NA,NA,NA,#492547726,NA,NA,NA,NA,NA,NA,NA,Integral
1408, Cascos De Moto Y Deportes De Motor Afx Cominu057867 ,235.996,NA,0,NA,6,39.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486311461-cascos-de-moto-y-deportes-de-motor-afx-cominu057867-_JM,NA,NA,NA,NA,NA,#486311461,NA,NA,AFX,NA,Y,NA,NA,Rebatible
1409, Casco Moto Shoei Neotec 2 Excursion Tc5 ,384.354,NA,0,99,6,64.059,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478242918-casco-de-motocicleta-shark-helmets-drak-blank-matte-black-l-_JM,NA,NA,NA,NA,NA,#478242918,NA,NA,Shark,Metro,Drak,NA,NA,Multi-Modular
1410, Casco Dot Cross/enduro Omoto. Alta Calidad. Fullpower Moto ,47.99,NA,1,2,12,3.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPOWER+MOTO,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=sK%2FlfOAU5PtpupiCusH0CsuNwX26sHFCzGQ%2BYsTntBsAL5v6tUzbWwRt3%2ByqjvOMXHx4oYa%2FVJ22SDAO1Ocyo6tG4v5j%2FQJN9oLFyK45COkrayySmlZ2bts%2BdrZIXNYTRehHR2Gu2FfL%2FD6fN%2BFisctKE8vNd%2Fbe2aUHo0uFCmC%2FWIrabzC4leuKq50sEiDrwS7Jlu2aCl2Pwifr8oVQhhaEgUGR9Oi%2FwcrHjJwaHGGfpGLKBGzgaOfkcFR%2Fz4opJ2R6SYSN9UHPxJuOQfkSyPFZwezprBMPjRmv0fQywqdNVykz1YCOldGnO7yEk%2FuDpqDGVx1IZwCKPdPZULxiofdMtkengk%2BfD1EcgAJCcULDs00iX4ynSHyPRMJsPamvPas9WuXxLUTdONLmbQbyuCy3nEAsrv7CbnmWM4MGxlK3GSp6y3ggWoguF0vDcEN%2FcgzjVkuclqnaNKJqqFHswNTxENyixLRqs1zWK784p%2B%2BCrUzPYN%2Bd3w9t7vi3%2BzRRwZiTiVyvdvVXOCPg3zseYlcWwwX6gvP46xCJf6L0VJEV0yPLKeTZ2AnfetL3yOR3%2Bn6O181agVsLPTK1vdlgAqNpQftlyMSfqkZcoav56uF6XHVEmfBuvKU2DpoPqWOjiZ6gBAnmSdH9w9d2MbLI6A9x1R3eEd1ePzXxhkCZ0cGncX5dcg3gHFxU%2BVECtl5LgIkNywY4m%2BamdU%2FYH1dMHzek97M5Ailr%2FxQILwM1Y%2Fhst2cDZbkzV3xAVV4rsgfiSEtrZWiXk0mcwcQICHRQI%2BG7KRnnkBBLiMxtlsDRX7LkTV8ihRBZkUCUMZYORPiTntvM2y6NaaZ19y7oM%2FRd94mmtEen6r%2F1hPjSPfOPlCOCkV4TgE8QRLFiHh78P0eFsQAu3hOE%2FolNPKa4QzzmI%2F9XVQgBhf1mAleCPXrhlvZZVPHrqGNP7WSKxGB6yyoCSJ2QHAm5nbFgeQ9haBAEJnDasIGFEhlizHgQ5pyMn3IPln0XqxqkjJzF9lzj9r3qZW0ArW4v2RVbn%2B4rik4qd8xGUn8tmGKD1NxG7%2F6XMPDSGtkJglTwQd8%2FHeZ9j3oKKSLuoWCghp9w2msbgb8z%2B4P03wqSNf3u0BGJERQN7QA31U10mLy4E5wTRuThEWf0MkRiwO1C2qNpNS0G28CkYqpcooz9B%2FJAsKGoi1sMeYmu67VqDtdRojL4PRiRFk0sPFvcCTXe8fVVFhzLXhMTwP9HM6DVca64F8pVd%2BbWRgDY1ajxmIuzsdLF1DZqXR2Qq4ZPxMkZEyM6AA33jyzjvXq9YiUvn0p0OJ%2FIe6YwNyUhf3clrC40VnnBtBJP0uqxR7EtAgCrGqTEsGDTujO%2FqhQFBjy8hF2xEZyyrkJredBT7j7rtooa6iYJSTAAGMbxTdEdRqPjlqRsd%2FiCS38ozLf24owyjfs7SbXROTh0v1oyL%2BwMRnfffGzuvH83tRdUxjBh81tI1Byh9rMrFLIIq60KHK1fyFlcrEaEf9qKhz1S3nt6kLN2JBCN%2FMZlcX6UQH%2FYvlfNGcTvpImSZB4tHNX5DPmpFuCAkGECaY%2BZgYKarrjOVAgjvMIResy2avwwSA4nD%2BOyTsjCVtIv3%2FeOKdcPSDD%2Bfd%2FxaVVDifuC7z%2BZEGndJKOe4VPPd0E2eZJiOjPtDcEWUwOOYjsB42IQ8YUgRKo7iGSxKqDo%2FvIaDgsRqbjrp18AXrBlTv69q%2BmErnJNXfb4QGbMeOkCY1hT23I0U%2FBQgZPV1UY6aUym9tvoCN%2FDue2coYbDuNBl8k2HFqQJDpMO3nZAK9Wwnw%3D%3D,NA,NA,NA,NA,NA,#460436340,NA,NA,Omoto,NA,NA,NA,NA,Cross
1411," Hjc Helmets Cs-r3, Casco Para Moto, De Rostro Completo Para ",19.99,NA,0,1,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FARENASL,https://articulo.mercadolibre.cl/MLC-494344951-cod-9798112136137-casco-de-moto-para-nino-_JM?searchVariation=39381499383,NA,NA,NA,NA,NA,#494344951,Azul mate,S,NA,NA,NA,Integral,NA,NA
1412, Torc Unisex-adult Full-face-helmet-style T15 casco De Moto C ,221.99,NA,0,3,12,18.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470766997-torc-unisex-adult-full-face-helmet-style-t15casco-de-moto-c-_JM,NA,NA,NA,NA,NA,#470766997,NA,NA,Torc,NA,T-15,NA,NA,Abierto
1413, Cascos De Moto Y Deportes De Motor Torc T505brz27 ,161.746,NA,0,NA,6,26.958,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486315754-cascos-de-moto-y-deportes-de-motor-torc-t505brz27-_JM,NA,NA,NA,NA,NA,#486315754,NA,NA,Torc,NA,NA,NA,NA,Rebatible
1414," Hjc Rpha-st Rugal Casco Integral Casco De Motocicleta, Casco ",148.99,NA,0,3,12,12.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465880822-hjc-helmets-cs-r3-casco-para-moto-de-rostro-completo-para-_JM,NA,NA,NA,NA,NA,#465880822,NA,NA,HJC,CS-R3,NA,NA,NA,Integral
1415, Casco De Motocicleta Shark Helmets Drak Blank Matte Black (l ,144.9,NA,1,4,12,12.075,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-467394260-casco-moto-ls2-mx470-subverter-triplex-negro-rosado-amarillo-_JM,NA,NA,NA,NA,NA,#467394260,NA,NA,LS2,470,MX470 SUBVERTER,NA,1350 g,MX ENDURO
1416," Hjc Fg-17 Casco Cerrado Para Motocicleta Flutura, S, Mc-2 ",306.99,NA,0,3,12,25.582,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465882613-hjc-rpha-st-rugal-casco-integral-casco-de-motocicleta-casco-_JM,NA,NA,NA,NA,NA,#465882613,NA,NA,HJC,RPHA ST,Rugal,NA,NA,Integral
1417, Cascos De Moto Y Deportes De Motor Gmax 72-5238l-wps-fba ,215.861,NA,0,100,6,35.977,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486316074-cascos-de-moto-y-deportes-de-motor-gmax-72-5238l-wps-fba-_JM,NA,NA,NA,NA,NA,#486316074,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1418, Thh T-68 half Shell Cruiser Street Bike Casco De Motocicleta ,61.99,NA,0,3,12,5.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470767094-thh-t-68half-shell-cruiser-street-bike-casco-de-motocicleta-_JM,NA,NA,NA,NA,NA,#470767094,NA,NA,THH,NA,NA,NA,8 lb,Abierto
1419," Casco De Rf-1200 antracita, Cabeza Completa, Motocicleta, Pa ",316.99,NA,0,3,12,26.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465882850-hjc-fg-17-casco-cerrado-para-motocicleta-flutura-s-mc-2-_JM,NA,NA,NA,NA,NA,#465882850,NA,NA,HJC,FG-17,Flutura,NA,4 lb,Integral
1420, Casco Moto Ls2 Mx470 Subverter Triplex Negro Rosado Amarillo ,68.178,NA,0,99,6,11.363,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478244060-casco-de-motocicleta-vintage-motorbike-scooter-cruiser-half-_JM,NA,NA,NA,NA,NA,#478244060,NA,NA,NA,NA,NA,NA,NA,NA
1421, Cascos De Moto Y Deportes De Motor Vega 93-522457 ,68.571,NA,0,NA,6,11.428,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486325147-cascos-de-moto-y-deportes-de-motor-vega-93-522457-_JM,NA,NA,NA,NA,NA,#486325147,NA,NA,Vega,NA,NA,NA,NA,Rebatible
1422, Hjc Rpha-10 - Casco Integral Para Motocicleta Pro Lorenzo Ré ,718.99,NA,0,3,12,59.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465882936-casco-de-rf-1200antracita-cabeza-completa-motocicleta-pa-_JM,NA,NA,NA,NA,NA,#465882936,NA,NA,NA,NA,NA,NA,NA,Integral
1423," Nexx X60 vision Flex Negro Suave Open Face Casco Para Moto, ",248.99,NA,0,3,12,20.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470771245-nexx-x60vision-flex-negro-suave-open-face-casco-para-moto-_JM,NA,NA,NA,NA,NA,#470771245,NA,NA,Nexx,NA,NA,NA,3.25 lb,Abierto
1424," Bell Cascos Vortex Full Face Helmet Casco De Motocicleta, Ne ",846.99,NA,0,3,12,70.582,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465887253-hjc-rpha-10-casco-integral-para-motocicleta-pro-lorenzo-re-_JM,NA,NA,NA,NA,NA,#465887253,NA,NA,HJC,RPHA 10,NA,NA,4 lb,Integral
1425, Cascos De Moto Y Deportes De Motor Vega 92-392505 ,42.868,NA,0,100,6,7.145,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486325150-cascos-de-moto-y-deportes-de-motor-vega-92-392505-_JM,NA,NA,NA,NA,NA,#486325150,NA,NA,Vega,NA,NA,NA,NA,Rebatible
1426, Casco De Motocicleta Vintage Motorbike Scooter Cruiser Half ,1.49,NA,2,4,12,124,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CHEGUZY,https://articulo.mercadolibre.cl/MLC-473347881-malla-pulpo-porta-casco-para-moto-_JM,NA,NA,NA,NA,NA,#473347881,NA,NA,NA,NA,NA,NA,NA,NA
1427, Bluetooth Para Moto Casco De Moto Intercomunicador Interphon ,236.99,NA,0,3,12,19.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468652431-bell-cascos-vortex-full-face-helmet-casco-de-motocicleta-ne-_JM,NA,NA,NA,NA,NA,#468652431,NA,NA,Bell,NA,NA,NA,5.56 lb,Integral
