search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Peso,Tipo
1925, Dot Pow-mia Ventilador De Medio Casco De Moto Negro Con Vise ,169.99,NA,0,3,12,14.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487452760-dot-pow-mia-ventilador-de-medio-casco-de-moto-negro-con-vise-_JM,NA,NA,NA,NA,NA,#487452760,NA,NA,NA,NA,NA,NA,NA,Integral
1926, Cascos De Moto Y Deportes De Motor Gmax G1041454tc-21f ,189.257,NA,0,NA,6,31.543,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486336234-cascos-de-moto-y-deportes-de-motor-gmax-g1041454tc-21f-_JM,NA,NA,NA,NA,NA,#486336234,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1927," Casco Woljay 3/4 Open Face, Casco Plano Para Motocicleta Con ",106.99,NA,0,3,12,8.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487452671-casco-woljay-34-open-face-casco-plano-para-motocicleta-con-_JM,NA,NA,NA,NA,NA,#487452671,NA,NA,NA,NA,NA,NA,NA,Abierto
1928, El Casco De Cara Completa Para Motocicletas Certificado Por ,86.99,NA,0,3,12,7.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487453685-el-casco-de-cara-completa-para-motocicletas-certificado-por-_JM,NA,NA,NA,NA,NA,#487453685,NA,NA,NA,NA,NA,NA,NA,Integral
1929, Motocicleta Bicicleta Adulto Bicicleta Motocross Casco. ,42.013,NA,0,300,12,3.501,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MI3CDIGITALSTORECL,https://articulo.mercadolibre.cl/MLC-473480895-motocicleta-bicicleta-adulto-bicicleta-motocross-casco-_JM,NA,NA,NA,NA,NA,#473480895,NA,NA,NA,NA,NA,NA,NA,Cross
1930, Cascos De Moto Y Deportes De Motor Bell 2028456 ,155.764,NA,0,NA,6,25.961,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486336297-cascos-de-moto-y-deportes-de-motor-bell-2028456-_JM,NA,NA,NA,NA,NA,#486336297,NA,NA,Bell,NA,NA,NA,NA,Rebatible
1931, Casco De Moto Dot Pink Boneyard Con Ventilación Para Mujer ,170.99,NA,0,3,12,14.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487455006-casco-de-moto-dot-pink-boneyard-con-ventilacion-para-mujer-_JM,NA,NA,NA,NA,NA,#487455006,NA,NA,NA,NA,NA,NA,NA,Integral
1932, Casco De Motocicleta Hjc Rpha 11 Pro Helmet - Monster (large ,528.407,NA,0,99,6,88.068,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478241780-casco-de-motocicleta-hjc-rpha-11-pro-helmet-monster-large-_JM,NA,NA,NA,NA,NA,#478241780,NA,NA,HJC,RPHA 11 Pro,NA,NA,NA,NA
1933," Casco De Moto De Cara Completa Hjc Cl-17 (blanco, 4x-grande) ",198.411,NA,0,100,6,33.068,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-487474302-casco-de-moto-de-cara-completa-hjc-cl-17-blanco-4x-grande-_JM,NA,NA,NA,NA,NA,#487474302,NA,NA,HJC,CL-17,NA,Integral,4.08 kg,NA
1934, Cascos De Moto Y Deportes De Motor Torc T5015wbrz22 ,173.37,NA,0,NA,6,28.895,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486336468-cascos-de-moto-y-deportes-de-motor-torc-t5015wbrz22-_JM,NA,NA,NA,NA,NA,#486336468,NA,NA,Torc,NA,NA,NA,NA,Rebatible
1935, Casco De Motocicleta Plano Negro Dot Con Visera Extraíble ,152.99,NA,0,3,12,12.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487462043-casco-de-motocicleta-plano-negro-dot-con-visera-extraible-_JM,NA,NA,NA,NA,NA,#487462043,NA,NA,NA,NA,NA,NA,NA,Abierto
1936, Casco De Moto De Calle Para Adultos Arai Cosair-x Nicky-7 - ,1057.483,NA,0,100,6,176.247,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-488219062-casco-de-moto-de-calle-para-adultos-arai-cosair-x-nicky-7--_JM,NA,NA,NA,NA,NA,#488219062,NA,NA,Arai,NA,NA,Integral,2.49 kg,NA
1937, Motocicleta Completo Cara Casco Visera Para Hjc Hj -09 Cl -1 ,7.362,NA,0,35,12,614,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-474096248-motocicleta-completo-cara-casco-visera-para-hjc-hj-09-cl-1-_JM,NA,NA,NA,NA,NA,#474096248,NA,NA,NA,NA,NA,NA,NA,NA
1938, Cascos De Moto Y Deportes De Motor Zip3002 ,134.278,NA,0,NA,6,22.380,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486336497-cascos-de-moto-y-deportes-de-motor-zip3002-_JM,NA,NA,NA,NA,NA,#486336497,NA,NA,NA,NA,NA,NA,NA,Rebatible
1939," Casco De Moto Hjc Is-33 Ii De Cara Abierta (blanco, Grande) ",201.572,NA,0,100,6,33.595,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-490369407-casco-de-moto-hjc-is-33-ii-de-cara-abierta-blanco-grande-_JM,NA,NA,NA,NA,NA,#490369407,NA,NA,HJC,IS-33 II,NA,NA,NA,Integral
1940, Soporte Camara Gopro Mentón Casco Moto S/daño Adaptado ,19.9,NA,8,2,12,1.658,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTOYKUKU,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=5UWszmKT9xXKA4B1s8iauI34tTnNr1qYxdqIpUzd9bbLt5dV9RnMHtSjQFFGMhnBqkmHwwM%2Fss%2FQDvXebIVOwl%2F%2BlRiTwo8xSgPRuCPV%2FmQREmlJ1s5AM75tjHTeLcfYFwQoql4oHcstatTLO868H4b3HfY5QndL5KenvBOsIbeM6L9wgUHcZj2fvKjdlFnZBIKtPhxCrRJBFRLr84HHetMebiLP%2B1ir9u2eAZY3eYm%2FTlZru43FHlGrJhXAc1XIhfymCBBRuLzm9MTkgDRWk%2BLSZVV3%2Fw%2B2M%2FWB%2BBi81DaPbJrmLgD9W5zj3vnnCFnAWsCl%2BcXQD1DdevZ%2F3kIl617aQAW5DSIeAOikj8zm9B3%2BwdtrmGyxzSGA%2FLlGfOzgI1q2EXSpZd7vqtuup0li1KK5aypL6tUIUSM6a57ySOCnFslGuLyq62StJ9QRBTCjHX0i41XMro3%2FhWfCHmKo4TXlY%2BQ8XGnuv9wszFNzHV1BswlgtiVElLG8BUnFSzsTw22LC2t3zKr%2B%2FPCTnMa84OuIajCEg%2Bu3VvdfjP5lk68iytFmanZd%2FS0BAmEg7lguuhQ2mUiGZaqi3E1bzDwg99rXGe5Yyqg1ux4e4tm7J7JnedtcDwSHJpTEvr7n9OVz0IGzlZBYpD0dGNHcUtn4KWKa99p3GkOHyfeFTZMZrHRgvfsCSegoFSaanaCJG%2F09qz6hv1%2B6vFPibXSKZDlxLoAEXfpbF69R6zPIQB6tbn2KPbD56egVDlCZtcNG0aj6aobvqRy2WOaum2ld8A2f5mLinAgS1hUXQTUlyGD2Y6%2BvTzD4UGBpE8owYwpzjhYTbQL%2BTawO1Z9MyoumZinkSoh3VM%2Bin7TYseSBlNeXle4VDcBn4onCHj%2FD60TCgdFZDm93Em%2BArnWPxvXfmxjpD5YMvHU5d9XQSE5XewTi3MfGc7Y3yGpJdvsD8mT0X0FGD0mziZtQ10f57PHEBliWEFLeT%2Fd%2B6wh%2FcphRt8PjNHWZhM3VtsRwi%2FaxiLVtQPmOEcBGUS%2BLuQeAZhttWGmrtyUiHTq2lneS0OgLnjhFCpzPErevVOxR%2F2NfSVCd%2FhY9FizYqzoBkvNnAVykcbPwWTDO33EEmvyx8NCmrPccqts7p0zyG2N%2BxTn7DLxVpKWM4u44%2Bv8FmFzgtDmYP%2F8LHidNLDn0m8%2BhyPbFCillfI%2F4JhXkBpqjiJN7pj3l6YnQu19P9CQPIJE%2Bg3BxiIHLQt4xje3caimcmDmf4XdXBxQiTPCR9mivwieSV6HBvCm%2F3Qzq%2FuadGBoLG%2BwdBtKmg0U%2BuNWaOTU0RUihJOdhZMBSazBrVxXMRrSJC%2F21%2FbmpytSXV78ujiUKwVSkN1gMlXqw5S3zWog%2FeDcydD9afSUcg9GsdA4%2BKlbGBMvalis5QcWhnq%2FtKj%2BSk4yKXQ52OSV3VRu4igtDMwbutuY%2BGmoevXJD%2FbZ5yVC4tU1VJSd3vTijf%2FmOhv8oeh4wZJWwQTwyuycPBFEMKNhTt5Azx8kxU7NwLzxlpp20ng%2F0KZh7%2BxgRYJRrXsG0BzRy%2BfbZSrBazi0OvhZuw9JUo4y3TZGJa9rCXlfjzY2YRnYKA7fMhFTUV5wSMbNlNAZkUIprEb639y4aGZ9r6BRLDwkM1cxOfxGRZnf1awvtoSFOvobiPNlKJ%2BpbuqN7Qhj%2B9bb7mUek6v04I2bTJH8qOcDI%2BmZuZ9x89kvL%2F%2BGeLBrRZR0TkJpA%2BumLUrONuKVi7%2FZTfKWyiPKgqanMYz3NHA0q3wlbTL5FSiIE7T%2FpZFKI8sKgUeeC4qJqkR8NMcXcPQ%3D%3D,NA,NA,NA,NA,NA,#467482186,Negro,NA,Estoykuku,NA,Go! Pro,Integral,150 g,NA
1941, Pila De Calavera Cibernética Con Casco De Motocicleta De Cru ,101.99,NA,0,3,12,8.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487468086-pila-de-calavera-cibernetica-con-casco-de-motocicleta-de-cru-_JM,NA,NA,NA,NA,NA,#487468086,NA,NA,NA,NA,NA,NA,NA,Abierto
1942, Casco Auriculares Bluetooth Para Motocicleta ,40.639,NA,0,996,12,3.387,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LOYALMALLCL,https://articulo.mercadolibre.cl/MLC-491866939-casco-auriculares-bluetooth-para-motocicleta-_JM,NA,NA,NA,NA,NA,#491866939,NA,NA,NA,NA,NA,NA,NA,Integral
1943, Cascos De Moto Y Deportes De Motor Gmax G7492202 Tc-1 ,141.531,NA,0,100,6,23.588,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486336973-cascos-de-moto-y-deportes-de-motor-gmax-g7492202-tc-1-_JM,NA,NA,NA,NA,NA,#486336973,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1944, Casco De Motocicleta Hjc Helmets Rph11 Deadpool 2 Mens Stree ,758.736,NA,0,99,6,126.456,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478241620-casco-de-motocicleta-hjc-helmets-rph11-deadpool-2-mens-stree-_JM,NA,NA,NA,NA,NA,#478241620,NA,NA,HJC,NA,Deadpool,NA,NA,NA
1945, Casco Moto Shiro Sh-881 Montecarlo Blanco ,72.99,NA,NA,15,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-492557848-casco-moto-shiro-sh-881-montecarlo-blanco-_JM?searchVariation=38802691966,NA,NA,NA,NA,NA,#492557848,Blanco,"S,M,L",Shiro,NA,SH-881,Integral,1.39 g,NA
1946, Cascos De Moto Y Deportes De Motor 1005b-l ,70.962,NA,0,100,6,11.827,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-488173205-cascos-de-moto-y-deportes-de-motor-1005b-l-_JM,NA,NA,NA,NA,NA,#488173205,NA,NA,NA,NA,NA,NA,NA,Abierto
1947, Cascos De Moto Y Deportes De Motor Gmax G9650027 ,115.883,NA,0,NA,6,19.314,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486337055-cascos-de-moto-y-deportes-de-motor-gmax-g9650027-_JM,NA,NA,NA,NA,NA,#486337055,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1948, Motocicleta Equipaje Ganchos Aluminio Scooter Casco Titular ,848,NA,0,10,12,71,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492755405-motocicleta-equipaje-ganchos-aluminio-scooter-casco-titular-_JM,NA,NA,NA,NA,NA,#492755405,NA,NA,NA,NA,NA,NA,NA,Integral
1949, Sistema De Fijación Para Mica Casco Moto Armad 818 Integral ,7.99,NA,0,20,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-491995462-sistema-de-fijacion-para-mica-casco-moto-armad-818-integral-_JM,NA,NA,NA,NA,NA,#491995462,NA,NA,NA,NA,NA,NA,NA,NA
1950, Casco Moto Fly Elite Guild Rosa/ Azul/ Negro Kid Talla Yl ,116.91,NA,0,1,6,19.485,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-495681513-casco-moto-fly-elite-guild-rosa-azul-negro-kid-talla-yl-_JM?searchVariation=39878167617,NA,NA,NA,NA,NA,#495681513,Negro,NA,Fly,NA,Elite,Integral,NA,NA
1951, Cascos De Moto Y Deportes De Motor Gmax G3670029 ,147.908,NA,0,NA,6,24.651,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486337056-cascos-de-moto-y-deportes-de-motor-gmax-g3670029-_JM,NA,NA,NA,NA,NA,#486337056,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1952, Casco De Motocicleta Biltwell Lane Splitter Solid Full-face ,322.364,NA,0,100,6,53.727,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-488195485-casco-de-motocicleta-biltwell-lane-splitter-solid-full-face-_JM,NA,NA,NA,NA,NA,#488195485,NA,NA,Biltwell,NA,Lane Splitter,NA,2.22 kg,Abierto
1953, Casco Moto Fly Elite Guild Rojo/blanco/negro Talla M ,116.91,NA,0,1,6,19.485,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-495723898-casco-moto-fly-elite-guild-rojoblanconegro-talla-m-_JM?searchVariation=39893450003,NA,NA,NA,NA,NA,#495723898,Rojo,NA,Fly,NA,Elite,Integral,NA,NA
1954, Casco Moto Shoei Vfx-evo Zinger Tc10 ,479.99,NA,NA,4,6,79.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-465070058-casco-moto-shoei-vfx-evo-zinger-tc10-_JM?searchVariation=27019648408,NA,NA,NA,NA,NA,#465070058,TC-10,"M,XL,M,XL",Shoei,NA,VFX-EVO,Cross,NA,NA
1955, Cascos De Moto Y Deportes De Motor Gmax G3670077 ,144.042,NA,0,100,6,24.007,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486337165-cascos-de-moto-y-deportes-de-motor-gmax-g3670077-_JM,NA,NA,NA,NA,NA,#486337165,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1956," Agv Pista Ltd Mugello 2017 - Casco De Motocicleta, Color ",1233.236,NA,0,NA,6,205.539,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-497027971-agv-pista-ltd-mugello-2017-casco-de-motocicleta-color-_JM,NA,NA,NA,NA,NA,#497027971,NA,NA,AGV,NA,NA,Integral,NA,NA
1957, Casco Corto Para Motocicleta Negro Mate ,19.804,NA,0,200,12,1.650,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DODOCOOLCL,https://articulo.mercadolibre.cl/MLC-488267098-casco-corto-para-motocicleta-negro-mate-_JM,NA,NA,NA,NA,NA,#488267098,NA,NA,NA,NA,NA,Abierto,415 g,NA
1958, Agv Casco De Motocicleta Con Globo K-3 Sv Agv K-3 Sv De C ,217.193,NA,0,NA,6,36.199,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-497029886-agv-casco-de-motocicleta-con-globo-k-3-sv-agv-k-3-sv-de-c-_JM,NA,NA,NA,NA,NA,#497029886,NA,NA,AGV,K-3 SV,K-3 SV,Integral,NA,NA
1959, Cascos De Moto Y Deportes De Motor Torc T50 Fbk Fltg Xs ,150.064,NA,0,100,6,25.011,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486338826-cascos-de-moto-y-deportes-de-motor-torc-t50-fbk-fltg-xs-_JM,NA,NA,NA,NA,NA,#486338826,NA,NA,Torc,NA,T-50,NA,NA,Rebatible
1960, Casco Moto Shoei Vfx-evo Zinger Tc10 ,245.529,NA,0,99,6,40.922,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478242819-casco-de-motocicleta-scorpion-unisex-adult-full-face-helmet--_JM,NA,NA,NA,NA,NA,#478242819,NA,NA,Scorpion,NA,NA,NA,NA,NA
1961, Agv Casco De Motocicleta Con Globo K-3 Sv Agv K-3 Sv De C ,4.809,NA,0,6,12,401,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEGARDENTOYSCL,https://articulo.mercadolibre.cl/MLC-469445029-accesorios-motocicleta-titular-casco-percha-estante-gancho-c-_JM,NA,NA,NA,NA,NA,#469445029,NA,NA,NA,NA,NA,NA,NA,Integral
1962, Cascos De Moto Y Deportes De Motor Ilm 205v-gb-l ,89.054,NA,0,100,6,14.842,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-488434328-cascos-de-moto-y-deportes-de-motor-ilm-205v-gb-l-_JM,NA,NA,NA,NA,NA,#488434328,NA,NA,ILM,NA,NA,NA,NA,Abierto
1963, Cascos De Moto Y Deportes De Motor Torc T14b1 Fbk L ,262.978,NA,0,NA,6,43.830,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486338881-cascos-de-moto-y-deportes-de-motor-torc-t14b1-fbk-l-_JM,NA,NA,NA,NA,NA,#486338881,NA,NA,Torc,NA,NA,NA,NA,Rebatible
1964, Accesorios Motocicleta Titular Casco Percha Estante Gancho C ,2.407,NA,0,133,12,201,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEGARDENTOYSCL,https://articulo.mercadolibre.cl/MLC-469454282-2-x-moto-abierto-cara-casco-bloquear-para-rapido-liberacio-_JM,NA,NA,NA,NA,NA,#469454282,NA,NA,NA,NA,NA,NA,NA,Integral
1965, Casco De Motocicleta Scorpion Unisex-adult Full-face-helmet- ,389.99,NA,NA,1,6,64.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-452087091-casco-moto-shoei-vfx-w-hectic-tc2-_JM?searchVariation=18362710161,NA,NA,NA,NA,NA,#452087091,TC-2,"TC-2 - S,S",Shoei,NA,VFX-W,Cross,NA,NA
1966, 2 X Moto Abierto Cara Casco Bloquear Para Rápido Liberació ,7.644,NA,0,25,12,637,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNTEKSTORECL,https://articulo.mercadolibre.cl/MLC-474013065-visera-de-casco-moto-de-cara-completo-para-hjc-hj-09-cl-15-_JM,NA,NA,NA,NA,NA,#474013065,NA,NA,NA,NA,NA,NA,NA,Integral
1967, Cascos De Moto Y Deportes De Motor Gmax G2112236 Tc-4 ,198.735,NA,0,NA,6,33.122,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486339575-cascos-de-moto-y-deportes-de-motor-gmax-g2112236-tc-4-_JM,NA,NA,NA,NA,NA,#486339575,NA,NA,Gmax,NA,NA,NA,NA,Rebatible
1968, Motocicleta Casco Completo Cara Bicicleta Al Aire Libre Casc ,63.581,NA,0,200,12,5.298,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TOPTECKCL,https://articulo.mercadolibre.cl/MLC-488687504-motocicleta-casco-completo-cara-bicicleta-al-aire-libre-casc-_JM,NA,NA,NA,NA,NA,#488687504,NA,NA,No Brand,NA,no model,NA,NA,Abierto
1969, Visera De Casco Moto De Cara Completo Para Hjc Hj -09 Cl -15 ,8.588,10.104,0,5,12,716,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-476070557-casco-de-cara-abierta-motocicleta-34-con-visera-completa-e-_JM,NA,NA,NA,NA,NA,#476070557,NA,NA,Unbranded,NA,NA,NA,NA,Integral
1970, Casco Moto Shoei Vfx-w Hectic Tc2 ,389.99,NA,1,4,6,64.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-452087096-casco-moto-shoei-rf-1200-flagger-tc5-_JM?searchVariation=33930487161,NA,NA,NA,NA,NA,#452087096,TC-5,"M,L",Shoei,NA,RF-1200,NA,NA,NA
1971, Cascos De Moto Y Deportes De Motor Gmax G2112228 Tc-3 ,198.735,NA,0,NA,6,33.122,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486339586-cascos-de-moto-y-deportes-de-motor-gmax-g2112228-tc-3-_JM,NA,NA,NA,NA,NA,#486339586,NA,NA,Gmax,NA,NA,Rebatible,NA,NA
